actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,turnoverTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2026-01-14T04:13:14.1Z,1,REGULAR,period,start,[],0,,,0,0,0,2026-01-14T04:13:14Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M55.00S,2026-01-14T04:13:17.6Z,1,REGULAR,jumpball,recovered,[],201939,,,1610612744,0,0,2026-01-14T04:13:17Z,40000,False,,,0,,Jump Ball Q. Post vs. D. Clingan: Tip to S. Curry,"[201939, 1642366, 1642270]",1610612744.0,GSW,startperiod,S. Curry,201939.0,Curry,S. Curry,Post,1642366.0,Clingan,1642270.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M37.00S,2026-01-14T04:13:36.8Z,1,REGULAR,3pt,Jump Shot,[],202710,78.66294349540078,91.66666666666666,1610612744,0,0,2026-01-14T04:13:42Z,70000,False,208.0,148.0,1,right,MISS J. Butler III 25' 3PT,[202710],1610612744.0,GSW,,,,Butler III,J. Butler III,,,,,Above the Break 3,24+ Right Center,25.56,Missed,,,,,,,,,,,,,,,,,,
8,PT11M36.00S,2026-01-14T04:13:37.8Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612744,0,0,2026-01-14T04:13:42Z,80000,False,,,0,,TEAM offensive REBOUND,[],1610612744.0,GSW,,,,,,,,,,Above the Break 3,24+ Right Center,,,7.0,,,,,,,,,,,,,,,,,
10,PT11M32.00S,2026-01-14T04:14:00.2Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],203110,70.38436268068331,26.47058823529412,1610612744,0,0,2026-01-14T04:14:04Z,100000,False,-118.0,226.0,1,right,MISS D. Green 25' 3PT,[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,Above the Break 3,24+ Left Center,25.47,Missed,,,,,,,,,,,,,,,,,,
11,PT11M30.00S,2026-01-14T04:14:02.2Z,1,REGULAR,rebound,defensive,[],1642270,,,1610612757,0,0,2026-01-14T04:14:04Z,110000,False,,,0,,D. Clingan REBOUND (Off:0 Def:1),[1642270],1610612757.0,POR,,,,Clingan,D. Clingan,,,,,Above the Break 3,24+ Left Center,,,10.0,1.0,1.0,0.0,,,,,,,,,,,,,,
12,PT11M20.00S,2026-01-14T04:14:12.6Z,1,REGULAR,3pt,Jump Shot,[],1641739,27.020367936925098,83.33333333333334,1610612757,0,0,2026-01-14T04:14:19Z,120000,False,-167.0,201.0,1,left,MISS T. Camara 26' 3PT,[1641739],1610612757.0,POR,,,,Camara,T. Camara,,,,,Above the Break 3,24+ Left Center,26.15,Missed,,,,,,,,,,,,,,,,,,
13,PT11M17.00S,2026-01-14T04:14:15.6Z,1,REGULAR,rebound,defensive,[],201939,,,1610612744,0,0,2026-01-14T04:14:19Z,130000,False,,,0,,S. Curry REBOUND (Off:0 Def:1),[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,Above the Break 3,24+ Left Center,,,12.0,1.0,1.0,0.0,,,,,,,,,,,,,,
14,PT11M15.00S,2026-01-14T04:14:17.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",203110,93.38042049934296,55.88235294117647,1610612744,2,0,2026-01-14T04:14:30Z,140000,False,29.0,10.0,1,right,D. Green running finger roll Layup (2 PTS) (S. Curry 1 AST),"[203110, 201939]",1610612744.0,GSW,running finger roll,,,Green,D. Green,,,,,Restricted Area,0-8 Center,3.1,Made,,,,,2.0,S. Curry,201939.0,1.0,,,,,,,,,,
16,PT10M59.00S,2026-01-14T04:14:36.7Z,1,REGULAR,turnover,out-of-bounds,[],1631321,,,1610612757,2,0,2026-01-14T04:15:29Z,160000,False,,,0,,S. Cissoko bad pass out-of-bounds TURNOVER (1 TO),[1631321],1610612757.0,POR,bad pass,,,Cissoko,S. Cissoko,,,,,Above the Break 3,24+ Center,,,,,,,,,,,101284.0,1.0,,,,,,,,
