actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotResult,pointsTotal,shotDistance,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId
198,PT09M53.00S,2026-03-11T02:42:27.9Z,2,REGULAR,turnover,offensive foul,[],1630188,,,1610612741,37,31,2026-03-11T02:42:27Z,1980000,False,,,0,,J. Smith offensive foul TURNOVER (1 TO),[1630188],1610612741.0,CHI,,,,Smith,J. Smith,,,,,In The Paint (Non-RA),0-8 Center,1628953.0,,,,,,,,,,,,,,,,,1.0,,
199,PT09M53.00S,2026-03-11T02:42:36.8Z,2,REGULAR,substitution,out,[],1630208,,,1610612744,37,31,2026-03-11T02:42:40Z,1990000,False,,,0,,SUB out: N. Richards,[1630208],1610612741.0,CHI,,,,Richards,N. Richards,,,,,,,,,,,,,,,,,,,,,,,,,,
200,PT09M53.00S,2026-03-11T02:42:36.8Z,2,REGULAR,substitution,in,[],1627824,,,1610612744,37,31,2026-03-11T02:42:40Z,2000000,False,,,0,,SUB in: G. Yabusele,[1627824],1610612741.0,CHI,,,,Yabusele,G. Yabusele,,,,,,,,,,,,,,,,,,,,,,,,,,
201,PT09M43.00S,2026-03-11T02:43:05.7Z,2,REGULAR,foul,personal,[],1642265,,,1610612744,37,31,2026-03-11T02:43:31Z,2010000,False,,,0,,R. Dillingham personal FOUL (2 PF),"[1642265, 204001]",1610612741.0,CHI,,,,Dillingham,R. Dillingham,,,,,In The Paint (Non-RA),0-8 Center,1627962.0,2.0,0.0,Porziņģis,204001.0,,,,,,,,,,,,,,,
203,PT09M29.00S,2026-03-11T02:43:39.9Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1641764,17.296320630749015,42.15686274509804,1610612744,37,31,2026-03-11T02:43:45Z,2030000,False,39.0,110.0,1,left,MISS B. Podziemski 11' turnaround fadeaway Shot,[1641764],1610612744.0,GSW,turnaround fadeaway,,,Podziemski,B. Podziemski,,,,,In The Paint (Non-RA),8-16 Center,,,,,,Missed,,11.69,,,,,,,,,,,,
204,PT09M25.00S,2026-03-11T02:43:43.9Z,2,REGULAR,rebound,defensive,[],1630188,,,1610612741,37,31,2026-03-11T02:43:45Z,2040000,False,,,0,,J. Smith REBOUND (Off:2 Def:1),[1630188],1610612741.0,CHI,,,,Smith,J. Smith,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,203.0,3.0,1.0,2.0,,,,,,
205,PT09M13.00S,2026-03-11T02:43:56.1Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1630188,90.62089356110381,48.28431372549019,1610612741,37,31,2026-03-11T02:44:01Z,2050000,False,-9.0,36.0,1,right,MISS J. Smith cutting DUNK - blocked,"[1630188, 204001]",1610612741.0,CHI,cutting,,,Smith,J. Smith,,,,,Restricted Area,0-8 Center,,,,,,Missed,,3.67,Porziņģis,204001.0,,,,,,,,,,
206,PT09M13.00S,2026-03-11T02:43:56.1Z,2,REGULAR,block,,[],204001,,,1610612741,37,31,2026-03-11T02:43:59Z,2060000,False,,,0,,K. Porziņģis BLOCK (2 BLK),[204001],1610612744.0,GSW,,,,Porziņģis,K. Porziņģis,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
207,PT09M09.00S,2026-03-11T02:44:00.1Z,2,REGULAR,rebound,defensive,[],1631466,,,1610612744,37,31,2026-03-11T02:44:05Z,2070000,False,,,0,,N. Williams REBOUND (Off:0 Def:1),[1631466],1610612744.0,GSW,,,,Williams,N. Williams,,,,,Restricted Area,0-8 Center,,,,,,,,,,,205.0,1.0,1.0,0.0,,,,,,
208,PT08M59.00S,2026-03-11T02:44:09.2Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1631466,6.389618922470433,61.76470588235294,1610612744,37,31,2026-03-11T02:44:13Z,2080000,False,-59.0,8.0,1,left,MISS N. Williams driving Hook,[1631466],1610612744.0,GSW,driving,,,Williams,N. Williams,,,,,In The Paint (Non-RA),0-8 Center,,,,,,Missed,,5.93,,,,,,,,,,,,
209,PT08M57.00S,2026-03-11T02:44:11.2Z,2,REGULAR,rebound,offensive,[],1631466,,,1610612744,37,31,2026-03-11T02:44:13Z,2090000,False,,,0,,N. Williams REBOUND (Off:1 Def:1),[1631466],1610612744.0,GSW,,,,Williams,N. Williams,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,208.0,2.0,1.0,1.0,,,,,,
210,PT08M57.00S,2026-03-11T02:44:12.4Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1631466,5.590000152587891,50.0,1610612744,39,31,2026-03-11T02:44:12Z,2100000,False,0.0,0.0,1,left,N. Williams putback Layup (2 PTS),[1631466],1610612744.0,GSW,putback,,,Williams,N. Williams,,,,,Mid-Range,8-16 Left,,,,,,Made,2.0,0.0,,,,,,,,,,,,
211,PT08M57.00S,2026-03-11T02:44:15.7Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612741,39,31,2026-03-11T02:44:15Z,2110000,False,,,0,,CHI Timeout,[],1610612741.0,CHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
213,PT08M57.00S,2026-03-11T02:47:02.9Z,2,REGULAR,substitution,out,[],1641764,,,1610612741,39,31,2026-03-11T02:47:24Z,2120000,False,,,0,,SUB out: B. Podziemski,[1641764],1610612744.0,GSW,,,,Podziemski,B. Podziemski,,,,,,,,,,,,,,,,,,,,,,,,,,
214,PT08M57.00S,2026-03-11T02:47:02.9Z,2,REGULAR,substitution,out,[],1643018,,,1610612741,39,31,2026-03-11T02:47:24Z,2130000,False,,,0,,SUB out: L. Cryer,[1643018],1610612744.0,GSW,,,,Cryer,L. Cryer,,,,,,,,,,,,,,,,,,,,,,,,,,
215,PT08M57.00S,2026-03-11T02:47:02.9Z,2,REGULAR,substitution,out,[],1631466,,,1610612741,39,31,2026-03-11T02:47:24Z,2140000,False,,,0,,SUB out: N. Williams,[1631466],1610612744.0,GSW,,,,Williams,N. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
216,PT08M57.00S,2026-03-11T02:47:02.9Z,2,REGULAR,substitution,out,[],1630581,,,1610612741,39,31,2026-03-11T02:47:24Z,2150000,False,,,0,,SUB out: J. Giddey,[1630581],1610612741.0,CHI,,,,Giddey,J. Giddey,,,,,,,,,,,,,,,,,,,,,,,,,,
217,PT08M57.00S,2026-03-11T02:47:02.9Z,2,REGULAR,substitution,in,[],1642954,,,1610612741,39,31,2026-03-11T02:47:24Z,2160000,False,,,0,,SUB in: W. Richard,[1642954],1610612744.0,GSW,,,,Richard,W. Richard,,,,,,,,,,,,,,,,,,,,,,,,,,
218,PT08M57.00S,2026-03-11T02:47:02.9Z,2,REGULAR,substitution,in,[],1630311,,,1610612741,39,31,2026-03-11T02:47:24Z,2170000,False,,,0,,SUB in: P. Spencer,[1630311],1610612744.0,GSW,,,,Spencer,P. Spencer,,,,,,,,,,,,,,,,,,,,,,,,,,
219,PT08M57.00S,2026-03-11T02:47:02.9Z,2,REGULAR,substitution,in,[],1630611,,,1610612741,39,31,2026-03-11T02:47:24Z,2180000,False,,,0,,SUB in: G. Santos,[1630611],1610612744.0,GSW,,,,Santos,G. Santos,,,,,,,,,,,,,,,,,,,,,,,,,,
220,PT08M57.00S,2026-03-11T02:47:02.9Z,2,REGULAR,substitution,in,[],1630200,,,1610612741,39,31,2026-03-11T02:47:24Z,2190000,False,,,0,,SUB in: T. Jones,[1630200],1610612741.0,CHI,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
221,PT08M45.00S,2026-03-11T02:47:39.4Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1627824,89.96386333771353,42.15686274509804,1610612741,39,31,2026-03-11T02:48:15Z,2200000,False,-39.0,42.0,1,right,MISS G. Yabusele turnaround Hook,[1627824],1610612741.0,CHI,turnaround,,,Yabusele,G. Yabusele,,,,,In The Paint (Non-RA),0-8 Center,,,,,,Missed,,5.73,,,,,,,,,,,,
222,PT08M43.00S,2026-03-11T02:47:41.4Z,2,REGULAR,rebound,defensive,[],1642954,,,1610612744,39,31,2026-03-11T02:47:44Z,2210000,False,,,0,,W. Richard REBOUND (Off:0 Def:1),[1642954],1610612744.0,GSW,,,,Richard,W. Richard,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,221.0,1.0,1.0,0.0,,,,,,
223,PT08M39.00S,2026-03-11T02:47:44.5Z,2,REGULAR,turnover,lost ball,[],1630611,,,1610612744,39,31,2026-03-11T02:47:47Z,2220000,False,,,0,,G. Santos lost ball TURNOVER (1 TO),"[1630611, 1627824]",1610612744.0,GSW,,,,Santos,G. Santos,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,1.0,Yabusele,1627824.0
224,PT08M39.00S,2026-03-11T02:47:44.5Z,2,REGULAR,steal,,[],1627824,,,1610612741,39,31,2026-03-11T02:47:46Z,2230000,False,,,0,,G. Yabusele STEAL (1 STL),[1627824],1610612741.0,CHI,,,,Yabusele,G. Yabusele,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
225,PT08M34.00S,2026-03-11T02:47:50.6Z,2,REGULAR,2pt,Jump Shot,['fromturnover'],1630200,91.14651773981603,67.40196078431373,1610612741,39,33,2026-03-11T02:48:59Z,2240000,False,87.0,31.0,1,right,T. Jones 9' driving floating Jump Shot (9 PTS) (G. Yabusele 1 AST),"[1630200, 1627824]",1610612741.0,CHI,driving floating,,,Jones,T. Jones,,,,,Mid-Range,8-16 Right,,,,,,Made,9.0,9.23,,,,,,,G. Yabusele,1627824.0,1.0,,,
227,PT08M10.00S,2026-03-11T02:48:14.2Z,2,REGULAR,3pt,Jump Shot,[],1630311,40.949408672798945,51.225490196078425,1610612744,39,33,2026-03-11T02:49:16Z,2260000,False,-6.0,332.0,1,left,MISS P. Spencer 33' pullup 3PT,[1630311],1610612744.0,GSW,pullup,,,Spencer,P. Spencer,,,,,Above the Break 3,24+ Center,,,,,,Missed,,33.25,,,,,,,,,,,,
228,PT08M09.00S,2026-03-11T02:48:15.2Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612741,39,33,2026-03-11T02:49:16Z,2270000,False,,,0,,TEAM defensive REBOUND,[],1610612741.0,CHI,,,,,,,,,,Above the Break 3,24+ Center,,,,,,,,,,,227.0,,,,,,,,,
230,PT08M09.00S,2026-03-11T02:48:28.8Z,2,REGULAR,substitution,out,[],1631159,,,1610612741,39,33,2026-03-11T02:48:31Z,2290000,False,,,0,,SUB out: L. Miller,[1631159],1610612741.0,CHI,,,,Miller,L. Miller,,,,,,,,,,,,,,,,,,,,,,,,,,
231,PT08M09.00S,2026-03-11T02:48:28.8Z,2,REGULAR,substitution,in,[],1641824,,,1610612741,39,33,2026-03-11T02:48:31Z,2300000,False,,,0,,SUB in: M. Buzelis,[1641824],1610612741.0,CHI,,,,Buzelis,M. Buzelis,,,,,,,,,,,,,,,,,,,,,,,,,,
232,PT07M55.00S,2026-03-11T02:48:51.5Z,2,REGULAR,2pt,Jump Shot,[],1627824,77.21747700394218,65.19607843137256,1610612741,39,33,2026-03-11T02:48:56Z,2310000,False,76.0,162.0,1,right,MISS G. Yabusele 17' pullup Shot,[1627824],1610612741.0,CHI,pullup,,,Yabusele,G. Yabusele,,,,,Mid-Range,16-24 Right Center,,,,,,Missed,,17.87,,,,,,,,,,,,
233,PT07M53.00S,2026-03-11T02:48:53.5Z,2,REGULAR,rebound,defensive,[],1642954,,,1610612744,39,33,2026-03-11T02:48:56Z,2320000,False,,,0,,W. Richard REBOUND (Off:0 Def:2),[1642954],1610612744.0,GSW,,,,Richard,W. Richard,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,232.0,2.0,2.0,0.0,,,,,,
234,PT07M44.00S,2026-03-11T02:49:03.2Z,2,REGULAR,3pt,Jump Shot,[],1630611,27.151773981603156,15.196078431372548,1610612744,39,33,2026-03-11T02:49:08Z,2330000,False,174.0,203.0,1,left,MISS G. Santos 26' 3PT,[1630611],1610612744.0,GSW,,,,Santos,G. Santos,,,,,Above the Break 3,24+ Right Center,,,,,,Missed,,26.71,,,,,,,,,,,,
235,PT07M40.00S,2026-03-11T02:49:06.4Z,2,REGULAR,rebound,offensive,[],1630311,,,1610612744,39,33,2026-03-11T02:49:06Z,2340000,False,,,0,,P. Spencer REBOUND (Off:1 Def:0),[1630311],1610612744.0,GSW,,,,Spencer,P. Spencer,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,234.0,1.0,0.0,1.0,,,,,,
236,PT07M31.00S,2026-03-11T02:49:15.1Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],204001,24.26084099868594,87.99019607843137,1610612744,39,33,2026-03-11T02:49:21Z,2350000,False,-190.0,176.0,1,left,MISS K. Porziņģis 25' 3PT,[204001],1610612744.0,GSW,,,,Porziņģis,K. Porziņģis,,,,,Above the Break 3,24+ Left Center,,,,,,Missed,,25.87,,,,,,,,,,,,
237,PT07M27.00S,2026-03-11T02:49:19.1Z,2,REGULAR,rebound,offensive,[],1642954,,,1610612744,39,33,2026-03-11T02:49:21Z,2360000,False,,,0,,W. Richard REBOUND (Off:1 Def:2),[1642954],1610612744.0,GSW,,,,Richard,W. Richard,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,236.0,3.0,2.0,1.0,,,,,,
238,PT07M27.00S,2026-03-11T02:49:20.3Z,2,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1642954,5.590000152587891,50.0,1610612744,39,33,2026-03-11T02:49:24Z,2370000,False,0.0,0.0,1,left,MISS W. Richard putback Layup - blocked,"[1642954, 1630188]",1610612744.0,GSW,putback,,,Richard,W. Richard,,,,,Restricted Area,0-8 Center,,,,,,Missed,,0.0,Smith,1630188.0,,,,,,,,,,
239,PT07M27.00S,2026-03-11T02:49:20.3Z,2,REGULAR,block,,[],1630188,,,1610612744,39,33,2026-03-11T02:49:21Z,2380000,False,,,0,,J. Smith BLOCK (1 BLK),[1630188],1610612741.0,CHI,,,,Smith,J. Smith,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
240,PT07M27.00S,2026-03-11T02:49:20.3Z,2,REGULAR,rebound,defensive,[],1630188,,,1610612741,39,33,2026-03-11T02:49:24Z,2390000,False,,,0,,J. Smith REBOUND (Off:2 Def:2),[1630188],1610612741.0,CHI,,,,Smith,J. Smith,,,,,Restricted Area,0-8 Center,,,,,,,,,,,238.0,4.0,2.0,2.0,,,,,,
241,PT07M20.00S,2026-03-11T02:49:27.0Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1642265,89.30683311432325,38.23529411764706,1610612741,39,33,2026-03-11T02:52:19Z,2400000,False,-59.0,48.0,1,right,MISS R. Dillingham 7' running Layup - blocked,"[1642265, 1630611]",1610612741.0,CHI,running,,,Dillingham,R. Dillingham,,,,,In The Paint (Non-RA),0-8 Center,,,,,,Missed,,7.59,Santos,1630611.0,,,,,,,,,,
349,PT07M20.00S,2026-03-11T02:49:27.0Z,2,REGULAR,block,,[],1630611,,,1610612741,39,33,2026-03-11T03:06:34Z,2405000,False,,,0,,G. Santos BLOCK (1 BLK),[1630611],1610612744.0,GSW,,,,Santos,G. Santos,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
242,PT07M17.00S,2026-03-11T02:49:30.0Z,2,REGULAR,rebound,offensive,[],1630188,,,1610612741,39,33,2026-03-11T02:52:19Z,2410000,False,,,0,,J. Smith REBOUND (Off:3 Def:2),[1630188],1610612741.0,CHI,,,,Smith,J. Smith,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,241.0,5.0,2.0,3.0,,,,,,
243,PT07M15.00S,2026-03-11T02:49:31.4Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1630200,91.67214191852825,3.6764705882352944,1610612741,39,33,2026-03-11T02:50:23Z,2420000,False,-232.0,26.0,1,right,MISS T. Jones 3PT,[1630200],1610612741.0,CHI,,,,Jones,T. Jones,,,,,Left Corner 3,24+ Left,,,,,,Missed,,23.3,,,,,,,,,,,,
244,PT07M14.00S,2026-03-11T02:49:32.4Z,2,REGULAR,rebound,offensive,[],1630188,,,1610612741,39,33,2026-03-11T02:50:23Z,2430000,False,,,0,,J. Smith REBOUND (Off:4 Def:2),[1630188],1610612741.0,CHI,,,,Smith,J. Smith,,,,,Left Corner 3,24+ Left,,,,,,,,,,,243.0,6.0,2.0,4.0,,,,,,
245,PT07M11.00S,2026-03-11T02:49:35.2Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1630188,66.44218134034165,42.64705882352941,1610612741,39,33,2026-03-11T02:49:39Z,2440000,False,-37.0,263.0,1,right,MISS J. Smith 26' 3PT,[1630188],1610612741.0,CHI,,,,Smith,J. Smith,,,,,Above the Break 3,24+ Center,,,,,,Missed,,26.55,,,,,,,,,,,,
246,PT07M09.00S,2026-03-11T02:49:37.2Z,2,REGULAR,rebound,defensive,[],203110,,,1610612744,39,33,2026-03-11T02:49:39Z,2450000,False,,,0,,D. Green REBOUND (Off:0 Def:4),[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,Above the Break 3,24+ Center,,,,,,,,,,,245.0,4.0,4.0,0.0,,,,,,
247,PT06M57.00S,2026-03-11T02:49:52.4Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630311,11.645860709592641,49.26470588235294,1610612744,41,33,2026-03-11T02:49:56Z,2460000,False,4.0,57.0,1,left,P. Spencer driving floating Jump Shot (8 PTS),[1630311],1610612744.0,GSW,driving floating,,,Spencer,P. Spencer,,,,,In The Paint (Non-RA),0-8 Center,,,,,,Made,8.0,5.71,,,,,,,,,,,,
248,PT06M57.00S,2026-03-11T02:49:54.8Z,2,REGULAR,foul,personal,['1freethrow'],1642265,,,1610612744,41,33,2026-03-11T02:50:19Z,2470000,False,,,0,,R. Dillingham shooting personal FOUL (3 PF) (Spencer 1 FT),"[1642265, 1630311]",1610612741.0,CHI,shooting,,,Dillingham,R. Dillingham,,,,,In The Paint (Non-RA),0-8 Center,1628953.0,3.0,0.0,Spencer,1630311.0,,,,,,,,,,,,,,,
250,PT06M57.00S,2026-03-11T02:50:04.3Z,2,REGULAR,substitution,out,[],204001,,,1610612744,41,33,2026-03-11T02:50:13Z,2490000,False,,,0,,SUB out: K. Porziņģis,[204001],1610612744.0,GSW,,,,Porziņģis,K. Porziņģis,,,,,,,,,,,,,,,,,,,,,,,,,,
251,PT06M57.00S,2026-03-11T02:50:04.3Z,2,REGULAR,substitution,out,[],203110,,,1610612744,41,33,2026-03-11T02:50:13Z,2500000,False,,,0,,SUB out: D. Green,[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
252,PT06M57.00S,2026-03-11T02:50:04.3Z,2,REGULAR,substitution,out,[],1630188,,,1610612744,41,33,2026-03-11T02:50:13Z,2510000,False,,,0,,SUB out: J. Smith,[1630188],1610612741.0,CHI,,,,Smith,J. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,
253,PT06M57.00S,2026-03-11T02:50:04.3Z,2,REGULAR,substitution,in,[],201143,,,1610612744,41,33,2026-03-11T02:50:13Z,2520000,False,,,0,,SUB in: A. Horford,[201143],1610612744.0,GSW,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,,,,,,,,
254,PT06M57.00S,2026-03-11T02:50:04.3Z,2,REGULAR,substitution,in,[],1627780,,,1610612744,41,33,2026-03-11T02:50:13Z,2530000,False,,,0,,SUB in: G. Payton II,[1627780],1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,,,,,,,,,,,,,,,,,,,,,,
255,PT06M57.00S,2026-03-11T02:50:04.3Z,2,REGULAR,substitution,in,[],1630208,,,1610612744,41,33,2026-03-11T02:50:13Z,2540000,False,,,0,,SUB in: N. Richards,[1630208],1610612741.0,CHI,,,,Richards,N. Richards,,,,,,,,,,,,,,,,,,,,,,,,,,
256,PT06M57.00S,2026-03-11T02:50:29.7Z,2,REGULAR,freethrow,1 of 1,[],1630311,,,1610612744,41,33,2026-03-11T02:50:32Z,2550000,False,,,0,,MISS P. Spencer Free Throw 1 of 1,[1630311],1610612744.0,GSW,,,,Spencer,P. Spencer,,,,,,,,,,,,Missed,,,,,,,,,,,,,,
257,PT06M55.00S,2026-03-11T02:50:31.7Z,2,REGULAR,rebound,defensive,[],1630208,,,1610612741,41,33,2026-03-11T02:50:32Z,2560000,False,,,0,,N. Richards REBOUND (Off:0 Def:2),[1630208],1610612741.0,CHI,,,,Richards,N. Richards,,,,,,,,,,,,,,,,,256.0,2.0,2.0,0.0,,,,,,
258,PT06M42.00S,2026-03-11T02:50:44.1Z,2,REGULAR,2pt,Jump Shot,[],1641824,91.32720105124835,67.91513480392157,1610612741,41,33,2026-03-11T02:50:53Z,2570000,False,90.0,29.0,1,right,MISS M. Buzelis 9' turnaround fadeaway Shot - blocked,"[1641824, 201143]",1610612741.0,CHI,turnaround fadeaway,,,Buzelis,M. Buzelis,,,,,Mid-Range,8-16 Right,,,,,,Missed,,9.42,Horford,201143.0,,,,,,,,,,
261,PT06M42.00S,2026-03-11T02:50:44.1Z,2,REGULAR,block,,[],201143,,,1610612741,41,33,2026-03-11T02:51:03Z,2575000,False,,,0,,A. Horford BLOCK (2 BLK),[201143],1610612744.0,GSW,,,,Horford,A. Horford,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
259,PT06M41.00S,2026-03-11T02:50:45.1Z,2,REGULAR,rebound,offensive,[],1630208,,,1610612741,41,33,2026-03-11T03:11:59Z,2580000,False,,,0,,N. Richards REBOUND (Off:1 Def:2),[1630208],1610612741.0,CHI,,,,Richards,N. Richards,,,,,Mid-Range,8-16 Right,,,,,,,,,,,258.0,3.0,2.0,1.0,,,,,,
262,PT06M33.00S,2026-03-11T02:51:10.6Z,2,REGULAR,turnover,shot clock,['team'],0,,,1610612741,41,33,2026-03-11T02:51:26Z,2600000,False,,,0,,CHI shot clock Team TURNOVER,[],1610612741.0,CHI,,,,,,,,,,Mid-Range,8-16 Left,202056.0,,,,,,,,,,,,,,,,,,,
263,PT06M33.00S,2026-03-11T02:51:15.1Z,2,REGULAR,substitution,out,[],1627824,,,1610612744,41,33,2026-03-11T02:51:18Z,2610000,False,,,0,,SUB out: G. Yabusele,[1627824],1610612741.0,CHI,,,,Yabusele,G. Yabusele,,,,,,,,,,,,,,,,,,,,,,,,,,
264,PT06M33.00S,2026-03-11T02:51:15.1Z,2,REGULAR,substitution,in,[],1631159,,,1610612744,41,33,2026-03-11T02:51:18Z,2620000,False,,,0,,SUB in: L. Miller,[1631159],1610612741.0,CHI,,,,Miller,L. Miller,,,,,,,,,,,,,,,,,,,,,,,,,,
265,PT06M16.00S,2026-03-11T02:51:42.9Z,2,REGULAR,2pt,Jump Shot,['fromturnover'],1630311,17.559132720105126,21.07843137254902,1610612744,41,33,2026-03-11T02:54:37Z,2630000,False,145.0,113.0,1,left,MISS P. Spencer 18' pullup Shot,[1630311],1610612744.0,GSW,pullup,,,Spencer,P. Spencer,,,,,Mid-Range,16-24 Right Center,,,,,,Missed,,18.33,,,,,,,,,,,,
267,PT06M12.00S,2026-03-11T02:51:46.0Z,2,REGULAR,rebound,defensive,[],1630208,,,1610612741,41,33,2026-03-11T02:51:46Z,2640000,False,,,0,,N. Richards REBOUND (Off:1 Def:3),[1630208],1610612741.0,CHI,,,,Richards,N. Richards,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,265.0,4.0,3.0,1.0,,,,,,
268,PT06M08.00S,2026-03-11T02:51:50.8Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1631159,90.75229960578186,42.8921568627451,1610612741,41,33,2026-03-11T02:51:54Z,2650000,False,-36.0,34.0,1,right,MISS L. Miller running Layup,[1631159],1610612741.0,CHI,running,,,Miller,L. Miller,,,,,In The Paint (Non-RA),0-8 Center,,,,,,Missed,,4.94,,,,,,,,,,,,
269,PT06M06.00S,2026-03-11T02:51:52.8Z,2,REGULAR,rebound,defensive,[],1630611,,,1610612744,41,33,2026-03-11T02:51:54Z,2660000,False,,,0,,G. Santos REBOUND (Off:0 Def:3),[1630611],1610612744.0,GSW,,,,Santos,G. Santos,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,268.0,3.0,3.0,0.0,,,,,,
272,PT06M01.00S,2026-03-11T02:52:02.3Z,2,REGULAR,foul,personal,['2freethrow'],1630208,,,1610612744,41,33,2026-03-11T02:53:26Z,2690000,False,,,0,,N. Richards shooting personal FOUL (1 PF) (Payton II 2 FT),"[1630208, 1627780]",1610612741.0,CHI,shooting,,,Richards,N. Richards,,,,,Restricted Area,0-8 Center,1627962.0,1.0,1.0,Payton II,1627780.0,,,,,,,,,,,,,,,
274,PT06M01.00S,2026-03-11T02:52:45.4Z,2,REGULAR,freethrow,1 of 2,[],1627780,,,1610612744,42,33,2026-03-11T02:52:45Z,2710000,False,,,0,,G. Payton II Free Throw 1 of 2 (1 PTS),[1627780],1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,,,,,,,,Made,1.0,,,,,,,,,,,,,
275,PT06M01.00S,2026-03-11T02:52:46.1Z,2,REGULAR,substitution,out,[],1642954,,,1610612744,42,33,2026-03-11T02:53:00Z,2720000,False,,,0,,SUB out: W. Richard,[1642954],1610612744.0,GSW,,,,Richard,W. Richard,,,,,,,,,,,,,,,,,,,,,,,,,,
276,PT06M01.00S,2026-03-11T02:52:46.1Z,2,REGULAR,substitution,out,[],1630611,,,1610612744,42,33,2026-03-11T02:53:00Z,2730000,False,,,0,,SUB out: G. Santos,[1630611],1610612744.0,GSW,,,,Santos,G. Santos,,,,,,,,,,,,,,,,,,,,,,,,,,
277,PT06M01.00S,2026-03-11T02:52:46.1Z,2,REGULAR,substitution,out,[],1642265,,,1610612744,42,33,2026-03-11T02:53:00Z,2740000,False,,,0,,SUB out: R. Dillingham,[1642265],1610612741.0,CHI,,,,Dillingham,R. Dillingham,,,,,,,,,,,,,,,,,,,,,,,,,,
278,PT06M01.00S,2026-03-11T02:52:46.1Z,2,REGULAR,substitution,in,[],1643018,,,1610612744,42,33,2026-03-11T02:53:00Z,2750000,False,,,0,,SUB in: L. Cryer,[1643018],1610612744.0,GSW,,,,Cryer,L. Cryer,,,,,,,,,,,,,,,,,,,,,,,,,,
279,PT06M01.00S,2026-03-11T02:52:46.1Z,2,REGULAR,substitution,in,[],1631466,,,1610612744,42,33,2026-03-11T02:53:00Z,2760000,False,,,0,,SUB in: N. Williams,[1631466],1610612744.0,GSW,,,,Williams,N. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
280,PT06M01.00S,2026-03-11T02:52:46.1Z,2,REGULAR,substitution,in,[],1630581,,,1610612744,42,33,2026-03-11T02:53:00Z,2770000,False,,,0,,SUB in: J. Giddey,[1630581],1610612741.0,CHI,,,,Giddey,J. Giddey,,,,,,,,,,,,,,,,,,,,,,,,,,
