actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,turnoverTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId
2,PT12M00.00S,2025-11-10T01:42:13.8Z,1,REGULAR,period,start,[],0,,,0,0,0,2025-11-10T01:42:13Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M58.00S,2025-11-10T01:42:15.6Z,1,REGULAR,jumpball,recovered,[],203110,,,1610612744,0,0,2025-11-10T01:42:15Z,40000,False,,,0,,Jump Ball Q. Post vs. I. Jackson: Tip to D. Green,"[203110, 1642366, 1630543]",1610612744.0,GSW,startperiod,D. Green,203110.0,Green,D. Green,Post,1642366.0,Jackson,1630543.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M49.00S,2025-11-10T01:42:24.4Z,1,REGULAR,3pt,Jump Shot,[],1642366,30.962549277266753,20.588235294117645,1610612744,0,0,2025-11-10T01:42:31Z,70000,False,147.0,239.0,1,left,MISS Q. Post 28' 3PT,[1642366],1610612744.0,GSW,,,,Post,Q. Post,,,,,Above the Break 3,24+ Right Center,28.02,Missed,,,,,,,,,,,,,,,,,,
8,PT11M45.00S,2025-11-10T01:42:27.6Z,1,REGULAR,rebound,offensive,[],1630228,,,1610612744,0,0,2025-11-10T01:42:27Z,80000,False,,,0,,J. Kuminga REBOUND (Off:1 Def:0),[1630228],1610612744.0,GSW,,,,Kuminga,J. Kuminga,,,,,Above the Break 3,24+ Right Center,,,7.0,1.0,0.0,1.0,,,,,,,,,,,,,,
9,PT11M41.00S,2025-11-10T01:42:31.6Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],203110,31.882391590013142,65.19607843137256,1610612744,0,0,2025-11-10T01:42:37Z,90000,False,-76.0,247.0,1,left,MISS D. Green 25' 3PT,[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,Above the Break 3,24+ Center,25.86,Missed,,,,,,,,,,,,,,,,,,
10,PT11M37.00S,2025-11-10T01:42:35.6Z,1,REGULAR,rebound,defensive,[],1630543,,,1610612754,0,0,2025-11-10T01:42:37Z,100000,False,,,0,,I. Jackson REBOUND (Off:0 Def:1),[1630543],1610612754.0,IND,,,,Jackson,I. Jackson,,,,,Above the Break 3,24+ Center,,,9.0,1.0,1.0,0.0,,,,,,,,,,,,,,
11,PT11M31.00S,2025-11-10T01:42:41.1Z,1,REGULAR,3pt,Jump Shot,[],1629614,71.43561103810775,22.794117647058822,1610612754,0,0,2025-11-10T01:42:47Z,110000,False,-136.0,216.0,1,right,MISS A. Nembhard 25' pullup 3PT,[1629614],1610612754.0,IND,pullup,,,Nembhard,A. Nembhard,,,,,Above the Break 3,24+ Left Center,25.52,Missed,,,,,,,,,,,,,,,,,,
12,PT11M28.00S,2025-11-10T01:42:44.1Z,1,REGULAR,rebound,defensive,[],1642366,,,1610612744,0,0,2025-11-10T01:42:47Z,120000,False,,,0,,Q. Post REBOUND (Off:0 Def:1),[1642366],1610612744.0,GSW,,,,Post,Q. Post,,,,,Above the Break 3,24+ Left Center,,,11.0,1.0,1.0,0.0,,,,,,,,,,,,,,
13,PT11M20.00S,2025-11-10T01:42:52.8Z,1,REGULAR,3pt,Jump Shot,[],1642366,32.802233902759525,36.27450980392157,1610612744,0,0,2025-11-10T01:42:59Z,130000,False,69.0,256.0,1,left,MISS Q. Post 26' 3PT - blocked,"[1642366, 1630643]",1610612744.0,GSW,,,,Post,Q. Post,,,,,Above the Break 3,24+ Center,26.48,Missed,,,,,Huff,1630643.0,,,,,,,,,,,,
14,PT11M20.00S,2025-11-10T01:42:52.8Z,1,REGULAR,block,,[],1630643,,,1610612744,0,0,2025-11-10T01:42:56Z,140000,False,,,0,,J. Huff BLOCK (1 BLK),[1630643],1610612754.0,IND,,,,Huff,J. Huff,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
15,PT11M15.00S,2025-11-10T01:42:57.8Z,1,REGULAR,rebound,defensive,[],1629614,,,1610612754,0,0,2025-11-10T01:42:59Z,150000,False,,,0,,A. Nembhard REBOUND (Off:0 Def:1),[1629614],1610612754.0,IND,,,,Nembhard,A. Nembhard,,,,,Above the Break 3,24+ Center,,,13.0,1.0,1.0,0.0,,,,,,,,,,,,,,
16,PT11M08.00S,2025-11-10T01:43:04.3Z,1,REGULAR,3pt,Jump Shot,[],1629614,88.51839684625493,95.34313725490196,1610612754,0,0,2025-11-10T01:43:08Z,160000,False,227.0,55.0,1,right,MISS A. Nembhard 3PT,[1629614],1610612754.0,IND,,,,Nembhard,A. Nembhard,,,,,Right Corner 3,24+ Right,23.34,Missed,,,,,,,,,,,,,,,,,,
17,PT11M05.00S,2025-11-10T01:43:07.3Z,1,REGULAR,rebound,defensive,[],1630228,,,1610612744,0,0,2025-11-10T01:43:08Z,170000,False,,,0,,J. Kuminga REBOUND (Off:1 Def:1),[1630228],1610612744.0,GSW,,,,Kuminga,J. Kuminga,,,,,Right Corner 3,24+ Right,,,16.0,2.0,1.0,1.0,,,,,,,,,,,,,,
18,PT10M55.00S,2025-11-10T01:43:17.8Z,1,REGULAR,3pt,Jump Shot,[],1642366,32.802233902759525,42.40196078431372,1610612744,3,0,2025-11-10T01:43:21Z,180000,False,38.0,256.0,1,left,Q. Post 25' 3PT  (3 PTS) (J. Butler III 1 AST),"[1642366, 202710]",1610612744.0,GSW,,,,Post,Q. Post,,,,,Above the Break 3,24+ Center,25.86,Made,,,,,,,3.0,J. Butler III,202710.0,1.0,,,,,,,,
20,PT10M36.00S,2025-11-10T01:43:36.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630543,88.64980289093299,48.28431372549019,1610612754,3,2,2025-11-10T01:43:54Z,200000,False,-9.0,54.0,1,right,I. Jackson alley-oop Layup (2 PTS) (A. Nembhard 1 AST),"[1630543, 1629614]",1610612754.0,IND,alley-oop,,,Jackson,I. Jackson,,,,,In The Paint (Non-RA),0-8 Center,5.49,Made,,,,,,,2.0,A. Nembhard,1629614.0,1.0,,,,,,,,
22,PT10M19.00S,2025-11-10T01:43:53.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1642366,8.229303547963205,44.36274509803921,1610612744,3,2,2025-11-10T02:53:38Z,220000,False,28.0,25.0,1,left,MISS Q. Post floating Shot,[1642366],1610612744.0,GSW,floating,,,Post,Q. Post,,,,,Restricted Area,0-8 Center,3.76,Missed,,,,,,,,,,,,,,,,,,
23,PT10M17.00S,2025-11-10T01:43:57.8Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612744,3,2,2025-11-10T01:43:57Z,230000,False,,,0,,TEAM offensive REBOUND,[],1610612744.0,GSW,,,,,,,,,,Restricted Area,0-8 Center,,,22.0,,,,,,,,,,,,,,,,,
25,PT10M10.00S,2025-11-10T01:44:23.5Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],203110,5.075558475689881,96.56862745098039,1610612744,6,2,2025-11-10T01:44:27Z,250000,False,-233.0,-5.0,1,left,D. Green 3PT  (3 PTS) (Q. Post 1 AST),"[203110, 1642366]",1610612744.0,GSW,,,,Green,D. Green,,,,,Left Corner 3,24+ Left,23.28,Made,,,,,,,3.0,Q. Post,1642366.0,1.0,,,,,,,,
27,PT09M54.00S,2025-11-10T01:44:41.5Z,1,REGULAR,turnover,traveling,[],1641716,,,1610612754,6,2,2025-11-10T01:44:46Z,270000,False,,,0,,J. Walker traveling TURNOVER (1 TO),[1641716],1610612754.0,IND,,,,Walker,J. Walker,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,2004.0,1.0,,,,,,
28,PT09M39.00S,2025-11-10T01:45:09.5Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",202710,14.668199737187912,58.08823529411765,1610612744,8,2,2025-11-10T01:45:14Z,280000,False,-40.0,85.0,1,left,J. Butler III 9' fadeaway Jump Shot (2 PTS),[202710],1610612744.0,GSW,fadeaway,,,Butler III,J. Butler III,,,,,In The Paint (Non-RA),8-16 Center,9.45,Made,,,,,,,2.0,,,,,,,,,,,
29,PT09M27.00S,2025-11-10T01:45:22.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629614,83.52496714848883,50.245098039215684,1610612754,8,4,2025-11-10T01:45:29Z,290000,False,1.0,102.0,1,right,A. Nembhard 10' fadeaway Jump Shot (2 PTS),[1629614],1610612754.0,IND,fadeaway,,,Nembhard,A. Nembhard,,,,,In The Paint (Non-RA),8-16 Center,10.24,Made,,,,,,,2.0,,,,,,,,,,,
30,PT09M10.00S,2025-11-10T01:45:39.5Z,1,REGULAR,foul,personal,['2freethrow'],1630643,,,1610612744,8,4,2025-11-10T01:45:50Z,300000,False,,,0,,J. Huff shooting personal FOUL (1 PF) (Kuminga 2 FT),"[1630643, 1630228]",1610612754.0,IND,shooting,,,Huff,J. Huff,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,2004.0,,1.0,0.0,Kuminga,1630228.0,,
32,PT09M10.00S,2025-11-10T01:46:08.5Z,1,REGULAR,freethrow,1 of 2,[],1630228,,,1610612744,8,4,2025-11-10T01:46:29Z,320000,False,,,0,,MISS J. Kuminga Free Throw 1 of 2,[1630228],1610612744.0,GSW,,,,Kuminga,J. Kuminga,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
33,PT09M10.00S,2025-11-10T01:46:08.5Z,1,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612744,8,4,2025-11-10T01:46:29Z,330000,False,,,0,,TEAM offensive REBOUND,[],1610612744.0,GSW,,,,,,,,,,,,,,32.0,,,,,,,,,,,,,,,,,
34,PT09M10.00S,2025-11-10T01:46:08.5Z,1,REGULAR,freethrow,2 of 2,[],1630228,,,1610612744,8,4,2025-11-10T01:46:29Z,340000,False,,,0,,MISS J. Kuminga Free Throw 2 of 2,[1630228],1610612744.0,GSW,,,,Kuminga,J. Kuminga,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
