actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal
190,PT00M36.50S,2026-01-20T03:40:46.2Z,1,REGULAR,steal,,[],202710,,,1610612744,31,32,2026-01-20T03:40:48Z,1870000,False,,,0,,J. Butler III STEAL (2 STL),[202710],1610612744.0,GSW,,,,Butler III,J. Butler III,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
191,PT00M33.90S,2026-01-20T03:40:49.6Z,1,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint', 'fromturnover']",202710,93.38042049934296,50.98039215686274,1610612744,33,32,2026-01-20T03:41:48Z,1880000,False,5.0,10.0,1,right,J. Butler III running DUNK (13 PTS) (M. Moody 1 AST),"[202710, 1630541]",1610612744.0,GSW,running,,,Butler III,J. Butler III,,,,,Restricted Area,0-8 Center,1.09,Made,,,,,,,,,,,,,,,13.0,M. Moody,1630541.0,1.0
258,PT00M29.00S,2026-01-20T03:40:57.0Z,1,REGULAR,turnover,lost ball,[],1631170,,,1610612748,33,32,2026-01-20T03:53:40Z,1905000,False,,,0,,J. Jaquez Jr. lost ball TURNOVER (2 TO),"[1631170, 1630541]",1610612748.0,MIA,,,,Jaquez Jr.,J. Jaquez Jr.,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,2.0,Moody,1630541.0,,,,,,
259,PT00M29.00S,2026-01-20T03:40:57.0Z,1,REGULAR,steal,,[],1630541,,,1610612744,33,32,2026-01-20T03:53:40Z,1912500,False,,,0,,M. Moody STEAL (2 STL),[1630541],1610612744.0,GSW,,,,Moody,M. Moody,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
195,PT00M23.00S,2026-01-20T03:41:04.5Z,1,REGULAR,3pt,Jump Shot,"['fastbreak', 'fromturnover']",1630541,71.43561103810775,20.833333333333336,1610612744,36,32,2026-01-20T03:53:40Z,1920000,False,-146.0,216.0,1,right,M. Moody 26' 3PT running (3 PTS) (W. Richard 3 AST),"[1630541, 1642954]",1610612744.0,GSW,running,,,Moody,M. Moody,,,,,Above the Break 3,24+ Left Center,26.06,Made,,,,,,,,,,,,,,,3.0,W. Richard,1642954.0,3.0
197,PT00M06.10S,2026-01-20T03:41:28.6Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",201143,,,1610612748,36,32,2026-01-20T03:41:35Z,1940000,False,,,0,,A. Horford personal FOUL (1 PF) (Powell 2 FT),"[201143, 1626181]",1610612744.0,GSW,,,,Horford,A. Horford,,,,,Above the Break 3,24+ Left Center,,,,,,,2003.0,1.0,0.0,Powell,1626181.0,,,,,,,,,
199,PT00M06.10S,2026-01-20T03:42:01.1Z,1,REGULAR,freethrow,1 of 2,[],1626181,,,1610612748,36,33,2026-01-20T03:42:01Z,1960000,False,,,0,,N. Powell Free Throw 1 of 2 (5 PTS),[1626181],1610612748.0,MIA,,,,Powell,N. Powell,,,,,,,,Made,,,,,,,,,,,,,,,5.0,,,
200,PT00M06.10S,2026-01-20T03:42:03.0Z,1,REGULAR,substitution,out,[],1630311,,,1610612748,36,33,2026-01-20T03:42:05Z,1970000,False,,,0,,SUB out: P. Spencer,[1630311],1610612744.0,GSW,,,,Spencer,P. Spencer,,,,,,,,,,,,,,,,,,,,,,,,,,
201,PT00M06.10S,2026-01-20T03:42:03.0Z,1,REGULAR,substitution,in,[],201939,,,1610612748,36,33,2026-01-20T03:42:05Z,1980000,False,,,0,,SUB in: S. Curry,[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,,,,,,,,,,,,,,,,,,,,
202,PT00M06.10S,2026-01-20T03:42:14.3Z,1,REGULAR,substitution,out,[],1631323,,,1610612748,36,33,2026-01-20T03:42:26Z,1990000,False,,,0,,SUB out: S. Fontecchio,[1631323],1610612748.0,MIA,,,,Fontecchio,S. Fontecchio,,,,,,,,,,,,,,,,,,,,,,,,,,
203,PT00M06.10S,2026-01-20T03:42:14.3Z,1,REGULAR,substitution,out,[],1642857,,,1610612748,36,33,2026-01-20T03:42:26Z,2000000,False,,,0,,SUB out: K. Jakučionis,[1642857],1610612748.0,MIA,,,,Jakučionis,K. Jakučionis,,,,,,,,,,,,,,,,,,,,,,,,,,
204,PT00M06.10S,2026-01-20T03:42:14.3Z,1,REGULAR,substitution,in,[],1630696,,,1610612748,36,33,2026-01-20T03:42:26Z,2010000,False,,,0,,SUB in: D. Smith,[1630696],1610612748.0,MIA,,,,Smith,D. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,
205,PT00M06.10S,2026-01-20T03:42:14.3Z,1,REGULAR,substitution,in,[],1641796,,,1610612748,36,33,2026-01-20T03:42:26Z,2020000,False,,,0,,SUB in: P. Larsson,[1641796],1610612748.0,MIA,,,,Larsson,P. Larsson,,,,,,,,,,,,,,,,,,,,,,,,,,
206,PT00M06.10S,2026-01-20T03:42:38.9Z,1,REGULAR,freethrow,2 of 2,[],1626181,,,1610612748,36,34,2026-01-20T03:42:38Z,2030000,False,,,0,,N. Powell Free Throw 2 of 2 (6 PTS),[1626181],1610612748.0,MIA,,,,Powell,N. Powell,,,,,,,,Made,,,,,,,,,,,,,,,6.0,,,
207,PT00M00.40S,2026-01-20T03:42:55.0Z,1,REGULAR,2pt,Jump Shot,[],202710,72.09264126149803,49.754901960784316,1610612744,36,34,2026-01-20T04:14:00Z,2040000,False,-1.0,210.0,1,right,MISS J. Butler III 20' pullup Shot,[202710],1610612744.0,GSW,pullup,,,Butler III,J. Butler III,,,,,Mid-Range,16-24 Center,20.98,Missed,,,,,,,,,,,,,,,,,,
208,PT00M00.10S,2026-01-20T03:42:55.3Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612744,36,34,2026-01-20T04:14:00Z,2050000,False,,,0,,TEAM offensive REBOUND,[],1610612744.0,GSW,,,,,,,,,,Mid-Range,16-24 Center,,,207.0,,,,,,,,,,,,,,,,,
209,PT00M00.00S,2026-01-20T03:42:58.6Z,1,REGULAR,period,end,[],0,,,1610612744,36,34,2026-01-20T03:42:58Z,2060000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210,PT12M00.00S,2026-01-20T03:44:51.6Z,2,REGULAR,substitution,out,['startperiod'],1642954,,,1610612744,36,34,2026-01-20T03:45:30Z,2070000,False,,,0,,SUB out: W. Richard,[1642954],1610612744.0,GSW,,,,Richard,W. Richard,,,,,,,,,,,,,,,,,,,,,,,,,,
211,PT12M00.00S,2026-01-20T03:44:51.6Z,2,REGULAR,substitution,out,['startperiod'],202710,,,1610612744,36,34,2026-01-20T03:45:30Z,2080000,False,,,0,,SUB out: J. Butler III,[202710],1610612744.0,GSW,,,,Butler III,J. Butler III,,,,,,,,,,,,,,,,,,,,,,,,,,
212,PT12M00.00S,2026-01-20T03:44:51.6Z,2,REGULAR,substitution,out,['startperiod'],201143,,,1610612744,36,34,2026-01-20T03:45:30Z,2090000,False,,,0,,SUB out: A. Horford,[201143],1610612744.0,GSW,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,,,,,,,,
213,PT12M00.00S,2026-01-20T03:44:51.6Z,2,REGULAR,substitution,out,['startperiod'],1630696,,,1610612744,36,34,2026-01-20T03:45:30Z,2100000,False,,,0,,SUB out: D. Smith,[1630696],1610612748.0,MIA,,,,Smith,D. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,
214,PT12M00.00S,2026-01-20T03:44:51.6Z,2,REGULAR,substitution,in,['startperiod'],1642366,,,1610612744,36,34,2026-01-20T03:45:30Z,2110000,False,,,0,,SUB in: Q. Post,[1642366],1610612744.0,GSW,,,,Post,Q. Post,,,,,,,,,,,,,,,,,,,,,,,,,,
215,PT12M00.00S,2026-01-20T03:44:51.6Z,2,REGULAR,substitution,in,['startperiod'],1641764,,,1610612744,36,34,2026-01-20T03:45:30Z,2120000,False,,,0,,SUB in: B. Podziemski,[1641764],1610612744.0,GSW,,,,Podziemski,B. Podziemski,,,,,,,,,,,,,,,,,,,,,,,,,,
216,PT12M00.00S,2026-01-20T03:44:51.6Z,2,REGULAR,substitution,in,['startperiod'],1627780,,,1610612744,36,34,2026-01-20T03:45:30Z,2130000,False,,,0,,SUB in: G. Payton II,[1627780],1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,,,,,,,,,,,,,,,,,,,,,,
217,PT12M00.00S,2026-01-20T03:44:51.6Z,2,REGULAR,substitution,in,['startperiod'],1642857,,,1610612744,36,34,2026-01-20T03:45:30Z,2140000,False,,,0,,SUB in: K. Jakučionis,[1642857],1610612748.0,MIA,,,,Jakučionis,K. Jakučionis,,,,,,,,,,,,,,,,,,,,,,,,,,
218,PT12M00.00S,2026-01-20T03:45:41.2Z,2,REGULAR,period,start,[],0,,,1610612748,36,34,2026-01-20T03:45:41Z,2150000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
220,PT11M43.00S,2026-01-20T03:45:58.2Z,2,REGULAR,3pt,Jump Shot,[],1631170,5.995400788436268,5.392156862745098,1610612748,36,37,2026-01-20T03:46:05Z,2160000,False,223.0,4.0,1,left,J. Jaquez Jr. 3PT  (5 PTS) (K. Ware 1 AST),"[1631170, 1642276]",1610612748.0,MIA,,,,Jaquez Jr.,J. Jaquez Jr.,,,,,Right Corner 3,24+ Right,22.3,Made,,,,,,,,,,,,,,,5.0,K. Ware,1642276.0,1.0
222,PT11M33.00S,2026-01-20T03:46:07.7Z,2,REGULAR,foul,personal,['3freethrow'],1626181,,,1610612744,36,37,2026-01-20T03:47:52Z,2180000,False,,,0,,N. Powell shooting personal FOUL (2 PF) (Moody 3 FT),"[1626181, 1630541]",1610612748.0,MIA,shooting,,,Powell,N. Powell,,,,,Right Corner 3,24+ Right,,,,,,,1628171.0,2.0,0.0,Moody,1630541.0,,,,,,,,,
224,PT11M33.00S,2026-01-20T03:46:37.5Z,2,REGULAR,freethrow,1 of 3,[],1630541,,,1610612744,36,37,2026-01-20T03:47:57Z,2200000,False,,,0,,MISS M. Moody Free Throw 1 of 3,[1630541],1610612744.0,GSW,,,,Moody,M. Moody,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
225,PT11M33.00S,2026-01-20T03:46:37.5Z,2,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612744,36,37,2026-01-20T03:47:57Z,2210000,False,,,0,,TEAM offensive REBOUND,[],1610612744.0,GSW,,,,,,,,,,,,,,224.0,,,,,,,,,,,,,,,,,
226,PT11M33.00S,2026-01-20T03:46:37.5Z,2,REGULAR,freethrow,2 of 3,[],1630541,,,1610612744,37,37,2026-01-20T03:47:57Z,2220000,False,,,0,,M. Moody Free Throw 2 of 3 (4 PTS),[1630541],1610612744.0,GSW,,,,Moody,M. Moody,,,,,,,,Made,,,,,,,,,,,,,,,4.0,,,
227,PT11M33.00S,2026-01-20T03:46:37.5Z,2,REGULAR,freethrow,3 of 3,[],1630541,,,1610612744,38,37,2026-01-20T03:47:57Z,2230000,False,,,0,,M. Moody Free Throw 3 of 3 (5 PTS),[1630541],1610612744.0,GSW,,,,Moody,M. Moody,,,,,,,,Made,,,,,,,,,,,,,,,5.0,,,
228,PT11M19.00S,2026-01-20T03:47:19.4Z,2,REGULAR,3pt,Jump Shot,[],1626181,17.296320630749015,2.941176470588235,1610612748,38,40,2026-01-20T03:47:25Z,2240000,False,235.0,110.0,1,left,N. Powell 25' 3PT  (9 PTS) (P. Larsson 1 AST),"[1626181, 1641796]",1610612748.0,MIA,,,,Powell,N. Powell,,,,,Above the Break 3,24+ Right Center,25.98,Made,,,,,,,,,,,,,,,9.0,P. Larsson,1641796.0,1.0
230,PT11M04.00S,2026-01-20T03:47:33.7Z,2,REGULAR,3pt,Jump Shot,[],1642366,66.5735873850197,45.09803921568628,1610612744,41,40,2026-01-20T03:47:37Z,2260000,False,-25.0,262.0,1,right,Q. Post 26' 3PT  (6 PTS) (S. Curry 5 AST),"[1642366, 201939]",1610612744.0,GSW,,,,Post,Q. Post,,,,,Above the Break 3,24+ Center,26.28,Made,,,,,,,,,,,,,,,6.0,S. Curry,201939.0,5.0
232,PT10M56.00S,2026-01-20T03:47:44.2Z,2,REGULAR,turnover,out-of-bounds,[],1642857,,,1610612748,41,40,2026-01-20T03:47:49Z,2280000,False,,,0,,K. Jakučionis bad pass out-of-bounds TURNOVER (1 TO),[1642857],1610612748.0,MIA,bad pass,,,Jakučionis,K. Jakučionis,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,1628171.0,,,,,1.0,,,,,,,,
233,PT10M43.00S,2026-01-20T03:47:59.0Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1627780,93.64323258869908,47.549019607843135,1610612744,43,40,2026-01-20T03:48:03Z,2290000,False,-12.0,7.0,1,right,G. Payton II alley-oop DUNK (4 PTS) (Q. Post 2 AST),"[1627780, 1642366]",1610612744.0,GSW,alley-oop,,,Payton II,G. Payton II,,,,,Restricted Area,0-8 Center,1.43,Made,,,,,,,,,,,,,,,4.0,Q. Post,1642366.0,2.0
235,PT10M43.00S,2026-01-20T03:48:04.1Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612748,43,40,2026-01-20T03:48:04Z,2310000,False,,,0,,MIA Timeout,[],1610612748.0,MIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
236,PT10M43.00S,2026-01-20T03:51:00.1Z,2,REGULAR,substitution,out,[],1642857,,,1610612748,43,40,2026-01-20T03:51:14Z,2320000,False,,,0,,SUB out: K. Jakučionis,[1642857],1610612748.0,MIA,,,,Jakučionis,K. Jakučionis,,,,,,,,,,,,,,,,,,,,,,,,,,
237,PT10M43.00S,2026-01-20T03:51:00.1Z,2,REGULAR,substitution,in,[],1630696,,,1610612748,43,40,2026-01-20T03:51:14Z,2330000,False,,,0,,SUB in: D. Smith,[1630696],1610612748.0,MIA,,,,Smith,D. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,
238,PT10M30.00S,2026-01-20T03:51:18.0Z,2,REGULAR,3pt,Jump Shot,[],1630696,8.09789750328515,4.166666666666666,1610612748,43,43,2026-01-20T03:51:25Z,2340000,False,229.0,24.0,1,left,D. Smith 3PT  (3 PTS) (P. Larsson 2 AST),"[1630696, 1641796]",1610612748.0,MIA,,,,Smith,D. Smith,,,,,Right Corner 3,24+ Right,23.04,Made,,,,,,,,,,,,,,,3.0,P. Larsson,1641796.0,2.0
240,PT10M10.00S,2026-01-20T03:51:38.0Z,2,REGULAR,3pt,Jump Shot,[],1641764,68.01905387647832,60.78431372549019,1610612744,43,43,2026-01-20T03:51:41Z,2360000,False,54.0,248.0,1,right,MISS B. Podziemski 25' 3PT,[1641764],1610612744.0,GSW,,,,Podziemski,B. Podziemski,,,,,Above the Break 3,24+ Center,25.39,Missed,,,,,,,,,,,,,,,,,,
241,PT10M07.00S,2026-01-20T03:51:41.0Z,2,REGULAR,rebound,defensive,[],1626181,,,1610612748,43,43,2026-01-20T03:51:41Z,2370000,False,,,0,,N. Powell REBOUND (Off:0 Def:2),[1626181],1610612748.0,MIA,,,,Powell,N. Powell,,,,,Above the Break 3,24+ Center,,,240.0,2.0,2.0,0.0,,,,,,,,,,,,,,
242,PT09M56.00S,2026-01-20T03:51:52.2Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1642276,5.124835742444152,34.81924019607843,1610612748,43,43,2026-01-20T03:54:21Z,2380000,False,76.0,-4.0,1,left,MISS K. Ware 7' floating Shot,[1642276],1610612748.0,MIA,floating,,,Ware,K. Ware,,,,,In The Paint (Non-RA),0-8 Center,7.6,Missed,,,,,,,,,,,,,,,,,,
243,PT09M53.00S,2026-01-20T03:51:55.2Z,2,REGULAR,rebound,defensive,[],1642366,,,1610612744,43,43,2026-01-20T03:51:56Z,2390000,False,,,0,,Q. Post REBOUND (Off:1 Def:4),[1642366],1610612744.0,GSW,,,,Post,Q. Post,,,,,In The Paint (Non-RA),0-8 Center,,,242.0,5.0,4.0,1.0,,,,,,,,,,,,,,
244,PT09M34.00S,2026-01-20T03:52:17.8Z,2,REGULAR,foul,offensive,[],1641764,,,1610612744,43,43,2026-01-20T03:52:23Z,2400000,False,,,0,,B. Podziemski charge offensive FOUL (1 PF),"[1641764, 1630696]",1610612744.0,GSW,charge,,,Podziemski,B. Podziemski,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,2003.0,1.0,0.0,Smith,1630696.0,,,,,,,,,
246,PT09M34.00S,2026-01-20T03:52:17.8Z,2,REGULAR,turnover,offensive foul,[],1641764,,,1610612744,43,43,2026-01-20T03:52:17Z,2420000,False,,,0,,B. Podziemski offensive foul TURNOVER (2 TO),[1641764],1610612744.0,GSW,,,,Podziemski,B. Podziemski,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,2003.0,,,,,2.0,,,,,,,,
247,PT09M20.00S,2026-01-20T03:52:43.8Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1642276,6.915243101182654,44.6078431372549,1610612748,43,45,2026-01-20T03:52:48Z,2430000,False,27.0,13.0,1,left,K. Ware alley-oop DUNK (6 PTS) (P. Larsson 3 AST),"[1642276, 1641796]",1610612748.0,MIA,alley-oop,,,Ware,K. Ware,,,,,Restricted Area,0-8 Center,2.98,Made,,,,,,,,,,,,,,,6.0,P. Larsson,1641796.0,3.0
249,PT09M04.00S,2026-01-20T03:53:00.2Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1641764,82.60512483574244,50.0,1610612744,45,45,2026-01-20T03:53:04Z,2450000,False,0.0,111.0,1,right,B. Podziemski 11' driving floating Jump Shot (5 PTS),[1641764],1610612744.0,GSW,driving floating,,,Podziemski,B. Podziemski,,,,,In The Paint (Non-RA),8-16 Center,11.1,Made,,,,,,,,,,,,,,,5.0,,,
250,PT08M50.00S,2026-01-20T03:53:13.8Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626181,12.171484888304862,47.30392156862745,1610612748,45,45,2026-01-20T03:53:17Z,2460000,False,13.0,62.0,1,left,MISS N. Powell 6' driving floating Shot,[1626181],1610612748.0,MIA,driving floating,,,Powell,N. Powell,,,,,In The Paint (Non-RA),0-8 Center,6.34,Missed,,,,,,,,,,,,,,,,,,
251,PT08M48.00S,2026-01-20T03:53:15.8Z,2,REGULAR,rebound,defensive,[],1642366,,,1610612744,45,45,2026-01-20T03:53:17Z,2470000,False,,,0,,Q. Post REBOUND (Off:1 Def:5),[1642366],1610612744.0,GSW,,,,Post,Q. Post,,,,,In The Paint (Non-RA),0-8 Center,,,250.0,6.0,5.0,1.0,,,,,,,,,,,,,,
252,PT08M43.00S,2026-01-20T03:53:20.7Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1630541,75.3777923784494,12.009803921568627,1610612744,45,45,2026-01-20T03:53:26Z,2480000,False,-190.0,179.0,1,right,MISS M. Moody 26' running 3PT,[1630541],1610612744.0,GSW,running,,,Moody,M. Moody,,,,,Above the Break 3,24+ Left Center,26.1,Missed,,,,,,,,,,,,,,,,,,
253,PT08M40.00S,2026-01-20T03:53:23.9Z,2,REGULAR,rebound,offensive,[],1642366,,,1610612744,45,45,2026-01-20T03:53:23Z,2490000,False,,,0,,Q. Post REBOUND (Off:2 Def:5),[1642366],1610612744.0,GSW,,,,Post,Q. Post,,,,,Above the Break 3,24+ Left Center,,,252.0,7.0,5.0,2.0,,,,,,,,,,,,,,
254,PT08M36.00S,2026-01-20T03:53:27.5Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1641764,66.70499342969777,44.36274509803921,1610612744,45,45,2026-01-20T03:53:31Z,2500000,False,-28.0,260.0,1,right,MISS B. Podziemski 26' 3PT,[1641764],1610612744.0,GSW,,,,Podziemski,B. Podziemski,,,,,Above the Break 3,24+ Center,26.2,Missed,,,,,,,,,,,,,,,,,,
255,PT08M33.00S,2026-01-20T03:53:30.5Z,2,REGULAR,rebound,offensive,[],1627780,,,1610612744,45,45,2026-01-20T03:53:31Z,2510000,False,,,0,,G. Payton II REBOUND (Off:1 Def:1),[1627780],1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,Above the Break 3,24+ Center,,,254.0,2.0,1.0,1.0,,,,,,,,,,,,,,
256,PT08M33.00S,2026-01-20T03:53:31.6Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],201939,69.99014454664915,75.73529411764706,1610612744,45,45,2026-01-20T03:56:32Z,2520000,False,129.0,230.0,1,right,MISS S. Curry 26' 3PT,[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,Above the Break 3,24+ Right Center,26.32,Missed,,,,,,,,,,,,,,,,,,
257,PT08M32.00S,2026-01-20T03:53:32.6Z,2,REGULAR,rebound,defensive,[],1642276,,,1610612748,45,45,2026-01-20T03:56:32Z,2530000,False,,,0,,K. Ware REBOUND (Off:0 Def:1),[1642276],1610612748.0,MIA,,,,Ware,K. Ware,,,,,Above the Break 3,24+ Right Center,,,256.0,1.0,1.0,0.0,,,,,,,,,,,,,,
260,PT08M24.00S,2026-01-20T03:53:42.8Z,2,REGULAR,foul,personal,['2freethrow'],1642366,,,1610612748,45,45,2026-01-20T03:53:49Z,2540000,False,,,0,,Q. Post shooting personal FOUL (3 PF) (Powell 2 FT),"[1642366, 1626181]",1610612744.0,GSW,shooting,,,Post,Q. Post,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,2003.0,3.0,0.0,Powell,1626181.0,,,,,,,,,
262,PT08M24.00S,2026-01-20T03:54:24.4Z,2,REGULAR,freethrow,1 of 2,[],1626181,,,1610612748,45,46,2026-01-20T03:54:24Z,2560000,False,,,0,,N. Powell Free Throw 1 of 2 (10 PTS),[1626181],1610612748.0,MIA,,,,Powell,N. Powell,,,,,,,,Made,,,,,,,,,,,,,,,10.0,,,
263,PT08M24.00S,2026-01-20T03:54:25.1Z,2,REGULAR,substitution,out,[],1627780,,,1610612748,45,46,2026-01-20T03:54:50Z,2570000,False,,,0,,SUB out: G. Payton II,[1627780],1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,,,,,,,,,,,,,,,,,,,,,,
264,PT08M24.00S,2026-01-20T03:54:25.1Z,2,REGULAR,substitution,out,[],1642366,,,1610612748,45,46,2026-01-20T03:54:50Z,2580000,False,,,0,,SUB out: Q. Post,[1642366],1610612744.0,GSW,,,,Post,Q. Post,,,,,,,,,,,,,,,,,,,,,,,,,,
265,PT08M24.00S,2026-01-20T03:54:25.1Z,2,REGULAR,substitution,out,[],201939,,,1610612748,45,46,2026-01-20T03:54:50Z,2590000,False,,,0,,SUB out: S. Curry,[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,,,,,,,,,,,,,,,,,,,,
266,PT08M24.00S,2026-01-20T03:54:25.1Z,2,REGULAR,substitution,out,[],1631170,,,1610612748,45,46,2026-01-20T03:54:50Z,2600000,False,,,0,,SUB out: J. Jaquez Jr.,[1631170],1610612748.0,MIA,,,,Jaquez Jr.,J. Jaquez Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
267,PT08M24.00S,2026-01-20T03:54:25.1Z,2,REGULAR,substitution,in,[],202710,,,1610612748,45,46,2026-01-20T03:54:50Z,2610000,False,,,0,,SUB in: J. Butler III,[202710],1610612744.0,GSW,,,,Butler III,J. Butler III,,,,,,,,,,,,,,,,,,,,,,,,,,
268,PT08M24.00S,2026-01-20T03:54:25.1Z,2,REGULAR,substitution,in,[],201143,,,1610612748,45,46,2026-01-20T03:54:50Z,2620000,False,,,0,,SUB in: A. Horford,[201143],1610612744.0,GSW,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,,,,,,,,
269,PT08M24.00S,2026-01-20T03:54:25.1Z,2,REGULAR,substitution,in,[],1630311,,,1610612748,45,46,2026-01-20T03:54:50Z,2630000,False,,,0,,SUB in: P. Spencer,[1630311],1610612744.0,GSW,,,,Spencer,P. Spencer,,,,,,,,,,,,,,,,,,,,,,,,,,
270,PT08M24.00S,2026-01-20T03:54:25.1Z,2,REGULAR,substitution,in,[],203952,,,1610612748,45,46,2026-01-20T03:54:50Z,2640000,False,,,0,,SUB in: A. Wiggins,[203952],1610612748.0,MIA,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,,,,,,,,,,
271,PT08M24.00S,2026-01-20T03:54:52.0Z,2,REGULAR,freethrow,2 of 2,[],1626181,,,1610612748,45,47,2026-01-20T03:54:52Z,2650000,False,,,0,,N. Powell Free Throw 2 of 2 (11 PTS),[1626181],1610612748.0,MIA,,,,Powell,N. Powell,,,,,,,,Made,,,,,,,,,,,,,,,11.0,,,
272,PT08M18.00S,2026-01-20T03:55:02.7Z,2,REGULAR,3pt,Jump Shot,[],201143,88.91261498028909,5.147058823529411,1610612744,45,47,2026-01-20T03:57:47Z,2660000,False,-224.0,52.0,1,right,MISS A. Horford 3PT,[201143],1610612744.0,GSW,,,,Horford,A. Horford,,,,,Left Corner 3,24+ Left,23.02,Missed,,,,,,,,,,,,,,,,,,
273,PT08M14.00S,2026-01-20T03:55:06.7Z,2,REGULAR,rebound,offensive,[],1630541,,,1610612744,45,47,2026-01-20T03:55:10Z,2670000,False,,,0,,M. Moody REBOUND (Off:1 Def:1),[1630541],1610612744.0,GSW,,,,Moody,M. Moody,,,,,Left Corner 3,24+ Left,,,272.0,2.0,1.0,1.0,,,,,,,,,,,,,,
274,PT08M14.00S,2026-01-20T03:55:06.6Z,2,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1630541,94.40999984741211,50.0,1610612744,47,47,2026-01-20T03:55:13Z,2680000,False,0.0,0.0,1,right,M. Moody tip Layup (7 PTS),[1630541],1610612744.0,GSW,tip,,,Moody,M. Moody,,,,,Restricted Area,0-8 Center,0.0,Made,,,,,,,,,,,,,,,7.0,,,
275,PT08M03.00S,2026-01-20T03:55:19.5Z,2,REGULAR,turnover,lost ball,[],1642276,,,1610612748,47,47,2026-01-20T03:57:12Z,2690000,False,,,0,,K. Ware lost ball TURNOVER (1 TO),"[1642276, 1641764]",1610612748.0,MIA,,,,Ware,K. Ware,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,1.0,Podziemski,1641764.0,,,,,,
276,PT08M03.00S,2026-01-20T03:55:19.5Z,2,REGULAR,steal,,[],1641764,,,1610612744,47,47,2026-01-20T03:58:36Z,2700000,False,,,0,,B. Podziemski STEAL (1 STL),[1641764],1610612744.0,GSW,,,,Podziemski,B. Podziemski,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
277,PT07M59.00S,2026-01-20T03:55:25.7Z,2,REGULAR,2pt,Jump Shot,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1641764,85.10183968462549,48.28431372549019,1610612744,49,47,2026-01-20T03:57:19Z,2710000,False,-9.0,88.0,1,right,B. Podziemski 8' running pullup Jump Shot (7 PTS) (P. Spencer 1 AST),"[1641764, 1630311]",1610612744.0,GSW,running pullup,,,Podziemski,B. Podziemski,,,,,In The Paint (Non-RA),8-16 Center,8.79,Made,,,,,,,,,,,,,,,7.0,P. Spencer,1630311.0,1.0
