actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,turnoverTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2026-01-08T03:11:01.4Z,1,REGULAR,period,start,[],0,,,0,0,0,2026-01-08T03:11:01Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M56.00S,2026-01-08T03:11:03.9Z,1,REGULAR,jumpball,recovered,[],203507,,,1610612749,0,0,2026-01-08T03:11:03Z,40000,False,,,0,,Jump Ball M. Turner vs. Q. Post: Tip to G. Antetokounmpo,"[203507, 1626167, 1642366]",1610612749.0,MIL,startperiod,G. Antetokounmpo,203507.0,Antetokounmpo,G. Antetokounmpo,Turner,1626167.0,Post,1642366.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M42.00S,2026-01-08T03:11:18.4Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],203507,6.389618922470433,49.01960784313725,1610612749,0,2,2026-01-08T03:11:23Z,70000,False,5.0,8.0,1,left,G. Antetokounmpo cutting DUNK (2 PTS) (K. Porter Jr. 1 AST),"[203507, 1629645]",1610612749.0,MIL,cutting,,,Antetokounmpo,G. Antetokounmpo,,,,,Restricted Area,0-8 Center,0.9,Made,2.0,K. Porter Jr.,1629645.0,1.0,,,,,,,,,,,,,,
9,PT11M20.00S,2026-01-08T03:11:39.5Z,1,REGULAR,3pt,Jump Shot,[],1630541,76.95466491458606,9.558823529411764,1610612744,3,2,2026-01-08T03:11:48Z,90000,False,-202.0,164.0,1,right,M. Moody 26' 3PT  (3 PTS) (J. Butler III 1 AST),"[1630541, 202710]",1610612744.0,GSW,,,,Moody,M. Moody,,,,,Above the Break 3,24+ Left Center,26.04,Made,3.0,J. Butler III,202710.0,1.0,,,,,,,,,,,,,,
11,PT11M08.00S,2026-01-08T03:11:51.5Z,1,REGULAR,3pt,Jump Shot,[],1631157,23.078186596583443,89.95098039215686,1610612749,3,2,2026-01-08T03:12:13Z,110000,False,-200.0,164.0,1,left,MISS R. Rollins 25' step back 3PT,[1631157],1610612749.0,MIL,step back,,,Rollins,R. Rollins,,,,,Above the Break 3,24+ Left Center,25.87,Missed,,,,,,,,,,,,,,,,,,
12,PT11M06.00S,2026-01-08T03:11:53.5Z,1,REGULAR,rebound,defensive,[],1642366,,,1610612744,3,2,2026-01-08T03:11:56Z,120000,False,,,0,,Q. Post REBOUND (Off:0 Def:1),[1642366],1610612744.0,GSW,,,,Post,Q. Post,,,,,Above the Break 3,24+ Left Center,,,,,,,11.0,1.0,1.0,0.0,,,,,,,,,,
13,PT10M59.00S,2026-01-08T03:12:01.7Z,1,REGULAR,3pt,Jump Shot,[],1642366,71.17279894875165,17.892156862745097,1610612744,6,2,2026-01-08T03:12:06Z,130000,False,-161.0,218.0,1,right,Q. Post 27' 3PT  (3 PTS) (S. Curry 1 AST),"[1642366, 201939]",1610612744.0,GSW,,,,Post,Q. Post,,,,,Above the Break 3,24+ Left Center,27.11,Made,3.0,S. Curry,201939.0,1.0,,,,,,,,,,,,,,
15,PT10M35.00S,2026-01-08T03:12:25.4Z,1,REGULAR,3pt,Jump Shot,[],203507,31.09395532194481,65.19607843137256,1610612749,6,5,2026-01-08T03:12:30Z,150000,False,-76.0,240.0,1,left,G. Antetokounmpo 25' 3PT  (5 PTS) (A. Green 1 AST),"[203507, 1631260]",1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,Above the Break 3,24+ Center,25.16,Made,5.0,A. Green,1631260.0,1.0,,,,,,,,,,,,,,
17,PT10M21.00S,2026-01-08T03:12:39.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],201939,94.95729303547962,44.85294117647059,1610612744,8,5,2026-01-08T03:12:45Z,170000,False,-26.0,-5.0,1,right,S. Curry cutting finger roll Layup (2 PTS) (D. Green 1 AST),"[201939, 203110]",1610612744.0,GSW,cutting finger roll,,,Curry,S. Curry,,,,,Restricted Area,0-8 Center,2.62,Made,2.0,D. Green,203110.0,1.0,,,,,,,,,,,,,,
19,PT10M13.00S,2026-01-08T03:12:50.7Z,1,REGULAR,turnover,out-of-bounds,[],1631260,,,1610612749,8,5,2026-01-08T03:13:01Z,190000,False,,,0,,A. Green step out-of-bounds TURNOVER (1 TO),[1631260],1610612749.0,MIL,step,,,Green,A. Green,,,,,Left Corner 3,24+ Left,,,,,,,,,,,1627539.0,1.0,,,,,,,,
