actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,shotActionNumber,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId
94,PT04M51.00S,2026-01-10T03:25:27.3Z,1,REGULAR,substitution,out,[],1630541,,,1610612758,23,19,2026-01-10T03:27:47Z,930000,False,,,0,,SUB out: M. Moody,[1630541],1610612744.0,GSW,,,,Moody,M. Moody,,,,,,,,,,,,,,,,,,,,,,,,,,
95,PT04M51.00S,2026-01-10T03:25:27.3Z,1,REGULAR,substitution,out,[],203110,,,1610612758,23,19,2026-01-10T03:27:47Z,940000,False,,,0,,SUB out: D. Green,[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
96,PT04M51.00S,2026-01-10T03:25:27.3Z,1,REGULAR,substitution,out,[],201942,,,1610612758,23,19,2026-01-10T03:27:47Z,950000,False,,,0,,SUB out: D. DeRozan,[201942],1610612758.0,SAC,,,,DeRozan,D. DeRozan,,,,,,,,,,,,,,,,,,,,,,,,,,
97,PT04M51.00S,2026-01-10T03:25:27.3Z,1,REGULAR,substitution,out,[],201566,,,1610612758,23,19,2026-01-10T03:27:47Z,960000,False,,,0,,SUB out: R. Westbrook,[201566],1610612758.0,SAC,,,,Westbrook,R. Westbrook,,,,,,,,,,,,,,,,,,,,,,,,,,
98,PT04M51.00S,2026-01-10T03:25:27.3Z,1,REGULAR,substitution,out,[],1631165,,,1610612758,23,19,2026-01-10T03:27:47Z,970000,False,,,0,,SUB out: K. Ellis,[1631165],1610612758.0,SAC,,,,Ellis,K. Ellis,,,,,,,,,,,,,,,,,,,,,,,,,,
99,PT04M51.00S,2026-01-10T03:25:27.3Z,1,REGULAR,substitution,in,[],1629001,,,1610612758,23,19,2026-01-10T03:27:47Z,980000,False,,,0,,SUB in: D. Melton,[1629001],1610612744.0,GSW,,,,Melton,D. Melton,,,,,,,,,,,,,,,,,,,,,,,,,,
100,PT04M51.00S,2026-01-10T03:25:27.3Z,1,REGULAR,substitution,in,[],1641764,,,1610612758,23,19,2026-01-10T03:27:47Z,990000,False,,,0,,SUB in: B. Podziemski,[1641764],1610612744.0,GSW,,,,Podziemski,B. Podziemski,,,,,,,,,,,,,,,,,,,,,,,,,,
101,PT04M51.00S,2026-01-10T03:25:27.3Z,1,REGULAR,substitution,in,[],201143,,,1610612758,23,19,2026-01-10T03:27:47Z,1000000,False,,,0,,SUB in: A. Horford,[201143],1610612744.0,GSW,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,,,,,,,,
102,PT04M51.00S,2026-01-10T03:25:27.3Z,1,REGULAR,substitution,in,[],203471,,,1610612758,23,19,2026-01-10T03:27:47Z,1010000,False,,,0,,SUB in: D. Schröder,[203471],1610612758.0,SAC,,,,Schröder,D. Schröder,,,,,,,,,,,,,,,,,,,,,,,,,,
103,PT04M51.00S,2026-01-10T03:25:27.3Z,1,REGULAR,substitution,in,[],1642363,,,1610612758,23,19,2026-01-10T03:27:47Z,1020000,False,,,0,,SUB in: N. Clifford,[1642363],1610612758.0,SAC,,,,Clifford,N. Clifford,,,,,,,,,,,,,,,,,,,,,,,,,,
104,PT04M51.00S,2026-01-10T03:25:27.3Z,1,REGULAR,substitution,in,[],1628370,,,1610612758,23,19,2026-01-10T03:27:47Z,1030000,False,,,0,,SUB in: M. Monk,[1628370],1610612758.0,SAC,,,,Monk,M. Monk,,,,,,,,,,,,,,,,,,,,,,,,,,
105,PT04M51.00S,2026-01-10T03:27:24.0Z,1,REGULAR,jumpball,recovered,[],1628370,,,1610612758,23,19,2026-01-10T03:27:24Z,1040000,False,,,0,,Jump Ball M. Raynaud vs. G. Santos: Tip to M. Monk,"[1628370, 1642875, 1630611]",1610612758.0,SAC,challenge,M. Monk,1628370.0,Monk,M. Monk,Raynaud,1642875.0,Santos,1630611.0,,,,,,,,,,,,,,,,,,,,,,
108,PT04M40.00S,2026-01-10T03:27:31.9Z,1,REGULAR,3pt,Jump Shot,[],203897,31.750985545335087,44.85294117647059,1610612758,23,19,2026-01-10T03:28:58Z,1070000,False,26.0,246.0,1,left,MISS Z. LaVine 24' pullup 3PT,[203897],1610612758.0,SAC,pullup,,,LaVine,Z. LaVine,,,,,Above the Break 3,24+ Center,24.73,Missed,,,,,,,,,,,,,,,,,,
109,PT04M39.00S,2026-01-10T03:27:32.9Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612744,23,19,2026-01-10T03:28:58Z,1080000,False,,,0,,TEAM defensive REBOUND,[],1610612744.0,GSW,,,,,,,,,,Above the Break 3,24+ Center,,,,,,,,,108.0,,,,,,,,,,,
113,PT04M24.00S,2026-01-10T03:27:54.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],201939,93.51182654402102,36.51960784313725,1610612744,25,19,2026-01-10T03:29:36Z,1100000,False,-67.0,8.0,1,right,S. Curry 6' cutting Layup (11 PTS) (A. Horford 1 AST),"[201939, 201143]",1610612744.0,GSW,cutting,,,Curry,S. Curry,,,,,In The Paint (Non-RA),0-8 Center,6.79,Made,11.0,A. Horford,201143.0,1.0,,,,,,,,,,,,,,
115,PT04M05.00S,2026-01-10T03:28:10.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1642875,11.514454664914586,57.35294117647059,1610612758,25,21,2026-01-10T03:28:19Z,1120000,False,-37.0,56.0,1,left,M. Raynaud 6' Jump Shot (6 PTS) (Z. LaVine 2 AST),"[1642875, 203897]",1610612758.0,SAC,,,,Raynaud,M. Raynaud,,,,,In The Paint (Non-RA),0-8 Center,6.68,Made,6.0,Z. LaVine,203897.0,2.0,,,,,,,,,,,,,,
117,PT03M54.00S,2026-01-10T03:28:23.2Z,1,REGULAR,3pt,Jump Shot,[],201939,68.01905387647832,40.19607843137255,1610612744,25,21,2026-01-10T03:28:27Z,1140000,False,-49.0,248.0,1,right,MISS S. Curry 25' 3PT,[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,Above the Break 3,24+ Center,25.29,Missed,,,,,,,,,,,,,,,,,,
118,PT03M51.00S,2026-01-10T03:28:26.2Z,1,REGULAR,rebound,defensive,[],203897,,,1610612758,25,21,2026-01-10T03:28:27Z,1150000,False,,,0,,Z. LaVine REBOUND (Off:0 Def:1),[203897],1610612758.0,SAC,,,,LaVine,Z. LaVine,,,,,Above the Break 3,24+ Center,,,,,,,,,117.0,,,,,,1.0,1.0,0.0,,,
119,PT03M43.00S,2026-01-10T03:28:34.4Z,1,REGULAR,3pt,Jump Shot,[],1642363,26.62614980289093,81.86274509803921,1610612758,25,21,2026-01-10T03:28:39Z,1160000,False,-159.0,198.0,1,left,MISS N. Clifford 25' 3PT,[1642363],1610612758.0,SAC,,,,Clifford,N. Clifford,,,,,Above the Break 3,24+ Left Center,25.4,Missed,,,,,,,,,,,,,,,,,,
120,PT03M40.00S,2026-01-10T03:28:37.4Z,1,REGULAR,rebound,defensive,[],1641764,,,1610612744,25,21,2026-01-10T03:31:04Z,1170000,False,,,0,,B. Podziemski REBOUND (Off:0 Def:1),[1641764],1610612744.0,GSW,,,,Podziemski,B. Podziemski,,,,,Above the Break 3,24+ Left Center,,,,,,,,,119.0,,,,,,1.0,1.0,0.0,,,
121,PT03M23.00S,2026-01-10T03:28:53.3Z,1,REGULAR,3pt,Jump Shot,[],1629001,85.3646517739816,96.81372549019608,1610612744,25,21,2026-01-10T03:28:57Z,1180000,False,234.0,85.0,1,right,MISS D. Melton 24' 3PT,[1629001],1610612744.0,GSW,,,,Melton,D. Melton,,,,,Right Corner 3,24+ Right,24.91,Missed,,,,,,,,,,,,,,,,,,
122,PT03M23.00S,2026-01-10T03:28:53.3Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612758,25,21,2026-01-10T03:28:57Z,1190000,False,,,0,,TEAM defensive REBOUND,[],1610612758.0,SAC,,,,,,,,,,Right Corner 3,24+ Right,,,,,,,,,121.0,,,,,,,,,,,
124,PT03M23.00S,2026-01-10T03:28:59.5Z,1,REGULAR,substitution,out,[],1630611,,,1610612758,25,21,2026-01-10T03:29:12Z,1210000,False,,,0,,SUB out: G. Santos,[1630611],1610612744.0,GSW,,,,Santos,G. Santos,,,,,,,,,,,,,,,,,,,,,,,,,,
125,PT03M23.00S,2026-01-10T03:28:59.5Z,1,REGULAR,substitution,out,[],201939,,,1610612758,25,21,2026-01-10T03:29:12Z,1220000,False,,,0,,SUB out: S. Curry,[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,,,,,,,,,,,,,,,,,,,,
126,PT03M23.00S,2026-01-10T03:28:59.5Z,1,REGULAR,substitution,out,[],203897,,,1610612758,25,21,2026-01-10T03:29:12Z,1230000,False,,,0,,SUB out: Z. LaVine,[203897],1610612758.0,SAC,,,,LaVine,Z. LaVine,,,,,,,,,,,,,,,,,,,,,,,,,,
127,PT03M23.00S,2026-01-10T03:28:59.5Z,1,REGULAR,substitution,out,[],1642875,,,1610612758,25,21,2026-01-10T03:29:12Z,1240000,False,,,0,,SUB out: M. Raynaud,[1642875],1610612758.0,SAC,,,,Raynaud,M. Raynaud,,,,,,,,,,,,,,,,,,,,,,,,,,
128,PT03M23.00S,2026-01-10T03:28:59.5Z,1,REGULAR,substitution,in,[],1642954,,,1610612758,25,21,2026-01-10T03:29:12Z,1250000,False,,,0,,SUB in: W. Richard,[1642954],1610612744.0,GSW,,,,Richard,W. Richard,,,,,,,,,,,,,,,,,,,,,,,,,,
129,PT03M23.00S,2026-01-10T03:28:59.5Z,1,REGULAR,substitution,in,[],202710,,,1610612758,25,21,2026-01-10T03:29:12Z,1260000,False,,,0,,SUB in: J. Butler III,[202710],1610612744.0,GSW,,,,Butler III,J. Butler III,,,,,,,,,,,,,,,,,,,,,,,,,,
130,PT03M23.00S,2026-01-10T03:28:59.5Z,1,REGULAR,substitution,in,[],201942,,,1610612758,25,21,2026-01-10T03:29:12Z,1270000,False,,,0,,SUB in: D. DeRozan,[201942],1610612758.0,SAC,,,,DeRozan,D. DeRozan,,,,,,,,,,,,,,,,,,,,,,,,,,
131,PT03M23.00S,2026-01-10T03:28:59.5Z,1,REGULAR,substitution,in,[],1642928,,,1610612758,25,21,2026-01-10T03:29:12Z,1280000,False,,,0,,SUB in: D. Cardwell,[1642928],1610612758.0,SAC,,,,Cardwell,D. Cardwell,,,,,,,,,,,,,,,,,,,,,,,,,,
132,PT03M09.00S,2026-01-10T03:29:28.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],201942,9.411957950065702,47.05882352941176,1610612758,25,21,2026-01-10T03:31:48Z,1290000,False,15.0,36.0,1,left,MISS D. DeRozan driving Layup,[201942],1610612758.0,SAC,driving,,,DeRozan,D. DeRozan,,,,,Restricted Area,0-8 Center,3.89,Missed,,,,,,,,,,,,,,,,,,
133,PT03M08.00S,2026-01-10T03:29:29.4Z,1,REGULAR,rebound,offensive,[],1642928,,,1610612758,25,21,2026-01-10T03:31:48Z,1300000,False,,,0,,D. Cardwell REBOUND (Off:1 Def:0),[1642928],1610612758.0,SAC,,,,Cardwell,D. Cardwell,,,,,Restricted Area,0-8 Center,,,,,,,,,132.0,,,,,,1.0,0.0,1.0,,,
134,PT03M08.00S,2026-01-10T03:29:34.5Z,1,REGULAR,2pt,DUNK,"['2ndchance', 'pointsinthepaint']",1642928,5.590000152587891,50.0,1610612758,25,23,2026-01-10T03:31:55Z,1310000,False,0.0,0.0,1,left,D. Cardwell putback DUNK (2 PTS),[1642928],1610612758.0,SAC,putback,,,Cardwell,D. Cardwell,,,,,Restricted Area,0-8 Center,0.0,Made,2.0,,,,,,,,,,,,,,,,,
135,PT02M53.00S,2026-01-10T03:29:42.5Z,1,REGULAR,3pt,Jump Shot,[],201143,67.7562417871222,52.450980392156865,1610612744,28,23,2026-01-10T03:29:47Z,1320000,False,12.0,251.0,1,right,A. Horford 25' 3PT  (3 PTS) (J. Butler III 1 AST),"[201143, 202710]",1610612744.0,GSW,,,,Horford,A. Horford,,,,,Above the Break 3,24+ Center,25.09,Made,3.0,J. Butler III,202710.0,1.0,,,,,,,,,,,,,,
137,PT02M38.00S,2026-01-10T03:29:57.7Z,1,REGULAR,2pt,Jump Shot,[],1628370,6.521024967148489,21.813725490196077,1610612758,28,25,2026-01-10T03:30:04Z,1340000,False,141.0,9.0,1,left,M. Monk 14' fadeaway Jump Shot (2 PTS),[1628370],1610612758.0,SAC,fadeaway,,,Monk,M. Monk,,,,,Mid-Range,8-16 Right,14.12,Made,2.0,,,,,,,,,,,,,,,,,
138,PT02M18.00S,2026-01-10T03:30:19.1Z,1,REGULAR,foul,personal,['2freethrow'],1628370,,,1610612744,28,25,2026-01-10T03:30:24Z,1350000,False,,,0,,M. Monk shooting personal FOUL (1 PF) (Melton 2 FT),"[1628370, 1629001]",1610612758.0,SAC,shooting,,,Monk,M. Monk,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,2534.0,1.0,0.0,Melton,1629001.0,,,,,,
140,PT02M18.00S,2026-01-10T03:30:49.6Z,1,REGULAR,freethrow,1 of 2,[],1629001,,,1610612744,29,25,2026-01-10T03:30:49Z,1370000,False,,,0,,D. Melton Free Throw 1 of 2 (1 PTS),[1629001],1610612744.0,GSW,,,,Melton,D. Melton,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
141,PT02M18.00S,2026-01-10T03:31:04.7Z,1,REGULAR,freethrow,2 of 2,[],1629001,,,1610612744,30,25,2026-01-10T03:31:04Z,1380000,False,,,0,,D. Melton Free Throw 2 of 2 (2 PTS),[1629001],1610612744.0,GSW,,,,Melton,D. Melton,,,,,,,,Made,2.0,,,,,,,,,,,,,,,,,
142,PT02M02.00S,2026-01-10T03:31:22.3Z,1,REGULAR,3pt,Jump Shot,[],203471,22.946780551905388,87.74509803921569,1610612758,30,25,2026-01-10T03:31:35Z,1390000,False,-189.0,163.0,1,left,MISS D. Schröder 24' 3PT,[203471],1610612758.0,SAC,,,,Schröder,D. Schröder,,,,,Above the Break 3,24+ Left Center,24.95,Missed,,,,,,,,,,,,,,,,,,
143,PT01M58.00S,2026-01-10T03:31:26.3Z,1,REGULAR,rebound,offensive,[],203471,,,1610612758,30,25,2026-01-10T04:08:55Z,1400000,False,,,0,,D. Schröder REBOUND (Off:1 Def:0),[203471],1610612758.0,SAC,,,,Schröder,D. Schröder,,,,,Above the Break 3,24+ Left Center,,,,,,,,,142.0,,,,,,1.0,0.0,1.0,,,
144,PT01M56.00S,2026-01-10T03:31:28.6Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],203471,8.09789750328515,97.05882352941177,1610612758,30,28,2026-01-10T03:31:37Z,1410000,False,-235.0,24.0,1,left,D. Schröder 3PT  (3 PTS),[203471],1610612758.0,SAC,,,,Schröder,D. Schröder,,,,,Left Corner 3,24+ Left,23.65,Made,3.0,,,,,,,,,,,,,,,,,
146,PT01M32.00S,2026-01-10T03:31:52.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201143,86.67871222076215,52.20588235294118,1610612744,32,28,2026-01-10T03:32:01Z,1430000,False,11.0,73.0,1,right,A. Horford 7' floating Jump Shot (5 PTS) (D. Melton 1 AST),"[201143, 1629001]",1610612744.0,GSW,floating,,,Horford,A. Horford,,,,,In The Paint (Non-RA),0-8 Center,7.35,Made,5.0,D. Melton,1629001.0,1.0,,,,,,,,,,,,,,
148,PT01M21.00S,2026-01-10T03:32:06.9Z,1,REGULAR,foul,personal,['2freethrow'],1642954,,,1610612758,32,28,2026-01-10T03:32:20Z,1450000,False,,,0,,W. Richard shooting personal FOUL (1 PF) (DeRozan 2 FT),"[1642954, 201942]",1610612744.0,GSW,shooting,,,Richard,W. Richard,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,1629177.0,1.0,0.0,DeRozan,201942.0,,,,,,
150,PT01M21.00S,2026-01-10T03:32:33.7Z,1,REGULAR,freethrow,1 of 2,[],201942,,,1610612758,32,28,2026-01-10T03:32:33Z,1470000,False,,,0,,MISS D. DeRozan Free Throw 1 of 2,[201942],1610612758.0,SAC,,,,DeRozan,D. DeRozan,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
151,PT01M21.00S,2026-01-10T03:32:33.7Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612758,32,28,2026-01-10T03:32:33Z,1480000,False,,,0,,TEAM offensive REBOUND,[],1610612758.0,SAC,,,,,,,,,,,,,,,,,,,,150.0,,,,,,,,,,,
152,PT01M21.00S,2026-01-10T03:32:53.2Z,1,REGULAR,freethrow,2 of 2,[],201942,,,1610612758,32,29,2026-01-10T03:32:53Z,1490000,False,,,0,,D. DeRozan Free Throw 2 of 2 (3 PTS),[201942],1610612758.0,SAC,,,,DeRozan,D. DeRozan,,,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
153,PT01M03.00S,2026-01-10T03:33:12.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202710,94.95729303547962,60.78431372549019,1610612744,34,29,2026-01-10T03:33:22Z,1500000,False,54.0,-5.0,1,right,J. Butler III Jump Shot (5 PTS) (A. Horford 2 AST),"[202710, 201143]",1610612744.0,GSW,,,,Butler III,J. Butler III,,,,,In The Paint (Non-RA),0-8 Center,5.41,Made,5.0,A. Horford,201143.0,2.0,,,,,,,,,,,,,,
155,PT00M38.00S,2026-01-10T03:33:41.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1642363,11.251642575558476,57.35294117647059,1610612758,34,29,2026-01-10T03:33:48Z,1520000,False,-37.0,53.0,1,left,MISS N. Clifford 6' turnaround Shot,[1642363],1610612758.0,SAC,turnaround,,,Clifford,N. Clifford,,,,,In The Paint (Non-RA),0-8 Center,6.48,Missed,,,,,,,,,,,,,,,,,,
156,PT00M33.20S,2026-01-10T03:33:46.0Z,1,REGULAR,rebound,defensive,[],201143,,,1610612744,34,29,2026-01-10T03:33:48Z,1530000,False,,,0,,A. Horford REBOUND (Off:0 Def:1),[201143],1610612744.0,GSW,,,,Horford,A. Horford,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,155.0,,,,,,1.0,1.0,0.0,,,
157,PT00M25.60S,2026-01-10T03:33:53.6Z,1,REGULAR,turnover,lost ball,[],202710,,,1610612744,34,29,2026-01-10T03:34:03Z,1540000,False,,,0,,J. Butler III lost ball TURNOVER (1 TO),"[202710, 1642363]",1610612744.0,GSW,,,,Butler III,J. Butler III,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,1.0,Clifford,1642363.0
158,PT00M25.60S,2026-01-10T03:33:53.6Z,1,REGULAR,steal,,[],1642363,,,1610612758,34,29,2026-01-10T03:42:50Z,1550000,False,,,0,,N. Clifford STEAL (1 STL),[1642363],1610612758.0,SAC,,,,Clifford,N. Clifford,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,,,
159,PT00M02.90S,2026-01-10T03:34:17.7Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],1642363,13.66622864651774,90.95435049019608,1610612758,34,29,2026-01-10T03:36:20Z,1560000,False,-205.0,76.0,1,left,MISS N. Clifford 21' Jump Shot,[1642363],1610612758.0,SAC,,,,Clifford,N. Clifford,,,,,Mid-Range,16-24 Left,21.84,Missed,,,,,,,,,,,,,,,,,,
160,PT00M01.20S,2026-01-10T03:34:19.4Z,1,REGULAR,rebound,defensive,[],201143,,,1610612744,34,29,2026-01-10T03:36:20Z,1570000,False,,,0,,A. Horford REBOUND (Off:0 Def:2),[201143],1610612744.0,GSW,,,,Horford,A. Horford,,,,,Mid-Range,16-24 Left,,,,,,,,,159.0,,,,,,2.0,2.0,0.0,,,
177,PT00M00.90S,2026-01-10T03:34:33.1Z,1,REGULAR,heave,,[],0,,,1610612744,34,29,2026-01-10T03:38:40Z,1575000,False,,,0,,GSW Heave,[],1610612744.0,GSW,,,,,,,,,,Restricted Area,0-8 Center,80.6,,,,,,,,,,,,,,,,,,,
178,PT00M00.90S,2026-01-10T03:34:33.1Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612744,34,29,2026-01-10T03:37:47Z,1577500,False,,,0,,TEAM offensive REBOUND,[],1610612744.0,GSW,,,,,,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,177.0,,,,,,,,,,,
161,PT00M00.00S,2026-01-10T03:34:48.5Z,1,REGULAR,period,end,[],0,,,1610612744,34,29,2026-01-10T03:34:48Z,1580000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162,PT12M00.00S,2026-01-10T03:36:26.1Z,2,REGULAR,substitution,out,['startperiod'],1629001,,,1610612744,34,29,2026-01-10T03:37:18Z,1590000,False,,,0,,SUB out: D. Melton,[1629001],1610612744.0,GSW,,,,Melton,D. Melton,,,,,,,,,,,,,,,,,,,,,,,,,,
163,PT12M00.00S,2026-01-10T03:36:26.1Z,2,REGULAR,substitution,out,['startperiod'],201143,,,1610612744,34,29,2026-01-10T03:37:18Z,1600000,False,,,0,,SUB out: A. Horford,[201143],1610612744.0,GSW,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,,,,,,,,
164,PT12M00.00S,2026-01-10T03:36:26.1Z,2,REGULAR,substitution,out,['startperiod'],1642954,,,1610612744,34,29,2026-01-10T03:37:18Z,1610000,False,,,0,,SUB out: W. Richard,[1642954],1610612744.0,GSW,,,,Richard,W. Richard,,,,,,,,,,,,,,,,,,,,,,,,,,
165,PT12M00.00S,2026-01-10T03:36:26.1Z,2,REGULAR,substitution,out,['startperiod'],202710,,,1610612744,34,29,2026-01-10T03:37:18Z,1620000,False,,,0,,SUB out: J. Butler III,[202710],1610612744.0,GSW,,,,Butler III,J. Butler III,,,,,,,,,,,,,,,,,,,,,,,,,,
166,PT12M00.00S,2026-01-10T03:36:26.1Z,2,REGULAR,substitution,in,['startperiod'],201939,,,1610612744,34,29,2026-01-10T03:37:18Z,1630000,False,,,0,,SUB in: S. Curry,[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,,,,,,,,,,,,,,,,,,,,
167,PT12M00.00S,2026-01-10T03:36:26.1Z,2,REGULAR,substitution,in,['startperiod'],1630611,,,1610612744,34,29,2026-01-10T03:37:18Z,1640000,False,,,0,,SUB in: G. Santos,[1630611],1610612744.0,GSW,,,,Santos,G. Santos,,,,,,,,,,,,,,,,,,,,,,,,,,
168,PT12M00.00S,2026-01-10T03:36:26.1Z,2,REGULAR,substitution,in,['startperiod'],203110,,,1610612744,34,29,2026-01-10T03:37:18Z,1650000,False,,,0,,SUB in: D. Green,[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
169,PT12M00.00S,2026-01-10T03:36:26.1Z,2,REGULAR,substitution,in,['startperiod'],1627780,,,1610612744,34,29,2026-01-10T03:37:18Z,1660000,False,,,0,,SUB in: G. Payton II,[1627780],1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,,,,,,,,,,,,,,,,,,,,,,
170,PT12M00.00S,2026-01-10T03:37:16.1Z,2,REGULAR,period,start,[],0,,,1610612758,34,29,2026-01-10T03:37:18Z,1670000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
533,PT11M40.00S,2026-01-10T03:37:27.6Z,2,REGULAR,turnover,bad pass,[],1628370,,,1610612758,34,29,2026-01-10T04:53:17Z,1685000,False,,,0,,M. Monk bad pass TURNOVER (1 TO),"[1628370, 203110]",1610612758.0,SAC,,,,Monk,M. Monk,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,1.0,Green,203110.0
534,PT11M40.00S,2026-01-10T03:37:27.6Z,2,REGULAR,steal,,[],203110,,,1610612744,34,29,2026-01-10T04:53:17Z,1692500,False,,,0,,D. Green STEAL (1 STL),[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
173,PT11M36.00S,2026-01-10T03:37:39.1Z,2,REGULAR,turnover,bad pass,[],201939,,,1610612744,34,29,2026-01-10T03:45:42Z,1700000,False,,,0,,S. Curry bad pass TURNOVER (2 TO),"[201939, 203471]",1610612744.0,GSW,,,,Curry,S. Curry,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,2.0,Schröder,203471.0
174,PT11M36.00S,2026-01-10T03:37:39.1Z,2,REGULAR,steal,,[],203471,,,1610612758,34,29,2026-01-10T03:37:41Z,1710000,False,,,0,,D. Schröder STEAL (1 STL),[203471],1610612758.0,SAC,,,,Schröder,D. Schröder,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
175,PT11M33.00S,2026-01-10T03:37:43.1Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1628370,6.521024967148489,52.450980392156865,1610612758,34,31,2026-01-10T03:39:59Z,1720000,False,-12.0,9.0,1,left,M. Monk running Layup (4 PTS) (D. DeRozan 2 AST),"[1628370, 201942]",1610612758.0,SAC,running,,,Monk,M. Monk,,,,,Restricted Area,0-8 Center,1.51,Made,4.0,D. DeRozan,201942.0,2.0,,,,,,,,,,,,,,
179,PT11M21.00S,2026-01-10T03:37:54.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],201939,93.64323258869908,52.69607843137255,1610612744,34,31,2026-01-10T03:38:02Z,1740000,False,13.0,7.0,1,right,MISS S. Curry Layup,[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,Restricted Area,0-8 Center,1.53,Missed,,,,,,,,,,,,,,,,,,
181,PT11M21.00S,2026-01-10T03:37:54.2Z,2,REGULAR,rebound,offensive,[],1627780,,,1610612744,34,31,2026-01-10T03:38:02Z,1760000,False,,,0,,G. Payton II REBOUND (Off:1 Def:1),[1627780],1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,Restricted Area,0-8 Center,,,,,,,,,179.0,,,,,,2.0,1.0,1.0,,,
182,PT11M21.00S,2026-01-10T03:37:59.7Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1627780,85.75886990801577,53.92156862745098,1610612744,34,31,2026-01-10T03:41:21Z,1770000,False,20.0,81.0,1,right,MISS G. Payton II 8' Jump Shot,[1627780],1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,In The Paint (Non-RA),8-16 Center,8.37,Missed,,,,,,,,,,,,,,,,,,
183,PT11M20.00S,2026-01-10T03:38:00.7Z,2,REGULAR,rebound,defensive,[],203471,,,1610612758,34,31,2026-01-10T03:41:21Z,1780000,False,,,0,,D. Schröder REBOUND (Off:1 Def:1),[203471],1610612758.0,SAC,,,,Schröder,D. Schröder,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,182.0,,,,,,2.0,1.0,1.0,,,
