actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,officialId,turnoverTotal,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2025-11-27T03:17:53.0Z,1,REGULAR,period,start,[],0,,,0,0,0,2025-11-27T03:17:53Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M58.00S,2025-11-27T03:17:54.9Z,1,REGULAR,jumpball,recovered,[],1631095,,,1610612745,0,0,2025-11-27T03:17:54Z,40000,False,,,0,,Jump Ball A. Sengun vs. D. Green: Tip to J. Smith Jr.,"[1631095, 1630578, 203110]",1610612745.0,HOU,startperiod,J. Smith Jr.,1631095.0,Smith Jr.,J. Smith Jr.,Sengun,1630578.0,Green,203110.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M45.00S,2025-11-27T03:18:08.3Z,1,REGULAR,3pt,Jump Shot,[],1642263,70.51576872536137,19.852941176470587,1610612745,0,0,2025-11-27T03:18:16Z,70000,False,-151.0,225.0,1,right,MISS R. Sheppard 27' 3PT,[1642263],1610612745.0,HOU,,,,Sheppard,R. Sheppard,,,,,Above the Break 3,24+ Left Center,27.06,Missed,,,,,,,,,,,,,,,,,,
8,PT11M41.00S,2025-11-27T03:18:12.3Z,1,REGULAR,rebound,defensive,[],203110,,,1610612744,0,0,2025-11-27T03:18:16Z,80000,False,,,0,,D. Green REBOUND (Off:0 Def:1),[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,Above the Break 3,24+ Left Center,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,,,
9,PT11M32.00S,2025-11-27T03:18:20.8Z,1,REGULAR,3pt,Jump Shot,[],202710,29.122864651773984,75.49019607843137,1610612744,3,0,2025-11-27T03:18:59Z,90000,False,-127.0,221.0,1,left,J. Butler III 25' 3PT pullup (3 PTS),[202710],1610612744.0,GSW,pullup,,,Butler III,J. Butler III,,,,,Above the Break 3,24+ Left Center,25.54,Made,,,,,3.0,,,,,,,,,,,,,
10,PT11M19.00S,2025-11-27T03:18:33.8Z,1,REGULAR,3pt,Jump Shot,[],1631095,65.52233902759527,45.588235294117645,1610612745,3,0,2025-11-27T03:18:38Z,100000,False,-22.0,272.0,1,right,MISS J. Smith Jr. 27' 3PT,[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,Above the Break 3,24+ Center,27.25,Missed,,,,,,,,,,,,,,,,,,
11,PT11M15.00S,2025-11-27T03:18:37.4Z,1,REGULAR,rebound,offensive,[],1642263,,,1610612745,3,0,2025-11-27T03:18:37Z,110000,False,,,0,,R. Sheppard REBOUND (Off:1 Def:0),[1642263],1610612745.0,HOU,,,,Sheppard,R. Sheppard,,,,,Above the Break 3,24+ Center,,,10.0,1.0,0.0,1.0,,,,,,,,,,,,,,
12,PT11M12.00S,2025-11-27T03:18:40.5Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1629006,95.3515111695138,94.6078431372549,1610612745,3,0,2025-11-27T03:18:45Z,120000,False,223.0,-9.0,1,right,MISS J. Okogie 3PT,[1629006],1610612745.0,HOU,,,,Okogie,J. Okogie,,,,,Right Corner 3,24+ Right,22.32,Missed,,,,,,,,,,,,,,,,,,
13,PT11M09.00S,2025-11-27T03:18:43.5Z,1,REGULAR,rebound,defensive,[],1642954,,,1610612744,3,0,2025-11-27T03:18:45Z,130000,False,,,0,,W. Richard REBOUND (Off:0 Def:1),[1642954],1610612744.0,GSW,,,,Richard,W. Richard,,,,,Right Corner 3,24+ Right,,,12.0,1.0,1.0,0.0,,,,,,,,,,,,,,
14,PT10M57.00S,2025-11-27T03:18:58.5Z,1,REGULAR,turnover,out-of-bounds,[],203110,,,1610612744,3,0,2025-11-27T03:19:06Z,140000,False,,,0,,D. Green bad pass out-of-bounds TURNOVER (1 TO),[203110],1610612744.0,GSW,bad pass,,,Green,D. Green,,,,,Above the Break 3,24+ Center,,,,,,,,2882.0,1.0,,,,,,,,,,,
15,PT10M47.00S,2025-11-27T03:19:12.0Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1642263,72.22404730617609,18.872549019607842,1610612745,3,3,2025-11-27T03:19:16Z,150000,False,-156.0,209.0,1,right,R. Sheppard 26' 3PT  (3 PTS) (A. Sengun 1 AST),"[1642263, 1630578]",1610612745.0,HOU,,,,Sheppard,R. Sheppard,,,,,Above the Break 3,24+ Left Center,26.02,Made,,,,,3.0,,,A. Sengun,1630578.0,1.0,,,,,,,,
17,PT10M20.00S,2025-11-27T03:19:39.5Z,1,REGULAR,3pt,Jump Shot,[],202710,32.802233902759525,47.05882352941176,1610612744,6,3,2025-11-27T03:20:41Z,170000,False,15.0,256.0,1,left,J. Butler III 25' 3PT pullup (6 PTS),[202710],1610612744.0,GSW,pullup,,,Butler III,J. Butler III,,,,,Above the Break 3,24+ Center,25.62,Made,,,,,6.0,,,,,,,,,,,,,
18,PT10M04.00S,2025-11-27T03:19:55.6Z,1,REGULAR,2pt,Jump Shot,[],1630578,74.06373193166885,56.86274509803921,1610612745,6,3,2025-11-27T03:21:13Z,180000,False,34.0,191.0,1,right,MISS A. Sengun 19' pullup Shot,[1630578],1610612745.0,HOU,pullup,,,Sengun,A. Sengun,,,,,Mid-Range,16-24 Center,19.44,Missed,,,,,,,,,,,,,,,,,,
19,PT10M02.00S,2025-11-27T03:19:57.6Z,1,REGULAR,rebound,defensive,[],202710,,,1610612744,6,3,2025-11-27T03:20:00Z,190000,False,,,0,,J. Butler III REBOUND (Off:0 Def:1),[202710],1610612744.0,GSW,,,,Butler III,J. Butler III,,,,,Mid-Range,16-24 Center,,,18.0,1.0,1.0,0.0,,,,,,,,,,,,,,
20,PT09M50.00S,2025-11-27T03:20:10.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203110,6.521024967148489,54.90196078431373,1610612744,8,3,2025-11-27T03:20:14Z,200000,False,-25.0,9.0,1,left,D. Green driving Layup (2 PTS),[203110],1610612744.0,GSW,driving,,,Green,D. Green,,,,,Restricted Area,0-8 Center,2.6,Made,,,,,2.0,,,,,,,,,,,,,
21,PT09M29.00S,2025-11-27T03:20:30.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630578,93.64323258869908,44.85294117647059,1610612745,8,3,2025-11-27T03:21:47Z,210000,False,-26.0,7.0,1,right,MISS A. Sengun driving Layup,[1630578],1610612745.0,HOU,driving,,,Sengun,A. Sengun,,,,,Restricted Area,0-8 Center,2.67,Missed,,,,,,,,,,,,,,,,,,
22,PT09M27.00S,2025-11-27T03:20:32.8Z,1,REGULAR,rebound,defensive,[],203110,,,1610612744,8,3,2025-11-27T03:20:36Z,220000,False,,,0,,D. Green REBOUND (Off:0 Def:2),[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,Restricted Area,0-8 Center,,,21.0,2.0,2.0,0.0,,,,,,,,,,,,,,
23,PT09M17.00S,2025-11-27T03:20:42.3Z,1,REGULAR,3pt,Jump Shot,[],203110,32.670827858081466,40.68627450980392,1610612744,11,3,2025-11-27T03:20:48Z,230000,False,47.0,255.0,1,left,D. Green 25' 3PT  (5 PTS) (J. Butler III 1 AST),"[203110, 202710]",1610612744.0,GSW,,,,Green,D. Green,,,,,Above the Break 3,24+ Center,25.88,Made,,,,,5.0,,,J. Butler III,202710.0,1.0,,,,,,,,
25,PT08M56.00S,2025-11-27T03:21:03.8Z,1,REGULAR,3pt,Jump Shot,[],1642263,75.64060446780552,88.72549019607843,1610612745,11,6,2025-11-27T03:21:07Z,250000,False,194.0,176.0,1,right,R. Sheppard 26' 3PT  (6 PTS) (A. Thompson 1 AST),"[1642263, 1641708]",1610612745.0,HOU,,,,Sheppard,R. Sheppard,,,,,Above the Break 3,24+ Right Center,26.2,Made,,,,,6.0,,,A. Thompson,1641708.0,1.0,,,,,,,,
27,PT08M48.00S,2025-11-27T03:21:11.3Z,1,REGULAR,3pt,Jump Shot,[],1642954,26.49474375821288,15.441176470588236,1610612744,14,6,2025-11-27T03:21:15Z,270000,False,173.0,197.0,1,left,W. Richard 26' 3PT  (3 PTS) (S. Curry 1 AST),"[1642954, 201939]",1610612744.0,GSW,,,,Richard,W. Richard,,,,,Above the Break 3,24+ Right Center,26.17,Made,,,,,3.0,,,S. Curry,201939.0,1.0,,,,,,,,
29,PT08M31.00S,2025-11-27T03:21:28.5Z,1,REGULAR,3pt,Jump Shot,[],1631095,66.83639947437582,65.44117647058823,1610612745,14,9,2025-11-27T03:21:32Z,290000,False,77.0,259.0,1,right,J. Smith Jr. 27' 3PT  (3 PTS) (R. Sheppard 1 AST),"[1631095, 1642263]",1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,Above the Break 3,24+ Center,27.05,Made,,,,,3.0,,,R. Sheppard,1642263.0,1.0,,,,,,,,
31,PT08M10.00S,2025-11-27T03:21:51.8Z,1,REGULAR,foul,personal,['2freethrow'],1629006,,,1610612744,14,9,2025-11-27T03:22:02Z,310000,False,,,0,,J. Okogie shooting personal FOUL (1 PF) (Moody 2 FT),"[1629006, 1630541]",1610612745.0,HOU,shooting,,,Okogie,J. Okogie,,,,,Restricted Area,0-8 Center,,,,,,,,1627961.0,,,,,1.0,0.0,Moody,1630541.0,,,,
33,PT08M10.00S,2025-11-27T03:22:21.4Z,1,REGULAR,freethrow,1 of 2,[],1630541,,,1610612744,15,9,2025-11-27T03:22:21Z,330000,False,,,0,,M. Moody Free Throw 1 of 2 (1 PTS),[1630541],1610612744.0,GSW,,,,Moody,M. Moody,,,,,,,,Made,,,,,1.0,,,,,,,,,,,,,
34,PT08M10.00S,2025-11-27T03:22:37.7Z,1,REGULAR,freethrow,2 of 2,[],1630541,,,1610612744,16,9,2025-11-27T03:22:37Z,340000,False,,,0,,M. Moody Free Throw 2 of 2 (2 PTS),[1630541],1610612744.0,GSW,,,,Moody,M. Moody,,,,,,,,Made,,,,,2.0,,,,,,,,,,,,,
35,PT08M00.00S,2025-11-27T03:22:50.7Z,1,REGULAR,turnover,out-of-bounds,[],1641708,,,1610612745,16,9,2025-11-27T03:22:58Z,350000,False,,,0,,A. Thompson bad pass out-of-bounds TURNOVER (1 TO),[1641708],1610612745.0,HOU,bad pass,,,Thompson,A. Thompson,,,,,Restricted Area,0-8 Center,,,,,,,,1627961.0,1.0,,,,,,,,,,,
36,PT07M43.00S,2025-11-27T03:23:12.9Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1642954,25.443495400788436,84.55882352941177,1610612744,16,9,2025-11-27T03:23:52Z,360000,False,-173.0,187.0,1,left,MISS W. Richard 25' step back 3PT,[1642954],1610612744.0,GSW,step back,,,Richard,W. Richard,,,,,Above the Break 3,24+ Left Center,25.44,Missed,,,,,,,,,,,,,,,,,,
