actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId
2,PT12M00.00S,2025-11-05T03:11:12.0Z,1,REGULAR,period,start,[],0,,,0,0,0,2025-11-05T03:11:12Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M57.00S,2025-11-05T03:11:14.1Z,1,REGULAR,jumpball,recovered,[],1628960,,,1610612756,0,0,2025-11-05T03:11:14Z,40000,False,,,0,,Jump Ball M. Williams vs. Q. Post: Tip to G. Allen,"[1628960, 1631109, 1642366]",1610612756.0,PHX,startperiod,G. Allen,1628960.0,Allen,G. Allen,Williams,1631109.0,Post,1642366.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M44.00S,2025-11-05T03:11:27.7Z,1,REGULAR,3pt,Jump Shot,[],1628960,30.699737187910642,67.8921568627451,1610612756,0,0,2025-11-05T03:11:34Z,70000,False,-89.0,236.0,1,left,MISS G. Allen 25' 3PT,[1628960],1610612756.0,PHX,,,,Allen,G. Allen,,,,,Above the Break 3,24+ Left Center,25.25,Missed,,,,,,,,,,,,,,,,,,
8,PT11M39.00S,2025-11-05T03:11:32.7Z,1,REGULAR,rebound,offensive,[],1626220,,,1610612756,0,0,2025-11-05T03:11:34Z,80000,False,,,0,,R. O'Neale REBOUND (Off:1 Def:0),[1626220],1610612756.0,PHX,,,,O'Neale,R. O'Neale,,,,,Above the Break 3,24+ Left Center,,,7.0,1.0,0.0,1.0,,,,,,,,,,,,,,
9,PT11M32.00S,2025-11-05T03:11:39.6Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1642346,20.45006570302234,92.40196078431373,1610612756,0,0,2025-11-05T03:11:44Z,90000,False,-212.0,140.0,1,left,MISS R. Dunn 25' 3PT,[1642346],1610612756.0,PHX,,,,Dunn,R. Dunn,,,,,Above the Break 3,24+ Left Center,25.39,Missed,,,,,,,,,,,,,,,,,,
10,PT11M29.00S,2025-11-05T03:11:42.6Z,1,REGULAR,rebound,defensive,[],1630228,,,1610612744,0,0,2025-11-05T03:11:44Z,100000,False,,,0,,J. Kuminga REBOUND (Off:0 Def:1),[1630228],1610612744.0,GSW,,,,Kuminga,J. Kuminga,,,,,Above the Break 3,24+ Left Center,,,9.0,1.0,1.0,0.0,,,,,,,,,,,,,,
11,PT11M14.00S,2025-11-05T03:11:57.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630228,93.38042049934296,44.36274509803921,1610612744,0,0,2025-11-05T03:12:06Z,110000,False,-28.0,10.0,1,right,MISS J. Kuminga cutting Layup,[1630228],1610612744.0,GSW,cutting,,,Kuminga,J. Kuminga,,,,,Restricted Area,0-8 Center,2.98,Missed,,,,,,,,,,,,,,,,,,
13,PT11M11.00S,2025-11-05T03:12:00.4Z,1,REGULAR,rebound,defensive,[],1631109,,,1610612756,0,0,2025-11-05T03:12:06Z,130000,False,,,0,,M. Williams REBOUND (Off:0 Def:1),[1631109],1610612756.0,PHX,,,,Williams,M. Williams,,,,,Restricted Area,0-8 Center,,,11.0,1.0,1.0,0.0,,,,,,,,,,,,,,
14,PT11M07.00S,2025-11-05T03:12:06.3Z,1,REGULAR,foul,personal,['2freethrow'],201939,,,1610612756,0,0,2025-11-05T03:12:15Z,140000,False,,,0,,S. Curry shooting personal FOUL (1 PF) (Booker 2 FT),"[201939, 1626164]",1610612744.0,GSW,shooting,,,Curry,S. Curry,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,201245.0,1.0,0.0,Booker,1626164.0,,,,,,,,,
16,PT11M07.00S,2025-11-05T03:12:31.2Z,1,REGULAR,freethrow,1 of 2,[],1626164,,,1610612756,0,1,2025-11-05T03:12:31Z,160000,False,,,0,,D. Booker Free Throw 1 of 2 (1 PTS),[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,,,,Made,,,,,,,,,,1.0,,,,,,,,
