actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
176,PT00M03.30S,2026-03-28T02:37:24.7Z,1,REGULAR,3pt,Jump Shot,[],1643018,32.37516425755584,70.09803921568627,1610612744,38,25,2026-03-28T02:37:34Z,1740000,False,-100.0,252.0,1,left,MISS L. Cryer 27' pullup 3PT,[1643018],1610612744.0,GSW,pullup,,,Cryer,L. Cryer,,,,,Above the Break 3,24+ Left Center,27.11,Missed,,,,,,,,,,,,,,,,,,
177,PT00M01.30S,2026-03-28T02:37:26.7Z,1,REGULAR,rebound,offensive,[],1630311,,,1610612744,38,25,2026-03-28T02:53:07Z,1750000,False,,,0,,P. Spencer REBOUND (Off:1 Def:0),[1630311],1610612744.0,GSW,,,,Spencer,P. Spencer,,,,,Above the Break 3,24+ Left Center,,,,,,,,176.0,1.0,0.0,1.0,,,,,,,,,
178,PT00M00.00S,2026-03-28T02:37:31.4Z,1,REGULAR,period,end,[],0,,,1610612744,38,25,2026-03-28T02:37:31Z,1760000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179,PT12M00.00S,2026-03-28T02:38:02.6Z,2,REGULAR,substitution,out,['startperiod'],1641764,,,1610612744,38,25,2026-03-28T02:40:17Z,1770000,False,,,0,,SUB out: B. Podziemski,[1641764],1610612744.0,GSW,,,,Podziemski,B. Podziemski,,,,,,,,,,,,,,,,,,,,,,,,,,
180,PT12M00.00S,2026-03-28T02:38:02.6Z,2,REGULAR,substitution,out,['startperiod'],1642954,,,1610612744,38,25,2026-03-28T02:40:17Z,1780000,False,,,0,,SUB out: W. Richard,[1642954],1610612744.0,GSW,,,,Richard,W. Richard,,,,,,,,,,,,,,,,,,,,,,,,,,
181,PT12M00.00S,2026-03-28T02:38:02.6Z,2,REGULAR,substitution,out,['startperiod'],204001,,,1610612744,38,25,2026-03-28T02:40:17Z,1790000,False,,,0,,SUB out: K. Porziņģis,[204001],1610612744.0,GSW,,,,Porziņģis,K. Porziņģis,,,,,,,,,,,,,,,,,,,,,,,,,,
182,PT12M00.00S,2026-03-28T02:38:02.6Z,2,REGULAR,substitution,out,['startperiod'],1630536,,,1610612744,38,25,2026-03-28T02:40:17Z,1800000,False,,,0,,SUB out: S. Cooper,[1630536],1610612764.0,WAS,,,,Cooper,S. Cooper,,,,,,,,,,,,,,,,,,,,,,,,,,
184,PT12M00.00S,2026-03-28T02:38:02.6Z,2,REGULAR,substitution,in,['startperiod'],1627780,,,1610612744,38,25,2026-03-28T02:40:17Z,1820000,False,,,0,,SUB in: G. Payton II,[1627780],1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,,,,,,,,,,,,,,,,,,,,,,
185,PT12M00.00S,2026-03-28T02:38:02.6Z,2,REGULAR,substitution,in,['startperiod'],203110,,,1610612744,38,25,2026-03-28T02:40:17Z,1830000,False,,,0,,SUB in: D. Green,[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
186,PT12M00.00S,2026-03-28T02:38:02.6Z,2,REGULAR,substitution,in,['startperiod'],1630611,,,1610612744,38,25,2026-03-28T02:40:17Z,1840000,False,,,0,,SUB in: G. Santos,[1630611],1610612744.0,GSW,,,,Santos,G. Santos,,,,,,,,,,,,,,,,,,,,,,,,,,
188,PT12M00.00S,2026-03-28T02:38:02.6Z,2,REGULAR,substitution,in,['startperiod'],1642364,,,1610612744,38,25,2026-03-28T02:40:17Z,1860000,False,,,0,,SUB in: J. Watkins,[1642364],1610612764.0,WAS,,,,Watkins,J. Watkins,,,,,,,,,,,,,,,,,,,,,,,,,,
190,PT12M00.00S,2026-03-28T02:38:02.6Z,2,REGULAR,substitution,out,['startperiod'],1642267,,,1610612744,38,25,2026-03-28T02:40:34Z,1865000,False,,,0,,SUB out: B. Carrington,[1642267],1610612764.0,WAS,,,,Carrington,B. Carrington,,,,,,,,,,,,,,,,,,,,,,,,,,
191,PT12M00.00S,2026-03-28T02:38:02.6Z,2,REGULAR,substitution,in,['startperiod'],1630264,,,1610612744,38,25,2026-03-28T02:40:34Z,1867500,False,,,0,,SUB in: A. Gill,[1630264],1610612764.0,WAS,,,,Gill,A. Gill,,,,,,,,,,,,,,,,,,,,,,,,,,
189,PT12M00.00S,2026-03-28T02:40:13.9Z,2,REGULAR,period,start,[],0,,,1610612744,38,25,2026-03-28T02:40:18Z,1870000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192,PT11M38.00S,2026-03-28T02:40:37.5Z,2,REGULAR,turnover,out-of-bounds,[],1627780,,,1610612744,38,25,2026-03-28T02:40:53Z,1880000,False,,,0,,G. Payton II bad pass out-of-bounds TURNOVER (1 TO),[1627780],1610612744.0,GSW,bad pass,,,Payton II,G. Payton II,,,,,Mid-Range,16-24 Left,,,,,,,1.0,,,,,,,,,,,,,
194,PT11M21.00S,2026-03-28T02:41:04.0Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1642364,69.56307490144546,82.84313725490196,1610612764,38,28,2026-03-28T02:41:09Z,1900000,False,164.0,234.0,1,right,J. Watkins 28' 3PT  (3 PTS) (A. Gill 1 AST),"[1642364, 1630264]",1610612764.0,WAS,,,,Watkins,J. Watkins,,,,,Above the Break 3,24+ Right Center,28.55,Made,3.0,A. Gill,1630264.0,1.0,,,,,,,,,,,,,,
196,PT11M09.00S,2026-03-28T02:41:16.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1627780,6.093955321944804,49.754901960784316,1610612744,38,28,2026-03-28T02:41:21Z,1920000,False,1.0,5.0,1,left,MISS G. Payton II cutting Layup,[1627780],1610612744.0,GSW,cutting,,,Payton II,G. Payton II,,,,,Restricted Area,0-8 Center,0.49,Missed,,,,,,,,,,,,,,,,,,
197,PT11M06.00S,2026-03-28T02:41:19.9Z,2,REGULAR,rebound,defensive,[],1642860,,,1610612764,38,28,2026-03-28T02:41:21Z,1930000,False,,,0,,W. Riley REBOUND (Off:0 Def:2),[1642860],1610612764.0,WAS,,,,Riley,W. Riley,,,,,Restricted Area,0-8 Center,,,,,,,,196.0,2.0,2.0,0.0,,,,,,,,,
198,PT11M01.00S,2026-03-28T02:41:23.8Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1630551,92.0335085413929,49.26470588235294,1610612764,38,30,2026-03-28T02:41:43Z,1940000,False,-4.0,22.0,1,right,J. Champagnie running Layup (2 PTS) (W. Riley 2 AST),"[1630551, 1642860]",1610612764.0,WAS,running,,,Champagnie,J. Champagnie,,,,,Restricted Area,0-8 Center,2.27,Made,2.0,W. Riley,1642860.0,2.0,,,,,,,,,,,,,,
200,PT10M38.00S,2026-03-28T02:41:47.6Z,2,REGULAR,2pt,Jump Shot,[],1630311,20.942838370565042,50.245098039215684,1610612744,40,30,2026-03-28T02:41:55Z,1960000,False,-1.0,144.0,1,left,P. Spencer 14' step back Jump Shot (9 PTS),[1630311],1610612744.0,GSW,step back,,,Spencer,P. Spencer,,,,,Mid-Range,8-16 Center,14.44,Made,9.0,,,,,,,,,,,,,,,,,
201,PT10M26.00S,2026-03-28T02:41:59.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630551,92.29632063074901,46.81372549019608,1610612764,40,32,2026-03-28T02:42:04Z,1970000,False,-16.0,20.0,1,right,J. Champagnie cutting Layup (4 PTS) (A. Gill 2 AST),"[1630551, 1630264]",1610612764.0,WAS,cutting,,,Champagnie,J. Champagnie,,,,,Restricted Area,0-8 Center,2.55,Made,4.0,A. Gill,1630264.0,2.0,,,,,,,,,,,,,,
203,PT10M10.00S,2026-03-28T02:42:15.3Z,2,REGULAR,2pt,Jump Shot,[],1630311,5.436925098554539,32.59803921568627,1610612744,40,32,2026-03-28T02:42:24Z,1990000,False,87.0,-1.0,1,left,MISS P. Spencer 8' Jump Shot,[1630311],1610612744.0,GSW,,,,Spencer,P. Spencer,,,,,Mid-Range,8-16 Right,8.7,Missed,,,,,,,,,,,,,,,,,,
204,PT10M09.00S,2026-03-28T02:42:16.3Z,2,REGULAR,rebound,offensive,[],1630611,,,1610612744,40,32,2026-03-28T02:56:11Z,2000000,False,,,0,,G. Santos REBOUND (Off:1 Def:1),[1630611],1610612744.0,GSW,,,,Santos,G. Santos,,,,,Mid-Range,8-16 Right,,,,,,,,203.0,2.0,1.0,1.0,,,,,,,,,
205,PT10M09.00S,2026-03-28T02:42:20.9Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630611,6.225361366622863,52.205882352941174,1610612744,42,32,2026-03-28T02:56:18Z,2010000,False,-11.0,6.0,1,left,G. Santos tip Layup (9 PTS),[1630611],1610612744.0,GSW,tip,,,Santos,G. Santos,,,,,Restricted Area,0-8 Center,1.25,Made,9.0,,,,,,,,,,,,,,,,,
206,PT09M50.00S,2026-03-28T02:42:35.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1642860,94.00459921156373,50.0,1610612764,42,34,2026-03-28T02:43:02Z,2020000,False,0.0,4.0,1,right,W. Riley driving Layup (2 PTS),[1642860],1610612764.0,WAS,driving,,,Riley,W. Riley,,,,,Restricted Area,0-8 Center,0.39,Made,2.0,,,,,,,,,,,,,,,,,
207,PT09M50.00S,2026-03-28T02:42:48.5Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612744,42,34,2026-03-28T02:42:48Z,2030000,False,,,0,,GSW Timeout,[],1610612744.0,GSW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208,PT09M35.00S,2026-03-28T02:46:04.6Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'defensivegoaltending']",1630611,7.145203679369246,51.96078431372549,1610612744,44,34,2026-03-28T02:57:10Z,2040000,False,-10.0,15.0,1,left,G. Santos driving Layup (11 PTS) (D. Green 5 AST),"[1630611, 203110]",1610612744.0,GSW,driving,,,Santos,G. Santos,,,,,Restricted Area,0-8 Center,1.77,Made,11.0,D. Green,203110.0,5.0,,,,,,,,,,,,,,
209,PT09M35.00S,2026-03-28T02:46:08.5Z,2,REGULAR,violation,defensive goaltending,[],1641778,,,1610612744,44,34,2026-03-28T02:46:26Z,2050000,False,,,0,,L. Black defensive goaltending VIOLATION,[1641778],1610612764.0,WAS,,,,Black,L. Black,,,,,,,,,,,,,,,,,,202026.0,,,,,,,,
344,PT09M20.00S,2026-03-28T02:46:20.9Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1641778,89.6681997371879,59.80392156862745,1610612764,44,34,2026-03-28T03:27:46Z,2060000,False,49.0,45.0,1,right,MISS L. Black 6' driving floating bank Shot - blocked,"[1641778, 1627780]",1610612764.0,WAS,driving floating bank,,,Black,L. Black,,,,,In The Paint (Non-RA),0-8 Center,6.63,Missed,,,,,,,,,,,,,,,Payton II,1627780.0,,
404,PT09M20.00S,2026-03-28T02:46:20.9Z,2,REGULAR,block,,[],1627780,,,1610612764,44,34,2026-03-28T03:31:50Z,2062500,False,,,0,,G. Payton II BLOCK (1 BLK),[1627780],1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
345,PT09M19.00S,2026-03-28T02:46:21.9Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612764,44,34,2026-03-28T03:14:18Z,2065000,False,,,0,,TEAM offensive REBOUND,[],1610612764.0,WAS,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,344.0,,,,,,,,,,,,
212,PT09M19.00S,2026-03-28T02:46:33.3Z,2,REGULAR,foul,personal,[],1630311,,,1610612764,44,34,2026-03-28T03:14:31Z,2070000,False,,,0,,P. Spencer loose ball personal FOUL (2 PF),"[1630311, 1630551]",1610612744.0,GSW,loose ball,,,Spencer,P. Spencer,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,1627963.0,2.0,0.0,Champagnie,1630551.0,,,,
214,PT09M07.00S,2026-03-28T02:47:05.0Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1642860,93.2161629434954,51.470588235294116,1610612764,44,36,2026-03-28T03:14:18Z,2090000,False,7.0,11.0,1,right,W. Riley driving finger roll Layup (4 PTS),[1642860],1610612764.0,WAS,driving finger roll,,,Riley,W. Riley,,,,,Restricted Area,0-8 Center,1.35,Made,4.0,,,,,,,,,,,,,,,,,
215,PT08M59.00S,2026-03-28T02:47:13.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1627780,7.539421813403408,52.69607843137255,1610612744,46,36,2026-03-28T02:47:16Z,2100000,False,-13.0,18.0,1,left,G. Payton II cutting Layup (5 PTS) (G. Santos 3 AST),"[1627780, 1630611]",1610612744.0,GSW,cutting,,,Payton II,G. Payton II,,,,,Restricted Area,0-8 Center,2.28,Made,5.0,G. Santos,1630611.0,3.0,,,,,,,,,,,,,,
217,PT08M42.00S,2026-03-28T02:47:28.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630264,93.87319316688567,46.568627450980394,1610612764,46,38,2026-03-28T02:47:39Z,2120000,False,-17.0,5.0,1,right,A. Gill cutting Layup (6 PTS) (W. Riley 3 AST),"[1630264, 1642860]",1610612764.0,WAS,cutting,,,Gill,A. Gill,,,,,Restricted Area,0-8 Center,1.79,Made,6.0,W. Riley,1642860.0,3.0,,,,,,,,,,,,,,
219,PT08M29.00S,2026-03-28T02:47:42.9Z,2,REGULAR,turnover,bad pass,[],1630611,,,1610612744,46,38,2026-03-28T02:47:48Z,2140000,False,,,0,,G. Santos bad pass TURNOVER (1 TO),"[1630611, 1630264]",1610612744.0,GSW,,,,Santos,G. Santos,,,,,Mid-Range,0-8 Center,,,,,,,1.0,,,,,,,,,,,,Gill,1630264.0
220,PT08M29.00S,2026-03-28T02:47:42.9Z,2,REGULAR,steal,,[],1630264,,,1610612764,46,38,2026-03-28T02:47:46Z,2150000,False,,,0,,A. Gill STEAL (1 STL),[1630264],1610612764.0,WAS,,,,Gill,A. Gill,,,,,Mid-Range,0-8 Center,,,,,,,,,,,,,,,,,,,,
221,PT08M21.00S,2026-03-28T02:47:51.6Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1641778,92.69053876478318,46.32352941176471,1610612764,46,40,2026-03-28T02:47:58Z,2160000,False,-18.0,16.0,1,right,L. Black driving Layup (2 PTS) (J. Champagnie 2 AST),"[1641778, 1630551]",1610612764.0,WAS,driving,,,Black,L. Black,,,,,Restricted Area,0-8 Center,2.45,Made,2.0,J. Champagnie,1630551.0,2.0,,,,,,,,,,,,,,
222,PT07M59.00S,2026-03-28T02:48:12.9Z,2,REGULAR,3pt,Jump Shot,[],1643018,28.695795006570307,19.117647058823522,1610612744,46,40,2026-03-28T02:48:16Z,2170000,False,154.0,217.0,1,left,MISS L. Cryer 26' 3PT,[1643018],1610612744.0,GSW,,,,Cryer,L. Cryer,,,,,Above the Break 3,24+ Right Center,26.65,Missed,,,,,,,,,,,,,,,,,,
223,PT07M57.00S,2026-03-28T02:48:14.9Z,2,REGULAR,rebound,defensive,[],1642364,,,1610612764,46,40,2026-03-28T02:48:16Z,2180000,False,,,0,,J. Watkins REBOUND (Off:0 Def:1),[1642364],1610612764.0,WAS,,,,Watkins,J. Watkins,,,,,Above the Break 3,24+ Right Center,,,,,,,,222.0,1.0,1.0,0.0,,,,,,,,,
224,PT07M43.00S,2026-03-28T02:48:29.0Z,2,REGULAR,3pt,Jump Shot,[],1630551,73.37385019710908,10.784313725490193,1610612764,46,40,2026-03-28T03:04:39Z,2190000,False,-196.0,198.0,1,right,MISS J. Champagnie 27' pullup 3PT,[1630551],1610612764.0,WAS,pullup,,,Champagnie,J. Champagnie,,,,,Above the Break 3,24+ Left Center,27.85,Missed,,,,,,,,,,,,,,,,,,
225,PT07M39.00S,2026-03-28T02:48:33.0Z,2,REGULAR,rebound,defensive,[],1630311,,,1610612744,46,40,2026-03-28T02:48:35Z,2200000,False,,,0,,P. Spencer REBOUND (Off:1 Def:1),[1630311],1610612744.0,GSW,,,,Spencer,P. Spencer,,,,,Above the Break 3,24+ Left Center,,,,,,,,224.0,2.0,1.0,1.0,,,,,,,,,
226,PT07M32.00S,2026-03-28T02:48:39.7Z,2,REGULAR,3pt,Jump Shot,[],1630611,26.19908015768725,13.725490196078425,1610612744,49,40,2026-03-28T02:48:45Z,2210000,False,181.0,194.0,1,left,G. Santos 26' 3PT  (14 PTS) (L. Cryer 1 AST),"[1630611, 1643018]",1610612744.0,GSW,,,,Santos,G. Santos,,,,,Above the Break 3,24+ Right Center,26.55,Made,14.0,L. Cryer,1643018.0,1.0,,,,,,,,,,,,,,
228,PT07M23.00S,2026-03-28T02:48:53.0Z,2,REGULAR,foul,personal,[],1627780,,,1610612764,49,40,2026-03-28T02:49:03Z,2230000,False,,,0,,G. Payton II personal FOUL (1 PF),"[1627780, 1642364]",1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,1627963.0,1.0,0.0,Watkins,1642364.0,,,,
230,PT07M23.00S,2026-03-28T02:49:01.8Z,2,REGULAR,substitution,out,[],1643018,,,1610612764,49,40,2026-03-28T02:49:16Z,2250000,False,,,0,,SUB out: L. Cryer,[1643018],1610612744.0,GSW,,,,Cryer,L. Cryer,,,,,,,,,,,,,,,,,,,,,,,,,,
231,PT07M23.00S,2026-03-28T02:49:01.8Z,2,REGULAR,substitution,out,[],1627780,,,1610612764,49,40,2026-03-28T02:49:16Z,2260000,False,,,0,,SUB out: G. Payton II,[1627780],1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,,,,,,,,,,,,,,,,,,,,,,
232,PT07M23.00S,2026-03-28T02:49:01.8Z,2,REGULAR,substitution,out,[],203110,,,1610612764,49,40,2026-03-28T02:49:16Z,2270000,False,,,0,,SUB out: D. Green,[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
233,PT07M23.00S,2026-03-28T02:49:01.8Z,2,REGULAR,substitution,out,[],1630611,,,1610612764,49,40,2026-03-28T02:49:16Z,2280000,False,,,0,,SUB out: G. Santos,[1630611],1610612744.0,GSW,,,,Santos,G. Santos,,,,,,,,,,,,,,,,,,,,,,,,,,
234,PT07M23.00S,2026-03-28T02:49:01.8Z,2,REGULAR,substitution,out,[],1630551,,,1610612764,49,40,2026-03-28T02:49:16Z,2290000,False,,,0,,SUB out: J. Champagnie,[1630551],1610612764.0,WAS,,,,Champagnie,J. Champagnie,,,,,,,,,,,,,,,,,,,,,,,,,,
235,PT07M23.00S,2026-03-28T02:49:01.8Z,2,REGULAR,substitution,out,[],1630264,,,1610612764,49,40,2026-03-28T02:49:16Z,2300000,False,,,0,,SUB out: A. Gill,[1630264],1610612764.0,WAS,,,,Gill,A. Gill,,,,,,,,,,,,,,,,,,,,,,,,,,
236,PT07M23.00S,2026-03-28T02:49:01.8Z,2,REGULAR,substitution,in,[],1642954,,,1610612764,49,40,2026-03-28T02:49:16Z,2310000,False,,,0,,SUB in: W. Richard,[1642954],1610612744.0,GSW,,,,Richard,W. Richard,,,,,,,,,,,,,,,,,,,,,,,,,,
237,PT07M23.00S,2026-03-28T02:49:01.8Z,2,REGULAR,substitution,in,[],1642502,,,1610612764,49,40,2026-03-28T02:49:16Z,2320000,False,,,0,,SUB in: M. Leons,[1642502],1610612744.0,GSW,,,,Leons,M. Leons,,,,,,,,,,,,,,,,,,,,,,,,,,
239,PT07M23.00S,2026-03-28T02:49:01.8Z,2,REGULAR,substitution,in,[],1641764,,,1610612764,49,40,2026-03-28T02:49:16Z,2340000,False,,,0,,SUB in: B. Podziemski,[1641764],1610612744.0,GSW,,,,Podziemski,B. Podziemski,,,,,,,,,,,,,,,,,,,,,,,,,,
240,PT07M23.00S,2026-03-28T02:49:01.8Z,2,REGULAR,substitution,in,[],1642848,,,1610612764,49,40,2026-03-28T02:49:16Z,2350000,False,,,0,,SUB in: T. Johnson,[1642848],1610612764.0,WAS,,,,Johnson,T. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
241,PT07M23.00S,2026-03-28T02:49:01.8Z,2,REGULAR,substitution,in,[],1642259,,,1610612764,49,40,2026-03-28T02:49:16Z,2360000,False,,,0,,SUB in: A. Sarr,[1642259],1610612764.0,WAS,,,,Sarr,A. Sarr,,,,,,,,,,,,,,,,,,,,,,,,,,
253,PT07M23.00S,2026-03-28T02:49:01.8Z,2,REGULAR,substitution,in,[],204001,,,1610612764,49,40,2026-03-28T02:50:57Z,2365000,False,,,0,,SUB in: K. Porziņģis,[204001],1610612744.0,GSW,,,,Porziņģis,K. Porziņģis,,,,,,,,,,,,,,,,,,,,,,,,,,
242,PT07M15.00S,2026-03-28T02:49:33.6Z,2,REGULAR,3pt,Jump Shot,[],1642259,69.03745072273324,73.77450980392157,1610612764,49,40,2026-03-28T02:49:40Z,2370000,False,119.0,239.0,1,right,MISS A. Sarr 26' 3PT,[1642259],1610612764.0,WAS,,,,Sarr,A. Sarr,,,,,Above the Break 3,24+ Right Center,26.65,Missed,,,,,,,,,,,,,,,,,,
243,PT07M14.00S,2026-03-28T02:49:36.8Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612744,49,40,2026-03-28T02:49:36Z,2380000,False,,,0,,TEAM defensive REBOUND,[],1610612744.0,GSW,,,,,,,,,,Above the Break 3,24+ Right Center,,,,,,,,242.0,,,,,,,,,,,,
245,PT06M58.00S,2026-03-28T02:49:58.7Z,2,REGULAR,3pt,Jump Shot,[],1642954,8.065045992115643,3.67647058823529,1610612744,52,40,2026-03-28T02:50:02Z,2400000,False,232.0,23.0,1,left,W. Richard 3PT  (8 PTS) (B. Podziemski 3 AST),"[1642954, 1641764]",1610612744.0,GSW,,,,Richard,W. Richard,,,,,Right Corner 3,24+ Right,23.28,Made,8.0,B. Podziemski,1641764.0,3.0,,,,,,,,,,,,,,
247,PT06M42.00S,2026-03-28T02:50:16.8Z,2,REGULAR,turnover,out-of-bounds,[],1642860,,,1610612764,52,40,2026-03-28T02:50:23Z,2420000,False,,,0,,W. Riley lost ball out-of-bounds TURNOVER (1 TO),[1642860],1610612764.0,WAS,lost ball,,,Riley,W. Riley,,,,,Mid-Range,8-16 Right,,,,,,,1.0,,,,,202026.0,,,,,,,,
249,PT06M28.00S,2026-03-28T02:50:36.8Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1642502,6.619579500657039,55.14705882352941,1610612744,52,40,2026-03-28T02:50:41Z,2440000,False,-26.0,10.0,1,left,MISS M. Leons cutting Layup,[1642502],1610612744.0,GSW,cutting,,,Leons,M. Leons,,,,,Restricted Area,0-8 Center,2.75,Missed,,,,,,,,,,,,,,,,,,
250,PT06M26.00S,2026-03-28T02:50:38.8Z,2,REGULAR,rebound,defensive,[],1642364,,,1610612764,52,40,2026-03-28T02:50:41Z,2450000,False,,,0,,J. Watkins REBOUND (Off:0 Def:2),[1642364],1610612764.0,WAS,,,,Watkins,J. Watkins,,,,,Restricted Area,0-8 Center,,,,,,,,249.0,2.0,2.0,0.0,,,,,,,,,
251,PT06M22.00S,2026-03-28T02:50:43.0Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1641778,92.0335085413929,1.9607843137254974,1610612764,52,40,2026-03-28T03:07:30Z,2460000,False,-240.0,22.0,1,right,MISS L. Black 24' running 3PT,[1641778],1610612764.0,WAS,running,,,Black,L. Black,,,,,Left Corner 3,24+ Left,24.12,Missed,,,,,,,,,,,,,,,,,,
252,PT06M18.00S,2026-03-28T02:50:47.0Z,2,REGULAR,rebound,defensive,[],204001,,,1610612744,52,40,2026-03-28T02:51:02Z,2470000,False,,,0,,K. Porziņģis REBOUND (Off:0 Def:3),[204001],1610612744.0,GSW,,,,Porziņģis,K. Porziņģis,,,,,Left Corner 3,24+ Left,,,,,,,,251.0,3.0,3.0,0.0,,,,,,,,,
254,PT06M06.00S,2026-03-28T02:50:59.7Z,2,REGULAR,3pt,Jump Shot,[],204001,28.56438896189225,83.08823529411765,1610612744,52,40,2026-03-28T02:51:07Z,2480000,False,-165.0,216.0,1,left,MISS K. Porziņģis 27' 3PT,[204001],1610612744.0,GSW,,,,Porziņģis,K. Porziņģis,,,,,Above the Break 3,24+ Left Center,27.21,Missed,,,,,,,,,,,,,,,,,,
255,PT06M04.00S,2026-03-28T02:51:01.2Z,2,REGULAR,rebound,defensive,[],1642364,,,1610612764,52,40,2026-03-28T02:51:01Z,2490000,False,,,0,,J. Watkins REBOUND (Off:0 Def:3),[1642364],1610612764.0,WAS,,,,Watkins,J. Watkins,,,,,Above the Break 3,24+ Left Center,,,,,,,,254.0,3.0,3.0,0.0,,,,,,,,,
256,PT05M58.00S,2026-03-28T02:51:07.0Z,2,REGULAR,3pt,Jump Shot,[],1642860,74.55650459921156,12.74509803921569,1610612764,52,40,2026-03-28T02:51:15Z,2500000,False,-186.0,187.0,1,right,MISS W. Riley 26' 3PT,[1642860],1610612764.0,WAS,,,,Riley,W. Riley,,,,,Above the Break 3,24+ Left Center,26.38,Missed,,,,,,,,,,,,,,,,,,
257,PT05M56.00S,2026-03-28T02:51:09.0Z,2,REGULAR,rebound,defensive,[],204001,,,1610612744,52,40,2026-03-28T02:51:15Z,2510000,False,,,0,,K. Porziņģis REBOUND (Off:0 Def:4),[204001],1610612744.0,GSW,,,,Porziņģis,K. Porziņģis,,,,,Above the Break 3,24+ Left Center,,,,,,,,256.0,4.0,4.0,0.0,,,,,,,,,
258,PT05M52.00S,2026-03-28T02:51:15.0Z,2,REGULAR,turnover,out-of-bounds,[],1630311,,,1610612744,52,40,2026-03-28T03:27:01Z,2520000,False,,,0,,P. Spencer bad pass out-of-bounds TURNOVER (1 TO),[1630311],1610612744.0,GSW,bad pass,,,Spencer,P. Spencer,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,1.0,,,,,1627963.0,,,,,,,,
260,PT05M52.00S,2026-03-28T02:51:34.7Z,2,REGULAR,substitution,out,[],1642364,,,1610612764,52,40,2026-03-28T02:51:40Z,2540000,False,,,0,,SUB out: J. Watkins,[1642364],1610612764.0,WAS,,,,Watkins,J. Watkins,,,,,,,,,,,,,,,,,,,,,,,,,,
261,PT05M52.00S,2026-03-28T02:51:34.7Z,2,REGULAR,substitution,in,[],1641731,,,1610612764,52,40,2026-03-28T02:51:40Z,2550000,False,,,0,,SUB in: B. Coulibaly,[1641731],1610612764.0,WAS,,,,Coulibaly,B. Coulibaly,,,,,,,,,,,,,,,,,,,,,,,,,,
263,PT05M47.00S,2026-03-28T02:51:51.8Z,2,REGULAR,foul,personal,[],1642954,,,1610612764,52,40,2026-03-28T02:51:56Z,2570000,False,,,0,,W. Richard personal FOUL (1 PF),"[1642954, 1642848]",1610612744.0,GSW,,,,Richard,W. Richard,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,1627963.0,1.0,0.0,Johnson,1642848.0,,,,
