actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,value
2,PT12M00.00S,2021-10-31T01:10:46.6Z,1,REGULAR,period,start,[],0,,,0,0,0,2021-10-31T01:10:46Z,20000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M55.00S,2021-10-31T01:10:50.0Z,1,REGULAR,jumpball,recovered,[],1629020,,,1610612750,0,0,2021-10-31T01:10:50Z,40000,,,0,,Jump Ball K. Towns vs. N. Jokic: Tip to J. Vanderbilt,"[1629020, 1626157, 203999]",1610612750.0,MIN,startperiod,J. Vanderbilt,1629020.0,Vanderbilt,J. Vanderbilt,Towns,1626157.0,Jokic,203999.0,,,,,,,,,,,,,,,,,,,,,
7,PT11M46.00S,2021-10-31T01:10:59.1Z,1,REGULAR,3pt,Jump Shot,[],1626156,21.50131406044678,11.27450980392157,1610612750,0,0,2021-10-31T01:11:06Z,70000,194.0,150.0,1,left,MISS D. Russell 24' 3PT,[1626156],1610612750.0,MIN,,,,Russell,D. Russell,,,,,24.47,Missed,,,,,,,,,,,,,,,,,,,
8,PT11M43.00S,2021-10-31T01:11:02.1Z,1,REGULAR,rebound,defensive,[],1629008,,,1610612743,0,0,2021-10-31T01:11:06Z,80000,,,0,,M. Porter Jr. REBOUND (Off:0 Def:1),[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
9,PT11M32.00S,2021-10-31T01:11:13.5Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1629008,82.34231274638634,41.66666666666667,1610612743,0,0,2021-10-31T01:12:04Z,90000,-42.0,113.0,1,right,MISS M. Porter Jr. 12' driving Hook,[1629008],1610612743.0,DEN,driving,,,Porter Jr.,M. Porter Jr.,,,,,12.09,Missed,,,,,,,,,,,,,,,,,,,
10,PT11M30.00S,2021-10-31T01:11:15.5Z,1,REGULAR,rebound,defensive,[],1630162,,,1610612750,0,0,2021-10-31T01:11:20Z,100000,,,0,,A. Edwards REBOUND (Off:0 Def:1),[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,,9.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
11,PT11M17.00S,2021-10-31T01:11:28.8Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1626157,5.995400788436268,50.49019607843137,1610612750,2,0,2021-10-31T01:11:34Z,110000,-2.0,4.0,1,left,K. Towns driving DUNK (2 PTS),[1626157],1610612750.0,MIN,driving,,,Towns,K. Towns,,,,,0.46,Made,,,,,2.0,,,,,,,,,,,,,,
12,PT10M52.00S,2021-10-31T01:11:53.0Z,1,REGULAR,2pt,Jump Shot,[],203999,91.14651773981603,69.11764705882352,1610612743,2,0,2021-10-31T01:11:58Z,120000,96.0,31.0,1,right,MISS N. Jokic 10' turnaround fadeaway Shot,[203999],1610612743.0,DEN,turnaround fadeaway,,,Jokic,N. Jokic,,,,,10.04,Missed,,,,,,,,,,,,,,,,,,,
13,PT10M50.00S,2021-10-31T01:11:55.0Z,1,REGULAR,rebound,defensive,[],1630183,,,1610612750,2,0,2021-10-31T01:11:58Z,130000,,,0,,J. McDaniels REBOUND (Off:0 Def:1),[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,,,12.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
14,PT10M45.00S,2021-10-31T01:12:00.7Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1626157,29.77989487516426,76.7156862745098,1610612750,5,0,2021-10-31T01:12:08Z,140000,-134.0,227.0,1,left,K. Towns 26' 3PT  (5 PTS) (D. Russell 1 AST),"[1626157, 1626156]",1610612750.0,MIN,,,,Towns,K. Towns,,,,,26.37,Made,,,,,5.0,D. Russell,1626156.0,1.0,,,,,,,,,,,
