actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,turnoverTotal,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,value
2,PT12M00.00S,2022-04-06T00:12:17.8Z,1,REGULAR,period,start,[],0,,,0,0,0,2022-04-06T00:12:17Z,20000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M59.00S,2022-04-06T00:12:19.8Z,1,REGULAR,jumpball,recovered,[],1630557,,,1610612764,0,0,2022-04-06T00:12:19Z,40000,,,0,,Jump Ball K. Porzingis vs. K. Towns: Tip to C. Kispert,"[1630557, 204001, 1626157]",1610612764.0,WAS,startperiod,C. Kispert,1630557.0,Kispert,C. Kispert,Porzingis,204001.0,Towns,1626157.0,,,,,,,,,,,,,,,,,,,,,
7,PT11M49.00S,2022-04-06T00:12:28.8Z,1,REGULAR,3pt,Jump Shot,[],203484,77.87450722733246,88.23529411764706,1610612764,0,0,2022-04-06T00:12:33Z,70000,191.0,155.0,1,right,MISS K. Caldwell-Pope 24' 3PT,[203484],1610612764.0,WAS,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,24.65,Missed,,,,,,,,,,,,,,,,,,,
8,PT11M46.00S,2022-04-06T00:12:31.8Z,1,REGULAR,rebound,defensive,[],1629020,,,1610612750,0,0,2022-04-06T00:12:33Z,80000,,,0,,J. Vanderbilt REBOUND (Off:0 Def:1),[1629020],1610612750.0,MIN,,,,Vanderbilt,J. Vanderbilt,,,,,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
9,PT11M30.00S,2022-04-06T00:12:47.4Z,1,REGULAR,3pt,Jump Shot,[],1626156,20.811432325886997,94.11764705882354,1610612750,0,0,2022-04-06T00:13:30Z,90000,-221.0,143.0,1,left,MISS D. Russell 26' 3PT,[1626156],1610612750.0,MIN,,,,Russell,D. Russell,,,,,26.29,Missed,,,,,,,,,,,,,,,,,,,
10,PT11M27.00S,2022-04-06T00:12:50.4Z,1,REGULAR,rebound,offensive,[],1626157,,,1610612750,0,0,2022-04-06T00:12:52Z,100000,,,0,,K. Towns REBOUND (Off:1 Def:0),[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,,,9.0,1.0,0.0,1.0,,,,,,,,,,,,,,,
11,PT11M25.00S,2022-04-06T00:12:52.4Z,1,REGULAR,2pt,Jump Shot,['2ndchance'],1626157,6.389618922470433,89.2156862745098,1610612750,0,0,2022-04-06T00:13:13Z,110000,-196.0,8.0,1,left,MISS K. Towns 19' Jump Shot,[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,19.62,Missed,,,,,,,,,,,,,,,,,,,
12,PT11M23.00S,2022-04-06T00:12:54.4Z,1,REGULAR,rebound,defensive,[],204001,,,1610612764,0,0,2022-04-06T00:12:57Z,120000,,,0,,K. Porzingis REBOUND (Off:0 Def:1),[204001],1610612764.0,WAS,,,,Porzingis,K. Porzingis,,,,,,,11.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
13,PT11M18.00S,2022-04-06T00:13:00.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",203107,93.24901445466492,50.245098039215684,1610612764,0,2,2022-04-06T00:13:05Z,130000,1.0,11.0,1,right,T. Satoransky driving Layup (2 PTS),[203107],1610612764.0,WAS,driving,,,Satoransky,T. Satoransky,,,,,1.11,Made,,,,,2.0,,,,,,,,,,,,,,
14,PT11M10.00S,2022-04-06T00:13:08.3Z,1,REGULAR,turnover,bad pass,[],1626156,,,1610612750,0,2,2022-04-06T00:13:22Z,140000,,,0,,D. Russell bad pass TURNOVER (1 TO),"[1626156, 1630557]",1610612750.0,MIN,,,,Russell,D. Russell,,,,,,,,,,,,1.0,Kispert,1630557.0,,,,,,,,,,,
