actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,value
272,PT04M39.00S,2022-02-26T02:00:36.5Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1629680,74.32654402102497,16.666666666666664,1610612755,43,49,2022-02-26T02:00:44Z,2700000,-167.0,189.0,1,right,MISS M. Thybulle 25' 3PT,[1629680],1610612755.0,PHI,,,,Thybulle,M. Thybulle,,,,,25.19,Missed,,,,,,,,,,,,,,,,,,,
273,PT04M36.00S,2022-02-26T02:00:39.5Z,2,REGULAR,rebound,defensive,[],1629020,,,1610612750,43,49,2022-02-26T02:00:44Z,2710000,,,0,,J. Vanderbilt REBOUND (Off:0 Def:4),[1629020],1610612750.0,MIN,,,,Vanderbilt,J. Vanderbilt,,,,,,,272.0,,,,,,,4.0,4.0,0.0,,,,,,,,,
274,PT04M27.00S,2022-02-26T02:00:51.9Z,2,REGULAR,foul,personal,[],203954,,,1610612750,43,49,2022-02-26T02:01:00Z,2720000,,,0,,J. Embiid personal FOUL (1 PF),"[203954, 1629020]",1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,1627962.0,1.0,0.0,Vanderbilt,1629020.0,,,,,,,,,,,,,
276,PT04M27.00S,2022-02-26T02:01:18.0Z,2,REGULAR,stoppage,blood rule,[],0,,,1610612750,43,49,2022-02-26T02:01:18Z,2740000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
277,PT04M22.00S,2022-02-26T02:02:19.3Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1626157,6.783837056504599,40.44117647058824,1610612750,43,49,2022-02-26T02:03:02Z,2750000,48.0,11.0,1,left,MISS K. Towns Hook,[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,4.91,Missed,,,,,,,,,,,,,,,,,,,
278,PT04M21.00S,2022-02-26T02:02:20.3Z,2,REGULAR,rebound,offensive,[],1629020,,,1610612750,43,49,2022-02-26T02:02:44Z,2760000,,,0,,J. Vanderbilt REBOUND (Off:1 Def:4),[1629020],1610612750.0,MIN,,,,Vanderbilt,J. Vanderbilt,,,,,,,277.0,,,,,,,5.0,4.0,1.0,,,,,,,,,
279,PT04M21.00S,2022-02-26T02:02:25.5Z,2,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1629020,5.590000152587891,50.0,1610612750,43,49,2022-02-26T02:02:51Z,2770000,0.0,0.0,1,left,MISS J. Vanderbilt tip Layup,[1629020],1610612750.0,MIN,tip,,,Vanderbilt,J. Vanderbilt,,,,,0.0,Missed,,,,,,,,,,,,,,,,,,,
280,PT04M19.00S,2022-02-26T02:02:27.5Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612750,43,49,2022-02-26T02:02:51Z,2780000,,,0,,TEAM offensive REBOUND,[],1610612750.0,MIN,,,,,,,,,,,,279.0,,,,,,,,,,,,,,,,,,
281,PT04M19.00S,2022-02-26T02:02:35.3Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612750,43,49,2022-02-26T02:02:35Z,2790000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
282,PT04M09.00S,2022-02-26T02:02:55.5Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1630162,10.5946123521682,37.745098039215684,1610612750,43,49,2022-02-26T02:03:01Z,2800000,61.0,47.0,1,left,MISS A. Edwards 7' pullup bank Shot,[1630162],1610612750.0,MIN,pullup bank,,,Edwards,A. Edwards,,,,,7.73,Missed,,,,,,,,,,,,,,,,,,,
283,PT04M07.00S,2022-02-26T02:02:57.5Z,2,REGULAR,rebound,defensive,[],1629680,,,1610612755,43,49,2022-02-26T02:03:01Z,2810000,,,0,,M. Thybulle REBOUND (Off:2 Def:1),[1629680],1610612755.0,PHI,,,,Thybulle,M. Thybulle,,,,,,,282.0,,,,,,,3.0,1.0,2.0,,,,,,,,,
284,PT04M04.00S,2022-02-26T02:03:01.0Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630178,93.51182654402102,48.28431372549019,1610612755,43,51,2022-02-26T02:03:07Z,2820000,-9.0,8.0,1,right,T. Maxey running Layup (12 PTS) (M. Thybulle 1 AST),"[1630178, 1629680]",1610612755.0,PHI,running,,,Maxey,T. Maxey,,,,,1.21,Made,,,,,,,12.0,,,,M. Thybulle,1629680.0,1.0,,,,,,
286,PT03M50.00S,2022-02-26T02:03:16.1Z,2,REGULAR,foul,personal,['2freethrow'],203954,,,1610612750,43,51,2022-02-26T02:03:22Z,2840000,,,0,,J. Embiid shooting personal FOUL (2 PF) (Vanderbilt 2 FT),"[203954, 1629020]",1610612755.0,PHI,shooting,,,Embiid,J. Embiid,,,,,,,,1626300.0,2.0,0.0,Vanderbilt,1629020.0,,,,,,,,,,,,,
288,PT03M50.00S,2022-02-26T02:03:48.8Z,2,REGULAR,freethrow,1 of 2,[],1629020,,,1610612750,43,51,2022-02-26T02:04:11Z,2860000,,,0,,MISS J. Vanderbilt Free Throw 1 of 2,[1629020],1610612750.0,MIN,,,,Vanderbilt,J. Vanderbilt,,,,,,Missed,,,,,,,,,,,,,,,,,,,
289,PT03M50.00S,2022-02-26T02:03:48.8Z,2,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612750,43,51,2022-02-26T02:04:11Z,2870000,,,0,,TEAM offensive REBOUND,[],1610612750.0,MIN,,,,,,,,,,,,288.0,,,,,,,,,,,,,,,,,,
290,PT03M50.00S,2022-02-26T02:03:48.8Z,2,REGULAR,freethrow,2 of 2,[],1629020,,,1610612750,43,51,2022-02-26T02:04:11Z,2880000,,,0,,MISS J. Vanderbilt Free Throw 2 of 2,[1629020],1610612750.0,MIN,,,,Vanderbilt,J. Vanderbilt,,,,,,Missed,,,,,,,,,,,,,,,,,,,
291,PT03M50.00S,2022-02-26T02:03:48.8Z,2,REGULAR,rebound,offensive,[],201976,,,1610612750,43,51,2022-02-26T02:04:11Z,2890000,,,0,,P. Beverley REBOUND (Off:2 Def:2),[201976],1610612750.0,MIN,,,,Beverley,P. Beverley,,,,,,,290.0,,,,,,,4.0,2.0,2.0,,,,,,,,,
292,PT03M50.00S,2022-02-26T02:04:07.2Z,2,REGULAR,foul,personal,[],203954,,,1610612750,43,51,2022-02-26T03:00:41Z,2900000,,,0,,J. Embiid personal FOUL (3 PF),"[203954, 201976]",1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,2530.0,3.0,0.0,Beverley,201976.0,,,,,,,,,,,,,
294,PT03M43.00S,2022-02-26T02:04:37.3Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1626156,11.908672798948752,49.50980392156863,1610612750,45,51,2022-02-26T02:05:26Z,2920000,2.0,59.0,1,left,D. Russell turnaround Jump Shot (13 PTS),[1626156],1610612750.0,MIN,turnaround,,,Russell,D. Russell,,,,,5.95,Made,,,,,,,13.0,,,,,,,,,,,,
295,PT03M43.00S,2022-02-26T02:04:39.6Z,2,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1630178,,,1610612750,45,51,2022-02-26T02:04:51Z,2930000,,,0,,T. Maxey shooting personal FOUL (2 PF) (Russell 1 FT),"[1630178, 1626156]",1610612755.0,PHI,shooting,,,Maxey,T. Maxey,,,,,,,,1626300.0,2.0,0.0,Russell,1626156.0,,,,,,,,,,,,,
297,PT03M43.00S,2022-02-26T02:05:03.5Z,2,REGULAR,freethrow,1 of 1,[],1626156,,,1610612750,46,51,2022-02-26T02:05:03Z,2950000,,,0,,D. Russell Free Throw 1 of 1 (14 PTS),[1626156],1610612750.0,MIN,,,,Russell,D. Russell,,,,,,Made,,,,,,,14.0,,,,,,,,,,,,
298,PT03M28.00S,2022-02-26T02:05:20.5Z,2,REGULAR,3pt,Jump Shot,[],1627777,74.58935611038108,15.441176470588236,1610612755,46,51,2022-02-26T02:05:28Z,2960000,-173.0,186.0,1,right,MISS G. Niang 25' 3PT,[1627777],1610612755.0,PHI,,,,Niang,G. Niang,,,,,25.42,Missed,,,,,,,,,,,,,,,,,,,
299,PT03M26.00S,2022-02-26T02:05:22.5Z,2,REGULAR,rebound,defensive,[],201976,,,1610612750,46,51,2022-02-26T02:05:40Z,2970000,,,0,,P. Beverley REBOUND (Off:2 Def:3),[201976],1610612750.0,MIN,,,,Beverley,P. Beverley,,,,,,,298.0,,,,,,,5.0,3.0,2.0,,,,,,,,,
300,PT03M20.00S,2022-02-26T02:05:30.8Z,2,REGULAR,turnover,out-of-bounds,[],201976,,,1610612750,46,51,2022-02-26T02:10:03Z,2980000,,,0,,P. Beverley bad pass out-of-bounds TURNOVER (3 TO),[201976],1610612750.0,MIN,bad pass,,,Beverley,P. Beverley,,,,,,,,2530.0,,,,,,,,,,,,3.0,,,,,
301,PT03M09.00S,2022-02-26T02:05:56.7Z,2,REGULAR,2pt,Jump Shot,['fromturnover'],203954,74.32654402102497,49.01960784313725,1610612755,46,51,2022-02-26T02:11:50Z,2990000,-5.0,189.0,1,right,MISS J. Embiid 18' fadeaway Shot,[203954],1610612755.0,PHI,fadeaway,,,Embiid,J. Embiid,,,,,18.89,Missed,,,,,,,,,,,,,,,,,,,
302,PT03M06.00S,2022-02-26T02:05:59.0Z,2,REGULAR,rebound,defensive,[],1626157,,,1610612750,46,51,2022-02-26T02:05:59Z,3000000,,,0,,K. Towns REBOUND (Off:0 Def:3),[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,,,301.0,,,,,,,3.0,3.0,0.0,,,,,,,,,
303,PT03M03.00S,2022-02-26T02:06:02.8Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1626156,31.882391590013142,57.35294117647059,1610612750,46,51,2022-02-26T02:06:14Z,3010000,-37.0,247.0,1,left,MISS D. Russell 24' pullup 3PT,[1626156],1610612750.0,MIN,pullup,,,Russell,D. Russell,,,,,24.99,Missed,,,,,,,,,,,,,,,,,,,
304,PT03M00.00S,2022-02-26T02:06:05.2Z,2,REGULAR,rebound,offensive,[],1626157,,,1610612750,46,51,2022-02-26T02:06:05Z,3020000,,,0,,K. Towns REBOUND (Off:1 Def:3),[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,,,303.0,,,,,,,4.0,3.0,1.0,,,,,,,,,
305,PT02M59.00S,2022-02-26T02:06:06.7Z,2,REGULAR,turnover,bad pass,[],1626157,,,1610612750,46,51,2022-02-26T02:06:17Z,3030000,,,0,,K. Towns bad pass TURNOVER (1 TO),"[1626157, 1629680]",1610612750.0,MIN,,,,Towns,K. Towns,,,,,,,,,,,,,,,,,,,,1.0,Thybulle,1629680.0,,,
306,PT02M59.00S,2022-02-26T02:06:06.7Z,2,REGULAR,steal,,[],1629680,,,1610612755,46,51,2022-02-26T02:06:10Z,3040000,,,0,,M. Thybulle STEAL (1 STL),[1629680],1610612755.0,PHI,,,,Thybulle,M. Thybulle,,,,,,,,,,,,,,,,,,,,,,,,,
307,PT02M55.00S,2022-02-26T02:06:12.8Z,2,REGULAR,turnover,out-of-bounds,[],1629680,,,1610612755,46,51,2022-02-26T02:06:23Z,3050000,,,0,,M. Thybulle bad pass out-of-bounds TURNOVER (1 TO),[1629680],1610612755.0,PHI,bad pass,,,Thybulle,M. Thybulle,,,,,,,,2530.0,,,,,,,,,,,,1.0,,,,,
308,PT02M55.00S,2022-02-26T02:06:22.0Z,2,REGULAR,substitution,out,[],1629680,,,1610612750,46,51,2022-02-26T02:06:38Z,3060000,,,0,,SUB out: M. Thybulle,[1629680],1610612755.0,PHI,,,,Thybulle,M. Thybulle,,,,,,,,,,,,,,,,,,,,,,,,,
309,PT02M55.00S,2022-02-26T02:06:22.0Z,2,REGULAR,substitution,out,[],1627777,,,1610612750,46,51,2022-02-26T02:06:38Z,3070000,,,0,,SUB out: G. Niang,[1627777],1610612755.0,PHI,,,,Niang,G. Niang,,,,,,,,,,,,,,,,,,,,,,,,,
310,PT02M55.00S,2022-02-26T02:06:22.0Z,2,REGULAR,substitution,in,[],201935,,,1610612750,46,51,2022-02-26T02:06:38Z,3080000,,,0,,SUB in: J. Harden,[201935],1610612755.0,PHI,,,,Harden,J. Harden,,,,,,,,,,,,,,,,,,,,,,,,,
311,PT02M55.00S,2022-02-26T02:06:22.0Z,2,REGULAR,substitution,in,[],202699,,,1610612750,46,51,2022-02-26T02:06:38Z,3090000,,,0,,SUB in: T. Harris,[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,,,,,,,,,,,,,,,,,,,,,
312,PT02M50.00S,2022-02-26T02:06:52.7Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630178,,,1610612750,46,51,2022-02-26T02:07:02Z,3100000,,,0,,T. Maxey personal FOUL (3 PF) (Russell 2 FT),"[1630178, 1626156]",1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,,,1626300.0,3.0,0.0,Russell,1626156.0,,,,,,,,,,,,,
314,PT02M50.00S,2022-02-26T02:07:19.1Z,2,REGULAR,freethrow,1 of 2,['fromturnover'],1626156,,,1610612750,47,51,2022-02-26T02:07:19Z,3120000,,,0,,D. Russell Free Throw 1 of 2 (15 PTS),[1626156],1610612750.0,MIN,,,,Russell,D. Russell,,,,,,Made,,,,,,,15.0,,,,,,,,,,,,
315,PT02M50.00S,2022-02-26T02:07:27.3Z,2,REGULAR,substitution,out,[],1630178,,,1610612750,47,51,2022-02-26T02:07:31Z,3130000,,,0,,SUB out: T. Maxey,[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,,,,,,,,,,,,,,,,,,,,
316,PT02M50.00S,2022-02-26T02:07:27.3Z,2,REGULAR,substitution,in,[],201980,,,1610612750,47,51,2022-02-26T02:07:31Z,3140000,,,0,,SUB in: D. Green,[201980],1610612755.0,PHI,,,,Green,D. Green,,,,,,,,,,,,,,,,,,,,,,,,,
317,PT02M50.00S,2022-02-26T02:07:43.4Z,2,REGULAR,freethrow,2 of 2,['fromturnover'],1626156,,,1610612750,48,51,2022-02-26T02:07:43Z,3150000,,,0,,D. Russell Free Throw 2 of 2 (16 PTS),[1626156],1610612750.0,MIN,,,,Russell,D. Russell,,,,,,Made,,,,,,,16.0,,,,,,,,,,,,
318,PT02M39.00S,2022-02-26T02:08:00.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203954,89.83245729303549,50.0,1610612755,48,53,2022-02-26T02:08:09Z,3160000,0.0,43.0,1,right,J. Embiid Layup (14 PTS) (J. Harden 4 AST),"[203954, 201935]",1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,4.31,Made,,,,,,,14.0,,,,J. Harden,201935.0,4.0,,,,,,
320,PT02M39.00S,2022-02-26T02:08:04.9Z,2,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1626156,,,1610612755,48,53,2022-02-26T02:08:18Z,3180000,,,0,,D. Russell shooting personal FOUL (1 PF) (Embiid 1 FT),"[1626156, 203954]",1610612750.0,MIN,shooting,,,Russell,D. Russell,,,,,,,,1626300.0,1.0,1.0,Embiid,203954.0,,,,,,,,,,,,,
322,PT02M39.00S,2022-02-26T02:08:13.3Z,2,REGULAR,substitution,out,[],1627788,,,1610612755,48,53,2022-02-26T02:08:17Z,3200000,,,0,,SUB out: F. Korkmaz,[1627788],1610612755.0,PHI,,,,Korkmaz,F. Korkmaz,,,,,,,,,,,,,,,,,,,,,,,,,
323,PT02M39.00S,2022-02-26T02:08:13.3Z,2,REGULAR,substitution,in,[],1629680,,,1610612755,48,53,2022-02-26T02:08:17Z,3210000,,,0,,SUB in: M. Thybulle,[1629680],1610612755.0,PHI,,,,Thybulle,M. Thybulle,,,,,,,,,,,,,,,,,,,,,,,,,
324,PT02M39.00S,2022-02-26T02:08:36.4Z,2,REGULAR,freethrow,1 of 1,[],203954,,,1610612755,48,53,2022-02-26T02:08:40Z,3220000,,,0,,MISS J. Embiid Free Throw 1 of 1,[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,Missed,,,,,,,,,,,,,,,,,,,
325,PT02M38.00S,2022-02-26T02:08:37.4Z,2,REGULAR,rebound,defensive,[],1629020,,,1610612750,48,53,2022-02-26T02:08:44Z,3230000,,,0,,J. Vanderbilt REBOUND (Off:1 Def:5),[1629020],1610612750.0,MIN,,,,Vanderbilt,J. Vanderbilt,,,,,,,324.0,,,,,,,6.0,5.0,1.0,,,,,,,,,
326,PT02M14.00S,2022-02-26T02:09:00.4Z,2,REGULAR,3pt,Jump Shot,[],201976,32.14520367936925,63.970588235294116,1610612750,48,53,2022-02-26T02:14:07Z,3240000,-70.0,250.0,1,left,MISS P. Beverley 25' step back 3PT,[201976],1610612750.0,MIN,step back,,,Beverley,P. Beverley,,,,,25.93,Missed,,,,,,,,,,,,,,,,,,,
327,PT02M11.00S,2022-02-26T02:09:02.8Z,2,REGULAR,rebound,offensive,[],1629020,,,1610612750,48,53,2022-02-26T02:09:02Z,3250000,,,0,,J. Vanderbilt REBOUND (Off:2 Def:5),[1629020],1610612750.0,MIN,,,,Vanderbilt,J. Vanderbilt,,,,,,,326.0,,,,,,,7.0,5.0,2.0,,,,,,,,,
328,PT02M10.00S,2022-02-26T02:09:04.1Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1629020,12.171484888304862,40.44117647058824,1610612750,48,53,2022-02-26T02:09:18Z,3260000,48.0,62.0,1,left,MISS J. Vanderbilt 7' Jump Shot,[1629020],1610612750.0,MIN,,,,Vanderbilt,J. Vanderbilt,,,,,7.82,Missed,,,,,,,,,,,,,,,,,,,
329,PT02M06.00S,2022-02-26T02:09:06.9Z,2,REGULAR,rebound,defensive,[],203954,,,1610612755,48,53,2022-02-26T02:09:06Z,3270000,,,0,,J. Embiid REBOUND (Off:0 Def:7),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,328.0,,,,,,,7.0,7.0,0.0,,,,,,,,,
330,PT02M04.00S,2022-02-26T02:09:14.2Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",201976,,,1610612755,48,53,2022-02-26T02:09:24Z,3280000,,,0,,P. Beverley shooting personal FOUL (3 PF) (Thybulle 2 FT),"[201976, 1629680]",1610612750.0,MIN,shooting,,,Beverley,P. Beverley,,,,,,,,2530.0,3.0,0.0,Thybulle,1629680.0,,,,,,,,,,,,,
332,PT02M04.00S,2022-02-26T02:09:41.5Z,2,REGULAR,timeout,full,['team'],0,,,1610612755,48,53,2022-02-26T02:09:41Z,3300000,,,0,,MIN Timeout,[],1610612750.0,MIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
333,PT02M04.00S,2022-02-26T02:09:45.5Z,2,REGULAR,instantreplay,challenge,[],0,,,1610612755,48,53,2022-02-26T02:10:51Z,3310000,,,0,,,[],1610612750.0,MIN,support,,,,,,,,,,,,2530.0,,,,,,,,,,,,,,,,,
334,PT02M04.00S,2022-02-26T02:11:02.6Z,2,REGULAR,substitution,out,[],203954,,,1610612755,48,53,2022-02-26T02:11:40Z,3320000,,,0,,SUB out: J. Embiid,[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,,,,,,,,,,,,,,,,,,
335,PT02M04.00S,2022-02-26T02:11:02.6Z,2,REGULAR,substitution,in,[],200794,,,1610612755,48,53,2022-02-26T02:11:40Z,3330000,,,0,,SUB in: P. Millsap,[200794],1610612755.0,PHI,,,,Millsap,P. Millsap,,,,,,,,,,,,,,,,,,,,,,,,,
336,PT02M04.00S,2022-02-26T02:11:50.9Z,2,REGULAR,freethrow,1 of 2,[],1629680,,,1610612755,48,54,2022-02-26T02:11:50Z,3340000,,,0,,M. Thybulle Free Throw 1 of 2 (3 PTS),[1629680],1610612755.0,PHI,,,,Thybulle,M. Thybulle,,,,,,Made,,,,,,,3.0,,,,,,,,,,,,
337,PT02M04.00S,2022-02-26T02:12:06.7Z,2,REGULAR,freethrow,2 of 2,[],1629680,,,1610612755,48,55,2022-02-26T02:12:06Z,3350000,,,0,,M. Thybulle Free Throw 2 of 2 (4 PTS),[1629680],1610612755.0,PHI,,,,Thybulle,M. Thybulle,,,,,,Made,,,,,,,4.0,,,,,,,,,,,,
338,PT01M52.00S,2022-02-26T02:12:20.9Z,2,REGULAR,3pt,Jump Shot,[],1630162,29.122864651773984,27.696078431372552,1610612750,48,55,2022-02-26T02:12:27Z,3360000,112.0,221.0,1,left,MISS A. Edwards 24' 3PT,[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,24.78,Missed,,,,,,,,,,,,,,,,,,,
339,PT01M49.00S,2022-02-26T02:12:23.9Z,2,REGULAR,rebound,defensive,[],1629680,,,1610612755,48,55,2022-02-26T02:12:50Z,3370000,,,0,,M. Thybulle REBOUND (Off:2 Def:2),[1629680],1610612755.0,PHI,,,,Thybulle,M. Thybulle,,,,,,,338.0,,,,,,,4.0,2.0,2.0,,,,,,,,,
340,PT01M44.00S,2022-02-26T02:12:29.6Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1626156,,,1610612755,48,55,2022-02-26T02:12:39Z,3380000,,,0,,D. Russell shooting personal FOUL (2 PF) (Harden 2 FT),"[1626156, 201935]",1610612750.0,MIN,shooting,,,Russell,D. Russell,,,,,,,,1627962.0,2.0,1.0,Harden,201935.0,,,,,,,,,,,,,
342,PT01M44.00S,2022-02-26T02:13:00.3Z,2,REGULAR,freethrow,1 of 2,['fastbreak'],201935,,,1610612755,48,56,2022-02-26T02:13:00Z,3400000,,,0,,J. Harden Free Throw 1 of 2 (12 PTS),[201935],1610612755.0,PHI,,,,Harden,J. Harden,,,,,,Made,,,,,,,12.0,,,,,,,,,,,,
343,PT01M44.00S,2022-02-26T02:13:02.1Z,2,REGULAR,substitution,out,[],201976,,,1610612755,48,56,2022-02-26T02:13:05Z,3410000,,,0,,SUB out: P. Beverley,[201976],1610612750.0,MIN,,,,Beverley,P. Beverley,,,,,,,,,,,,,,,,,,,,,,,,,
344,PT01M44.00S,2022-02-26T02:13:02.1Z,2,REGULAR,substitution,in,[],1629669,,,1610612755,48,56,2022-02-26T02:13:05Z,3420000,,,0,,SUB in: J. Nowell,[1629669],1610612750.0,MIN,,,,Nowell,J. Nowell,,,,,,,,,,,,,,,,,,,,,,,,,
345,PT01M44.00S,2022-02-26T02:13:18.5Z,2,REGULAR,freethrow,2 of 2,['fastbreak'],201935,,,1610612755,48,57,2022-02-26T02:13:18Z,3430000,,,0,,J. Harden Free Throw 2 of 2 (13 PTS),[201935],1610612755.0,PHI,,,,Harden,J. Harden,,,,,,Made,,,,,,,13.0,,,,,,,,,,,,
346,PT01M29.00S,2022-02-26T02:13:34.3Z,2,REGULAR,3pt,Jump Shot,[],1626156,26.62614980289093,80.14705882352942,1610612750,48,57,2022-02-26T02:13:39Z,3440000,-151.0,198.0,1,left,MISS D. Russell 24' 3PT,[1626156],1610612750.0,MIN,,,,Russell,D. Russell,,,,,24.87,Missed,,,,,,,,,,,,,,,,,,,
347,PT01M27.00S,2022-02-26T02:13:36.3Z,2,REGULAR,rebound,defensive,[],201980,,,1610612755,48,57,2022-02-26T02:13:39Z,3450000,,,0,,D. Green REBOUND (Off:0 Def:1),[201980],1610612755.0,PHI,,,,Green,D. Green,,,,,,,346.0,,,,,,,1.0,1.0,0.0,,,,,,,,,
348,PT01M26.00S,2022-02-26T02:13:37.9Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1629680,94.43166885676742,49.50980392156863,1610612755,48,59,2022-02-26T02:17:17Z,3460000,-2.0,0.0,1,right,M. Thybulle running DUNK (6 PTS) (J. Harden 5 AST),"[1629680, 201935]",1610612755.0,PHI,running,,,Thybulle,M. Thybulle,,,,,0.25,Made,,,,,,,6.0,,,,J. Harden,201935.0,5.0,,,,,,
350,PT01M13.00S,2022-02-26T02:13:56.0Z,2,REGULAR,foul,technical,"['inpenalty', '1freethrow']",201935,,,1610612750,48,59,2022-02-26T02:14:03Z,3480000,,,0,,J. Harden defensive-3-second technical FOUL (1 Tech),[201935],1610612755.0,PHI,defensive-3-second,,,Harden,J. Harden,,,,,,,,2530.0,2.0,1.0,,,,,,,,,,,,,,,
351,PT01M13.00S,2022-02-26T02:14:15.0Z,2,REGULAR,freethrow,1 of 1,[],1626156,,,1610612750,49,59,2022-02-26T02:14:15Z,3490000,,,0,,D. Russell technical Free Throw 1 of 1 (17 PTS),[1626156],1610612750.0,MIN,technical,,,Russell,D. Russell,,,,,,Made,,,,,,,17.0,,,,,,,,,,,,
352,PT01M07.00S,2022-02-26T02:14:33.7Z,2,REGULAR,turnover,lost ball,[],1626156,,,1610612750,49,59,2022-02-26T02:14:41Z,3500000,,,0,,D. Russell lost ball TURNOVER (2 TO),"[1626156, 1629680]",1610612750.0,MIN,,,,Russell,D. Russell,,,,,,,,,,,,,,,,,,,,2.0,Thybulle,1629680.0,,,
353,PT01M07.00S,2022-02-26T02:14:33.7Z,2,REGULAR,steal,,[],1629680,,,1610612755,49,59,2022-02-26T02:14:41Z,3510000,,,0,,M. Thybulle STEAL (2 STL),[1629680],1610612755.0,PHI,,,,Thybulle,M. Thybulle,,,,,,,,,,,,,,,,,,,,,,,,,
354,PT00M56.30S,2022-02-26T02:14:45.7Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],201935,69.99014454664915,69.36274509803921,1610612755,49,62,2022-02-26T02:14:53Z,3520000,97.0,230.0,1,right,J. Harden 24' 3PT step back (16 PTS),[201935],1610612755.0,PHI,step back,,,Harden,J. Harden,,,,,24.92,Made,,,,,,,16.0,,,,,,,,,,,,
355,PT00M56.30S,2022-02-26T02:14:50.4Z,2,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1629020,,,1610612755,49,62,2022-02-26T02:14:57Z,3530000,,,0,,J. Vanderbilt shooting personal FOUL (2 PF) (Harden 1 FT),"[1629020, 201935]",1610612750.0,MIN,shooting,,,Vanderbilt,J. Vanderbilt,,,,,,,,2530.0,2.0,0.0,Harden,201935.0,,,,,,,,,,,,,
357,PT00M56.30S,2022-02-26T02:15:21.9Z,2,REGULAR,freethrow,1 of 1,['fromturnover'],201935,,,1610612755,49,63,2022-02-26T02:15:21Z,3550000,,,0,,J. Harden Free Throw 1 of 1 (17 PTS),[201935],1610612755.0,PHI,,,,Harden,J. Harden,,,,,,Made,,,,,,,17.0,,,,,,,,,,,,
358,PT00M39.20S,2022-02-26T02:15:41.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629669,9.674770039421814,48.03921568627451,1610612750,49,63,2022-02-26T02:15:46Z,3560000,10.0,38.0,1,left,MISS J. Nowell driving finger roll Layup,[1629669],1610612750.0,MIN,driving finger roll,,,Nowell,J. Nowell,,,,,3.96,Missed,,,,,,,,,,,,,,,,,,,
359,PT00M37.30S,2022-02-26T02:15:43.0Z,2,REGULAR,rebound,offensive,[],1629020,,,1610612750,49,63,2022-02-26T02:15:43Z,3570000,,,0,,J. Vanderbilt REBOUND (Off:3 Def:5),[1629020],1610612750.0,MIN,,,,Vanderbilt,J. Vanderbilt,,,,,,,358.0,,,,,,,8.0,5.0,3.0,,,,,,,,,
