actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,value
528,PT08M56.00S,2021-12-07T02:54:36.3Z,4,REGULAR,substitution,out,[],1630183,,,1610612737,83,103,2021-12-07T02:54:41Z,5210000,,,0,,SUB out: J. McDaniels,[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,,,,,,,,,,,
529,PT08M56.00S,2021-12-07T02:54:36.3Z,4,REGULAR,substitution,in,[],1629020,,,1610612737,83,103,2021-12-07T02:54:41Z,5220000,,,0,,SUB in: J. Vanderbilt,[1629020],1610612750.0,MIN,,,,Vanderbilt,J. Vanderbilt,,,,,,,,,,,,,,,,,,,,,,,,,
530,PT08M44.00S,2021-12-07T02:55:09.2Z,4,REGULAR,turnover,bad pass,[],101150,,,1610612737,83,103,2021-12-07T02:55:14Z,5230000,,,0,,L. Williams bad pass TURNOVER (1 TO),"[101150, 1630162]",1610612737.0,ATL,,,,Williams,L. Williams,,,,,,,,,,,,,,,,,,1.0,Edwards,1630162.0,,,,,
531,PT08M44.00S,2021-12-07T02:55:09.2Z,4,REGULAR,steal,,[],1630162,,,1610612750,83,103,2021-12-07T02:55:11Z,5240000,,,0,,A. Edwards STEAL (2 STL),[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,
532,PT08M44.00S,2021-12-07T02:55:12.8Z,4,REGULAR,foul,personal,[],101150,,,1610612750,83,103,2021-12-07T02:55:20Z,5250000,,,0,,L. Williams take personal FOUL (3 PF),"[101150, 1630162]",1610612737.0,ATL,take,,,Williams,L. Williams,,,,,,,,,,,,,1627963.0,,,,,,,,3.0,0.0,Edwards,1630162.0,
534,PT08M32.00S,2021-12-07T02:55:38.9Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],1627736,94.56307490144546,95.34313725490196,1610612750,86,103,2021-12-07T02:55:44Z,5270000,227.0,-1.0,1,right,M. Beasley 3PT  (11 PTS) (A. Edwards 4 AST),"[1627736, 1630162]",1610612750.0,MIN,,,,Beasley,M. Beasley,,,,,22.67,Made,,,,,,,,11.0,A. Edwards,1630162.0,4.0,,,,,,,,
536,PT08M13.00S,2021-12-07T02:55:56.8Z,4,REGULAR,3pt,Jump Shot,[],203476,24.392247043363994,84.55882352941177,1610612737,86,103,2021-12-07T02:56:05Z,5290000,-173.0,177.0,1,left,MISS G. Dieng 24' 3PT,[203476],1610612737.0,ATL,,,,Dieng,G. Dieng,,,,,24.72,Missed,,,,,,,,,,,,,,,,,,,
537,PT08M11.00S,2021-12-07T02:55:58.8Z,4,REGULAR,rebound,defensive,['team'],0,,,1610612750,86,103,2021-12-07T02:56:05Z,5300000,,,0,,TEAM defensive REBOUND,[],1610612750.0,MIN,,,,,,,,,,,,,,536.0,,,,,,,,,,,,,,,,
538,PT08M11.00S,2021-12-07T02:56:03.0Z,4,REGULAR,stoppage,out-of-bounds,[],0,,,1610612750,86,103,2021-12-07T02:56:03Z,5310000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
539,PT08M03.00S,2021-12-07T02:56:21.0Z,4,REGULAR,2pt,Jump Shot,[],1630162,76.69185282522996,27.205882352941174,1610612750,86,103,2021-12-07T02:56:27Z,5320000,-114.0,167.0,1,right,MISS A. Edwards 20' pullup Shot,[1630162],1610612750.0,MIN,pullup,,,Edwards,A. Edwards,,,,,20.19,Missed,,,,,,,,,,,,,,,,,,,
540,PT08M00.00S,2021-12-07T02:56:24.0Z,4,REGULAR,rebound,defensive,[],201568,,,1610612737,86,103,2021-12-07T02:56:27Z,5330000,,,0,,D. Gallinari REBOUND (Off:0 Def:5),[201568],1610612737.0,ATL,,,,Gallinari,D. Gallinari,,,,,,,,,539.0,5.0,5.0,0.0,,,,,,,,,,,,,
541,PT07M47.00S,2021-12-07T02:56:37.6Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],101150,6.783837056504599,49.01960784313725,1610612737,86,105,2021-12-07T02:56:42Z,5340000,5.0,11.0,1,left,L. Williams driving finger roll Layup (5 PTS),[101150],1610612737.0,ATL,driving finger roll,,,Williams,L. Williams,,,,,1.23,Made,,,,,,,,5.0,,,,,,,,,,,
542,PT07M29.00S,2021-12-07T02:56:55.5Z,4,REGULAR,3pt,Jump Shot,[],1627736,89.83245729303549,94.85294117647058,1610612750,89,105,2021-12-07T02:57:00Z,5350000,224.0,43.0,1,right,M. Beasley 3PT  (14 PTS) (K. Towns 5 AST),"[1627736, 1626157]",1610612750.0,MIN,,,,Beasley,M. Beasley,,,,,22.84,Made,,,,,,,,14.0,K. Towns,1626157.0,5.0,,,,,,,,
544,PT07M05.00S,2021-12-07T02:57:19.4Z,4,REGULAR,2pt,Jump Shot,[],101150,22.28975032851511,25.735294117647058,1610612737,89,105,2021-12-07T02:57:24Z,5370000,121.0,157.0,1,left,MISS L. Williams 19' fadeaway Shot,[101150],1610612737.0,ATL,fadeaway,,,Williams,L. Williams,,,,,19.84,Missed,,,,,,,,,,,,,,,,,,,
545,PT07M03.00S,2021-12-07T02:57:21.4Z,4,REGULAR,rebound,defensive,[],1630162,,,1610612750,89,105,2021-12-07T02:57:24Z,5380000,,,0,,A. Edwards REBOUND (Off:0 Def:1),[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,,,,544.0,1.0,1.0,0.0,,,,,,,,,,,,,
546,PT07M02.00S,2021-12-07T02:57:25.7Z,4,REGULAR,foul,personal,[],203476,,,1610612750,89,105,2021-12-07T03:03:00Z,5390000,,,0,,G. Dieng take personal FOUL (3 PF),"[203476, 1630162]",1610612737.0,ATL,take,,,Dieng,G. Dieng,,,,,,,,,,,,,202041.0,,,,,,,,3.0,0.0,Edwards,1630162.0,
548,PT07M02.00S,2021-12-07T02:57:33.0Z,4,REGULAR,substitution,out,[],1626153,,,1610612750,89,105,2021-12-07T02:57:53Z,5410000,,,0,,SUB out: D. Wright,[1626153],1610612737.0,ATL,,,,Wright,D. Wright,,,,,,,,,,,,,,,,,,,,,,,,,
549,PT07M02.00S,2021-12-07T02:57:33.0Z,4,REGULAR,substitution,out,[],101150,,,1610612750,89,105,2021-12-07T02:57:53Z,5420000,,,0,,SUB out: L. Williams,[101150],1610612737.0,ATL,,,,Williams,L. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
550,PT07M02.00S,2021-12-07T02:57:33.0Z,4,REGULAR,substitution,out,[],203476,,,1610612750,89,105,2021-12-07T02:57:53Z,5430000,,,0,,SUB out: G. Dieng,[203476],1610612737.0,ATL,,,,Dieng,G. Dieng,,,,,,,,,,,,,,,,,,,,,,,,,
551,PT07M02.00S,2021-12-07T02:57:33.0Z,4,REGULAR,substitution,in,[],203991,,,1610612750,89,105,2021-12-07T02:57:53Z,5440000,,,0,,SUB in: C. Capela,[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,,,,,,,,,,,,,,,,,,,
552,PT07M02.00S,2021-12-07T02:57:33.0Z,4,REGULAR,substitution,in,[],1629027,,,1610612750,89,105,2021-12-07T02:57:53Z,5450000,,,0,,SUB in: T. Young,[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,,,,,,,,,,,,,,,,,,,
553,PT07M02.00S,2021-12-07T02:57:33.0Z,4,REGULAR,substitution,in,[],1628989,,,1610612750,89,105,2021-12-07T02:57:53Z,5460000,,,0,,SUB in: K. Huerter,[1628989],1610612737.0,ATL,,,,Huerter,K. Huerter,,,,,,,,,,,,,,,,,,,,,,,,,
554,PT06M56.00S,2021-12-07T02:58:06.3Z,4,REGULAR,3pt,Jump Shot,[],1627736,71.17279894875165,21.323529411764707,1610612750,89,105,2021-12-07T02:58:10Z,5470000,-143.0,218.0,1,right,MISS M. Beasley 26' 3PT,[1627736],1610612750.0,MIN,,,,Beasley,M. Beasley,,,,,26.14,Missed,,,,,,,,,,,,,,,,,,,
555,PT06M53.00S,2021-12-07T02:58:09.3Z,4,REGULAR,rebound,defensive,[],203991,,,1610612737,89,105,2021-12-07T02:58:10Z,5480000,,,0,,C. Capela REBOUND (Off:5 Def:8),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,,,554.0,13.0,8.0,5.0,,,,,,,,,,,,,
556,PT06M41.00S,2021-12-07T02:58:20.6Z,4,REGULAR,3pt,Jump Shot,[],1629027,31.09395532194481,36.27450980392157,1610612737,89,105,2021-12-07T02:58:25Z,5490000,69.0,240.0,1,left,MISS T. Young 24' step back 3PT,[1629027],1610612737.0,ATL,step back,,,Young,T. Young,,,,,24.94,Missed,,,,,,,,,,,,,,,,,,,
557,PT06M40.00S,2021-12-07T02:58:21.6Z,4,REGULAR,rebound,offensive,[],1629027,,,1610612737,89,105,2021-12-07T02:58:25Z,5500000,,,0,,T. Young REBOUND (Off:2 Def:4),[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,,,556.0,6.0,4.0,2.0,,,,,,,,,,,,,
558,PT06M37.00S,2021-12-07T02:58:25.0Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],1627789,23.73521681997372,12.745098039215685,1610612737,89,108,2021-12-07T02:58:29Z,5510000,186.0,171.0,1,left,T. Luwawu-Cabarrot 25' 3PT  (23 PTS) (T. Young 10 AST),"[1627789, 1629027]",1610612737.0,ATL,,,,Luwawu-Cabarrot,T. Luwawu-Cabarrot,,,,,25.26,Made,,,,,,,,23.0,T. Young,1629027.0,10.0,,,,,,,,
560,PT06M26.00S,2021-12-07T02:58:35.6Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630162,91.40932982917214,51.225490196078425,1610612750,89,108,2021-12-07T02:58:40Z,5530000,6.0,28.0,1,right,MISS A. Edwards driving Layup - blocked,"[1630162, 201568]",1610612750.0,MIN,driving,,,Edwards,A. Edwards,,,,,2.89,Missed,Gallinari,201568.0,,,,,,,,,,,,,,,,,
561,PT06M26.00S,2021-12-07T02:58:35.6Z,4,REGULAR,block,,[],201568,,,1610612750,89,108,2021-12-07T03:06:52Z,5540000,,,0,,D. Gallinari BLOCK (1 BLK),[201568],1610612737.0,ATL,,,,Gallinari,D. Gallinari,,,,,,,,,,,,,,,,,,,,,,,,,
562,PT06M23.00S,2021-12-07T02:58:38.6Z,4,REGULAR,rebound,offensive,[],1627736,,,1610612750,89,108,2021-12-07T02:58:40Z,5550000,,,0,,M. Beasley REBOUND (Off:1 Def:3),[1627736],1610612750.0,MIN,,,,Beasley,M. Beasley,,,,,,,,,560.0,4.0,3.0,1.0,,,,,,,,,,,,,
563,PT06M20.00S,2021-12-07T02:58:41.7Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],1630162,76.2976346911958,85.29411764705883,1610612750,92,108,2021-12-07T02:58:46Z,5560000,176.0,170.0,1,right,A. Edwards 24' 3PT  (18 PTS) (M. Beasley 3 AST),"[1630162, 1627736]",1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,24.53,Made,,,,,,,,18.0,M. Beasley,1627736.0,3.0,,,,,,,,
565,PT05M58.00S,2021-12-07T02:59:03.6Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627789,14.931011826544022,61.76470588235294,1610612737,92,108,2021-12-07T02:59:10Z,5580000,-59.0,88.0,1,left,MISS T. Luwawu-Cabarrot 10' pullup Shot,[1627789],1610612737.0,ATL,pullup,,,Luwawu-Cabarrot,T. Luwawu-Cabarrot,,,,,10.58,Missed,,,,,,,,,,,,,,,,,,,
566,PT05M55.00S,2021-12-07T02:59:06.2Z,4,REGULAR,rebound,defensive,[],1629162,,,1610612750,92,108,2021-12-07T02:59:06Z,5590000,,,0,,J. McLaughlin REBOUND (Off:1 Def:2),[1629162],1610612750.0,MIN,,,,McLaughlin,J. McLaughlin,,,,,,,,,565.0,3.0,2.0,1.0,,,,,,,,,,,,,
567,PT05M52.00S,2021-12-07T02:59:09.7Z,4,REGULAR,3pt,Jump Shot,['fastbreak'],1627736,73.14388961892247,78.92156862745098,1610612750,95,108,2021-12-07T02:59:17Z,5600000,145.0,200.0,1,right,M. Beasley 24' 3PT  (17 PTS) (J. McLaughlin 4 AST),"[1627736, 1629162]",1610612750.0,MIN,,,,Beasley,M. Beasley,,,,,24.67,Made,,,,,,,,17.0,J. McLaughlin,1629162.0,4.0,,,,,,,,
569,PT05M51.00S,2021-12-07T02:59:30.4Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612737,95,108,2021-12-07T02:59:30Z,5620000,,,0,,ATL Timeout,[],1610612737.0,ATL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
570,PT05M51.00S,2021-12-07T03:01:37.7Z,4,REGULAR,substitution,out,[],201568,,,1610612737,95,108,2021-12-07T03:01:45Z,5630000,,,0,,SUB out: D. Gallinari,[201568],1610612737.0,ATL,,,,Gallinari,D. Gallinari,,,,,,,,,,,,,,,,,,,,,,,,,
571,PT05M51.00S,2021-12-07T03:01:37.7Z,4,REGULAR,substitution,in,[],1628381,,,1610612737,95,108,2021-12-07T03:01:45Z,5640000,,,0,,SUB in: J. Collins,[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,,,,,,,,,,,,,,,,,,,,,
572,PT05M28.00S,2021-12-07T03:02:26.3Z,4,REGULAR,turnover,lost ball,[],1628989,,,1610612737,95,108,2021-12-07T03:02:35Z,5650000,,,0,,K. Huerter lost ball TURNOVER (2 TO),"[1628989, 1629162]",1610612737.0,ATL,,,,Huerter,K. Huerter,,,,,,,,,,,,,,,,,,2.0,McLaughlin,1629162.0,,,,,
573,PT05M28.00S,2021-12-07T03:02:26.3Z,4,REGULAR,steal,,[],1629162,,,1610612750,95,108,2021-12-07T03:02:28Z,5660000,,,0,,J. McLaughlin STEAL (1 STL),[1629162],1610612750.0,MIN,,,,McLaughlin,J. McLaughlin,,,,,,,,,,,,,,,,,,,,,,,,,
574,PT05M22.00S,2021-12-07T03:02:31.6Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],1627736,86.5473061760841,4.411764705882353,1610612750,98,108,2021-12-07T03:02:39Z,5670000,-228.0,74.0,1,right,M. Beasley 3PT step back (20 PTS) (A. Edwards 5 AST),"[1627736, 1630162]",1610612750.0,MIN,step back,,,Beasley,M. Beasley,,,,,23.96,Made,,,,,,,,20.0,A. Edwards,1630162.0,5.0,,,,,,,,
576,PT05M01.00S,2021-12-07T03:02:52.7Z,4,REGULAR,3pt,Jump Shot,[],1628381,10.33180026281209,5.392156862745098,1610612737,98,111,2021-12-07T03:02:57Z,5690000,223.0,45.0,1,left,J. Collins 3PT  (10 PTS) (C. Capela 3 AST),"[1628381, 203991]",1610612737.0,ATL,,,,Collins,J. Collins,,,,,22.74,Made,,,,,,,,10.0,C. Capela,203991.0,3.0,,,,,,,,
578,PT04M44.00S,2021-12-07T03:03:09.7Z,4,REGULAR,3pt,Jump Shot,[],1627736,94.95729303547962,96.32352941176471,1610612750,98,111,2021-12-07T03:03:14Z,5710000,232.0,-5.0,1,right,MISS M. Beasley 3PT,[1627736],1610612750.0,MIN,,,,Beasley,M. Beasley,,,,,23.17,Missed,,,,,,,,,,,,,,,,,,,
579,PT04M41.00S,2021-12-07T03:03:12.7Z,4,REGULAR,rebound,defensive,[],1627789,,,1610612737,98,111,2021-12-07T03:03:14Z,5720000,,,0,,T. Luwawu-Cabarrot REBOUND (Off:1 Def:1),[1627789],1610612737.0,ATL,,,,Luwawu-Cabarrot,T. Luwawu-Cabarrot,,,,,,,,,578.0,2.0,1.0,1.0,,,,,,,,,,,,,
580,PT04M30.00S,2021-12-07T03:03:23.5Z,4,REGULAR,3pt,Jump Shot,[],1628989,5.601182654402102,95.83333333333334,1610612737,98,111,2021-12-07T03:03:30Z,5730000,-229.0,0.0,1,left,MISS K. Huerter 3PT,[1628989],1610612737.0,ATL,,,,Huerter,K. Huerter,,,,,22.92,Missed,,,,,,,,,,,,,,,,,,,
581,PT04M26.00S,2021-12-07T03:03:27.5Z,4,REGULAR,rebound,defensive,[],1629020,,,1610612750,98,111,2021-12-07T03:03:30Z,5740000,,,0,,J. Vanderbilt REBOUND (Off:3 Def:7),[1629020],1610612750.0,MIN,,,,Vanderbilt,J. Vanderbilt,,,,,,,,,580.0,10.0,7.0,3.0,,,,,,,,,,,,,
582,PT04M16.00S,2021-12-07T03:03:37.4Z,4,REGULAR,3pt,Jump Shot,[],1629162,67.23061760840999,46.81372549019608,1610612750,98,111,2021-12-07T03:03:42Z,5750000,-16.0,256.0,1,right,MISS J. McLaughlin 25' 3PT,[1629162],1610612750.0,MIN,,,,McLaughlin,J. McLaughlin,,,,,25.6,Missed,,,,,,,,,,,,,,,,,,,
583,PT04M13.00S,2021-12-07T03:03:40.4Z,4,REGULAR,rebound,defensive,[],203991,,,1610612737,98,111,2021-12-07T03:03:42Z,5760000,,,0,,C. Capela REBOUND (Off:5 Def:9),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,,,582.0,14.0,9.0,5.0,,,,,,,,,,,,,
584,PT04M02.00S,2021-12-07T03:03:52.6Z,4,REGULAR,3pt,Jump Shot,[],1627789,6.258212877792378,3.1862745098039214,1610612737,98,111,2021-12-07T03:04:04Z,5770000,234.0,6.0,1,left,MISS T. Luwawu-Cabarrot 3PT,[1627789],1610612737.0,ATL,,,,Luwawu-Cabarrot,T. Luwawu-Cabarrot,,,,,23.42,Missed,,,,,,,,,,,,,,,,,,,
585,PT04M01.00S,2021-12-07T03:03:53.6Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612737,98,111,2021-12-07T03:04:04Z,5780000,,,0,,TEAM offensive REBOUND,[],1610612737.0,ATL,,,,,,,,,,,,,,584.0,,,,,,,,,,,,,,,,
586,PT04M01.00S,2021-12-07T03:03:58.3Z,4,REGULAR,foul,personal,[],1626157,,,1610612737,98,111,2021-12-07T03:04:19Z,5790000,,,0,,K. Towns loose ball personal FOUL (3 PF),"[1626157, 203991]",1610612750.0,MIN,loose ball,,,Towns,K. Towns,,,,,,,,,,,,,202027.0,,,,,,,,3.0,0.0,Capela,203991.0,
588,PT03M52.00S,2021-12-07T03:04:26.1Z,4,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1629027,12.302890932982917,44.11764705882353,1610612737,98,111,2021-12-07T03:04:30Z,5810000,29.0,63.0,1,left,MISS T. Young 6' driving floating Shot,[1629027],1610612737.0,ATL,driving floating,,,Young,T. Young,,,,,6.96,Missed,,,,,,,,,,,,,,,,,,,
589,PT03M50.00S,2021-12-07T03:04:28.1Z,4,REGULAR,rebound,defensive,[],1626157,,,1610612750,98,111,2021-12-07T03:04:30Z,5820000,,,0,,K. Towns REBOUND (Off:4 Def:11),[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,,,,,588.0,15.0,11.0,4.0,,,,,,,,,,,,,
590,PT03M47.00S,2021-12-07T03:04:31.1Z,4,REGULAR,3pt,Jump Shot,[],1630162,77.7431011826544,10.53921568627451,1610612750,98,111,2021-12-07T03:04:43Z,5830000,-197.0,157.0,1,right,MISS A. Edwards 25' 3PT,[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,25.2,Missed,,,,,,,,,,,,,,,,,,,
591,PT03M46.00S,2021-12-07T03:04:32.1Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612750,98,111,2021-12-07T03:04:43Z,5840000,,,0,,TEAM offensive REBOUND,[],1610612750.0,MIN,,,,,,,,,,,,,,590.0,,,,,,,,,,,,,,,,
592,PT03M46.00S,2021-12-07T03:04:36.8Z,4,REGULAR,foul,personal,[],203991,,,1610612750,98,111,2021-12-07T03:04:42Z,5850000,,,0,,C. Capela loose ball personal FOUL (1 PF),"[203991, 1629020]",1610612737.0,ATL,loose ball,,,Capela,C. Capela,,,,,,,,,,,,,202027.0,,,,,,,,1.0,0.0,Vanderbilt,1629020.0,
594,PT03M39.00S,2021-12-07T03:05:06.2Z,4,REGULAR,foul,personal,[],1628381,,,1610612750,98,111,2021-12-07T03:05:14Z,5870000,,,0,,J. Collins personal FOUL (4 PF),"[1628381, 1629162]",1610612737.0,ATL,,,,Collins,J. Collins,,,,,,,,,,,,,202027.0,,,,,,,,4.0,0.0,McLaughlin,1629162.0,
596,PT03M38.00S,2021-12-07T03:05:29.9Z,4,REGULAR,stoppage,out-of-bounds,[],0,,,1610612750,98,111,2021-12-07T03:05:29Z,5890000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
597,PT03M31.00S,2021-12-07T03:05:52.8Z,4,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1630162,92.72339027595268,54.41176470588235,1610612750,98,111,2021-12-07T03:10:15Z,5900000,22.0,16.0,1,right,MISS A. Edwards driving floating Shot,[1630162],1610612750.0,MIN,driving floating,,,Edwards,A. Edwards,,,,,2.72,Missed,,,,,,,,,,,,,,,,,,,
598,PT03M29.00S,2021-12-07T03:05:54.8Z,4,REGULAR,rebound,offensive,[],1629020,,,1610612750,98,111,2021-12-07T03:10:15Z,5910000,,,0,,J. Vanderbilt REBOUND (Off:4 Def:7),[1629020],1610612750.0,MIN,,,,Vanderbilt,J. Vanderbilt,,,,,,,,,597.0,11.0,7.0,4.0,,,,,,,,,,,,,
599,PT03M28.00S,2021-12-07T03:05:56.0Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1626157,92.9862023653088,53.18627450980392,1610612750,98,111,2021-12-07T03:06:09Z,5920000,16.0,13.0,1,right,MISS K. Towns Layup,[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,2.08,Missed,,,,,,,,,,,,,,,,,,,
600,PT03M25.00S,2021-12-07T03:05:59.0Z,4,REGULAR,rebound,defensive,[],203991,,,1610612737,98,111,2021-12-07T03:06:09Z,5930000,,,0,,C. Capela REBOUND (Off:5 Def:10),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,,,599.0,15.0,10.0,5.0,,,,,,,,,,,,,
601,PT03M12.00S,2021-12-07T03:06:11.4Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628381,15.719448094612352,40.68627450980392,1610612737,98,111,2021-12-07T03:06:16Z,5940000,47.0,95.0,1,left,MISS J. Collins 10' floating Shot - blocked,"[1628381, 1626157]",1610612737.0,ATL,floating,,,Collins,J. Collins,,,,,10.61,Missed,Towns,1626157.0,,,,,,,,,,,,,,,,,
602,PT03M12.00S,2021-12-07T03:06:11.4Z,4,REGULAR,block,,[],1626157,,,1610612737,98,111,2021-12-07T03:06:13Z,5950000,,,0,,K. Towns BLOCK (1 BLK),[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,,,,,,,,,,,,,,,,,,,,,
603,PT03M09.00S,2021-12-07T03:06:14.4Z,4,REGULAR,rebound,defensive,[],1627736,,,1610612750,98,111,2021-12-07T03:06:16Z,5960000,,,0,,M. Beasley REBOUND (Off:1 Def:4),[1627736],1610612750.0,MIN,,,,Beasley,M. Beasley,,,,,,,,,601.0,5.0,4.0,1.0,,,,,,,,,,,,,
604,PT03M08.00S,2021-12-07T03:06:16.0Z,4,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1627736,93.77463863337714,50.49019607843137,1610612750,100,111,2021-12-07T03:06:22Z,5970000,2.0,6.0,1,right,M. Beasley driving DUNK (22 PTS),[1627736],1610612750.0,MIN,driving,,,Beasley,M. Beasley,,,,,0.65,Made,,,,,,,,22.0,,,,,,,,,,,
606,PT02M39.00S,2021-12-07T03:07:00.6Z,4,REGULAR,stoppage,out-of-bounds,[],0,,,1610612737,100,111,2021-12-07T03:07:00Z,5990000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
607,PT02M39.00S,2021-12-07T03:07:30.1Z,4,REGULAR,timeout,full,['team'],0,,,1610612737,100,111,2021-12-07T03:07:30Z,6000000,,,0,,MIN Timeout,[],1610612750.0,MIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
608,PT02M32.00S,2021-12-07T03:09:50.3Z,4,REGULAR,2pt,Jump Shot,[],203991,16.507884362680684,77.20588235294117,1610612737,100,111,2021-12-07T03:09:54Z,6010000,-136.0,103.0,1,left,MISS C. Capela 17' Jump Shot,[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,17.04,Missed,,,,,,,,,,,,,,,,,,,
609,PT02M30.00S,2021-12-07T03:09:52.5Z,4,REGULAR,rebound,defensive,[],1629020,,,1610612750,100,111,2021-12-07T03:09:52Z,6020000,,,0,,J. Vanderbilt REBOUND (Off:4 Def:8),[1629020],1610612750.0,MIN,,,,Vanderbilt,J. Vanderbilt,,,,,,,,,608.0,12.0,8.0,4.0,,,,,,,,,,,,,
610,PT02M20.00S,2021-12-07T03:10:05.6Z,4,REGULAR,turnover,out-of-bounds,[],1630162,,,1610612750,100,111,2021-12-07T03:10:18Z,6030000,,,0,,A. Edwards lost ball out-of-bounds TURNOVER (4 TO),[1630162],1610612750.0,MIN,lost ball,,,Edwards,A. Edwards,,,,,,,,,,,,,,,,,,4.0,,,,,,,
611,PT01M57.00S,2021-12-07T03:10:40.8Z,4,REGULAR,2pt,Jump Shot,['fromturnover'],1628989,6.389618922470433,67.64705882352942,1610612737,100,113,2021-12-07T03:11:44Z,6040000,-88.0,8.0,1,left,K. Huerter 8' fadeaway Jump Shot (10 PTS) (T. Young 11 AST),"[1628989, 1629027]",1610612737.0,ATL,fadeaway,,,Huerter,K. Huerter,,,,,8.85,Made,,,,,,,,10.0,T. Young,1629027.0,11.0,,,,,,,,
613,PT01M41.00S,2021-12-07T03:11:00.2Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1627789,,,1610612750,100,113,2021-12-07T03:11:05Z,6060000,,,0,,T. Luwawu-Cabarrot personal FOUL (4 PF) (Edwards 2 FT),"[1627789, 1630162]",1610612737.0,ATL,,,,Luwawu-Cabarrot,T. Luwawu-Cabarrot,,,,,,,,,,,,,202027.0,,,,,,,,4.0,0.0,Edwards,1630162.0,
615,PT01M41.00S,2021-12-07T03:11:26.1Z,4,REGULAR,freethrow,1 of 2,[],1630162,,,1610612750,101,113,2021-12-07T03:11:26Z,6080000,,,0,,A. Edwards Free Throw 1 of 2 (19 PTS),[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,Made,,,,,,,,19.0,,,,,,,,,,,
616,PT01M41.00S,2021-12-07T03:11:41.7Z,4,REGULAR,freethrow,2 of 2,[],1630162,,,1610612750,102,113,2021-12-07T03:11:41Z,6090000,,,0,,A. Edwards Free Throw 2 of 2 (20 PTS),[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,Made,,,,,,,,20.0,,,,,,,,,,,
617,PT01M23.00S,2021-12-07T03:12:05.5Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629027,13.485545335085414,54.166666666666664,1610612737,102,115,2021-12-07T03:12:12Z,6100000,-21.0,74.0,1,left,T. Young 7' floating Jump Shot (26 PTS) (C. Capela 4 AST),"[1629027, 203991]",1610612737.0,ATL,floating,,,Young,T. Young,,,,,7.72,Made,,,,,,,,26.0,C. Capela,203991.0,4.0,,,,,,,,
