actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,turnoverTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,value
95,PT03M59.00S,2021-11-04T00:26:59.1Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1626157,68.41327201051249,37.745098039215684,1610612750,23,18,2021-11-04T00:27:03Z,940000,-61.0,244.0,1,right,K. Towns 25' 3PT  (5 PTS) (P. Beverley 5 AST),"[1626157, 201976]",1610612750.0,MIN,,,,Towns,K. Towns,,,,,,,,,,,25.2,Made,5.0,P. Beverley,201976.0,5.0,,,,,,,,,
97,PT03M38.00S,2021-11-04T00:27:19.9Z,1,REGULAR,turnover,bad pass,[],1626159,,,1610612746,23,18,2021-11-04T00:27:24Z,960000,,,0,,J. Winslow bad pass TURNOVER (1 TO),"[1626159, 1626157]",1610612746.0,LAC,,,,Winslow,J. Winslow,,,,,1.0,,,,,,,,,,,,,,,,Towns,1626157.0,,,
98,PT03M38.00S,2021-11-04T00:27:19.9Z,1,REGULAR,steal,,[],1626157,,,1610612750,23,18,2021-11-04T00:27:22Z,970000,,,0,,K. Towns STEAL (1 STL),[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,,,,,,,,,,,,,,,,,,,,,
99,PT03M30.00S,2021-11-04T00:27:28.1Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1630162,93.51182654402102,3.6764705882352944,1610612750,23,18,2021-11-04T00:27:33Z,980000,-232.0,8.0,1,right,MISS A. Edwards 3PT,[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,,,,,,23.18,Missed,,,,,,,,,,,,,
100,PT03M28.00S,2021-11-04T00:27:30.1Z,1,REGULAR,rebound,defensive,[],1628379,,,1610612746,23,18,2021-11-04T00:27:33Z,990000,,,0,,L. Kennard REBOUND (Off:0 Def:1),[1628379],1610612746.0,LAC,,,,Kennard,L. Kennard,,,,,,,,,,,,,,,,,99.0,1.0,1.0,0.0,,,,,
101,PT03M15.00S,2021-11-04T00:27:43.1Z,1,REGULAR,3pt,Jump Shot,[],202704,3.7614980289093296,3.1862745098039214,1610612746,23,21,2021-11-04T00:27:51Z,1000000,234.0,-17.0,1,left,R. Jackson 3PT fadeaway (13 PTS) (J. Winslow 1 AST),"[202704, 1626159]",1610612746.0,LAC,fadeaway,,,Jackson,R. Jackson,,,,,,,,,,,23.47,Made,13.0,J. Winslow,1626159.0,1.0,,,,,,,,,
103,PT03M14.00S,2021-11-04T00:27:50.8Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612750,23,21,2021-11-04T00:27:50Z,1020000,,,0,,MIN Timeout,[],1610612750.0,MIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,PT03M14.00S,2021-11-04T00:28:27.2Z,1,REGULAR,substitution,out,[],1630162,,,1610612750,23,21,2021-11-04T00:30:32Z,1030000,,,0,,SUB out: A. Edwards,[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,
105,PT03M14.00S,2021-11-04T00:28:27.2Z,1,REGULAR,substitution,out,[],1630183,,,1610612750,23,21,2021-11-04T00:30:32Z,1040000,,,0,,SUB out: J. McDaniels,[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,,,,,,,,,,,
106,PT03M14.00S,2021-11-04T00:28:27.2Z,1,REGULAR,substitution,out,[],201976,,,1610612750,23,21,2021-11-04T00:30:32Z,1050000,,,0,,SUB out: P. Beverley,[201976],1610612750.0,MIN,,,,Beverley,P. Beverley,,,,,,,,,,,,,,,,,,,,,,,,,
107,PT03M14.00S,2021-11-04T00:28:27.2Z,1,REGULAR,substitution,in,[],1629162,,,1610612750,23,21,2021-11-04T00:30:32Z,1060000,,,0,,SUB in: J. McLaughlin,[1629162],1610612750.0,MIN,,,,McLaughlin,J. McLaughlin,,,,,,,,,,,,,,,,,,,,,,,,,
108,PT03M14.00S,2021-11-04T00:28:27.2Z,1,REGULAR,substitution,in,[],1629020,,,1610612750,23,21,2021-11-04T00:30:32Z,1070000,,,0,,SUB in: J. Vanderbilt,[1629020],1610612750.0,MIN,,,,Vanderbilt,J. Vanderbilt,,,,,,,,,,,,,,,,,,,,,,,,,
109,PT03M14.00S,2021-11-04T00:28:27.2Z,1,REGULAR,substitution,in,[],1627752,,,1610612750,23,21,2021-11-04T00:30:32Z,1080000,,,0,,SUB in: T. Prince,[1627752],1610612750.0,MIN,,,,Prince,T. Prince,,,,,,,,,,,,,,,,,,,,,,,,,
110,PT02M53.00S,2021-11-04T00:31:02.9Z,1,REGULAR,3pt,Jump Shot,[],1627752,93.9060446780552,94.36274509803921,1610612750,23,21,2021-11-04T00:31:09Z,1090000,222.0,5.0,1,right,MISS T. Prince 3PT,[1627752],1610612750.0,MIN,,,,Prince,T. Prince,,,,,,,,,,,22.19,Missed,,,,,,,,,,,,,
111,PT02M48.00S,2021-11-04T00:31:07.9Z,1,REGULAR,rebound,defensive,[],1628379,,,1610612746,23,21,2021-11-04T00:31:09Z,1100000,,,0,,L. Kennard REBOUND (Off:0 Def:2),[1628379],1610612746.0,LAC,,,,Kennard,L. Kennard,,,,,,,,,,,,,,,,,110.0,2.0,2.0,0.0,,,,,
112,PT02M43.00S,2021-11-04T00:31:12.3Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1628379,30.042706964520367,28.186274509803923,1610612746,23,21,2021-11-04T00:32:53Z,1110000,109.0,230.0,1,left,MISS L. Kennard 25' running 3PT,[1628379],1610612746.0,LAC,running,,,Kennard,L. Kennard,,,,,,,,,,,25.45,Missed,,,,,,,,,,,,,
113,PT02M41.00S,2021-11-04T00:31:14.3Z,1,REGULAR,rebound,defensive,[],1629020,,,1610612750,23,21,2021-11-04T00:31:19Z,1120000,,,0,,J. Vanderbilt REBOUND (Off:0 Def:1),[1629020],1610612750.0,MIN,,,,Vanderbilt,J. Vanderbilt,,,,,,,,,,,,,,,,,112.0,1.0,1.0,0.0,,,,,
114,PT02M28.00S,2021-11-04T00:31:28.0Z,1,REGULAR,3pt,Jump Shot,[],1627736,94.30026281208936,3.431372549019608,1610612750,23,21,2021-11-04T00:31:33Z,1130000,-233.0,1.0,1,right,MISS M. Beasley 3PT,[1627736],1610612750.0,MIN,,,,Beasley,M. Beasley,,,,,,,,,,,23.28,Missed,,,,,,,,,,,,,
115,PT02M25.00S,2021-11-04T00:31:31.0Z,1,REGULAR,rebound,defensive,[],202704,,,1610612746,23,21,2021-11-04T00:31:33Z,1140000,,,0,,R. Jackson REBOUND (Off:0 Def:3),[202704],1610612746.0,LAC,,,,Jackson,R. Jackson,,,,,,,,,,,,,,,,,114.0,3.0,3.0,0.0,,,,,
116,PT02M16.00S,2021-11-04T00:31:39.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1626159,5.863994743758213,53.92156862745098,1610612746,23,23,2021-11-04T00:31:45Z,1150000,-20.0,3.0,1,left,J. Winslow cutting Layup (2 PTS) (T. Mann 1 AST),"[1626159, 1629611]",1610612746.0,LAC,cutting,,,Winslow,J. Winslow,,,,,,,,,,,1.98,Made,2.0,T. Mann,1629611.0,1.0,,,,,,,,,
118,PT02M01.00S,2021-11-04T00:31:54.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627752,82.07950065703022,43.872549019607845,1610612750,23,23,2021-11-04T00:32:00Z,1170000,-31.0,116.0,1,right,MISS T. Prince 12' turnaround Shot,[1627752],1610612750.0,MIN,turnaround,,,Prince,T. Prince,,,,,,,,,,,12.0,Missed,,,,,,,,,,,,,
119,PT02M00.00S,2021-11-04T00:31:55.8Z,1,REGULAR,rebound,defensive,[],1628379,,,1610612746,23,23,2021-11-04T00:32:43Z,1180000,,,0,,L. Kennard REBOUND (Off:0 Def:3),[1628379],1610612746.0,LAC,,,,Kennard,L. Kennard,,,,,,,,,,,,,,,,,118.0,3.0,3.0,0.0,,,,,
120,PT01M53.00S,2021-11-04T00:32:02.8Z,1,REGULAR,3pt,Jump Shot,[],1626159,23.47240473061761,83.82352941176471,1610612746,23,23,2021-11-04T00:34:09Z,1190000,-169.0,168.0,1,left,MISS J. Winslow running 3PT,[1626159],1610612746.0,LAC,running,,,Winslow,J. Winslow,,,,,,,,,,,23.84,Missed,,,,,,,,,,,,,
121,PT01M51.00S,2021-11-04T00:32:04.8Z,1,REGULAR,rebound,defensive,[],1626157,,,1610612750,23,23,2021-11-04T00:32:29Z,1200000,,,0,,K. Towns REBOUND (Off:0 Def:3),[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,,,,,,,,,,,,,120.0,3.0,3.0,0.0,,,,,
122,PT01M44.00S,2021-11-04T00:32:12.8Z,1,REGULAR,turnover,out-of-bounds,[],1629162,,,1610612750,23,23,2021-11-04T00:32:20Z,1210000,,,0,,J. McLaughlin bad pass out-of-bounds TURNOVER (1 TO),[1629162],1610612750.0,MIN,bad pass,,,McLaughlin,J. McLaughlin,,,,,1.0,1628954.0,,,,,,,,,,,,,,,,,,,
123,PT01M30.00S,2021-11-04T00:32:46.5Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1628379,15.982260183968464,62.00980392156863,1610612746,23,25,2021-11-04T00:32:51Z,1220000,-60.0,98.0,1,left,L. Kennard 11' pullup Jump Shot (2 PTS) (R. Jackson 2 AST),"[1628379, 202704]",1610612746.0,LAC,pullup,,,Kennard,L. Kennard,,,,,,,,,,,11.47,Made,2.0,R. Jackson,202704.0,2.0,,,,,,,,,
125,PT01M08.00S,2021-11-04T00:33:09.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627736,80.89684625492772,56.127450980392155,1610612750,23,25,2021-11-04T00:33:15Z,1240000,31.0,127.0,1,right,MISS M. Beasley 13' pullup Shot,[1627736],1610612750.0,MIN,pullup,,,Beasley,M. Beasley,,,,,,,,,,,13.07,Missed,,,,,,,,,,,,,
126,PT01M05.00S,2021-11-04T00:33:12.1Z,1,REGULAR,rebound,offensive,[],1626157,,,1610612750,23,25,2021-11-04T00:33:15Z,1250000,,,0,,K. Towns REBOUND (Off:1 Def:3),[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,,,,,,,,,,,,,125.0,4.0,3.0,1.0,,,,,
127,PT01M04.00S,2021-11-04T00:33:13.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1626157,93.11760840998686,55.63725490196079,1610612750,23,25,2021-11-04T00:35:54Z,1260000,28.0,12.0,1,right,MISS K. Towns putback Layup,[1626157],1610612750.0,MIN,putback,,,Towns,K. Towns,,,,,,,,,,,3.07,Missed,,,,,,,,,,,,,
128,PT01M04.00S,2021-11-04T00:33:13.8Z,1,REGULAR,rebound,defensive,[],1629611,,,1610612746,23,25,2021-11-04T00:33:20Z,1270000,,,0,,T. Mann REBOUND (Off:0 Def:1),[1629611],1610612746.0,LAC,,,,Mann,T. Mann,,,,,,,,,,,,,,,,,127.0,1.0,1.0,0.0,,,,,
129,PT00M57.20S,2021-11-04T00:33:20.6Z,1,REGULAR,2pt,Jump Shot,"['fastbreak', 'pointsinthepaint']",1629611,11.251642575558476,37.99019607843137,1610612746,23,25,2021-11-04T00:33:26Z,1280000,60.0,53.0,1,left,MISS T. Mann 8' pullup Shot,[1629611],1610612746.0,LAC,pullup,,,Mann,T. Mann,,,,,,,,,,,8.03,Missed,,,,,,,,,,,,,
130,PT00M54.10S,2021-11-04T00:33:23.7Z,1,REGULAR,rebound,defensive,[],1626157,,,1610612750,23,25,2021-11-04T00:33:26Z,1290000,,,0,,K. Towns REBOUND (Off:1 Def:4),[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,,,,,,,,,,,,,129.0,5.0,4.0,1.0,,,,,
131,PT00M45.00S,2021-11-04T00:33:32.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629020,93.24901445466492,53.67647058823529,1610612750,23,25,2021-11-04T00:33:41Z,1300000,18.0,11.0,1,right,MISS J. Vanderbilt reverse Layup - blocked,"[1629020, 1626159]",1610612750.0,MIN,reverse,,,Vanderbilt,J. Vanderbilt,,,,,,,,,,,2.14,Missed,,,,,,,,,,,Winslow,1626159.0,
132,PT00M45.00S,2021-11-04T00:33:32.9Z,1,REGULAR,block,,[],1626159,,,1610612750,23,25,2021-11-04T00:33:36Z,1310000,,,0,,J. Winslow BLOCK (1 BLK),[1626159],1610612746.0,LAC,,,,Winslow,J. Winslow,,,,,,,,,,,,,,,,,,,,,,,,,
133,PT00M43.40S,2021-11-04T00:33:34.5Z,1,REGULAR,rebound,defensive,[],1628379,,,1610612746,23,25,2021-11-04T00:34:01Z,1320000,,,0,,L. Kennard REBOUND (Off:0 Def:4),[1628379],1610612746.0,LAC,,,,Kennard,L. Kennard,,,,,,,,,,,,,,,,,131.0,4.0,4.0,0.0,,,,,
134,PT00M40.90S,2021-11-04T00:33:38.1Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1629611,7.046649145860711,44.6078431372549,1610612746,23,27,2021-11-04T00:37:53Z,1330000,27.0,14.0,1,left,T. Mann running finger roll Layup (2 PTS) (L. Kennard 1 AST),"[1629611, 1628379]",1610612746.0,LAC,running finger roll,,,Mann,T. Mann,,,,,,,,,,,3.03,Made,2.0,L. Kennard,1628379.0,1.0,,,,,,,,,
136,PT00M29.30S,2021-11-04T00:33:54.1Z,1,REGULAR,turnover,out-of-bounds,[],1629020,,,1610612750,23,27,2021-11-04T00:34:11Z,1350000,,,0,,J. Vanderbilt bad pass out-of-bounds TURNOVER (1 TO),[1629020],1610612750.0,MIN,bad pass,,,Vanderbilt,J. Vanderbilt,,,,,1.0,2002.0,,,,,,,,,,,,,,,,,,,
138,PT00M10.20S,2021-11-04T00:34:21.1Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",202704,12.434296977660972,35.049019607843135,1610612746,23,27,2021-11-04T00:34:30Z,1370000,75.0,64.0,1,left,MISS R. Jackson 9' driving floating bank Shot,[202704],1610612746.0,LAC,driving floating bank,,,Jackson,R. Jackson,,,,,,,,,,,9.87,Missed,,,,,,,,,,,,,
139,PT00M07.00S,2021-11-04T00:34:24.3Z,1,REGULAR,rebound,offensive,[],1628392,,,1610612746,23,27,2021-11-04T00:34:24Z,1380000,,,0,,I. Hartenstein REBOUND (Off:1 Def:0),[1628392],1610612746.0,LAC,,,,Hartenstein,I. Hartenstein,,,,,,,,,,,,,,,,,138.0,1.0,0.0,1.0,,,,,
140,PT00M05.30S,2021-11-04T00:34:30.5Z,1,REGULAR,foul,personal,[],1627752,,,1610612746,23,27,2021-11-04T00:34:42Z,1390000,,,0,,T. Prince personal FOUL (1 PF),"[1627752, 1629611]",1610612750.0,MIN,,,,Prince,T. Prince,,,,,,1830.0,1.0,0.0,Mann,1629611.0,,,,,,,,,,,,,,,
142,PT00M00.70S,2021-11-04T00:35:05.7Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1626159,6.521024967148489,3.9215686274509802,1610612746,23,27,2021-11-04T00:35:13Z,1410000,230.0,9.0,1,left,MISS J. Winslow 3PT,[1626159],1610612746.0,LAC,,,,Winslow,J. Winslow,,,,,,,,,,,23.06,Missed,,,,,,,,,,,,,
143,PT00M00.70S,2021-11-04T00:35:05.7Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612746,23,27,2021-11-04T00:35:13Z,1420000,,,0,,TEAM offensive REBOUND,[],1610612746.0,LAC,,,,,,,,,,,,,,,,,,,,,,142.0,,,,,,,,
144,PT00M00.00S,2021-11-04T00:35:19.0Z,1,REGULAR,period,end,[],0,,,1610612746,23,27,2021-11-04T00:35:19Z,1430000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,PT12M00.00S,2021-11-04T00:37:20.1Z,2,REGULAR,substitution,out,['startperiod'],1626157,,,1610612746,23,27,2021-11-04T00:37:45Z,1440000,,,0,,SUB out: K. Towns,[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,,,,,,,,,,,,,,,,,,,,,
146,PT12M00.00S,2021-11-04T00:37:20.1Z,2,REGULAR,substitution,out,['startperiod'],202704,,,1610612746,23,27,2021-11-04T00:37:45Z,1450000,,,0,,SUB out: R. Jackson,[202704],1610612746.0,LAC,,,,Jackson,R. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,
147,PT12M00.00S,2021-11-04T00:37:20.1Z,2,REGULAR,substitution,out,['startperiod'],1626159,,,1610612746,23,27,2021-11-04T00:37:45Z,1460000,,,0,,SUB out: J. Winslow,[1626159],1610612746.0,LAC,,,,Winslow,J. Winslow,,,,,,,,,,,,,,,,,,,,,,,,,
148,PT12M00.00S,2021-11-04T00:37:20.1Z,2,REGULAR,substitution,in,['startperiod'],1629675,,,1610612746,23,27,2021-11-04T00:37:45Z,1470000,,,0,,SUB in: N. Reid,[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,,,,,,,,,,,,,,,,,,,,,
149,PT12M00.00S,2021-11-04T00:37:20.1Z,2,REGULAR,substitution,in,['startperiod'],202339,,,1610612746,23,27,2021-11-04T00:37:45Z,1480000,,,0,,SUB in: E. Bledsoe,[202339],1610612746.0,LAC,,,,Bledsoe,E. Bledsoe,,,,,,,,,,,,,,,,,,,,,,,,,
150,PT12M00.00S,2021-11-04T00:37:20.1Z,2,REGULAR,substitution,in,['startperiod'],202331,,,1610612746,23,27,2021-11-04T00:37:45Z,1490000,,,0,,SUB in: P. George,[202331],1610612746.0,LAC,,,,George,P. George,,,,,,,,,,,,,,,,,,,,,,,,,
151,PT12M00.00S,2021-11-04T00:37:56.0Z,2,REGULAR,period,start,[],0,,,1610612750,23,27,2021-11-04T00:37:56Z,1500000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,PT11M47.00S,2021-11-04T00:38:08.7Z,2,REGULAR,3pt,Jump Shot,[],1629162,68.01905387647832,46.32352941176471,1610612750,26,27,2021-11-04T00:38:13Z,1510000,-18.0,248.0,1,right,J. McLaughlin 24' 3PT pullup (3 PTS),[1629162],1610612750.0,MIN,pullup,,,McLaughlin,J. McLaughlin,,,,,,,,,,,24.88,Made,3.0,,,,,,,,,,,,
153,PT11M34.00S,2021-11-04T00:38:23.3Z,2,REGULAR,foul,personal,['2freethrow'],1627752,,,1610612746,26,27,2021-11-04T00:38:36Z,1520000,,,0,,T. Prince shooting personal FOUL (2 PF) (Mann 2 FT),"[1627752, 1629611]",1610612750.0,MIN,shooting,,,Prince,T. Prince,,,,,,1628954.0,2.0,0.0,Mann,1629611.0,,,,,,,,,,,,,,,
155,PT11M34.00S,2021-11-04T00:38:52.8Z,2,REGULAR,freethrow,1 of 2,[],1629611,,,1610612746,26,28,2021-11-04T00:38:52Z,1540000,,,0,,T. Mann Free Throw 1 of 2 (3 PTS),[1629611],1610612746.0,LAC,,,,Mann,T. Mann,,,,,,,,,,,,Made,3.0,,,,,,,,,,,,
156,PT11M34.00S,2021-11-04T00:39:06.9Z,2,REGULAR,freethrow,2 of 2,[],1629611,,,1610612746,26,29,2021-11-04T00:39:06Z,1550000,,,0,,T. Mann Free Throw 2 of 2 (4 PTS),[1629611],1610612746.0,LAC,,,,Mann,T. Mann,,,,,,,,,,,,Made,4.0,,,,,,,,,,,,
157,PT11M20.00S,2021-11-04T00:39:21.7Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1629675,92.06636005256242,43.872549019607845,1610612750,26,29,2021-11-04T00:39:27Z,1560000,-31.0,22.0,1,right,MISS N. Reid driving Hook,[1629675],1610612750.0,MIN,driving,,,Reid,N. Reid,,,,,,,,,,,3.77,Missed,,,,,,,,,,,,,
158,PT11M17.00S,2021-11-04T00:39:24.7Z,2,REGULAR,rebound,offensive,[],1627752,,,1610612750,26,29,2021-11-04T00:39:27Z,1570000,,,0,,T. Prince REBOUND (Off:1 Def:0),[1627752],1610612750.0,MIN,,,,Prince,T. Prince,,,,,,,,,,,,,,,,,157.0,1.0,0.0,1.0,,,,,
159,PT11M17.00S,2021-11-04T00:39:25.6Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1627752,94.40999984741211,50.0,1610612750,26,29,2021-11-04T00:39:25Z,1580000,0.0,0.0,1,right,MISS T. Prince tip Layup,[1627752],1610612750.0,MIN,tip,,,Prince,T. Prince,,,,,,,,,,,0.0,Missed,,,,,,,,,,,,,
160,PT11M16.00S,2021-11-04T00:39:26.3Z,2,REGULAR,rebound,defensive,[],1628392,,,1610612746,26,29,2021-11-04T00:39:26Z,1590000,,,0,,I. Hartenstein REBOUND (Off:1 Def:1),[1628392],1610612746.0,LAC,,,,Hartenstein,I. Hartenstein,,,,,,,,,,,,,,,,,159.0,2.0,1.0,1.0,,,,,
161,PT11M06.00S,2021-11-04T00:39:38.4Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612746,26,29,2021-11-04T00:39:38Z,1600000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162,PT10M57.00S,2021-11-04T00:40:06.4Z,2,REGULAR,turnover,bad pass,[],202339,,,1610612746,26,29,2021-11-04T00:40:10Z,1610000,,,0,,E. Bledsoe bad pass TURNOVER (1 TO),"[202339, 1629162]",1610612746.0,LAC,,,,Bledsoe,E. Bledsoe,,,,,1.0,,,,,,,,,,,,,,,,McLaughlin,1629162.0,,,
163,PT10M57.00S,2021-11-04T00:40:06.4Z,2,REGULAR,steal,,[],1629162,,,1610612750,26,29,2021-11-04T00:40:32Z,1620000,,,0,,J. McLaughlin STEAL (1 STL),[1629162],1610612750.0,MIN,,,,McLaughlin,J. McLaughlin,,,,,,,,,,,,,,,,,,,,,,,,,
164,PT10M47.00S,2021-11-04T00:40:16.6Z,2,REGULAR,2pt,Jump Shot,['fromturnover'],1627736,85.23324572930355,71.56862745098039,1610612750,26,29,2021-11-04T00:40:21Z,1630000,108.0,86.0,1,right,MISS M. Beasley 13' pullup Shot,[1627736],1610612750.0,MIN,pullup,,,Beasley,M. Beasley,,,,,,,,,,,13.81,Missed,,,,,,,,,,,,,
165,PT10M43.00S,2021-11-04T00:40:20.6Z,2,REGULAR,rebound,defensive,[],1628392,,,1610612746,26,29,2021-11-04T00:40:21Z,1640000,,,0,,I. Hartenstein REBOUND (Off:1 Def:2),[1628392],1610612746.0,LAC,,,,Hartenstein,I. Hartenstein,,,,,,,,,,,,,,,,,164.0,3.0,2.0,1.0,,,,,
166,PT10M28.00S,2021-11-04T00:40:34.7Z,2,REGULAR,3pt,Jump Shot,[],1629611,4.28712220762155,95.09803921568627,1610612746,26,32,2021-11-04T00:40:39Z,1650000,-225.0,-12.0,1,left,T. Mann 3PT  (7 PTS) (P. George 2 AST),"[1629611, 202331]",1610612746.0,LAC,,,,Mann,T. Mann,,,,,,,,,,,22.58,Made,7.0,P. George,202331.0,2.0,,,,,,,,,
168,PT10M13.00S,2021-11-04T00:40:52.6Z,2,REGULAR,foul,personal,['2freethrow'],1628392,,,1610612750,26,32,2021-11-04T00:41:00Z,1670000,,,0,,I. Hartenstein shooting personal FOUL (1 PF) (Reid 2 FT),"[1628392, 1629675]",1610612746.0,LAC,shooting,,,Hartenstein,I. Hartenstein,,,,,,1628954.0,1.0,0.0,Reid,1629675.0,,,,,,,,,,,,,,,
170,PT10M13.00S,2021-11-04T00:41:17.5Z,2,REGULAR,freethrow,1 of 2,[],1629675,,,1610612750,26,32,2021-11-04T00:41:17Z,1690000,,,0,,MISS N. Reid Free Throw 1 of 2,[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,,,,,,,,Missed,,,,,,,,,,,,,
171,PT10M13.00S,2021-11-04T00:41:17.5Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612750,26,32,2021-11-04T00:41:17Z,1700000,,,0,,TEAM offensive REBOUND,[],1610612750.0,MIN,,,,,,,,,,,,,,,,,,,,,,170.0,,,,,,,,
172,PT10M13.00S,2021-11-04T00:41:26.4Z,2,REGULAR,substitution,out,[],1627736,,,1610612750,26,32,2021-11-04T00:41:37Z,1710000,,,0,,SUB out: M. Beasley,[1627736],1610612750.0,MIN,,,,Beasley,M. Beasley,,,,,,,,,,,,,,,,,,,,,,,,,
173,PT10M13.00S,2021-11-04T00:41:26.4Z,2,REGULAR,substitution,in,[],1630162,,,1610612750,26,32,2021-11-04T00:41:37Z,1720000,,,0,,SUB in: A. Edwards,[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,
174,PT10M13.00S,2021-11-04T00:41:47.1Z,2,REGULAR,freethrow,2 of 2,[],1629675,,,1610612750,27,32,2021-11-04T00:41:47Z,1730000,,,0,,N. Reid Free Throw 2 of 2 (1 PTS),[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,,,,,,,,Made,1.0,,,,,,,,,,,,
175,PT09M56.00S,2021-11-04T00:42:06.4Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628392,9.543363994743759,49.26470588235294,1610612746,27,32,2021-11-04T00:42:12Z,1740000,4.0,37.0,1,left,MISS I. Hartenstein Jump Shot,[1628392],1610612746.0,LAC,,,,Hartenstein,I. Hartenstein,,,,,,,,,,,3.74,Missed,,,,,,,,,,,,,
176,PT09M54.00S,2021-11-04T00:42:08.4Z,2,REGULAR,rebound,defensive,[],1627752,,,1610612750,27,32,2021-11-04T00:42:12Z,1750000,,,0,,T. Prince REBOUND (Off:1 Def:1),[1627752],1610612750.0,MIN,,,,Prince,T. Prince,,,,,,,,,,,,,,,,,175.0,2.0,1.0,1.0,,,,,
177,PT09M48.00S,2021-11-04T00:42:15.0Z,2,REGULAR,2pt,Jump Shot,[],1630162,84.31340341655716,68.13725490196079,1610612750,29,32,2021-11-04T00:42:21Z,1760000,91.0,95.0,1,right,A. Edwards 13' pullup Jump Shot (11 PTS),[1630162],1610612750.0,MIN,pullup,,,Edwards,A. Edwards,,,,,,,,,,,13.13,Made,11.0,,,,,,,,,,,,
178,PT09M27.00S,2021-11-04T00:42:35.9Z,2,REGULAR,turnover,lost ball,[],202331,,,1610612746,29,32,2021-11-04T00:42:43Z,1770000,,,0,,P. George lost ball TURNOVER (2 TO),[202331],1610612746.0,LAC,,,,George,P. George,,,,,2.0,,,,,,,,,,,,,,,,,,,,
180,PT09M27.00S,2021-11-04T00:42:44.9Z,2,REGULAR,foul,personal,[],1628392,,,1610612750,29,32,2021-11-04T00:43:04Z,1790000,,,0,,I. Hartenstein loose ball personal FOUL (2 PF),"[1628392, 1630162]",1610612746.0,LAC,loose ball,,,Hartenstein,I. Hartenstein,,,,,,1830.0,2.0,0.0,Edwards,1630162.0,,,,,,,,,,,,,,,
182,PT09M27.00S,2021-11-04T00:43:02.7Z,2,REGULAR,substitution,out,[],1628392,,,1610612750,29,32,2021-11-04T00:43:05Z,1810000,,,0,,SUB out: I. Hartenstein,[1628392],1610612746.0,LAC,,,,Hartenstein,I. Hartenstein,,,,,,,,,,,,,,,,,,,,,,,,,
