actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,value
2,PT12M00.00S,2022-02-16T01:10:55.4Z,1,REGULAR,period,start,[],0,,,0,0,0,2022-02-16T01:10:55Z,20000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M54.00S,2022-02-16T01:11:01.3Z,1,REGULAR,jumpball,recovered,[],1630163,,,1610612766,0,0,2022-02-16T01:11:01Z,40000,,,0,,Jump Ball M. Plumlee vs. K. Towns: Tip to L. Ball,"[1630163, 203486, 1626157]",1610612766.0,CHA,startperiod,L. Ball,1630163.0,Ball,L. Ball,Plumlee,203486.0,Towns,1626157.0,,,,,,,,,,,,,,,,,,,,,
7,PT11M47.00S,2022-02-16T01:11:08.0Z,1,REGULAR,3pt,Jump Shot,[],1629023,91.40932982917214,96.32352941176471,1610612766,0,0,2022-02-16T01:11:12Z,70000,232.0,28.0,1,right,MISS P. Washington 3PT,[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,23.33,Missed,,,,,,,,,,,,,,,,,,,
8,PT11M45.00S,2022-02-16T01:11:10.0Z,1,REGULAR,rebound,defensive,[],201976,,,1610612750,0,0,2022-02-16T01:11:12Z,80000,,,0,,P. Beverley REBOUND (Off:0 Def:1),[201976],1610612750.0,MIN,,,,Beverley,P. Beverley,,,,,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
9,PT11M38.00S,2022-02-16T01:11:16.6Z,1,REGULAR,3pt,Jump Shot,[],1630162,29.38567674113009,28.676470588235293,1610612750,0,0,2022-02-16T01:12:16Z,90000,107.0,224.0,1,left,MISS A. Edwards 24' pullup 3PT,[1630162],1610612750.0,MIN,pullup,,,Edwards,A. Edwards,,,,,24.78,Missed,,,,,,,,,,,,,,,,,,,
10,PT11M36.00S,2022-02-16T01:11:19.0Z,1,REGULAR,rebound,offensive,[],1626157,,,1610612750,0,0,2022-02-16T01:11:19Z,100000,,,0,,K. Towns REBOUND (Off:1 Def:0),[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,,,9.0,1.0,0.0,1.0,,,,,,,,,,,,,,,
11,PT11M34.00S,2022-02-16T01:11:20.6Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1626157,19.136005256241788,49.26470588235294,1610612750,0,0,2022-02-16T01:11:53Z,110000,4.0,127.0,1,left,MISS K. Towns 12' floating Shot,[1626157],1610612750.0,MIN,floating,,,Towns,K. Towns,,,,,12.75,Missed,,,,,,,,,,,,,,,,,,,
12,PT11M31.00S,2022-02-16T01:11:23.6Z,1,REGULAR,rebound,defensive,[],1629023,,,1610612766,0,0,2022-02-16T01:11:26Z,120000,,,0,,P. Washington REBOUND (Off:0 Def:1),[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,,,11.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
13,PT11M24.00S,2022-02-16T01:11:29.8Z,1,REGULAR,3pt,Jump Shot,[],1628970,94.43166885676742,4.411764705882353,1610612766,0,3,2022-02-16T01:11:35Z,130000,-228.0,0.0,1,right,M. Bridges 3PT  (3 PTS) (L. Ball 1 AST),"[1628970, 1630163]",1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,22.79,Made,,,,,3.0,L. Ball,1630163.0,1.0,,,,,,,,,,,
15,PT11M13.00S,2022-02-16T01:11:43.4Z,1,REGULAR,foul,personal,[],203486,,,1610612750,0,3,2022-02-16T01:11:46Z,150000,,,0,,M. Plumlee personal FOUL (1 PF),"[203486, 1626157]",1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,,,,,,,,,,,1148.0,1.0,0.0,Towns,1626157.0,,,,,,
