actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,turnoverTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
183,PT12M00.00S,2021-10-24T00:36:24.7Z,2,REGULAR,substitution,out,['startperiod'],1629638,,,1610612750,28,27,2021-10-24T00:37:15Z,1720000,,,0,,SUB out: N. Alexander-Walker,[1629638],1610612740.0,NOP,,,,Alexander-Walker,N. Alexander-Walker,,,,,,,,,,,,,,,,,,,,,,,,
184,PT12M00.00S,2021-10-24T00:36:24.7Z,2,REGULAR,substitution,in,['startperiod'],1626156,,,1610612750,28,27,2021-10-24T00:37:15Z,1730000,,,0,,SUB in: D. Russell,[1626156],1610612750.0,MIN,,,,Russell,D. Russell,,,,,,,,,,,,,,,,,,,,,,,,
185,PT12M00.00S,2021-10-24T00:36:24.7Z,2,REGULAR,substitution,in,['startperiod'],1629675,,,1610612750,28,27,2021-10-24T00:37:15Z,1740000,,,0,,SUB in: N. Reid,[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,,,,,,,,,,,,,,,,,,,,
186,PT12M00.00S,2021-10-24T00:36:24.7Z,2,REGULAR,substitution,in,['startperiod'],202066,,,1610612750,28,27,2021-10-24T00:37:15Z,1750000,,,0,,SUB in: G. Temple,[202066],1610612740.0,NOP,,,,Temple,G. Temple,,,,,,,,,,,,,,,,,,,,,,,,
187,PT12M00.00S,2021-10-24T00:37:19.0Z,2,REGULAR,period,start,[],0,,,1610612740,28,27,2021-10-24T00:37:19Z,1760000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
188,PT11M51.00S,2021-10-24T00:37:27.8Z,2,REGULAR,turnover,lost ball,[],1630184,,,1610612740,28,27,2021-10-24T00:37:33Z,1770000,,,0,,K. Lewis Jr. lost ball TURNOVER (1 TO),"[1630184, 201976]",1610612740.0,NOP,,,,Lewis Jr.,K. Lewis Jr.,,,,,,,,,,,,1.0,,,,,,,,,,,Beverley,201976.0
189,PT11M51.00S,2021-10-24T00:37:27.8Z,2,REGULAR,steal,,[],201976,,,1610612750,28,27,2021-10-24T00:37:30Z,1780000,,,0,,P. Beverley STEAL (1 STL),[201976],1610612750.0,MIN,,,,Beverley,P. Beverley,,,,,,,,,,,,,,,,,,,,,,,,
190,PT11M47.00S,2021-10-24T00:37:31.0Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",201976,94.30026281208936,46.568627450980394,1610612750,30,27,2021-10-24T00:37:41Z,1790000,-17.0,1.0,1,right,P. Beverley running Layup (5 PTS),[201976],1610612750.0,MIN,running,,,Beverley,P. Beverley,,,,,1.72,Made,,,,,,,,,,,5.0,,,,,,,
191,PT11M34.00S,2021-10-24T00:37:44.0Z,2,REGULAR,turnover,bad pass,[],1630184,,,1610612740,30,27,2021-10-24T00:37:50Z,1800000,,,0,,K. Lewis Jr. bad pass TURNOVER (2 TO),"[1630184, 1629020]",1610612740.0,NOP,,,,Lewis Jr.,K. Lewis Jr.,,,,,,,,,,,,2.0,,,,,,,,,,,Vanderbilt,1629020.0
192,PT11M34.00S,2021-10-24T00:37:44.0Z,2,REGULAR,steal,,[],1629020,,,1610612750,30,27,2021-10-24T00:37:47Z,1810000,,,0,,J. Vanderbilt STEAL (1 STL),[1629020],1610612750.0,MIN,,,,Vanderbilt,J. Vanderbilt,,,,,,,,,,,,,,,,,,,,,,,,
193,PT11M28.00S,2021-10-24T00:37:49.7Z,2,REGULAR,turnover,bad pass,[],1626156,,,1610612750,30,27,2021-10-24T00:37:56Z,1820000,,,0,,D. Russell bad pass TURNOVER (3 TO),"[1626156, 1630530]",1610612750.0,MIN,,,,Russell,D. Russell,,,,,,,,,,,,3.0,,,,,,,,,,,Murphy III,1630530.0
194,PT11M28.00S,2021-10-24T00:37:49.7Z,2,REGULAR,steal,,[],1630530,,,1610612740,30,27,2021-10-24T00:37:53Z,1830000,,,0,,T. Murphy III STEAL (1 STL),[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,,,,,,,,,,,,,,,,,,,,
195,PT11M14.00S,2021-10-24T00:38:03.7Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],202066,4.681340341655716,95.34313725490196,1610612740,30,30,2021-10-24T00:38:10Z,1840000,-227.0,-8.0,1,left,G. Temple 3PT  (3 PTS) (B. Ingram 1 AST),"[202066, 1627742]",1610612740.0,NOP,,,,Temple,G. Temple,,,,,22.69,Made,,,,,,,,,,,3.0,B. Ingram,1627742.0,1.0,,,,
197,PT10M55.00S,2021-10-24T00:38:23.8Z,2,REGULAR,turnover,bad pass,[],1626156,,,1610612750,30,30,2021-10-24T00:38:50Z,1860000,,,0,,D. Russell bad pass TURNOVER (4 TO),"[1626156, 1629637]",1610612750.0,MIN,,,,Russell,D. Russell,,,,,,,,,,,,4.0,,,,,,,,,,,Hayes,1629637.0
198,PT10M55.00S,2021-10-24T00:38:23.8Z,2,REGULAR,steal,,[],1629637,,,1610612740,30,30,2021-10-24T00:38:25Z,1870000,,,0,,J. Hayes STEAL (1 STL),[1629637],1610612740.0,NOP,,,,Hayes,J. Hayes,,,,,,,,,,,,,,,,,,,,,,,,
199,PT10M55.00S,2021-10-24T00:38:26.6Z,2,REGULAR,foul,personal,[],1629675,,,1610612740,30,30,2021-10-24T00:49:23Z,1880000,,,0,,N. Reid take personal FOUL (1 PF),"[1629675, 1629637]",1610612750.0,MIN,take,,,Reid,N. Reid,,,,,,,,,,,204058.0,,1.0,0.0,Hayes,1629637.0,,,,,,,,
201,PT10M38.00S,2021-10-24T00:38:57.0Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1627742,33.590670170827856,48.77450980392157,1610612740,30,33,2021-10-24T00:39:02Z,1900000,6.0,263.0,1,left,B. Ingram 26' 3PT  (6 PTS),[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,26.34,Made,,,,,,,,,,,6.0,,,,,,,
202,PT10M21.00S,2021-10-24T00:39:13.4Z,2,REGULAR,3pt,Jump Shot,[],1629675,66.04796320630749,57.107843137254896,1610612750,33,33,2021-10-24T00:39:19Z,1910000,36.0,267.0,1,right,N. Reid 26' 3PT  (3 PTS) (P. Beverley 3 AST),"[1629675, 201976]",1610612750.0,MIN,,,,Reid,N. Reid,,,,,26.9,Made,,,,,,,,,,,3.0,P. Beverley,201976.0,3.0,,,,
204,PT09M59.00S,2021-10-24T00:39:35.6Z,2,REGULAR,3pt,Jump Shot,[],1630184,29.38567674113009,17.892156862745097,1610612740,33,33,2021-10-24T00:39:45Z,1930000,161.0,224.0,1,left,MISS K. Lewis Jr. 27' 3PT,[1630184],1610612740.0,NOP,,,,Lewis Jr.,K. Lewis Jr.,,,,,27.53,Missed,,,,,,,,,,,,,,,,,,
205,PT09M56.00S,2021-10-24T00:39:38.6Z,2,REGULAR,rebound,offensive,[],202066,,,1610612740,33,33,2021-10-24T00:39:45Z,1940000,,,0,,G. Temple REBOUND (Off:1 Def:0),[202066],1610612740.0,NOP,,,,Temple,G. Temple,,,,,,,204.0,1.0,0.0,1.0,,,,,,,,,,,,,,
206,PT09M55.00S,2021-10-24T00:39:40.4Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1627742,33.590670170827856,56.86274509803921,1610612740,33,33,2021-10-24T00:39:52Z,1950000,-34.0,263.0,1,left,MISS B. Ingram 26' 3PT,[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,26.55,Missed,,,,,,,,,,,,,,,,,,
207,PT09M50.00S,2021-10-24T00:39:45.4Z,2,REGULAR,rebound,defensive,[],1629020,,,1610612750,33,33,2021-10-24T00:39:52Z,1960000,,,0,,J. Vanderbilt REBOUND (Off:0 Def:2),[1629020],1610612750.0,MIN,,,,Vanderbilt,J. Vanderbilt,,,,,,,206.0,2.0,2.0,0.0,,,,,,,,,,,,,,
208,PT09M37.00S,2021-10-24T00:39:57.9Z,2,REGULAR,3pt,Jump Shot,[],1626156,67.23061760840999,35.53921568627451,1610612750,33,33,2021-10-24T00:40:08Z,1970000,-72.0,256.0,1,right,MISS D. Russell 26' 3PT,[1626156],1610612750.0,MIN,,,,Russell,D. Russell,,,,,26.55,Missed,,,,,,,,,,,,,,,,,,
209,PT09M34.00S,2021-10-24T00:40:00.9Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612750,33,33,2021-10-24T00:40:08Z,1980000,,,0,,TEAM offensive REBOUND,[],1610612750.0,MIN,,,,,,,,,,,,208.0,,,,,,,,,,,,,,,,,
210,PT09M34.00S,2021-10-24T00:40:05.7Z,2,REGULAR,foul,personal,[],1630530,,,1610612750,33,33,2021-10-24T00:40:38Z,1990000,,,0,,T. Murphy III loose ball personal FOUL (1 PF),"[1630530, 1629675]",1610612740.0,NOP,loose ball,,,Murphy III,T. Murphy III,,,,,,,,,,,202041.0,,1.0,0.0,Reid,1629675.0,,,,,,,,
212,PT09M26.00S,2021-10-24T00:40:36.2Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629675,91.93495400788436,48.03921568627451,1610612750,35,33,2021-10-24T00:40:43Z,2010000,-10.0,23.0,1,right,N. Reid cutting Layup (5 PTS) (P. Beverley 4 AST),"[1629675, 201976]",1610612750.0,MIN,cutting,,,Reid,N. Reid,,,,,2.53,Made,,,,,,,,,,,5.0,P. Beverley,201976.0,4.0,,,,
214,PT09M16.00S,2021-10-24T00:40:46.9Z,2,REGULAR,turnover,bad pass,[],1630184,,,1610612740,35,33,2021-10-24T00:40:54Z,2030000,,,0,,K. Lewis Jr. bad pass TURNOVER (3 TO),"[1630184, 1629020]",1610612740.0,NOP,,,,Lewis Jr.,K. Lewis Jr.,,,,,,,,,,,,3.0,,,,,,,,,,,Vanderbilt,1629020.0
215,PT09M16.00S,2021-10-24T00:40:46.9Z,2,REGULAR,steal,,[],1629020,,,1610612750,35,33,2021-10-24T00:40:49Z,2040000,,,0,,J. Vanderbilt STEAL (2 STL),[1629020],1610612750.0,MIN,,,,Vanderbilt,J. Vanderbilt,,,,,,,,,,,,,,,,,,,,,,,,
216,PT09M12.00S,2021-10-24T00:40:51.1Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1629020,93.24901445466492,50.245098039215684,1610612750,37,33,2021-10-24T00:41:00Z,2050000,1.0,11.0,1,right,J. Vanderbilt running reverse Layup (2 PTS) (T. Prince 1 AST),"[1629020, 1627752]",1610612750.0,MIN,running reverse,,,Vanderbilt,J. Vanderbilt,,,,,1.11,Made,,,,,,,,,,,2.0,T. Prince,1627752.0,1.0,,,,
218,PT08M51.00S,2021-10-24T00:41:11.4Z,2,REGULAR,turnover,bad pass,[],1627742,,,1610612740,37,33,2021-10-24T00:41:18Z,2070000,,,0,,B. Ingram bad pass TURNOVER (1 TO),"[1627742, 1627752]",1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,,,,,,,,1.0,,,,,,,,,,,Prince,1627752.0
219,PT08M51.00S,2021-10-24T00:41:11.4Z,2,REGULAR,steal,,[],1627752,,,1610612750,37,33,2021-10-24T00:41:14Z,2080000,,,0,,T. Prince STEAL (1 STL),[1627752],1610612750.0,MIN,,,,Prince,T. Prince,,,,,,,,,,,,,,,,,,,,,,,,
220,PT08M46.00S,2021-10-24T00:41:16.9Z,2,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",201976,79.58278580814718,8.088235294117647,1610612750,37,33,2021-10-24T00:41:22Z,2090000,-210.0,139.0,1,right,MISS P. Beverley 25' 3PT,[201976],1610612750.0,MIN,,,,Beverley,P. Beverley,,,,,25.17,Missed,,,,,,,,,,,,,,,,,,
221,PT08M42.00S,2021-10-24T00:41:20.9Z,2,REGULAR,rebound,defensive,[],202066,,,1610612740,37,33,2021-10-24T00:58:12Z,2100000,,,0,,G. Temple REBOUND (Off:1 Def:1),[202066],1610612740.0,NOP,,,,Temple,G. Temple,,,,,,,220.0,2.0,1.0,1.0,,,,,,,,,,,,,,
222,PT08M39.00S,2021-10-24T00:41:23.5Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1627742,21.50131406044678,89.95098039215686,1610612740,37,33,2021-10-24T00:41:32Z,2110000,-200.0,150.0,1,left,MISS B. Ingram 24' 3PT,[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,24.96,Missed,,,,,,,,,,,,,,,,,,
223,PT08M36.00S,2021-10-24T00:41:26.4Z,2,REGULAR,rebound,offensive,[],1627742,,,1610612740,37,33,2021-10-24T00:41:26Z,2120000,,,0,,B. Ingram REBOUND (Off:1 Def:1),[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,,,222.0,2.0,1.0,1.0,,,,,,,,,,,,,,
224,PT08M35.00S,2021-10-24T00:41:28.4Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1627742,6.783837056504599,56.61764705882353,1610612740,37,33,2021-10-24T00:41:41Z,2130000,-33.0,11.0,1,left,MISS B. Ingram Layup - blocked,"[1627742, 201976]",1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,3.5,Missed,,,,,,,,,,,,,,,Beverley,201976.0,,
225,PT08M35.00S,2021-10-24T00:41:28.4Z,2,REGULAR,block,,[],201976,,,1610612740,37,33,2021-10-24T00:41:33Z,2140000,,,0,,P. Beverley BLOCK (1 BLK),[201976],1610612750.0,MIN,,,,Beverley,P. Beverley,,,,,,,,,,,,,,,,,,,,,,,,
226,PT08M35.00S,2021-10-24T00:41:28.4Z,2,REGULAR,rebound,defensive,[],1629020,,,1610612750,37,33,2021-10-24T00:41:41Z,2150000,,,0,,J. Vanderbilt REBOUND (Off:0 Def:3),[1629020],1610612750.0,MIN,,,,Vanderbilt,J. Vanderbilt,,,,,,,224.0,3.0,3.0,0.0,,,,,,,,,,,,,,
235,PT08M35.00S,2021-10-24T00:41:32.9Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612750,37,33,2021-10-24T00:42:23Z,2155000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
227,PT08M30.00S,2021-10-24T00:41:37.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1626156,89.56964520367937,50.49019607843137,1610612750,37,33,2021-10-24T00:41:49Z,2160000,2.0,46.0,1,right,MISS D. Russell running Layup - blocked,"[1626156, 202066]",1610612750.0,MIN,running,,,Russell,D. Russell,,,,,4.56,Missed,,,,,,,,,,,,,,,Temple,202066.0,,
228,PT08M30.00S,2021-10-24T00:41:37.4Z,2,REGULAR,block,,[],202066,,,1610612750,37,33,2021-10-24T00:58:45Z,2170000,,,0,,G. Temple BLOCK (1 BLK),[202066],1610612740.0,NOP,,,,Temple,G. Temple,,,,,,,,,,,,,,,,,,,,,,,,
229,PT08M30.00S,2021-10-24T00:41:37.4Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612750,37,33,2021-10-24T00:41:49Z,2180000,,,0,,TEAM offensive REBOUND,[],1610612750.0,MIN,,,,,,,,,,,,227.0,,,,,,,,,,,,,,,,,
230,PT08M30.00S,2021-10-24T00:41:48.4Z,2,REGULAR,substitution,out,[],1630530,,,1610612750,37,33,2021-10-24T00:41:56Z,2190000,,,0,,SUB out: T. Murphy III,[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,,,,,,,,,,,,,,,,,,,,
231,PT08M30.00S,2021-10-24T00:41:48.4Z,2,REGULAR,substitution,out,[],1630184,,,1610612750,37,33,2021-10-24T00:41:56Z,2200000,,,0,,SUB out: K. Lewis Jr.,[1630184],1610612740.0,NOP,,,,Lewis Jr.,K. Lewis Jr.,,,,,,,,,,,,,,,,,,,,,,,,
232,PT08M30.00S,2021-10-24T00:41:48.4Z,2,REGULAR,substitution,in,[],1630529,,,1610612750,37,33,2021-10-24T00:41:56Z,2210000,,,0,,SUB in: H. Jones,[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,,,,,,,,,,,,,,,,,,,,
233,PT08M30.00S,2021-10-24T00:41:48.4Z,2,REGULAR,substitution,in,[],1629638,,,1610612750,37,33,2021-10-24T00:41:56Z,2220000,,,0,,SUB in: N. Alexander-Walker,[1629638],1610612740.0,NOP,,,,Alexander-Walker,N. Alexander-Walker,,,,,,,,,,,,,,,,,,,,,,,,
236,PT08M28.00S,2021-10-24T00:42:41.7Z,2,REGULAR,violation,delay-of-game,['team'],0,,,1610612750,37,33,2021-10-24T00:42:50Z,2230000,,,0,,TEAM delay-of-game VIOLATION,[],1610612740.0,NOP,,,,,,,,,,,,,,,,204058.0,,,,,,,,,,,,,
237,PT08M13.00S,2021-10-24T00:42:56.3Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1627752,93.9060446780552,96.32352941176471,1610612750,37,33,2021-10-24T00:43:04Z,2240000,232.0,5.0,1,right,MISS T. Prince 3PT,[1627752],1610612750.0,MIN,,,,Prince,T. Prince,,,,,23.16,Missed,,,,,,,,,,,,,,,,,,
238,PT08M10.00S,2021-10-24T00:42:59.3Z,2,REGULAR,rebound,offensive,[],201976,,,1610612750,37,33,2021-10-24T00:43:04Z,2250000,,,0,,P. Beverley REBOUND (Off:1 Def:1),[201976],1610612750.0,MIN,,,,Beverley,P. Beverley,,,,,,,237.0,2.0,1.0,1.0,,,,,,,,,,,,,,
239,PT08M08.00S,2021-10-24T00:43:03.0Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1626156,70.38436268068331,23.52941176470588,1610612750,37,33,2021-10-24T00:43:07Z,2260000,-132.0,226.0,1,right,MISS D. Russell 26' 3PT,[1626156],1610612750.0,MIN,,,,Russell,D. Russell,,,,,26.18,Missed,,,,,,,,,,,,,,,,,,
240,PT08M05.00S,2021-10-24T00:43:06.0Z,2,REGULAR,rebound,defensive,[],202066,,,1610612740,37,33,2021-10-24T00:43:07Z,2270000,,,0,,G. Temple REBOUND (Off:1 Def:2),[202066],1610612740.0,NOP,,,,Temple,G. Temple,,,,,,,239.0,3.0,2.0,1.0,,,,,,,,,,,,,,
241,PT07M54.00S,2021-10-24T00:43:15.2Z,2,REGULAR,3pt,Jump Shot,[],1629638,29.77989487516426,75.0,1610612740,37,33,2021-10-24T00:55:50Z,2280000,-125.0,227.0,1,left,MISS N. Alexander-Walker 25' pullup 3PT,[1629638],1610612740.0,NOP,pullup,,,Alexander-Walker,N. Alexander-Walker,,,,,25.95,Missed,,,,,,,,,,,,,,,,,,
242,PT07M52.00S,2021-10-24T00:43:17.2Z,2,REGULAR,rebound,defensive,[],1629020,,,1610612750,37,33,2021-10-24T00:43:20Z,2290000,,,0,,J. Vanderbilt REBOUND (Off:0 Def:4),[1629020],1610612750.0,MIN,,,,Vanderbilt,J. Vanderbilt,,,,,,,241.0,4.0,4.0,0.0,,,,,,,,,,,,,,
243,PT07M39.00S,2021-10-24T00:43:30.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629675,90.3580814717477,54.65686274509803,1610612750,37,33,2021-10-24T00:43:34Z,2300000,23.0,38.0,1,right,MISS N. Reid cutting Layup,[1629675],1610612750.0,MIN,cutting,,,Reid,N. Reid,,,,,4.47,Missed,,,,,,,,,,,,,,,,,,
244,PT07M36.00S,2021-10-24T00:43:33.6Z,2,REGULAR,rebound,offensive,[],1629020,,,1610612750,37,33,2021-10-24T00:43:33Z,2310000,,,0,,J. Vanderbilt REBOUND (Off:1 Def:4),[1629020],1610612750.0,MIN,,,,Vanderbilt,J. Vanderbilt,,,,,,,243.0,5.0,4.0,1.0,,,,,,,,,,,,,,
245,PT07M35.00S,2021-10-24T00:43:34.3Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629020,94.1688567674113,45.588235294117645,1610612750,39,33,2021-10-24T00:56:33Z,2320000,-22.0,2.0,1,right,J. Vanderbilt tip Layup (4 PTS),[1629020],1610612750.0,MIN,tip,,,Vanderbilt,J. Vanderbilt,,,,,2.22,Made,,,,,,,,,,,4.0,,,,,,,
246,PT07M21.00S,2021-10-24T00:43:48.3Z,2,REGULAR,3pt,Jump Shot,[],1629638,30.962549277266753,45.09803921568628,1610612740,39,33,2021-10-24T00:43:54Z,2330000,25.0,239.0,1,left,MISS N. Alexander-Walker 3PT,[1629638],1610612740.0,NOP,,,,Alexander-Walker,N. Alexander-Walker,,,,,23.98,Missed,,,,,,,,,,,,,,,,,,
247,PT07M21.00S,2021-10-24T00:43:48.3Z,2,REGULAR,rebound,offensive,[],1630529,,,1610612740,39,33,2021-10-24T01:22:36Z,2340000,,,0,,H. Jones REBOUND (Off:1 Def:0),[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,,,246.0,1.0,0.0,1.0,,,,,,,,,,,,,,
384,PT07M20.00S,2021-10-24T00:43:53.2Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630529,6.750985545335084,46.81372549019608,1610612740,39,33,2021-10-24T01:23:06Z,2345000,16.0,11.0,1,left,MISS H. Jones tip Layup,[1630529],1610612740.0,NOP,tip,,,Jones,H. Jones,,,,,1.93,Missed,,,,,,,,,,,,,,,,,,
385,PT07M20.00S,2021-10-24T00:43:53.2Z,2,REGULAR,rebound,defensive,[],1627752,,,1610612750,39,33,2021-10-24T01:24:23Z,2347500,,,0,,T. Prince REBOUND (Off:0 Def:1),[1627752],1610612750.0,MIN,,,,Prince,T. Prince,,,,,,,384.0,1.0,1.0,0.0,,,,,,,,,,,,,,
248,PT07M11.00S,2021-10-24T00:43:58.2Z,2,REGULAR,3pt,Jump Shot,[],201976,69.46452036793693,74.01960784313727,1610612750,39,33,2021-10-24T00:44:04Z,2350000,120.0,235.0,1,right,MISS P. Beverley 26' 3PT,[201976],1610612750.0,MIN,,,,Beverley,P. Beverley,,,,,26.35,Missed,,,,,,,,,,,,,,,,,,
249,PT07M08.00S,2021-10-24T00:44:03.4Z,2,REGULAR,rebound,offensive,[],1629020,,,1610612750,39,33,2021-10-24T00:44:03Z,2360000,,,0,,J. Vanderbilt REBOUND (Off:2 Def:4),[1629020],1610612750.0,MIN,,,,Vanderbilt,J. Vanderbilt,,,,,,,248.0,6.0,4.0,2.0,,,,,,,,,,,,,,
250,PT07M08.00S,2021-10-24T00:44:05.8Z,2,REGULAR,foul,personal,[],1629637,,,1610612750,39,33,2021-10-24T00:44:23Z,2370000,,,0,,J. Hayes personal FOUL (2 PF),"[1629637, 1629020]",1610612740.0,NOP,,,,Hayes,J. Hayes,,,,,,,,,,,204058.0,,2.0,0.0,Vanderbilt,1629020.0,,,,,,,,
252,PT07M08.00S,2021-10-24T00:44:13.6Z,2,REGULAR,substitution,out,[],201976,,,1610612750,39,33,2021-10-24T00:44:22Z,2390000,,,0,,SUB out: P. Beverley,[201976],1610612750.0,MIN,,,,Beverley,P. Beverley,,,,,,,,,,,,,,,,,,,,,,,,
253,PT07M08.00S,2021-10-24T00:44:13.6Z,2,REGULAR,substitution,in,[],1630162,,,1610612750,39,33,2021-10-24T00:44:22Z,2400000,,,0,,SUB in: A. Edwards,[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,,,,,,,,,,,,,,,,,,,
254,PT07M08.00S,2021-10-24T00:44:29.9Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612750,39,33,2021-10-24T00:44:29Z,2410000,,,0,,MIN Timeout,[],1610612750.0,MIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
255,PT07M08.00S,2021-10-24T00:46:16.8Z,2,REGULAR,substitution,out,[],1629637,,,1610612750,39,33,2021-10-24T00:46:48Z,2420000,,,0,,SUB out: J. Hayes,[1629637],1610612740.0,NOP,,,,Hayes,J. Hayes,,,,,,,,,,,,,,,,,,,,,,,,
256,PT07M08.00S,2021-10-24T00:46:16.8Z,2,REGULAR,substitution,out,[],202066,,,1610612750,39,33,2021-10-24T00:46:48Z,2430000,,,0,,SUB out: G. Temple,[202066],1610612740.0,NOP,,,,Temple,G. Temple,,,,,,,,,,,,,,,,,,,,,,,,
257,PT07M08.00S,2021-10-24T00:46:16.8Z,2,REGULAR,substitution,in,[],202685,,,1610612750,39,33,2021-10-24T00:46:48Z,2440000,,,0,,SUB in: J. Valanciunas,[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,,,,,,,,,,,,,,,,,
258,PT07M08.00S,2021-10-24T00:46:16.8Z,2,REGULAR,substitution,in,[],1628984,,,1610612750,39,33,2021-10-24T00:46:48Z,2450000,,,0,,SUB in: D. Graham,[1628984],1610612740.0,NOP,,,,Graham,D. Graham,,,,,,,,,,,,,,,,,,,,,,,,
282,PT07M08.00S,2021-10-24T00:46:16.8Z,2,REGULAR,substitution,out,[],1627752,,,1610612750,39,33,2021-10-24T00:49:31Z,2455000,,,0,,SUB out: T. Prince,[1627752],1610612750.0,MIN,,,,Prince,T. Prince,,,,,,,,,,,,,,,,,,,,,,,,
283,PT07M08.00S,2021-10-24T00:46:16.8Z,2,REGULAR,substitution,in,[],1630183,,,1610612750,39,33,2021-10-24T00:49:31Z,2457500,,,0,,SUB in: J. McDaniels,[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,,,,,,,,,,
259,PT07M01.00S,2021-10-24T00:47:21.6Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629020,93.9060446780552,51.71568627450981,1610612750,39,33,2021-10-24T00:58:33Z,2460000,9.0,5.0,1,right,MISS J. Vanderbilt Layup,[1629020],1610612750.0,MIN,,,,Vanderbilt,J. Vanderbilt,,,,,0.98,Missed,,,,,,,,,,,,,,,,,,
260,PT06M54.00S,2021-10-24T00:47:28.6Z,2,REGULAR,rebound,defensive,[],1629638,,,1610612740,39,33,2021-10-24T00:47:35Z,2470000,,,0,,N. Alexander-Walker REBOUND (Off:5 Def:3),[1629638],1610612740.0,NOP,,,,Alexander-Walker,N. Alexander-Walker,,,,,,,259.0,8.0,3.0,5.0,,,,,,,,,,,,,,
261,PT06M54.00S,2021-10-24T00:47:31.7Z,2,REGULAR,foul,offensive,[],1627742,,,1610612740,39,33,2021-10-24T00:47:53Z,2480000,,,0,,B. Ingram offensive FOUL (2 PF),"[1627742, 1629675]",1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,,,,,,,204058.0,,2.0,0.0,Reid,1629675.0,,,,,,,,
263,PT06M54.00S,2021-10-24T00:47:31.7Z,2,REGULAR,turnover,offensive foul,[],1627742,,,1610612740,39,33,2021-10-24T00:47:53Z,2500000,,,0,,B. Ingram offensive foul TURNOVER (2 TO),[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,,,,,,,202041.0,2.0,,,,,,,,,,,,
264,PT06M54.00S,2021-10-24T00:47:41.7Z,2,REGULAR,substitution,out,[],1629020,,,1610612750,39,33,2021-10-24T00:47:48Z,2510000,,,0,,SUB out: J. Vanderbilt,[1629020],1610612750.0,MIN,,,,Vanderbilt,J. Vanderbilt,,,,,,,,,,,,,,,,,,,,,,,,
