actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId
2,PT12M00.00S,2021-12-11T01:10:45.5Z,1,REGULAR,period,start,[],0,,,0,0,0,2021-12-11T01:10:45Z,20000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M58.00S,2021-12-11T01:10:47.4Z,1,REGULAR,jumpball,recovered,[],1630596,,,1610612739,0,0,2021-12-11T01:10:47Z,40000,,,0,,Jump Ball J. Allen vs. K. Towns: Tip to E. Mobley,"[1630596, 1628386, 1626157]",1610612739.0,CLE,startperiod,E. Mobley,1630596.0,Mobley,E. Mobley,Allen,1628386.0,Towns,1626157.0,,,,,,,,,,,,,,,,,,,,
7,PT11M42.00S,2021-12-11T01:11:02.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630171,7.145203679369246,51.71568627450981,1610612739,0,2,2021-12-11T01:11:11Z,70000,-9.0,15.0,1,left,I. Okoro driving Layup (2 PTS) (E. Mobley 1 AST),"[1630171, 1630596]",1610612739.0,CLE,driving,,,Okoro,I. Okoro,,,,,1.7,Made,2.0,E. Mobley,1630596.0,1.0,,,,,,,,,,,,,,
8,PT11M27.00S,2021-12-11T01:11:17.8Z,1,REGULAR,3pt,Jump Shot,[],1626157,94.92444152431011,97.05882352941177,1610612750,0,2,2021-12-11T01:11:23Z,80000,235.0,-5.0,1,right,MISS K. Towns 3PT,[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,23.53,Missed,,,,,,,,,,,,,,,,,,
9,PT11M24.00S,2021-12-11T01:11:20.8Z,1,REGULAR,rebound,defensive,[],1630596,,,1610612739,0,2,2021-12-11T01:11:23Z,90000,,,0,,E. Mobley REBOUND (Off:0 Def:1),[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,,,,,8.0,1.0,1.0,0.0,,,,,,,,,,
11,PT11M11.00S,2021-12-11T01:11:34.0Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1628386,12.270039421813408,47.79411764705882,1610612739,0,4,2021-12-11T01:11:45Z,110000,11.0,63.0,1,left,J. Allen 6' Hook (2 PTS),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,6.38,Made,2.0,,,,,,,,,,,,,,,,,
13,PT10M59.00S,2021-12-11T01:11:45.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201976,83.22930354796321,56.372549019607845,1610612750,2,4,2021-12-11T01:11:51Z,130000,32.0,105.0,1,right,P. Beverley 10' turnaround Jump Shot (2 PTS),[201976],1610612750.0,MIN,turnaround,,,Beverley,P. Beverley,,,,,10.98,Made,2.0,,,,,,,,,,,,,,,,,
14,PT10M45.00S,2021-12-11T01:11:59.7Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1628374,7.013797634691201,52.205882352941174,1610612739,2,6,2021-12-11T01:12:07Z,140000,-11.0,13.0,1,left,L. Markkanen cutting DUNK (2 PTS) (D. Garland 1 AST),"[1628374, 1629636]",1610612739.0,CLE,cutting,,,Markkanen,L. Markkanen,,,,,1.73,Made,2.0,D. Garland,1629636.0,1.0,,,,,,,,,,,,,,
16,PT10M35.00S,2021-12-11T01:12:12.7Z,1,REGULAR,foul,personal,['2freethrow'],1628374,,,1610612750,2,6,2021-12-11T01:12:24Z,160000,,,0,,L. Markkanen shooting personal FOUL (1 PF) (Prince 2 FT),"[1628374, 1627752]",1610612739.0,CLE,shooting,,,Markkanen,L. Markkanen,,,,,,,,,,,,,,,1204.0,1.0,0.0,Prince,1627752.0,,,,,
19,PT10M35.00S,2021-12-11T01:12:37.4Z,1,REGULAR,freethrow,1 of 2,[],1627752,,,1610612750,3,6,2021-12-11T01:12:37Z,180000,,,0,,T. Prince Free Throw 1 of 2 (1 PTS),[1627752],1610612750.0,MIN,,,,Prince,T. Prince,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
