actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,value
2,PT12M00.00S,2021-11-18T01:10:51.3Z,1,REGULAR,period,start,[],0,,,0,0,0,2021-11-18T01:10:51Z,20000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M57.00S,2021-11-18T01:10:53.3Z,1,REGULAR,jumpball,recovered,[],1626156,,,1610612750,0,0,2021-11-18T01:10:53Z,40000,,,0,,Jump Ball K. Towns vs. R. Holmes: Tip to D. Russell,"[1626156, 1626157, 1626158]",1610612750.0,MIN,startperiod,D. Russell,1626156.0,Russell,D. Russell,Towns,1626157.0,Holmes,1626158.0,,,,,,,,,,,,,,,,,,,,,
7,PT11M38.00S,2021-11-18T01:11:11.4Z,1,REGULAR,3pt,Jump Shot,[],1630162,30.436925098554536,31.127450980392158,1610612750,0,0,2021-11-18T01:11:51Z,70000,94.0,234.0,1,left,MISS A. Edwards 25' pullup 3PT,[1630162],1610612750.0,MIN,pullup,,,Edwards,A. Edwards,,,,,25.2,Missed,,,,,,,,,,,,,,,,,,,
8,PT11M36.00S,2021-11-18T01:11:13.4Z,1,REGULAR,rebound,defensive,[],1629002,,,1610612758,0,0,2021-11-18T01:11:16Z,80000,,,0,,C. Metu REBOUND (Off:0 Def:1),[1629002],1610612758.0,SAC,,,,Metu,C. Metu,,,,,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
9,PT11M21.00S,2021-11-18T01:11:29.3Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1626158,94.56307490144546,50.0,1610612758,0,2,2021-11-18T01:11:34Z,90000,0.0,-1.0,1,right,R. Holmes cutting DUNK (2 PTS) (D. Fox 1 AST),"[1626158, 1628368]",1610612758.0,SAC,cutting,,,Holmes,R. Holmes,,,,,0.14,Made,,,,,2.0,D. Fox,1628368.0,1.0,,,,,,,,,,,
11,PT11M12.00S,2021-11-18T01:11:38.6Z,1,REGULAR,3pt,Jump Shot,[],1626157,27.808804204993432,77.94117647058823,1610612750,0,2,2021-11-18T01:11:44Z,110000,-140.0,209.0,1,left,MISS K. Towns 25' step back 3PT,[1626157],1610612750.0,MIN,step back,,,Towns,K. Towns,,,,,25.13,Missed,,,,,,,,,,,,,,,,,,,
12,PT11M10.00S,2021-11-18T01:11:40.6Z,1,REGULAR,rebound,defensive,[],1628368,,,1610612758,0,2,2021-11-18T01:11:44Z,120000,,,0,,D. Fox REBOUND (Off:0 Def:1),[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,,,11.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
13,PT11M04.00S,2021-11-18T01:11:47.3Z,1,REGULAR,3pt,Jump Shot,[],1630169,89.43823915900131,4.166666666666666,1610612758,0,2,2021-11-18T01:12:45Z,130000,-229.0,47.0,1,right,MISS T. Haliburton pullup 3PT,[1630169],1610612758.0,SAC,pullup,,,Haliburton,T. Haliburton,,,,,23.39,Missed,,,,,,,,,,,,,,,,,,,
14,PT10M59.00S,2021-11-18T01:11:52.3Z,1,REGULAR,rebound,offensive,[],1626158,,,1610612758,0,2,2021-11-18T01:11:52Z,140000,,,0,,R. Holmes REBOUND (Off:1 Def:0),[1626158],1610612758.0,SAC,,,,Holmes,R. Holmes,,,,,,,13.0,1.0,0.0,1.0,,,,,,,,,,,,,,,
15,PT10M59.00S,2021-11-18T01:11:51.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1626158,94.40999984741211,50.0,1610612758,0,4,2021-11-18T01:11:51Z,150000,0.0,0.0,1,right,R. Holmes tip Layup (4 PTS),[1626158],1610612758.0,SAC,tip,,,Holmes,R. Holmes,,,,,0.0,Made,,,,,4.0,,,,,,,,,,,,,,
16,PT10M43.00S,2021-11-18T01:12:08.0Z,1,REGULAR,3pt,Jump Shot,[],201976,20.97568988173456,8.823529411764707,1610612750,0,4,2021-11-18T01:12:15Z,160000,206.0,145.0,1,left,MISS P. Beverley 25' 3PT,[201976],1610612750.0,MIN,,,,Beverley,P. Beverley,,,,,25.17,Missed,,,,,,,,,,,,,,,,,,,
17,PT10M40.00S,2021-11-18T01:12:11.0Z,1,REGULAR,rebound,offensive,[],1629020,,,1610612750,0,4,2021-11-18T01:12:15Z,170000,,,0,,J. Vanderbilt REBOUND (Off:1 Def:0),[1629020],1610612750.0,MIN,,,,Vanderbilt,J. Vanderbilt,,,,,,,16.0,1.0,0.0,1.0,,,,,,,,,,,,,,,
18,PT10M31.00S,2021-11-18T01:12:18.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",201976,6.389618922470433,52.450980392156865,1610612750,2,4,2021-11-18T01:12:25Z,180000,-12.0,8.0,1,left,P. Beverley driving reverse Layup (2 PTS),[201976],1610612750.0,MIN,driving reverse,,,Beverley,P. Beverley,,,,,1.45,Made,,,,,2.0,,,,,,,,,,,,,,
19,PT10M11.00S,2021-11-18T01:12:39.0Z,1,REGULAR,2pt,Jump Shot,[],1629002,91.80354796320631,69.6078431372549,1610612758,2,4,2021-11-18T01:12:48Z,190000,98.0,25.0,1,right,MISS C. Metu 10' driving floating Shot,[1629002],1610612758.0,SAC,driving floating,,,Metu,C. Metu,,,,,10.1,Missed,,,,,,,,,,,,,,,,,,,
20,PT10M08.00S,2021-11-18T01:12:42.0Z,1,REGULAR,rebound,defensive,[],1629020,,,1610612750,2,4,2021-11-18T01:12:48Z,200000,,,0,,J. Vanderbilt REBOUND (Off:1 Def:1),[1629020],1610612750.0,MIN,,,,Vanderbilt,J. Vanderbilt,,,,,,,19.0,2.0,1.0,1.0,,,,,,,,,,,,,,,
21,PT10M04.00S,2021-11-18T01:12:46.5Z,1,REGULAR,2pt,Jump Shot,['fastbreak'],1626156,11.777266754270697,69.36274509803921,1610612750,4,4,2021-11-18T01:14:40Z,210000,-97.0,58.0,1,left,D. Russell 11' pullup Jump Shot (2 PTS),[1626156],1610612750.0,MIN,pullup,,,Russell,D. Russell,,,,,11.29,Made,,,,,2.0,,,,,,,,,,,,,,
22,PT09M55.00S,2021-11-18T01:12:55.1Z,1,REGULAR,3pt,Jump Shot,[],1628368,72.88107752956637,21.323529411764707,1610612758,4,4,2021-11-18T01:13:01Z,220000,-143.0,202.0,1,right,MISS D. Fox 24' pullup 3PT,[1628368],1610612758.0,SAC,pullup,,,Fox,D. Fox,,,,,24.81,Missed,,,,,,,,,,,,,,,,,,,
23,PT09M52.00S,2021-11-18T01:12:58.1Z,1,REGULAR,rebound,defensive,[],1629020,,,1610612750,4,4,2021-11-18T01:13:01Z,230000,,,0,,J. Vanderbilt REBOUND (Off:1 Def:2),[1629020],1610612750.0,MIN,,,,Vanderbilt,J. Vanderbilt,,,,,,,22.0,3.0,2.0,1.0,,,,,,,,,,,,,,,
24,PT09M39.00S,2021-11-18T01:13:11.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1626157,5.995400788436268,49.50980392156863,1610612750,6,4,2021-11-18T01:13:16Z,240000,2.0,4.0,1,left,K. Towns cutting finger roll Layup (2 PTS) (P. Beverley 1 AST),"[1626157, 201976]",1610612750.0,MIN,cutting finger roll,,,Towns,K. Towns,,,,,0.46,Made,,,,,2.0,P. Beverley,201976.0,1.0,,,,,,,,,,,
26,PT09M32.00S,2021-11-18T01:13:18.4Z,1,REGULAR,turnover,bad pass,[],1628368,,,1610612758,6,4,2021-11-18T01:13:23Z,260000,,,0,,D. Fox bad pass TURNOVER (1 TO),"[1628368, 1629020]",1610612758.0,SAC,,,,Fox,D. Fox,,,,,,,,,,,,,,,1.0,Vanderbilt,1629020.0,,,,,,,,
27,PT09M32.00S,2021-11-18T01:13:18.4Z,1,REGULAR,steal,,[],1629020,,,1610612750,6,4,2021-11-18T01:13:20Z,270000,,,0,,J. Vanderbilt STEAL (1 STL),[1629020],1610612750.0,MIN,,,,Vanderbilt,J. Vanderbilt,,,,,,,,,,,,,,,,,,,,,,,,,
28,PT09M28.00S,2021-11-18T01:13:22.1Z,1,REGULAR,3pt,Jump Shot,"['fastbreak', 'fromturnover']",1626156,32.013797634691194,59.80392156862745,1610612750,6,4,2021-11-18T01:15:26Z,280000,-49.0,248.0,1,left,MISS D. Russell 25' pullup 3PT,[1626156],1610612750.0,MIN,pullup,,,Russell,D. Russell,,,,,25.32,Missed,,,,,,,,,,,,,,,,,,,
29,PT09M27.00S,2021-11-18T01:13:23.1Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612750,6,4,2021-11-18T01:13:30Z,290000,,,0,,TEAM offensive REBOUND,[],1610612750.0,MIN,,,,,,,,,,,,28.0,,,,,,,,,,,,,,,,,,
30,PT09M27.00S,2021-11-18T01:13:30.0Z,1,REGULAR,foul,personal,[],1629002,,,1610612750,6,4,2021-11-18T01:13:48Z,300000,,,0,,C. Metu loose ball personal FOUL (1 PF),"[1629002, 1629020]",1610612758.0,SAC,loose ball,,,Metu,C. Metu,,,,,,,,,,,,,,,,,,1628951.0,1.0,0.0,Vanderbilt,1629020.0,,,
32,PT09M14.00S,2021-11-18T01:13:59.8Z,1,REGULAR,foul,offensive,[],1626157,,,1610612750,6,4,2021-11-18T01:14:08Z,320000,,,0,,K. Towns offensive FOUL (1 PF),"[1626157, 1629002]",1610612750.0,MIN,,,,Towns,K. Towns,,,,,,,,,,,,,,,,,,202058.0,1.0,0.0,Metu,1629002.0,,,
34,PT09M14.00S,2021-11-18T01:13:59.8Z,1,REGULAR,turnover,offensive foul,[],1626157,,,1610612750,6,4,2021-11-18T01:13:59Z,340000,,,0,,K. Towns offensive foul TURNOVER (1 TO),[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,,,,,,,,,,,1.0,,,202058.0,,,,,,,
35,PT09M03.00S,2021-11-18T01:14:24.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",203084,94.03745072273325,52.69607843137255,1610612758,6,4,2021-11-18T01:14:30Z,350000,13.0,4.0,1,right,MISS H. Barnes driving Layup,[203084],1610612758.0,SAC,driving,,,Barnes,H. Barnes,,,,,1.39,Missed,,,,,,,,,,,,,,,,,,,
36,PT09M02.00S,2021-11-18T01:14:25.7Z,1,REGULAR,rebound,defensive,[],1630162,,,1610612750,6,4,2021-11-18T01:14:30Z,360000,,,0,,A. Edwards REBOUND (Off:0 Def:1),[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,,35.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
37,PT08M57.00S,2021-11-18T01:14:31.6Z,1,REGULAR,2pt,Jump Shot,"['fastbreak', 'pointsinthepaint']",1630162,14.273981603153747,51.225490196078425,1610612750,8,4,2021-11-18T01:16:07Z,370000,-6.0,82.0,1,left,A. Edwards 8' fadeaway Jump Shot (2 PTS),[1630162],1610612750.0,MIN,fadeaway,,,Edwards,A. Edwards,,,,,8.19,Made,,,,,2.0,,,,,,,,,,,,,,
38,PT08M46.00S,2021-11-18T01:14:45.9Z,1,REGULAR,foul,personal,[],1630162,,,1610612758,8,4,2021-11-18T01:14:52Z,380000,,,0,,A. Edwards personal FOUL (1 PF),"[1630162, 1629002]",1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,,,,,,,,,,,,,202058.0,1.0,0.0,Metu,1629002.0,,,
40,PT08M38.00S,2021-11-18T01:15:11.3Z,1,REGULAR,foul,personal,['2freethrow'],1626157,,,1610612758,8,4,2021-11-18T01:15:16Z,400000,,,0,,K. Towns shooting personal FOUL (2 PF) (Fox 2 FT),"[1626157, 1628368]",1610612750.0,MIN,shooting,,,Towns,K. Towns,,,,,,,,,,,,,,,,,,1628951.0,2.0,0.0,Fox,1628368.0,,,
42,PT08M38.00S,2021-11-18T01:15:29.3Z,1,REGULAR,freethrow,1 of 2,[],1628368,,,1610612758,8,5,2021-11-18T01:15:46Z,420000,,,0,,D. Fox Free Throw 1 of 2 (1 PTS),[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,,Made,,,,,1.0,,,,,,,,,,,,,,
43,PT08M38.00S,2021-11-18T01:15:29.3Z,1,REGULAR,freethrow,2 of 2,[],1628368,,,1610612758,8,5,2021-11-18T01:15:46Z,430000,,,0,,MISS D. Fox Free Throw 2 of 2,[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,,Missed,,,,,,,,,,,,,,,,,,,
44,PT08M36.00S,2021-11-18T01:15:31.3Z,1,REGULAR,rebound,defensive,[],1626157,,,1610612750,8,5,2021-11-18T01:15:46Z,440000,,,0,,K. Towns REBOUND (Off:0 Def:1),[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,,,43.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
45,PT08M28.00S,2021-11-18T01:15:53.4Z,1,REGULAR,turnover,out-of-bounds,[],1626157,,,1610612750,8,5,2021-11-18T01:16:01Z,450000,,,0,,K. Towns bad pass out-of-bounds TURNOVER (2 TO),[1626157],1610612750.0,MIN,bad pass,,,Towns,K. Towns,,,,,,,,,,,,,,,2.0,,,200834.0,,,,,,,
46,PT08M12.00S,2021-11-18T01:16:16.9Z,1,REGULAR,turnover,bad pass,[],1630169,,,1610612758,8,5,2021-11-18T01:16:21Z,460000,,,0,,T. Haliburton bad pass TURNOVER (1 TO),"[1630169, 1629020]",1610612758.0,SAC,,,,Haliburton,T. Haliburton,,,,,,,,,,,,,,,1.0,Vanderbilt,1629020.0,,,,,,,,
47,PT08M12.00S,2021-11-18T01:16:16.9Z,1,REGULAR,steal,,[],1629020,,,1610612750,8,5,2021-11-18T01:16:18Z,470000,,,0,,J. Vanderbilt STEAL (2 STL),[1629020],1610612750.0,MIN,,,,Vanderbilt,J. Vanderbilt,,,,,,,,,,,,,,,,,,,,,,,,,
48,PT08M10.00S,2021-11-18T01:16:22.2Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612750,8,5,2021-11-18T01:16:22Z,480000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,PT08M00.00S,2021-11-18T01:16:50.8Z,1,REGULAR,foul,personal,['2freethrow'],1630169,,,1610612750,8,5,2021-11-18T01:16:56Z,490000,,,0,,T. Haliburton shooting personal FOUL (1 PF) (Beverley 2 FT),"[1630169, 201976]",1610612758.0,SAC,shooting,,,Haliburton,T. Haliburton,,,,,,,,,,,,,,,,,,1628951.0,1.0,0.0,Beverley,201976.0,,,
51,PT08M00.00S,2021-11-18T01:17:15.7Z,1,REGULAR,freethrow,1 of 2,['fromturnover'],201976,,,1610612750,9,5,2021-11-18T01:17:15Z,510000,,,0,,P. Beverley Free Throw 1 of 2 (3 PTS),[201976],1610612750.0,MIN,,,,Beverley,P. Beverley,,,,,,Made,,,,,3.0,,,,,,,,,,,,,,
52,PT08M00.00S,2021-11-18T01:17:30.9Z,1,REGULAR,freethrow,2 of 2,['fromturnover'],201976,,,1610612750,10,5,2021-11-18T01:17:30Z,520000,,,0,,P. Beverley Free Throw 2 of 2 (4 PTS),[201976],1610612750.0,MIN,,,,Beverley,P. Beverley,,,,,,Made,,,,,4.0,,,,,,,,,,,,,,
