actionNumber,clock,timeActual,period,periodType,teamId,teamTricode,actionType,subType,descriptor,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,officialId,orderNumber,xLegacy,yLegacy,isFieldGoal,foulPersonalTotal,foulTechnicalTotal,side,description,playerName,playerNameI,personIdsFilter,jumpBallRecoveredName,jumpBallRecoverdPersonId,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,turnoverTotal,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,value
92,PT04M06.00S,2022-02-17T01:26:50.6Z,1,REGULAR,1610612750.0,MIN,freethrow,1 of 2,,[],1626157,,,1610612750,18,24,2022-02-17T01:26:50Z,,920000,,,0,,,,K. Towns Free Throw 1 of 2 (7 PTS),Towns,K. Towns,[1626157],,,,,,,,,Made,7.0,,,,,,,,,,,,,,
93,PT04M06.00S,2022-02-17T01:26:51.8Z,1,REGULAR,1610612750.0,MIN,substitution,out,,[],201976,,,1610612750,18,24,2022-02-17T01:27:01Z,,930000,,,0,,,,SUB out: P. Beverley,Beverley,P. Beverley,[201976],,,,,,,,,,,,,,,,,,,,,,,,
94,PT04M06.00S,2022-02-17T01:26:51.8Z,1,REGULAR,1610612761.0,TOR,substitution,out,,[],1628384,,,1610612750,18,24,2022-02-17T01:27:01Z,,940000,,,0,,,,SUB out: O. Anunoby,Anunoby,O. Anunoby,[1628384],,,,,,,,,,,,,,,,,,,,,,,,
95,PT04M06.00S,2022-02-17T01:26:51.8Z,1,REGULAR,1610612750.0,MIN,substitution,in,,[],1629162,,,1610612750,18,24,2022-02-17T01:27:01Z,,950000,,,0,,,,SUB in: J. McLaughlin,McLaughlin,J. McLaughlin,[1629162],,,,,,,,,,,,,,,,,,,,,,,,
96,PT04M06.00S,2022-02-17T01:26:51.8Z,1,REGULAR,1610612761.0,TOR,substitution,in,,[],1628449,,,1610612750,18,24,2022-02-17T01:27:01Z,,960000,,,0,,,,SUB in: C. Boucher,Boucher,C. Boucher,[1628449],,,,,,,,,,,,,,,,,,,,,,,,
97,PT04M06.00S,2022-02-17T01:27:16.7Z,1,REGULAR,1610612750.0,MIN,freethrow,2 of 2,,[],1626157,,,1610612750,19,24,2022-02-17T01:27:16Z,,970000,,,0,,,,K. Towns Free Throw 2 of 2 (8 PTS),Towns,K. Towns,[1626157],,,,,,,,,Made,8.0,,,,,,,,,,,,,,
98,PT03M44.00S,2022-02-17T01:27:39.9Z,1,REGULAR,1610612761.0,TOR,2pt,DUNK,cutting,['pointsinthepaint'],1630567,93.51182654402102,47.30392156862745,1610612761,19,26,2022-02-17T01:27:45Z,,980000,-13.0,8.0,1,,,right,S. Barnes cutting DUNK (7 PTS) (P. Achiuwa 1 AST),Barnes,S. Barnes,"[1630567, 1630173]",,,,,,,,1.6,Made,7.0,,,,,,,P. Achiuwa,1630173.0,1.0,,,,,
100,PT03M35.00S,2022-02-17T01:27:51.9Z,1,REGULAR,1610612761.0,TOR,foul,personal,shooting,['2freethrow'],1630173,,,1610612750,19,26,2022-02-17T01:27:57Z,2002.0,1000000,,,0,1.0,0.0,,P. Achiuwa shooting personal FOUL (1 PF) (Towns 2 FT),Achiuwa,P. Achiuwa,"[1630173, 1626157]",,,,,,,,,,,,,,,,,,,,Towns,1626157.0,,,
102,PT03M35.00S,2022-02-17T01:28:23.8Z,1,REGULAR,1610612750.0,MIN,freethrow,1 of 2,,[],1626157,,,1610612750,20,26,2022-02-17T01:28:23Z,,1020000,,,0,,,,K. Towns Free Throw 1 of 2 (9 PTS),Towns,K. Towns,[1626157],,,,,,,,,Made,9.0,,,,,,,,,,,,,,
103,PT03M35.00S,2022-02-17T01:28:46.0Z,1,REGULAR,1610612750.0,MIN,freethrow,2 of 2,,[],1626157,,,1610612750,21,26,2022-02-17T01:28:46Z,,1030000,,,0,,,,K. Towns Free Throw 2 of 2 (10 PTS),Towns,K. Towns,[1626157],,,,,,,,,Made,10.0,,,,,,,,,,,,,,
104,PT03M23.00S,2022-02-17T01:28:59.7Z,1,REGULAR,1610612761.0,TOR,2pt,Jump Shot,step back,[],1629018,76.95466491458606,26.715686274509803,1610612761,21,26,2022-02-17T01:29:05Z,,1040000,-116.0,164.0,1,,,right,MISS G. Trent Jr. 20' step back Shot,Trent Jr.,G. Trent Jr.,[1629018],,,,,,,,20.12,Missed,,,,,,,,,,,,,,,
105,PT03M20.00S,2022-02-17T01:29:02.7Z,1,REGULAR,1610612750.0,MIN,rebound,defensive,,[],1629162,,,1610612750,21,26,2022-02-17T01:29:05Z,,1050000,,,0,,,,J. McLaughlin REBOUND (Off:0 Def:1),McLaughlin,J. McLaughlin,[1629162],,,,,,,,,,,104.0,1.0,1.0,0.0,,,,,,,,,,
106,PT03M04.00S,2022-02-17T01:29:25.8Z,1,REGULAR,1610612761.0,TOR,foul,technical,defensive-3-second,['1freethrow'],1627783,,,1610612750,21,26,2022-02-17T01:29:33Z,1146.0,1060000,,,0,1.0,1.0,,P. Siakam defensive-3-second technical FOUL (1 Tech),Siakam,P. Siakam,[1627783],,,,,,,,,,,,,,,,,,,,,,,,
107,PT03M04.00S,2022-02-17T01:29:47.8Z,1,REGULAR,1610612750.0,MIN,freethrow,1 of 1,technical,[],1626157,,,1610612750,21,26,2022-02-17T01:29:54Z,,1070000,,,0,,,,MISS K. Towns technical Free Throw 1 of 1,Towns,K. Towns,[1626157],,,,,,,,,Missed,,,,,,,,,,,,,,,
108,PT03M04.00S,2022-02-17T01:29:47.8Z,1,REGULAR,1610612750.0,MIN,rebound,offensive,,"['team', 'deadball']",0,,,1610612750,21,26,2022-02-17T01:29:54Z,,1080000,,,0,,,,TEAM offensive REBOUND,,,[],,,,,,,,,,,107.0,,,,,,,,,,,,,
109,PT02M59.00S,2022-02-17T01:30:10.6Z,1,REGULAR,1610612761.0,TOR,foul,personal,shooting,"['inpenalty', '2freethrow']",1630173,,,1610612750,21,26,2022-02-17T01:30:27Z,1628954.0,1090000,,,0,2.0,0.0,,P. Achiuwa shooting personal FOUL (2 PF) (Edwards 2 FT),Achiuwa,P. Achiuwa,"[1630173, 1630162]",,,,,,,,,,,,,,,,,,,,Edwards,1630162.0,,,
111,PT02M59.00S,2022-02-17T01:30:25.4Z,1,REGULAR,1610612761.0,TOR,timeout,full,,"['team', 'mandatory']",0,,,1610612750,21,26,2022-02-17T01:30:25Z,,1110000,,,0,,,,TOR Timeout,,,[],,,,,,,,,,,,,,,,,,,,,,,,
112,PT02M59.00S,2022-02-17T01:30:35.3Z,1,REGULAR,1610612761.0,TOR,substitution,out,,[],1630567,,,1610612750,21,26,2022-02-17T01:32:43Z,,1120000,,,0,,,,SUB out: S. Barnes,Barnes,S. Barnes,[1630567],,,,,,,,,,,,,,,,,,,,,,,,
113,PT02M59.00S,2022-02-17T01:30:35.3Z,1,REGULAR,1610612761.0,TOR,substitution,in,,[],201152,,,1610612750,21,26,2022-02-17T01:32:43Z,,1130000,,,0,,,,SUB in: T. Young,Young,T. Young,[201152],,,,,,,,,,,,,,,,,,,,,,,,
114,PT02M59.00S,2022-02-17T01:33:14.5Z,1,REGULAR,1610612750.0,MIN,freethrow,1 of 2,,[],1630162,,,1610612750,21,26,2022-02-17T01:33:14Z,,1140000,,,0,,,,MISS A. Edwards Free Throw 1 of 2,Edwards,A. Edwards,[1630162],,,,,,,,,Missed,,,,,,,,,,,,,,,
115,PT02M59.00S,2022-02-17T01:33:14.5Z,1,REGULAR,1610612750.0,MIN,rebound,offensive,,"['deadball', 'team']",0,,,1610612750,21,26,2022-02-17T01:33:14Z,,1150000,,,0,,,,TEAM offensive REBOUND,,,[],,,,,,,,,,,114.0,,,,,,,,,,,,,
116,PT02M59.00S,2022-02-17T01:33:26.4Z,1,REGULAR,1610612750.0,MIN,freethrow,2 of 2,,[],1630162,,,1610612750,22,26,2022-02-17T01:33:26Z,,1160000,,,0,,,,A. Edwards Free Throw 2 of 2 (2 PTS),Edwards,A. Edwards,[1630162],,,,,,,,,Made,2.0,,,,,,,,,,,,,,
117,PT02M40.00S,2022-02-17T01:33:46.8Z,1,REGULAR,1610612761.0,TOR,2pt,Layup,driving,['pointsinthepaint'],1629018,91.01511169513797,42.64705882352941,1610612761,22,26,2022-02-17T01:33:52Z,,1170000,-37.0,32.0,1,,,right,MISS G. Trent Jr. driving Layup,Trent Jr.,G. Trent Jr.,[1629018],,,,,,,,4.88,Missed,,,,,,,,,,,,,,,
118,PT02M38.00S,2022-02-17T01:33:48.8Z,1,REGULAR,1610612750.0,MIN,rebound,defensive,,[],1626157,,,1610612750,22,26,2022-02-17T01:33:52Z,,1180000,,,0,,,,K. Towns REBOUND (Off:0 Def:3),Towns,K. Towns,[1626157],,,,,,,,,,,117.0,3.0,3.0,0.0,,,,,,,,,,
119,PT02M31.00S,2022-02-17T01:33:55.6Z,1,REGULAR,1610612750.0,MIN,3pt,Jump Shot,pullup,[],1630162,27.94021024967148,22.30392156862745,1610612750,22,26,2022-02-17T01:33:59Z,,1190000,138.0,210.0,1,,,left,MISS A. Edwards 25' pullup 3PT,Edwards,A. Edwards,[1630162],,,,,,,,25.16,Missed,,,,,,,,,,,,,,,
120,PT02M28.00S,2022-02-17T01:33:58.6Z,1,REGULAR,1610612761.0,TOR,rebound,defensive,,[],1628449,,,1610612761,22,26,2022-02-17T01:33:59Z,,1200000,,,0,,,,C. Boucher REBOUND (Off:0 Def:1),Boucher,C. Boucher,[1628449],,,,,,,,,,,119.0,1.0,1.0,0.0,,,,,,,,,,
121,PT02M13.00S,2022-02-17T01:34:13.7Z,1,REGULAR,1610612761.0,TOR,2pt,Jump Shot,,['pointsinthepaint'],1630173,86.81011826544021,51.71568627450981,1610612761,22,28,2022-02-17T01:34:20Z,,1210000,9.0,71.0,1,,,right,P. Achiuwa 7' Jump Shot (2 PTS) (P. Siakam 3 AST),Achiuwa,P. Achiuwa,"[1630173, 1627783]",,,,,,,,7.2,Made,2.0,,,,,,,P. Siakam,1627783.0,3.0,,,,,
123,PT01M58.00S,2022-02-17T01:34:31.6Z,1,REGULAR,1610612761.0,TOR,foul,personal,shooting,"['inpenalty', '2freethrow']",1628449,,,1610612750,22,28,2022-02-17T01:34:42Z,1146.0,1230000,,,0,1.0,0.0,,C. Boucher shooting personal FOUL (1 PF) (Edwards 2 FT),Boucher,C. Boucher,"[1628449, 1630162]",,,,,,,,,,,,,,,,,,,,Edwards,1630162.0,,,
125,PT01M58.00S,2022-02-17T01:35:09.6Z,1,REGULAR,1610612750.0,MIN,freethrow,1 of 2,,[],1630162,,,1610612750,22,28,2022-02-17T01:35:09Z,,1250000,,,0,,,,MISS A. Edwards Free Throw 1 of 2,Edwards,A. Edwards,[1630162],,,,,,,,,Missed,,,,,,,,,,,,,,,
126,PT01M58.00S,2022-02-17T01:35:09.6Z,1,REGULAR,1610612750.0,MIN,rebound,offensive,,"['deadball', 'team']",0,,,1610612750,22,28,2022-02-17T01:35:09Z,,1260000,,,0,,,,TEAM offensive REBOUND,,,[],,,,,,,,,,,125.0,,,,,,,,,,,,,
127,PT01M58.00S,2022-02-17T01:35:10.5Z,1,REGULAR,1610612750.0,MIN,substitution,out,,[],1626157,,,1610612750,22,28,2022-02-17T01:35:21Z,,1270000,,,0,,,,SUB out: K. Towns,Towns,K. Towns,[1626157],,,,,,,,,,,,,,,,,,,,,,,,
128,PT01M58.00S,2022-02-17T01:35:10.5Z,1,REGULAR,1610612761.0,TOR,substitution,out,,[],1629018,,,1610612750,22,28,2022-02-17T01:35:21Z,,1280000,,,0,,,,SUB out: G. Trent Jr.,Trent Jr.,G. Trent Jr.,[1629018],,,,,,,,,,,,,,,,,,,,,,,,
129,PT01M58.00S,2022-02-17T01:35:10.5Z,1,REGULAR,1610612750.0,MIN,substitution,in,,[],1629675,,,1610612750,22,28,2022-02-17T01:35:21Z,,1290000,,,0,,,,SUB in: N. Reid,Reid,N. Reid,[1629675],,,,,,,,,,,,,,,,,,,,,,,,
130,PT01M58.00S,2022-02-17T01:35:10.5Z,1,REGULAR,1610612761.0,TOR,substitution,in,,[],1630625,,,1610612750,22,28,2022-02-17T01:35:21Z,,1300000,,,0,,,,SUB in: D. Banton,Banton,D. Banton,[1630625],,,,,,,,,,,,,,,,,,,,,,,,
131,PT01M58.00S,2022-02-17T01:35:30.0Z,1,REGULAR,1610612750.0,MIN,freethrow,2 of 2,,[],1630162,,,1610612750,23,28,2022-02-17T01:35:30Z,,1310000,,,0,,,,A. Edwards Free Throw 2 of 2 (3 PTS),Edwards,A. Edwards,[1630162],,,,,,,,,Made,3.0,,,,,,,,,,,,,,
132,PT01M41.00S,2022-02-17T01:35:48.8Z,1,REGULAR,1610612761.0,TOR,2pt,Jump Shot,running,['pointsinthepaint'],1627783,81.94809461235218,51.225490196078425,1610612761,23,28,2022-02-17T01:35:55Z,,1320000,6.0,117.0,1,,,right,MISS P. Siakam 11' running Shot,Siakam,P. Siakam,[1627783],,,,,,,,11.74,Missed,,,,,,,,,,,,,,,
133,PT01M37.00S,2022-02-17T01:35:52.8Z,1,REGULAR,1610612750.0,MIN,rebound,defensive,,[],1630162,,,1610612750,23,28,2022-02-17T01:35:55Z,,1330000,,,0,,,,A. Edwards REBOUND (Off:0 Def:1),Edwards,A. Edwards,[1630162],,,,,,,,,,,132.0,1.0,1.0,0.0,,,,,,,,,,
134,PT01M35.00S,2022-02-17T01:35:59.1Z,1,REGULAR,1610612761.0,TOR,violation,kicked ball,,[],1627783,,,1610612750,23,28,2022-02-17T01:36:09Z,1146.0,1340000,,,0,,,,P. Siakam kicked ball VIOLATION,Siakam,P. Siakam,[1627783],,,,,,,,,,,,,,,,,,,,,,,,
135,PT01M26.00S,2022-02-17T01:36:30.5Z,1,REGULAR,1610612750.0,MIN,2pt,Jump Shot,step back,['pointsinthepaint'],1630162,6.1268068331143235,65.19607843137256,1610612750,23,28,2022-02-17T01:36:35Z,,1350000,-76.0,5.0,1,,,left,MISS A. Edwards 7' step back Shot,Edwards,A. Edwards,[1630162],,,,,,,,7.62,Missed,,,,,,,,,,,,,,,
136,PT01M23.00S,2022-02-17T01:36:33.5Z,1,REGULAR,1610612761.0,TOR,rebound,defensive,,[],1628449,,,1610612761,23,28,2022-02-17T01:36:35Z,,1360000,,,0,,,,C. Boucher REBOUND (Off:0 Def:2),Boucher,C. Boucher,[1628449],,,,,,,,,,,135.0,2.0,2.0,0.0,,,,,,,,,,
137,PT01M20.00S,2022-02-17T01:36:37.7Z,1,REGULAR,1610612761.0,TOR,turnover,double dribble,,[],1627783,,,1610612761,23,28,2022-02-17T01:36:46Z,2002.0,1370000,,,0,,,,P. Siakam double dribble TURNOVER (1 TO),Siakam,P. Siakam,[1627783],,,,,,,1.0,,,,,,,,,,,,,,,,,
138,PT01M12.00S,2022-02-17T01:36:59.4Z,1,REGULAR,1610612750.0,MIN,turnover,lost ball,,[],1629162,,,1610612750,23,28,2022-02-17T01:37:08Z,,1380000,,,0,,,,J. McLaughlin lost ball TURNOVER (1 TO),McLaughlin,J. McLaughlin,"[1629162, 201152]",,,,,,,1.0,,,,,,,,Young,201152.0,,,,,,,,
139,PT01M12.00S,2022-02-17T01:36:59.4Z,1,REGULAR,1610612761.0,TOR,steal,,,[],201152,,,1610612761,23,28,2022-02-17T01:37:02Z,,1390000,,,0,,,,T. Young STEAL (1 STL),Young,T. Young,[201152],,,,,,,,,,,,,,,,,,,,,,,,
140,PT01M01.00S,2022-02-17T01:37:09.8Z,1,REGULAR,1610612761.0,TOR,2pt,Layup,,['fromturnover'],1630173,91.5407358738502,27.450980392156865,1610612761,23,28,2022-02-17T01:37:20Z,,1400000,-113.0,27.0,1,,,right,MISS P. Achiuwa 11' Layup - blocked,Achiuwa,P. Achiuwa,"[1630173, 1629675]",,,,,,,,11.59,Missed,,,,,,,,,,,,,Reid,1629675.0,
141,PT01M01.00S,2022-02-17T01:37:09.8Z,1,REGULAR,1610612750.0,MIN,block,,,[],1629675,,,1610612761,23,28,2022-02-17T01:37:12Z,,1410000,,,0,,,,N. Reid BLOCK (1 BLK),Reid,N. Reid,[1629675],,,,,,,,,,,,,,,,,,,,,,,,
142,PT01M00.00S,2022-02-17T01:37:10.8Z,1,REGULAR,1610612761.0,TOR,rebound,offensive,,['team'],0,,,1610612761,23,28,2022-02-17T01:37:20Z,,1420000,,,0,,,,TEAM offensive REBOUND,,,[],,,,,,,,,,,140.0,,,,,,,,,,,,,
143,PT01M00.00S,2022-02-17T01:37:14.7Z,1,REGULAR,,,stoppage,out-of-bounds,,[],0,,,1610612761,23,28,2022-02-17T01:37:14Z,,1430000,,,0,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,
144,PT00M52.80S,2022-02-17T01:37:36.3Z,1,REGULAR,1610612761.0,TOR,2pt,Jump Shot,pullup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1628449,82.21090670170827,61.029411764705884,1610612761,23,28,2022-02-17T01:37:41Z,,1440000,55.0,115.0,1,,,right,MISS C. Boucher 12' pullup Shot,Boucher,C. Boucher,[1628449],,,,,,,,12.72,Missed,,,,,,,,,,,,,,,
145,PT00M49.80S,2022-02-17T01:37:39.3Z,1,REGULAR,1610612750.0,MIN,rebound,defensive,,[],1629675,,,1610612750,23,28,2022-02-17T01:37:41Z,,1450000,,,0,,,,N. Reid REBOUND (Off:0 Def:1),Reid,N. Reid,[1629675],,,,,,,,,,,144.0,1.0,1.0,0.0,,,,,,,,,,
146,PT00M38.40S,2022-02-17T01:37:50.9Z,1,REGULAR,1610612750.0,MIN,2pt,Jump Shot,driving floating,['pointsinthepaint'],1630183,8.229303547963205,48.529411764705884,1610612750,23,28,2022-02-17T01:37:56Z,,1460000,7.0,25.0,1,,,left,MISS J. McDaniels driving floating Shot,McDaniels,J. McDaniels,[1630183],,,,,,,,2.6,Missed,,,,,,,,,,,,,,,
147,PT00M36.20S,2022-02-17T01:37:53.1Z,1,REGULAR,1610612761.0,TOR,rebound,defensive,,[],201152,,,1610612761,23,28,2022-02-17T01:37:56Z,,1470000,,,0,,,,T. Young REBOUND (Off:0 Def:1),Young,T. Young,[201152],,,,,,,,,,,146.0,1.0,1.0,0.0,,,,,,,,,,
148,PT00M31.90S,2022-02-17T01:37:58.1Z,1,REGULAR,1610612761.0,TOR,2pt,Layup,,"['pointsinthepaint', 'fastbreak']",1627783,92.9862023653088,47.05882352941176,1610612761,23,30,2022-02-17T01:38:06Z,,1480000,-15.0,13.0,1,,,right,P. Siakam Layup (4 PTS) (D. Banton 1 AST),Siakam,P. Siakam,"[1627783, 1630625]",,,,,,,,1.99,Made,4.0,,,,,,,D. Banton,1630625.0,1.0,,,,,
150,PT00M18.30S,2022-02-17T01:38:13.9Z,1,REGULAR,1610612750.0,MIN,2pt,Layup,driving,['pointsinthepaint'],1630162,8.492115637319317,55.14705882352941,1610612750,23,30,2022-02-17T01:38:18Z,,1500000,-26.0,27.0,1,,,left,MISS A. Edwards driving Layup,Edwards,A. Edwards,[1630162],,,,,,,,3.75,Missed,,,,,,,,,,,,,,,
151,PT00M16.10S,2022-02-17T01:38:16.1Z,1,REGULAR,1610612761.0,TOR,rebound,defensive,,[],201152,,,1610612761,23,30,2022-02-17T01:38:16Z,,1510000,,,0,,,,T. Young REBOUND (Off:0 Def:2),Young,T. Young,[201152],,,,,,,,,,,150.0,2.0,2.0,0.0,,,,,,,,,,
152,PT00M12.00S,2022-02-17T01:38:20.2Z,1,REGULAR,1610612761.0,TOR,turnover,bad pass,,[],201152,,,1610612761,23,30,2022-02-17T01:38:24Z,,1520000,,,0,,,,T. Young bad pass TURNOVER (1 TO),Young,T. Young,"[201152, 1629675]",,,,,,,1.0,,,,,,,,Reid,1629675.0,,,,,,,,
153,PT00M12.00S,2022-02-17T01:38:20.2Z,1,REGULAR,1610612750.0,MIN,steal,,,[],1629675,,,1610612750,23,30,2022-02-17T01:38:22Z,,1530000,,,0,,,,N. Reid STEAL (1 STL),Reid,N. Reid,[1629675],,,,,,,,,,,,,,,,,,,,,,,,
154,PT00M07.00S,2022-02-17T01:38:25.1Z,1,REGULAR,1610612750.0,MIN,3pt,Jump Shot,,"['fromturnover', 'fastbreak']",1627736,30.962549277266753,42.40196078431372,1610612750,23,30,2022-02-17T01:38:32Z,,1540000,38.0,239.0,1,,,left,MISS M. Beasley 24' 3PT,Beasley,M. Beasley,[1627736],,,,,,,,24.15,Missed,,,,,,,,,,,,,,,
155,PT00M04.30S,2022-02-17T01:38:27.8Z,1,REGULAR,1610612761.0,TOR,rebound,defensive,,[],1628449,,,1610612761,23,30,2022-02-17T01:38:27Z,,1550000,,,0,,,,C. Boucher REBOUND (Off:0 Def:3),Boucher,C. Boucher,[1628449],,,,,,,,,,,154.0,3.0,3.0,0.0,,,,,,,,,,
156,PT00M00.80S,2022-02-17T01:38:31.3Z,1,REGULAR,1610612761.0,TOR,3pt,Jump Shot,,[],1627783,36.61300919842313,67.40196078431373,1610612761,23,30,2022-02-17T01:38:39Z,,1560000,87.0,543.0,1,,,right,MISS P. Siakam 55' 3PT,Siakam,P. Siakam,[1627783],,,,,,,,55.02,Missed,,,,,,,,,,,,,,,
157,PT00M00.80S,2022-02-17T01:38:31.3Z,1,REGULAR,1610612761.0,TOR,rebound,offensive,,['team'],0,,,1610612761,23,30,2022-02-17T01:38:39Z,,1570000,,,0,,,,TEAM offensive REBOUND,,,[],,,,,,,,,,,156.0,,,,,,,,,,,,,
158,PT00M00.00S,2022-02-17T01:38:39.6Z,1,REGULAR,,,period,end,,[],0,,,1610612761,23,30,2022-02-17T01:38:39Z,,1580000,,,0,,,,Period End,,,[],,,,,,,,,,,,,,,,,,,,,,,,
159,PT12M00.00S,2022-02-17T01:40:46.8Z,2,REGULAR,1610612750.0,MIN,substitution,out,,['startperiod'],1630162,,,1610612761,23,30,2022-02-17T01:41:07Z,,1590000,,,0,,,,SUB out: A. Edwards,Edwards,A. Edwards,[1630162],,,,,,,,,,,,,,,,,,,,,,,,
160,PT12M00.00S,2022-02-17T01:40:46.8Z,2,REGULAR,1610612761.0,TOR,substitution,out,,['startperiod'],1630173,,,1610612761,23,30,2022-02-17T01:41:07Z,,1600000,,,0,,,,SUB out: P. Achiuwa,Achiuwa,P. Achiuwa,[1630173],,,,,,,,,,,,,,,,,,,,,,,,
161,PT12M00.00S,2022-02-17T01:40:46.8Z,2,REGULAR,1610612761.0,TOR,substitution,out,,['startperiod'],1627783,,,1610612761,23,30,2022-02-17T01:41:07Z,,1610000,,,0,,,,SUB out: P. Siakam,Siakam,P. Siakam,[1627783],,,,,,,,,,,,,,,,,,,,,,,,
162,PT12M00.00S,2022-02-17T01:40:46.8Z,2,REGULAR,1610612750.0,MIN,substitution,in,,['startperiod'],1626156,,,1610612761,23,30,2022-02-17T01:41:07Z,,1620000,,,0,,,,SUB in: D. Russell,Russell,D. Russell,[1626156],,,,,,,,,,,,,,,,,,,,,,,,
163,PT12M00.00S,2022-02-17T01:40:46.8Z,2,REGULAR,1610612761.0,TOR,substitution,in,,['startperiod'],1629018,,,1610612761,23,30,2022-02-17T01:41:07Z,,1630000,,,0,,,,SUB in: G. Trent Jr.,Trent Jr.,G. Trent Jr.,[1629018],,,,,,,,,,,,,,,,,,,,,,,,
164,PT12M00.00S,2022-02-17T01:40:46.8Z,2,REGULAR,1610612761.0,TOR,substitution,in,,['startperiod'],1630567,,,1610612761,23,30,2022-02-17T01:41:07Z,,1640000,,,0,,,,SUB in: S. Barnes,Barnes,S. Barnes,[1630567],,,,,,,,,,,,,,,,,,,,,,,,
165,PT12M00.00S,2022-02-17T01:41:17.5Z,2,REGULAR,,,period,start,,[],0,,,1610612750,23,30,2022-02-17T01:41:17Z,,1650000,,,0,,,,Period Start,,,[],,,,,,,,,,,,,,,,,,,,,,,,
166,PT11M47.00S,2022-02-17T01:41:30.5Z,2,REGULAR,1610612750.0,MIN,3pt,Jump Shot,,[],1627736,19.136005256241788,91.42156862745098,1610612750,23,30,2022-02-17T01:41:45Z,,1660000,-207.0,127.0,1,,,left,MISS M. Beasley 24' 3PT,Beasley,M. Beasley,[1627736],,,,,,,,24.31,Missed,,,,,,,,,,,,,,,
167,PT11M44.00S,2022-02-17T01:41:33.5Z,2,REGULAR,1610612761.0,TOR,rebound,defensive,,[],1630625,,,1610612761,23,30,2022-02-17T01:41:45Z,,1670000,,,0,,,,D. Banton REBOUND (Off:0 Def:1),Banton,D. Banton,[1630625],,,,,,,,,,,166.0,1.0,1.0,0.0,,,,,,,,,,
169,PT11M30.00S,2022-02-17T01:41:46.5Z,2,REGULAR,1610612761.0,TOR,3pt,Jump Shot,,[],1629018,83.65637319316689,94.6078431372549,1610612761,23,30,2022-02-17T01:42:00Z,,1690000,223.0,101.0,1,,,right,MISS G. Trent Jr. 24' 3PT,Trent Jr.,G. Trent Jr.,[1629018],,,,,,,,24.48,Missed,,,,,,,,,,,,,,,
170,PT11M28.00S,2022-02-17T01:41:48.5Z,2,REGULAR,1610612750.0,MIN,rebound,defensive,,['team'],0,,,1610612750,23,30,2022-02-17T01:42:00Z,,1700000,,,0,,,,TEAM defensive REBOUND,,,[],,,,,,,,,,,169.0,,,,,,,,,,,,,
171,PT11M28.00S,2022-02-17T01:42:00.4Z,2,REGULAR,,,stoppage,out-of-bounds,,[],0,,,1610612750,23,30,2022-02-17T01:42:00Z,,1710000,,,0,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,
172,PT11M14.00S,2022-02-17T01:42:20.7Z,2,REGULAR,1610612750.0,MIN,2pt,Layup,,['pointsinthepaint'],1629162,5.995400788436268,57.59803921568627,1610612750,23,30,2022-02-17T01:42:28Z,,1720000,-38.0,4.0,1,,,left,MISS J. McLaughlin Layup - blocked,McLaughlin,J. McLaughlin,"[1629162, 1630567]",,,,,,,,3.82,Missed,,,,,,,,,,,,,Barnes,1630567.0,
173,PT11M14.00S,2022-02-17T01:42:20.7Z,2,REGULAR,1610612761.0,TOR,block,,,[],1630567,,,1610612750,23,30,2022-02-17T01:42:23Z,,1730000,,,0,,,,S. Barnes BLOCK (1 BLK),Barnes,S. Barnes,[1630567],,,,,,,,,,,,,,,,,,,,,,,,
174,PT11M12.00S,2022-02-17T01:42:22.7Z,2,REGULAR,1610612761.0,TOR,rebound,defensive,,[],1630625,,,1610612761,23,30,2022-02-17T01:42:28Z,,1740000,,,0,,,,D. Banton REBOUND (Off:0 Def:2),Banton,D. Banton,[1630625],,,,,,,,,,,172.0,2.0,2.0,0.0,,,,,,,,,,
175,PT10M57.00S,2022-02-17T01:42:37.5Z,2,REGULAR,1610612761.0,TOR,2pt,Layup,driving,['pointsinthepaint'],201152,93.9060446780552,53.431372549019606,1610612761,23,32,2022-02-17T01:42:42Z,,1750000,17.0,5.0,1,,,right,T. Young driving Layup (2 PTS),Young,T. Young,[201152],,,,,,,,1.79,Made,2.0,,,,,,,,,,,,,,
176,PT10M47.00S,2022-02-17T01:42:48.3Z,2,REGULAR,1610612750.0,MIN,2pt,DUNK,cutting,['pointsinthepaint'],1630183,8.09789750328515,49.26470588235294,1610612750,25,32,2022-02-17T01:42:52Z,,1760000,4.0,24.0,1,,,left,J. McDaniels cutting DUNK (5 PTS) (N. Reid 1 AST),McDaniels,J. McDaniels,"[1630183, 1629675]",,,,,,,,2.39,Made,5.0,,,,,,,N. Reid,1629675.0,1.0,,,,,
