actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
28,PT09M51.00S,2022-02-02T01:13:58.5Z,1,REGULAR,foul,personal,['1freethrow'],1630183,,,1610612743,2,2,2022-02-02T01:14:11Z,280000,,,0,,J. McDaniels shooting personal FOUL (1 PF) (Gordon 1 FT),"[1630183, 203932]",1610612750.0,MIN,shooting,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,,,,1628487.0,1.0,0.0,Gordon,203932.0,,
30,PT09M51.00S,2022-02-02T01:14:22.2Z,1,REGULAR,freethrow,1 of 1,['fromturnover'],203932,,,1610612743,2,2,2022-02-02T01:14:25Z,300000,,,0,,MISS A. Gordon Free Throw 1 of 1,[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,,,,,Missed,,,,,,,,,,,,,,,
31,PT09M49.00S,2022-02-02T01:14:24.2Z,1,REGULAR,rebound,defensive,[],1626157,,,1610612750,2,2,2022-02-02T01:14:25Z,310000,,,0,,K. Towns REBOUND (Off:0 Def:1),[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,,,,,,30.0,1.0,1.0,0.0,,,,,,,,,,,
32,PT09M35.00S,2022-02-02T01:14:37.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1626157,6.521024967148489,49.754901960784316,1610612750,4,2,2022-02-02T01:14:41Z,320000,1.0,9.0,1,left,K. Towns driving Layup (2 PTS) (A. Edwards 1 AST),"[1626157, 1630162]",1610612750.0,MIN,driving,,,Towns,K. Towns,,,,,,,,0.89,Made,,,,,2.0,A. Edwards,1630162.0,1.0,,,,,,,
33,PT09M23.00S,2022-02-02T01:14:49.5Z,1,REGULAR,2pt,Jump Shot,[],1628420,76.95466491458606,40.19607843137255,1610612743,4,4,2022-02-02T01:14:54Z,330000,-49.0,164.0,1,right,M. Morris 17' turnaround Jump Shot (2 PTS) (N. Jokic 2 AST),"[1628420, 203999]",1610612743.0,DEN,turnaround,,,Morris,M. Morris,,,,,,,,17.13,Made,,,,,2.0,N. Jokic,203999.0,2.0,,,,,,,
35,PT09M11.00S,2022-02-02T01:15:01.7Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1629020,6.652431011826544,49.26470588235294,1610612750,6,4,2022-02-02T01:15:06Z,350000,4.0,10.0,1,left,J. Vanderbilt cutting DUNK (4 PTS) (P. Beverley 1 AST),"[1629020, 201976]",1610612750.0,MIN,cutting,,,Vanderbilt,J. Vanderbilt,,,,,,,,1.07,Made,,,,,4.0,P. Beverley,201976.0,1.0,,,,,,,
37,PT08M58.00S,2022-02-02T01:15:15.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],201145,93.24901445466492,52.20588235294118,1610612743,6,6,2022-02-02T01:15:21Z,370000,11.0,11.0,1,right,J. Green cutting Layup (2 PTS) (N. Jokic 3 AST),"[201145, 203999]",1610612743.0,DEN,cutting,,,Green,J. Green,,,,,,,,1.56,Made,,,,,2.0,N. Jokic,203999.0,3.0,,,,,,,
39,PT08M58.00S,2022-02-02T01:15:17.7Z,1,REGULAR,foul,personal,['1freethrow'],201976,,,1610612743,6,6,2022-02-02T01:15:24Z,390000,,,0,,P. Beverley shooting personal FOUL (2 PF) (Green 1 FT),"[201976, 201145]",1610612750.0,MIN,shooting,,,Beverley,P. Beverley,,,,,,,,,,,,,,,,,,1155.0,2.0,0.0,Green,201145.0,,
41,PT08M58.00S,2022-02-02T01:15:46.3Z,1,REGULAR,freethrow,1 of 1,[],201145,,,1610612743,6,7,2022-02-02T01:15:46Z,410000,,,0,,J. Green Free Throw 1 of 1 (3 PTS),[201145],1610612743.0,DEN,,,,Green,J. Green,,,,,,,,,Made,,,,,3.0,,,,,,,,,,
43,PT08M46.00S,2022-02-02T01:16:06.7Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1629020,6.1268068331143235,49.50980392156863,1610612750,8,7,2022-02-02T01:16:12Z,420000,2.0,5.0,1,left,J. Vanderbilt cutting DUNK (6 PTS) (K. Towns 1 AST),"[1629020, 1626157]",1610612750.0,MIN,cutting,,,Vanderbilt,J. Vanderbilt,,,,,,,,0.57,Made,,,,,6.0,K. Towns,1626157.0,1.0,,,,,,,
45,PT08M32.00S,2022-02-02T01:16:20.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203999,92.72339027595268,51.71568627450981,1610612743,8,9,2022-02-02T01:16:25Z,440000,9.0,16.0,1,right,N. Jokic cutting finger roll Layup (2 PTS) (M. Morris 1 AST),"[203999, 1628420]",1610612743.0,DEN,cutting finger roll,,,Jokic,N. Jokic,,,,,,,,1.81,Made,,,,,2.0,M. Morris,1628420.0,1.0,,,,,,,
47,PT08M15.00S,2022-02-02T01:16:36.4Z,1,REGULAR,3pt,Jump Shot,[],1630162,21.369908015768726,87.99019607843137,1610612750,8,9,2022-02-02T01:21:39Z,460000,-190.0,148.0,1,left,MISS A. Edwards 24' step back 3PT,[1630162],1610612750.0,MIN,step back,,,Edwards,A. Edwards,,,,,,,,24.11,Missed,,,,,,,,,,,,,,,
48,PT08M13.00S,2022-02-02T01:16:38.4Z,1,REGULAR,rebound,defensive,[],203999,,,1610612743,8,9,2022-02-02T01:16:45Z,470000,,,0,,N. Jokic REBOUND (Off:0 Def:1),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,,,,47.0,1.0,1.0,0.0,,,,,,,,,,,
49,PT08M11.00S,2022-02-02T01:16:41.2Z,1,REGULAR,turnover,lost ball,[],203999,,,1610612743,8,9,2022-02-02T01:16:50Z,480000,,,0,,N. Jokic lost ball TURNOVER (2 TO),"[203999, 1629020]",1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,2.0,Vanderbilt,1629020.0,,,,,,,,,,,,,,,,,
50,PT08M11.00S,2022-02-02T01:16:41.2Z,1,REGULAR,steal,,[],1629020,,,1610612750,8,9,2022-02-02T01:16:43Z,490000,,,0,,J. Vanderbilt STEAL (1 STL),[1629020],1610612750.0,MIN,,,,Vanderbilt,J. Vanderbilt,,,,,,,,,,,,,,,,,,,,,,,,
51,PT08M08.00S,2022-02-02T01:16:44.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1629020,6.652431011826544,50.73529411764706,1610612750,10,9,2022-02-02T01:16:54Z,500000,-4.0,10.0,1,left,J. Vanderbilt driving Layup (8 PTS),[1629020],1610612750.0,MIN,driving,,,Vanderbilt,J. Vanderbilt,,,,,,,,1.07,Made,,,,,8.0,,,,,,,,,,
52,PT07M43.00S,2022-02-02T01:17:09.3Z,1,REGULAR,3pt,Jump Shot,[],203115,68.28186596583443,61.029411764705884,1610612743,10,12,2022-02-02T01:17:13Z,510000,55.0,246.0,1,right,W. Barton 25' 3PT  (3 PTS) (N. Jokic 4 AST),"[203115, 203999]",1610612743.0,DEN,,,,Barton,W. Barton,,,,,,,,25.18,Made,,,,,3.0,N. Jokic,203999.0,4.0,,,,,,,
54,PT07M31.00S,2022-02-02T01:17:23.1Z,1,REGULAR,turnover,out-of-bounds,[],201976,,,1610612750,10,12,2022-02-02T01:17:27Z,530000,,,0,,P. Beverley bad pass out-of-bounds TURNOVER (1 TO),[201976],1610612750.0,MIN,bad pass,,,Beverley,P. Beverley,,,,,1.0,,,,,,,,,,,,,1628487.0,,,,,,
55,PT07M11.00S,2022-02-02T01:17:46.6Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",203999,88.64980289093299,50.0,1610612743,10,14,2022-02-02T01:17:50Z,540000,0.0,54.0,1,right,N. Jokic turnaround Jump Shot (4 PTS),[203999],1610612743.0,DEN,turnaround,,,Jokic,N. Jokic,,,,,,,,5.42,Made,,,,,4.0,,,,,,,,,,
56,PT07M01.00S,2022-02-02T01:17:56.8Z,1,REGULAR,3pt,Jump Shot,[],201976,22.158344283837057,11.76470588235294,1610612750,10,14,2022-02-02T01:18:01Z,550000,191.0,156.0,1,left,MISS P. Beverley 24' step back 3PT,[201976],1610612750.0,MIN,step back,,,Beverley,P. Beverley,,,,,,,,24.66,Missed,,,,,,,,,,,,,,,
57,PT06M58.00S,2022-02-02T01:17:59.8Z,1,REGULAR,rebound,defensive,[],203999,,,1610612743,10,14,2022-02-02T01:18:01Z,560000,,,0,,N. Jokic REBOUND (Off:0 Def:2),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,,,,56.0,2.0,2.0,0.0,,,,,,,,,,,
58,PT06M46.00S,2022-02-02T01:18:11.7Z,1,REGULAR,3pt,Jump Shot,[],203115,73.9323258869908,16.666666666666664,1610612743,10,17,2022-02-02T01:18:16Z,570000,-167.0,193.0,1,right,W. Barton 25' 3PT  (6 PTS) (A. Gordon 1 AST),"[203115, 203932]",1610612743.0,DEN,,,,Barton,W. Barton,,,,,,,,25.46,Made,,,,,6.0,A. Gordon,203932.0,1.0,,,,,,,
60,PT06M27.00S,2022-02-02T01:18:30.9Z,1,REGULAR,3pt,Jump Shot,[],201976,27.677398160315374,75.49019607843137,1610612750,13,17,2022-02-02T01:18:35Z,590000,-127.0,208.0,1,left,P. Beverley 24' 3PT  (3 PTS) (J. Vanderbilt 1 AST),"[201976, 1629020]",1610612750.0,MIN,,,,Beverley,P. Beverley,,,,,,,,24.37,Made,,,,,3.0,J. Vanderbilt,1629020.0,1.0,,,,,,,
62,PT06M15.00S,2022-02-02T01:18:42.6Z,1,REGULAR,3pt,Jump Shot,[],203115,68.41327201051249,61.76470588235294,1610612743,13,17,2022-02-02T01:18:50Z,610000,59.0,244.0,1,right,MISS W. Barton 25' 3PT,[203115],1610612743.0,DEN,,,,Barton,W. Barton,,,,,,,,25.14,Missed,,,,,,,,,,,,,,,
64,PT06M11.00S,2022-02-02T01:18:46.6Z,1,REGULAR,rebound,defensive,[],1629020,,,1610612750,13,17,2022-02-02T01:19:31Z,630000,,,0,,J. Vanderbilt REBOUND (Off:0 Def:2),[1629020],1610612750.0,MIN,,,,Vanderbilt,J. Vanderbilt,,,,,,,,,,62.0,2.0,2.0,0.0,,,,,,,,,,,
65,PT06M08.00S,2022-02-02T01:18:50.0Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],201976,8.09789750328515,3.6764705882352944,1610612750,13,17,2022-02-02T01:18:59Z,640000,232.0,24.0,1,left,MISS P. Beverley 3PT,[201976],1610612750.0,MIN,,,,Beverley,P. Beverley,,,,,,,,23.28,Missed,,,,,,,,,,,,,,,
66,PT06M05.00S,2022-02-02T01:18:53.0Z,1,REGULAR,rebound,defensive,[],203932,,,1610612743,13,17,2022-02-02T01:18:59Z,650000,,,0,,A. Gordon REBOUND (Off:0 Def:2),[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,,,,,,65.0,2.0,2.0,0.0,,,,,,,,,,,
67,PT06M00.00S,2022-02-02T01:18:59.5Z,1,REGULAR,turnover,out-of-bounds,[],203932,,,1610612743,13,17,2022-02-02T01:19:04Z,660000,,,0,,A. Gordon bad pass out-of-bounds TURNOVER (1 TO),[203932],1610612743.0,DEN,bad pass,,,Gordon,A. Gordon,,,,,1.0,,,,,,,,,,,,,101283.0,,,,,,
68,PT06M00.00S,2022-02-02T01:19:05.0Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612750,13,17,2022-02-02T01:19:05Z,670000,,,0,,MIN Timeout,[],1610612750.0,MIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,PT05M42.00S,2022-02-02T01:22:33.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1629020,7.046649145860711,51.470588235294116,1610612750,13,17,2022-02-02T01:22:39Z,680000,-7.0,14.0,1,left,MISS J. Vanderbilt cutting Layup,[1629020],1610612750.0,MIN,cutting,,,Vanderbilt,J. Vanderbilt,,,,,,,,1.56,Missed,,,,,,,,,,,,,,,
70,PT05M40.00S,2022-02-02T01:22:35.8Z,1,REGULAR,rebound,defensive,[],1628420,,,1610612743,13,17,2022-02-02T01:22:39Z,690000,,,0,,M. Morris REBOUND (Off:0 Def:1),[1628420],1610612743.0,DEN,,,,Morris,M. Morris,,,,,,,,,,69.0,1.0,1.0,0.0,,,,,,,,,,,
71,PT05M34.00S,2022-02-02T01:22:42.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],201145,92.06636005256242,44.11764705882353,1610612743,13,17,2022-02-02T01:22:46Z,700000,-29.0,22.0,1,right,MISS J. Green Layup - blocked,"[201145, 201976]",1610612743.0,DEN,,,,Green,J. Green,,,,,,,,3.68,Missed,,,,,,,,,,,,,,Beverley,201976.0
72,PT05M34.00S,2022-02-02T01:22:42.3Z,1,REGULAR,block,,[],201976,,,1610612743,13,17,2022-02-02T01:22:44Z,710000,,,0,,P. Beverley BLOCK (1 BLK),[201976],1610612750.0,MIN,,,,Beverley,P. Beverley,,,,,,,,,,,,,,,,,,,,,,,,
73,PT05M31.00S,2022-02-02T01:22:45.3Z,1,REGULAR,rebound,defensive,[],1630183,,,1610612750,13,17,2022-02-02T01:24:21Z,720000,,,0,,J. McDaniels REBOUND (Off:0 Def:1),[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,,,,,,71.0,1.0,1.0,0.0,,,,,,,,,,,
74,PT05M29.00S,2022-02-02T01:22:46.8Z,1,REGULAR,2pt,Jump Shot,['fastbreak'],1630183,25.443495400788436,23.52941176470588,1610612750,13,17,2022-02-02T01:23:58Z,730000,132.0,187.0,1,left,MISS J. McDaniels 22' pullup Shot,[1630183],1610612750.0,MIN,pullup,,,McDaniels,J. McDaniels,,,,,,,,22.89,Missed,,,,,,,,,,,,,,,
75,PT05M24.00S,2022-02-02T01:22:51.8Z,1,REGULAR,rebound,defensive,[],201145,,,1610612743,13,17,2022-02-02T01:22:55Z,740000,,,0,,J. Green REBOUND (Off:0 Def:2),[201145],1610612743.0,DEN,,,,Green,J. Green,,,,,,,,,,74.0,2.0,2.0,0.0,,,,,,,,,,,
76,PT05M24.00S,2022-02-02T01:22:53.9Z,1,REGULAR,turnover,out-of-bounds,[],201145,,,1610612743,13,17,2022-02-02T01:23:05Z,750000,,,0,,J. Green step out-of-bounds TURNOVER (1 TO),[201145],1610612743.0,DEN,step,,,Green,J. Green,,,,,1.0,,,,,,,,,,,,,1628487.0,,,,,,
77,PT05M17.00S,2022-02-02T01:23:22.7Z,1,REGULAR,2pt,Hook,"['pointsinthepaint', 'fromturnover']",1629020,11.514454664914586,46.32352941176471,1610612750,13,17,2022-02-02T01:23:26Z,760000,18.0,56.0,1,left,MISS J. Vanderbilt turnaround Hook,[1629020],1610612750.0,MIN,turnaround,,,Vanderbilt,J. Vanderbilt,,,,,,,,5.87,Missed,,,,,,,,,,,,,,,
78,PT05M15.00S,2022-02-02T01:23:24.7Z,1,REGULAR,rebound,defensive,[],203115,,,1610612743,13,17,2022-02-02T01:23:26Z,770000,,,0,,W. Barton REBOUND (Off:0 Def:1),[203115],1610612743.0,DEN,,,,Barton,W. Barton,,,,,,,,,,77.0,1.0,1.0,0.0,,,,,,,,,,,
79,PT04M58.00S,2022-02-02T01:23:43.9Z,1,REGULAR,foul,personal,[],201976,,,1610612743,13,17,2022-02-02T01:24:24Z,780000,,,0,,P. Beverley personal FOUL (3 PF),"[201976, 203115]",1610612750.0,MIN,,,,Beverley,P. Beverley,,,,,,,,,,,,,,,,,,1628487.0,3.0,0.0,Barton,203115.0,,
81,PT04M58.00S,2022-02-02T01:24:18.6Z,1,REGULAR,substitution,out,[],201976,,,1610612743,13,17,2022-02-02T01:24:22Z,800000,,,0,,SUB out: P. Beverley,[201976],1610612750.0,MIN,,,,Beverley,P. Beverley,,,,,,,,,,,,,,,,,,,,,,,,
82,PT04M58.00S,2022-02-02T01:24:18.6Z,1,REGULAR,substitution,in,[],1629669,,,1610612743,13,17,2022-02-02T01:24:22Z,810000,,,0,,SUB in: J. Nowell,[1629669],1610612750.0,MIN,,,,Nowell,J. Nowell,,,,,,,,,,,,,,,,,,,,,,,,
83,PT04M58.00S,2022-02-02T01:24:23.4Z,1,REGULAR,violation,delay-of-game,['team'],0,,,1610612743,13,17,2022-02-02T01:24:33Z,820000,,,0,,TEAM delay-of-game VIOLATION,[],1610612750.0,MIN,,,,,,,,,,,,,,,,,,,,,,,101283.0,,,,,,
84,PT04M51.00S,2022-02-02T01:24:34.6Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],203932,94.43166885676742,49.26470588235294,1610612743,13,19,2022-02-02T01:24:57Z,830000,-4.0,0.0,1,right,A. Gordon cutting DUNK (4 PTS) (N. Jokic 5 AST),"[203932, 203999]",1610612743.0,DEN,cutting,,,Gordon,A. Gordon,,,,,,,,0.37,Made,,,,,4.0,N. Jokic,203999.0,5.0,,,,,,,
86,PT04M40.00S,2022-02-02T01:24:44.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626157,11.251642575558476,53.92156862745098,1610612750,15,19,2022-02-02T01:24:50Z,850000,-20.0,53.0,1,left,K. Towns driving bank Jump Shot (4 PTS),[1626157],1610612750.0,MIN,driving bank,,,Towns,K. Towns,,,,,,,,5.68,Made,,,,,4.0,,,,,,,,,,
87,PT04M27.00S,2022-02-02T01:24:57.7Z,1,REGULAR,3pt,Jump Shot,[],1628420,69.99014454664915,72.54901960784314,1610612743,15,22,2022-02-02T01:25:03Z,860000,113.0,230.0,1,right,M. Morris 25' 3PT  (5 PTS) (W. Barton 1 AST),"[1628420, 203115]",1610612743.0,DEN,,,,Morris,M. Morris,,,,,,,,25.58,Made,,,,,5.0,W. Barton,203115.0,1.0,,,,,,,
89,PT04M15.00S,2022-02-02T01:25:10.3Z,1,REGULAR,3pt,Jump Shot,[],1629669,7.966491458607096,4.6568627450980395,1610612750,18,22,2022-02-02T01:25:16Z,880000,227.0,22.0,1,left,J. Nowell 3PT  (3 PTS) (K. Towns 2 AST),"[1629669, 1626157]",1610612750.0,MIN,,,,Nowell,J. Nowell,,,,,,,,22.78,Made,,,,,3.0,K. Towns,1626157.0,2.0,,,,,,,
91,PT03M56.00S,2022-02-02T01:25:29.2Z,1,REGULAR,3pt,Jump Shot,[],203932,72.09264126149803,20.34313725490196,1610612743,18,22,2022-02-02T01:25:36Z,900000,-148.0,210.0,1,right,MISS A. Gordon 25' step back 3PT,[203932],1610612743.0,DEN,step back,,,Gordon,A. Gordon,,,,,,,,25.69,Missed,,,,,,,,,,,,,,,
92,PT03M52.00S,2022-02-02T01:25:33.2Z,1,REGULAR,rebound,defensive,[],1629669,,,1610612750,18,22,2022-02-02T01:25:36Z,910000,,,0,,J. Nowell REBOUND (Off:0 Def:1),[1629669],1610612750.0,MIN,,,,Nowell,J. Nowell,,,,,,,,,,91.0,1.0,1.0,0.0,,,,,,,,,,,
93,PT03M44.00S,2022-02-02T01:25:41.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1626157,9.674770039421814,34.55882352941176,1610612750,18,22,2022-02-02T01:25:47Z,920000,77.0,38.0,1,left,MISS K. Towns 8' driving Layup,[1626157],1610612750.0,MIN,driving,,,Towns,K. Towns,,,,,,,,8.62,Missed,,,,,,,,,,,,,,,
94,PT03M42.00S,2022-02-02T01:25:44.9Z,1,REGULAR,rebound,offensive,[],1629020,,,1610612750,18,22,2022-02-02T01:25:44Z,930000,,,0,,J. Vanderbilt REBOUND (Off:1 Def:2),[1629020],1610612750.0,MIN,,,,Vanderbilt,J. Vanderbilt,,,,,,,,,,93.0,3.0,2.0,1.0,,,,,,,,,,,
