actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,value
89,PT05M37.00S,2022-02-25T01:23:25.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203500,5.590000152587891,50.0,1610612763,10,16,2022-02-25T01:23:25Z,890000,0.0,0.0,1,left,MISS S. Adams tip Layup,[203500],1610612763.0,MEM,tip,,,Adams,S. Adams,,,,,,,,0.0,Missed,,,,,,,,,,,,,,,,
90,PT05M35.00S,2022-02-25T01:23:26.6Z,1,REGULAR,rebound,defensive,[],201976,,,1610612750,10,16,2022-02-25T01:23:26Z,900000,,,0,,P. Beverley REBOUND (Off:0 Def:1),[201976],1610612750.0,MIN,,,,Beverley,P. Beverley,,,,,,,,,,89.0,1.0,1.0,0.0,,,,,,,,,,,,
91,PT05M30.00S,2022-02-25T01:23:32.2Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1626157,68.28186596583443,57.59803921568627,1610612750,10,16,2022-02-25T01:23:39Z,910000,38.0,246.0,1,right,MISS K. Towns 24' 3PT,[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,,,,24.86,Missed,,,,,,,,,,,,,,,,
92,PT05M27.00S,2022-02-25T01:23:35.2Z,1,REGULAR,rebound,defensive,[],1629630,,,1610612763,10,16,2022-02-25T01:23:39Z,920000,,,0,,J. Morant REBOUND (Off:1 Def:3),[1629630],1610612763.0,MEM,,,,Morant,J. Morant,,,,,,,,,,91.0,4.0,3.0,1.0,,,,,,,,,,,,
93,PT05M21.00S,2022-02-25T01:23:41.5Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1629001,27.151773981603156,78.92156862745098,1610612763,10,19,2022-02-25T01:23:49Z,930000,-145.0,203.0,1,left,D. Melton 24' 3PT  (3 PTS) (Z. Williams 1 AST),"[1629001, 1630533]",1610612763.0,MEM,,,,Melton,D. Melton,,,,,,,,24.9,Made,,,,,,,,,,,,3.0,Z. Williams,1630533.0,1.0,
95,PT04M53.00S,2022-02-25T01:24:12.6Z,1,REGULAR,2pt,Jump Shot,[],201976,93.24901445466492,68.87254901960785,1610612750,10,19,2022-02-25T01:24:17Z,950000,94.0,11.0,1,right,MISS P. Beverley 9' driving floating Shot - blocked,"[201976, 1629630]",1610612750.0,MIN,driving floating,,,Beverley,P. Beverley,,,,,,,,9.5,Missed,,,,,,,,,,Morant,1629630.0,,,,,
96,PT04M53.00S,2022-02-25T01:24:12.6Z,1,REGULAR,block,,[],1629630,,,1610612750,10,19,2022-02-25T01:24:14Z,960000,,,0,,J. Morant BLOCK (1 BLK),[1629630],1610612763.0,MEM,,,,Morant,J. Morant,,,,,,,,,,,,,,,,,,,,,,,,,
97,PT04M53.00S,2022-02-25T01:24:12.6Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612750,10,19,2022-02-25T01:24:17Z,970000,,,0,,TEAM offensive REBOUND,[],1610612750.0,MIN,,,,,,,,,,,,,,,95.0,,,,,,,,,,,,,,,
98,PT04M53.00S,2022-02-25T01:24:17.5Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612750,10,19,2022-02-25T01:24:17Z,980000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,PT04M53.00S,2022-02-25T01:24:18.2Z,1,REGULAR,substitution,out,[],1630162,,,1610612750,10,19,2022-02-25T01:24:29Z,990000,,,0,,SUB out: A. Edwards,[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,
100,PT04M53.00S,2022-02-25T01:24:18.2Z,1,REGULAR,substitution,out,[],1629020,,,1610612750,10,19,2022-02-25T01:24:29Z,1000000,,,0,,SUB out: J. Vanderbilt,[1629020],1610612750.0,MIN,,,,Vanderbilt,J. Vanderbilt,,,,,,,,,,,,,,,,,,,,,,,,,
101,PT04M53.00S,2022-02-25T01:24:18.2Z,1,REGULAR,substitution,in,[],1627736,,,1610612750,10,19,2022-02-25T01:24:29Z,1010000,,,0,,SUB in: M. Beasley,[1627736],1610612750.0,MIN,,,,Beasley,M. Beasley,,,,,,,,,,,,,,,,,,,,,,,,,
102,PT04M53.00S,2022-02-25T01:24:18.2Z,1,REGULAR,substitution,in,[],1630183,,,1610612750,10,19,2022-02-25T01:24:29Z,1020000,,,0,,SUB in: J. McDaniels,[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,,,,,,,,,,,
103,PT04M51.00S,2022-02-25T01:24:35.6Z,1,REGULAR,2pt,Jump Shot,['2ndchance'],201976,88.51839684625493,75.73529411764706,1610612750,10,19,2022-02-25T01:24:41Z,1030000,129.0,55.0,1,right,MISS P. Beverley 14' turnaround Shot,[201976],1610612750.0,MIN,turnaround,,,Beverley,P. Beverley,,,,,,,,14.01,Missed,,,,,,,,,,,,,,,,
104,PT04M47.00S,2022-02-25T01:24:39.0Z,1,REGULAR,rebound,defensive,[],203937,,,1610612763,10,19,2022-02-25T01:24:39Z,1040000,,,0,,K. Anderson REBOUND (Off:0 Def:1),[203937],1610612763.0,MEM,,,,Anderson,K. Anderson,,,,,,,,,,103.0,1.0,1.0,0.0,,,,,,,,,,,,
105,PT04M44.00S,2022-02-25T01:24:42.7Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1629001,6.389618922470433,50.0,1610612763,10,21,2022-02-25T01:27:24Z,1050000,0.0,8.0,1,left,D. Melton running Layup (5 PTS) (K. Anderson 1 AST),"[1629001, 203937]",1610612763.0,MEM,running,,,Melton,D. Melton,,,,,,,,0.76,Made,,,,,,,,,,,,5.0,K. Anderson,203937.0,1.0,
107,PT04M34.00S,2022-02-25T01:24:52.8Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1626157,90.22667542706965,60.049019607843135,1610612750,10,21,2022-02-25T01:24:57Z,1070000,50.0,39.0,1,right,MISS K. Towns 6' driving Hook,[1626157],1610612750.0,MIN,driving,,,Towns,K. Towns,,,,,,,,6.38,Missed,,,,,,,,,,,,,,,,
108,PT04M32.00S,2022-02-25T01:24:54.8Z,1,REGULAR,rebound,defensive,[],1629630,,,1610612763,10,21,2022-02-25T01:24:57Z,1080000,,,0,,J. Morant REBOUND (Off:1 Def:4),[1629630],1610612763.0,MEM,,,,Morant,J. Morant,,,,,,,,,,107.0,5.0,4.0,1.0,,,,,,,,,,,,
109,PT04M25.00S,2022-02-25T01:25:01.9Z,1,REGULAR,3pt,Jump Shot,[],1629001,32.40801576872536,45.83333333333333,1610612763,10,21,2022-02-25T01:25:05Z,1090000,21.0,252.0,1,left,MISS D. Melton 25' 3PT,[1629001],1610612763.0,MEM,,,,Melton,D. Melton,,,,,,,,25.3,Missed,,,,,,,,,,,,,,,,
110,PT04M23.00S,2022-02-25T01:25:03.9Z,1,REGULAR,rebound,defensive,[],1626157,,,1610612750,10,21,2022-02-25T01:25:05Z,1100000,,,0,,K. Towns REBOUND (Off:0 Def:5),[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,,,,,,109.0,5.0,5.0,0.0,,,,,,,,,,,,
111,PT04M16.00S,2022-02-25T01:25:11.1Z,1,REGULAR,3pt,Jump Shot,[],201976,81.02825229960578,91.42156862745098,1610612750,13,21,2022-02-25T01:25:17Z,1110000,207.0,126.0,1,right,P. Beverley 24' 3PT  (6 PTS) (D. Russell 2 AST),"[201976, 1626156]",1610612750.0,MIN,,,,Beverley,P. Beverley,,,,,,,,24.23,Made,,,,,,,,,,,,6.0,D. Russell,1626156.0,2.0,
113,PT04M03.00S,2022-02-25T01:25:23.5Z,1,REGULAR,turnover,bad pass,[],203937,,,1610612763,13,21,2022-02-25T01:25:26Z,1130000,,,0,,K. Anderson bad pass TURNOVER (1 TO),"[203937, 201976]",1610612763.0,MEM,,,,Anderson,K. Anderson,,,,,1.0,Beverley,201976.0,,,,,,,,,,,,,,,,,,
114,PT04M03.00S,2022-02-25T01:25:23.5Z,1,REGULAR,steal,,[],201976,,,1610612750,13,21,2022-02-25T01:25:25Z,1140000,,,0,,P. Beverley STEAL (1 STL),[201976],1610612750.0,MIN,,,,Beverley,P. Beverley,,,,,,,,,,,,,,,,,,,,,,,,,
115,PT04M00.00S,2022-02-25T01:25:27.2Z,1,REGULAR,3pt,Jump Shot,"['fastbreak', 'fromturnover']",201976,74.45795006570303,16.666666666666664,1610612750,13,21,2022-02-25T01:28:41Z,1150000,-167.0,188.0,1,right,MISS P. Beverley 25' running pullup 3PT,[201976],1610612750.0,MIN,running pullup,,,Beverley,P. Beverley,,,,,,,,25.1,Missed,,,,,,,,,,,,,,,,
116,PT03M57.00S,2022-02-25T01:25:30.2Z,1,REGULAR,rebound,defensive,[],203500,,,1610612763,13,21,2022-02-25T01:25:33Z,1160000,,,0,,S. Adams REBOUND (Off:1 Def:3),[203500],1610612763.0,MEM,,,,Adams,S. Adams,,,,,,,,,,115.0,4.0,3.0,1.0,,,,,,,,,,,,
117,PT03M52.00S,2022-02-25T01:25:34.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630533,6.258212877792378,50.245098039215684,1610612763,13,23,2022-02-25T01:25:43Z,1170000,-1.0,6.0,1,left,Z. Williams running Layup (11 PTS) (S. Adams 2 AST),"[1630533, 203500]",1610612763.0,MEM,running,,,Williams,Z. Williams,,,,,,,,0.64,Made,,,,,,,,,,,,11.0,S. Adams,203500.0,2.0,
119,PT03M38.00S,2022-02-25T01:25:49.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1626157,90.62089356110381,44.85294117647059,1610612750,15,23,2022-02-25T01:25:53Z,1190000,-26.0,36.0,1,right,K. Towns cutting Layup (4 PTS) (D. Russell 3 AST),"[1626157, 1626156]",1610612750.0,MIN,cutting,,,Towns,K. Towns,,,,,,,,4.4,Made,,,,,,,,,,,,4.0,D. Russell,1626156.0,3.0,
121,PT03M16.00S,2022-02-25T01:26:09.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629630,5.995400788436268,50.49019607843137,1610612763,15,25,2022-02-25T01:26:14Z,1210000,-2.0,4.0,1,left,J. Morant driving Layup (3 PTS),[1629630],1610612763.0,MEM,driving,,,Morant,J. Morant,,,,,,,,0.46,Made,,,,,,,,,,,,3.0,,,,
122,PT03M10.00S,2022-02-25T01:26:19.7Z,1,REGULAR,turnover,out-of-bounds,[],1627736,,,1610612750,15,25,2022-02-25T01:26:27Z,1220000,,,0,,M. Beasley step out-of-bounds TURNOVER (1 TO),[1627736],1610612750.0,MIN,step,,,Beasley,M. Beasley,,,,,1.0,,,,,,,,,1627964.0,,,,,,,,,,,
123,PT03M10.00S,2022-02-25T01:26:22.4Z,1,REGULAR,substitution,out,[],1626156,,,1610612763,15,25,2022-02-25T01:26:25Z,1230000,,,0,,SUB out: D. Russell,[1626156],1610612750.0,MIN,,,,Russell,D. Russell,,,,,,,,,,,,,,,,,,,,,,,,,
124,PT03M10.00S,2022-02-25T01:26:22.4Z,1,REGULAR,substitution,in,[],1629162,,,1610612763,15,25,2022-02-25T01:26:25Z,1240000,,,0,,SUB in: J. McLaughlin,[1629162],1610612750.0,MIN,,,,McLaughlin,J. McLaughlin,,,,,,,,,,,,,,,,,,,,,,,,,
125,PT03M03.00S,2022-02-25T01:26:47.1Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1627736,,,1610612763,15,25,2022-02-25T01:26:58Z,1250000,,,0,,M. Beasley personal FOUL (1 PF) (Melton 2 FT),"[1627736, 1629001]",1610612750.0,MIN,,,,Beasley,M. Beasley,,,,,,,,,,,,,,1193.0,1.0,0.0,Melton,1629001.0,,,,,,,
127,PT03M03.00S,2022-02-25T01:27:15.4Z,1,REGULAR,freethrow,1 of 2,['fromturnover'],1629001,,,1610612763,15,26,2022-02-25T01:27:15Z,1270000,,,0,,D. Melton Free Throw 1 of 2 (6 PTS),[1629001],1610612763.0,MEM,,,,Melton,D. Melton,,,,,,,,,Made,,,,,,,,,,,,6.0,,,,
128,PT03M03.00S,2022-02-25T01:27:30.4Z,1,REGULAR,freethrow,2 of 2,['fromturnover'],1629001,,,1610612763,15,27,2022-02-25T01:27:30Z,1280000,,,0,,D. Melton Free Throw 2 of 2 (7 PTS),[1629001],1610612763.0,MEM,,,,Melton,D. Melton,,,,,,,,,Made,,,,,,,,,,,,7.0,,,,
129,PT02M52.00S,2022-02-25T01:27:43.0Z,1,REGULAR,2pt,Jump Shot,[],1626157,74.19513797634691,71.07843137254902,1610612750,15,27,2022-02-25T01:31:03Z,1290000,105.0,190.0,1,right,MISS K. Towns 21' Jump Shot,[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,,,,21.74,Missed,,,,,,,,,,,,,,,,
130,PT02M49.00S,2022-02-25T01:27:46.0Z,1,REGULAR,rebound,defensive,[],203500,,,1610612763,15,27,2022-02-25T01:27:49Z,1300000,,,0,,S. Adams REBOUND (Off:1 Def:4),[203500],1610612763.0,MEM,,,,Adams,S. Adams,,,,,,,,,,129.0,5.0,4.0,1.0,,,,,,,,,,,,
131,PT02M34.00S,2022-02-25T01:28:00.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203937,7.5722733245729295,60.5392156862745,1610612763,15,27,2022-02-25T01:31:55Z,1310000,-53.0,19.0,1,left,MISS K. Anderson Jump Shot - blocked,"[203937, 1629162]",1610612763.0,MEM,,,,Anderson,K. Anderson,,,,,,,,5.59,Missed,,,,,,,,,,McLaughlin,1629162.0,,,,,
132,PT02M34.00S,2022-02-25T01:28:00.9Z,1,REGULAR,block,,[],1629162,,,1610612763,15,27,2022-02-25T01:28:02Z,1320000,,,0,,J. McLaughlin BLOCK (1 BLK),[1629162],1610612750.0,MIN,,,,McLaughlin,J. McLaughlin,,,,,,,,,,,,,,,,,,,,,,,,,
133,PT02M32.00S,2022-02-25T01:28:02.9Z,1,REGULAR,rebound,defensive,[],1629162,,,1610612750,15,27,2022-02-25T01:28:04Z,1330000,,,0,,J. McLaughlin REBOUND (Off:0 Def:1),[1629162],1610612750.0,MIN,,,,McLaughlin,J. McLaughlin,,,,,,,,,,131.0,1.0,1.0,0.0,,,,,,,,,,,,
134,PT02M27.00S,2022-02-25T01:28:07.8Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1627736,95.22010512483574,4.901960784313726,1610612750,15,27,2022-02-25T01:28:17Z,1340000,-225.0,-8.0,1,right,MISS M. Beasley 3PT,[1627736],1610612750.0,MIN,,,,Beasley,M. Beasley,,,,,,,,22.56,Missed,,,,,,,,,,,,,,,,
135,PT02M24.00S,2022-02-25T01:28:10.8Z,1,REGULAR,rebound,defensive,[],1629001,,,1610612763,15,27,2022-02-25T01:28:17Z,1350000,,,0,,D. Melton REBOUND (Off:0 Def:1),[1629001],1610612763.0,MEM,,,,Melton,D. Melton,,,,,,,,,,134.0,1.0,1.0,0.0,,,,,,,,,,,,
136,PT02M19.00S,2022-02-25T01:28:18.7Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612763,15,27,2022-02-25T01:28:18Z,1360000,,,0,,MEM Timeout,[],1610612763.0,MEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,PT02M19.00S,2022-02-25T01:30:23.6Z,1,REGULAR,substitution,out,[],201976,,,1610612763,15,27,2022-02-25T01:31:04Z,1370000,,,0,,SUB out: P. Beverley,[201976],1610612750.0,MIN,,,,Beverley,P. Beverley,,,,,,,,,,,,,,,,,,,,,,,,,
138,PT02M19.00S,2022-02-25T01:30:23.6Z,1,REGULAR,substitution,out,[],1630533,,,1610612763,15,27,2022-02-25T01:31:04Z,1380000,,,0,,SUB out: Z. Williams,[1630533],1610612763.0,MEM,,,,Williams,Z. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
139,PT02M19.00S,2022-02-25T01:30:23.6Z,1,REGULAR,substitution,out,[],1629630,,,1610612763,15,27,2022-02-25T01:31:04Z,1390000,,,0,,SUB out: J. Morant,[1629630],1610612763.0,MEM,,,,Morant,J. Morant,,,,,,,,,,,,,,,,,,,,,,,,,
140,PT02M19.00S,2022-02-25T01:30:23.6Z,1,REGULAR,substitution,in,[],1630162,,,1610612763,15,27,2022-02-25T01:31:04Z,1400000,,,0,,SUB in: A. Edwards,[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,
141,PT02M19.00S,2022-02-25T01:30:23.6Z,1,REGULAR,substitution,in,[],1626145,,,1610612763,15,27,2022-02-25T01:31:04Z,1410000,,,0,,SUB in: T. Jones,[1626145],1610612763.0,MEM,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,,,,,,,
142,PT02M19.00S,2022-02-25T01:30:23.6Z,1,REGULAR,substitution,in,[],1629723,,,1610612763,15,27,2022-02-25T01:31:04Z,1420000,,,0,,SUB in: J. Konchar,[1629723],1610612763.0,MEM,,,,Konchar,J. Konchar,,,,,,,,,,,,,,,,,,,,,,,,,
143,PT02M04.00S,2022-02-25T01:31:28.4Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],203500,5.863994743758213,50.0,1610612763,15,29,2022-02-25T01:31:32Z,1430000,0.0,3.0,1,left,S. Adams alley-oop DUNK (2 PTS) (D. Melton 3 AST),"[203500, 1629001]",1610612763.0,MEM,alley-oop,,,Adams,S. Adams,,,,,,,,0.26,Made,,,,,,,,,,,,2.0,D. Melton,1629001.0,3.0,
145,PT01M52.00S,2022-02-25T01:31:43.3Z,1,REGULAR,foul,personal,['2freethrow'],203500,,,1610612750,15,29,2022-02-25T01:31:53Z,1450000,,,0,,S. Adams shooting personal FOUL (1 PF) (Edwards 2 FT),"[203500, 1630162]",1610612763.0,MEM,shooting,,,Adams,S. Adams,,,,,,,,,,,,,,1627964.0,1.0,0.0,Edwards,1630162.0,,,,,,,
147,PT01M52.00S,2022-02-25T01:32:06.0Z,1,REGULAR,freethrow,1 of 2,[],1630162,,,1610612750,15,29,2022-02-25T01:32:06Z,1470000,,,0,,MISS A. Edwards Free Throw 1 of 2,[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,,,,Missed,,,,,,,,,,,,,,,,
148,PT01M52.00S,2022-02-25T01:32:06.0Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612750,15,29,2022-02-25T01:32:06Z,1480000,,,0,,TEAM offensive REBOUND,[],1610612750.0,MIN,,,,,,,,,,,,,,,147.0,,,,,,,,,,,,,,,
149,PT01M52.00S,2022-02-25T01:32:18.1Z,1,REGULAR,freethrow,2 of 2,[],1630162,,,1610612750,16,29,2022-02-25T01:32:18Z,1490000,,,0,,A. Edwards Free Throw 2 of 2 (1 PTS),[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,,,,Made,,,,,,,,,,,,1.0,,,,
150,PT01M27.00S,2022-02-25T01:32:45.1Z,1,REGULAR,2pt,Jump Shot,[],1629001,27.54599211563732,57.107843137254896,1610612763,16,29,2022-02-25T01:32:51Z,1500000,-36.0,206.0,1,left,MISS D. Melton 20' pullup Shot,[1629001],1610612763.0,MEM,pullup,,,Melton,D. Melton,,,,,,,,20.94,Missed,,,,,,,,,,,,,,,,
151,PT01M23.00S,2022-02-25T01:32:48.9Z,1,REGULAR,rebound,offensive,[],203500,,,1610612763,16,29,2022-02-25T01:32:49Z,1510000,,,0,,S. Adams REBOUND (Off:2 Def:4),[203500],1610612763.0,MEM,,,,Adams,S. Adams,,,,,,,,,,150.0,6.0,4.0,2.0,,,,,,,,,,,,
152,PT01M23.00S,2022-02-25T01:32:48.9Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",203500,5.590000152587891,50.0,1610612763,16,31,2022-02-25T01:32:59Z,1520000,0.0,0.0,1,left,S. Adams tip Layup (4 PTS),[203500],1610612763.0,MEM,tip,,,Adams,S. Adams,,,,,,,,0.0,Made,,,,,,,,,,,,4.0,,,,
153,PT01M09.00S,2022-02-25T01:33:05.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630162,93.64323258869908,50.98039215686274,1610612750,16,31,2022-02-25T01:33:09Z,1530000,5.0,7.0,1,right,MISS A. Edwards driving Layup - blocked,"[1630162, 203500]",1610612750.0,MIN,driving,,,Edwards,A. Edwards,,,,,,,,0.88,Missed,,,,,,,,,,Adams,203500.0,,,,,
154,PT01M09.00S,2022-02-25T01:33:05.1Z,1,REGULAR,block,,[],203500,,,1610612750,16,31,2022-02-25T01:33:07Z,1540000,,,0,,S. Adams BLOCK (1 BLK),[203500],1610612763.0,MEM,,,,Adams,S. Adams,,,,,,,,,,,,,,,,,,,,,,,,,
155,PT01M09.00S,2022-02-25T01:33:05.1Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612750,16,31,2022-02-25T01:33:09Z,1550000,,,0,,TEAM offensive REBOUND,[],1610612750.0,MIN,,,,,,,,,,,,,,,153.0,,,,,,,,,,,,,,,
156,PT01M09.00S,2022-02-25T01:33:09.2Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612750,16,31,2022-02-25T01:33:09Z,1560000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,PT01M09.00S,2022-02-25T01:33:09.7Z,1,REGULAR,substitution,out,[],203937,,,1610612750,16,31,2022-02-25T01:33:17Z,1570000,,,0,,SUB out: K. Anderson,[203937],1610612763.0,MEM,,,,Anderson,K. Anderson,,,,,,,,,,,,,,,,,,,,,,,,,
158,PT01M09.00S,2022-02-25T01:33:09.7Z,1,REGULAR,substitution,out,[],203500,,,1610612750,16,31,2022-02-25T01:33:17Z,1580000,,,0,,SUB out: S. Adams,[203500],1610612763.0,MEM,,,,Adams,S. Adams,,,,,,,,,,,,,,,,,,,,,,,,,
159,PT01M09.00S,2022-02-25T01:33:09.7Z,1,REGULAR,substitution,in,[],1629634,,,1610612750,16,31,2022-02-25T01:33:17Z,1590000,,,0,,SUB in: B. Clarke,[1629634],1610612763.0,MEM,,,,Clarke,B. Clarke,,,,,,,,,,,,,,,,,,,,,,,,,
160,PT01M09.00S,2022-02-25T01:33:09.7Z,1,REGULAR,substitution,in,[],1628991,,,1610612750,16,31,2022-02-25T01:33:17Z,1600000,,,0,,SUB in: J. Jackson Jr.,[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
161,PT01M04.00S,2022-02-25T01:33:34.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630183,90.75229960578186,42.15686274509804,1610612750,18,31,2022-02-25T01:33:40Z,1610000,-39.0,34.0,1,right,J. McDaniels driving Layup (2 PTS) (A. Edwards 2 AST),"[1630183, 1630162]",1610612750.0,MIN,driving,,,McDaniels,J. McDaniels,,,,,,,,5.22,Made,,,,,,,,,,,,2.0,A. Edwards,1630162.0,2.0,
162,PT00M45.30S,2022-02-25T01:33:53.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628991,12.040078843626807,49.754901960784316,1610612763,18,31,2022-02-25T01:34:01Z,1620000,1.0,61.0,1,left,MISS J. Jackson Jr. 6' driving floating Shot,[1628991],1610612763.0,MEM,driving floating,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,6.07,Missed,,,,,,,,,,,,,,,,
163,PT00M42.90S,2022-02-25T01:33:56.1Z,1,REGULAR,rebound,offensive,[],1629723,,,1610612763,18,31,2022-02-25T01:34:01Z,1630000,,,0,,J. Konchar REBOUND (Off:1 Def:0),[1629723],1610612763.0,MEM,,,,Konchar,J. Konchar,,,,,,,,,,162.0,1.0,0.0,1.0,,,,,,,,,,,,
164,PT00M40.50S,2022-02-25T01:33:58.5Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1626145,31.488173455978973,40.931372549019606,1610612763,18,31,2022-02-25T01:34:03Z,1640000,45.0,243.0,1,left,MISS T. Jones 24' 3PT,[1626145],1610612763.0,MEM,,,,Jones,T. Jones,,,,,,,,24.77,Missed,,,,,,,,,,,,,,,,
165,PT00M40.50S,2022-02-25T01:33:58.5Z,1,REGULAR,rebound,defensive,[],1626157,,,1610612750,18,31,2022-02-25T01:34:03Z,1650000,,,0,,K. Towns REBOUND (Off:0 Def:6),[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,,,,,,164.0,6.0,6.0,0.0,,,,,,,,,,,,
167,PT00M21.30S,2022-02-25T01:34:17.7Z,1,REGULAR,2pt,Jump Shot,[],1627736,92.59198423127464,68.38235294117648,1610612750,18,31,2022-02-25T01:34:24Z,1660000,92.0,17.0,1,right,MISS M. Beasley 9' pullup Shot - blocked,"[1627736, 1628991]",1610612750.0,MIN,pullup,,,Beasley,M. Beasley,,,,,,,,9.35,Missed,,,,,,,,,,Jackson Jr.,1628991.0,,,,,
168,PT00M21.30S,2022-02-25T01:34:17.7Z,1,REGULAR,block,,[],1628991,,,1610612750,18,31,2022-02-25T01:34:21Z,1670000,,,0,,J. Jackson Jr. BLOCK (2 BLK),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
169,PT00M21.00S,2022-02-25T01:34:18.0Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612750,18,31,2022-02-25T01:34:24Z,1680000,,,0,,TEAM offensive REBOUND,[],1610612750.0,MIN,,,,,,,,,,,,,,,167.0,,,,,,,,,,,,,,,
170,PT00M21.00S,2022-02-25T01:34:26.2Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612750,18,31,2022-02-25T01:34:26Z,1690000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171,PT00M16.00S,2022-02-25T01:34:46.8Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1630183,94.1688567674113,5.147058823529411,1610612750,21,31,2022-02-25T01:34:51Z,1700000,-224.0,2.0,1,right,J. McDaniels 3PT  (5 PTS) (A. Edwards 3 AST),"[1630183, 1630162]",1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,,,,22.43,Made,,,,,,,,,,,,5.0,A. Edwards,1630162.0,3.0,
173,PT00M03.20S,2022-02-25T01:35:03.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626145,15.982260183968464,52.450980392156865,1610612763,21,31,2022-02-25T01:36:14Z,1765000,-12.0,98.0,1,left,MISS T. Jones 9' driving floating Shot,[1626145],1610612763.0,MEM,driving floating,,,Jones,T. Jones,,,,,,,,9.85,Missed,,,,,,,,,,,,,,,,
174,PT00M02.00S,2022-02-25T01:35:04.9Z,1,REGULAR,rebound,offensive,[],1628991,,,1610612763,21,31,2022-02-25T01:35:33Z,1767500,,,0,,J. Jackson Jr. REBOUND (Off:1 Def:1),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,173.0,2.0,1.0,1.0,,,,,,,,,,,,
