actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,value
2,PT12M00.00S,2022-03-17T00:10:57.2Z,1,REGULAR,period,start,[],0,,,0,0,0,2022-03-17T00:10:57Z,20000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M58.00S,2022-03-17T00:10:58.3Z,1,REGULAR,jumpball,recovered,[],1629020,,,1610612750,0,0,2022-03-17T00:10:58Z,40000,,,0,,Jump Ball K. Towns vs. D. Howard: Tip to J. Vanderbilt,"[1629020, 1626157, 2730]",1610612750.0,MIN,startperiod,J. Vanderbilt,1629020.0,Vanderbilt,J. Vanderbilt,Towns,1626157.0,Howard,2730.0,,,,,,,,,,,,,,,,,,,,,
7,PT11M48.00S,2022-03-17T00:11:08.4Z,1,REGULAR,turnover,bad pass,[],1626157,,,1610612750,0,0,2022-03-17T00:11:14Z,70000,,,0,,K. Towns bad pass TURNOVER (1 TO),"[1626157, 201566]",1610612750.0,MIN,,,,Towns,K. Towns,,,,,1.0,Westbrook,201566.0,,,,,,,,,,,,,,,,,,
8,PT11M48.00S,2022-03-17T00:11:08.4Z,1,REGULAR,steal,,[],201566,,,1610612747,0,0,2022-03-17T00:11:10Z,80000,,,0,,R. Westbrook STEAL (1 STL),[201566],1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,,,,,,,,,,,,,,,,,,,,,
9,PT11M41.00S,2022-03-17T00:11:15.4Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],201566,91.01511169513797,79.65686274509804,1610612747,0,0,2022-03-17T00:11:22Z,90000,148.0,32.0,1,right,MISS R. Westbrook 15' Jump Shot,[201566],1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,,,,15.17,Missed,,,,,,,,,,,,,,,,
10,PT11M37.00S,2022-03-17T00:11:19.4Z,1,REGULAR,rebound,defensive,[],1626157,,,1610612750,0,0,2022-03-17T00:11:22Z,100000,,,0,,K. Towns REBOUND (Off:0 Def:1),[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,,,,,,9.0,1.0,1.0,0.0,,,,,,,,,,,,
11,PT11M30.00S,2022-03-17T00:11:25.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630162,6.258212877792378,53.18627450980392,1610612750,0,0,2022-03-17T00:11:29Z,110000,-16.0,6.0,1,left,MISS A. Edwards driving Layup,[1630162],1610612750.0,MIN,driving,,,Edwards,A. Edwards,,,,,,,,1.71,Missed,,,,,,,,,,,,,,,,
12,PT11M29.00S,2022-03-17T00:11:26.4Z,1,REGULAR,rebound,defensive,[],2730,,,1610612747,0,0,2022-03-17T00:11:29Z,120000,,,0,,D. Howard REBOUND (Off:0 Def:1),[2730],1610612747.0,LAL,,,,Howard,D. Howard,,,,,,,,,,11.0,1.0,1.0,0.0,,,,,,,,,,,,
13,PT11M18.00S,2022-03-17T00:11:37.6Z,1,REGULAR,2pt,Jump Shot,[],2544,90.75229960578186,21.07843137254902,1610612747,0,0,2022-03-17T00:11:43Z,130000,-145.0,34.0,1,right,MISS L. James 14' turnaround fadeaway Shot,[2544],1610612747.0,LAL,turnaround fadeaway,,,James,L. James,,,,,,,,14.86,Missed,,,,,,,,,,,,,,,,
14,PT11M16.00S,2022-03-17T00:11:39.6Z,1,REGULAR,rebound,defensive,[],1626157,,,1610612750,0,0,2022-03-17T00:11:43Z,140000,,,0,,K. Towns REBOUND (Off:0 Def:2),[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,,,,,,13.0,2.0,2.0,0.0,,,,,,,,,,,,
