actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,value
2,PT12M00.00S,2021-12-20T01:10:43.2Z,1,REGULAR,period,start,[],0,,,0,0,0,2021-12-20T01:10:43Z,20000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M57.00S,2021-12-20T01:10:45.4Z,1,REGULAR,jumpball,recovered,[],201976,,,1610612750,0,0,2021-12-20T01:10:45Z,40000,,,0,,Jump Ball K. Towns vs. K. Porzingis: Tip to P. Beverley,"[201976, 1626157, 204001]",1610612750.0,MIN,startperiod,P. Beverley,201976.0,Beverley,P. Beverley,Towns,1626157.0,Porzingis,204001.0,,,,,,,,,,,,,,,,,,,,,
7,PT11M40.00S,2021-12-20T01:11:02.2Z,1,REGULAR,3pt,Jump Shot,[],1626156,29.911300919842315,30.88235294117647,1610612750,0,0,2021-12-20T01:11:07Z,70000,96.0,229.0,1,left,MISS D. Russell 24' 3PT,[1626156],1610612750.0,MIN,,,,Russell,D. Russell,,,,,24.79,Missed,,,,,,,,,,,,,,,,,,,
8,PT11M37.00S,2021-12-20T01:11:05.2Z,1,REGULAR,rebound,defensive,[],204001,,,1610612742,0,0,2021-12-20T01:11:07Z,80000,,,0,,K. Porzingis REBOUND (Off:0 Def:1),[204001],1610612742.0,DAL,,,,Porzingis,K. Porzingis,,,,,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
9,PT11M24.00S,2021-12-20T01:11:18.1Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1627827,93.77463863337714,49.754901960784316,1610612742,0,2,2021-12-20T01:11:27Z,90000,-1.0,6.0,1,right,D. Finney-Smith cutting DUNK (2 PTS) (J. Brunson 1 AST),"[1627827, 1628973]",1610612742.0,DAL,cutting,,,Finney-Smith,D. Finney-Smith,,,,,0.61,Made,,,,,2.0,J. Brunson,1628973.0,1.0,,,,,,,,,,,
11,PT11M10.00S,2021-12-20T01:11:31.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1626157,8.360709592641262,54.90196078431373,1610612750,2,2,2021-12-20T01:11:38Z,110000,-25.0,26.0,1,left,K. Towns driving Layup (2 PTS) (M. Beasley 1 AST),"[1626157, 1627736]",1610612750.0,MIN,driving,,,Towns,K. Towns,,,,,3.58,Made,,,,,2.0,M. Beasley,1627736.0,1.0,,,,,,,,,,,
13,PT10M51.00S,2021-12-20T01:11:50.3Z,1,REGULAR,3pt,Jump Shot,[],204001,82.07950065703022,6.127450980392156,1610612742,2,2,2021-12-20T01:11:55Z,130000,-219.0,116.0,1,right,MISS K. Porzingis 24' 3PT,[204001],1610612742.0,DAL,,,,Porzingis,K. Porzingis,,,,,24.82,Missed,,,,,,,,,,,,,,,,,,,
14,PT10M48.00S,2021-12-20T01:11:53.3Z,1,REGULAR,rebound,offensive,[],1627827,,,1610612742,2,2,2021-12-20T01:11:55Z,140000,,,0,,D. Finney-Smith REBOUND (Off:1 Def:0),[1627827],1610612742.0,DAL,,,,Finney-Smith,D. Finney-Smith,,,,,,,13.0,1.0,0.0,1.0,,,,,,,,,,,,,,,
15,PT10M46.00S,2021-12-20T01:11:56.2Z,1,REGULAR,2pt,Jump Shot,['2ndchance'],203501,85.23324572930355,78.67647058823529,1610612742,2,4,2021-12-20T01:12:24Z,150000,143.0,86.0,1,right,T. Hardaway Jr. 16' pullup Jump Shot (2 PTS) (D. Finney-Smith 1 AST),"[203501, 1627827]",1610612742.0,DAL,pullup,,,Hardaway Jr.,T. Hardaway Jr.,,,,,16.74,Made,,,,,2.0,D. Finney-Smith,1627827.0,1.0,,,,,,,,,,,
17,PT10M36.00S,2021-12-20T01:12:09.5Z,1,REGULAR,foul,personal,[],203501,,,1610612750,2,4,2021-12-20T01:12:17Z,170000,,,0,,T. Hardaway Jr. personal FOUL (1 PF),"[203501, 1627736]",1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,,,,,,,,,,,1155.0,1.0,0.0,Beasley,1627736.0,,,,,,
