actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,turnoverTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
90,PT05M25.00S,2021-10-26T00:22:33.8Z,1,REGULAR,substitution,in,[],201976,,,1610612750,9,8,2021-10-26T00:23:09Z,860000,,,0,,SUB in: P. Beverley,[201976],1610612750.0,MIN,,,,Beverley,P. Beverley,,,,,,,,,,,,,,,,,,,,,,,,
91,PT05M25.00S,2021-10-26T00:22:33.8Z,1,REGULAR,substitution,in,[],1630184,,,1610612750,9,8,2021-10-26T00:23:09Z,870000,,,0,,SUB in: K. Lewis Jr.,[1630184],1610612740.0,NOP,,,,Lewis Jr.,K. Lewis Jr.,,,,,,,,,,,,,,,,,,,,,,,,
92,PT05M25.00S,2021-10-26T00:22:33.8Z,1,REGULAR,substitution,in,[],202066,,,1610612750,9,8,2021-10-26T00:23:09Z,880000,,,0,,SUB in: G. Temple,[202066],1610612740.0,NOP,,,,Temple,G. Temple,,,,,,,,,,,,,,,,,,,,,,,,
93,PT05M25.00S,2021-10-26T00:23:17.2Z,1,REGULAR,freethrow,1 of 1,[],1627742,,,1610612750,9,9,2021-10-26T00:23:17Z,890000,,,0,,B. Ingram technical Free Throw 1 of 1 (3 PTS),[1627742],1610612740.0,NOP,technical,,,Ingram,B. Ingram,,,,,,Made,,,,,,,,,3.0,,,,,,,,,
94,PT05M17.00S,2021-10-26T00:23:46.8Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],201976,68.9388961892247,31.862745098039213,1610612750,12,9,2021-10-26T00:23:51Z,900000,-91.0,239.0,1,right,P. Beverley 25' 3PT  (3 PTS) (K. Towns 2 AST),"[201976, 1626157]",1610612750.0,MIN,,,,Beverley,P. Beverley,,,,,25.61,Made,,,,,,,,,3.0,K. Towns,1626157.0,2.0,,,,,,
96,PT04M59.00S,2021-10-26T00:24:04.3Z,1,REGULAR,2pt,Jump Shot,[],1630184,9.937582128777924,69.36274509803921,1610612740,12,9,2021-10-26T00:24:09Z,920000,-97.0,41.0,1,left,MISS K. Lewis Jr. 10' floating Shot,[1630184],1610612740.0,NOP,floating,,,Lewis Jr.,K. Lewis Jr.,,,,,10.51,Missed,,,,,,,,,,,,,,,,,,
97,PT04M57.00S,2021-10-26T00:24:06.3Z,1,REGULAR,rebound,defensive,[],1630162,,,1610612750,12,9,2021-10-26T00:24:09Z,930000,,,0,,A. Edwards REBOUND (Off:0 Def:3),[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,,,,96.0,3.0,3.0,0.0,,,,,,,,,,,,
98,PT04M46.00S,2021-10-26T00:24:18.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626157,82.47371879106439,49.754901960784316,1610612750,12,9,2021-10-26T00:24:22Z,940000,-1.0,112.0,1,right,MISS K. Towns 11' Jump Shot,[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,11.22,Missed,,,,,,,,,,,,,,,,,,
99,PT04M43.00S,2021-10-26T00:24:21.2Z,1,REGULAR,rebound,defensive,[],1630184,,,1610612740,12,9,2021-10-26T00:24:22Z,950000,,,0,,K. Lewis Jr. REBOUND (Off:0 Def:1),[1630184],1610612740.0,NOP,,,,Lewis Jr.,K. Lewis Jr.,,,,,,,,,98.0,1.0,1.0,0.0,,,,,,,,,,,,
100,PT04M27.00S,2021-10-26T00:24:36.6Z,1,REGULAR,3pt,Jump Shot,[],202066,32.013797634691194,35.78431372549019,1610612740,12,12,2021-10-26T00:24:41Z,960000,71.0,248.0,1,left,G. Temple 25' 3PT  (3 PTS) (K. Lewis Jr. 1 AST),"[202066, 1630184]",1610612740.0,NOP,,,,Temple,G. Temple,,,,,25.84,Made,,,,,,,,,3.0,K. Lewis Jr.,1630184.0,1.0,,,,,,
102,PT04M13.00S,2021-10-26T00:24:49.8Z,1,REGULAR,3pt,Jump Shot,[],1630162,68.41327201051249,38.970588235294116,1610612750,12,12,2021-10-26T00:25:01Z,980000,-55.0,244.0,1,right,MISS A. Edwards 25' pullup 3PT,[1630162],1610612750.0,MIN,pullup,,,Edwards,A. Edwards,,,,,25.05,Missed,,,,,,,,,,,,,,,,,,
103,PT04M10.00S,2021-10-26T00:24:52.8Z,1,REGULAR,rebound,defensive,[],1627742,,,1610612740,12,12,2021-10-26T00:25:01Z,990000,,,0,,B. Ingram REBOUND (Off:0 Def:2),[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,,,,,102.0,2.0,2.0,0.0,,,,,,,,,,,,
104,PT04M01.00S,2021-10-26T00:25:02.5Z,1,REGULAR,3pt,Jump Shot,[],202066,25.312089356110377,14.460784313725492,1610612740,12,12,2021-10-26T00:25:08Z,1000000,178.0,185.0,1,left,MISS G. Temple 25' 3PT,[202066],1610612740.0,NOP,,,,Temple,G. Temple,,,,,25.68,Missed,,,,,,,,,,,,,,,,,,
105,PT03M58.00S,2021-10-26T00:25:05.5Z,1,REGULAR,rebound,defensive,[],1630162,,,1610612750,12,12,2021-10-26T00:25:08Z,1010000,,,0,,A. Edwards REBOUND (Off:0 Def:4),[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,,,,104.0,4.0,4.0,0.0,,,,,,,,,,,,
106,PT03M53.00S,2021-10-26T00:25:16.3Z,1,REGULAR,foul,personal,[],1630184,,,1610612750,12,12,2021-10-26T00:25:24Z,1020000,,,0,,K. Lewis Jr. personal FOUL (1 PF),"[1630184, 201976]",1610612740.0,NOP,,,,Lewis Jr.,K. Lewis Jr.,,,,,,,,,,,,,2530.0,,,,,,,,1.0,0.0,Beverley,201976.0
108,PT03M53.00S,2021-10-26T00:25:22.5Z,1,REGULAR,substitution,out,[],1629006,,,1610612750,12,12,2021-10-26T00:25:29Z,1040000,,,0,,SUB out: J. Okogie,[1629006],1610612750.0,MIN,,,,Okogie,J. Okogie,,,,,,,,,,,,,,,,,,,,,,,,
109,PT03M53.00S,2021-10-26T00:25:22.5Z,1,REGULAR,substitution,out,[],1627742,,,1610612750,12,12,2021-10-26T00:25:29Z,1050000,,,0,,SUB out: B. Ingram,[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,,,,,,,,,,,,,,,,,,,,
110,PT03M53.00S,2021-10-26T00:25:22.5Z,1,REGULAR,substitution,in,[],1627736,,,1610612750,12,12,2021-10-26T00:25:29Z,1060000,,,0,,SUB in: M. Beasley,[1627736],1610612750.0,MIN,,,,Beasley,M. Beasley,,,,,,,,,,,,,,,,,,,,,,,,
111,PT03M53.00S,2021-10-26T00:25:22.5Z,1,REGULAR,substitution,in,[],1630530,,,1610612750,12,12,2021-10-26T00:25:29Z,1070000,,,0,,SUB in: T. Murphy III,[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,,,,,,,,,,,,,,,,,,,,
112,PT03M45.00S,2021-10-26T00:25:46.8Z,1,REGULAR,3pt,Jump Shot,[],1626157,71.04139290407359,70.34313725490196,1610612750,12,12,2021-10-26T00:25:52Z,1080000,102.0,220.0,1,right,MISS K. Towns 24' 3PT,[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,24.21,Missed,,,,,,,,,,,,,,,,,,
113,PT03M42.00S,2021-10-26T00:25:49.8Z,1,REGULAR,rebound,defensive,[],202066,,,1610612740,12,12,2021-10-26T00:25:52Z,1090000,,,0,,G. Temple REBOUND (Off:0 Def:1),[202066],1610612740.0,NOP,,,,Temple,G. Temple,,,,,,,,,112.0,1.0,1.0,0.0,,,,,,,,,,,,
114,PT03M40.00S,2021-10-26T00:25:54.8Z,1,REGULAR,foul,personal,[],1626157,,,1610612740,12,12,2021-10-26T00:26:03Z,1100000,,,0,,K. Towns personal FOUL (1 PF),"[1626157, 202685]",1610612750.0,MIN,,,,Towns,K. Towns,,,,,,,,,,,,,2530.0,,,,,,,,1.0,1.0,Valanciunas,202685.0
116,PT03M27.00S,2021-10-26T00:26:30.4Z,1,REGULAR,turnover,traveling,[],1630529,,,1610612740,12,12,2021-10-26T00:26:37Z,1120000,,,0,,H. Jones traveling TURNOVER (1 TO),[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,,,,,,,,,200833.0,1.0,,,,,,,,,,
117,PT03M23.00S,2021-10-26T00:26:47.0Z,1,REGULAR,foul,offensive,[],1626157,,,1610612750,12,12,2021-10-26T00:26:56Z,1130000,,,0,,K. Towns offensive FOUL (2 PF),"[1626157, 1630184]",1610612750.0,MIN,,,,Towns,K. Towns,,,,,,,,,,,,,200833.0,,,,,,,,2.0,1.0,Lewis Jr.,1630184.0
119,PT03M23.00S,2021-10-26T00:26:47.0Z,1,REGULAR,turnover,offensive foul,[],1626157,,,1610612750,12,12,2021-10-26T00:26:47Z,1150000,,,0,,K. Towns offensive foul TURNOVER (1 TO),[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,,,,,,,,,200833.0,1.0,,,,,,,,,,
120,PT03M23.00S,2021-10-26T00:27:04.6Z,1,REGULAR,substitution,out,[],1626157,,,1610612740,12,12,2021-10-26T00:27:10Z,1160000,,,0,,SUB out: K. Towns,[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,,,,,,,,,,,,,,,,,,,,
121,PT03M23.00S,2021-10-26T00:27:04.6Z,1,REGULAR,substitution,in,[],1629675,,,1610612740,12,12,2021-10-26T00:27:10Z,1170000,,,0,,SUB in: N. Reid,[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,,,,,,,,,,,,,,,,,,,,
122,PT03M23.00S,2021-10-26T00:27:14.1Z,1,REGULAR,foul,technical,['1freethrow'],202896,,,1610612740,12,12,2021-10-26T00:27:33Z,1180000,,,0,,TEAM foul technical,[202896],1610612750.0,MIN,,,,,,,,,,,,,,,,,,200833.0,,,,,,,,,,,
123,PT03M23.00S,2021-10-26T00:27:34.8Z,1,REGULAR,freethrow,1 of 1,[],202066,,,1610612740,12,13,2021-10-26T00:27:34Z,1190000,,,0,,G. Temple technical Free Throw 1 of 1 (4 PTS),[202066],1610612740.0,NOP,technical,,,Temple,G. Temple,,,,,,Made,,,,,,,,,4.0,,,,,,,,,
124,PT03M05.00S,2021-10-26T00:28:04.7Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1630530,15.850854139290407,4.411764705882353,1610612740,12,13,2021-10-26T00:28:09Z,1200000,228.0,96.0,1,left,MISS T. Murphy III 24' 3PT,[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,24.75,Missed,,,,,,,,,,,,,,,,,,
125,PT03M03.00S,2021-10-26T00:28:07.5Z,1,REGULAR,rebound,offensive,[],202066,,,1610612740,12,13,2021-10-26T00:28:07Z,1210000,,,0,,G. Temple REBOUND (Off:1 Def:1),[202066],1610612740.0,NOP,,,,Temple,G. Temple,,,,,,,,,124.0,2.0,1.0,1.0,,,,,,,,,,,,
126,PT03M00.00S,2021-10-26T00:28:09.8Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",202066,12.565703022339028,95.09803921568627,1610612740,12,13,2021-10-26T00:30:51Z,1220000,-225.0,66.0,1,left,MISS G. Temple step back 3PT - blocked,"[202066, 1630183]",1610612740.0,NOP,step back,,,Temple,G. Temple,,,,,23.48,Missed,McDaniels,1630183.0,,,,,,,,,,,,,,,,
127,PT03M00.00S,2021-10-26T00:28:09.8Z,1,REGULAR,block,,[],1630183,,,1610612740,12,13,2021-10-26T00:28:12Z,1230000,,,0,,J. McDaniels BLOCK (1 BLK),[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,,,,,,,,,,
128,PT02M59.00S,2021-10-26T00:28:10.8Z,1,REGULAR,rebound,offensive,[],202685,,,1610612740,12,13,2021-10-26T00:28:53Z,1240000,,,0,,J. Valanciunas REBOUND (Off:1 Def:2),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,,126.0,3.0,2.0,1.0,,,,,,,,,,,,
131,PT02M59.00S,2021-10-26T00:28:20.4Z,1,REGULAR,turnover,shot clock,['team'],0,,,1610612740,12,13,2021-10-26T00:29:31Z,1270000,,,0,,NOP shot clock Team TURNOVER,[],1610612740.0,NOP,,,,,,,,,,,,,,,,,,2530.0,,,,,,,,,,,
132,PT02M59.00S,2021-10-26T00:28:29.1Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612750,12,13,2021-10-26T00:28:29Z,1280000,,,0,,NOP Timeout,[],1610612740.0,NOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,PT02M59.00S,2021-10-26T00:30:08.6Z,1,REGULAR,substitution,out,[],1630183,,,1610612750,12,13,2021-10-26T00:30:49Z,1290000,,,0,,SUB out: J. McDaniels,[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,,,,,,,,,,
134,PT02M59.00S,2021-10-26T00:30:08.6Z,1,REGULAR,substitution,in,[],1629020,,,1610612750,12,13,2021-10-26T00:30:49Z,1300000,,,0,,SUB in: J. Vanderbilt,[1629020],1610612750.0,MIN,,,,Vanderbilt,J. Vanderbilt,,,,,,,,,,,,,,,,,,,,,,,,
135,PT02M41.00S,2021-10-26T00:31:38.6Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",201976,85.89027595269383,39.950980392156865,1610612750,12,13,2021-10-26T00:31:46Z,1310000,-50.0,80.0,1,right,MISS P. Beverley 9' driving floating Shot,[201976],1610612750.0,MIN,driving floating,,,Beverley,P. Beverley,,,,,9.45,Missed,,,,,,,,,,,,,,,,,,
136,PT02M39.00S,2021-10-26T00:31:40.6Z,1,REGULAR,rebound,defensive,[],202685,,,1610612740,12,13,2021-10-26T00:31:46Z,1320000,,,0,,J. Valanciunas REBOUND (Off:1 Def:3),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,,135.0,4.0,3.0,1.0,,,,,,,,,,,,
137,PT02M27.00S,2021-10-26T00:31:53.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202685,18.2161629434954,40.44117647058824,1610612740,12,15,2021-10-26T00:32:35Z,1330000,48.0,119.0,1,left,J. Valanciunas 12' driving floating Jump Shot (6 PTS) (K. Lewis Jr. 2 AST),"[202685, 1630184]",1610612740.0,NOP,driving floating,,,Valanciunas,J. Valanciunas,,,,,12.8,Made,,,,,,,,,6.0,K. Lewis Jr.,1630184.0,2.0,,,,,,
139,PT02M17.00S,2021-10-26T00:32:02.9Z,1,REGULAR,3pt,Jump Shot,[],1630162,66.5735873850197,33.33333333333333,1610612750,12,15,2021-10-26T00:32:11Z,1350000,-83.0,262.0,1,right,MISS A. Edwards 27' 3PT,[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,27.46,Missed,,,,,,,,,,,,,,,,,,
140,PT02M14.00S,2021-10-26T00:32:06.5Z,1,REGULAR,rebound,offensive,[],1627736,,,1610612750,12,15,2021-10-26T00:32:06Z,1360000,,,0,,M. Beasley REBOUND (Off:1 Def:0),[1627736],1610612750.0,MIN,,,,Beasley,M. Beasley,,,,,,,,,139.0,1.0,0.0,1.0,,,,,,,,,,,,
141,PT02M12.00S,2021-10-26T00:32:08.1Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1627736,92.9862023653088,2.941176470588235,1610612750,15,15,2021-10-26T00:32:15Z,1370000,-235.0,13.0,1,right,M. Beasley 3PT  (3 PTS),[1627736],1610612750.0,MIN,,,,Beasley,M. Beasley,,,,,23.57,Made,,,,,,,,,3.0,,,,,,,,,
142,PT02M00.00S,2021-10-26T00:32:25.0Z,1,REGULAR,turnover,backcourt,[],1630529,,,1610612740,15,15,2021-10-26T00:32:33Z,1380000,,,0,,H. Jones backcourt TURNOVER (2 TO),[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,,,,,,,,,200833.0,2.0,,,,,,,,,,
143,PT02M00.00S,2021-10-26T00:32:28.7Z,1,REGULAR,substitution,out,[],1630162,,,1610612750,15,15,2021-10-26T00:32:43Z,1390000,,,0,,SUB out: A. Edwards,[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,,,,,,,,,,,,,,,,,,,
144,PT02M00.00S,2021-10-26T00:32:28.7Z,1,REGULAR,substitution,out,[],1630184,,,1610612750,15,15,2021-10-26T00:32:43Z,1400000,,,0,,SUB out: K. Lewis Jr.,[1630184],1610612740.0,NOP,,,,Lewis Jr.,K. Lewis Jr.,,,,,,,,,,,,,,,,,,,,,,,,
146,PT02M00.00S,2021-10-26T00:32:28.7Z,1,REGULAR,substitution,out,[],202685,,,1610612750,15,15,2021-10-26T00:32:43Z,1420000,,,0,,SUB out: J. Valanciunas,[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,,,,,,,,,,,,,,,,,
147,PT02M00.00S,2021-10-26T00:32:28.7Z,1,REGULAR,substitution,in,[],1626156,,,1610612750,15,15,2021-10-26T00:32:43Z,1430000,,,0,,SUB in: D. Russell,[1626156],1610612750.0,MIN,,,,Russell,D. Russell,,,,,,,,,,,,,,,,,,,,,,,,
148,PT02M00.00S,2021-10-26T00:32:28.7Z,1,REGULAR,substitution,in,[],1628984,,,1610612750,15,15,2021-10-26T00:32:43Z,1440000,,,0,,SUB in: D. Graham,[1628984],1610612740.0,NOP,,,,Graham,D. Graham,,,,,,,,,,,,,,,,,,,,,,,,
149,PT02M00.00S,2021-10-26T00:32:28.7Z,1,REGULAR,substitution,in,[],1629637,,,1610612750,15,15,2021-10-26T00:32:43Z,1450000,,,0,,SUB in: J. Hayes,[1629637],1610612740.0,NOP,,,,Hayes,J. Hayes,,,,,,,,,,,,,,,,,,,,,,,,
150,PT02M00.00S,2021-10-26T00:32:28.7Z,1,REGULAR,substitution,in,[],1627742,,,1610612750,15,15,2021-10-26T00:32:43Z,1460000,,,0,,SUB in: B. Ingram,[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,,,,,,,,,,,,,,,,,,,,
151,PT02M00.00S,2021-10-26T00:32:28.7Z,1,REGULAR,substitution,out,[],1630529,,,1610612750,15,15,2021-10-26T00:32:50Z,1470000,,,0,,SUB out: H. Jones,[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,,,,,,,,,,,,,,,,,,,,
152,PT01M52.00S,2021-10-26T00:32:59.4Z,1,REGULAR,foul,personal,['2freethrow'],1629637,,,1610612750,15,15,2021-10-26T00:33:06Z,1480000,,,0,,J. Hayes shooting personal FOUL (1 PF) (Reid 2 FT),"[1629637, 1629675]",1610612740.0,NOP,shooting,,,Hayes,J. Hayes,,,,,,,,,,,,,200833.0,,,,,,,,1.0,0.0,Reid,1629675.0
154,PT01M52.00S,2021-10-26T00:33:23.7Z,1,REGULAR,freethrow,1 of 2,['fromturnover'],1629675,,,1610612750,15,15,2021-10-26T00:33:45Z,1500000,,,0,,MISS N. Reid Free Throw 1 of 2,[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,,Missed,,,,,,,,,,,,,,,,,,
155,PT01M52.00S,2021-10-26T00:33:23.7Z,1,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612750,15,15,2021-10-26T00:33:45Z,1510000,,,0,,TEAM offensive REBOUND,[],1610612750.0,MIN,,,,,,,,,,,,,,154.0,,,,,,,,,,,,,,,
156,PT01M52.00S,2021-10-26T00:33:23.7Z,1,REGULAR,freethrow,2 of 2,['fromturnover'],1629675,,,1610612750,15,15,2021-10-26T00:33:45Z,1520000,,,0,,MISS N. Reid Free Throw 2 of 2,[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,,Missed,,,,,,,,,,,,,,,,,,
157,PT01M49.00S,2021-10-26T00:33:26.7Z,1,REGULAR,rebound,defensive,[],1629637,,,1610612740,15,15,2021-10-26T00:33:45Z,1530000,,,0,,J. Hayes REBOUND (Off:0 Def:1),[1629637],1610612740.0,NOP,,,,Hayes,J. Hayes,,,,,,,,,156.0,1.0,1.0,0.0,,,,,,,,,,,,
158,PT01M41.00S,2021-10-26T00:33:51.1Z,1,REGULAR,turnover,lost ball,[],1629637,,,1610612740,15,15,2021-10-26T00:33:57Z,1540000,,,0,,J. Hayes lost ball TURNOVER (1 TO),"[1629637, 1627736]",1610612740.0,NOP,,,,Hayes,J. Hayes,,,,,,,,,,,,,,1.0,,,,,Beasley,1627736.0,,,,
159,PT01M41.00S,2021-10-26T00:33:51.1Z,1,REGULAR,steal,,[],1627736,,,1610612750,15,15,2021-10-26T00:33:52Z,1550000,,,0,,M. Beasley STEAL (1 STL),[1627736],1610612750.0,MIN,,,,Beasley,M. Beasley,,,,,,,,,,,,,,,,,,,,,,,,
160,PT01M40.00S,2021-10-26T00:33:55.3Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629637,,,1610612750,15,15,2021-10-26T00:34:09Z,1560000,,,0,,J. Hayes personal FOUL (2 PF) (Beasley 2 FT),"[1629637, 1627736]",1610612740.0,NOP,,,,Hayes,J. Hayes,,,,,,,,,,,,,200833.0,,,,,,,,2.0,0.0,Beasley,1627736.0
162,PT01M40.00S,2021-10-26T00:34:26.1Z,1,REGULAR,freethrow,1 of 2,['fromturnover'],1627736,,,1610612750,16,15,2021-10-26T00:34:26Z,1580000,,,0,,M. Beasley Free Throw 1 of 2 (4 PTS),[1627736],1610612750.0,MIN,,,,Beasley,M. Beasley,,,,,,Made,,,,,,,,,4.0,,,,,,,,,
163,PT01M40.00S,2021-10-26T00:34:41.2Z,1,REGULAR,freethrow,2 of 2,['fromturnover'],1627736,,,1610612750,17,15,2021-10-26T00:34:41Z,1590000,,,0,,M. Beasley Free Throw 2 of 2 (5 PTS),[1627736],1610612750.0,MIN,,,,Beasley,M. Beasley,,,,,,Made,,,,,,,,,5.0,,,,,,,,,
164,PT01M32.00S,2021-10-26T00:34:55.3Z,1,REGULAR,3pt,Jump Shot,[],1627742,10.068988173455978,94.85294117647058,1610612740,17,18,2021-10-26T00:35:00Z,1600000,-224.0,42.0,1,left,B. Ingram 3PT  (6 PTS) (G. Temple 1 AST),"[1627742, 202066]",1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,22.82,Made,,,,,,,,,6.0,G. Temple,202066.0,1.0,,,,,,
166,PT01M17.00S,2021-10-26T00:35:10.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629675,94.30026281208936,50.73529411764706,1610612750,19,18,2021-10-26T00:35:15Z,1620000,4.0,1.0,1,right,N. Reid cutting Layup (2 PTS) (P. Beverley 1 AST),"[1629675, 201976]",1610612750.0,MIN,cutting,,,Reid,N. Reid,,,,,0.39,Made,,,,,,,,,2.0,P. Beverley,201976.0,1.0,,,,,,
168,PT01M08.00S,2021-10-26T00:35:19.3Z,1,REGULAR,3pt,Jump Shot,[],1630530,33.459264126149804,72.79411764705883,1610612740,19,21,2021-10-26T00:35:24Z,1640000,-114.0,262.0,1,left,T. Murphy III 28' 3PT  (3 PTS) (D. Graham 2 AST),"[1630530, 1628984]",1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,28.57,Made,,,,,,,,,3.0,D. Graham,1628984.0,2.0,,,,,,
170,PT00M51.00S,2021-10-26T00:35:36.8Z,1,REGULAR,2pt,Jump Shot,[],1626156,78.13731931668858,35.53921568627451,1610612750,19,21,2021-10-26T00:35:45Z,1660000,-72.0,153.0,1,right,MISS D. Russell 16' step back Shot,[1626156],1610612750.0,MIN,step back,,,Russell,D. Russell,,,,,16.92,Missed,,,,,,,,,,,,,,,,,,
171,PT00M49.20S,2021-10-26T00:35:38.6Z,1,REGULAR,rebound,defensive,[],1630530,,,1610612740,19,21,2021-10-26T00:35:45Z,1670000,,,0,,T. Murphy III REBOUND (Off:0 Def:1),[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,,,,,170.0,1.0,1.0,0.0,,,,,,,,,,,,
172,PT00M41.90S,2021-10-26T00:35:48.2Z,1,REGULAR,foul,personal,['2freethrow'],1629675,,,1610612740,19,21,2021-10-26T00:36:17Z,1680000,,,0,,N. Reid shooting personal FOUL (1 PF) (Hayes 2 FT),"[1629675, 1629637]",1610612750.0,MIN,shooting,,,Reid,N. Reid,,,,,,,,,,,,,200833.0,,,,,,,,1.0,0.0,Hayes,1629637.0
174,PT00M41.90S,2021-10-26T00:36:21.6Z,1,REGULAR,freethrow,1 of 2,[],1629637,,,1610612740,19,21,2021-10-26T00:36:40Z,1700000,,,0,,MISS J. Hayes Free Throw 1 of 2,[1629637],1610612740.0,NOP,,,,Hayes,J. Hayes,,,,,,Missed,,,,,,,,,,,,,,,,,,
175,PT00M41.90S,2021-10-26T00:36:21.6Z,1,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612740,19,21,2021-10-26T00:36:40Z,1710000,,,0,,TEAM offensive REBOUND,[],1610612740.0,NOP,,,,,,,,,,,,,,174.0,,,,,,,,,,,,,,,
176,PT00M41.90S,2021-10-26T00:36:21.6Z,1,REGULAR,freethrow,2 of 2,[],1629637,,,1610612740,19,21,2021-10-26T00:36:40Z,1720000,,,0,,MISS J. Hayes Free Throw 2 of 2,[1629637],1610612740.0,NOP,,,,Hayes,J. Hayes,,,,,,Missed,,,,,,,,,,,,,,,,,,
177,PT00M39.60S,2021-10-26T00:36:23.9Z,1,REGULAR,rebound,offensive,[],1629637,,,1610612740,19,21,2021-10-26T00:36:40Z,1730000,,,0,,J. Hayes REBOUND (Off:1 Def:1),[1629637],1610612740.0,NOP,,,,Hayes,J. Hayes,,,,,,,,,176.0,2.0,1.0,1.0,,,,,,,,,,,,
178,PT00M28.30S,2021-10-26T00:36:49.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628984,7.5722733245729295,50.49019607843137,1610612740,19,21,2021-10-26T00:37:14Z,1740000,-2.0,19.0,1,left,MISS D. Graham driving Layup - blocked,"[1628984, 1629675]",1610612740.0,NOP,driving,,,Graham,D. Graham,,,,,1.89,Missed,Reid,1629675.0,,,,,,,,,,,,,,,,
179,PT00M28.30S,2021-10-26T00:36:49.7Z,1,REGULAR,block,,[],1629675,,,1610612740,19,21,2021-10-26T00:36:52Z,1750000,,,0,,N. Reid BLOCK (1 BLK),[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,,,,,,,,,,,,,,,,,,,,
180,PT00M27.70S,2021-10-26T00:36:50.3Z,1,REGULAR,rebound,offensive,[],1629637,,,1610612740,19,21,2021-10-26T00:36:54Z,1760000,,,0,,J. Hayes REBOUND (Off:2 Def:1),[1629637],1610612740.0,NOP,,,,Hayes,J. Hayes,,,,,,,,,178.0,3.0,1.0,2.0,,,,,,,,,,,,
181,PT00M27.70S,2021-10-26T00:36:53.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629637,6.258212877792378,48.77450980392157,1610612740,19,23,2021-10-26T00:36:59Z,1770000,6.0,6.0,1,left,J. Hayes putback Layup (2 PTS),[1629637],1610612740.0,NOP,putback,,,Hayes,J. Hayes,,,,,0.88,Made,,,,,,,,,2.0,,,,,,,,,
