actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,value
89,PT05M21.00S,2022-04-08T00:26:14.5Z,1,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612759,16,15,2022-04-08T00:26:20Z,890000,,,0,,TEAM offensive REBOUND,[],1610612759.0,SAS,,,,,,,,,,,,88.0,,,,,,,,,,,,,,,,,,
90,PT05M15.00S,2022-04-08T00:26:31.3Z,1,REGULAR,turnover,out-of-bounds,[],1626196,,,1610612759,16,15,2022-04-08T00:26:42Z,900000,,,0,,J. Richardson bad pass out-of-bounds TURNOVER (1 TO),[1626196],1610612759.0,SAS,bad pass,,,Richardson,J. Richardson,,,,,,,,,,,,1.0,,,1627962.0,,,,,,,,,,
91,PT05M07.00S,2022-04-08T00:26:53.1Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1626157,31.750985545335087,50.73529411764706,1610612750,19,15,2022-04-08T00:26:57Z,910000,-4.0,246.0,1,left,K. Towns 24' 3PT  (6 PTS) (A. Edwards 1 AST),"[1626157, 1630162]",1610612750.0,MIN,,,,Towns,K. Towns,,,,,24.6,Made,,,,,6.0,,,,,,,,,A. Edwards,1630162.0,1.0,,,
93,PT04M58.00S,2022-04-08T00:27:05.7Z,1,REGULAR,foul,personal,[],1626157,,,1610612759,19,15,2022-04-08T00:29:34Z,930000,,,0,,K. Towns personal FOUL (2 PF),"[1626157, 1629640]",1610612750.0,MIN,,,,Towns,K. Towns,,,,,,,,,,,,,,,1830.0,2.0,0.0,Johnson,1629640.0,,,,,,
95,PT04M58.00S,2022-04-08T00:27:17.5Z,1,REGULAR,substitution,out,[],1630563,,,1610612759,19,15,2022-04-08T00:27:21Z,950000,,,0,,SUB out: J. Primo,[1630563],1610612759.0,SAS,,,,Primo,J. Primo,,,,,,,,,,,,,,,,,,,,,,,,,
96,PT04M58.00S,2022-04-08T00:27:17.5Z,1,REGULAR,substitution,in,[],1629641,,,1610612759,19,15,2022-04-08T00:27:21Z,960000,,,0,,SUB in: R. Langford,[1629641],1610612759.0,SAS,,,,Langford,R. Langford,,,,,,,,,,,,,,,,,,,,,,,,,
97,PT04M58.00S,2022-04-08T00:27:33.7Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612759,19,15,2022-04-08T00:27:33Z,970000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,PT04M49.00S,2022-04-08T00:27:56.0Z,1,REGULAR,2pt,Jump Shot,[],1629641,89.48751642575559,31.839767156862735,1610612759,19,17,2022-04-08T00:30:29Z,980000,-91.0,46.0,1,right,R. Langford 10' pullup bank Jump Shot (2 PTS) (J. Poeltl 2 AST),"[1629641, 1627751]",1610612759.0,SAS,pullup bank,,,Langford,R. Langford,,,,,10.19,Made,,,,,2.0,,,,,,,,,J. Poeltl,1627751.0,2.0,,,
99,PT04M38.00S,2022-04-08T00:28:06.2Z,1,REGULAR,3pt,Jump Shot,[],1627736,17.559132720105126,6.61764705882353,1610612750,19,17,2022-04-08T00:28:10Z,990000,217.0,113.0,1,left,MISS M. Beasley 24' 3PT,[1627736],1610612750.0,MIN,,,,Beasley,M. Beasley,,,,,24.44,Missed,,,,,,,,,,,,,,,,,,,
100,PT04M36.00S,2022-04-08T00:28:08.2Z,1,REGULAR,rebound,defensive,[],1629640,,,1610612759,19,17,2022-04-08T00:28:10Z,1000000,,,0,,K. Johnson REBOUND (Off:1 Def:2),[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,,99.0,3.0,2.0,1.0,,,,,,,,,,,,,,,
101,PT04M29.00S,2022-04-08T00:28:15.4Z,1,REGULAR,3pt,Jump Shot,[],1628966,95.87713534822602,95.83333333333334,1610612759,19,17,2022-04-08T00:28:20Z,1010000,229.0,-14.0,1,right,MISS K. Bates-Diop 3PT,[1628966],1610612759.0,SAS,,,,Bates-Diop,K. Bates-Diop,,,,,22.96,Missed,,,,,,,,,,,,,,,,,,,
102,PT04M26.00S,2022-04-08T00:28:18.7Z,1,REGULAR,rebound,offensive,[],1627751,,,1610612759,19,17,2022-04-08T00:28:18Z,1020000,,,0,,J. Poeltl REBOUND (Off:1 Def:3),[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,,,101.0,4.0,3.0,1.0,,,,,,,,,,,,,,,
103,PT04M24.00S,2022-04-08T00:28:20.9Z,1,REGULAR,turnover,bad pass,[],1627751,,,1610612759,19,17,2022-04-08T00:31:51Z,1030000,,,0,,J. Poeltl bad pass TURNOVER (1 TO),"[1627751, 1629020]",1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,,,,,,,,1.0,Vanderbilt,1629020.0,,,,,,,,,,,
104,PT04M24.00S,2022-04-08T00:28:20.9Z,1,REGULAR,steal,,[],1629020,,,1610612750,19,17,2022-04-08T00:28:22Z,1040000,,,0,,J. Vanderbilt STEAL (2 STL),[1629020],1610612750.0,MIN,,,,Vanderbilt,J. Vanderbilt,,,,,,,,,,,,,,,,,,,,,,,,,
105,PT04M21.00S,2022-04-08T00:28:28.0Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612750,19,17,2022-04-08T00:28:28Z,1050000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,PT04M21.00S,2022-04-08T00:28:30.3Z,1,REGULAR,substitution,out,[],1629020,,,1610612750,19,17,2022-04-08T00:28:41Z,1060000,,,0,,SUB out: J. Vanderbilt,[1629020],1610612750.0,MIN,,,,Vanderbilt,J. Vanderbilt,,,,,,,,,,,,,,,,,,,,,,,,,
107,PT04M21.00S,2022-04-08T00:28:30.3Z,1,REGULAR,substitution,out,[],201976,,,1610612750,19,17,2022-04-08T00:28:41Z,1070000,,,0,,SUB out: P. Beverley,[201976],1610612750.0,MIN,,,,Beverley,P. Beverley,,,,,,,,,,,,,,,,,,,,,,,,,
108,PT04M21.00S,2022-04-08T00:28:30.3Z,1,REGULAR,substitution,in,[],1629162,,,1610612750,19,17,2022-04-08T00:28:41Z,1080000,,,0,,SUB in: J. McLaughlin,[1629162],1610612750.0,MIN,,,,McLaughlin,J. McLaughlin,,,,,,,,,,,,,,,,,,,,,,,,,
109,PT04M21.00S,2022-04-08T00:28:30.3Z,1,REGULAR,substitution,in,[],1630183,,,1610612750,19,17,2022-04-08T00:28:41Z,1090000,,,0,,SUB in: J. McDaniels,[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,,,,,,,,,,,
110,PT04M17.00S,2022-04-08T00:28:54.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630162,7.5722733245729295,49.50980392156863,1610612750,21,17,2022-04-08T00:33:34Z,1100000,2.0,19.0,1,left,A. Edwards driving reverse Layup (11 PTS) (J. McLaughlin 1 AST),"[1630162, 1629162]",1610612750.0,MIN,driving reverse,,,Edwards,A. Edwards,,,,,1.89,Made,,,,,11.0,,,,,,,,,J. McLaughlin,1629162.0,1.0,,,
111,PT04M17.00S,2022-04-08T00:28:57.5Z,1,REGULAR,foul,personal,['1freethrow'],1629641,,,1610612750,21,17,2022-04-08T00:29:06Z,1110000,,,0,,R. Langford shooting personal FOUL (1 PF) (Edwards 1 FT),"[1629641, 1630162]",1610612759.0,SAS,shooting,,,Langford,R. Langford,,,,,,,,,,,,,,,1627962.0,1.0,0.0,Edwards,1630162.0,,,,,,
113,PT04M17.00S,2022-04-08T00:29:16.5Z,1,REGULAR,freethrow,1 of 1,['fromturnover'],1630162,,,1610612750,22,17,2022-04-08T00:29:16Z,1130000,,,0,,A. Edwards Free Throw 1 of 1 (12 PTS),[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,Made,,,,,12.0,,,,,,,,,,,,,,
114,PT04M08.00S,2022-04-08T00:29:30.1Z,1,REGULAR,foul,personal,[],1629162,,,1610612759,22,17,2022-04-08T00:33:20Z,1140000,,,0,,J. McLaughlin personal FOUL (1 PF),"[1629162, 1629640]",1610612750.0,MIN,,,,McLaughlin,J. McLaughlin,,,,,,,,,,,,,,,1627962.0,1.0,0.0,Johnson,1629640.0,,,,,,
116,PT04M08.00S,2022-04-08T00:29:38.0Z,1,REGULAR,substitution,out,[],1627736,,,1610612759,22,17,2022-04-08T00:29:42Z,1160000,,,0,,SUB out: M. Beasley,[1627736],1610612750.0,MIN,,,,Beasley,M. Beasley,,,,,,,,,,,,,,,,,,,,,,,,,
117,PT04M08.00S,2022-04-08T00:29:38.0Z,1,REGULAR,substitution,in,[],1627752,,,1610612759,22,17,2022-04-08T00:29:42Z,1170000,,,0,,SUB in: T. Prince,[1627752],1610612750.0,MIN,,,,Prince,T. Prince,,,,,,,,,,,,,,,,,,,,,,,,,
118,PT03M58.00S,2022-04-08T00:30:03.9Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1627752,,,1610612759,22,17,2022-04-08T00:30:16Z,1180000,,,0,,T. Prince personal FOUL (1 PF) (Langford 2 FT),"[1627752, 1629641]",1610612750.0,MIN,,,,Prince,T. Prince,,,,,,,,,,,,,,,1830.0,1.0,0.0,Langford,1629641.0,,,,,,
120,PT03M58.00S,2022-04-08T00:30:32.4Z,1,REGULAR,freethrow,1 of 2,[],1629641,,,1610612759,22,17,2022-04-08T00:30:32Z,1200000,,,0,,MISS R. Langford Free Throw 1 of 2,[1629641],1610612759.0,SAS,,,,Langford,R. Langford,,,,,,Missed,,,,,,,,,,,,,,,,,,,
121,PT03M58.00S,2022-04-08T00:30:32.4Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612759,22,17,2022-04-08T00:30:32Z,1210000,,,0,,TEAM offensive REBOUND,[],1610612759.0,SAS,,,,,,,,,,,,120.0,,,,,,,,,,,,,,,,,,
122,PT03M58.00S,2022-04-08T00:30:49.0Z,1,REGULAR,freethrow,2 of 2,[],1629641,,,1610612759,22,18,2022-04-08T00:30:49Z,1220000,,,0,,R. Langford Free Throw 2 of 2 (3 PTS),[1629641],1610612759.0,SAS,,,,Langford,R. Langford,,,,,,Made,,,,,3.0,,,,,,,,,,,,,,
123,PT03M41.00S,2022-04-08T00:31:13.1Z,1,REGULAR,3pt,Jump Shot,[],1630162,31.61957950065703,37.254901960784316,1610612750,25,18,2022-04-08T00:31:16Z,1230000,64.0,245.0,1,left,A. Edwards 25' 3PT pullup (15 PTS),[1630162],1610612750.0,MIN,pullup,,,Edwards,A. Edwards,,,,,25.29,Made,,,,,15.0,,,,,,,,,,,,,,
124,PT03M28.00S,2022-04-08T00:31:25.0Z,1,REGULAR,3pt,Jump Shot,[],1626196,70.90998685939553,72.30392156862744,1610612759,25,21,2022-04-08T00:31:29Z,1240000,112.0,221.0,1,right,J. Richardson 24' 3PT  (3 PTS) (J. Poeltl 3 AST),"[1626196, 1627751]",1610612759.0,SAS,,,,Richardson,J. Richardson,,,,,24.74,Made,,,,,3.0,,,,,,,,,J. Poeltl,1627751.0,3.0,,,
127,PT03M20.00S,2022-04-08T00:31:36.9Z,1,REGULAR,foul,personal,[],1627751,,,1610612750,25,21,2022-04-08T00:34:45Z,1260000,,,0,,J. Poeltl personal FOUL (2 PF),"[1627751, 1626157]",1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,,,,,,,,,,,1830.0,2.0,0.0,Towns,1626157.0,,,,,,
129,PT03M20.00S,2022-04-08T00:31:58.5Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612750,25,21,2022-04-08T00:31:58Z,1280000,,,0,,MIN Timeout,[],1610612750.0,MIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,PT03M20.00S,2022-04-08T00:34:14.2Z,1,REGULAR,substitution,out,[],1626157,,,1610612750,25,21,2022-04-08T00:34:38Z,1290000,,,0,,SUB out: K. Towns,[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,,,,,,,,,,,,,,,,,,,,,
132,PT03M20.00S,2022-04-08T00:34:14.2Z,1,REGULAR,substitution,out,[],1629640,,,1610612750,25,21,2022-04-08T00:34:38Z,1300000,,,0,,SUB out: K. Johnson,[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,
133,PT03M20.00S,2022-04-08T00:34:14.2Z,1,REGULAR,substitution,out,[],1627751,,,1610612750,25,21,2022-04-08T00:34:38Z,1310000,,,0,,SUB out: J. Poeltl,[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,,,,,,,,,,,,,,,,,,,,,
134,PT03M20.00S,2022-04-08T00:34:14.2Z,1,REGULAR,substitution,in,[],1629675,,,1610612750,25,21,2022-04-08T00:34:38Z,1320000,,,0,,SUB in: N. Reid,[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,,,,,,,,,,,,,,,,,,,,,
135,PT03M20.00S,2022-04-08T00:34:14.2Z,1,REGULAR,substitution,in,[],1628380,,,1610612750,25,21,2022-04-08T00:34:38Z,1330000,,,0,,SUB in: Z. Collins,[1628380],1610612759.0,SAS,,,,Collins,Z. Collins,,,,,,,,,,,,,,,,,,,,,,,,,
136,PT03M20.00S,2022-04-08T00:34:14.2Z,1,REGULAR,substitution,in,[],1630170,,,1610612750,25,21,2022-04-08T00:34:38Z,1340000,,,0,,SUB in: D. Vassell,[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,,,,,,,,,,,,,,,,,,,,,
137,PT03M08.00S,2022-04-08T00:34:56.0Z,1,REGULAR,3pt,Jump Shot,[],1630162,22.552562417871222,88.23529411764706,1610612750,25,21,2022-04-08T00:35:37Z,1350000,-191.0,159.0,1,left,MISS A. Edwards 24' pullup 3PT,[1630162],1610612750.0,MIN,pullup,,,Edwards,A. Edwards,,,,,24.9,Missed,,,,,,,,,,,,,,,,,,,
138,PT03M04.00S,2022-04-08T00:35:00.0Z,1,REGULAR,rebound,offensive,[],1630162,,,1610612750,25,21,2022-04-08T00:35:09Z,1360000,,,0,,A. Edwards REBOUND (Off:1 Def:0),[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,,137.0,1.0,0.0,1.0,,,,,,,,,,,,,,,
139,PT03M01.00S,2022-04-08T00:35:03.0Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1629162,21.369908015768726,89.4607843137255,1610612750,25,21,2022-04-08T00:35:11Z,1370000,-197.0,148.0,1,left,MISS J. McLaughlin 24' 3PT,[1629162],1610612750.0,MIN,,,,McLaughlin,J. McLaughlin,,,,,24.69,Missed,,,,,,,,,,,,,,,,,,,
140,PT02M59.00S,2022-04-08T00:35:05.0Z,1,REGULAR,rebound,defensive,[],1628966,,,1610612759,25,21,2022-04-08T00:35:11Z,1380000,,,0,,K. Bates-Diop REBOUND (Off:0 Def:1),[1628966],1610612759.0,SAS,,,,Bates-Diop,K. Bates-Diop,,,,,,,139.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
141,PT02M49.00S,2022-04-08T00:35:15.0Z,1,REGULAR,2pt,Jump Shot,[],1626196,94.82588699080158,69.6078431372549,1610612759,25,23,2022-04-08T00:35:20Z,1390000,98.0,-4.0,1,right,J. Richardson 9' Jump Shot (5 PTS) (Z. Collins 1 AST),"[1626196, 1628380]",1610612759.0,SAS,,,,Richardson,J. Richardson,,,,,9.81,Made,,,,,5.0,,,,,,,,,Z. Collins,1628380.0,1.0,,,
143,PT02M37.00S,2022-04-08T00:35:27.0Z,1,REGULAR,3pt,Jump Shot,[],1629675,23.99802890932983,87.00980392156863,1610612750,28,23,2022-04-08T00:35:31Z,1410000,-185.0,173.0,1,left,N. Reid 25' 3PT  (3 PTS) (A. Edwards 2 AST),"[1629675, 1630162]",1610612750.0,MIN,,,,Reid,N. Reid,,,,,25.34,Made,,,,,3.0,,,,,,,,,A. Edwards,1630162.0,2.0,,,
145,PT02M18.00S,2022-04-08T00:35:45.9Z,1,REGULAR,3pt,Jump Shot,[],1626196,80.23981603153744,8.088235294117647,1610612759,28,23,2022-04-08T00:35:51Z,1430000,-210.0,133.0,1,right,MISS J. Richardson 24' 3PT,[1626196],1610612759.0,SAS,,,,Richardson,J. Richardson,,,,,24.83,Missed,,,,,,,,,,,,,,,,,,,
146,PT02M16.00S,2022-04-08T00:35:47.9Z,1,REGULAR,rebound,defensive,[],1629675,,,1610612750,28,23,2022-04-08T00:36:07Z,1440000,,,0,,N. Reid REBOUND (Off:0 Def:1),[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,,,145.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
147,PT02M12.00S,2022-04-08T00:35:52.0Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1627752,23.866622864651774,12.254901960784313,1610612750,28,23,2022-04-08T00:37:16Z,1450000,189.0,172.0,1,left,MISS T. Prince 25' running 3PT,[1627752],1610612750.0,MIN,running,,,Prince,T. Prince,,,,,25.52,Missed,,,,,,,,,,,,,,,,,,,
148,PT02M10.00S,2022-04-08T00:35:57.5Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612750,28,23,2022-04-08T00:35:57Z,1460000,,,0,,TEAM offensive REBOUND,[],1610612750.0,MIN,,,,,,,,,,,,147.0,,,,,,,,,,,,,,,,,,
149,PT02M10.00S,2022-04-08T00:35:59.1Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612750,28,23,2022-04-08T00:35:59Z,1470000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,PT02M08.00S,2022-04-08T00:36:17.3Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1629675,23.47240473061761,14.215686274509803,1610612750,28,23,2022-04-08T00:36:27Z,1480000,179.0,168.0,1,left,MISS N. Reid 24' 3PT,[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,24.55,Missed,,,,,,,,,,,,,,,,,,,
151,PT02M05.00S,2022-04-08T00:36:20.3Z,1,REGULAR,rebound,defensive,[],1630170,,,1610612759,28,23,2022-04-08T00:36:21Z,1490000,,,0,,D. Vassell REBOUND (Off:0 Def:1),[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,,,150.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
152,PT01M56.00S,2022-04-08T00:36:29.8Z,1,REGULAR,3pt,Jump Shot,[],1628380,67.62483574244416,45.09803921568628,1610612759,28,26,2022-04-08T00:36:34Z,1500000,-25.0,252.0,1,right,Z. Collins 25' 3PT  (3 PTS) (J. Richardson 2 AST),"[1628380, 1626196]",1610612759.0,SAS,,,,Collins,Z. Collins,,,,,25.3,Made,,,,,3.0,,,,,,,,,J. Richardson,1626196.0,2.0,,,
154,PT01M32.00S,2022-04-08T00:36:53.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629675,6.915243101182654,48.529411764705884,1610612750,28,26,2022-04-08T00:36:57Z,1520000,7.0,13.0,1,left,MISS N. Reid Layup,[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,1.45,Missed,,,,,,,,,,,,,,,,,,,
155,PT01M30.00S,2022-04-08T00:36:55.7Z,1,REGULAR,rebound,defensive,[],1628380,,,1610612759,28,26,2022-04-08T00:36:57Z,1530000,,,0,,Z. Collins REBOUND (Off:0 Def:1),[1628380],1610612759.0,SAS,,,,Collins,Z. Collins,,,,,,,154.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
156,PT01M28.00S,2022-04-08T00:37:01.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628966,94.03745072273325,48.28431372549019,1610612759,28,26,2022-04-08T00:37:32Z,1540000,-9.0,4.0,1,right,MISS K. Bates-Diop driving Layup,[1628966],1610612759.0,SAS,driving,,,Bates-Diop,K. Bates-Diop,,,,,0.93,Missed,,,,,,,,,,,,,,,,,,,
157,PT01M27.00S,2022-04-08T00:37:02.0Z,1,REGULAR,rebound,offensive,[],1628966,,,1610612759,28,26,2022-04-08T00:37:32Z,1550000,,,0,,K. Bates-Diop REBOUND (Off:1 Def:1),[1628966],1610612759.0,SAS,,,,Bates-Diop,K. Bates-Diop,,,,,,,156.0,2.0,1.0,1.0,,,,,,,,,,,,,,,
180,PT01M26.00S,2022-04-08T00:37:02.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628966,91.98423127463863,46.30055147058824,1610612759,28,26,2022-04-08T00:40:32Z,1555000,-18.0,23.0,1,right,MISS K. Bates-Diop tip Layup,[1628966],1610612759.0,SAS,tip,,,Bates-Diop,K. Bates-Diop,,,,,2.94,Missed,,,,,,,,,,,,,,,,,,,
181,PT01M25.00S,2022-04-08T00:37:03.8Z,1,REGULAR,rebound,offensive,[],1628966,,,1610612759,28,26,2022-04-08T00:40:32Z,1557500,,,0,,K. Bates-Diop REBOUND (Off:2 Def:1),[1628966],1610612759.0,SAS,,,,Bates-Diop,K. Bates-Diop,,,,,,,180.0,3.0,1.0,2.0,,,,,,,,,,,,,,,
158,PT01M25.00S,2022-04-08T00:37:04.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628966,94.40999984741211,50.0,1610612759,28,26,2022-04-08T00:40:32Z,1560000,0.0,0.0,1,right,MISS K. Bates-Diop tip Layup,[1628966],1610612759.0,SAS,tip,,,Bates-Diop,K. Bates-Diop,,,,,0.0,Missed,,,,,,,,,,,,,,,,,,,
159,PT01M23.00S,2022-04-08T00:37:06.6Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612759,28,26,2022-04-08T00:38:15Z,1570000,,,0,,TEAM offensive REBOUND,[],1610612759.0,SAS,,,,,,,,,,,,158.0,,,,,,,,,,,,,,,,,,
160,PT01M23.00S,2022-04-08T00:37:07.8Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612759,28,26,2022-04-08T00:37:07Z,1580000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,PT01M23.00S,2022-04-08T00:37:11.9Z,1,REGULAR,substitution,out,[],1630162,,,1610612759,28,26,2022-04-08T00:37:14Z,1590000,,,0,,SUB out: A. Edwards,[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,
162,PT01M23.00S,2022-04-08T00:37:11.9Z,1,REGULAR,substitution,in,[],1629669,,,1610612759,28,26,2022-04-08T00:37:14Z,1600000,,,0,,SUB in: J. Nowell,[1629669],1610612750.0,MIN,,,,Nowell,J. Nowell,,,,,,,,,,,,,,,,,,,,,,,,,
163,PT01M21.00S,2022-04-08T00:37:28.1Z,1,REGULAR,2pt,Jump Shot,['2ndchance'],1628966,90.27595269382391,72.28094362745098,1610612759,28,28,2022-04-08T00:41:32Z,1610000,111.0,39.0,1,right,K. Bates-Diop 11' bank Jump Shot (2 PTS) (J. Richardson 3 AST),"[1628966, 1626196]",1610612759.0,SAS,bank,,,Bates-Diop,K. Bates-Diop,,,,,11.8,Made,,,,,2.0,,,,,,,,,J. Richardson,1626196.0,3.0,,,
165,PT01M07.00S,2022-04-08T00:37:41.9Z,1,REGULAR,turnover,bad pass,[],1630183,,,1610612750,28,28,2022-04-08T00:37:46Z,1630000,,,0,,J. McDaniels bad pass TURNOVER (1 TO),"[1630183, 1630170]",1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,,,,,,,,1.0,Vassell,1630170.0,,,,,,,,,,,
166,PT01M07.00S,2022-04-08T00:37:41.9Z,1,REGULAR,steal,,[],1630170,,,1610612759,28,28,2022-04-08T00:37:43Z,1640000,,,0,,D. Vassell STEAL (2 STL),[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,,,,,,,,,,,,,,,,,,,,,
167,PT01M05.00S,2022-04-08T00:37:45.8Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629162,,,1610612759,28,28,2022-04-08T00:37:56Z,1650000,,,0,,J. McLaughlin take personal FOUL (2 PF) (Vassell 2 FT),"[1629162, 1630170]",1610612750.0,MIN,take,,,McLaughlin,J. McLaughlin,,,,,,,,,,,,,,,1830.0,2.0,0.0,Vassell,1630170.0,,,,,,
169,PT01M05.00S,2022-04-08T00:38:12.0Z,1,REGULAR,freethrow,1 of 2,['fromturnover'],1630170,,,1610612759,28,29,2022-04-08T00:38:12Z,1670000,,,0,,D. Vassell Free Throw 1 of 2 (3 PTS),[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,,Made,,,,,3.0,,,,,,,,,,,,,,
170,PT01M05.00S,2022-04-08T00:38:27.5Z,1,REGULAR,freethrow,2 of 2,['fromturnover'],1630170,,,1610612759,28,30,2022-04-08T00:38:27Z,1680000,,,0,,D. Vassell Free Throw 2 of 2 (4 PTS),[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,,Made,,,,,4.0,,,,,,,,,,,,,,
171,PT00M52.70S,2022-04-08T00:38:44.1Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612750,28,30,2022-04-08T00:38:44Z,1690000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172,PT00M49.20S,2022-04-08T00:39:01.5Z,1,REGULAR,3pt,Jump Shot,[],1629162,21.107095926412615,88.97058823529412,1610612750,28,30,2022-04-08T00:39:06Z,1700000,-195.0,146.0,1,left,MISS J. McLaughlin 24' 3PT,[1629162],1610612750.0,MIN,,,,McLaughlin,J. McLaughlin,,,,,24.35,Missed,,,,,,,,,,,,,,,,,,,
173,PT00M46.40S,2022-04-08T00:39:04.3Z,1,REGULAR,rebound,defensive,[],1628380,,,1610612759,28,30,2022-04-08T00:39:06Z,1710000,,,0,,Z. Collins REBOUND (Off:0 Def:2),[1628380],1610612759.0,SAS,,,,Collins,Z. Collins,,,,,,,172.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
174,PT00M40.30S,2022-04-08T00:39:11.8Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629675,,,1610612759,28,30,2022-04-08T00:39:21Z,1720000,,,0,,N. Reid shooting personal FOUL (1 PF) (Richardson 2 FT),"[1629675, 1626196]",1610612750.0,MIN,shooting,,,Reid,N. Reid,,,,,,,,,,,,,,,1627962.0,1.0,0.0,Richardson,1626196.0,,,,,,
176,PT00M40.30S,2022-04-08T00:39:45.2Z,1,REGULAR,freethrow,1 of 2,[],1626196,,,1610612759,28,31,2022-04-08T00:39:45Z,1740000,,,0,,J. Richardson Free Throw 1 of 2 (6 PTS),[1626196],1610612759.0,SAS,,,,Richardson,J. Richardson,,,,,,Made,,,,,6.0,,,,,,,,,,,,,,
177,PT00M40.30S,2022-04-08T00:40:03.8Z,1,REGULAR,freethrow,2 of 2,[],1626196,,,1610612759,28,32,2022-04-08T00:40:03Z,1750000,,,0,,J. Richardson Free Throw 2 of 2 (7 PTS),[1626196],1610612759.0,SAS,,,,Richardson,J. Richardson,,,,,,Made,,,,,7.0,,,,,,,,,,,,,,
