actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,turnoverTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,value
190,PT00M01.30S,2022-03-02T01:44:53.0Z,1,REGULAR,turnover,bad pass,[],1630228,,,1610612744,34,27,2022-03-02T01:45:09Z,1828750,,,0,,J. Kuminga bad pass TURNOVER (2 TO),"[1630228, 1629162]",1610612744.0,GSW,,,,Kuminga,J. Kuminga,,,,,,,,,,,,,,,,2.0,,,,,McLaughlin,1629162.0,,,
191,PT00M01.30S,2022-03-02T01:44:53.0Z,1,REGULAR,steal,,[],1629162,,,1610612750,34,27,2022-03-02T01:44:55Z,1829375,,,0,,J. McLaughlin STEAL (2 STL),[1629162],1610612750.0,MIN,,,,McLaughlin,J. McLaughlin,,,,,,,,,,,,,,,,,,,,,,,,,
192,PT00M00.60S,2022-03-02T01:44:56.5Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1629162,8.623521681997373,94.11764705882352,1610612750,34,27,2022-03-02T01:45:26Z,1829687,-221.0,29.0,1,left,MISS J. McLaughlin 3PT,[1629162],1610612750.0,MIN,,,,McLaughlin,J. McLaughlin,,,,,22.24,Missed,,,,,,,,,,,,,,,,,,,
193,PT00M00.10S,2022-03-02T01:44:57.0Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612750,34,27,2022-03-02T01:45:26Z,1829843,,,0,,TEAM offensive REBOUND,[],1610612750.0,MIN,,,,,,,,,,,,,,,,192.0,,,,,,,,,,,,,,
194,PT00M00.00S,2022-03-02T01:44:59.0Z,1,REGULAR,period,end,[],0,,,1610612750,34,27,2022-03-02T01:44:59Z,1910000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
195,PT12M00.00S,2022-03-02T01:47:16.8Z,2,REGULAR,substitution,out,['startperiod'],1629669,,,1610612750,34,27,2022-03-02T01:47:50Z,1920000,,,0,,SUB out: J. Nowell,[1629669],1610612750.0,MIN,,,,Nowell,J. Nowell,,,,,,,,,,,,,,,,,,,,,,,,,
196,PT12M00.00S,2022-03-02T01:47:16.8Z,2,REGULAR,substitution,out,['startperiod'],1629308,,,1610612750,34,27,2022-03-02T01:47:50Z,1930000,,,0,,SUB out: J. Toscano-Anderson,[1629308],1610612744.0,GSW,,,,Toscano-Anderson,J. Toscano-Anderson,,,,,,,,,,,,,,,,,,,,,,,,,
197,PT12M00.00S,2022-03-02T01:47:16.8Z,2,REGULAR,substitution,in,['startperiod'],1626156,,,1610612750,34,27,2022-03-02T01:47:50Z,1940000,,,0,,SUB in: D. Russell,[1626156],1610612750.0,MIN,,,,Russell,D. Russell,,,,,,,,,,,,,,,,,,,,,,,,,
198,PT12M00.00S,2022-03-02T01:47:16.8Z,2,REGULAR,substitution,in,['startperiod'],1627814,,,1610612750,34,27,2022-03-02T01:47:50Z,1950000,,,0,,SUB in: D. Lee,[1627814],1610612744.0,GSW,,,,Lee,D. Lee,,,,,,,,,,,,,,,,,,,,,,,,,
199,PT12M00.00S,2022-03-02T01:47:52.0Z,2,REGULAR,period,start,[],0,,,1610612744,34,27,2022-03-02T01:47:52Z,1960000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200,PT11M45.00S,2022-03-02T01:48:06.6Z,2,REGULAR,turnover,bad pass,[],203490,,,1610612744,34,27,2022-03-02T01:48:10Z,1970000,,,0,,O. Porter Jr. bad pass TURNOVER (1 TO),"[203490, 1627752]",1610612744.0,GSW,,,,Porter Jr.,O. Porter Jr.,,,,,,,,,,,,,,,,1.0,,,,,Prince,1627752.0,,,
201,PT11M45.00S,2022-03-02T01:48:06.6Z,2,REGULAR,steal,,[],1627752,,,1610612750,34,27,2022-03-02T02:33:40Z,1980000,,,0,,T. Prince STEAL (2 STL),[1627752],1610612750.0,MIN,,,,Prince,T. Prince,,,,,,,,,,,,,,,,,,,,,,,,,
202,PT11M29.00S,2022-03-02T01:48:23.5Z,2,REGULAR,turnover,out-of-bounds,[],1629675,,,1610612750,34,27,2022-03-02T01:48:28Z,1990000,,,0,,N. Reid bad pass out-of-bounds TURNOVER (1 TO),[1629675],1610612750.0,MIN,bad pass,,,Reid,N. Reid,,,,,,,,,,,,,,,202007.0,1.0,,,,,,,,,
203,PT11M22.00S,2022-03-02T01:48:41.5Z,2,REGULAR,turnover,lost ball,[],203490,,,1610612744,34,27,2022-03-02T02:38:46Z,2000000,,,0,,O. Porter Jr. lost ball TURNOVER (2 TO),"[203490, 1629162]",1610612744.0,GSW,,,,Porter Jr.,O. Porter Jr.,,,,,,,,,,,,,,,,2.0,,,,,McLaughlin,1629162.0,,,
204,PT11M22.00S,2022-03-02T01:48:41.5Z,2,REGULAR,steal,,[],1629162,,,1610612750,34,27,2022-03-02T02:42:09Z,2010000,,,0,,J. McLaughlin STEAL (3 STL),[1629162],1610612750.0,MIN,,,,McLaughlin,J. McLaughlin,,,,,,,,,,,,,,,,,,,,,,,,,
205,PT11M19.00S,2022-03-02T01:48:47.7Z,2,REGULAR,turnover,bad pass,[],1626156,,,1610612750,34,27,2022-03-02T02:38:56Z,2020000,,,0,,D. Russell bad pass TURNOVER (1 TO),"[1626156, 203490]",1610612750.0,MIN,,,,Russell,D. Russell,,,,,,,,,,,,,,,,1.0,,,,,Porter Jr.,203490.0,,,
206,PT11M19.00S,2022-03-02T01:48:47.7Z,2,REGULAR,steal,,[],203490,,,1610612744,34,27,2022-03-02T01:48:49Z,2030000,,,0,,O. Porter Jr. STEAL (2 STL),[203490],1610612744.0,GSW,,,,Porter Jr.,O. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
207,PT11M12.00S,2022-03-02T01:48:54.7Z,2,REGULAR,foul,personal,[],1629162,,,1610612744,34,27,2022-03-02T01:56:53Z,2040000,,,0,,J. McLaughlin take personal FOUL (1 PF),"[1629162, 1630228]",1610612750.0,MIN,take,,,McLaughlin,J. McLaughlin,,,,,,,,,,,,,,,2534.0,,1.0,0.0,Kuminga,1630228.0,,,,,
209,PT11M03.00S,2022-03-02T01:49:15.3Z,2,REGULAR,turnover,bad pass,[],201939,,,1610612744,34,27,2022-03-02T01:49:19Z,2060000,,,0,,S. Curry bad pass TURNOVER (1 TO),"[201939, 1626156]",1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,,,,,,,,,,1.0,,,,,Russell,1626156.0,,,
210,PT11M03.00S,2022-03-02T01:49:15.3Z,2,REGULAR,steal,,[],1626156,,,1610612750,34,27,2022-03-02T01:49:16Z,2070000,,,0,,D. Russell STEAL (1 STL),[1626156],1610612750.0,MIN,,,,Russell,D. Russell,,,,,,,,,,,,,,,,,,,,,,,,,
211,PT10M56.00S,2022-03-02T01:49:22.2Z,2,REGULAR,turnover,lost ball,[],1626156,,,1610612750,34,27,2022-03-02T01:49:25Z,2080000,,,0,,D. Russell lost ball TURNOVER (2 TO),"[1626156, 203490]",1610612750.0,MIN,,,,Russell,D. Russell,,,,,,,,,,,,,,,,2.0,,,,,Porter Jr.,203490.0,,,
212,PT10M56.00S,2022-03-02T01:49:22.2Z,2,REGULAR,steal,,[],203490,,,1610612744,34,27,2022-03-02T01:49:24Z,2090000,,,0,,O. Porter Jr. STEAL (3 STL),[203490],1610612744.0,GSW,,,,Porter Jr.,O. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
213,PT10M51.00S,2022-03-02T01:49:26.8Z,2,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1627814,91.80354796320631,3.6764705882352944,1610612744,34,30,2022-03-02T01:49:32Z,2100000,-232.0,25.0,1,right,D. Lee 3PT  (5 PTS) (G. Payton II 1 AST),"[1627814, 1627780]",1610612744.0,GSW,,,,Lee,D. Lee,,,,,23.29,Made,5.0,G. Payton II,1627780.0,1.0,,,,,,,,,,,,,,,
215,PT10M26.00S,2022-03-02T01:49:55.0Z,2,REGULAR,foul,personal,[],1627814,,,1610612750,34,30,2022-03-02T01:50:04Z,2120000,,,0,,D. Lee personal FOUL (1 PF),"[1627814, 1627752]",1610612744.0,GSW,,,,Lee,D. Lee,,,,,,,,,,,,,,,2534.0,,1.0,0.0,Prince,1627752.0,,,,,
217,PT10M22.00S,2022-03-02T01:50:19.8Z,2,REGULAR,3pt,Jump Shot,[],1627736,21.50131406044678,88.23529411764706,1610612750,37,30,2022-03-02T01:50:25Z,2140000,-191.0,150.0,1,left,M. Beasley 24' 3PT  (3 PTS) (D. Russell 3 AST),"[1627736, 1626156]",1610612750.0,MIN,,,,Beasley,M. Beasley,,,,,24.28,Made,3.0,D. Russell,1626156.0,3.0,,,,,,,,,,,,,,,
219,PT10M12.00S,2022-03-02T01:50:28.8Z,2,REGULAR,3pt,Jump Shot,[],201939,71.04139290407359,74.26470588235294,1610612744,37,30,2022-03-02T01:50:34Z,2160000,121.0,220.0,1,right,MISS S. Curry 25' pullup 3PT,[201939],1610612744.0,GSW,pullup,,,Curry,S. Curry,,,,,25.1,Missed,,,,,,,,,,,,,,,,,,,
220,PT10M11.00S,2022-03-02T01:50:31.4Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612750,37,30,2022-03-02T01:50:31Z,2170000,,,0,,TEAM defensive REBOUND,[],1610612750.0,MIN,,,,,,,,,,,,,,,,219.0,,,,,,,,,,,,,,
221,PT10M11.00S,2022-03-02T01:50:32.8Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612750,37,30,2022-03-02T01:50:32Z,2180000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
222,PT10M01.00S,2022-03-02T01:50:48.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1626156,11.383048620236531,50.98039215686274,1610612750,37,30,2022-03-02T01:50:56Z,2190000,-5.0,55.0,1,left,MISS D. Russell driving Layup,[1626156],1610612750.0,MIN,driving,,,Russell,D. Russell,,,,,5.47,Missed,,,,,,,,,,,,,,,,,,,
223,PT10M00.00S,2022-03-02T01:50:49.6Z,2,REGULAR,rebound,offensive,[],1626156,,,1610612750,37,30,2022-03-02T01:50:56Z,2200000,,,0,,D. Russell REBOUND (Off:1 Def:0),[1626156],1610612750.0,MIN,,,,Russell,D. Russell,,,,,,,,,,,222.0,1.0,0.0,1.0,,,,,,,,,,,
224,PT10M00.00S,2022-03-02T01:50:52.0Z,2,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1626156,5.590000152587891,50.0,1610612750,39,30,2022-03-02T01:58:54Z,2210000,0.0,0.0,1,left,D. Russell putback Layup (5 PTS),[1626156],1610612750.0,MIN,putback,,,Russell,D. Russell,,,,,0.0,Made,5.0,,,,,,,,,,,,,,,,,,
225,PT10M00.00S,2022-03-02T01:50:54.3Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612744,39,30,2022-03-02T01:50:54Z,2220000,,,0,,GSW Timeout,[],1610612744.0,GSW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
226,PT10M00.00S,2022-03-02T01:53:26.6Z,2,REGULAR,substitution,out,[],1630228,,,1610612744,39,30,2022-03-02T01:53:42Z,2230000,,,0,,SUB out: J. Kuminga,[1630228],1610612744.0,GSW,,,,Kuminga,J. Kuminga,,,,,,,,,,,,,,,,,,,,,,,,,
227,PT10M00.00S,2022-03-02T01:53:26.6Z,2,REGULAR,substitution,in,[],1629308,,,1610612744,39,30,2022-03-02T01:53:42Z,2240000,,,0,,SUB in: J. Toscano-Anderson,[1629308],1610612744.0,GSW,,,,Toscano-Anderson,J. Toscano-Anderson,,,,,,,,,,,,,,,,,,,,,,,,,
228,PT09M43.00S,2022-03-02T01:54:10.1Z,2,REGULAR,3pt,Jump Shot,[],1627780,75.90341655716163,12.5,1610612744,39,33,2022-03-02T01:54:14Z,2250000,-188.0,174.0,1,right,G. Payton II 25' 3PT  (7 PTS) (S. Curry 1 AST),"[1627780, 201939]",1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,25.58,Made,7.0,S. Curry,201939.0,1.0,,,,,,,,,,,,,,,
230,PT09M20.00S,2022-03-02T01:54:32.3Z,2,REGULAR,2pt,Jump Shot,[],1626156,5.601182654402102,22.794117647058822,1610612750,41,33,2022-03-02T02:00:19Z,2270000,136.0,0.0,1,left,D. Russell 13' fadeaway Jump Shot (7 PTS),[1626156],1610612750.0,MIN,fadeaway,,,Russell,D. Russell,,,,,13.6,Made,7.0,,,,,,,,,,,,,,,,,,
231,PT09M13.00S,2022-03-02T01:54:39.7Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627780,88.91261498028909,49.50980392156863,1610612744,41,33,2022-03-02T01:54:49Z,2280000,-2.0,52.0,1,right,MISS G. Payton II floating Shot,[1627780],1610612744.0,GSW,floating,,,Payton II,G. Payton II,,,,,5.18,Missed,,,,,,,,,,,,,,,,,,,
232,PT09M12.00S,2022-03-02T01:54:40.7Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612750,41,33,2022-03-02T01:54:49Z,2290000,,,0,,TEAM defensive REBOUND,[],1610612750.0,MIN,,,,,,,,,,,,,,,,231.0,,,,,,,,,,,,,,
233,PT09M12.00S,2022-03-02T01:54:47.7Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612750,41,33,2022-03-02T01:54:47Z,2300000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
234,PT09M02.00S,2022-03-02T01:54:57.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629162,6.258212877792378,48.03921568627451,1610612750,41,33,2022-03-02T01:55:02Z,2310000,10.0,6.0,1,left,MISS J. McLaughlin cutting Layup,[1629162],1610612750.0,MIN,cutting,,,McLaughlin,J. McLaughlin,,,,,1.17,Missed,,,,,,,,,,,,,,,,,,,
235,PT09M00.00S,2022-03-02T01:54:59.2Z,2,REGULAR,rebound,offensive,[],1629162,,,1610612750,41,33,2022-03-02T01:54:59Z,2320000,,,0,,J. McLaughlin REBOUND (Off:1 Def:1),[1629162],1610612750.0,MIN,,,,McLaughlin,J. McLaughlin,,,,,,,,,,,234.0,2.0,1.0,1.0,,,,,,,,,,,
236,PT08M53.00S,2022-03-02T01:55:06.7Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1627752,5.995400788436268,50.49019607843137,1610612750,43,33,2022-03-02T01:55:13Z,2330000,-2.0,4.0,1,left,T. Prince driving Layup (5 PTS),[1627752],1610612750.0,MIN,driving,,,Prince,T. Prince,,,,,0.46,Made,5.0,,,,,,,,,,,,,,,,,,
237,PT08M42.00S,2022-03-02T01:55:17.7Z,2,REGULAR,3pt,Jump Shot,[],201939,81.68528252299606,5.637254901960785,1610612744,43,36,2022-03-02T01:55:22Z,2340000,-222.0,120.0,1,right,S. Curry 25' 3PT step back (8 PTS),[201939],1610612744.0,GSW,step back,,,Curry,S. Curry,,,,,25.2,Made,8.0,,,,,,,,,,,,,,,,,,
238,PT08M24.00S,2022-03-02T01:55:38.7Z,2,REGULAR,foul,personal,['2freethrow'],1629308,,,1610612750,43,36,2022-03-02T01:55:51Z,2350000,,,0,,J. Toscano-Anderson shooting personal FOUL (1 PF) (Prince 2 FT),"[1629308, 1627752]",1610612744.0,GSW,shooting,,,Toscano-Anderson,J. Toscano-Anderson,,,,,,,,,,,,,,,203593.0,,1.0,0.0,Prince,1627752.0,,,,,
240,PT08M24.00S,2022-03-02T01:56:05.9Z,2,REGULAR,freethrow,1 of 2,[],1627752,,,1610612750,44,36,2022-03-02T01:56:05Z,2370000,,,0,,T. Prince Free Throw 1 of 2 (6 PTS),[1627752],1610612750.0,MIN,,,,Prince,T. Prince,,,,,,Made,6.0,,,,,,,,,,,,,,,,,,
241,PT08M24.00S,2022-03-02T01:56:10.8Z,2,REGULAR,substitution,out,[],203490,,,1610612750,44,36,2022-03-02T01:56:15Z,2380000,,,0,,SUB out: O. Porter Jr.,[203490],1610612744.0,GSW,,,,Porter Jr.,O. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
242,PT08M24.00S,2022-03-02T01:56:10.8Z,2,REGULAR,substitution,in,[],1626172,,,1610612750,44,36,2022-03-02T01:56:15Z,2390000,,,0,,SUB in: K. Looney,[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,,,,,,,,,,,,,,,,,,,
243,PT08M24.00S,2022-03-02T01:56:34.7Z,2,REGULAR,freethrow,2 of 2,[],1627752,,,1610612750,45,36,2022-03-02T01:56:34Z,2400000,,,0,,T. Prince Free Throw 2 of 2 (7 PTS),[1627752],1610612750.0,MIN,,,,Prince,T. Prince,,,,,,Made,7.0,,,,,,,,,,,,,,,,,,
244,PT08M11.00S,2022-03-02T01:56:49.7Z,2,REGULAR,3pt,Jump Shot,[],1627780,79.97700394218134,91.91176470588235,1610612744,45,36,2022-03-02T01:56:54Z,2410000,210.0,136.0,1,right,MISS G. Payton II 24' 3PT,[1627780],1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,24.97,Missed,,,,,,,,,,,,,,,,,,,
245,PT08M09.00S,2022-03-02T01:56:51.7Z,2,REGULAR,rebound,offensive,[],1627814,,,1610612744,45,36,2022-03-02T01:56:54Z,2420000,,,0,,D. Lee REBOUND (Off:1 Def:0),[1627814],1610612744.0,GSW,,,,Lee,D. Lee,,,,,,,,,,,244.0,1.0,0.0,1.0,,,,,,,,,,,
246,PT07M59.00S,2022-03-02T01:57:02.1Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1627780,94.82588699080158,4.166666666666666,1610612744,45,39,2022-03-02T01:57:06Z,2430000,-229.0,-4.0,1,right,G. Payton II 3PT  (10 PTS) (J. Toscano-Anderson 1 AST),"[1627780, 1629308]",1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,22.92,Made,10.0,J. Toscano-Anderson,1629308.0,1.0,,,,,,,,,,,,,,,
248,PT07M46.00S,2022-03-02T01:57:13.3Z,2,REGULAR,3pt,Jump Shot,[],1626156,19.793035479632064,91.42156862745098,1610612750,48,39,2022-03-02T01:57:18Z,2450000,-207.0,134.0,1,left,D. Russell 24' 3PT pullup (10 PTS),[1626156],1610612750.0,MIN,pullup,,,Russell,D. Russell,,,,,24.65,Made,10.0,,,,,,,,,,,,,,,,,,
249,PT07M30.00S,2022-03-02T01:57:31.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1627814,93.42969776609723,45.46568627450981,1610612744,48,41,2022-03-02T01:57:37Z,2460000,-23.0,9.0,1,right,D. Lee driving Layup (7 PTS),[1627814],1610612744.0,GSW,driving,,,Lee,D. Lee,,,,,2.45,Made,7.0,,,,,,,,,,,,,,,,,,
250,PT07M17.00S,2022-03-02T01:57:42.7Z,2,REGULAR,2pt,Jump Shot,[],1627736,21.944809461235216,37.50765931372549,1610612750,48,41,2022-03-02T01:57:49Z,2470000,62.0,154.0,1,left,MISS M. Beasley 16' pullup Shot,[1627736],1610612750.0,MIN,pullup,,,Beasley,M. Beasley,,,,,16.6,Missed,,,,,,,,,,,,,,,,,,,
251,PT07M15.00S,2022-03-02T01:57:44.7Z,2,REGULAR,rebound,defensive,[],1626172,,,1610612744,48,41,2022-03-02T01:57:49Z,2480000,,,0,,K. Looney REBOUND (Off:0 Def:5),[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,,,,,250.0,5.0,5.0,0.0,,,,,,,,,,,
252,PT07M09.00S,2022-03-02T01:57:50.6Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",201939,90.22667542706965,52.94117647058824,1610612744,48,43,2022-03-02T01:57:58Z,2490000,15.0,39.0,1,right,S. Curry driving finger roll Layup (10 PTS),[201939],1610612744.0,GSW,driving finger roll,,,Curry,S. Curry,,,,,4.21,Made,10.0,,,,,,,,,,,,,,,,,,
253,PT06M56.00S,2022-03-02T01:58:04.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629675,7.440867279894875,46.568627450980394,1610612750,50,43,2022-03-02T01:58:09Z,2500000,17.0,17.0,1,left,N. Reid driving Layup (4 PTS),[1629675],1610612750.0,MIN,driving,,,Reid,N. Reid,,,,,2.45,Made,4.0,,,,,,,,,,,,,,,,,,
254,PT06M45.00S,2022-03-02T01:58:15.0Z,2,REGULAR,3pt,Jump Shot,[],201939,64.07687253613666,21.323529411764707,1610612744,50,43,2022-03-02T01:58:20Z,2510000,-143.0,285.0,1,right,MISS S. Curry 31' 3PT,[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,31.92,Missed,,,,,,,,,,,,,,,,,,,
255,PT06M42.00S,2022-03-02T01:58:18.0Z,2,REGULAR,rebound,defensive,[],1626156,,,1610612750,50,43,2022-03-02T01:58:20Z,2520000,,,0,,D. Russell REBOUND (Off:1 Def:1),[1626156],1610612750.0,MIN,,,,Russell,D. Russell,,,,,,,,,,,254.0,2.0,1.0,1.0,,,,,,,,,,,
256,PT06M39.00S,2022-03-02T01:58:21.1Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1626156,29.77989487516426,69.85294117647058,1610612750,50,43,2022-03-02T02:03:59Z,2530000,-99.0,227.0,1,left,MISS D. Russell 24' running pullup 3PT,[1626156],1610612750.0,MIN,running pullup,,,Russell,D. Russell,,,,,24.81,Missed,,,,,,,,,,,,,,,,,,,
257,PT06M37.00S,2022-03-02T01:58:23.1Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612744,50,43,2022-03-02T01:58:34Z,2540000,,,0,,TEAM defensive REBOUND,[],1610612744.0,GSW,,,,,,,,,,,,,,,,256.0,,,,,,,,,,,,,,
258,PT06M37.00S,2022-03-02T01:58:27.6Z,2,REGULAR,foul,personal,[],1627736,,,1610612744,50,43,2022-03-02T01:58:33Z,2550000,,,0,,M. Beasley loose ball personal FOUL (1 PF),"[1627736, 1627780]",1610612750.0,MIN,loose ball,,,Beasley,M. Beasley,,,,,,,,,,,,,,,2534.0,,1.0,0.0,Payton II,1627780.0,,,,,
260,PT06M37.00S,2022-03-02T01:58:34.8Z,2,REGULAR,substitution,out,[],1627736,,,1610612744,50,43,2022-03-02T01:58:59Z,2570000,,,0,,SUB out: M. Beasley,[1627736],1610612750.0,MIN,,,,Beasley,M. Beasley,,,,,,,,,,,,,,,,,,,,,,,,,
261,PT06M37.00S,2022-03-02T01:58:34.8Z,2,REGULAR,substitution,out,[],1627752,,,1610612744,50,43,2022-03-02T01:58:59Z,2580000,,,0,,SUB out: T. Prince,[1627752],1610612750.0,MIN,,,,Prince,T. Prince,,,,,,,,,,,,,,,,,,,,,,,,,
262,PT06M37.00S,2022-03-02T01:58:34.8Z,2,REGULAR,substitution,out,[],201939,,,1610612744,50,43,2022-03-02T01:58:59Z,2590000,,,0,,SUB out: S. Curry,[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,,,,,,,,,,,,,,,,,,,
263,PT06M37.00S,2022-03-02T01:58:34.8Z,2,REGULAR,substitution,in,[],1629020,,,1610612744,50,43,2022-03-02T01:58:59Z,2600000,,,0,,SUB in: J. Vanderbilt,[1629020],1610612750.0,MIN,,,,Vanderbilt,J. Vanderbilt,,,,,,,,,,,,,,,,,,,,,,,,,
264,PT06M37.00S,2022-03-02T01:58:34.8Z,2,REGULAR,substitution,in,[],1630183,,,1610612744,50,43,2022-03-02T01:58:59Z,2610000,,,0,,SUB in: J. McDaniels,[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,,,,,,,,,,,
265,PT06M37.00S,2022-03-02T01:58:34.8Z,2,REGULAR,substitution,in,[],1629673,,,1610612744,50,43,2022-03-02T01:58:59Z,2620000,,,0,,SUB in: J. Poole,[1629673],1610612744.0,GSW,,,,Poole,J. Poole,,,,,,,,,,,,,,,,,,,,,,,,,
266,PT06M27.00S,2022-03-02T01:59:10.1Z,2,REGULAR,foul,personal,[],1630183,,,1610612744,50,43,2022-03-02T01:59:17Z,2630000,,,0,,J. McDaniels personal FOUL (1 PF),"[1630183, 1629673]",1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,203593.0,,1.0,0.0,Poole,1629673.0,,,,,
268,PT06M24.00S,2022-03-02T01:59:31.5Z,2,REGULAR,foul,personal,['2freethrow'],1630183,,,1610612744,50,43,2022-03-02T01:59:44Z,2650000,,,0,,J. McDaniels shooting personal FOUL (2 PF) (Lee 2 FT),"[1630183, 1627814]",1610612750.0,MIN,shooting,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,2534.0,,2.0,0.0,Lee,1627814.0,,,,,
270,PT06M24.00S,2022-03-02T02:00:12.2Z,2,REGULAR,freethrow,1 of 2,[],1627814,,,1610612744,50,44,2022-03-02T02:00:12Z,2670000,,,0,,D. Lee Free Throw 1 of 2 (8 PTS),[1627814],1610612744.0,GSW,,,,Lee,D. Lee,,,,,,Made,8.0,,,,,,,,,,,,,,,,,,
271,PT06M24.00S,2022-03-02T02:00:12.9Z,2,REGULAR,substitution,out,[],1629162,,,1610612744,50,44,2022-03-02T02:00:27Z,2680000,,,0,,SUB out: J. McLaughlin,[1629162],1610612750.0,MIN,,,,McLaughlin,J. McLaughlin,,,,,,,,,,,,,,,,,,,,,,,,,
272,PT06M24.00S,2022-03-02T02:00:12.9Z,2,REGULAR,substitution,out,[],1627780,,,1610612744,50,44,2022-03-02T02:00:27Z,2690000,,,0,,SUB out: G. Payton II,[1627780],1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,,,,,,,,,,,,,,,,,,,,,
273,PT06M24.00S,2022-03-02T02:00:12.9Z,2,REGULAR,substitution,in,[],201976,,,1610612744,50,44,2022-03-02T02:00:27Z,2700000,,,0,,SUB in: P. Beverley,[201976],1610612750.0,MIN,,,,Beverley,P. Beverley,,,,,,,,,,,,,,,,,,,,,,,,,
274,PT06M24.00S,2022-03-02T02:00:12.9Z,2,REGULAR,substitution,in,[],203952,,,1610612744,50,44,2022-03-02T02:00:27Z,2710000,,,0,,SUB in: A. Wiggins,[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,,,,,,,,,
275,PT06M24.00S,2022-03-02T02:00:42.3Z,2,REGULAR,freethrow,2 of 2,[],1627814,,,1610612744,50,45,2022-03-02T02:00:42Z,2720000,,,0,,D. Lee Free Throw 2 of 2 (9 PTS),[1627814],1610612744.0,GSW,,,,Lee,D. Lee,,,,,,Made,9.0,,,,,,,,,,,,,,,,,,
276,PT06M06.00S,2022-03-02T02:01:02.2Z,2,REGULAR,3pt,Jump Shot,[],1629675,8.229303547963205,95.58823529411765,1610612750,50,45,2022-03-02T02:01:07Z,2730000,-228.0,25.0,1,left,MISS N. Reid 3PT,[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,22.93,Missed,,,,,,,,,,,,,,,,,,,
277,PT06M02.00S,2022-03-02T02:01:06.2Z,2,REGULAR,rebound,defensive,[],1627814,,,1610612744,50,45,2022-03-02T02:01:07Z,2740000,,,0,,D. Lee REBOUND (Off:1 Def:1),[1627814],1610612744.0,GSW,,,,Lee,D. Lee,,,,,,,,,,,276.0,2.0,1.0,1.0,,,,,,,,,,,
