actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,turnoverTotal,blockPlayerName,blockPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId,value
2,PT12M00.00S,2022-03-24T00:10:40.8Z,1,REGULAR,period,start,[],0,,,0,0,0,2022-03-24T00:10:40Z,20000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M58.00S,2022-03-24T00:10:42.7Z,1,REGULAR,jumpball,recovered,[],1626166,,,1610612756,0,0,2022-03-24T00:10:42Z,40000,,,0,,Jump Ball D. Ayton vs. K. Towns: Tip to C. Payne,"[1626166, 1629028, 1626157]",1610612756.0,PHX,startperiod,C. Payne,1626166.0,Payne,C. Payne,Ayton,1629028.0,Towns,1626157.0,,,,,,,,,,,,,,,,,,,,,
7,PT11M42.00S,2022-03-24T00:10:58.5Z,1,REGULAR,2pt,Jump Shot,[],1626164,10.5946123521682,77.94117647058823,1610612756,0,0,2022-03-24T00:11:04Z,70000,-140.0,47.0,1,left,MISS D. Booker 14' Jump Shot,[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,14.74,Missed,,,,,,,,,,,,,,,,,,,
8,PT11M39.00S,2022-03-24T00:11:01.5Z,1,REGULAR,rebound,offensive,[],1629028,,,1610612756,0,0,2022-03-24T00:11:04Z,80000,,,0,,D. Ayton REBOUND (Off:1 Def:0),[1629028],1610612756.0,PHX,,,,Ayton,D. Ayton,,,,,,,7.0,1.0,0.0,1.0,,,,,,,,,,,,,,,
9,PT11M37.00S,2022-03-24T00:11:02.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629028,12.565703022339028,61.76470588235294,1610612756,0,0,2022-03-24T00:18:09Z,90000,-59.0,66.0,1,left,MISS D. Ayton 8' putback Layup,[1629028],1610612756.0,PHX,putback,,,Ayton,D. Ayton,,,,,8.81,Missed,,,,,,,,,,,,,,,,,,,
10,PT11M34.00S,2022-03-24T00:11:05.4Z,1,REGULAR,rebound,defensive,[],1626157,,,1610612750,0,0,2022-03-24T00:11:05Z,100000,,,0,,K. Towns REBOUND (Off:0 Def:1),[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,,,9.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
11,PT11M23.00S,2022-03-24T00:11:16.9Z,1,REGULAR,2pt,Jump Shot,[],1626157,81.94809461235218,24.264705882352942,1610612750,2,0,2022-03-24T00:11:21Z,110000,-129.0,117.0,1,right,K. Towns 17' Jump Shot (2 PTS) (P. Beverley 1 AST),"[1626157, 201976]",1610612750.0,MIN,,,,Towns,K. Towns,,,,,17.41,Made,,,,,2.0,P. Beverley,201976.0,1.0,,,,,,,,,,,
13,PT10M57.00S,2022-03-24T00:11:43.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1626164,5.995400788436268,50.49019607843137,1610612756,2,0,2022-03-24T00:11:47Z,130000,-2.0,4.0,1,left,MISS D. Booker driving Layup,[1626164],1610612756.0,PHX,driving,,,Booker,D. Booker,,,,,0.46,Missed,,,,,,,,,,,,,,,,,,,
14,PT10M54.00S,2022-03-24T00:11:46.3Z,1,REGULAR,rebound,offensive,[],1629028,,,1610612756,2,0,2022-03-24T00:11:47Z,140000,,,0,,D. Ayton REBOUND (Off:2 Def:0),[1629028],1610612756.0,PHX,,,,Ayton,D. Ayton,,,,,,,13.0,2.0,0.0,2.0,,,,,,,,,,,,,,,
15,PT10M53.00S,2022-03-24T00:11:47.5Z,1,REGULAR,2pt,Hook,"['pointsinthepaint', '2ndchance']",1629028,12.302890932982917,39.950980392156865,1610612756,2,2,2022-03-24T00:12:02Z,150000,50.0,63.0,1,left,D. Ayton 8' bank Hook (2 PTS),[1629028],1610612756.0,PHX,bank,,,Ayton,D. Ayton,,,,,8.06,Made,,,,,2.0,,,,,,,,,,,,,,
16,PT10M32.00S,2022-03-24T00:12:07.8Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1626157,84.97043363994744,49.754901960784316,1610612750,4,2,2022-03-24T00:19:16Z,160000,-1.0,89.0,1,right,K. Towns 8' driving Hook (4 PTS) (P. Beverley 2 AST),"[1626157, 201976]",1610612750.0,MIN,driving,,,Towns,K. Towns,,,,,8.88,Made,,,,,4.0,P. Beverley,201976.0,2.0,,,,,,,,,,,
18,PT10M15.00S,2022-03-24T00:12:25.7Z,1,REGULAR,turnover,out-of-bounds,[],1626166,,,1610612756,4,2,2022-03-24T00:12:35Z,180000,,,0,,C. Payne bad pass out-of-bounds TURNOVER (1 TO),[1626166],1610612756.0,PHX,bad pass,,,Payne,C. Payne,,,,,,,,,,,,,,,202058.0,1.0,,,,,,,,,
19,PT10M00.00S,2022-03-24T00:12:53.1Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1629020,92.46057818659659,50.49019607843137,1610612750,6,2,2022-03-24T00:12:59Z,190000,2.0,18.0,1,right,J. Vanderbilt cutting DUNK (2 PTS) (D. Russell 1 AST),"[1629020, 1626156]",1610612750.0,MIN,cutting,,,Vanderbilt,J. Vanderbilt,,,,,1.86,Made,,,,,2.0,D. Russell,1626156.0,1.0,,,,,,,,,,,
21,PT09M47.00S,2022-03-24T00:13:05.3Z,1,REGULAR,3pt,Jump Shot,[],203109,22.026938239159,11.27450980392157,1610612756,6,2,2022-03-24T00:13:11Z,210000,194.0,155.0,1,left,MISS J. Crowder 24' 3PT,[203109],1610612756.0,PHX,,,,Crowder,J. Crowder,,,,,24.78,Missed,,,,,,,,,,,,,,,,,,,
22,PT09M46.00S,2022-03-24T00:13:06.3Z,1,REGULAR,rebound,defensive,[],1629020,,,1610612750,6,2,2022-03-24T00:13:11Z,220000,,,0,,J. Vanderbilt REBOUND (Off:0 Def:1),[1629020],1610612750.0,MIN,,,,Vanderbilt,J. Vanderbilt,,,,,,,21.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
46,PT09M39.00S,2022-03-24T00:13:13.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629020,92.37844940867281,55.415134803921575,1610612750,6,2,2022-03-24T00:17:25Z,225000,27.0,19.0,1,right,MISS J. Vanderbilt Layup - blocked,"[1629020, 203109]",1610612750.0,MIN,,,,Vanderbilt,J. Vanderbilt,,,,,3.32,Missed,,,,,,,,,,,Crowder,203109.0,,,,,,,
47,PT09M39.00S,2022-03-24T00:13:13.1Z,1,REGULAR,block,,[],203109,,,1610612750,6,2,2022-03-24T00:17:25Z,227500,,,0,,J. Crowder BLOCK (1 BLK),[203109],1610612756.0,PHX,,,,Crowder,J. Crowder,,,,,,,,,,,,,,,,,,,,,,,,,
48,PT09M38.00S,2022-03-24T00:13:14.1Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612750,6,2,2022-03-24T00:17:25Z,228750,,,0,,TEAM offensive REBOUND,[],1610612750.0,MIN,,,,,,,,,,,,46.0,,,,,,,,,,,,,,,,,,
23,PT09M38.00S,2022-03-24T00:13:21.0Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612750,6,2,2022-03-24T00:13:21Z,230000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,PT09M31.00S,2022-03-24T00:13:42.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1626156,92.85479632063075,48.77450980392157,1610612750,8,2,2022-03-24T00:17:25Z,240000,-6.0,15.0,1,right,D. Russell driving Layup (2 PTS),[1626156],1610612750.0,MIN,driving,,,Russell,D. Russell,,,,,1.59,Made,,,,,2.0,,,,,,,,,,,,,,
25,PT09M25.00S,2022-03-24T00:13:47.9Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1628969,18.610381077529567,6.862745098039216,1610612756,8,2,2022-03-24T00:20:37Z,250000,216.0,122.0,1,left,MISS M. Bridges 24' running 3PT,[1628969],1610612756.0,PHX,running,,,Bridges,M. Bridges,,,,,24.8,Missed,,,,,,,,,,,,,,,,,,,
26,PT09M24.00S,2022-03-24T00:13:48.9Z,1,REGULAR,rebound,defensive,[],201976,,,1610612750,8,2,2022-03-24T00:14:05Z,260000,,,0,,P. Beverley REBOUND (Off:0 Def:1),[201976],1610612750.0,MIN,,,,Beverley,P. Beverley,,,,,,,25.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
28,PT09M24.00S,2022-03-24T00:13:54.6Z,1,REGULAR,foul,personal,[],1626164,,,1610612750,8,2,2022-03-24T00:14:01Z,280000,,,0,,D. Booker personal FOUL (1 PF),"[1626164, 201976]",1610612756.0,PHX,,,,Booker,D. Booker,,,,,,,,,,,,,,,201245.0,,,,1.0,0.0,Beverley,201976.0,,,
30,PT09M10.00S,2022-03-24T00:14:25.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626157,86.67871222076215,55.14705882352941,1610612750,8,2,2022-03-24T00:14:33Z,300000,26.0,73.0,1,right,MISS K. Towns 7' Jump Shot,[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,7.71,Missed,,,,,,,,,,,,,,,,,,,
31,PT09M07.00S,2022-03-24T00:14:28.6Z,1,REGULAR,rebound,offensive,[],1629020,,,1610612750,8,2,2022-03-24T00:14:33Z,310000,,,0,,J. Vanderbilt REBOUND (Off:1 Def:1),[1629020],1610612750.0,MIN,,,,Vanderbilt,J. Vanderbilt,,,,,,,30.0,2.0,1.0,1.0,,,,,,,,,,,,,,,
32,PT09M06.00S,2022-03-24T00:14:30.1Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1626156,76.95466491458606,10.784313725490197,1610612750,8,2,2022-03-24T00:14:35Z,320000,-196.0,164.0,1,right,MISS D. Russell 25' 3PT,[1626156],1610612750.0,MIN,,,,Russell,D. Russell,,,,,25.57,Missed,,,,,,,,,,,,,,,,,,,
33,PT09M04.00S,2022-03-24T00:14:32.1Z,1,REGULAR,rebound,defensive,[],1628969,,,1610612756,8,2,2022-03-24T00:14:35Z,330000,,,0,,M. Bridges REBOUND (Off:0 Def:1),[1628969],1610612756.0,PHX,,,,Bridges,M. Bridges,,,,,,,32.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
