actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,shotActionNumber,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
94,PT05M49.00S,2021-12-18T03:29:32.2Z,1,REGULAR,3pt,Jump Shot,[],1630183,6.258212877792378,95.83333333333334,1610612750,17,8,2021-12-18T03:35:50Z,930000,-229.0,6.0,1,left,J. McDaniels 3PT  (3 PTS) (M. Beasley 1 AST),"[1630183, 1627736]",1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,,,,22.93,Made,,3.0,M. Beasley,1627736.0,1.0,,,,,,,,,,
96,PT05M36.00S,2021-12-18T03:29:44.9Z,1,REGULAR,3pt,Jump Shot,[],1630602,95.0886990801577,3.6764705882352944,1610612747,17,8,2021-12-18T03:29:54Z,950000,-232.0,-6.0,1,right,MISS C. Brown Jr. 3PT,[1630602],1610612747.0,LAL,,,,Brown Jr.,C. Brown Jr.,,,,,,,,23.17,Missed,,,,,,,,,,,,,,,
97,PT05M32.00S,2021-12-18T03:29:48.9Z,1,REGULAR,rebound,defensive,[],1629020,,,1610612750,17,8,2021-12-18T03:29:54Z,960000,,,0,,J. Vanderbilt REBOUND (Off:2 Def:4),[1629020],1610612750.0,MIN,,,,Vanderbilt,J. Vanderbilt,,,,,,,,,,96.0,,,,,6.0,4.0,2.0,,,,,,,
98,PT05M24.00S,2021-12-18T03:29:56.6Z,1,REGULAR,3pt,Jump Shot,[],1627736,31.61957950065703,23.03921568627451,1610612750,17,8,2021-12-18T03:30:02Z,970000,135.0,245.0,1,left,MISS M. Beasley 27' 3PT,[1627736],1610612750.0,MIN,,,,Beasley,M. Beasley,,,,,,,,27.94,Missed,,,,,,,,,,,,,,,
99,PT05M21.00S,2021-12-18T03:29:59.6Z,1,REGULAR,rebound,defensive,[],2544,,,1610612747,17,8,2021-12-18T03:30:02Z,980000,,,0,,L. James REBOUND (Off:1 Def:2),[2544],1610612747.0,LAL,,,,James,L. James,,,,,,,,,,98.0,,,,,3.0,2.0,1.0,,,,,,,
100,PT05M18.00S,2021-12-18T03:30:03.6Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1630602,94.30026281208936,48.28431372549019,1610612747,17,8,2021-12-18T03:35:08Z,990000,-9.0,1.0,1,right,MISS C. Brown Jr. running Layup - blocked,"[1630602, 1626157]",1610612747.0,LAL,running,,,Brown Jr.,C. Brown Jr.,,,,,,,,0.87,Missed,,,,,,,,,,,,,,Towns,1626157.0
101,PT05M18.00S,2021-12-18T03:30:03.6Z,1,REGULAR,block,,[],1626157,,,1610612747,17,8,2021-12-18T03:30:05Z,1000000,,,0,,K. Towns BLOCK (1 BLK),[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,,,,,,,,,,,,,,,,,,,,
102,PT05M15.00S,2021-12-18T03:30:06.6Z,1,REGULAR,rebound,defensive,[],201976,,,1610612750,17,8,2021-12-18T03:30:09Z,1010000,,,0,,P. Beverley REBOUND (Off:0 Def:2),[201976],1610612750.0,MIN,,,,Beverley,P. Beverley,,,,,,,,,,100.0,,,,,2.0,2.0,0.0,,,,,,,
103,PT05M12.00S,2021-12-18T03:30:09.5Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],201976,28.33442838370565,24.264705882352942,1610612750,17,8,2021-12-18T03:35:37Z,1020000,129.0,214.0,1,left,MISS P. Beverley 24' running pullup 3PT,[201976],1610612750.0,MIN,running pullup,,,Beverley,P. Beverley,,,,,,,,24.95,Missed,,,,,,,,,,,,,,,
104,PT05M06.00S,2021-12-18T03:30:15.5Z,1,REGULAR,rebound,defensive,[],200765,,,1610612747,17,8,2021-12-18T03:30:21Z,1030000,,,0,,R. Rondo REBOUND (Off:0 Def:1),[200765],1610612747.0,LAL,,,,Rondo,R. Rondo,,,,,,,,,,103.0,,,,,1.0,1.0,0.0,,,,,,,
105,PT04M59.00S,2021-12-18T03:30:21.8Z,1,REGULAR,3pt,Jump Shot,[],201961,76.2976346911958,85.5392156862745,1610612747,17,8,2021-12-18T03:36:22Z,1040000,178.0,170.0,1,right,MISS W. Ellington 24' pullup 3PT,[201961],1610612747.0,LAL,pullup,,,Ellington,W. Ellington,,,,,,,,24.61,Missed,,,,,,,,,,,,,,,
106,PT04M55.00S,2021-12-18T03:30:25.8Z,1,REGULAR,rebound,defensive,[],1629020,,,1610612750,17,8,2021-12-18T03:30:34Z,1050000,,,0,,J. Vanderbilt REBOUND (Off:2 Def:5),[1629020],1610612750.0,MIN,,,,Vanderbilt,J. Vanderbilt,,,,,,,,,,105.0,,,,,7.0,5.0,2.0,,,,,,,
107,PT04M51.00S,2021-12-18T03:30:29.3Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1630183,10.463206307490145,47.794117647058826,1610612750,17,8,2021-12-18T03:30:45Z,1060000,11.0,46.0,1,left,MISS J. McDaniels Layup - blocked,"[1630183, 2544]",1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,,,,4.72,Missed,,,,,,,,,,,,,,James,2544.0
109,PT04M51.00S,2021-12-18T03:30:29.3Z,1,REGULAR,block,,[],2544,,,1610612750,17,8,2021-12-18T03:30:44Z,1065000,,,0,,L. James BLOCK (1 BLK),[2544],1610612747.0,LAL,,,,James,L. James,,,,,,,,,,,,,,,,,,,,,,,,
108,PT04M49.00S,2021-12-18T03:30:31.3Z,1,REGULAR,rebound,offensive,[],1630183,,,1610612750,17,8,2021-12-18T03:30:44Z,1070000,,,0,,J. McDaniels REBOUND (Off:1 Def:0),[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,,,,,,107.0,,,,,1.0,0.0,1.0,,,,,,,
112,PT04M44.00S,2021-12-18T03:30:45.9Z,1,REGULAR,foul,personal,[],203076,,,1610612750,17,8,2021-12-18T03:32:10Z,1075000,,,0,,A. Davis personal FOUL (1 PF),"[203076, 1626157]",1610612747.0,LAL,,,,Davis,A. Davis,,,,,,,,,,,,,,,,,,101284.0,1.0,0.0,Towns,1626157.0,,
110,PT04M44.00S,2021-12-18T03:30:53.5Z,1,REGULAR,substitution,out,[],201961,,,1610612750,17,8,2021-12-18T03:30:57Z,1080000,,,0,,SUB out: W. Ellington,[201961],1610612747.0,LAL,,,,Ellington,W. Ellington,,,,,,,,,,,,,,,,,,,,,,,,
111,PT04M44.00S,2021-12-18T03:30:53.5Z,1,REGULAR,substitution,in,[],2546,,,1610612750,17,8,2021-12-18T03:30:57Z,1090000,,,0,,SUB in: C. Anthony,[2546],1610612747.0,LAL,,,,Anthony,C. Anthony,,,,,,,,,,,,,,,,,,,,,,,,
114,PT04M39.00S,2021-12-18T03:31:10.1Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1626157,21.895532194480946,8.57843137254902,1610612750,17,8,2021-12-18T03:31:17Z,1120000,207.0,153.0,1,left,MISS K. Towns 25' 3PT,[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,,,,25.77,Missed,,,,,,,,,,,,,,,
115,PT04M37.00S,2021-12-18T03:31:12.1Z,1,REGULAR,rebound,offensive,[],1629020,,,1610612750,17,8,2021-12-18T03:31:17Z,1130000,,,0,,J. Vanderbilt REBOUND (Off:3 Def:5),[1629020],1610612750.0,MIN,,,,Vanderbilt,J. Vanderbilt,,,,,,,,,,114.0,,,,,8.0,5.0,3.0,,,,,,,
116,PT04M34.00S,2021-12-18T03:31:15.7Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1627736,11.251642575558476,5.392156862745098,1610612750,17,8,2021-12-18T03:31:22Z,1140000,223.0,53.0,1,left,MISS M. Beasley 3PT,[1627736],1610612750.0,MIN,,,,Beasley,M. Beasley,,,,,,,,22.93,Missed,,,,,,,,,,,,,,,
117,PT04M30.00S,2021-12-18T03:31:19.7Z,1,REGULAR,rebound,defensive,[],2546,,,1610612747,17,8,2021-12-18T03:31:22Z,1150000,,,0,,C. Anthony REBOUND (Off:0 Def:1),[2546],1610612747.0,LAL,,,,Anthony,C. Anthony,,,,,,,,,,116.0,,,,,1.0,1.0,0.0,,,,,,,
118,PT04M22.00S,2021-12-18T03:31:27.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203076,94.03745072273325,49.754901960784316,1610612747,17,10,2021-12-18T03:31:32Z,1160000,-1.0,4.0,1,right,A. Davis alley-oop Layup (6 PTS) (R. Rondo 1 AST),"[203076, 200765]",1610612747.0,LAL,alley-oop,,,Davis,A. Davis,,,,,,,,0.37,Made,,6.0,R. Rondo,200765.0,1.0,,,,,,,,,,
120,PT03M59.00S,2021-12-18T03:31:50.0Z,1,REGULAR,3pt,Jump Shot,[],201976,35.8245729303548,49.754901960784316,1610612750,17,10,2021-12-18T03:31:55Z,1180000,1.0,284.0,1,left,MISS P. Beverley 28' 3PT,[201976],1610612750.0,MIN,,,,Beverley,P. Beverley,,,,,,,,28.43,Missed,,,,,,,,,,,,,,,
121,PT03M57.00S,2021-12-18T03:31:52.0Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612747,17,10,2021-12-18T03:31:55Z,1190000,,,0,,TEAM defensive REBOUND,[],1610612747.0,LAL,,,,,,,,,,,,,,,120.0,,,,,,,,,,,,,,
123,PT03M57.00S,2021-12-18T03:32:06.4Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612747,17,10,2021-12-18T03:32:06Z,1210000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,PT03M57.00S,2021-12-18T03:32:07.4Z,1,REGULAR,substitution,out,[],2544,,,1610612747,17,10,2021-12-18T03:32:22Z,1230000,,,0,,SUB out: L. James,[2544],1610612747.0,LAL,,,,James,L. James,,,,,,,,,,,,,,,,,,,,,,,,
126,PT03M57.00S,2021-12-18T03:32:07.4Z,1,REGULAR,substitution,in,[],1629006,,,1610612747,17,10,2021-12-18T03:32:22Z,1240000,,,0,,SUB in: J. Okogie,[1629006],1610612750.0,MIN,,,,Okogie,J. Okogie,,,,,,,,,,,,,,,,,,,,,,,,
127,PT03M57.00S,2021-12-18T03:32:07.4Z,1,REGULAR,substitution,in,[],201566,,,1610612747,17,10,2021-12-18T03:32:22Z,1250000,,,0,,SUB in: R. Westbrook,[201566],1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,,,,,,,,,,,,,,,,,,,,
139,PT03M57.00S,2021-12-18T03:32:07.4Z,1,REGULAR,substitution,out,[],1629020,,,1610612747,17,10,2021-12-18T03:33:26Z,1255000,,,0,,SUB out: J. Vanderbilt,[1629020],1610612750.0,MIN,,,,Vanderbilt,J. Vanderbilt,,,,,,,,,,,,,,,,,,,,,,,,
128,PT03M41.00S,2021-12-18T03:32:28.9Z,1,REGULAR,3pt,Jump Shot,[],2546,67.49342969776609,49.50980392156863,1610612747,17,10,2021-12-18T03:32:35Z,1260000,-2.0,253.0,1,right,MISS C. Anthony 25' 3PT,[2546],1610612747.0,LAL,,,,Anthony,C. Anthony,,,,,,,,25.31,Missed,,,,,,,,,,,,,,,
129,PT03M37.00S,2021-12-18T03:32:32.9Z,1,REGULAR,rebound,defensive,[],1627736,,,1610612750,17,10,2021-12-18T03:32:35Z,1270000,,,0,,M. Beasley REBOUND (Off:0 Def:1),[1627736],1610612750.0,MIN,,,,Beasley,M. Beasley,,,,,,,,,,128.0,,,,,1.0,1.0,0.0,,,,,,,
130,PT03M27.00S,2021-12-18T03:32:42.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1626157,10.200394218134035,45.83333333333333,1610612750,17,10,2021-12-18T03:32:47Z,1280000,21.0,43.0,1,left,MISS K. Towns Layup - blocked,"[1626157, 2546]",1610612750.0,MIN,,,,Towns,K. Towns,,,,,,,,4.81,Missed,,,,,,,,,,,,,,Anthony,2546.0
131,PT03M27.00S,2021-12-18T03:32:42.1Z,1,REGULAR,block,,[],2546,,,1610612750,17,10,2021-12-18T03:32:44Z,1290000,,,0,,C. Anthony BLOCK (1 BLK),[2546],1610612747.0,LAL,,,,Anthony,C. Anthony,,,,,,,,,,,,,,,,,,,,,,,,
132,PT03M24.00S,2021-12-18T03:32:45.1Z,1,REGULAR,rebound,defensive,[],200765,,,1610612747,17,10,2021-12-18T03:32:47Z,1300000,,,0,,R. Rondo REBOUND (Off:0 Def:2),[200765],1610612747.0,LAL,,,,Rondo,R. Rondo,,,,,,,,,,130.0,,,,,2.0,2.0,0.0,,,,,,,
133,PT03M23.00S,2021-12-18T03:32:45.8Z,1,REGULAR,turnover,lost ball,[],203076,,,1610612747,17,10,2021-12-18T03:32:52Z,1310000,,,0,,A. Davis lost ball TURNOVER (2 TO),"[203076, 201976]",1610612747.0,LAL,,,,Davis,A. Davis,,,,,2.0,Beverley,201976.0,,,,,,,,,,,,,,,,,
134,PT03M23.00S,2021-12-18T03:32:45.8Z,1,REGULAR,steal,,[],201976,,,1610612750,17,10,2021-12-18T04:11:53Z,1320000,,,0,,P. Beverley STEAL (1 STL),[201976],1610612750.0,MIN,,,,Beverley,P. Beverley,,,,,,,,,,,,,,,,,,,,,,,,
135,PT03M20.00S,2021-12-18T03:32:49.1Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1627736,5.732588699080158,49.26470588235294,1610612750,19,10,2021-12-18T03:33:03Z,1330000,4.0,1.0,1,left,M. Beasley cutting DUNK (2 PTS) (P. Beverley 1 AST),"[1627736, 201976]",1610612750.0,MIN,cutting,,,Beasley,M. Beasley,,,,,,,,0.4,Made,,2.0,P. Beverley,201976.0,1.0,,,,,,,,,,
137,PT02M59.00S,2021-12-18T03:33:09.4Z,1,REGULAR,3pt,Jump Shot,[],1630602,77.61169513797634,85.5392156862745,1610612747,19,10,2021-12-18T03:33:16Z,1350000,178.0,158.0,1,right,MISS C. Brown Jr. 3PT,[1630602],1610612747.0,LAL,,,,Brown Jr.,C. Brown Jr.,,,,,,,,23.78,Missed,,,,,,,,,,,,,,,
138,PT02M55.00S,2021-12-18T03:33:13.4Z,1,REGULAR,rebound,defensive,[],1629006,,,1610612750,19,10,2021-12-18T03:33:16Z,1360000,,,0,,J. Okogie REBOUND (Off:0 Def:1),[1629006],1610612750.0,MIN,,,,Okogie,J. Okogie,,,,,,,,,,137.0,,,,,1.0,1.0,0.0,,,,,,,
140,PT02M42.00S,2021-12-18T03:33:27.1Z,1,REGULAR,3pt,Jump Shot,[],1629006,24.655059132720105,11.27450980392157,1610612750,19,10,2021-12-18T03:33:32Z,1370000,194.0,179.0,1,left,MISS J. Okogie 26' 3PT,[1629006],1610612750.0,MIN,,,,Okogie,J. Okogie,,,,,,,,26.39,Missed,,,,,,,,,,,,,,,
141,PT02M40.00S,2021-12-18T03:33:28.9Z,1,REGULAR,rebound,offensive,[],201976,,,1610612750,19,10,2021-12-18T03:33:28Z,1380000,,,0,,P. Beverley REBOUND (Off:1 Def:2),[201976],1610612750.0,MIN,,,,Beverley,P. Beverley,,,,,,,,,,140.0,,,,,3.0,2.0,1.0,,,,,,,
142,PT02M39.00S,2021-12-18T03:33:30.3Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1630183,24.655059132720105,11.519607843137255,1610612750,19,10,2021-12-18T03:33:35Z,1390000,192.0,179.0,1,left,MISS J. McDaniels 26' 3PT,[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,,,,26.3,Missed,,,,,,,,,,,,,,,
143,PT02M39.00S,2021-12-18T03:33:30.3Z,1,REGULAR,rebound,defensive,[],200765,,,1610612747,19,10,2021-12-18T03:33:35Z,1400000,,,0,,R. Rondo REBOUND (Off:0 Def:3),[200765],1610612747.0,LAL,,,,Rondo,R. Rondo,,,,,,,,,,142.0,,,,,3.0,3.0,0.0,,,,,,,
144,PT02M33.00S,2021-12-18T03:33:38.1Z,1,REGULAR,foul,personal,['2freethrow'],1629006,,,1610612747,19,10,2021-12-18T03:37:15Z,1410000,,,0,,J. Okogie shooting personal FOUL (1 PF) (Westbrook 2 FT),"[1629006, 201566]",1610612750.0,MIN,shooting,,,Okogie,J. Okogie,,,,,,,,,,,,,,,,,,101284.0,1.0,0.0,Westbrook,201566.0,,
146,PT02M33.00S,2021-12-18T03:33:51.3Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612747,19,10,2021-12-18T03:33:51Z,1430000,,,0,,MIN Timeout,[],1610612750.0,MIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,PT02M33.00S,2021-12-18T03:36:14.4Z,1,REGULAR,substitution,out,[],1627736,,,1610612747,19,10,2021-12-18T03:36:51Z,1440000,,,0,,SUB out: M. Beasley,[1627736],1610612750.0,MIN,,,,Beasley,M. Beasley,,,,,,,,,,,,,,,,,,,,,,,,
148,PT02M33.00S,2021-12-18T03:36:14.4Z,1,REGULAR,substitution,out,[],201976,,,1610612747,19,10,2021-12-18T03:36:51Z,1450000,,,0,,SUB out: P. Beverley,[201976],1610612750.0,MIN,,,,Beverley,P. Beverley,,,,,,,,,,,,,,,,,,,,,,,,
149,PT02M33.00S,2021-12-18T03:36:14.4Z,1,REGULAR,substitution,out,[],1626157,,,1610612747,19,10,2021-12-18T03:36:51Z,1460000,,,0,,SUB out: K. Towns,[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,,,,,,,,,,,,,,,,,,,,
150,PT02M33.00S,2021-12-18T03:36:14.4Z,1,REGULAR,substitution,in,[],1626156,,,1610612747,19,10,2021-12-18T03:36:51Z,1470000,,,0,,SUB in: D. Russell,[1626156],1610612750.0,MIN,,,,Russell,D. Russell,,,,,,,,,,,,,,,,,,,,,,,,
151,PT02M33.00S,2021-12-18T03:36:14.4Z,1,REGULAR,substitution,in,[],1629669,,,1610612747,19,10,2021-12-18T03:36:51Z,1480000,,,0,,SUB in: J. Nowell,[1629669],1610612750.0,MIN,,,,Nowell,J. Nowell,,,,,,,,,,,,,,,,,,,,,,,,
152,PT02M33.00S,2021-12-18T03:36:14.4Z,1,REGULAR,substitution,in,[],1629675,,,1610612747,19,10,2021-12-18T03:36:51Z,1490000,,,0,,SUB in: N. Reid,[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,,,,,,,,,,,,,,,,,,,,
153,PT02M33.00S,2021-12-18T03:37:24.9Z,1,REGULAR,freethrow,1 of 2,[],201566,,,1610612747,19,11,2021-12-18T03:37:44Z,1500000,,,0,,R. Westbrook Free Throw 1 of 2 (2 PTS),[201566],1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,,,,,Made,,2.0,,,,,,,,,,,,,
154,PT02M33.00S,2021-12-18T03:37:24.9Z,1,REGULAR,freethrow,2 of 2,[],201566,,,1610612747,19,11,2021-12-18T03:37:44Z,1510000,,,0,,MISS R. Westbrook Free Throw 2 of 2,[201566],1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,,,,,Missed,,,,,,,,,,,,,,,
155,PT02M30.00S,2021-12-18T03:37:27.9Z,1,REGULAR,rebound,defensive,[],1630183,,,1610612750,19,11,2021-12-18T03:37:44Z,1520000,,,0,,J. McDaniels REBOUND (Off:1 Def:1),[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,,,,,,154.0,,,,,2.0,1.0,1.0,,,,,,,
156,PT02M09.00S,2021-12-18T03:38:03.7Z,1,REGULAR,3pt,Jump Shot,[],1629675,16.245072273324574,95.34313725490196,1610612750,19,11,2021-12-18T03:38:18Z,1530000,-227.0,100.0,1,left,MISS N. Reid 24' step back 3PT,[1629675],1610612750.0,MIN,step back,,,Reid,N. Reid,,,,,,,,24.79,Missed,,,,,,,,,,,,,,,
157,PT02M06.00S,2021-12-18T03:38:06.7Z,1,REGULAR,rebound,defensive,[],200765,,,1610612747,19,11,2021-12-18T03:38:18Z,1540000,,,0,,R. Rondo REBOUND (Off:0 Def:4),[200765],1610612747.0,LAL,,,,Rondo,R. Rondo,,,,,,,,,,156.0,,,,,4.0,4.0,0.0,,,,,,,
158,PT01M54.00S,2021-12-18T03:38:18.2Z,1,REGULAR,turnover,bad pass,[],200765,,,1610612747,19,11,2021-12-18T03:39:49Z,1550000,,,0,,R. Rondo bad pass TURNOVER (1 TO),"[200765, 1629669]",1610612747.0,LAL,,,,Rondo,R. Rondo,,,,,1.0,Nowell,1629669.0,,,,,,,,,,,,,,,,,
159,PT01M54.00S,2021-12-18T03:38:18.2Z,1,REGULAR,steal,,[],1629669,,,1610612750,19,11,2021-12-18T04:11:25Z,1560000,,,0,,J. Nowell STEAL (1 STL),[1629669],1610612750.0,MIN,,,,Nowell,J. Nowell,,,,,,,,,,,,,,,,,,,,,,,,
160,PT01M47.00S,2021-12-18T03:38:29.4Z,1,REGULAR,turnover,traveling,[],1630183,,,1610612750,19,11,2021-12-18T03:38:40Z,1570000,,,0,,J. McDaniels traveling TURNOVER (1 TO),[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,1.0,,,,,,,,,,,,,101284.0,,,,,,
161,PT01M33.00S,2021-12-18T03:38:59.9Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629006,,,1610612747,19,11,2021-12-18T03:39:17Z,1580000,,,0,,J. Okogie personal FOUL (2 PF) (Westbrook 2 FT),"[1629006, 201566]",1610612750.0,MIN,,,,Okogie,J. Okogie,,,,,,,,,,,,,,,,,,203592.0,2.0,0.0,Westbrook,201566.0,,
163,PT01M33.00S,2021-12-18T03:39:25.1Z,1,REGULAR,freethrow,1 of 2,['fromturnover'],201566,,,1610612747,19,11,2021-12-18T03:39:25Z,1600000,,,0,,MISS R. Westbrook Free Throw 1 of 2,[201566],1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,,,,,Missed,,,,,,,,,,,,,,,
164,PT01M33.00S,2021-12-18T03:39:25.1Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612747,19,11,2021-12-18T03:39:25Z,1610000,,,0,,TEAM offensive REBOUND,[],1610612747.0,LAL,,,,,,,,,,,,,,,163.0,,,,,,,,,,,,,,
165,PT01M33.00S,2021-12-18T03:39:42.5Z,1,REGULAR,freethrow,2 of 2,['fromturnover'],201566,,,1610612747,19,12,2021-12-18T03:39:42Z,1620000,,,0,,R. Westbrook Free Throw 2 of 2 (3 PTS),[201566],1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,,,,,Made,,3.0,,,,,,,,,,,,,
166,PT01M16.00S,2021-12-18T03:40:03.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629675,13.748357424441524,57.35294117647059,1610612750,19,12,2021-12-18T03:40:12Z,1630000,-37.0,77.0,1,left,MISS N. Reid 8' Layup - blocked,"[1629675, 201566]",1610612750.0,MIN,,,,Reid,N. Reid,,,,,,,,8.51,Missed,,,,,,,,,,,,,,Westbrook,201566.0
167,PT01M16.00S,2021-12-18T03:40:03.0Z,1,REGULAR,block,,[],201566,,,1610612750,19,12,2021-12-18T03:40:06Z,1640000,,,0,,R. Westbrook BLOCK (1 BLK),[201566],1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,,,,,,,,,,,,,,,,,,,,
168,PT01M16.00S,2021-12-18T03:40:03.0Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612747,19,12,2021-12-18T03:40:12Z,1650000,,,0,,TEAM defensive REBOUND,[],1610612747.0,LAL,,,,,,,,,,,,,,,166.0,,,,,,,,,,,,,,
169,PT01M16.00S,2021-12-18T03:40:10.2Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612747,19,12,2021-12-18T03:40:10Z,1660000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170,PT01M02.00S,2021-12-18T03:40:24.2Z,1,REGULAR,turnover,out-of-bounds,[],203076,,,1610612747,19,12,2021-12-18T03:40:34Z,1670000,,,0,,A. Davis bad pass out-of-bounds TURNOVER (3 TO),[203076],1610612747.0,LAL,bad pass,,,Davis,A. Davis,,,,,3.0,,,,,,,,,,,,,1627964.0,,,,,,
171,PT01M02.00S,2021-12-18T03:40:30.5Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612750,19,12,2021-12-18T03:40:30Z,1680000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172,PT00M57.30S,2021-12-18T03:40:38.7Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",201566,,,1610612750,19,12,2021-12-18T03:42:22Z,1690000,,,0,,R. Westbrook shooting personal FOUL (1 PF) (Okogie 2 FT),"[201566, 1629006]",1610612747.0,LAL,shooting,,,Westbrook,R. Westbrook,,,,,,,,,,,,,,,,,,101284.0,1.0,0.0,Okogie,1629006.0,,
174,PT00M57.30S,2021-12-18T03:41:05.0Z,1,REGULAR,timeout,full,['team'],0,,,1610612750,19,12,2021-12-18T03:41:05Z,1710000,,,0,,LAL Timeout,[],1610612747.0,LAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175,PT00M57.30S,2021-12-18T03:41:54.9Z,1,REGULAR,substitution,out,[],203076,,,1610612750,19,12,2021-12-18T03:42:20Z,1720000,,,0,,SUB out: A. Davis,[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,,,,,,,,,,,,,,,,,,,,
176,PT00M57.30S,2021-12-18T03:41:54.9Z,1,REGULAR,substitution,in,[],2544,,,1610612750,19,12,2021-12-18T03:42:20Z,1730000,,,0,,SUB in: L. James,[2544],1610612747.0,LAL,,,,James,L. James,,,,,,,,,,,,,,,,,,,,,,,,
177,PT00M57.30S,2021-12-18T03:42:41.5Z,1,REGULAR,freethrow,1 of 2,"['fromturnover', 'fastbreak']",1629006,,,1610612750,20,12,2021-12-18T03:42:41Z,1740000,,,0,,J. Okogie Free Throw 1 of 2 (1 PTS),[1629006],1610612750.0,MIN,,,,Okogie,J. Okogie,,,,,,,,,Made,,1.0,,,,,,,,,,,,,
178,PT00M57.30S,2021-12-18T03:42:59.0Z,1,REGULAR,freethrow,2 of 2,"['fastbreak', 'fromturnover']",1629006,,,1610612750,21,12,2021-12-18T03:42:59Z,1750000,,,0,,J. Okogie Free Throw 2 of 2 (2 PTS),[1629006],1610612750.0,MIN,,,,Okogie,J. Okogie,,,,,,,,,Made,,2.0,,,,,,,,,,,,,
179,PT00M51.30S,2021-12-18T03:43:06.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],201566,95.3515111695138,50.0,1610612747,21,14,2021-12-18T03:43:16Z,1760000,0.0,-9.0,1,right,R. Westbrook running Layup (5 PTS),[201566],1610612747.0,LAL,running,,,Westbrook,R. Westbrook,,,,,,,,0.88,Made,,5.0,,,,,,,,,,,,,
180,PT00M36.70S,2021-12-18T03:43:23.4Z,1,REGULAR,3pt,Jump Shot,[],1626156,31.35676741130092,56.86274509803921,1610612750,21,14,2021-12-18T03:43:29Z,1770000,-34.0,242.0,1,left,MISS D. Russell 24' 3PT,[1626156],1610612750.0,MIN,,,,Russell,D. Russell,,,,,,,,24.47,Missed,,,,,,,,,,,,,,,
