actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,value
33,PT09M07.00S,2022-01-17T01:13:37.7Z,1,REGULAR,3pt,Jump Shot,[],1629673,74.19513797634691,16.42156862745098,1610612744,4,2,2022-01-17T01:13:42Z,330000,-168.0,190.0,1,right,MISS J. Poole 25' 3PT,[1629673],1610612744.0,GSW,,,,Poole,J. Poole,,,,,25.36,Missed,,,,,,,,,,,,,,,,,,,
34,PT09M03.00S,2022-01-17T01:13:41.7Z,1,REGULAR,rebound,offensive,[],1626172,,,1610612744,4,2,2022-01-17T01:13:42Z,340000,,,0,,K. Looney REBOUND (Off:1 Def:2),[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,33.0,3.0,2.0,1.0,,,,,,,,,,,,,,,
35,PT09M01.00S,2022-01-17T01:13:44.2Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],203952,66.96780551905388,53.431372549019606,1610612744,4,2,2022-01-17T01:13:49Z,350000,17.0,258.0,1,right,MISS A. Wiggins 25' 3PT,[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,25.86,Missed,,,,,,,,,,,,,,,,,,,
36,PT08M57.00S,2022-01-17T01:13:48.2Z,1,REGULAR,rebound,defensive,[],201976,,,1610612750,4,2,2022-01-17T01:13:49Z,360000,,,0,,P. Beverley REBOUND (Off:0 Def:1),[201976],1610612750.0,MIN,,,,Beverley,P. Beverley,,,,,,,35.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
37,PT08M52.00S,2022-01-17T01:13:53.6Z,1,REGULAR,turnover,bad pass,[],1626156,,,1610612750,4,2,2022-01-17T01:13:57Z,370000,,,0,,D. Russell bad pass TURNOVER (1 TO),"[1626156, 202691]",1610612750.0,MIN,,,,Russell,D. Russell,,,,,,,,,,,,,,,1.0,Thompson,202691.0,,,,,,,,
38,PT08M52.00S,2022-01-17T01:13:53.6Z,1,REGULAR,steal,,[],202691,,,1610612744,4,2,2022-01-17T01:13:55Z,380000,,,0,,K. Thompson STEAL (1 STL),[202691],1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,
39,PT08M39.00S,2022-01-17T01:14:08.6Z,1,REGULAR,foul,personal,['2freethrow'],1626157,,,1610612744,4,2,2022-01-17T01:14:18Z,390000,,,0,,K. Towns shooting personal FOUL (1 PF) (Wiggins 2 FT),"[1626157, 203952]",1610612750.0,MIN,shooting,,,Towns,K. Towns,,,,,,,,,,,,,,,,,,,,1162.0,1.0,0.0,Wiggins,203952.0,
41,PT08M39.00S,2022-01-17T01:14:35.8Z,1,REGULAR,freethrow,1 of 2,['fromturnover'],203952,,,1610612744,4,2,2022-01-17T01:14:35Z,410000,,,0,,MISS A. Wiggins Free Throw 1 of 2,[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,,Missed,,,,,,,,,,,,,,,,,,,
42,PT08M39.00S,2022-01-17T01:14:35.8Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612744,4,2,2022-01-17T01:14:35Z,420000,,,0,,TEAM offensive REBOUND,[],1610612744.0,GSW,,,,,,,,,,,,41.0,,,,,,,,,,,,,,,,,,
43,PT08M39.00S,2022-01-17T01:14:50.4Z,1,REGULAR,freethrow,2 of 2,['fromturnover'],203952,,,1610612744,4,3,2022-01-17T01:14:50Z,430000,,,0,,A. Wiggins Free Throw 2 of 2 (1 PTS),[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,,Made,,,,,1.0,,,,,,,,,,,,,,
44,PT08M19.00S,2022-01-17T01:15:12.4Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1626157,9.067017082785808,36.420036764705884,1610612750,4,3,2022-01-17T01:16:37Z,440000,68.0,33.0,1,left,MISS K. Towns 7' driving Hook,[1626157],1610612750.0,MIN,driving,,,Towns,K. Towns,,,,,7.54,Missed,,,,,,,,,,,,,,,,,,,
45,PT08M16.00S,2022-01-17T01:15:15.4Z,1,REGULAR,rebound,defensive,[],1626172,,,1610612744,4,3,2022-01-17T01:15:20Z,450000,,,0,,K. Looney REBOUND (Off:1 Def:3),[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,44.0,4.0,3.0,1.0,,,,,,,,,,,,,,,
46,PT08M01.00S,2022-01-17T01:15:30.5Z,1,REGULAR,3pt,Jump Shot,[],203490,68.54467805519053,62.5,1610612744,4,6,2022-01-17T01:15:37Z,460000,62.0,243.0,1,right,O. Porter Jr. 25' 3PT  (3 PTS) (A. Wiggins 1 AST),"[203490, 203952]",1610612744.0,GSW,,,,Porter Jr.,O. Porter Jr.,,,,,25.11,Made,,,,,3.0,A. Wiggins,203952.0,1.0,,,,,,,,,,,
48,PT07M42.00S,2022-01-17T01:15:49.2Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1626157,13.354139290407357,41.42156862745098,1610612750,6,6,2022-01-17T01:15:53Z,480000,43.0,73.0,1,left,K. Towns 8' turnaround Hook (2 PTS),[1626157],1610612750.0,MIN,turnaround,,,Towns,K. Towns,,,,,8.47,Made,,,,,2.0,,,,,,,,,,,,,,
49,PT07M21.00S,2022-01-17T01:16:13.8Z,1,REGULAR,foul,personal,['2freethrow'],1629020,,,1610612744,6,6,2022-01-17T01:16:20Z,490000,,,0,,J. Vanderbilt shooting personal FOUL (1 PF) (Wiggins 2 FT),"[1629020, 203952]",1610612750.0,MIN,shooting,,,Vanderbilt,J. Vanderbilt,,,,,,,,,,,,,,,,,,,,1162.0,1.0,0.0,Wiggins,203952.0,
51,PT07M21.00S,2022-01-17T01:16:44.5Z,1,REGULAR,freethrow,1 of 2,[],203952,,,1610612744,6,6,2022-01-17T01:16:44Z,510000,,,0,,MISS A. Wiggins Free Throw 1 of 2,[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,,Missed,,,,,,,,,,,,,,,,,,,
52,PT07M21.00S,2022-01-17T01:16:44.5Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612744,6,6,2022-01-17T01:16:44Z,520000,,,0,,TEAM offensive REBOUND,[],1610612744.0,GSW,,,,,,,,,,,,51.0,,,,,,,,,,,,,,,,,,
53,PT07M21.00S,2022-01-17T01:17:00.5Z,1,REGULAR,freethrow,2 of 2,[],203952,,,1610612744,6,7,2022-01-17T01:17:00Z,530000,,,0,,A. Wiggins Free Throw 2 of 2 (2 PTS),[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,,Made,,,,,2.0,,,,,,,,,,,,,,
54,PT07M10.00S,2022-01-17T01:17:18.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630162,6.521024967148489,54.166666666666664,1610612750,6,7,2022-01-17T01:17:24Z,540000,-21.0,9.0,1,left,MISS A. Edwards driving finger roll Layup,[1630162],1610612750.0,MIN,driving finger roll,,,Edwards,A. Edwards,,,,,2.26,Missed,,,,,,,,,,,,,,,,,,,
55,PT07M08.00S,2022-01-17T01:17:20.1Z,1,REGULAR,rebound,defensive,[],1626172,,,1610612744,6,7,2022-01-17T01:17:24Z,550000,,,0,,K. Looney REBOUND (Off:1 Def:4),[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,54.0,5.0,4.0,1.0,,,,,,,,,,,,,,,
56,PT06M57.00S,2022-01-17T01:17:30.8Z,1,REGULAR,3pt,Jump Shot,[],1629673,64.86530880420499,45.34313725490196,1610612744,6,10,2022-01-17T01:17:36Z,560000,-23.0,278.0,1,right,J. Poole 27' 3PT  (3 PTS) (K. Looney 1 AST),"[1629673, 1626172]",1610612744.0,GSW,,,,Poole,J. Poole,,,,,27.88,Made,,,,,3.0,K. Looney,1626172.0,1.0,,,,,,,,,,,
58,PT06M43.00S,2022-01-17T01:17:44.9Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],201976,12.565703022339028,46.81372549019608,1610612750,8,10,2022-01-17T01:17:49Z,580000,16.0,66.0,1,left,P. Beverley 6' turnaround Hook (2 PTS),[201976],1610612750.0,MIN,turnaround,,,Beverley,P. Beverley,,,,,6.75,Made,,,,,2.0,,,,,,,,,,,,,,
59,PT06M36.00S,2022-01-17T01:17:51.7Z,1,REGULAR,3pt,Jump Shot,[],202691,71.04139290407359,70.83333333333334,1610612744,8,10,2022-01-17T01:17:59Z,590000,104.0,220.0,1,right,MISS K. Thompson 24' step back 3PT,[202691],1610612744.0,GSW,step back,,,Thompson,K. Thompson,,,,,24.32,Missed,,,,,,,,,,,,,,,,,,,
60,PT06M33.00S,2022-01-17T01:17:54.7Z,1,REGULAR,rebound,defensive,[],1629020,,,1610612750,8,10,2022-01-17T01:17:59Z,600000,,,0,,J. Vanderbilt REBOUND (Off:0 Def:1),[1629020],1610612750.0,MIN,,,,Vanderbilt,J. Vanderbilt,,,,,,,59.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
61,PT06M27.00S,2022-01-17T01:18:01.2Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1629020,5.995400788436268,49.754901960784316,1610612750,10,10,2022-01-17T01:18:05Z,610000,1.0,4.0,1,left,J. Vanderbilt cutting DUNK (6 PTS) (D. Russell 2 AST),"[1629020, 1626156]",1610612750.0,MIN,cutting,,,Vanderbilt,J. Vanderbilt,,,,,0.41,Made,,,,,6.0,D. Russell,1626156.0,2.0,,,,,,,,,,,
63,PT06M20.00S,2022-01-17T01:18:11.7Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612744,10,10,2022-01-17T01:18:11Z,630000,,,0,,GSW Timeout,[],1610612744.0,GSW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,PT06M20.00S,2022-01-17T01:20:25.7Z,1,REGULAR,substitution,out,[],1626156,,,1610612744,10,10,2022-01-17T01:21:02Z,640000,,,0,,SUB out: D. Russell,[1626156],1610612750.0,MIN,,,,Russell,D. Russell,,,,,,,,,,,,,,,,,,,,,,,,,
65,PT06M20.00S,2022-01-17T01:20:25.7Z,1,REGULAR,substitution,out,[],202691,,,1610612744,10,10,2022-01-17T01:21:02Z,650000,,,0,,SUB out: K. Thompson,[202691],1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,
66,PT06M20.00S,2022-01-17T01:20:25.7Z,1,REGULAR,substitution,in,[],1627736,,,1610612744,10,10,2022-01-17T01:21:02Z,660000,,,0,,SUB in: M. Beasley,[1627736],1610612750.0,MIN,,,,Beasley,M. Beasley,,,,,,,,,,,,,,,,,,,,,,,,,
67,PT06M20.00S,2022-01-17T01:20:25.7Z,1,REGULAR,substitution,in,[],1630228,,,1610612744,10,10,2022-01-17T01:21:02Z,670000,,,0,,SUB in: J. Kuminga,[1630228],1610612744.0,GSW,,,,Kuminga,J. Kuminga,,,,,,,,,,,,,,,,,,,,,,,,,
68,PT06M02.00S,2022-01-17T01:21:35.9Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612744,10,10,2022-01-17T01:21:35Z,680000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,PT06M00.00S,2022-01-17T01:21:57.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203490,92.85479632063075,50.49019607843137,1610612744,10,10,2022-01-17T01:22:02Z,690000,2.0,15.0,1,right,MISS O. Porter Jr. cutting Layup,[203490],1610612744.0,GSW,cutting,,,Porter Jr.,O. Porter Jr.,,,,,1.49,Missed,,,,,,,,,,,,,,,,,,,
70,PT05M57.00S,2022-01-17T01:22:00.2Z,1,REGULAR,rebound,defensive,[],1629020,,,1610612750,10,10,2022-01-17T01:22:00Z,700000,,,0,,J. Vanderbilt REBOUND (Off:0 Def:2),[1629020],1610612750.0,MIN,,,,Vanderbilt,J. Vanderbilt,,,,,,,69.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
71,PT05M43.00S,2022-01-17T01:22:13.7Z,1,REGULAR,3pt,Jump Shot,[],201976,22.28975032851511,87.74509803921569,1610612750,10,10,2022-01-17T01:22:20Z,710000,-189.0,157.0,1,left,MISS P. Beverley 24' 3PT,[201976],1610612750.0,MIN,,,,Beverley,P. Beverley,,,,,24.55,Missed,,,,,,,,,,,,,,,,,,,
72,PT05M39.00S,2022-01-17T01:22:17.7Z,1,REGULAR,rebound,defensive,[],1626172,,,1610612744,10,10,2022-01-17T01:22:20Z,720000,,,0,,K. Looney REBOUND (Off:1 Def:5),[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,71.0,6.0,5.0,1.0,,,,,,,,,,,,,,,
73,PT05M26.00S,2022-01-17T01:22:30.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203490,88.25558475689881,56.127450980392155,1610612744,10,12,2022-01-17T01:22:35Z,730000,31.0,58.0,1,right,O. Porter Jr. 6' pullup Jump Shot (5 PTS) (A. Wiggins 2 AST),"[203490, 203952]",1610612744.0,GSW,pullup,,,Porter Jr.,O. Porter Jr.,,,,,6.55,Made,,,,,5.0,A. Wiggins,203952.0,2.0,,,,,,,,,,,
75,PT05M11.00S,2022-01-17T01:22:45.5Z,1,REGULAR,3pt,Jump Shot,[],1626157,30.17411300919842,66.91176470588235,1610612750,10,12,2022-01-17T01:22:49Z,750000,-85.0,231.0,1,left,MISS K. Towns 24' 3PT,[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,24.61,Missed,,,,,,,,,,,,,,,,,,,
76,PT05M09.00S,2022-01-17T01:22:47.5Z,1,REGULAR,rebound,defensive,[],1629673,,,1610612744,10,12,2022-01-17T01:23:16Z,760000,,,0,,J. Poole REBOUND (Off:0 Def:2),[1629673],1610612744.0,GSW,,,,Poole,J. Poole,,,,,,,75.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
77,PT05M04.00S,2022-01-17T01:22:53.1Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1629673,69.20170827858082,68.62745098039215,1610612744,10,15,2022-01-17T01:23:18Z,770000,93.0,237.0,1,right,J. Poole 25' 3PT pullup (6 PTS),[1629673],1610612744.0,GSW,pullup,,,Poole,J. Poole,,,,,25.46,Made,,,,,6.0,,,,,,,,,,,,,,
78,PT05M04.00S,2022-01-17T01:22:56.7Z,1,REGULAR,foul,personal,['1freethrow'],1626157,,,1610612744,10,15,2022-01-17T01:23:07Z,780000,,,0,,K. Towns shooting personal FOUL (2 PF) (Poole 1 FT),"[1626157, 1629673]",1610612750.0,MIN,shooting,,,Towns,K. Towns,,,,,,,,,,,,,,,,,,,,1628484.0,2.0,0.0,Poole,1629673.0,
80,PT05M04.00S,2022-01-17T01:23:08.4Z,1,REGULAR,substitution,out,[],1629020,,,1610612744,10,15,2022-01-17T01:23:23Z,800000,,,0,,SUB out: J. Vanderbilt,[1629020],1610612750.0,MIN,,,,Vanderbilt,J. Vanderbilt,,,,,,,,,,,,,,,,,,,,,,,,,
81,PT05M04.00S,2022-01-17T01:23:08.4Z,1,REGULAR,substitution,out,[],203490,,,1610612744,10,15,2022-01-17T01:23:23Z,810000,,,0,,SUB out: O. Porter Jr.,[203490],1610612744.0,GSW,,,,Porter Jr.,O. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
82,PT05M04.00S,2022-01-17T01:23:08.4Z,1,REGULAR,substitution,in,[],1630183,,,1610612744,10,15,2022-01-17T01:23:23Z,820000,,,0,,SUB in: J. McDaniels,[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,,,,,,,,,,,
83,PT05M04.00S,2022-01-17T01:23:08.4Z,1,REGULAR,substitution,in,[],1627814,,,1610612744,10,15,2022-01-17T01:23:23Z,830000,,,0,,SUB in: D. Lee,[1627814],1610612744.0,GSW,,,,Lee,D. Lee,,,,,,,,,,,,,,,,,,,,,,,,,
84,PT05M04.00S,2022-01-17T01:23:36.6Z,1,REGULAR,freethrow,1 of 1,[],1629673,,,1610612744,10,16,2022-01-17T01:23:36Z,840000,,,0,,J. Poole Free Throw 1 of 1 (7 PTS),[1629673],1610612744.0,GSW,,,,Poole,J. Poole,,,,,,Made,,,,,7.0,,,,,,,,,,,,,,
85,PT04M53.00S,2022-01-17T01:23:51.4Z,1,REGULAR,foul,personal,['2freethrow'],1629673,,,1610612750,10,16,2022-01-17T01:24:00Z,850000,,,0,,J. Poole shooting personal FOUL (1 PF) (Beverley 2 FT),"[1629673, 201976]",1610612744.0,GSW,shooting,,,Poole,J. Poole,,,,,,,,,,,,,,,,,,,,1628484.0,1.0,0.0,Beverley,201976.0,
