actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,pointsTotal,turnoverTotal,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,value
182,PT12M00.00S,2022-03-19T21:46:32.6Z,2,REGULAR,substitution,in,['startperiod'],1626156,,,1610612749,34,28,2022-03-19T21:46:44Z,1770000,,,0,,SUB in: D. Russell,[1626156],1610612750.0,MIN,,,,Russell,D. Russell,,,,,,,,,,,,,,,,,,,,,,,,,
183,PT12M00.00S,2022-03-19T21:46:32.6Z,2,REGULAR,substitution,in,['startperiod'],1629675,,,1610612749,34,28,2022-03-19T21:46:44Z,1780000,,,0,,SUB in: N. Reid,[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,,,,,,,,,,,,,,,,,,,,,
184,PT12M00.00S,2022-03-19T21:47:03.4Z,2,REGULAR,period,start,[],0,,,1610612750,34,28,2022-03-19T21:47:03Z,1790000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
185,PT11M37.00S,2022-03-19T21:47:25.7Z,2,REGULAR,2pt,Jump Shot,[],1627736,96.13994743758212,93.62745098039215,1610612750,34,28,2022-03-19T21:47:34Z,1800000,218.0,-16.0,1,right,MISS M. Beasley 21' Jump Shot,[1627736],1610612750.0,MIN,,,,Beasley,M. Beasley,,,,,,,,,,21.87,Missed,,,,,,,,,,,,,,
186,PT11M35.00S,2022-03-19T21:47:28.1Z,2,REGULAR,rebound,defensive,[],1628975,,,1610612749,34,28,2022-03-19T21:47:28Z,1810000,,,0,,J. Carter REBOUND (Off:0 Def:1),[1628975],1610612749.0,MIL,,,,Carter,J. Carter,,,,,,,,,,,,185.0,1.0,1.0,0.0,,,,,,,,,,
187,PT11M32.00S,2022-03-19T21:47:33.1Z,2,REGULAR,turnover,out-of-bounds,[],1628975,,,1610612749,34,28,2022-03-19T21:55:07Z,1820000,,,0,,J. Carter bad pass out-of-bounds TURNOVER (1 TO),[1628975],1610612749.0,MIL,bad pass,,,Carter,J. Carter,,,,,1627961.0,,,,,,,,,,,,,,1.0,,,,,,
188,PT11M16.00S,2022-03-19T21:47:54.3Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1629669,94.03745072273325,50.73529411764706,1610612750,36,28,2022-03-19T21:48:01Z,1830000,4.0,4.0,1,right,J. Nowell cutting Layup (2 PTS) (N. Reid 1 AST),"[1629669, 1629675]",1610612750.0,MIN,cutting,,,Nowell,J. Nowell,,,,,,,,,,0.51,Made,,,,,,,2.0,,,,N. Reid,1629675.0,1.0,
190,PT11M02.00S,2022-03-19T21:48:10.4Z,2,REGULAR,foul,personal,['2freethrow'],1627752,,,1610612749,36,28,2022-03-19T21:48:15Z,1850000,,,0,,T. Prince shooting personal FOUL (2 PF) (Holiday 2 FT),"[1627752, 201950]",1610612750.0,MIN,shooting,,,Prince,T. Prince,,,,,201639.0,2.0,0.0,Holiday,201950.0,,,,,,,,,,,,,,,,
192,PT11M02.00S,2022-03-19T21:48:33.8Z,2,REGULAR,freethrow,1 of 2,[],201950,,,1610612749,36,28,2022-03-19T21:48:33Z,1870000,,,0,,MISS J. Holiday Free Throw 1 of 2,[201950],1610612749.0,MIL,,,,Holiday,J. Holiday,,,,,,,,,,,Missed,,,,,,,,,,,,,,
193,PT11M02.00S,2022-03-19T21:48:33.8Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612749,36,28,2022-03-19T21:48:33Z,1880000,,,0,,TEAM offensive REBOUND,[],1610612749.0,MIL,,,,,,,,,,,,,,,,,192.0,,,,,,,,,,,,,
194,PT11M02.00S,2022-03-19T21:48:35.5Z,2,REGULAR,substitution,out,[],202083,,,1610612749,36,28,2022-03-19T21:48:50Z,1890000,,,0,,SUB out: W. Matthews,[202083],1610612749.0,MIL,,,,Matthews,W. Matthews,,,,,,,,,,,,,,,,,,,,,,,,,
195,PT11M02.00S,2022-03-19T21:48:35.5Z,2,REGULAR,substitution,out,[],1626192,,,1610612749,36,28,2022-03-19T21:48:50Z,1900000,,,0,,SUB out: P. Connaughton,[1626192],1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,,,,,,,,,,,,,,,,,,,,,
196,PT11M02.00S,2022-03-19T21:48:35.5Z,2,REGULAR,substitution,in,[],1628960,,,1610612749,36,28,2022-03-19T21:48:50Z,1910000,,,0,,SUB in: G. Allen,[1628960],1610612749.0,MIL,,,,Allen,G. Allen,,,,,,,,,,,,,,,,,,,,,,,,,
197,PT11M02.00S,2022-03-19T21:48:35.5Z,2,REGULAR,substitution,in,[],203114,,,1610612749,36,28,2022-03-19T21:48:50Z,1920000,,,0,,SUB in: K. Middleton,[203114],1610612749.0,MIL,,,,Middleton,K. Middleton,,,,,,,,,,,,,,,,,,,,,,,,,
198,PT11M02.00S,2022-03-19T21:48:53.4Z,2,REGULAR,freethrow,2 of 2,[],201950,,,1610612749,36,29,2022-03-19T21:48:53Z,1930000,,,0,,J. Holiday Free Throw 2 of 2 (6 PTS),[201950],1610612749.0,MIL,,,,Holiday,J. Holiday,,,,,,,,,,,Made,,,,,,,6.0,,,,,,,
199,PT10M51.00S,2022-03-19T21:49:10.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629675,92.85479632063075,51.71568627450981,1610612750,38,29,2022-03-19T21:56:10Z,1940000,9.0,15.0,1,right,N. Reid driving finger roll Layup (2 PTS) (D. Russell 4 AST),"[1629675, 1626156]",1610612750.0,MIN,driving finger roll,,,Reid,N. Reid,,,,,,,,,,1.7,Made,,,,,,,2.0,,,,D. Russell,1626156.0,4.0,
201,PT10M51.00S,2022-03-19T21:49:12.8Z,2,REGULAR,foul,personal,['1freethrow'],203114,,,1610612750,38,29,2022-03-19T21:56:41Z,1960000,,,0,,K. Middleton shooting personal FOUL (1 PF) (Reid 1 FT),"[203114, 1629675]",1610612749.0,MIL,shooting,,,Middleton,K. Middleton,,,,,201639.0,1.0,0.0,Reid,1629675.0,,,,,,,,,,,,,,,,
203,PT10M51.00S,2022-03-19T21:49:37.9Z,2,REGULAR,freethrow,1 of 1,[],1629675,,,1610612750,39,29,2022-03-19T21:49:37Z,1980000,,,0,,N. Reid Free Throw 1 of 1 (3 PTS),[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,,,,,,,Made,,,,,,,3.0,,,,,,,
204,PT10M37.00S,2022-03-19T21:49:52.2Z,2,REGULAR,3pt,Jump Shot,[],1628960,19.92444152431012,90.44117647058823,1610612749,39,32,2022-03-19T21:49:56Z,1990000,-202.0,135.0,1,left,G. Allen 24' 3PT  (9 PTS) (J. Holiday 3 AST),"[1628960, 201950]",1610612749.0,MIL,,,,Allen,G. Allen,,,,,,,,,,24.3,Made,,,,,,,9.0,,,,J. Holiday,201950.0,3.0,
206,PT10M18.00S,2022-03-19T21:50:10.6Z,2,REGULAR,2pt,Jump Shot,[],1626156,92.06636005256242,73.0392156862745,1610612750,39,32,2022-03-19T21:50:16Z,2010000,115.0,22.0,1,right,MISS D. Russell 11' step back Shot,[1626156],1610612750.0,MIN,step back,,,Russell,D. Russell,,,,,,,,,,11.73,Missed,,,,,,,,,,,,,,
207,PT10M15.00S,2022-03-19T21:50:13.6Z,2,REGULAR,rebound,defensive,[],1626171,,,1610612749,39,32,2022-03-19T21:50:16Z,2020000,,,0,,B. Portis REBOUND (Off:3 Def:3),[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,,,,,,206.0,6.0,3.0,3.0,,,,,,,,,,
208,PT10M12.00S,2022-03-19T21:50:16.2Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1628960,27.463863337713533,86.74172794117646,1610612749,39,32,2022-03-19T21:57:36Z,2030000,-184.0,206.0,1,left,MISS G. Allen 27' running 3PT,[1628960],1610612749.0,MIL,running,,,Allen,G. Allen,,,,,,,,,,27.58,Missed,,,,,,,,,,,,,,
209,PT10M10.00S,2022-03-19T21:50:18.2Z,2,REGULAR,rebound,defensive,[],1626156,,,1610612750,39,32,2022-03-19T21:50:24Z,2040000,,,0,,D. Russell REBOUND (Off:1 Def:2),[1626156],1610612750.0,MIN,,,,Russell,D. Russell,,,,,,,,,,,,208.0,3.0,2.0,1.0,,,,,,,,,,
210,PT10M01.00S,2022-03-19T21:50:28.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629675,93.51182654402102,50.73529411764706,1610612750,41,32,2022-03-19T21:50:34Z,2050000,4.0,8.0,1,right,N. Reid cutting Layup (5 PTS) (M. Beasley 1 AST),"[1629675, 1627736]",1610612750.0,MIN,cutting,,,Reid,N. Reid,,,,,,,,,,0.93,Made,,,,,,,5.0,,,,M. Beasley,1627736.0,1.0,
212,PT09M52.00S,2022-03-19T21:50:37.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],201950,5.863994743758213,49.50980392156863,1610612749,41,34,2022-03-19T21:50:44Z,2070000,2.0,3.0,1,left,J. Holiday driving Layup (8 PTS),[201950],1610612749.0,MIL,driving,,,Holiday,J. Holiday,,,,,,,,,,0.36,Made,,,,,,,8.0,,,,,,,
213,PT09M42.00S,2022-03-19T21:50:46.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1627736,92.59198423127464,48.77450980392157,1610612750,41,34,2022-03-19T21:50:57Z,2080000,-6.0,17.0,1,right,MISS M. Beasley driving Layup,[1627736],1610612750.0,MIN,driving,,,Beasley,M. Beasley,,,,,,,,,,1.82,Missed,,,,,,,,,,,,,,
214,PT09M38.00S,2022-03-19T21:50:50.2Z,2,REGULAR,rebound,offensive,[],1629675,,,1610612750,41,34,2022-03-19T21:50:50Z,2090000,,,0,,N. Reid REBOUND (Off:1 Def:0),[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,,,,,,,,213.0,1.0,0.0,1.0,,,,,,,,,,
215,PT09M38.00S,2022-03-19T21:50:50.2Z,2,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1629675,94.40999984741211,50.0,1610612750,43,34,2022-03-19T22:01:08Z,2100000,0.0,0.0,1,right,N. Reid tip Layup (7 PTS),[1629675],1610612750.0,MIN,tip,,,Reid,N. Reid,,,,,,,,,,0.0,Made,,,,,,,7.0,,,,,,,
216,PT09M20.00S,2022-03-19T21:51:09.6Z,2,REGULAR,2pt,Jump Shot,[],203114,15.588042049934298,67.64705882352942,1610612749,43,34,2022-03-19T21:51:15Z,2110000,-88.0,94.0,1,left,MISS K. Middleton 12' turnaround Shot,[203114],1610612749.0,MIL,turnaround,,,Middleton,K. Middleton,,,,,,,,,,12.89,Missed,,,,,,,,,,,,,,
217,PT09M17.00S,2022-03-19T21:51:12.6Z,2,REGULAR,rebound,defensive,[],1627736,,,1610612750,43,34,2022-03-19T21:51:15Z,2120000,,,0,,M. Beasley REBOUND (Off:0 Def:1),[1627736],1610612750.0,MIN,,,,Beasley,M. Beasley,,,,,,,,,,,,216.0,1.0,1.0,0.0,,,,,,,,,,
218,PT09M09.00S,2022-03-19T21:51:20.4Z,2,REGULAR,3pt,Jump Shot,[],1627752,79.45137976346912,91.17647058823529,1610612750,43,34,2022-03-19T21:51:25Z,2130000,206.0,141.0,1,right,MISS T. Prince 24' 3PT,[1627752],1610612750.0,MIN,,,,Prince,T. Prince,,,,,,,,,,24.94,Missed,,,,,,,,,,,,,,
219,PT09M05.00S,2022-03-19T21:51:24.4Z,2,REGULAR,rebound,defensive,[],203114,,,1610612749,43,34,2022-03-19T21:51:25Z,2140000,,,0,,K. Middleton REBOUND (Off:0 Def:3),[203114],1610612749.0,MIL,,,,Middleton,K. Middleton,,,,,,,,,,,,218.0,3.0,3.0,0.0,,,,,,,,,,
220,PT08M53.00S,2022-03-19T21:51:37.4Z,2,REGULAR,foul,personal,['2freethrow'],1627752,,,1610612749,43,34,2022-03-19T21:51:48Z,2150000,,,0,,T. Prince shooting personal FOUL (3 PF) (Allen 2 FT),"[1627752, 1628960]",1610612750.0,MIN,shooting,,,Prince,T. Prince,,,,,201639.0,3.0,0.0,Allen,1628960.0,,,,,,,,,,,,,,,,
222,PT08M53.00S,2022-03-19T21:52:09.5Z,2,REGULAR,freethrow,1 of 2,[],1628960,,,1610612749,43,35,2022-03-19T21:52:09Z,2170000,,,0,,G. Allen Free Throw 1 of 2 (10 PTS),[1628960],1610612749.0,MIL,,,,Allen,G. Allen,,,,,,,,,,,Made,,,,,,,10.0,,,,,,,
223,PT08M53.00S,2022-03-19T21:52:11.0Z,2,REGULAR,substitution,out,[],1627752,,,1610612749,43,35,2022-03-19T21:52:20Z,2180000,,,0,,SUB out: T. Prince,[1627752],1610612750.0,MIN,,,,Prince,T. Prince,,,,,,,,,,,,,,,,,,,,,,,,,
224,PT08M53.00S,2022-03-19T21:52:11.0Z,2,REGULAR,substitution,out,[],1628975,,,1610612749,43,35,2022-03-19T21:52:20Z,2190000,,,0,,SUB out: J. Carter,[1628975],1610612749.0,MIL,,,,Carter,J. Carter,,,,,,,,,,,,,,,,,,,,,,,,,
225,PT08M53.00S,2022-03-19T21:52:11.0Z,2,REGULAR,substitution,in,[],1630162,,,1610612749,43,35,2022-03-19T21:52:20Z,2200000,,,0,,SUB in: A. Edwards,[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,
226,PT08M53.00S,2022-03-19T21:52:11.0Z,2,REGULAR,substitution,in,[],1629670,,,1610612749,43,35,2022-03-19T21:52:20Z,2210000,,,0,,SUB in: J. Nwora,[1629670],1610612749.0,MIL,,,,Nwora,J. Nwora,,,,,,,,,,,,,,,,,,,,,,,,,
227,PT08M53.00S,2022-03-19T21:52:33.2Z,2,REGULAR,freethrow,2 of 2,[],1628960,,,1610612749,43,36,2022-03-19T21:52:33Z,2220000,,,0,,G. Allen Free Throw 2 of 2 (11 PTS),[1628960],1610612749.0,MIL,,,,Allen,G. Allen,,,,,,,,,,,Made,,,,,,,11.0,,,,,,,
228,PT08M40.00S,2022-03-19T21:52:48.7Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1629675,92.9862023653088,48.529411764705884,1610612750,45,36,2022-03-19T22:02:59Z,2230000,-7.0,13.0,1,right,N. Reid cutting DUNK (9 PTS) (D. Russell 5 AST),"[1629675, 1626156]",1610612750.0,MIN,cutting,,,Reid,N. Reid,,,,,,,,,,1.53,Made,,,,,,,9.0,,,,D. Russell,1626156.0,5.0,
230,PT08M23.00S,2022-03-19T21:53:08.6Z,2,REGULAR,foul,personal,['2freethrow'],1629669,,,1610612749,45,36,2022-03-19T21:58:03Z,2250000,,,0,,J. Nowell shooting personal FOUL (1 PF) (Holiday 2 FT),"[1629669, 201950]",1610612750.0,MIN,shooting,,,Nowell,J. Nowell,,,,,203592.0,1.0,0.0,Holiday,201950.0,,,,,,,,,,,,,,,,
232,PT08M23.00S,2022-03-19T21:53:34.5Z,2,REGULAR,foul,technical,[],1629675,,,1610612749,45,36,2022-03-19T21:58:06Z,2270000,,,0,,N. Reid double technical FOUL (1 Tech),[1629675],1610612750.0,MIN,double,,,Reid,N. Reid,,,,,201639.0,0.0,1.0,,,,,,,,,,,,,,,,,,
233,PT08M23.00S,2022-03-19T21:53:34.5Z,2,REGULAR,foul,technical,[],1626171,,,1610612749,45,36,2022-03-19T21:58:09Z,2280000,,,0,,B. Portis double technical FOUL (1 Tech),[1626171],1610612749.0,MIL,double,,,Portis,B. Portis,,,,,201639.0,1.0,1.0,,,,,,,,,,,,,,,,,,
234,PT08M23.00S,2022-03-19T21:54:20.8Z,2,REGULAR,freethrow,1 of 2,[],201950,,,1610612749,45,37,2022-03-19T21:54:20Z,2290000,,,0,,J. Holiday Free Throw 1 of 2 (9 PTS),[201950],1610612749.0,MIL,,,,Holiday,J. Holiday,,,,,,,,,,,Made,,,,,,,9.0,,,,,,,
235,PT08M23.00S,2022-03-19T21:54:28.8Z,2,REGULAR,substitution,out,[],1628960,,,1610612749,45,37,2022-03-19T21:54:32Z,2300000,,,0,,SUB out: G. Allen,[1628960],1610612749.0,MIL,,,,Allen,G. Allen,,,,,,,,,,,,,,,,,,,,,,,,,
236,PT08M23.00S,2022-03-19T21:54:28.8Z,2,REGULAR,substitution,in,[],1628975,,,1610612749,45,37,2022-03-19T21:54:32Z,2310000,,,0,,SUB in: J. Carter,[1628975],1610612749.0,MIL,,,,Carter,J. Carter,,,,,,,,,,,,,,,,,,,,,,,,,
237,PT08M23.00S,2022-03-19T21:54:45.8Z,2,REGULAR,freethrow,2 of 2,[],201950,,,1610612749,45,38,2022-03-19T21:54:45Z,2320000,,,0,,J. Holiday Free Throw 2 of 2 (10 PTS),[201950],1610612749.0,MIL,,,,Holiday,J. Holiday,,,,,,,,,,,Made,,,,,,,10.0,,,,,,,
238,PT08M10.00S,2022-03-19T21:55:00.5Z,2,REGULAR,3pt,Jump Shot,[],1629675,69.72733245729303,22.54901960784314,1610612750,48,38,2022-03-19T21:55:07Z,2330000,-137.0,232.0,1,right,N. Reid 26' 3PT  (12 PTS) (D. Russell 6 AST),"[1629675, 1626156]",1610612750.0,MIN,,,,Reid,N. Reid,,,,,,,,,,26.97,Made,,,,,,,12.0,,,,D. Russell,1626156.0,6.0,
240,PT07M59.00S,2022-03-19T21:55:11.3Z,2,REGULAR,3pt,Jump Shot,[],203114,24.129434954007884,13.480392156862745,1610612749,48,41,2022-03-19T21:55:17Z,2350000,183.0,174.0,1,left,K. Middleton 25' 3PT  (8 PTS) (J. Holiday 4 AST),"[203114, 201950]",1610612749.0,MIL,,,,Middleton,K. Middleton,,,,,,,,,,25.24,Made,,,,,,,8.0,,,,J. Holiday,201950.0,4.0,
242,PT07M41.00S,2022-03-19T21:55:29.1Z,2,REGULAR,3pt,Jump Shot,[],1629675,66.83639947437582,48.77450980392157,1610612750,48,41,2022-03-19T21:55:35Z,2370000,-6.0,259.0,1,right,MISS N. Reid 25' 3PT,[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,,,,,,25.93,Missed,,,,,,,,,,,,,,
243,PT07M39.00S,2022-03-19T21:55:31.1Z,2,REGULAR,rebound,offensive,[],1629669,,,1610612750,48,41,2022-03-19T21:55:35Z,2380000,,,0,,J. Nowell REBOUND (Off:1 Def:0),[1629669],1610612750.0,MIN,,,,Nowell,J. Nowell,,,,,,,,,,,,242.0,1.0,0.0,1.0,,,,,,,,,,
244,PT07M36.00S,2022-03-19T21:55:34.1Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1627736,71.04139290407359,72.79411764705883,1610612750,48,41,2022-03-19T21:55:39Z,2390000,114.0,220.0,1,right,MISS M. Beasley 24' 3PT,[1627736],1610612750.0,MIN,,,,Beasley,M. Beasley,,,,,,,,,,24.75,Missed,,,,,,,,,,,,,,
245,PT07M34.00S,2022-03-19T21:55:36.1Z,2,REGULAR,rebound,defensive,[],203114,,,1610612749,48,41,2022-03-19T21:55:39Z,2400000,,,0,,K. Middleton REBOUND (Off:0 Def:4),[203114],1610612749.0,MIL,,,,Middleton,K. Middleton,,,,,,,,,,,,244.0,4.0,4.0,0.0,,,,,,,,,,
246,PT07M27.00S,2022-03-19T21:55:44.0Z,2,REGULAR,turnover,lost ball,[],203114,,,1610612749,48,41,2022-03-19T21:55:49Z,2410000,,,0,,K. Middleton lost ball TURNOVER (2 TO),"[203114, 1630162]",1610612749.0,MIL,,,,Middleton,K. Middleton,,,,,,,,,,,,,,,,,,,2.0,Edwards,1630162.0,,,,
247,PT07M27.00S,2022-03-19T21:55:44.0Z,2,REGULAR,steal,,[],1630162,,,1610612750,48,41,2022-03-19T21:55:46Z,2420000,,,0,,A. Edwards STEAL (2 STL),[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,
248,PT07M23.00S,2022-03-19T21:55:55.5Z,2,REGULAR,foul,personal,['2freethrow'],201950,,,1610612750,48,41,2022-03-19T21:56:04Z,2430000,,,0,,J. Holiday shooting personal FOUL (1 PF) (Edwards 2 FT),"[201950, 1630162]",1610612749.0,MIL,shooting,,,Holiday,J. Holiday,,,,,201639.0,1.0,0.0,Edwards,1630162.0,,,,,,,,,,,,,,,,
250,PT07M23.00S,2022-03-19T21:56:21.9Z,2,REGULAR,freethrow,1 of 2,"['fromturnover', 'fastbreak']",1630162,,,1610612750,49,41,2022-03-19T21:56:22Z,2450000,,,0,,A. Edwards Free Throw 1 of 2 (13 PTS),[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,,,,,,Made,,,,,,,13.0,,,,,,,
251,PT07M23.00S,2022-03-19T21:56:22.7Z,2,REGULAR,substitution,out,[],1626156,,,1610612750,49,41,2022-03-19T21:56:30Z,2460000,,,0,,SUB out: D. Russell,[1626156],1610612750.0,MIN,,,,Russell,D. Russell,,,,,,,,,,,,,,,,,,,,,,,,,
252,PT07M23.00S,2022-03-19T21:56:22.7Z,2,REGULAR,substitution,out,[],1627736,,,1610612750,49,41,2022-03-19T21:56:30Z,2470000,,,0,,SUB out: M. Beasley,[1627736],1610612750.0,MIN,,,,Beasley,M. Beasley,,,,,,,,,,,,,,,,,,,,,,,,,
253,PT07M23.00S,2022-03-19T21:56:22.7Z,2,REGULAR,substitution,out,[],201950,,,1610612750,49,41,2022-03-19T21:56:30Z,2480000,,,0,,SUB out: J. Holiday,[201950],1610612749.0,MIL,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,
254,PT07M23.00S,2022-03-19T21:56:22.7Z,2,REGULAR,substitution,in,[],1629020,,,1610612750,49,41,2022-03-19T21:56:30Z,2490000,,,0,,SUB in: J. Vanderbilt,[1629020],1610612750.0,MIN,,,,Vanderbilt,J. Vanderbilt,,,,,,,,,,,,,,,,,,,,,,,,,
255,PT07M23.00S,2022-03-19T21:56:22.7Z,2,REGULAR,substitution,in,[],1629162,,,1610612750,49,41,2022-03-19T21:56:30Z,2500000,,,0,,SUB in: J. McLaughlin,[1629162],1610612750.0,MIN,,,,McLaughlin,J. McLaughlin,,,,,,,,,,,,,,,,,,,,,,,,,
256,PT07M23.00S,2022-03-19T21:56:22.7Z,2,REGULAR,substitution,in,[],1628960,,,1610612750,49,41,2022-03-19T21:56:30Z,2510000,,,0,,SUB in: G. Allen,[1628960],1610612749.0,MIL,,,,Allen,G. Allen,,,,,,,,,,,,,,,,,,,,,,,,,
257,PT07M23.00S,2022-03-19T21:56:45.6Z,2,REGULAR,freethrow,2 of 2,"['fastbreak', 'fromturnover']",1630162,,,1610612750,50,41,2022-03-19T21:56:45Z,2520000,,,0,,A. Edwards Free Throw 2 of 2 (14 PTS),[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,,,,,,Made,,,,,,,14.0,,,,,,,
258,PT07M13.00S,2022-03-19T21:57:00.8Z,2,REGULAR,foul,personal,[],1629020,,,1610612749,50,41,2022-03-19T21:57:10Z,2530000,,,0,,J. Vanderbilt personal FOUL (1 PF),"[1629020, 203114]",1610612750.0,MIN,,,,Vanderbilt,J. Vanderbilt,,,,,1627961.0,1.0,0.0,Middleton,203114.0,,,,,,,,,,,,,,,,
260,PT07M06.00S,2022-03-19T21:57:25.7Z,2,REGULAR,3pt,Jump Shot,[],1626171,5.601182654402102,95.09803921568627,1610612749,50,41,2022-03-19T21:57:44Z,2550000,-225.0,0.0,1,left,MISS B. Portis 3PT,[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,,,,22.55,Missed,,,,,,,,,,,,,,
261,PT07M02.00S,2022-03-19T21:57:29.7Z,2,REGULAR,rebound,defensive,[],1630162,,,1610612750,50,41,2022-03-19T22:06:38Z,2560000,,,0,,A. Edwards REBOUND (Off:0 Def:3),[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,,,,,,,260.0,3.0,3.0,0.0,,,,,,,,,,
262,PT06M51.00S,2022-03-19T21:57:41.5Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629669,88.25558475689881,44.6078431372549,1610612750,50,41,2022-03-19T21:57:50Z,2570000,-27.0,58.0,1,right,MISS J. Nowell 6' floating Shot,[1629669],1610612750.0,MIN,floating,,,Nowell,J. Nowell,,,,,,,,,,6.39,Missed,,,,,,,,,,,,,,
263,PT06M48.00S,2022-03-19T21:57:44.5Z,2,REGULAR,rebound,defensive,[],203114,,,1610612749,50,41,2022-03-19T21:57:50Z,2580000,,,0,,K. Middleton REBOUND (Off:0 Def:5),[203114],1610612749.0,MIL,,,,Middleton,K. Middleton,,,,,,,,,,,,262.0,5.0,5.0,0.0,,,,,,,,,,
264,PT06M45.00S,2022-03-19T21:57:48.1Z,2,REGULAR,2pt,Jump Shot,"['fastbreak', 'pointsinthepaint']",203114,12.220762155059134,55.67938112745098,1610612749,50,43,2022-03-19T22:08:44Z,2590000,-28.0,62.0,1,left,K. Middleton 6' driving floating Jump Shot (10 PTS),[203114],1610612749.0,MIL,driving floating,,,Middleton,K. Middleton,,,,,,,,,,6.86,Made,,,,,,,10.0,,,,,,,
265,PT06M24.00S,2022-03-19T21:58:07.8Z,2,REGULAR,3pt,Jump Shot,[],1629675,71.69842312746385,78.18627450980392,1610612750,50,43,2022-03-19T21:58:12Z,2600000,141.0,214.0,1,right,MISS N. Reid 25' 3PT,[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,,,,,,25.58,Missed,,,,,,,,,,,,,,
266,PT06M23.00S,2022-03-19T21:58:08.8Z,2,REGULAR,rebound,defensive,[],1628960,,,1610612749,50,43,2022-03-19T21:58:12Z,2610000,,,0,,G. Allen REBOUND (Off:0 Def:2),[1628960],1610612749.0,MIL,,,,Allen,G. Allen,,,,,,,,,,,,265.0,2.0,2.0,0.0,,,,,,,,,,
267,PT06M17.00S,2022-03-19T21:58:15.8Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1628960,7.5722733245729295,46.07843137254902,1610612749,50,45,2022-03-19T21:58:23Z,2620000,20.0,19.0,1,left,G. Allen driving Layup (13 PTS),[1628960],1610612749.0,MIL,driving,,,Allen,G. Allen,,,,,,,,,,2.71,Made,,,,,,,13.0,,,,,,,
268,PT05M55.00S,2022-03-19T21:58:38.2Z,2,REGULAR,3pt,Jump Shot,[],1629669,67.88764783180025,56.372549019607845,1610612750,53,45,2022-03-19T21:58:44Z,2630000,32.0,249.0,1,right,J. Nowell 25' 3PT  (5 PTS) (A. Edwards 1 AST),"[1629669, 1630162]",1610612750.0,MIN,,,,Nowell,J. Nowell,,,,,,,,,,25.14,Made,,,,,,,5.0,,,,A. Edwards,1630162.0,1.0,
270,PT05M34.00S,2022-03-19T21:58:58.8Z,2,REGULAR,3pt,Jump Shot,[],203114,23.99802890932983,12.745098039215685,1610612749,53,48,2022-03-19T21:59:04Z,2650000,186.0,173.0,1,left,K. Middleton 25' 3PT  (13 PTS) (J. Carter 1 AST),"[203114, 1628975]",1610612749.0,MIL,,,,Middleton,K. Middleton,,,,,,,,,,25.43,Made,,,,,,,13.0,,,,J. Carter,1628975.0,1.0,
