actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,value
2,PT12M00.00S,2022-01-06T01:10:50.7Z,1,REGULAR,period,start,[],0,,,0,0,0,2022-01-06T01:10:50Z,20000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M58.00S,2022-01-06T01:10:52.4Z,1,REGULAR,jumpball,recovered,[],1629020,,,1610612750,0,0,2022-01-06T01:10:52Z,40000,,,0,,Jump Ball K. Towns vs. J. Robinson-Earl: Tip to J. Vanderbilt,"[1629020, 1626157, 1630526]",1610612750.0,MIN,startperiod,J. Vanderbilt,1629020.0,Vanderbilt,J. Vanderbilt,Towns,1626157.0,Robinson-Earl,1630526.0,,,,,,,,,,,,,,,,,,,,,
7,PT11M48.00S,2022-01-06T01:11:02.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630162,7.227332457293036,45.978860294117645,1610612750,2,0,2022-01-06T01:11:10Z,70000,20.0,15.0,1,left,A. Edwards driving reverse Layup (2 PTS) (P. Beverley 1 AST),"[1630162, 201976]",1610612750.0,MIN,driving reverse,,,Edwards,A. Edwards,,,,,2.53,Made,2.0,P. Beverley,201976.0,1.0,,,,,,,,,,,,,,,
9,PT11M24.00S,2022-01-06T01:11:26.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630197,93.77463863337714,49.01960784313725,1610612760,2,2,2022-01-06T01:11:33Z,90000,-5.0,6.0,1,right,A. Pokusevski driving finger roll Layup (2 PTS) (J. Robinson-Earl 1 AST),"[1630197, 1630526]",1610612760.0,OKC,driving finger roll,,,Pokusevski,A. Pokusevski,,,,,0.77,Made,2.0,J. Robinson-Earl,1630526.0,1.0,,,,,,,,,,,,,,,
11,PT11M09.00S,2022-01-06T01:11:40.8Z,1,REGULAR,2pt,Jump Shot,[],1630162,13.748357424441524,81.61764705882352,1610612750,2,2,2022-01-06T01:11:48Z,110000,-158.0,77.0,1,left,MISS A. Edwards 17' step back Shot,[1630162],1610612750.0,MIN,step back,,,Edwards,A. Edwards,,,,,17.57,Missed,,,,,,,,,,,,,,,,,,,
12,PT11M06.00S,2022-01-06T01:11:43.8Z,1,REGULAR,rebound,defensive,[],1630581,,,1610612760,2,2,2022-01-06T01:11:48Z,120000,,,0,,J. Giddey REBOUND (Off:0 Def:1),[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,,,,,,,11.0,1.0,1.0,0.0,,,,,,,,,,,
13,PT11M03.00S,2022-01-06T01:11:45.9Z,1,REGULAR,turnover,bad pass,[],1630581,,,1610612760,2,2,2022-01-06T01:11:50Z,130000,,,0,,J. Giddey bad pass TURNOVER (1 TO),"[1630581, 1630162]",1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,,,,,,,,,,,1.0,Edwards,1630162.0,,,,,,,,
14,PT11M03.00S,2022-01-06T01:11:45.9Z,1,REGULAR,steal,,[],1630162,,,1610612750,2,2,2022-01-06T01:11:48Z,140000,,,0,,A. Edwards STEAL (1 STL),[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,
15,PT11M01.00S,2022-01-06T01:11:48.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630162,6.915243101182654,49.754901960784316,1610612750,4,2,2022-01-06T01:11:54Z,150000,1.0,13.0,1,left,A. Edwards driving Layup (4 PTS),[1630162],1610612750.0,MIN,driving,,,Edwards,A. Edwards,,,,,1.26,Made,4.0,,,,,,,,,,,,,,,,,,
16,PT10M46.00S,2022-01-06T01:12:05.8Z,1,REGULAR,foul,personal,['2freethrow'],1630162,,,1610612760,4,2,2022-01-06T01:12:16Z,160000,,,0,,A. Edwards shooting personal FOUL (1 PF) (Robinson-Earl 2 FT),"[1630162, 1630526]",1610612750.0,MIN,shooting,,,Edwards,A. Edwards,,,,,,,,,,,,,,,,,,2530.0,1.0,0.0,Robinson-Earl,1630526.0,,,
18,PT10M46.00S,2022-01-06T01:12:31.8Z,1,REGULAR,freethrow,1 of 2,[],1630526,,,1610612760,4,3,2022-01-06T01:12:31Z,180000,,,0,,J. Robinson-Earl Free Throw 1 of 2 (1 PTS),[1630526],1610612760.0,OKC,,,,Robinson-Earl,J. Robinson-Earl,,,,,,Made,1.0,,,,,,,,,,,,,,,,,,
19,PT10M46.00S,2022-01-06T01:12:46.2Z,1,REGULAR,freethrow,2 of 2,[],1630526,,,1610612760,4,4,2022-01-06T01:12:46Z,190000,,,0,,J. Robinson-Earl Free Throw 2 of 2 (2 PTS),[1630526],1610612760.0,OKC,,,,Robinson-Earl,J. Robinson-Earl,,,,,,Made,2.0,,,,,,,,,,,,,,,,,,
20,PT10M36.00S,2022-01-06T01:12:57.5Z,1,REGULAR,3pt,Jump Shot,[],1626157,32.013797634691194,46.32352941176471,1610612750,7,4,2022-01-06T01:13:02Z,200000,18.0,248.0,1,left,K. Towns 24' 3PT  (3 PTS) (P. Beverley 2 AST),"[1626157, 201976]",1610612750.0,MIN,,,,Towns,K. Towns,,,,,24.91,Made,3.0,P. Beverley,201976.0,2.0,,,,,,,,,,,,,,,
22,PT10M25.00S,2022-01-06T01:13:08.7Z,1,REGULAR,2pt,Jump Shot,[],1630526,83.13074901445466,78.18627450980392,1610612760,7,4,2022-01-06T01:13:13Z,220000,141.0,106.0,1,right,MISS J. Robinson-Earl 17' pullup Shot,[1630526],1610612760.0,OKC,pullup,,,Robinson-Earl,J. Robinson-Earl,,,,,17.64,Missed,,,,,,,,,,,,,,,,,,,
23,PT10M21.00S,2022-01-06T01:13:12.7Z,1,REGULAR,rebound,defensive,[],1629020,,,1610612750,7,4,2022-01-06T01:13:13Z,230000,,,0,,J. Vanderbilt REBOUND (Off:0 Def:1),[1629020],1610612750.0,MIN,,,,Vanderbilt,J. Vanderbilt,,,,,,,,,,,22.0,1.0,1.0,0.0,,,,,,,,,,,
24,PT10M15.00S,2022-01-06T01:13:19.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1626157,8.09789750328515,51.9607843137255,1610612750,7,4,2022-01-06T01:13:38Z,240000,-10.0,24.0,1,left,MISS K. Towns driving finger roll Layup - blocked,"[1626157, 1630526]",1610612750.0,MIN,driving finger roll,,,Towns,K. Towns,,,,,2.56,Missed,,,,,,,,,,,,,,,,,Robinson-Earl,1630526.0,
25,PT10M15.00S,2022-01-06T01:13:19.8Z,1,REGULAR,block,,[],1630526,,,1610612750,7,4,2022-01-06T01:13:21Z,250000,,,0,,J. Robinson-Earl BLOCK (1 BLK),[1630526],1610612760.0,OKC,,,,Robinson-Earl,J. Robinson-Earl,,,,,,,,,,,,,,,,,,,,,,,,,
26,PT10M14.00S,2022-01-06T01:13:20.8Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612750,7,4,2022-01-06T01:13:38Z,260000,,,0,,TEAM offensive REBOUND,[],1610612750.0,MIN,,,,,,,,,,,,,,,,24.0,,,,,,,,,,,,,,
27,PT10M14.00S,2022-01-06T01:13:23.7Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612750,7,4,2022-01-06T01:13:23Z,270000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,PT10M12.00S,2022-01-06T01:13:35.2Z,1,REGULAR,2pt,Jump Shot,['2ndchance'],1626156,13.61695137976347,19.362745098039216,1610612750,9,4,2022-01-06T01:13:43Z,280000,153.0,75.0,1,left,D. Russell 17' Jump Shot (2 PTS) (P. Beverley 3 AST),"[1626156, 201976]",1610612750.0,MIN,,,,Russell,D. Russell,,,,,17.08,Made,2.0,P. Beverley,201976.0,3.0,,,,,,,,,,,,,,,
30,PT09M59.00S,2022-01-06T01:13:48.9Z,1,REGULAR,turnover,bad pass,[],1630197,,,1610612760,9,4,2022-01-06T01:13:53Z,300000,,,0,,A. Pokusevski bad pass TURNOVER (1 TO),"[1630197, 1626157]",1610612760.0,OKC,,,,Pokusevski,A. Pokusevski,,,,,,,,,,,,,,,1.0,Towns,1626157.0,,,,,,,,
31,PT09M59.00S,2022-01-06T01:13:48.9Z,1,REGULAR,steal,,[],1626157,,,1610612750,9,4,2022-01-06T01:13:50Z,310000,,,0,,K. Towns STEAL (1 STL),[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,,,,,,,,,,,,,,,,,,,,,
32,PT09M50.00S,2022-01-06T01:13:58.8Z,1,REGULAR,foul,personal,['2freethrow'],1628983,,,1610612750,9,4,2022-01-06T01:14:10Z,320000,,,0,,S. Gilgeous-Alexander shooting personal FOUL (1 PF) (Vanderbilt 2 FT),"[1628983, 1629020]",1610612760.0,OKC,shooting,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,,,,,,,,,,,1629175.0,1.0,0.0,Vanderbilt,1629020.0,,,
34,PT09M50.00S,2022-01-06T01:14:26.1Z,1,REGULAR,freethrow,1 of 2,['fromturnover'],1629020,,,1610612750,9,4,2022-01-06T01:14:26Z,340000,,,0,,MISS J. Vanderbilt Free Throw 1 of 2,[1629020],1610612750.0,MIN,,,,Vanderbilt,J. Vanderbilt,,,,,,Missed,,,,,,,,,,,,,,,,,,,
35,PT09M50.00S,2022-01-06T01:14:26.1Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612750,9,4,2022-01-06T01:14:26Z,350000,,,0,,TEAM offensive REBOUND,[],1610612750.0,MIN,,,,,,,,,,,,,,,,34.0,,,,,,,,,,,,,,
36,PT09M50.00S,2022-01-06T01:14:37.4Z,1,REGULAR,freethrow,2 of 2,['fromturnover'],1629020,,,1610612750,10,4,2022-01-06T01:14:37Z,360000,,,0,,J. Vanderbilt Free Throw 2 of 2 (1 PTS),[1629020],1610612750.0,MIN,,,,Vanderbilt,J. Vanderbilt,,,,,,Made,1.0,,,,,,,,,,,,,,,,,,
37,PT09M40.00S,2022-01-06T01:14:48.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630581,91.67214191852825,55.392156862745104,1610612760,10,4,2022-01-06T01:14:52Z,370000,27.0,26.0,1,right,MISS J. Giddey driving Layup,[1630581],1610612760.0,OKC,driving,,,Giddey,J. Giddey,,,,,3.73,Missed,,,,,,,,,,,,,,,,,,,
38,PT09M38.00S,2022-01-06T01:14:50.5Z,1,REGULAR,rebound,defensive,[],201976,,,1610612750,10,4,2022-01-06T01:14:52Z,380000,,,0,,P. Beverley REBOUND (Off:0 Def:1),[201976],1610612750.0,MIN,,,,Beverley,P. Beverley,,,,,,,,,,,37.0,1.0,1.0,0.0,,,,,,,,,,,
39,PT09M23.00S,2022-01-06T01:15:04.5Z,1,REGULAR,3pt,Jump Shot,[],201976,31.488173455978973,54.90196078431373,1610612750,13,4,2022-01-06T01:15:09Z,390000,-25.0,243.0,1,left,P. Beverley 24' 3PT  (3 PTS) (A. Edwards 1 AST),"[201976, 1630162]",1610612750.0,MIN,,,,Beverley,P. Beverley,,,,,24.47,Made,3.0,A. Edwards,1630162.0,1.0,,,,,,,,,,,,,,,
41,PT09M03.00S,2022-01-06T01:15:25.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628983,91.5407358738502,52.94117647058824,1610612760,13,4,2022-01-06T01:15:29Z,410000,15.0,27.0,1,right,MISS S. Gilgeous-Alexander driving Layup,[1628983],1610612760.0,OKC,driving,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,3.07,Missed,,,,,,,,,,,,,,,,,,,
42,PT09M01.00S,2022-01-06T01:15:27.6Z,1,REGULAR,rebound,defensive,[],1629020,,,1610612750,13,4,2022-01-06T01:15:29Z,420000,,,0,,J. Vanderbilt REBOUND (Off:0 Def:2),[1629020],1610612750.0,MIN,,,,Vanderbilt,J. Vanderbilt,,,,,,,,,,,41.0,2.0,2.0,0.0,,,,,,,,,,,
43,PT08M50.00S,2022-01-06T01:15:38.0Z,1,REGULAR,3pt,Jump Shot,[],201976,19.66162943495401,92.15686274509804,1610612750,16,4,2022-01-06T01:15:42Z,430000,-211.0,132.0,1,left,P. Beverley 24' 3PT  (6 PTS) (D. Russell 1 AST),"[201976, 1626156]",1610612750.0,MIN,,,,Beverley,P. Beverley,,,,,24.89,Made,6.0,D. Russell,1626156.0,1.0,,,,,,,,,,,,,,,
45,PT08M48.00S,2022-01-06T01:15:47.9Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612760,16,4,2022-01-06T01:15:47Z,450000,,,0,,OKC Timeout,[],1610612760.0,OKC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,PT08M27.00S,2022-01-06T01:19:01.3Z,1,REGULAR,turnover,out-of-bounds,[],1630197,,,1610612760,16,4,2022-01-06T01:19:09Z,460000,,,0,,A. Pokusevski bad pass out-of-bounds TURNOVER (2 TO),[1630197],1610612760.0,OKC,bad pass,,,Pokusevski,A. Pokusevski,,,,,,,,,,,,,,,2.0,,,2530.0,,,,,,,
47,PT08M04.00S,2022-01-06T01:19:28.8Z,1,REGULAR,turnover,lost ball,[],1630162,,,1610612750,16,4,2022-01-06T01:19:33Z,470000,,,0,,A. Edwards lost ball TURNOVER (1 TO),"[1630162, 1630197]",1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,,,,,,,,,,1.0,Pokusevski,1630197.0,,,,,,,,
48,PT08M04.00S,2022-01-06T01:19:28.8Z,1,REGULAR,steal,,[],1630197,,,1610612760,16,4,2022-01-06T01:19:30Z,480000,,,0,,A. Pokusevski STEAL (1 STL),[1630197],1610612760.0,OKC,,,,Pokusevski,A. Pokusevski,,,,,,,,,,,,,,,,,,,,,,,,,
49,PT07M59.00S,2022-01-06T01:19:33.4Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1630598,81.8166885676741,93.87254901960785,1610612760,16,4,2022-01-06T01:19:41Z,490000,219.0,118.0,1,right,MISS A. Wiggins 24' 3PT,[1630598],1610612760.0,OKC,,,,Wiggins,A. Wiggins,,,,,24.93,Missed,,,,,,,,,,,,,,,,,,,
50,PT07M57.00S,2022-01-06T01:19:35.4Z,1,REGULAR,rebound,defensive,[],1626157,,,1610612750,16,4,2022-01-06T01:19:41Z,500000,,,0,,K. Towns REBOUND (Off:0 Def:1),[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,,,,,,,49.0,1.0,1.0,0.0,,,,,,,,,,,
51,PT07M48.00S,2022-01-06T01:19:45.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1626157,7.30946123521682,49.01960784313725,1610612750,16,4,2022-01-06T01:19:49Z,510000,5.0,16.0,1,left,MISS K. Towns driving Layup,[1626157],1610612750.0,MIN,driving,,,Towns,K. Towns,,,,,1.69,Missed,,,,,,,,,,,,,,,,,,,
52,PT07M46.00S,2022-01-06T01:19:47.1Z,1,REGULAR,rebound,defensive,[],1630581,,,1610612760,16,4,2022-01-06T01:19:49Z,520000,,,0,,J. Giddey REBOUND (Off:0 Def:2),[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,,,,,,,51.0,2.0,2.0,0.0,,,,,,,,,,,
53,PT07M46.00S,2022-01-06T01:19:49.4Z,1,REGULAR,foul,personal,[],201976,,,1610612760,16,4,2022-01-06T01:19:56Z,530000,,,0,,P. Beverley take personal FOUL (1 PF),"[201976, 1630581]",1610612750.0,MIN,take,,,Beverley,P. Beverley,,,,,,,,,,,,,,,,,,2530.0,1.0,0.0,Giddey,1630581.0,,,
55,PT07M46.00S,2022-01-06T01:19:55.1Z,1,REGULAR,substitution,out,[],1630197,,,1610612760,16,4,2022-01-06T01:20:07Z,550000,,,0,,SUB out: A. Pokusevski,[1630197],1610612760.0,OKC,,,,Pokusevski,A. Pokusevski,,,,,,,,,,,,,,,,,,,,,,,,,
56,PT07M46.00S,2022-01-06T01:19:55.1Z,1,REGULAR,substitution,in,[],1629026,,,1610612760,16,4,2022-01-06T01:20:07Z,560000,,,0,,SUB in: K. Williams,[1629026],1610612760.0,OKC,,,,Williams,K. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
57,PT07M34.00S,2022-01-06T01:20:20.1Z,1,REGULAR,3pt,Jump Shot,[],1630581,76.5604467805519,87.5,1610612760,16,4,2022-01-06T01:20:28Z,570000,188.0,168.0,1,right,MISS J. Giddey 25' 3PT,[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,25.16,Missed,,,,,,,,,,,,,,,,,,,
58,PT07M30.00S,2022-01-06T01:20:23.9Z,1,REGULAR,rebound,offensive,[],1629026,,,1610612760,16,4,2022-01-06T01:20:23Z,580000,,,0,,K. Williams REBOUND (Off:1 Def:0),[1629026],1610612760.0,OKC,,,,Williams,K. Williams,,,,,,,,,,,57.0,1.0,0.0,1.0,,,,,,,,,,,
59,PT07M20.00S,2022-01-06T01:20:34.2Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1628983,68.15045992115637,64.70588235294117,1610612760,16,4,2022-01-06T01:20:40Z,590000,74.0,247.0,1,right,MISS S. Gilgeous-Alexander 25' step back 3PT,[1628983],1610612760.0,OKC,step back,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,25.76,Missed,,,,,,,,,,,,,,,,,,,
60,PT07M18.00S,2022-01-06T01:20:36.2Z,1,REGULAR,rebound,defensive,[],1626157,,,1610612750,16,4,2022-01-06T01:20:40Z,600000,,,0,,K. Towns REBOUND (Off:0 Def:2),[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,,,,,,,59.0,2.0,2.0,0.0,,,,,,,,,,,
61,PT07M08.00S,2022-01-06T01:20:46.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626156,18.610381077529567,60.78431372549019,1610612750,16,4,2022-01-06T01:21:00Z,610000,-54.0,122.0,1,left,MISS D. Russell 13' step back Shot,[1626156],1610612750.0,MIN,step back,,,Russell,D. Russell,,,,,13.37,Missed,,,,,,,,,,,,,,,,,,,
62,PT07M06.00S,2022-01-06T01:20:48.1Z,1,REGULAR,rebound,offensive,[],1626157,,,1610612750,16,4,2022-01-06T01:24:27Z,620000,,,0,,K. Towns REBOUND (Off:1 Def:2),[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,,,,,,,61.0,3.0,2.0,1.0,,,,,,,,,,,
