actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,blockPlayerName,blockPersonId,assistPlayerNameInitial,assistPersonId,assistTotal
15,PT11M00.00S,2021-10-21T00:13:57.8Z,1,REGULAR,foul,personal,['2freethrow'],1628464,,,1610612750,0,0,2021-10-21T00:14:12Z,150000,,,0,,D. Theis shooting personal FOUL (1 PF) (Edwards 2 FT),"[1628464, 1630162]",1610612745.0,HOU,shooting,,,Theis,D. Theis,,,,,,,,,,,,,,200832.0,1.0,0.0,Edwards,1630162.0,,,,,,
17,PT11M00.00S,2021-10-21T00:14:28.4Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],1630162,,,1610612750,0,0,2021-10-21T00:14:28Z,170000,,,0,,MISS A. Edwards Free Throw 1 of 2,[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,,,,Missed,,,,,,,,,,,,,,,
18,PT11M00.00S,2021-10-21T00:14:28.4Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612750,0,0,2021-10-21T00:14:28Z,180000,,,0,,TEAM offensive REBOUND,[],1610612750.0,MIN,,,,,,,,,,,,,,,17.0,,,,,,,,,,,,,,
19,PT11M00.00S,2021-10-21T00:14:41.5Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],1630162,,,1610612750,1,0,2021-10-21T00:14:41Z,190000,,,0,,A. Edwards Free Throw 2 of 2 (1 PTS),[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,,,,Made,,,,,,,,,,1.0,,,,,
20,PT10M49.00S,2021-10-21T00:14:57.9Z,1,REGULAR,turnover,out-of-bounds,[],1629645,,,1610612745,1,0,2021-10-21T00:15:07Z,200000,,,0,,K. Porter Jr. step out-of-bounds TURNOVER (2 TO),[1629645],1610612745.0,HOU,step,,,Porter Jr.,K. Porter Jr.,,,,,2.0,,,,,,,,,200832.0,,,,,,,,,,
21,PT10M37.00S,2021-10-21T00:15:13.5Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1629006,9.067017082785808,3.944546568627451,1610612750,1,0,2021-10-21T00:16:10Z,210000,230.0,33.0,1,left,MISS J. Okogie 3PT,[1629006],1610612750.0,MIN,,,,Okogie,J. Okogie,,,,,,,,23.26,Missed,,,,,,,,,,,,,,,
22,PT10M34.00S,2021-10-21T00:15:16.5Z,1,REGULAR,rebound,offensive,[],1626157,,,1610612750,1,0,2021-10-21T00:16:10Z,220000,,,0,,K. Towns REBOUND (Off:2 Def:0),[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,,,,,,21.0,2.0,0.0,2.0,,,,,,,,,,,
23,PT10M31.00S,2021-10-21T00:15:19.1Z,1,REGULAR,turnover,lost ball,[],1626157,,,1610612750,1,0,2021-10-21T00:15:25Z,230000,,,0,,K. Towns lost ball TURNOVER (1 TO),"[1626157, 1630224]",1610612750.0,MIN,,,,Towns,K. Towns,,,,,1.0,Green,1630224.0,,,,,,,,,,,,,,,,,
24,PT10M31.00S,2021-10-21T00:15:19.1Z,1,REGULAR,steal,,[],1630224,,,1610612745,1,0,2021-10-21T00:18:38Z,240000,,,0,,J. Green STEAL (1 STL),[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,
25,PT10M29.00S,2021-10-21T00:15:26.4Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1628464,94.03745072273325,49.754901960784316,1610612745,1,0,2021-10-21T00:15:33Z,250000,-1.0,4.0,1,right,MISS D. Theis DUNK - blocked,"[1628464, 1630183]",1610612745.0,HOU,,,,Theis,D. Theis,,,,,,,,0.37,Missed,,,,,,,,,,,McDaniels,1630183.0,,,
26,PT10M29.00S,2021-10-21T00:15:26.4Z,1,REGULAR,block,,[],1630183,,,1610612745,1,0,2021-10-21T00:29:25Z,260000,,,0,,J. McDaniels BLOCK (1 BLK),[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,,,,,,,,,,
27,PT10M28.00S,2021-10-21T00:15:27.4Z,1,REGULAR,rebound,defensive,[],1626157,,,1610612750,1,0,2021-10-21T00:15:33Z,270000,,,0,,K. Towns REBOUND (Off:2 Def:1),[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,,,,,,25.0,3.0,1.0,2.0,,,,,,,,,,,
28,PT10M24.00S,2021-10-21T00:15:33.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1626157,7.5722733245729295,51.225490196078425,1610612750,1,0,2021-10-21T00:15:44Z,280000,-6.0,19.0,1,left,MISS K. Towns driving Layup - blocked,"[1626157, 1626174]",1610612750.0,MIN,driving,,,Towns,K. Towns,,,,,,,,1.97,Missed,,,,,,,,,,,Wood,1626174.0,,,
29,PT10M24.00S,2021-10-21T00:15:33.3Z,1,REGULAR,block,,[],1626174,,,1610612750,1,0,2021-10-21T00:15:35Z,290000,,,0,,C. Wood BLOCK (1 BLK),[1626174],1610612745.0,HOU,,,,Wood,C. Wood,,,,,,,,,,,,,,,,,,,,,,,,
30,PT10M22.00S,2021-10-21T00:15:35.3Z,1,REGULAR,rebound,defensive,[],1626174,,,1610612745,1,0,2021-10-21T00:15:44Z,300000,,,0,,C. Wood REBOUND (Off:0 Def:2),[1626174],1610612745.0,HOU,,,,Wood,C. Wood,,,,,,,,,,28.0,2.0,2.0,0.0,,,,,,,,,,,
31,PT10M13.00S,2021-10-21T00:15:44.8Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1626174,93.77463863337714,50.0,1610612745,1,2,2021-10-21T00:15:51Z,310000,0.0,6.0,1,right,C. Wood cutting DUNK (2 PTS) (K. Porter Jr. 1 AST),"[1626174, 1629645]",1610612745.0,HOU,cutting,,,Wood,C. Wood,,,,,,,,0.6,Made,,,,,,,,,,2.0,,,K. Porter Jr.,1629645.0,1.0
33,PT09M51.00S,2021-10-21T00:16:08.2Z,1,REGULAR,foul,offensive,[],1626157,,,1610612750,1,2,2021-10-21T00:16:25Z,330000,,,0,,K. Towns offensive FOUL (1 PF),"[1626157, 1628464]",1610612750.0,MIN,,,,Towns,K. Towns,,,,,,,,,,,,,,202027.0,1.0,0.0,Theis,1628464.0,,,,,,
35,PT09M51.00S,2021-10-21T00:16:08.2Z,1,REGULAR,turnover,offensive foul,[],1626157,,,1610612750,1,2,2021-10-21T00:16:08Z,350000,,,0,,K. Towns offensive foul TURNOVER (2 TO),[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,2.0,,,,,,,,,202027.0,,,,,,,,,,
36,PT09M37.00S,2021-10-21T00:16:42.5Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1628464,92.46057818659659,5.637254901960785,1610612745,1,5,2021-10-21T00:16:51Z,360000,-222.0,18.0,1,right,D. Theis 3PT  (3 PTS) (J. Green 1 AST),"[1628464, 1630224]",1610612745.0,HOU,,,,Theis,D. Theis,,,,,,,,22.26,Made,,,,,,,,,,3.0,,,J. Green,1630224.0,1.0
38,PT09M23.00S,2021-10-21T00:17:00.5Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612750,1,5,2021-10-21T00:17:00Z,380000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,PT09M21.00S,2021-10-21T00:17:14.5Z,1,REGULAR,3pt,Jump Shot,[],1626157,27.020367936925098,18.627450980392158,1610612750,4,5,2021-10-21T00:17:19Z,390000,157.0,201.0,1,left,K. Towns 25' 3PT  (3 PTS) (D. Russell 1 AST),"[1626157, 1626156]",1610612750.0,MIN,,,,Towns,K. Towns,,,,,,,,25.54,Made,,,,,,,,,,3.0,,,D. Russell,1626156.0,1.0
41,PT09M03.00S,2021-10-21T00:17:33.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630224,92.9862023653088,52.20588235294118,1610612745,4,5,2021-10-21T00:17:39Z,410000,11.0,13.0,1,right,MISS J. Green driving Layup - blocked,"[1630224, 1630183]",1610612745.0,HOU,driving,,,Green,J. Green,,,,,,,,1.73,Missed,,,,,,,,,,,McDaniels,1630183.0,,,
42,PT09M03.00S,2021-10-21T00:17:33.7Z,1,REGULAR,block,,[],1630183,,,1610612745,4,5,2021-10-21T00:29:38Z,420000,,,0,,J. McDaniels BLOCK (2 BLK),[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,,,,,,,,,,
43,PT09M03.00S,2021-10-21T00:17:33.7Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612750,4,5,2021-10-21T00:17:39Z,430000,,,0,,TEAM defensive REBOUND,[],1610612750.0,MIN,,,,,,,,,,,,,,,41.0,,,,,,,,,,,,,,
44,PT09M03.00S,2021-10-21T00:17:39.3Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612750,4,5,2021-10-21T00:17:39Z,440000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,PT08M49.00S,2021-10-21T00:17:55.4Z,1,REGULAR,foul,personal,['2freethrow'],1629645,,,1610612750,4,5,2021-10-21T00:18:07Z,450000,,,0,,K. Porter Jr. shooting personal FOUL (1 PF) (Okogie 2 FT),"[1629645, 1629006]",1610612745.0,HOU,shooting,,,Porter Jr.,K. Porter Jr.,,,,,,,,,,,,,,202027.0,1.0,0.0,Okogie,1629006.0,,,,,,
47,PT08M49.00S,2021-10-21T00:18:26.4Z,1,REGULAR,freethrow,1 of 2,[],1629006,,,1610612750,5,5,2021-10-21T00:18:26Z,470000,,,0,,J. Okogie Free Throw 1 of 2 (1 PTS),[1629006],1610612750.0,MIN,,,,Okogie,J. Okogie,,,,,,,,,Made,,,,,,,,,,1.0,,,,,
48,PT08M49.00S,2021-10-21T00:18:45.2Z,1,REGULAR,freethrow,2 of 2,[],1629006,,,1610612750,6,5,2021-10-21T00:18:45Z,480000,,,0,,J. Okogie Free Throw 2 of 2 (2 PTS),[1629006],1610612750.0,MIN,,,,Okogie,J. Okogie,,,,,,,,,Made,,,,,,,,,,2.0,,,,,
49,PT08M35.00S,2021-10-21T00:19:00.2Z,1,REGULAR,turnover,bad pass,[],1630256,,,1610612745,6,5,2021-10-21T00:35:31Z,490000,,,0,,J. Tate bad pass TURNOVER (1 TO),"[1630256, 1630183]",1610612745.0,HOU,,,,Tate,J. Tate,,,,,1.0,McDaniels,1630183.0,,,,,,,,,,,,,,,,,
50,PT08M35.00S,2021-10-21T00:19:00.2Z,1,REGULAR,steal,,[],1630183,,,1610612750,6,5,2021-10-21T00:19:02Z,500000,,,0,,J. McDaniels STEAL (1 STL),[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,,,,,,,,,,
51,PT08M31.00S,2021-10-21T00:19:05.9Z,1,REGULAR,foul,personal,['2freethrow'],1630256,,,1610612750,6,5,2021-10-21T00:19:17Z,510000,,,0,,J. Tate shooting personal FOUL (1 PF) (Russell 2 FT),"[1630256, 1626156]",1610612745.0,HOU,shooting,,,Tate,J. Tate,,,,,,,,,,,,,,1628481.0,1.0,0.0,Russell,1626156.0,,,,,,
53,PT08M31.00S,2021-10-21T00:19:33.7Z,1,REGULAR,freethrow,1 of 2,"['fromturnover', 'fastbreak']",1626156,,,1610612750,7,5,2021-10-21T00:19:33Z,530000,,,0,,D. Russell Free Throw 1 of 2 (1 PTS),[1626156],1610612750.0,MIN,,,,Russell,D. Russell,,,,,,,,,Made,,,,,,,,,,1.0,,,,,
54,PT08M31.00S,2021-10-21T00:19:48.2Z,1,REGULAR,freethrow,2 of 2,"['fastbreak', 'fromturnover']",1626156,,,1610612750,8,5,2021-10-21T00:19:48Z,540000,,,0,,D. Russell Free Throw 2 of 2 (2 PTS),[1626156],1610612750.0,MIN,,,,Russell,D. Russell,,,,,,,,,Made,,,,,,,,,,2.0,,,,,
77,PT08M23.00S,2021-10-21T00:19:50.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630256,90.22667542706965,48.03921568627451,1610612745,8,5,2021-10-21T00:25:03Z,545000,-10.0,39.0,1,right,MISS J. Tate driving Layup - blocked,"[1630256, 1626156]",1610612745.0,HOU,driving,,,Tate,J. Tate,,,,,,,,4.06,Missed,,,,,,,,,,,Russell,1626156.0,,,
78,PT08M23.00S,2021-10-21T00:19:50.9Z,1,REGULAR,block,,[],1626156,,,1610612745,8,5,2021-10-21T00:24:14Z,547500,,,0,,D. Russell BLOCK (1 BLK),[1626156],1610612750.0,MIN,,,,Russell,D. Russell,,,,,,,,,,,,,,,,,,,,,,,,
79,PT08M22.00S,2021-10-21T00:19:51.9Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612745,8,5,2021-10-21T00:25:03Z,548750,,,0,,TEAM offensive REBOUND,[],1610612745.0,HOU,,,,,,,,,,,,,,,77.0,,,,,,,,,,,,,,
56,PT08M09.00S,2021-10-21T00:20:28.7Z,1,REGULAR,2pt,Hook,"['pointsinthepaint', '2ndchance']",1626174,86.5473061760841,46.81372549019608,1610612745,8,5,2021-10-21T00:24:14Z,560000,-16.0,74.0,1,right,MISS C. Wood 7' turnaround Hook,[1626174],1610612745.0,HOU,turnaround,,,Wood,C. Wood,,,,,,,,7.57,Missed,,,,,,,,,,,,,,,
57,PT08M06.00S,2021-10-21T00:20:31.7Z,1,REGULAR,rebound,defensive,[],1626157,,,1610612750,8,5,2021-10-21T00:20:34Z,570000,,,0,,K. Towns REBOUND (Off:2 Def:2),[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,,,,,,56.0,4.0,2.0,2.0,,,,,,,,,,,
58,PT08M02.00S,2021-10-21T00:20:35.3Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1626157,32.802233902759525,48.529411764705884,1610612750,8,5,2021-10-21T00:20:53Z,580000,7.0,256.0,1,left,MISS K. Towns 25' pullup 3PT,[1626157],1610612750.0,MIN,pullup,,,Towns,K. Towns,,,,,,,,25.59,Missed,,,,,,,,,,,,,,,
59,PT08M00.00S,2021-10-21T00:20:37.3Z,1,REGULAR,rebound,offensive,[],1629006,,,1610612750,8,5,2021-10-21T00:20:53Z,590000,,,0,,J. Okogie REBOUND (Off:1 Def:1),[1629006],1610612750.0,MIN,,,,Okogie,J. Okogie,,,,,,,,,,58.0,2.0,1.0,1.0,,,,,,,,,,,
60,PT07M55.00S,2021-10-21T00:20:45.3Z,1,REGULAR,foul,personal,['2freethrow'],1630256,,,1610612750,8,5,2021-10-21T00:20:55Z,600000,,,0,,J. Tate shooting personal FOUL (2 PF) (Russell 2 FT),"[1630256, 1626156]",1610612745.0,HOU,shooting,,,Tate,J. Tate,,,,,,,,,,,,,,202027.0,2.0,0.0,Russell,1626156.0,,,,,,
62,PT07M55.00S,2021-10-21T00:21:12.8Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],1626156,,,1610612750,9,5,2021-10-21T00:21:42Z,620000,,,0,,D. Russell Free Throw 1 of 2 (3 PTS),[1626156],1610612750.0,MIN,,,,Russell,D. Russell,,,,,,,,,Made,,,,,,,,,,3.0,,,,,
63,PT07M55.00S,2021-10-21T00:21:13.9Z,1,REGULAR,substitution,out,[],1626174,,,1610612750,9,5,2021-10-21T00:21:19Z,630000,,,0,,SUB out: C. Wood,[1626174],1610612745.0,HOU,,,,Wood,C. Wood,,,,,,,,,,,,,,,,,,,,,,,,
64,PT07M55.00S,2021-10-21T00:21:13.9Z,1,REGULAR,substitution,in,[],201569,,,1610612750,9,5,2021-10-21T00:21:19Z,640000,,,0,,SUB in: E. Gordon,[201569],1610612745.0,HOU,,,,Gordon,E. Gordon,,,,,,,,,,,,,,,,,,,,,,,,
65,PT07M55.00S,2021-10-21T00:21:12.8Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],1626156,,,1610612750,9,5,2021-10-21T00:21:42Z,650000,,,0,,MISS D. Russell Free Throw 2 of 2,[1626156],1610612750.0,MIN,,,,Russell,D. Russell,,,,,,,,,Missed,,,,,,,,,,,,,,,
66,PT07M53.00S,2021-10-21T00:21:14.8Z,1,REGULAR,rebound,defensive,[],201569,,,1610612745,9,5,2021-10-21T00:21:42Z,660000,,,0,,E. Gordon REBOUND (Off:0 Def:1),[201569],1610612745.0,HOU,,,,Gordon,E. Gordon,,,,,,,,,,65.0,1.0,1.0,0.0,,,,,,,,,,,
67,PT07M44.00S,2021-10-21T00:21:45.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201569,82.07950065703022,48.28431372549019,1610612745,9,7,2021-10-21T00:21:51Z,670000,-9.0,116.0,1,right,E. Gordon 11' driving floating Jump Shot (2 PTS),[201569],1610612745.0,HOU,driving floating,,,Gordon,E. Gordon,,,,,,,,11.63,Made,,,,,,,,,,2.0,,,,,
68,PT07M31.00S,2021-10-21T00:21:58.0Z,1,REGULAR,3pt,Jump Shot,[],1630162,27.808804204993432,21.323529411764707,1610612750,9,7,2021-10-21T00:22:02Z,680000,143.0,209.0,1,left,MISS A. Edwards 25' pullup 3PT,[1630162],1610612750.0,MIN,pullup,,,Edwards,A. Edwards,,,,,,,,25.34,Missed,,,,,,,,,,,,,,,
69,PT07M28.00S,2021-10-21T00:22:01.0Z,1,REGULAR,rebound,offensive,[],1626157,,,1610612750,9,7,2021-10-21T00:22:01Z,690000,,,0,,K. Towns REBOUND (Off:3 Def:2),[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,,,,,,68.0,5.0,2.0,3.0,,,,,,,,,,,
70,PT07M25.00S,2021-10-21T00:22:05.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629006,10.85742444152431,54.90196078431373,1610612750,9,7,2021-10-21T00:22:08Z,700000,-25.0,50.0,1,left,MISS J. Okogie Layup,[1629006],1610612750.0,MIN,,,,Okogie,J. Okogie,,,,,,,,5.53,Missed,,,,,,,,,,,,,,,
71,PT07M21.00S,2021-10-21T00:22:09.0Z,1,REGULAR,rebound,defensive,[],1630256,,,1610612745,9,7,2021-10-21T00:22:08Z,710000,,,0,,J. Tate REBOUND (Off:0 Def:1),[1630256],1610612745.0,HOU,,,,Tate,J. Tate,,,,,,,,,,70.0,1.0,1.0,0.0,,,,,,,,,,,
72,PT07M18.00S,2021-10-21T00:22:11.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630256,93.51182654402102,49.01960784313725,1610612745,9,9,2021-10-21T00:22:17Z,720000,-5.0,8.0,1,right,J. Tate running Layup (2 PTS),[1630256],1610612745.0,HOU,running,,,Tate,J. Tate,,,,,,,,0.98,Made,,,,,,,,,,2.0,,,,,
73,PT07M05.00S,2021-10-21T00:22:24.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1626156,6.258212877792378,49.754901960784316,1610612750,11,9,2021-10-21T00:22:28Z,730000,1.0,6.0,1,left,D. Russell driving Layup (5 PTS),[1626156],1610612750.0,MIN,driving,,,Russell,D. Russell,,,,,,,,0.64,Made,,,,,,,,,,5.0,,,,,
74,PT06M57.00S,2021-10-21T00:22:37.0Z,1,REGULAR,foul,personal,[],1629006,,,1610612745,11,9,2021-10-21T00:22:53Z,740000,,,0,,J. Okogie personal FOUL (1 PF),"[1629006, 201569]",1610612750.0,MIN,,,,Okogie,J. Okogie,,,,,,,,,,,,,,1628481.0,1.0,0.0,Gordon,201569.0,,,,,,
76,PT06M57.00S,2021-10-21T00:22:44.1Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612745,11,9,2021-10-21T00:22:44Z,760000,,,0,,MIN Timeout,[],1610612750.0,MIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,PT06M47.00S,2021-10-21T00:25:47.6Z,1,REGULAR,turnover,bad pass,[],1629645,,,1610612745,11,9,2021-10-21T00:25:54Z,770000,,,0,,K. Porter Jr. bad pass TURNOVER (3 TO),"[1629645, 1630183]",1610612745.0,HOU,,,,Porter Jr.,K. Porter Jr.,,,,,3.0,McDaniels,1630183.0,,,,,,,,,,,,,,,,,
81,PT06M47.00S,2021-10-21T00:25:47.6Z,1,REGULAR,steal,,[],1630183,,,1610612750,11,9,2021-10-21T00:26:39Z,780000,,,0,,J. McDaniels STEAL (2 STL),[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,,,,,,,,,,
82,PT06M43.00S,2021-10-21T00:25:52.2Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1626157,7.440867279894875,50.245098039215684,1610612750,13,9,2021-10-21T00:26:00Z,790000,-1.0,17.0,1,left,K. Towns driving DUNK (5 PTS),[1626157],1610612750.0,MIN,driving,,,Towns,K. Towns,,,,,,,,1.74,Made,,,,,,,,,,5.0,,,,,
83,PT06M28.00S,2021-10-21T00:26:09.7Z,1,REGULAR,foul,personal,[],1626156,,,1610612745,13,9,2021-10-21T00:26:32Z,800000,,,0,,D. Russell personal FOUL (1 PF),"[1626156, 201569]",1610612750.0,MIN,,,,Russell,D. Russell,,,,,,,,,,,,,,200832.0,1.0,0.0,Gordon,201569.0,,,,,,
85,PT06M14.00S,2021-10-21T00:26:41.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629645,87.72996057818659,49.50980392156863,1610612745,13,9,2021-10-21T00:26:46Z,820000,-2.0,63.0,1,right,MISS K. Porter Jr. 6' driving floating Shot,[1629645],1610612745.0,HOU,driving floating,,,Porter Jr.,K. Porter Jr.,,,,,,,,6.28,Missed,,,,,,,,,,,,,,,
86,PT06M11.00S,2021-10-21T00:26:44.3Z,1,REGULAR,rebound,defensive,[],1630183,,,1610612750,13,9,2021-10-21T00:26:46Z,830000,,,0,,J. McDaniels REBOUND (Off:0 Def:1),[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,,,,,,85.0,1.0,1.0,0.0,,,,,,,,,,,
87,PT06M06.00S,2021-10-21T00:26:49.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630162,7.178055190538765,48.28431372549019,1610612750,15,9,2021-10-21T00:26:57Z,840000,9.0,15.0,1,left,A. Edwards driving Layup (3 PTS),[1630162],1610612750.0,MIN,driving,,,Edwards,A. Edwards,,,,,,,,1.73,Made,,,,,,,,,,3.0,,,,,
88,PT05M54.00S,2021-10-21T00:27:01.8Z,1,REGULAR,turnover,lost ball,[],201569,,,1610612745,15,9,2021-10-21T00:27:06Z,850000,,,0,,E. Gordon lost ball TURNOVER (1 TO),"[201569, 1630183]",1610612745.0,HOU,,,,Gordon,E. Gordon,,,,,1.0,McDaniels,1630183.0,,,,,,,,,,,,,,,,,
89,PT05M54.00S,2021-10-21T00:27:01.8Z,1,REGULAR,steal,,[],1630183,,,1610612750,15,9,2021-10-21T00:27:03Z,860000,,,0,,J. McDaniels STEAL (3 STL),[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,,,,,,,,,,
