actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,pointsTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId
95,PT03M52.00S,2021-11-06T00:27:40.9Z,1,REGULAR,2pt,Jump Shot,[],1629611,91.77069645203679,69.6078431372549,1610612746,23,13,2021-11-06T00:27:49Z,930000,98.0,25.0,1,right,MISS T. Mann 10' driving floating Shot,[1629611],1610612746.0,LAC,driving floating,,,Mann,T. Mann,,,,,,,,10.11,Missed,,,,,,,,,,,,,,,
96,PT03M50.00S,2021-11-06T00:27:42.9Z,1,REGULAR,rebound,defensive,[],1627752,,,1610612750,23,13,2021-11-06T00:27:49Z,940000,,,0,,T. Prince REBOUND (Off:0 Def:3),[1627752],1610612750.0,MIN,,,,Prince,T. Prince,,,,,,,,,,,,,,,,95.0,3.0,3.0,0.0,,,,,
97,PT03M45.00S,2021-11-06T00:27:48.6Z,1,REGULAR,3pt,Jump Shot,[],1627736,27.90735873850197,19.607843137254903,1610612750,23,13,2021-11-06T00:27:56Z,950000,152.0,210.0,1,left,MISS M. Beasley 25' 3PT,[1627736],1610612750.0,MIN,,,,Beasley,M. Beasley,,,,,,,,25.91,Missed,,,,,,,,,,,,,,,
98,PT03M41.00S,2021-11-06T00:27:52.6Z,1,REGULAR,rebound,defensive,[],201587,,,1610612746,23,13,2021-11-06T00:27:56Z,960000,,,0,,N. Batum REBOUND (Off:0 Def:1),[201587],1610612746.0,LAC,,,,Batum,N. Batum,,,,,,,,,,,,,,,,97.0,1.0,1.0,0.0,,,,,
99,PT03M38.00S,2021-11-06T00:27:54.4Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],202331,72.32260183968462,74.26470588235294,1610612746,23,13,2021-11-06T00:28:03Z,970000,121.0,208.0,1,right,MISS P. George 24' pullup 3PT,[202331],1610612746.0,LAC,pullup,,,George,P. George,,,,,,,,24.05,Missed,,,,,,,,,,,,,,,
100,PT03M34.00S,2021-11-06T00:27:58.4Z,1,REGULAR,rebound,offensive,[],201587,,,1610612746,23,13,2021-11-06T00:37:13Z,980000,,,0,,N. Batum REBOUND (Off:1 Def:1),[201587],1610612746.0,LAC,,,,Batum,N. Batum,,,,,,,,,,,,,,,,99.0,2.0,1.0,1.0,,,,,
101,PT03M31.00S,2021-11-06T00:28:02.0Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],202704,69.4316688567674,33.57843137254902,1610612746,23,13,2021-11-06T00:28:07Z,990000,-82.0,235.0,1,right,MISS R. Jackson 24' 3PT,[202704],1610612746.0,LAC,,,,Jackson,R. Jackson,,,,,,,,24.87,Missed,,,,,,,,,,,,,,,
102,PT03M27.00S,2021-11-06T00:28:06.0Z,1,REGULAR,rebound,defensive,[],1629020,,,1610612750,23,13,2021-11-06T00:28:07Z,1000000,,,0,,J. Vanderbilt REBOUND (Off:0 Def:1),[1629020],1610612750.0,MIN,,,,Vanderbilt,J. Vanderbilt,,,,,,,,,,,,,,,,101.0,1.0,1.0,0.0,,,,,
103,PT03M21.00S,2021-11-06T00:28:14.2Z,1,REGULAR,foul,personal,[],1627826,,,1610612750,23,13,2021-11-06T00:28:24Z,1010000,,,0,,I. Zubac personal FOUL (1 PF),"[1627826, 1626157]",1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,,,,,,,202049.0,1.0,0.0,Towns,1626157.0,,,,,,,,,
106,PT03M21.00S,2021-11-06T00:28:47.5Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612750,23,13,2021-11-06T00:28:47Z,1030000,,,0,,MIN Timeout,[],1610612750.0,MIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,PT03M21.00S,2021-11-06T00:30:31.4Z,1,REGULAR,substitution,out,[],201976,,,1610612750,23,13,2021-11-06T00:30:54Z,1040000,,,0,,SUB out: P. Beverley,[201976],1610612750.0,MIN,,,,Beverley,P. Beverley,,,,,,,,,,,,,,,,,,,,,,,,
108,PT03M21.00S,2021-11-06T00:30:31.4Z,1,REGULAR,substitution,out,[],202331,,,1610612750,23,13,2021-11-06T00:30:54Z,1050000,,,0,,SUB out: P. George,[202331],1610612746.0,LAC,,,,George,P. George,,,,,,,,,,,,,,,,,,,,,,,,
109,PT03M21.00S,2021-11-06T00:30:31.4Z,1,REGULAR,substitution,out,[],1627826,,,1610612750,23,13,2021-11-06T00:30:54Z,1060000,,,0,,SUB out: I. Zubac,[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,,,,,,,,,,,,,,,,,,,,
110,PT03M21.00S,2021-11-06T00:30:31.4Z,1,REGULAR,substitution,in,[],1629162,,,1610612750,23,13,2021-11-06T00:30:54Z,1070000,,,0,,SUB in: J. McLaughlin,[1629162],1610612750.0,MIN,,,,McLaughlin,J. McLaughlin,,,,,,,,,,,,,,,,,,,,,,,,
111,PT03M21.00S,2021-11-06T00:30:31.4Z,1,REGULAR,substitution,in,[],1628392,,,1610612750,23,13,2021-11-06T00:30:54Z,1080000,,,0,,SUB in: I. Hartenstein,[1628392],1610612746.0,LAC,,,,Hartenstein,I. Hartenstein,,,,,,,,,,,,,,,,,,,,,,,,
112,PT03M21.00S,2021-11-06T00:30:31.4Z,1,REGULAR,substitution,in,[],1628379,,,1610612750,23,13,2021-11-06T00:30:54Z,1090000,,,0,,SUB in: L. Kennard,[1628379],1610612746.0,LAC,,,,Kennard,L. Kennard,,,,,,,,,,,,,,,,,,,,,,,,
113,PT03M07.00S,2021-11-06T00:31:37.7Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1629020,7.933639947437584,37.745098039215684,1610612750,25,13,2021-11-06T00:31:46Z,1100000,61.0,22.0,1,left,J. Vanderbilt 6' Hook (2 PTS) (J. McLaughlin 1 AST),"[1629020, 1629162]",1610612750.0,MIN,,,,Vanderbilt,J. Vanderbilt,,,,,,,,6.52,Made,2.0,,,,,,,,,,J. McLaughlin,1629162.0,1.0,,
115,PT02M51.00S,2021-11-06T00:31:53.8Z,1,REGULAR,2pt,Jump Shot,[],1629611,76.92181340341656,70.34313725490196,1610612746,25,15,2021-11-06T00:31:58Z,1120000,102.0,164.0,1,right,T. Mann 19' pullup Jump Shot (4 PTS) (N. Batum 1 AST),"[1629611, 201587]",1610612746.0,LAC,pullup,,,Mann,T. Mann,,,,,,,,19.33,Made,4.0,,,,,,,,,,N. Batum,201587.0,1.0,,
117,PT02M42.00S,2021-11-06T00:32:03.1Z,1,REGULAR,turnover,bad pass,[],1627736,,,1610612750,25,15,2021-11-06T00:32:12Z,1140000,,,0,,M. Beasley bad pass TURNOVER (1 TO),"[1627736, 201587]",1610612750.0,MIN,,,,Beasley,M. Beasley,,,,,1.0,Batum,201587.0,,,,,,,,,,,,,,,,,
118,PT02M42.00S,2021-11-06T00:32:03.1Z,1,REGULAR,steal,,[],201587,,,1610612746,25,15,2021-11-06T00:32:07Z,1150000,,,0,,N. Batum STEAL (1 STL),[201587],1610612746.0,LAC,,,,Batum,N. Batum,,,,,,,,,,,,,,,,,,,,,,,,
119,PT02M37.00S,2021-11-06T00:32:08.3Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",201587,94.92444152431011,50.49019607843137,1610612746,25,17,2021-11-06T00:32:19Z,1160000,2.0,-5.0,1,right,N. Batum running DUNK (2 PTS),[201587],1610612746.0,LAC,running,,,Batum,N. Batum,,,,,,,,0.54,Made,2.0,,,,,,,,,,,,,,
121,PT02M11.00S,2021-11-06T00:32:35.6Z,1,REGULAR,3pt,Jump Shot,[],1629020,4.517082785808142,96.07843137254902,1610612750,25,17,2021-11-06T01:35:10Z,1180000,-230.0,-10.0,1,left,MISS J. Vanderbilt 3PT,[1629020],1610612750.0,MIN,,,,Vanderbilt,J. Vanderbilt,,,,,,,,23.06,Missed,,,,,,,,,,,,,,,
122,PT02M10.00S,2021-11-06T00:32:36.6Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612750,25,17,2021-11-06T01:36:30Z,1190000,,,0,,TEAM offensive REBOUND,[],1610612750.0,MIN,,,,,,,,,,,,,,,,,,,,,121.0,,,,,,,,
123,PT02M10.00S,2021-11-06T00:32:42.0Z,1,REGULAR,turnover,shot clock,['team'],0,,,1610612750,25,17,2021-11-06T01:36:22Z,1200000,,,0,,MIN shot clock Team TURNOVER,[],1610612750.0,MIN,,,,,,,,,,,,,,,,201245.0,,,,,,,,,,,,,
124,PT02M10.00S,2021-11-06T00:32:50.8Z,1,REGULAR,substitution,out,[],1627752,,,1610612746,25,17,2021-11-06T01:35:43Z,1210000,,,0,,SUB out: T. Prince,[1627752],1610612750.0,MIN,,,,Prince,T. Prince,,,,,,,,,,,,,,,,,,,,,,,,
125,PT02M10.00S,2021-11-06T00:32:50.8Z,1,REGULAR,substitution,in,[],1630162,,,1610612746,25,17,2021-11-06T01:35:43Z,1220000,,,0,,SUB in: A. Edwards,[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,,,,,,,,,,,,,,,,,,,
126,PT02M01.00S,2021-11-06T00:33:16.9Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629020,,,1610612746,25,17,2021-11-06T01:22:08Z,1230000,,,0,,J. Vanderbilt personal FOUL (1 PF) (Hartenstein 2 FT),"[1629020, 1628392]",1610612750.0,MIN,,,,Vanderbilt,J. Vanderbilt,,,,,,,,,,,202049.0,1.0,0.0,Hartenstein,1628392.0,,,,,,,,,
128,PT02M01.00S,2021-11-06T00:33:49.4Z,1,REGULAR,freethrow,1 of 2,['fromturnover'],1628392,,,1610612746,25,17,2021-11-06T01:22:08Z,1250000,,,0,,MISS I. Hartenstein Free Throw 1 of 2,[1628392],1610612746.0,LAC,,,,Hartenstein,I. Hartenstein,,,,,,,,,Missed,,,,,,,,,,,,,,,
129,PT02M01.00S,2021-11-06T00:33:49.4Z,1,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612746,25,17,2021-11-06T00:59:35Z,1260000,,,0,,TEAM offensive REBOUND,[],1610612746.0,LAC,,,,,,,,,,,,,,,,,,,,,128.0,,,,,,,,
130,PT02M01.00S,2021-11-06T00:33:50.5Z,1,REGULAR,substitution,out,[],1626157,,,1610612746,25,17,2021-11-06T00:34:01Z,1270000,,,0,,SUB out: K. Towns,[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,,,,,,,,,,,,,,,,,,,,
131,PT02M01.00S,2021-11-06T00:33:50.5Z,1,REGULAR,substitution,out,[],201587,,,1610612746,25,17,2021-11-06T00:34:01Z,1280000,,,0,,SUB out: N. Batum,[201587],1610612746.0,LAC,,,,Batum,N. Batum,,,,,,,,,,,,,,,,,,,,,,,,
132,PT02M01.00S,2021-11-06T00:33:50.5Z,1,REGULAR,substitution,in,[],1629675,,,1610612746,25,17,2021-11-06T00:34:01Z,1290000,,,0,,SUB in: N. Reid,[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,,,,,,,,,,,,,,,,,,,,
133,PT02M01.00S,2021-11-06T00:33:50.5Z,1,REGULAR,substitution,in,[],202339,,,1610612746,25,17,2021-11-06T00:34:01Z,1300000,,,0,,SUB in: E. Bledsoe,[202339],1610612746.0,LAC,,,,Bledsoe,E. Bledsoe,,,,,,,,,,,,,,,,,,,,,,,,
134,PT02M01.00S,2021-11-06T00:33:49.4Z,1,REGULAR,freethrow,2 of 2,['fromturnover'],1628392,,,1610612746,25,18,2021-11-06T01:22:08Z,1310000,,,0,,I. Hartenstein Free Throw 2 of 2 (1 PTS),[1628392],1610612746.0,LAC,,,,Hartenstein,I. Hartenstein,,,,,,,,,Made,1.0,,,,,,,,,,,,,,
135,PT01M51.00S,2021-11-06T00:34:18.9Z,1,REGULAR,3pt,Jump Shot,[],1630162,23.570959264126145,14.705882352941174,1610612750,25,18,2021-11-06T00:34:27Z,1320000,176.0,169.0,1,left,MISS A. Edwards 24' 3PT,[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,,,24.44,Missed,,,,,,,,,,,,,,,
136,PT01M46.00S,2021-11-06T00:34:23.9Z,1,REGULAR,rebound,defensive,[],1628379,,,1610612746,25,18,2021-11-06T00:34:27Z,1330000,,,0,,L. Kennard REBOUND (Off:0 Def:1),[1628379],1610612746.0,LAC,,,,Kennard,L. Kennard,,,,,,,,,,,,,,,,135.0,1.0,1.0,0.0,,,,,
215,PT01M42.00S,2021-11-06T00:34:24.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628392,93.2161629434954,50.73529411764706,1610612746,25,18,2021-11-06T00:50:07Z,1335000,4.0,11.0,1,right,MISS I. Hartenstein Layup - blocked,"[1628392, 1630162]",1610612746.0,LAC,,,,Hartenstein,I. Hartenstein,,,,,,,,1.19,Missed,,,,,,,,,,,,,,Edwards,1630162.0
216,PT01M42.00S,2021-11-06T00:34:24.1Z,1,REGULAR,block,,[],1630162,,,1610612746,25,18,2021-11-06T00:49:50Z,1337500,,,0,,A. Edwards BLOCK (1 BLK),[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,,,,,,,,,,,,,,,,,,,
217,PT01M41.00S,2021-11-06T00:34:25.1Z,1,REGULAR,rebound,offensive,[],1628392,,,1610612746,25,18,2021-11-06T00:50:07Z,1338750,,,0,,I. Hartenstein REBOUND (Off:1 Def:0),[1628392],1610612746.0,LAC,,,,Hartenstein,I. Hartenstein,,,,,,,,,,,,,,,,215.0,1.0,0.0,1.0,,,,,
137,PT01M40.00S,2021-11-06T00:34:29.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628392,91.77069645203679,43.38235294117647,1610612746,25,18,2021-11-06T00:51:48Z,1340000,-33.0,25.0,1,right,MISS I. Hartenstein putback Layup - blocked,"[1628392, 1630162]",1610612746.0,LAC,putback,,,Hartenstein,I. Hartenstein,,,,,,,,4.14,Missed,,,,,,,,,,,,,,Edwards,1630162.0
138,PT01M40.00S,2021-11-06T00:34:29.3Z,1,REGULAR,block,,[],1630162,,,1610612746,25,18,2021-11-06T00:34:31Z,1350000,,,0,,A. Edwards BLOCK (2 BLK),[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,,,,,,,,,,,,,,,,,,,
139,PT01M36.00S,2021-11-06T00:34:33.3Z,1,REGULAR,rebound,defensive,[],1629675,,,1610612750,25,18,2021-11-06T02:54:37Z,1360000,,,0,,N. Reid REBOUND (Off:0 Def:1),[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,,,,,,,,,,,,137.0,1.0,1.0,0.0,,,,,
248,PT01M36.00S,2021-11-06T00:34:43.2Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612750,25,18,2021-11-06T00:53:29Z,1365000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,PT01M34.00S,2021-11-06T00:34:57.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629675,6.750985545335084,47.05882352941176,1610612750,27,18,2021-11-06T00:35:05Z,1370000,15.0,11.0,1,left,N. Reid Layup (2 PTS) (J. McLaughlin 2 AST),"[1629675, 1629162]",1610612750.0,MIN,,,,Reid,N. Reid,,,,,,,,1.84,Made,2.0,,,,,,,,,,J. McLaughlin,1629162.0,2.0,,
142,PT01M34.00S,2021-11-06T00:34:59.6Z,1,REGULAR,foul,personal,['1freethrow'],202339,,,1610612750,27,18,2021-11-06T00:35:10Z,1390000,,,0,,E. Bledsoe shooting personal FOUL (1 PF) (Reid 1 FT),"[202339, 1629675]",1610612746.0,LAC,shooting,,,Bledsoe,E. Bledsoe,,,,,,,,,,,202056.0,1.0,0.0,Reid,1629675.0,,,,,,,,,
144,PT01M34.00S,2021-11-06T00:35:22.0Z,1,REGULAR,freethrow,1 of 1,[],1629675,,,1610612750,27,18,2021-11-06T00:35:22Z,1410000,,,0,,MISS N. Reid Free Throw 1 of 1,[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,,,,,Missed,,,,,,,,,,,,,,,
145,PT01M31.00S,2021-11-06T00:35:23.9Z,1,REGULAR,rebound,defensive,[],1628392,,,1610612746,27,18,2021-11-06T00:35:23Z,1420000,,,0,,I. Hartenstein REBOUND (Off:1 Def:1),[1628392],1610612746.0,LAC,,,,Hartenstein,I. Hartenstein,,,,,,,,,,,,,,,,144.0,2.0,1.0,1.0,,,,,
146,PT01M16.00S,2021-11-06T00:35:38.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628392,93.61038107752957,49.50980392156863,1610612746,27,20,2021-11-06T00:35:42Z,1430000,-2.0,8.0,1,right,I. Hartenstein cutting Layup (3 PTS) (L. Kennard 1 AST),"[1628392, 1628379]",1610612746.0,LAC,cutting,,,Hartenstein,I. Hartenstein,,,,,,,,0.8,Made,3.0,,,,,,,,,,L. Kennard,1628379.0,1.0,,
148,PT00M50.90S,2021-11-06T00:36:04.1Z,1,REGULAR,3pt,Jump Shot,[],1630162,31.980946123521676,28.431372549019613,1610612750,30,20,2021-11-06T00:36:09Z,1450000,108.0,248.0,1,left,A. Edwards 27' 3PT step back (5 PTS),[1630162],1610612750.0,MIN,step back,,,Edwards,A. Edwards,,,,,,,,27.05,Made,5.0,,,,,,,,,,,,,,
149,PT00M42.70S,2021-11-06T00:36:17.0Z,1,REGULAR,3pt,Jump Shot,[],1629611,93.87319316688567,94.8529411764706,1610612746,30,20,2021-11-06T00:36:24Z,1460000,224.0,5.0,1,right,MISS T. Mann 3PT,[1629611],1610612746.0,LAC,,,,Mann,T. Mann,,,,,,,,22.44,Missed,,,,,,,,,,,,,,,
150,PT00M38.00S,2021-11-06T00:36:21.7Z,1,REGULAR,rebound,offensive,[],1628392,,,1610612746,30,20,2021-11-06T00:36:29Z,1470000,,,0,,I. Hartenstein REBOUND (Off:2 Def:1),[1628392],1610612746.0,LAC,,,,Hartenstein,I. Hartenstein,,,,,,,,,,,,,,,,149.0,3.0,1.0,2.0,,,,,
151,PT00M31.00S,2021-11-06T00:36:29.7Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630162,,,1610612746,30,20,2021-11-06T00:36:37Z,1480000,,,0,,A. Edwards personal FOUL (2 PF) (Mann 2 FT),"[1630162, 1629611]",1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,,,,,,202049.0,2.0,0.0,Mann,1629611.0,,,,,,,,,
153,PT00M31.00S,2021-11-06T00:37:01.4Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],1629611,,,1610612746,30,20,2021-11-06T00:37:01Z,1500000,,,0,,MISS T. Mann Free Throw 1 of 2,[1629611],1610612746.0,LAC,,,,Mann,T. Mann,,,,,,,,,Missed,,,,,,,,,,,,,,,
154,PT00M31.00S,2021-11-06T00:37:01.4Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612746,30,20,2021-11-06T00:37:01Z,1510000,,,0,,TEAM offensive REBOUND,[],1610612746.0,LAC,,,,,,,,,,,,,,,,,,,,,153.0,,,,,,,,
155,PT00M31.00S,2021-11-06T00:37:16.9Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],1629611,,,1610612746,30,21,2021-11-06T00:37:17Z,1520000,,,0,,T. Mann Free Throw 2 of 2 (5 PTS),[1629611],1610612746.0,LAC,,,,Mann,T. Mann,,,,,,,,,Made,5.0,,,,,,,,,,,,,,
156,PT00M15.60S,2021-11-06T00:37:33.9Z,1,REGULAR,3pt,Jump Shot,[],1629675,4.385676741130098,96.32352941176471,1610612750,33,21,2021-11-06T00:37:40Z,1530000,-232.0,-11.0,1,left,N. Reid 3PT  (5 PTS) (A. Edwards 1 AST),"[1629675, 1630162]",1610612750.0,MIN,,,,Reid,N. Reid,,,,,,,,23.19,Made,5.0,,,,,,,,,,A. Edwards,1630162.0,1.0,,
158,PT00M04.20S,2021-11-06T00:37:48.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202704,91.50788436268068,35.294117647058826,1610612746,33,23,2021-11-06T00:37:54Z,1550000,-74.0,27.0,1,right,R. Jackson 7' driving floating bank Jump Shot (4 PTS),[202704],1610612746.0,LAC,driving floating bank,,,Jackson,R. Jackson,,,,,,,,7.84,Made,4.0,,,,,,,,,,,,,,
159,PT00M00.30S,2021-11-06T00:37:56.5Z,1,REGULAR,3pt,Jump Shot,[],1629162,51.034822601839686,46.32352941176471,1610612750,33,23,2021-11-06T00:39:16Z,1560000,18.0,427.0,1,left,MISS J. McLaughlin 42' 3PT,[1629162],1610612750.0,MIN,,,,McLaughlin,J. McLaughlin,,,,,,,,42.76,Missed,,,,,,,,,,,,,,,
160,PT00M00.10S,2021-11-06T00:37:56.7Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612750,33,23,2021-11-06T00:39:16Z,1570000,,,0,,TEAM offensive REBOUND,[],1610612750.0,MIN,,,,,,,,,,,,,,,,,,,,,159.0,,,,,,,,
161,PT00M00.00S,2021-11-06T00:38:03.0Z,1,REGULAR,period,end,[],0,,,1610612750,33,23,2021-11-06T00:38:03Z,1580000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162,PT12M00.00S,2021-11-06T00:40:16.2Z,2,REGULAR,substitution,out,['startperiod'],202704,,,1610612750,33,23,2021-11-06T00:40:28Z,1590000,,,0,,SUB out: R. Jackson,[202704],1610612746.0,LAC,,,,Jackson,R. Jackson,,,,,,,,,,,,,,,,,,,,,,,,
163,PT12M00.00S,2021-11-06T00:40:16.2Z,2,REGULAR,substitution,in,['startperiod'],202331,,,1610612750,33,23,2021-11-06T00:40:28Z,1600000,,,0,,SUB in: P. George,[202331],1610612746.0,LAC,,,,George,P. George,,,,,,,,,,,,,,,,,,,,,,,,
164,PT12M00.00S,2021-11-06T00:40:45.5Z,2,REGULAR,period,start,[],0,,,1610612746,33,23,2021-11-06T00:40:45Z,1610000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,PT11M51.00S,2021-11-06T00:40:54.3Z,2,REGULAR,2pt,Jump Shot,[],1628379,74.03088042049934,41.91176470588235,1610612746,33,25,2021-11-06T00:40:59Z,1620000,-40.0,192.0,1,right,L. Kennard 19' Jump Shot (2 PTS) (E. Bledsoe 2 AST),"[1628379, 202339]",1610612746.0,LAC,,,,Kennard,L. Kennard,,,,,,,,19.58,Made,2.0,,,,,,,,,,E. Bledsoe,202339.0,2.0,,
167,PT11M27.00S,2021-11-06T00:41:17.2Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1629675,12.66425755584757,48.0392156862745,1610612750,33,25,2021-11-06T00:41:24Z,1640000,10.0,67.0,1,left,MISS N. Reid 6' turnaround Hook,[1629675],1610612750.0,MIN,turnaround,,,Reid,N. Reid,,,,,,,,6.72,Missed,,,,,,,,,,,,,,,
168,PT11M26.00S,2021-11-06T00:41:18.2Z,2,REGULAR,rebound,offensive,[],1629020,,,1610612750,33,25,2021-11-06T00:41:37Z,1650000,,,0,,J. Vanderbilt REBOUND (Off:1 Def:1),[1629020],1610612750.0,MIN,,,,Vanderbilt,J. Vanderbilt,,,,,,,,,,,,,,,,167.0,2.0,1.0,1.0,,,,,
169,PT11M25.00S,2021-11-06T00:41:24.5Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612750,33,25,2021-11-06T00:41:24Z,1660000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170,PT11M16.00S,2021-11-06T00:41:43.7Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629162,9.510512483574246,57.35294117647059,1610612750,35,25,2021-11-06T00:41:47Z,1670000,-37.0,37.0,1,left,J. McLaughlin driving reverse Layup (2 PTS),[1629162],1610612750.0,MIN,driving reverse,,,McLaughlin,J. McLaughlin,,,,,,,,5.21,Made,2.0,,,,,,,,,,,,,,
171,PT10M50.00S,2021-11-06T00:42:08.7Z,2,REGULAR,2pt,Jump Shot,[],202331,94.53022339027595,77.20588235294117,1610612746,35,27,2021-11-06T00:42:14Z,1680000,136.0,-1.0,1,right,P. George 13' turnaround Jump Shot (6 PTS),[202331],1610612746.0,LAC,turnaround,,,George,P. George,,,,,,,,13.6,Made,6.0,,,,,,,,,,,,,,
172,PT10M29.00S,2021-11-06T00:42:31.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629020,5.305519053876466,52.69607843137255,1610612750,35,27,2021-11-06T00:42:42Z,1690000,-13.0,-3.0,1,left,MISS J. Vanderbilt Layup - blocked,"[1629020, 1628392]",1610612750.0,MIN,,,,Vanderbilt,J. Vanderbilt,,,,,,,,1.37,Missed,,,,,,,,,,,,,,Hartenstein,1628392.0
175,PT10M29.00S,2021-11-06T00:42:31.0Z,2,REGULAR,block,,[],1628392,,,1610612750,35,27,2021-11-06T00:42:42Z,1695000,,,0,,I. Hartenstein BLOCK (1 BLK),[1628392],1610612746.0,LAC,,,,Hartenstein,I. Hartenstein,,,,,,,,,,,,,,,,,,,,,,,,
173,PT10M24.00S,2021-11-06T00:42:36.0Z,2,REGULAR,rebound,defensive,[],1628379,,,1610612746,35,27,2021-11-06T00:42:42Z,1700000,,,0,,L. Kennard REBOUND (Off:0 Def:2),[1628379],1610612746.0,LAC,,,,Kennard,L. Kennard,,,,,,,,,,,,,,,,172.0,2.0,2.0,0.0,,,,,
174,PT10M18.00S,2021-11-06T00:42:41.5Z,2,REGULAR,turnover,bad pass,[],1628379,,,1610612746,35,27,2021-11-06T00:42:45Z,1710000,,,0,,L. Kennard bad pass TURNOVER (1 TO),"[1628379, 1627736]",1610612746.0,LAC,,,,Kennard,L. Kennard,,,,,1.0,Beasley,1627736.0,,,,,,,,,,,,,,,,,
176,PT10M18.00S,2021-11-06T00:42:41.5Z,2,REGULAR,steal,,[],1627736,,,1610612750,35,27,2021-11-06T00:42:44Z,1720000,,,0,,M. Beasley STEAL (1 STL),[1627736],1610612750.0,MIN,,,,Beasley,M. Beasley,,,,,,,,,,,,,,,,,,,,,,,,
177,PT10M09.00S,2021-11-06T00:42:49.7Z,2,REGULAR,2pt,Jump Shot,['fromturnover'],1627736,9.379106438896187,24.509803921568633,1610612750,35,27,2021-11-06T00:42:54Z,1730000,127.0,36.0,1,left,MISS M. Beasley 13' pullup Shot,[1627736],1610612750.0,MIN,pullup,,,Beasley,M. Beasley,,,,,,,,13.24,Missed,,,,,,,,,,,,,,,
178,PT10M07.00S,2021-11-06T00:42:52.3Z,2,REGULAR,rebound,offensive,[],1629020,,,1610612750,35,27,2021-11-06T00:42:52Z,1740000,,,0,,J. Vanderbilt REBOUND (Off:2 Def:1),[1629020],1610612750.0,MIN,,,,Vanderbilt,J. Vanderbilt,,,,,,,,,,,,,,,,177.0,3.0,1.0,2.0,,,,,
179,PT10M03.00S,2021-11-06T00:42:55.9Z,2,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1629675,32.37516425755584,54.90196078431372,1610612750,38,27,2021-11-06T00:43:01Z,1750000,-25.0,252.0,1,left,N. Reid 25' 3PT  (8 PTS) (A. Edwards 2 AST),"[1629675, 1630162]",1610612750.0,MIN,,,,Reid,N. Reid,,,,,,,,25.3,Made,8.0,,,,,,,,,,A. Edwards,1630162.0,2.0,,
