actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,turnoverTotal,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,value
2,PT12M00.00S,2022-01-31T01:10:32.0Z,1,REGULAR,period,start,[],0,,,0,0,0,2022-01-31T01:10:32Z,20000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M58.00S,2022-01-31T01:10:33.7Z,1,REGULAR,jumpball,recovered,[],1629020,,,1610612750,0,0,2022-01-31T01:10:33Z,40000,,,0,,Jump Ball K. Towns vs. H. Whiteside: Tip to J. Vanderbilt,"[1629020, 1626157, 202355]",1610612750.0,MIN,startperiod,J. Vanderbilt,1629020.0,Vanderbilt,J. Vanderbilt,Towns,1626157.0,Whiteside,202355.0,,,,,,,,,,,,,,,,,,,,,
7,PT11M49.00S,2022-01-31T01:10:44.2Z,1,REGULAR,turnover,out-of-bounds,[],1630162,,,1610612750,0,0,2022-01-31T01:10:50Z,70000,,,0,,A. Edwards bad pass out-of-bounds TURNOVER (1 TO),[1630162],1610612750.0,MIN,bad pass,,,Edwards,A. Edwards,,,,,1626301.0,1.0,,,,,,,,,,,,,,,,,,,
8,PT11M27.00S,2022-01-31T01:11:10.8Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1626220,31.225361366622867,29.411764705882355,1610612762,0,0,2022-01-31T01:11:15Z,80000,103.0,241.0,1,left,MISS R. O'Neale 26' 3PT,[1626220],1610612762.0,UTA,,,,O'Neale,R. O'Neale,,,,,,,26.2,Missed,,,,,,,,,,,,,,,,,
9,PT11M23.00S,2022-01-31T01:11:14.8Z,1,REGULAR,rebound,defensive,[],1627736,,,1610612750,0,0,2022-01-31T01:11:15Z,90000,,,0,,M. Beasley REBOUND (Off:0 Def:1),[1627736],1610612750.0,MIN,,,,Beasley,M. Beasley,,,,,,,,,8.0,1.0,1.0,0.0,,,,,,,,,,,,,
10,PT11M13.00S,2022-01-31T01:11:23.6Z,1,REGULAR,2pt,Jump Shot,[],1627736,86.02168199737189,77.45098039215686,1610612750,0,0,2022-01-31T01:11:29Z,100000,137.0,79.0,1,right,MISS M. Beasley 15' pullup Shot,[1627736],1610612750.0,MIN,pullup,,,Beasley,M. Beasley,,,,,,,15.84,Missed,,,,,,,,,,,,,,,,,
11,PT11M11.00S,2022-01-31T01:11:25.6Z,1,REGULAR,rebound,defensive,[],204060,,,1610612762,0,0,2022-01-31T01:11:29Z,110000,,,0,,J. Ingles REBOUND (Off:0 Def:1),[204060],1610612762.0,UTA,,,,Ingles,J. Ingles,,,,,,,,,10.0,1.0,1.0,0.0,,,,,,,,,,,,,
12,PT11M02.00S,2022-01-31T01:11:34.5Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],202355,8.360709592641262,51.71568627450981,1610612762,0,0,2022-01-31T01:12:11Z,120000,-9.0,26.0,1,left,MISS H. Whiteside Hook,[202355],1610612762.0,UTA,,,,Whiteside,H. Whiteside,,,,,,,2.75,Missed,,,,,,,,,,,,,,,,,
13,PT11M00.00S,2022-01-31T01:11:36.5Z,1,REGULAR,rebound,defensive,[],1626157,,,1610612750,0,0,2022-01-31T01:11:38Z,130000,,,0,,K. Towns REBOUND (Off:0 Def:1),[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,,,,,12.0,1.0,1.0,0.0,,,,,,,,,,,,,
18,PT10M55.00S,2022-01-31T01:11:56.3Z,1,REGULAR,turnover,offensive goaltending,[],1629020,,,1610612750,0,0,2022-01-31T01:13:07Z,140000,,,0,,J. Vanderbilt offensive goaltending TURNOVER (1 TO),[1629020],1610612750.0,MIN,,,,Vanderbilt,J. Vanderbilt,,,,,204059.0,1.0,,,,,,,,,,,,,,,,,,,
