actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId
2,PT12M00.00S,2022-03-26T00:10:59.3Z,1,REGULAR,period,start,[],0,,,0,0,0,2022-03-26T00:10:59Z,20000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M58.00S,2022-03-26T00:11:01.4Z,1,REGULAR,jumpball,recovered,[],1630162,,,1610612750,0,0,2022-03-26T00:11:01Z,40000,,,0,,Jump Ball K. Towns vs. D. Powell: Tip to A. Edwards,"[1630162, 1626157, 203939]",1610612750.0,MIN,startperiod,A. Edwards,1630162.0,Edwards,A. Edwards,Towns,1626157.0,Powell,203939.0,,,,,,,,,,,,,,,,,,,,
7,PT11M48.00S,2022-03-26T00:11:11.8Z,1,REGULAR,3pt,Jump Shot,[],1626157,25.312089356110377,14.950980392156863,1610612750,3,0,2022-03-26T00:11:16Z,70000,175.0,185.0,1,left,K. Towns 25' 3PT  (3 PTS) (D. Russell 1 AST),"[1626157, 1626156]",1610612750.0,MIN,,,,Towns,K. Towns,,,,,25.51,Made,3.0,D. Russell,1626156.0,1.0,,,,,,,,,,,,,,
9,PT11M24.00S,2022-03-26T00:11:35.3Z,1,REGULAR,3pt,Jump Shot,[],203493,74.45795006570303,14.215686274509803,1610612742,3,0,2022-03-26T00:11:41Z,90000,-179.0,188.0,1,right,MISS R. Bullock 25' 3PT,[203493],1610612742.0,DAL,,,,Bullock,R. Bullock,,,,,25.92,Missed,,,,,,,,,,,,,,,,,,
10,PT11M20.00S,2022-03-26T00:11:39.3Z,1,REGULAR,rebound,defensive,[],1630162,,,1610612750,3,0,2022-03-26T00:11:41Z,100000,,,0,,A. Edwards REBOUND (Off:0 Def:1),[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,,,,,,9.0,1.0,1.0,0.0,,,,,,,,,,
11,PT11M16.00S,2022-03-26T00:11:42.9Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1626156,18.74178712220762,6.372549019607843,1610612750,3,0,2022-03-26T00:11:51Z,110000,218.0,124.0,1,left,MISS D. Russell 25' 3PT,[1626156],1610612750.0,MIN,,,,Russell,D. Russell,,,,,25.07,Missed,,,,,,,,,,,,,,,,,,
12,PT11M14.00S,2022-03-26T00:11:44.9Z,1,REGULAR,rebound,defensive,[],1629029,,,1610612742,3,0,2022-03-26T00:11:51Z,120000,,,0,,L. Doncic REBOUND (Off:0 Def:1),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,,,,11.0,1.0,1.0,0.0,,,,,,,,,,
13,PT10M59.00S,2022-03-26T00:12:01.7Z,1,REGULAR,foul,personal,['2freethrow'],1630162,,,1610612742,3,0,2022-03-26T00:12:08Z,130000,,,0,,A. Edwards shooting personal FOUL (1 PF) (Brunson 2 FT),"[1630162, 1628973]",1610612750.0,MIN,shooting,,,Edwards,A. Edwards,,,,,,,,,,,,,,,1162.0,1.0,0.0,Brunson,1628973.0,,,,,
15,PT10M59.00S,2022-03-26T00:12:29.6Z,1,REGULAR,freethrow,1 of 2,[],1628973,,,1610612742,3,1,2022-03-26T00:12:29Z,150000,,,0,,J. Brunson Free Throw 1 of 2 (1 PTS),[1628973],1610612742.0,DAL,,,,Brunson,J. Brunson,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
16,PT10M59.00S,2022-03-26T00:12:48.0Z,1,REGULAR,freethrow,2 of 2,[],1628973,,,1610612742,3,2,2022-03-26T00:12:48Z,160000,,,0,,J. Brunson Free Throw 2 of 2 (2 PTS),[1628973],1610612742.0,DAL,,,,Brunson,J. Brunson,,,,,,Made,2.0,,,,,,,,,,,,,,,,,
17,PT10M39.00S,2022-03-26T00:13:09.7Z,1,REGULAR,3pt,Jump Shot,[],1630162,7.966491458607096,93.87254901960785,1610612750,3,2,2022-03-26T00:13:16Z,170000,-219.0,22.0,1,left,MISS A. Edwards 3PT,[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,22.05,Missed,,,,,,,,,,,,,,,,,,
18,PT10M34.00S,2022-03-26T00:13:14.7Z,1,REGULAR,rebound,defensive,[],1628973,,,1610612742,3,2,2022-03-26T00:13:16Z,180000,,,0,,J. Brunson REBOUND (Off:0 Def:1),[1628973],1610612742.0,DAL,,,,Brunson,J. Brunson,,,,,,,,,,,17.0,1.0,1.0,0.0,,,,,,,,,,
19,PT10M30.00S,2022-03-26T00:13:17.5Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],203493,94.03745072273325,95.83333333333334,1610612742,3,2,2022-03-26T00:13:24Z,190000,229.0,4.0,1,right,MISS R. Bullock 3PT,[203493],1610612742.0,DAL,,,,Bullock,R. Bullock,,,,,22.92,Missed,,,,,,,,,,,,,,,,,,
20,PT10M27.00S,2022-03-26T00:13:20.5Z,1,REGULAR,rebound,defensive,[],1629020,,,1610612750,3,2,2022-03-26T00:13:24Z,200000,,,0,,J. Vanderbilt REBOUND (Off:0 Def:1),[1629020],1610612750.0,MIN,,,,Vanderbilt,J. Vanderbilt,,,,,,,,,,,19.0,1.0,1.0,0.0,,,,,,,,,,
21,PT10M19.00S,2022-03-26T00:13:34.1Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612750,3,2,2022-03-26T00:13:34Z,210000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,PT10M11.00S,2022-03-26T00:13:50.2Z,1,REGULAR,3pt,Jump Shot,[],1626156,25.706307490144546,16.176470588235293,1610612750,3,2,2022-03-26T00:13:55Z,220000,169.0,189.0,1,left,MISS D. Russell 25' 3PT,[1626156],1610612750.0,MIN,,,,Russell,D. Russell,,,,,25.37,Missed,,,,,,,,,,,,,,,,,,
23,PT10M08.00S,2022-03-26T00:13:53.2Z,1,REGULAR,rebound,defensive,[],1629029,,,1610612742,3,2,2022-03-26T00:13:55Z,230000,,,0,,L. Doncic REBOUND (Off:0 Def:2),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,,,,22.0,2.0,2.0,0.0,,,,,,,,,,
24,PT09M59.00S,2022-03-26T00:14:02.3Z,1,REGULAR,3pt,Jump Shot,[],1628973,75.24638633377135,82.59803921568627,1610612742,3,5,2022-03-26T00:14:07Z,240000,163.0,180.0,1,right,J. Brunson 24' 3PT  (5 PTS) (D. Powell 1 AST),"[1628973, 203939]",1610612742.0,DAL,,,,Brunson,J. Brunson,,,,,24.3,Made,5.0,D. Powell,203939.0,1.0,,,,,,,,,,,,,,
26,PT09M46.00S,2022-03-26T00:14:15.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1626157,6.1268068331143235,50.73529411764706,1610612750,5,5,2022-03-26T00:14:19Z,260000,-4.0,5.0,1,left,K. Towns driving Layup (5 PTS),[1626157],1610612750.0,MIN,driving,,,Towns,K. Towns,,,,,0.63,Made,5.0,,,,,,,,,,,,,,,,,
27,PT09M36.00S,2022-03-26T00:14:25.6Z,1,REGULAR,3pt,Jump Shot,[],1629029,67.23061760840999,72.54901960784314,1610612742,5,5,2022-03-26T00:14:31Z,270000,113.0,256.0,1,right,MISS L. Doncic 27' pullup 3PT,[1629029],1610612742.0,DAL,pullup,,,Doncic,L. Doncic,,,,,27.93,Missed,,,,,,,,,,,,,,,,,,
28,PT09M33.00S,2022-03-26T00:14:28.6Z,1,REGULAR,rebound,defensive,[],1629020,,,1610612750,5,5,2022-03-26T00:14:31Z,280000,,,0,,J. Vanderbilt REBOUND (Off:0 Def:2),[1629020],1610612750.0,MIN,,,,Vanderbilt,J. Vanderbilt,,,,,,,,,,,27.0,2.0,2.0,0.0,,,,,,,,,,
29,PT09M17.00S,2022-03-26T00:14:44.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],201976,7.5722733245729295,51.71568627450981,1610612750,7,5,2022-03-26T00:14:49Z,290000,-9.0,19.0,1,left,P. Beverley driving reverse Layup (2 PTS),[201976],1610612750.0,MIN,driving reverse,,,Beverley,P. Beverley,,,,,2.06,Made,2.0,,,,,,,,,,,,,,,,,
30,PT08M58.00S,2022-03-26T00:15:03.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629029,92.37844940867281,54.614736519607845,1610612742,7,7,2022-03-26T00:15:09Z,300000,23.0,19.0,1,right,L. Doncic driving finger roll Layup (2 PTS),[1629029],1610612742.0,DAL,driving finger roll,,,Doncic,L. Doncic,,,,,3.0,Made,2.0,,,,,,,,,,,,,,,,,
31,PT08M44.00S,2022-03-26T00:15:17.0Z,1,REGULAR,2pt,Jump Shot,[],1626156,20.71287779237845,72.30392156862744,1610612750,9,7,2022-03-26T00:15:23Z,310000,-112.0,142.0,1,left,D. Russell 18' step back Jump Shot (2 PTS),[1626156],1610612750.0,MIN,step back,,,Russell,D. Russell,,,,,18.07,Made,2.0,,,,,,,,,,,,,,,,,
32,PT08M25.00S,2022-03-26T00:15:35.6Z,1,REGULAR,3pt,Jump Shot,[],1627827,95.0886990801577,4.166666666666666,1610612742,9,10,2022-03-26T00:15:40Z,320000,-229.0,-6.0,1,right,D. Finney-Smith 3PT  (3 PTS) (L. Doncic 1 AST),"[1627827, 1629029]",1610612742.0,DAL,,,,Finney-Smith,D. Finney-Smith,,,,,22.93,Made,3.0,L. Doncic,1629029.0,1.0,,,,,,,,,,,,,,
34,PT08M12.00S,2022-03-26T00:15:48.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629020,5.995400788436268,50.0,1610612750,11,10,2022-03-26T00:15:54Z,340000,0.0,4.0,1,left,J. Vanderbilt cutting Layup (2 PTS) (P. Beverley 1 AST),"[1629020, 201976]",1610612750.0,MIN,cutting,,,Vanderbilt,J. Vanderbilt,,,,,0.39,Made,2.0,P. Beverley,201976.0,1.0,,,,,,,,,,,,,,
36,PT07M53.00S,2022-03-26T00:16:08.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629029,83.919185282523,49.50980392156863,1610612742,11,10,2022-03-26T00:16:14Z,360000,-2.0,99.0,1,right,MISS L. Doncic 9' turnaround fadeaway Shot,[1629029],1610612742.0,DAL,turnaround fadeaway,,,Doncic,L. Doncic,,,,,9.87,Missed,,,,,,,,,,,,,,,,,,
37,PT07M50.00S,2022-03-26T00:16:11.2Z,1,REGULAR,rebound,defensive,[],1626156,,,1610612750,11,10,2022-03-26T00:16:46Z,370000,,,0,,D. Russell REBOUND (Off:0 Def:1),[1626156],1610612750.0,MIN,,,,Russell,D. Russell,,,,,,,,,,,36.0,1.0,1.0,0.0,,,,,,,,,,
38,PT07M43.00S,2022-03-26T00:16:18.0Z,1,REGULAR,3pt,Jump Shot,[],1626156,30.699737187910642,70.34313725490196,1610612750,11,10,2022-03-26T00:16:25Z,380000,-102.0,236.0,1,left,MISS D. Russell 25' pullup 3PT,[1626156],1610612750.0,MIN,pullup,,,Russell,D. Russell,,,,,25.71,Missed,,,,,,,,,,,,,,,,,,
39,PT07M40.00S,2022-03-26T00:16:21.0Z,1,REGULAR,rebound,defensive,[],203939,,,1610612742,11,10,2022-03-26T00:16:25Z,390000,,,0,,D. Powell REBOUND (Off:0 Def:1),[203939],1610612742.0,DAL,,,,Powell,D. Powell,,,,,,,,,,,38.0,1.0,1.0,0.0,,,,,,,,,,
40,PT07M22.00S,2022-03-26T00:16:39.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203939,94.30026281208936,49.754901960784316,1610612742,11,12,2022-03-26T00:16:47Z,400000,-1.0,1.0,1,right,D. Powell driving finger roll Layup (2 PTS) (L. Doncic 2 AST),"[203939, 1629029]",1610612742.0,DAL,driving finger roll,,,Powell,D. Powell,,,,,0.16,Made,2.0,L. Doncic,1629029.0,2.0,,,,,,,,,,,,,,
42,PT07M11.00S,2022-03-26T00:16:49.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1626157,9.149145860709593,52.94117647058824,1610612750,11,12,2022-03-26T00:16:54Z,420000,-15.0,34.0,1,left,MISS K. Towns driving Layup,[1626157],1610612750.0,MIN,driving,,,Towns,K. Towns,,,,,3.66,Missed,,,,,,,,,,,,,,,,,,
43,PT07M10.00S,2022-03-26T00:16:50.8Z,1,REGULAR,rebound,defensive,[],1628973,,,1610612742,11,12,2022-03-26T00:16:54Z,430000,,,0,,J. Brunson REBOUND (Off:0 Def:2),[1628973],1610612742.0,DAL,,,,Brunson,J. Brunson,,,,,,,,,,,42.0,2.0,2.0,0.0,,,,,,,,,,
44,PT07M05.00S,2022-03-26T00:16:58.8Z,1,REGULAR,foul,personal,[],1630162,,,1610612742,11,12,2022-03-26T00:17:10Z,440000,,,0,,A. Edwards personal FOUL (2 PF),"[1630162, 203939]",1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,,,,,,,,,,1627534.0,2.0,0.0,Powell,203939.0,,,,,
46,PT07M05.00S,2022-03-26T00:17:08.6Z,1,REGULAR,substitution,out,[],1630162,,,1610612742,11,12,2022-03-26T00:17:12Z,460000,,,0,,SUB out: A. Edwards,[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,,,,,,,,,,,,,,,,,,,
47,PT07M05.00S,2022-03-26T00:17:08.6Z,1,REGULAR,substitution,in,[],1627736,,,1610612742,11,12,2022-03-26T00:17:12Z,470000,,,0,,SUB in: M. Beasley,[1627736],1610612750.0,MIN,,,,Beasley,M. Beasley,,,,,,,,,,,,,,,,,,,,,,,,
48,PT07M05.00S,2022-03-26T00:17:24.3Z,1,REGULAR,violation,delay-of-game,['team'],0,,,1610612742,11,12,2022-03-26T00:17:33Z,480000,,,0,,TEAM delay-of-game VIOLATION,[],1610612750.0,MIN,,,,,,,,,,,,,,,,,,,,200834.0,,,,,,,,,
49,PT06M47.00S,2022-03-26T00:17:53.7Z,1,REGULAR,2pt,Jump Shot,[],1629029,87.07293035479631,66.17647058823529,1610612742,11,14,2022-03-26T00:17:58Z,490000,81.0,69.0,1,right,L. Doncic 10' turnaround fadeaway Jump Shot (4 PTS),[1629029],1610612742.0,DAL,turnaround fadeaway,,,Doncic,L. Doncic,,,,,10.63,Made,4.0,,,,,,,,,,,,,,,,,
