actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotResult,pointsTotal,shotActionNumber,shotDistance,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId,value
534,PT03M19.00S,2022-03-08T02:55:33.3Z,3,REGULAR,rebound,defensive,[],1628404,,,1610612757,81,55,2022-03-08T02:55:35Z,5200000,,,0,,J. Hart REBOUND (Off:0 Def:5),[1628404],1610612757.0,POR,,,,Hart,J. Hart,,,,,,,,,,,,533.0,,5.0,5.0,0.0,,,,,,,,,
535,PT03M08.00S,2022-03-08T02:55:44.7Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630314,6.652431011826544,51.9607843137255,1610612757,81,55,2022-03-08T02:55:56Z,5210000,-10.0,10.0,1,left,MISS B. Williams driving Layup,[1630314],1610612757.0,POR,driving,,,Williams,B. Williams,,,,,,,,,,Missed,,,1.4,,,,,,,,,,,,
536,PT03M07.00S,2022-03-08T02:55:45.7Z,3,REGULAR,rebound,defensive,[],1629162,,,1610612750,81,55,2022-03-08T02:55:56Z,5220000,,,0,,J. McLaughlin REBOUND (Off:0 Def:2),[1629162],1610612750.0,MIN,,,,McLaughlin,J. McLaughlin,,,,,,,,,,,,535.0,,2.0,2.0,0.0,,,,,,,,,
537,PT03M02.00S,2022-03-08T02:55:50.6Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1627736,85.3646517739816,3.431372549019608,1610612750,84,55,2022-03-08T02:58:09Z,5230000,-233.0,85.0,1,right,M. Beasley 24' 3PT pullup (16 PTS) (J. McLaughlin 4 AST),"[1627736, 1629162]",1610612750.0,MIN,pullup,,,Beasley,M. Beasley,,,,,,,,,,Made,16.0,,24.79,,,,J. McLaughlin,1629162.0,4.0,,,,,,
539,PT02M44.00S,2022-03-08T02:56:08.1Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630535,8.09789750328515,53.92156862745098,1610612757,84,55,2022-03-08T02:56:12Z,5250000,-20.0,24.0,1,left,MISS G. Brown III driving Layup,[1630535],1610612757.0,POR,driving,,,Brown III,G. Brown III,,,,,,,,,,Missed,,,3.07,,,,,,,,,,,,
540,PT02M41.00S,2022-03-08T02:56:11.1Z,3,REGULAR,rebound,defensive,[],1627752,,,1610612750,84,55,2022-03-08T02:56:12Z,5260000,,,0,,T. Prince REBOUND (Off:0 Def:2),[1627752],1610612750.0,MIN,,,,Prince,T. Prince,,,,,,,,,,,,539.0,,2.0,2.0,0.0,,,,,,,,,
541,PT02M39.00S,2022-03-08T02:56:13.6Z,3,REGULAR,turnover,bad pass,[],1627752,,,1610612750,84,55,2022-03-08T02:56:20Z,5270000,,,0,,T. Prince bad pass TURNOVER (4 TO),"[1627752, 1630190]",1610612750.0,MIN,,,,Prince,T. Prince,,,,,,,,,,,,,,,,,,,,,,4.0,Hughes,1630190.0,
542,PT02M39.00S,2022-03-08T02:56:13.6Z,3,REGULAR,steal,,[],1630190,,,1610612757,84,55,2022-03-08T02:56:15Z,5280000,,,0,,E. Hughes STEAL (1 STL),[1630190],1610612757.0,POR,,,,Hughes,E. Hughes,,,,,,,,,,,,,,,,,,,,,,,,,
543,PT02M35.00S,2022-03-08T02:56:17.4Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630535,6.258212877792378,49.26470588235294,1610612757,84,55,2022-03-08T02:56:26Z,5290000,4.0,6.0,1,left,MISS G. Brown III Layup - blocked,"[1630535, 1629675]",1610612757.0,POR,,,,Brown III,G. Brown III,,,,,,,,,,Missed,,,0.73,,,,,,,Reid,1629675.0,,,,
544,PT02M35.00S,2022-03-08T02:56:17.4Z,3,REGULAR,block,,[],1629675,,,1610612757,84,55,2022-03-08T02:56:19Z,5300000,,,0,,N. Reid BLOCK (1 BLK),[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,,,,,,,,,,,,,,,,,,,,,
545,PT02M32.00S,2022-03-08T02:56:20.4Z,3,REGULAR,rebound,defensive,[],1627736,,,1610612750,84,55,2022-03-08T03:02:24Z,5310000,,,0,,M. Beasley REBOUND (Off:0 Def:1),[1627736],1610612750.0,MIN,,,,Beasley,M. Beasley,,,,,,,,,,,,543.0,,1.0,1.0,0.0,,,,,,,,,
546,PT02M29.00S,2022-03-08T02:56:26.1Z,3,REGULAR,foul,personal,['2freethrow'],1630314,,,1610612750,84,55,2022-03-08T02:57:10Z,5320000,,,0,,B. Williams shooting personal FOUL (4 PF) (McLaughlin 2 FT),"[1630314, 1629162]",1610612757.0,POR,shooting,,,Williams,B. Williams,,,,,1628171.0,4.0,0.0,McLaughlin,1629162.0,,,,,,,,,,,,,,,,
548,PT02M29.00S,2022-03-08T02:57:03.2Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612750,84,55,2022-03-08T02:57:03Z,5340000,,,0,,MIN Timeout,[],1610612750.0,MIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
549,PT02M29.00S,2022-03-08T02:58:56.3Z,3,REGULAR,substitution,out,[],1630535,,,1610612750,84,55,2022-03-08T02:59:24Z,5350000,,,0,,SUB out: G. Brown III,[1630535],1610612757.0,POR,,,,Brown III,G. Brown III,,,,,,,,,,,,,,,,,,,,,,,,,
550,PT02M29.00S,2022-03-08T02:58:56.3Z,3,REGULAR,substitution,out,[],1628404,,,1610612750,84,55,2022-03-08T02:59:24Z,5360000,,,0,,SUB out: J. Hart,[1628404],1610612757.0,POR,,,,Hart,J. Hart,,,,,,,,,,,,,,,,,,,,,,,,,
551,PT02M29.00S,2022-03-08T02:58:56.3Z,3,REGULAR,substitution,in,[],1629234,,,1610612750,84,55,2022-03-08T02:59:24Z,5370000,,,0,,SUB in: D. Eubanks,[1629234],1610612757.0,POR,,,,Eubanks,D. Eubanks,,,,,,,,,,,,,,,,,,,,,,,,,
552,PT02M29.00S,2022-03-08T02:58:56.3Z,3,REGULAR,substitution,in,[],1629833,,,1610612750,84,55,2022-03-08T02:59:24Z,5380000,,,0,,SUB in: K. Blevins,[1629833],1610612757.0,POR,,,,Blevins,K. Blevins,,,,,,,,,,,,,,,,,,,,,,,,,
553,PT02M29.00S,2022-03-08T02:59:33.5Z,3,REGULAR,freethrow,1 of 2,[],1629162,,,1610612750,84,55,2022-03-08T02:59:33Z,5390000,,,0,,MISS J. McLaughlin Free Throw 1 of 2,[1629162],1610612750.0,MIN,,,,McLaughlin,J. McLaughlin,,,,,,,,,,Missed,,,,,,,,,,,,,,,
554,PT02M29.00S,2022-03-08T02:59:33.5Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612750,84,55,2022-03-08T02:59:33Z,5400000,,,0,,TEAM offensive REBOUND,[],1610612750.0,MIN,,,,,,,,,,,,,,,,,553.0,,,,,,,,,,,,,
555,PT02M29.00S,2022-03-08T02:59:46.8Z,3,REGULAR,freethrow,2 of 2,[],1629162,,,1610612750,85,55,2022-03-08T02:59:46Z,5410000,,,0,,J. McLaughlin Free Throw 2 of 2 (11 PTS),[1629162],1610612750.0,MIN,,,,McLaughlin,J. McLaughlin,,,,,,,,,,Made,11.0,,,,,,,,,,,,,,
556,PT02M13.00S,2022-03-08T03:00:04.0Z,3,REGULAR,3pt,Jump Shot,[],1630314,19.267411300919843,91.42156862745098,1610612757,85,55,2022-03-08T03:00:09Z,5420000,-207.0,129.0,1,left,MISS B. Williams 24' step back 3PT,[1630314],1610612757.0,POR,step back,,,Williams,B. Williams,,,,,,,,,,Missed,,,24.38,,,,,,,,,,,,
557,PT02M10.00S,2022-03-08T03:00:07.0Z,3,REGULAR,rebound,defensive,[],1627752,,,1610612750,85,55,2022-03-08T03:00:09Z,5430000,,,0,,T. Prince REBOUND (Off:0 Def:3),[1627752],1610612750.0,MIN,,,,Prince,T. Prince,,,,,,,,,,,,556.0,,3.0,3.0,0.0,,,,,,,,,
558,PT02M02.00S,2022-03-08T03:00:15.0Z,3,REGULAR,3pt,Jump Shot,[],1627752,69.59592641261499,30.637254901960787,1610612750,85,55,2022-03-08T03:00:29Z,5440000,-97.0,233.0,1,right,MISS T. Prince 25' step back 3PT,[1627752],1610612750.0,MIN,step back,,,Prince,T. Prince,,,,,,,,,,Missed,,,25.26,,,,,,,,,,,,
559,PT01M59.00S,2022-03-08T03:00:18.5Z,3,REGULAR,rebound,offensive,[],1629162,,,1610612750,85,55,2022-03-08T03:00:18Z,5450000,,,0,,J. McLaughlin REBOUND (Off:1 Def:2),[1629162],1610612750.0,MIN,,,,McLaughlin,J. McLaughlin,,,,,,,,,,,,558.0,,3.0,2.0,1.0,,,,,,,,,
560,PT01M55.00S,2022-03-08T03:00:22.4Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1627736,84.31340341655716,94.36274509803921,1610612750,85,55,2022-03-08T03:00:32Z,5460000,222.0,95.0,1,right,MISS M. Beasley 24' step back 3PT,[1627736],1610612750.0,MIN,step back,,,Beasley,M. Beasley,,,,,,,,,,Missed,,,24.13,,,,,,,,,,,,
561,PT01M53.00S,2022-03-08T03:00:26.7Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612750,85,55,2022-03-08T03:00:26Z,5470000,,,0,,TEAM offensive REBOUND,[],1610612750.0,MIN,,,,,,,,,,,,,,,,,560.0,,,,,,,,,,,,,
562,PT01M53.00S,2022-03-08T03:00:27.8Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612750,85,55,2022-03-08T03:00:27Z,5480000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
563,PT01M51.00S,2022-03-08T03:00:45.2Z,3,REGULAR,turnover,bad pass,[],1629162,,,1610612750,85,55,2022-03-08T03:00:49Z,5490000,,,0,,J. McLaughlin bad pass TURNOVER (2 TO),"[1629162, 1630314]",1610612750.0,MIN,,,,McLaughlin,J. McLaughlin,,,,,,,,,,,,,,,,,,,,,,2.0,Williams,1630314.0,
564,PT01M51.00S,2022-03-08T03:00:45.2Z,3,REGULAR,steal,,[],1630314,,,1610612757,85,55,2022-03-08T03:00:46Z,5500000,,,0,,B. Williams STEAL (4 STL),[1630314],1610612757.0,POR,,,,Williams,B. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
565,PT01M39.00S,2022-03-08T03:00:57.2Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630314,6.652431011826544,54.166666666666664,1610612757,85,55,2022-03-08T03:01:02Z,5510000,-21.0,10.0,1,left,MISS B. Williams driving Layup,[1630314],1610612757.0,POR,driving,,,Williams,B. Williams,,,,,,,,,,Missed,,,2.31,,,,,,,,,,,,
566,PT01M36.00S,2022-03-08T03:00:59.6Z,3,REGULAR,rebound,offensive,[],1630314,,,1610612757,85,55,2022-03-08T03:00:59Z,5520000,,,0,,B. Williams REBOUND (Off:2 Def:6),[1630314],1610612757.0,POR,,,,Williams,B. Williams,,,,,,,,,,,,565.0,,8.0,6.0,2.0,,,,,,,,,
567,PT01M35.00S,2022-03-08T03:01:01.1Z,3,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1630553,15.325229960578188,4.166666666666666,1610612757,85,58,2022-03-08T03:01:12Z,5530000,229.0,92.0,1,left,K. Johnson 24' 3PT  (7 PTS) (B. Williams 2 AST),"[1630553, 1630314]",1610612757.0,POR,,,,Johnson,K. Johnson,,,,,,,,,,Made,7.0,,24.68,,,,B. Williams,1630314.0,2.0,,,,,,
569,PT01M08.00S,2022-03-08T03:01:27.7Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629162,92.46057818659659,49.01960784313725,1610612750,85,58,2022-03-08T03:01:33Z,5550000,-5.0,18.0,1,right,MISS J. McLaughlin driving finger roll Layup,[1629162],1610612750.0,MIN,driving finger roll,,,McLaughlin,J. McLaughlin,,,,,,,,,,Missed,,,1.9,,,,,,,,,,,,
570,PT01M06.00S,2022-03-08T03:01:29.7Z,3,REGULAR,rebound,offensive,[],1629675,,,1610612750,85,58,2022-03-08T03:01:33Z,5560000,,,0,,N. Reid REBOUND (Off:2 Def:4),[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,,,,,,,,569.0,,6.0,4.0,2.0,,,,,,,,,
571,PT01M06.00S,2022-03-08T03:01:30.1Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629675,93.64323258869908,50.73529411764706,1610612750,87,58,2022-03-08T03:01:36Z,5570000,4.0,7.0,1,right,N. Reid putback Layup (4 PTS),[1629675],1610612750.0,MIN,putback,,,Reid,N. Reid,,,,,,,,,,Made,4.0,,0.82,,,,,,,,,,,,
572,PT00M41.70S,2022-03-08T03:01:55.6Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630553,6.1268068331143235,50.49019607843137,1610612757,87,60,2022-03-08T03:01:59Z,5580000,-2.0,5.0,1,left,K. Johnson driving Layup (9 PTS),[1630553],1610612757.0,POR,driving,,,Johnson,K. Johnson,,,,,,,,,,Made,9.0,,0.57,,,,,,,,,,,,
573,PT00M36.40S,2022-03-08T03:02:02.8Z,3,REGULAR,3pt,Jump Shot,[],1627752,68.67608409986859,17.401960784313726,1610612750,87,60,2022-03-08T03:02:11Z,5590000,-163.0,242.0,1,right,MISS T. Prince 29' 3PT,[1627752],1610612750.0,MIN,,,,Prince,T. Prince,,,,,,,,,,Missed,,,29.17,,,,,,,,,,,,
574,PT00M33.80S,2022-03-08T03:02:05.4Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612757,87,60,2022-03-08T03:02:11Z,5600000,,,0,,TEAM defensive REBOUND,[],1610612757.0,POR,,,,,,,,,,,,,,,,,573.0,,,,,,,,,,,,,
575,PT00M33.80S,2022-03-08T03:02:07.6Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612757,87,60,2022-03-08T03:02:07Z,5610000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
576,PT00M23.90S,2022-03-08T03:02:30.1Z,3,REGULAR,turnover,out-of-bounds,[],1630553,,,1610612757,87,60,2022-03-08T03:02:40Z,5620000,,,0,,K. Johnson lost ball out-of-bounds TURNOVER (3 TO),[1630553],1610612757.0,POR,lost ball,,,Johnson,K. Johnson,,,,,1628171.0,,,,,,,,,,,,,,,,,3.0,,,
577,PT00M02.80S,2022-03-08T03:03:08.1Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1627736,93.11760840998686,3.6764705882352944,1610612750,90,60,2022-03-08T03:03:13Z,5630000,-232.0,12.0,1,right,M. Beasley 3PT  (19 PTS) (J. McLaughlin 5 AST),"[1627736, 1629162]",1610612750.0,MIN,,,,Beasley,M. Beasley,,,,,,,,,,Made,19.0,,23.19,,,,J. McLaughlin,1629162.0,5.0,,,,,,
579,PT00M00.00S,2022-03-08T03:03:18.6Z,3,REGULAR,period,end,[],0,,,1610612757,90,60,2022-03-08T03:03:18Z,5650000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
580,PT12M00.00S,2022-03-08T03:05:26.1Z,4,REGULAR,substitution,out,['startperiod'],1627736,,,1610612757,90,60,2022-03-08T03:05:56Z,5660000,,,0,,SUB out: M. Beasley,[1627736],1610612750.0,MIN,,,,Beasley,M. Beasley,,,,,,,,,,,,,,,,,,,,,,,,,
581,PT12M00.00S,2022-03-08T03:05:26.1Z,4,REGULAR,substitution,out,['startperiod'],1630314,,,1610612757,90,60,2022-03-08T03:05:56Z,5670000,,,0,,SUB out: B. Williams,[1630314],1610612757.0,POR,,,,Williams,B. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
582,PT12M00.00S,2022-03-08T03:05:26.1Z,4,REGULAR,substitution,in,['startperiod'],1627774,,,1610612757,90,60,2022-03-08T03:05:56Z,5680000,,,0,,SUB in: J. Layman,[1627774],1610612750.0,MIN,,,,Layman,J. Layman,,,,,,,,,,,,,,,,,,,,,,,,,
583,PT12M00.00S,2022-03-08T03:05:26.1Z,4,REGULAR,substitution,in,['startperiod'],1629604,,,1610612757,90,60,2022-03-08T03:05:56Z,5690000,,,0,,SUB in: C. Elleby,[1629604],1610612757.0,POR,,,,Elleby,C. Elleby,,,,,,,,,,,,,,,,,,,,,,,,,
584,PT12M00.00S,2022-03-08T03:05:57.4Z,4,REGULAR,period,start,[],0,,,1610612750,90,60,2022-03-08T03:05:57Z,5700000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
585,PT11M50.00S,2022-03-08T03:06:07.4Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627774,80.6340341655716,63.48039215686274,1610612750,90,60,2022-03-08T03:06:12Z,5710000,67.0,130.0,1,right,MISS J. Layman 14' pullup Shot,[1627774],1610612750.0,MIN,pullup,,,Layman,J. Layman,,,,,,,,,,Missed,,,14.6,,,,,,,,,,,,
586,PT11M47.00S,2022-03-08T03:06:10.4Z,4,REGULAR,rebound,defensive,[],1629234,,,1610612757,90,60,2022-03-08T03:06:12Z,5720000,,,0,,D. Eubanks REBOUND (Off:2 Def:5),[1629234],1610612757.0,POR,,,,Eubanks,D. Eubanks,,,,,,,,,,,,585.0,,7.0,5.0,2.0,,,,,,,,,
587,PT11M38.00S,2022-03-08T03:06:18.5Z,4,REGULAR,2pt,Jump Shot,[],1629604,17.821944809461236,32.35294117647059,1610612757,90,60,2022-03-08T03:06:23Z,5730000,88.0,115.0,1,left,MISS C. Elleby 14' pullup Shot,[1629604],1610612757.0,POR,pullup,,,Elleby,C. Elleby,,,,,,,,,,Missed,,,14.49,,,,,,,,,,,,
588,PT11M35.00S,2022-03-08T03:06:21.5Z,4,REGULAR,rebound,defensive,[],1629675,,,1610612750,90,60,2022-03-08T03:06:23Z,5740000,,,0,,N. Reid REBOUND (Off:2 Def:5),[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,,,,,,,,587.0,,7.0,5.0,2.0,,,,,,,,,
649,PT11M23.00S,2022-03-08T03:06:27.4Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1627774,94.03745072273325,62.745098039215684,1610612750,90,60,2022-03-08T03:16:54Z,5745000,64.0,4.0,1,right,MISS J. Layman 6' Layup - blocked,"[1627774, 1630190]",1610612750.0,MIN,,,,Layman,J. Layman,,,,,,,,,,Missed,,,6.38,,,,,,,Hughes,1630190.0,,,,
650,PT11M23.00S,2022-03-08T03:06:27.4Z,4,REGULAR,block,,[],1630190,,,1610612750,90,60,2022-03-08T03:16:29Z,5747500,,,0,,E. Hughes BLOCK (1 BLK),[1630190],1610612757.0,POR,,,,Hughes,E. Hughes,,,,,,,,,,,,,,,,,,,,,,,,,
651,PT11M21.00S,2022-03-08T03:06:29.4Z,4,REGULAR,rebound,offensive,[],1627774,,,1610612750,90,60,2022-03-08T03:16:54Z,5748750,,,0,,J. Layman REBOUND (Off:1 Def:0),[1627774],1610612750.0,MIN,,,,Layman,J. Layman,,,,,,,,,,,,649.0,,1.0,0.0,1.0,,,,,,,,,
589,PT11M20.00S,2022-03-08T03:06:36.4Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1627774,93.9060446780552,49.50980392156863,1610612750,92,60,2022-03-08T03:16:29Z,5750000,-2.0,5.0,1,right,J. Layman Layup (2 PTS),[1627774],1610612750.0,MIN,,,,Layman,J. Layman,,,,,,,,,,Made,2.0,,0.54,,,,,,,,,,,,
590,PT10M55.00S,2022-03-08T03:07:00.8Z,4,REGULAR,2pt,Jump Shot,[],1630553,15.850854139290407,67.8921568627451,1610612757,92,60,2022-03-08T03:07:05Z,5760000,-89.0,96.0,1,left,MISS K. Johnson 13' driving floating Shot,[1630553],1610612757.0,POR,driving floating,,,Johnson,K. Johnson,,,,,,,,,,Missed,,,13.16,,,,,,,,,,,,
591,PT10M53.00S,2022-03-08T03:07:02.8Z,4,REGULAR,rebound,defensive,[],1629006,,,1610612750,92,60,2022-03-08T03:07:05Z,5770000,,,0,,J. Okogie REBOUND (Off:0 Def:1),[1629006],1610612750.0,MIN,,,,Okogie,J. Okogie,,,,,,,,,,,,590.0,,1.0,1.0,0.0,,,,,,,,,
592,PT10M46.00S,2022-03-08T03:07:09.8Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629006,90.62089356110381,50.245098039215684,1610612750,94,60,2022-03-08T03:11:17Z,5780000,1.0,36.0,1,right,J. Okogie driving floating Jump Shot (2 PTS),[1629006],1610612750.0,MIN,driving floating,,,Okogie,J. Okogie,,,,,,,,,,Made,2.0,,3.57,,,,,,,,,,,,
593,PT10M26.00S,2022-03-08T03:07:30.8Z,4,REGULAR,foul,personal,['3freethrow'],1627752,,,1610612757,94,60,2022-03-08T03:20:25Z,5790000,,,0,,T. Prince shooting personal FOUL (3 PF) (Johnson 3 FT),"[1627752, 1630553]",1610612750.0,MIN,shooting,,,Prince,T. Prince,,,,,2002.0,3.0,0.0,Johnson,1630553.0,,,,,,,,,,,,,,,,
595,PT10M26.00S,2022-03-08T03:08:03.9Z,4,REGULAR,freethrow,1 of 3,[],1630553,,,1610612757,94,61,2022-03-08T03:20:39Z,5810000,,,0,,K. Johnson Free Throw 1 of 3 (10 PTS),[1630553],1610612757.0,POR,,,,Johnson,K. Johnson,,,,,,,,,,Made,10.0,,,,,,,,,,,,,,
596,PT10M26.00S,2022-03-08T03:08:03.9Z,4,REGULAR,freethrow,2 of 3,[],1630553,,,1610612757,94,62,2022-03-08T03:20:39Z,5820000,,,0,,K. Johnson Free Throw 2 of 3 (11 PTS),[1630553],1610612757.0,POR,,,,Johnson,K. Johnson,,,,,,,,,,Made,11.0,,,,,,,,,,,,,,
599,PT10M26.00S,2022-03-08T03:08:03.9Z,4,REGULAR,freethrow,3 of 3,[],1630553,,,1610612757,94,63,2022-03-08T03:20:39Z,5850000,,,0,,K. Johnson Free Throw 3 of 3 (12 PTS),[1630553],1610612757.0,POR,,,,Johnson,K. Johnson,,,,,,,,,,Made,12.0,,,,,,,,,,,,,,
597,PT10M26.00S,2022-03-08T03:08:24.4Z,4,REGULAR,substitution,out,[],1627752,,,1610612750,94,63,2022-03-08T03:19:36Z,5855000,,,0,,SUB out: T. Prince,[1627752],1610612750.0,MIN,,,,Prince,T. Prince,,,,,,,,,,,,,,,,,,,,,,,,,
598,PT10M26.00S,2022-03-08T03:08:24.4Z,4,REGULAR,substitution,in,[],1630233,,,1610612750,94,63,2022-03-08T03:19:36Z,5857500,,,0,,SUB in: N. Knight,[1630233],1610612750.0,MIN,,,,Knight,N. Knight,,,,,,,,,,,,,,,,,,,,,,,,,
600,PT10M14.00S,2022-03-08T03:08:57.7Z,4,REGULAR,foul,personal,['2freethrow'],1630190,,,1610612750,94,63,2022-03-08T03:09:16Z,5860000,,,0,,E. Hughes shooting personal FOUL (2 PF) (Knight 2 FT),"[1630190, 1630233]",1610612757.0,POR,shooting,,,Hughes,E. Hughes,,,,,2002.0,2.0,0.0,Knight,1630233.0,,,,,,,,,,,,,,,,
602,PT10M14.00S,2022-03-08T03:09:24.4Z,4,REGULAR,freethrow,1 of 2,[],1630233,,,1610612750,95,63,2022-03-08T03:09:24Z,5880000,,,0,,N. Knight Free Throw 1 of 2 (1 PTS),[1630233],1610612750.0,MIN,,,,Knight,N. Knight,,,,,,,,,,Made,1.0,,,,,,,,,,,,,,
603,PT10M14.00S,2022-03-08T03:09:41.9Z,4,REGULAR,freethrow,2 of 2,[],1630233,,,1610612750,96,63,2022-03-08T03:09:41Z,5890000,,,0,,N. Knight Free Throw 2 of 2 (2 PTS),[1630233],1610612750.0,MIN,,,,Knight,N. Knight,,,,,,,,,,Made,2.0,,,,,,,,,,,,,,
604,PT10M03.00S,2022-03-08T03:09:54.8Z,4,REGULAR,3pt,Jump Shot,[],1630553,23.603810775295663,84.80392156862744,1610612757,96,63,2022-03-08T03:09:59Z,5900000,-174.0,169.0,1,left,MISS K. Johnson 24' pullup 3PT,[1630553],1610612757.0,POR,pullup,,,Johnson,K. Johnson,,,,,,,,,,Missed,,,24.28,,,,,,,,,,,,
605,PT10M00.00S,2022-03-08T03:09:57.8Z,4,REGULAR,rebound,defensive,[],1630233,,,1610612750,96,63,2022-03-08T03:09:59Z,5910000,,,0,,N. Knight REBOUND (Off:0 Def:1),[1630233],1610612750.0,MIN,,,,Knight,N. Knight,,,,,,,,,,,,604.0,,1.0,1.0,0.0,,,,,,,,,
606,PT09M55.00S,2022-03-08T03:10:05.1Z,4,REGULAR,turnover,traveling,[],1629675,,,1610612750,96,63,2022-03-08T03:10:12Z,5920000,,,0,,N. Reid traveling TURNOVER (2 TO),[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,2002.0,,,,,,,,,,,,,,,,,2.0,,,
607,PT09M44.00S,2022-03-08T03:10:27.3Z,4,REGULAR,2pt,Jump Shot,['fromturnover'],1629833,5.863994743758213,12.254901960784313,1610612757,96,65,2022-03-08T03:10:35Z,5930000,189.0,3.0,1,left,K. Blevins 18' step back Jump Shot (2 PTS),[1629833],1610612757.0,POR,step back,,,Blevins,K. Blevins,,,,,,,,,,Made,2.0,,18.87,,,,,,,,,,,,
608,PT09M32.00S,2022-03-08T03:10:39.3Z,4,REGULAR,3pt,Jump Shot,[],1629006,69.99014454664915,69.85294117647058,1610612750,99,65,2022-03-08T03:10:44Z,5940000,99.0,230.0,1,right,J. Okogie 25' 3PT  (5 PTS) (J. McLaughlin 6 AST),"[1629006, 1629162]",1610612750.0,MIN,,,,Okogie,J. Okogie,,,,,,,,,,Made,5.0,,25.02,,,,J. McLaughlin,1629162.0,6.0,,,,,,
610,PT09M12.00S,2022-03-08T03:10:58.6Z,4,REGULAR,3pt,Jump Shot,[],1630190,32.013797634691194,44.36274509803921,1610612757,99,65,2022-03-08T03:11:03Z,5960000,28.0,248.0,1,left,MISS E. Hughes 25' 3PT,[1630190],1610612757.0,POR,,,,Hughes,E. Hughes,,,,,,,,,,Missed,,,25.0,,,,,,,,,,,,
611,PT09M10.00S,2022-03-08T03:11:00.6Z,4,REGULAR,rebound,defensive,[],1630233,,,1610612750,99,65,2022-03-08T03:11:03Z,5970000,,,0,,N. Knight REBOUND (Off:0 Def:2),[1630233],1610612750.0,MIN,,,,Knight,N. Knight,,,,,,,,,,,,610.0,,2.0,2.0,0.0,,,,,,,,,
612,PT08M57.00S,2022-03-08T03:11:13.8Z,4,REGULAR,3pt,Jump Shot,[],1627774,76.2976346911958,84.31372549019608,1610612750,99,65,2022-03-08T03:11:20Z,5980000,172.0,170.0,1,right,MISS J. Layman 24' pullup 3PT,[1627774],1610612750.0,MIN,pullup,,,Layman,J. Layman,,,,,,,,,,Missed,,,24.18,,,,,,,,,,,,
613,PT08M54.00S,2022-03-08T03:11:16.8Z,4,REGULAR,rebound,defensive,[],1629833,,,1610612757,99,65,2022-03-08T03:11:20Z,5990000,,,0,,K. Blevins REBOUND (Off:0 Def:1),[1629833],1610612757.0,POR,,,,Blevins,K. Blevins,,,,,,,,,,,,612.0,,1.0,1.0,0.0,,,,,,,,,
