actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,value
2,PT12M00.00S,2022-04-11T00:40:51.3Z,1,REGULAR,period,start,[],0,,,0,0,0,2022-04-11T00:40:51Z,20000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M57.00S,2022-04-11T00:40:54.0Z,1,REGULAR,jumpball,recovered,[],1627736,,,1610612750,0,0,2022-04-11T00:40:54Z,40000,,,0,,Jump Ball N. Reid vs. T. Thompson: Tip to M. Beasley,"[1627736, 1629675, 202684]",1610612750.0,MIN,startperiod,M. Beasley,1627736.0,Beasley,M. Beasley,Reid,1629675.0,Thompson,202684.0,,,,,,,,,,,,,,,,,,,,,
7,PT11M46.00S,2022-04-11T00:41:05.1Z,1,REGULAR,3pt,Jump Shot,[],1630162,68.28186596583443,60.049019607843135,1610612750,0,0,2022-04-11T00:41:38Z,70000,50.0,246.0,1,right,MISS A. Edwards 25' pullup 3PT,[1630162],1610612750.0,MIN,pullup,,,Edwards,A. Edwards,,,,,25.08,Missed,,,,,,,,,,,,,,,,,,,
8,PT11M42.00S,2022-04-11T00:41:09.1Z,1,REGULAR,rebound,defensive,[],1630245,,,1610612741,0,0,2022-04-11T00:41:16Z,80000,,,0,,A. Dosunmu REBOUND (Off:0 Def:1),[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
9,PT11M28.00S,2022-04-11T00:41:22.3Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],202684,10.726018396846255,46.07843137254902,1610612741,0,2,2022-04-11T00:41:28Z,90000,20.0,48.0,1,left,T. Thompson driving Hook (2 PTS),[202684],1610612741.0,CHI,driving,,,Thompson,T. Thompson,,,,,5.21,Made,,,,,2.0,,,,,,,,,,,,,,
10,PT11M08.00S,2022-04-11T00:41:42.0Z,1,REGULAR,3pt,Jump Shot,[],1627736,95.22010512483574,4.6568627450980395,1610612750,3,2,2022-04-11T00:42:06Z,100000,-227.0,-8.0,1,right,M. Beasley 3PT bank (3 PTS) (P. Beverley 1 AST),"[1627736, 201976]",1610612750.0,MIN,bank,,,Beasley,M. Beasley,,,,,22.68,Made,,,,,3.0,P. Beverley,201976.0,1.0,,,,,,,,,,,
12,PT10M57.00S,2022-04-11T00:41:56.2Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612741,3,2,2022-04-11T00:41:56Z,120000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,PT10M44.00S,2022-04-11T00:42:19.6Z,1,REGULAR,3pt,Jump Shot,[],1630245,24.26084099868594,84.31372549019608,1610612741,3,2,2022-04-11T00:42:25Z,130000,-172.0,176.0,1,left,MISS A. Dosunmu 24' 3PT,[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,24.55,Missed,,,,,,,,,,,,,,,,,,,
14,PT10M41.00S,2022-04-11T00:42:22.6Z,1,REGULAR,rebound,defensive,[],1629020,,,1610612750,3,2,2022-04-11T00:42:25Z,140000,,,0,,J. Vanderbilt REBOUND (Off:0 Def:1),[1629020],1610612750.0,MIN,,,,Vanderbilt,J. Vanderbilt,,,,,,,13.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
15,PT10M34.00S,2022-04-11T00:42:30.0Z,1,REGULAR,3pt,Jump Shot,[],1627736,67.7562417871222,53.92156862745098,1610612750,3,2,2022-04-11T00:42:40Z,150000,20.0,251.0,1,right,MISS M. Beasley 25' 3PT,[1627736],1610612750.0,MIN,,,,Beasley,M. Beasley,,,,,25.14,Missed,,,,,,,,,,,,,,,,,,,
16,PT10M30.00S,2022-04-11T00:42:34.0Z,1,REGULAR,rebound,defensive,[],1630172,,,1610612741,3,2,2022-04-11T00:42:43Z,160000,,,0,,P. Williams REBOUND (Off:0 Def:1),[1630172],1610612741.0,CHI,,,,Williams,P. Williams,,,,,,,15.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
17,PT10M26.00S,2022-04-11T00:42:37.1Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1630172,25.969119579500656,17.647058823529413,1610612741,3,5,2022-04-11T00:43:28Z,170000,162.0,192.0,1,left,P. Williams 25' 3PT running pullup (3 PTS),[1630172],1610612741.0,CHI,running pullup,,,Williams,P. Williams,,,,,25.08,Made,,,,,3.0,,,,,,,,,,,,,,
18,PT10M09.00S,2022-04-11T00:42:54.5Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1629675,86.81011826544021,49.01960784313725,1610612750,3,5,2022-04-11T00:43:00Z,180000,-5.0,71.0,1,right,MISS N. Reid 7' turnaround Hook,[1629675],1610612750.0,MIN,turnaround,,,Reid,N. Reid,,,,,7.17,Missed,,,,,,,,,,,,,,,,,,,
19,PT10M07.00S,2022-04-11T00:42:56.5Z,1,REGULAR,rebound,defensive,[],1628972,,,1610612741,3,5,2022-04-11T00:43:00Z,190000,,,0,,T. Brown Jr. REBOUND (Off:0 Def:1),[1628972],1610612741.0,CHI,,,,Brown Jr.,T. Brown Jr.,,,,,,,18.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
20,PT09M54.00S,2022-04-11T00:43:09.8Z,1,REGULAR,turnover,bad pass,[],1630245,,,1610612741,3,5,2022-04-11T00:43:16Z,200000,,,0,,A. Dosunmu bad pass TURNOVER (1 TO),"[1630245, 1630162]",1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,,,,,,,,,,,1.0,Edwards,1630162.0,,,,,,,,
21,PT09M54.00S,2022-04-11T00:43:09.8Z,1,REGULAR,steal,,[],1630162,,,1610612750,3,5,2022-04-11T00:43:11Z,210000,,,0,,A. Edwards STEAL (1 STL),[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,
22,PT09M49.00S,2022-04-11T00:43:14.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1629020,93.38042049934296,48.28431372549019,1610612750,3,5,2022-04-11T00:45:22Z,220000,-9.0,10.0,1,right,MISS J. Vanderbilt running Layup,[1629020],1610612750.0,MIN,running,,,Vanderbilt,J. Vanderbilt,,,,,1.3,Missed,,,,,,,,,,,,,,,,,,,
