actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,value
86,PT04M06.00S,2021-11-30T01:23:22.6Z,1,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1627763,94.43166885676742,50.0,1610612754,13,21,2021-11-30T01:25:44Z,860000,0.0,0.0,1,right,M. Brogdon running DUNK (5 PTS),[1627763],1610612754.0,IND,running,,,Brogdon,M. Brogdon,,,,,0.02,Made,,,,,,,,,,,,,5.0,,,,,,
87,PT03M51.00S,2021-11-30T01:23:37.7Z,1,REGULAR,3pt,Jump Shot,[],1627736,32.933639947437584,36.51960784313725,1610612750,13,21,2021-11-30T01:23:43Z,870000,67.0,257.0,1,left,MISS M. Beasley 26' 3PT,[1627736],1610612750.0,MIN,,,,Beasley,M. Beasley,,,,,26.58,Missed,,,,,,,,,,,,,,,,,,,
88,PT03M48.00S,2021-11-30T01:23:40.7Z,1,REGULAR,rebound,defensive,[],1627747,,,1610612754,13,21,2021-11-30T01:23:43Z,880000,,,0,,C. LeVert REBOUND (Off:0 Def:1),[1627747],1610612754.0,IND,,,,LeVert,C. LeVert,,,,,,,87.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
89,PT03M41.00S,2021-11-30T01:23:48.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627747,89.04402102496715,52.20588235294118,1610612754,13,21,2021-11-30T01:23:54Z,890000,11.0,50.0,1,right,MISS C. LeVert pullup Shot,[1627747],1610612754.0,IND,pullup,,,LeVert,C. LeVert,,,,,5.17,Missed,,,,,,,,,,,,,,,,,,,
90,PT03M37.00S,2021-11-30T01:23:52.1Z,1,REGULAR,rebound,offensive,[],1627747,,,1610612754,13,21,2021-11-30T01:23:52Z,900000,,,0,,C. LeVert REBOUND (Off:1 Def:1),[1627747],1610612754.0,IND,,,,LeVert,C. LeVert,,,,,,,89.0,2.0,1.0,1.0,,,,,,,,,,,,,,,
91,PT03M37.00S,2021-11-30T01:23:52.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1627747,94.40999984741211,50.0,1610612754,13,21,2021-11-30T01:23:52Z,910000,0.0,0.0,1,right,MISS C. LeVert tip Layup,[1627747],1610612754.0,IND,tip,,,LeVert,C. LeVert,,,,,0.0,Missed,,,,,,,,,,,,,,,,,,,
92,PT03M36.00S,2021-11-30T01:23:52.9Z,1,REGULAR,rebound,defensive,[],1630195,,,1610612750,13,21,2021-11-30T01:23:52Z,920000,,,0,,L. Bolmaro REBOUND (Off:0 Def:1),[1630195],1610612750.0,MIN,,,,Bolmaro,L. Bolmaro,,,,,,,91.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
93,PT03M32.00S,2021-11-30T01:23:56.9Z,1,REGULAR,2pt,Jump Shot,['fastbreak'],1630162,10.33180026281209,29.901960784313726,1610612750,13,21,2021-11-30T01:24:10Z,930000,100.0,45.0,1,left,MISS A. Edwards 11' bank Shot,[1630162],1610612750.0,MIN,bank,,,Edwards,A. Edwards,,,,,11.0,Missed,,,,,,,,,,,,,,,,,,,
94,PT03M29.00S,2021-11-30T01:23:59.9Z,1,REGULAR,rebound,defensive,[],1627734,,,1610612754,13,21,2021-11-30T01:24:10Z,940000,,,0,,D. Sabonis REBOUND (Off:0 Def:6),[1627734],1610612754.0,IND,,,,Sabonis,D. Sabonis,,,,,,,93.0,6.0,6.0,0.0,,,,,,,,,,,,,,,
95,PT03M24.00S,2021-11-30T01:24:09.1Z,1,REGULAR,foul,personal,[],1630162,,,1610612754,13,21,2021-11-30T01:24:20Z,950000,,,0,,A. Edwards personal FOUL (1 PF),"[1630162, 1627734]",1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,,,,,,202037.0,1.0,0.0,Sabonis,1627734.0,,,,,,,,,,
97,PT03M24.00S,2021-11-30T01:24:18.4Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612754,13,21,2021-11-30T01:24:18Z,970000,,,0,,IND Timeout,[],1610612754.0,IND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,PT03M24.00S,2021-11-30T01:26:41.8Z,1,REGULAR,substitution,out,[],1629006,,,1610612754,13,21,2021-11-30T01:27:07Z,980000,,,0,,SUB out: J. Okogie,[1629006],1610612750.0,MIN,,,,Okogie,J. Okogie,,,,,,,,,,,,,,,,,,,,,,,,,
100,PT03M24.00S,2021-11-30T01:26:41.8Z,1,REGULAR,substitution,in,[],1626156,,,1610612754,13,21,2021-11-30T01:27:07Z,990000,,,0,,SUB in: D. Russell,[1626156],1610612750.0,MIN,,,,Russell,D. Russell,,,,,,,,,,,,,,,,,,,,,,,,,
101,PT03M21.00S,2021-11-30T01:27:17.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630537,93.24901445466492,49.50980392156863,1610612754,13,21,2021-11-30T01:27:21Z,1000000,-2.0,11.0,1,right,MISS C. Duarte driving Layup,[1630537],1610612754.0,IND,driving,,,Duarte,C. Duarte,,,,,1.13,Missed,,,,,,,,,,,,,,,,,,,
102,PT03M19.00S,2021-11-30T01:27:19.4Z,1,REGULAR,rebound,defensive,[],1627736,,,1610612750,13,21,2021-11-30T01:27:21Z,1010000,,,0,,M. Beasley REBOUND (Off:0 Def:1),[1627736],1610612750.0,MIN,,,,Beasley,M. Beasley,,,,,,,101.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
103,PT03M10.00S,2021-11-30T01:27:28.0Z,1,REGULAR,3pt,Jump Shot,[],1627736,21.23850197109067,88.48039215686273,1610612750,16,21,2021-11-30T01:27:32Z,1020000,-192.0,147.0,1,left,M. Beasley 24' 3PT  (3 PTS) (D. Russell 1 AST),"[1627736, 1626156]",1610612750.0,MIN,,,,Beasley,M. Beasley,,,,,24.22,Made,,,,,,,,,,,,,3.0,D. Russell,1626156.0,1.0,,,
105,PT02M54.00S,2021-11-30T01:27:43.9Z,1,REGULAR,2pt,Jump Shot,[],203200,77.4802890932983,61.76470588235294,1610612754,16,21,2021-11-30T01:27:51Z,1040000,59.0,159.0,1,right,MISS J. Holiday 16' pullup Shot,[203200],1610612754.0,IND,pullup,,,Holiday,J. Holiday,,,,,16.97,Missed,,,,,,,,,,,,,,,,,,,
106,PT02M50.00S,2021-11-30T01:27:47.9Z,1,REGULAR,rebound,offensive,[],1627734,,,1610612754,16,21,2021-11-30T01:27:51Z,1050000,,,0,,D. Sabonis REBOUND (Off:1 Def:6),[1627734],1610612754.0,IND,,,,Sabonis,D. Sabonis,,,,,,,105.0,7.0,6.0,1.0,,,,,,,,,,,,,,,
107,PT02M50.00S,2021-11-30T01:27:47.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1627734,94.40999984741211,50.0,1610612754,16,21,2021-11-30T01:27:47Z,1060000,0.0,0.0,1,right,MISS D. Sabonis tip Layup,[1627734],1610612754.0,IND,tip,,,Sabonis,D. Sabonis,,,,,0.0,Missed,,,,,,,,,,,,,,,,,,,
108,PT02M49.00S,2021-11-30T01:27:48.6Z,1,REGULAR,rebound,defensive,[],1630195,,,1610612750,16,21,2021-11-30T01:27:48Z,1070000,,,0,,L. Bolmaro REBOUND (Off:0 Def:2),[1630195],1610612750.0,MIN,,,,Bolmaro,L. Bolmaro,,,,,,,107.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
109,PT02M31.00S,2021-11-30T01:28:09.6Z,1,REGULAR,foul,offensive,[],1626157,,,1610612750,16,21,2021-11-30T01:28:17Z,1080000,,,0,,K. Towns offensive FOUL (1 PF),"[1626157, 1627734]",1610612750.0,MIN,,,,Towns,K. Towns,,,,,,,,,,,202037.0,1.0,0.0,Sabonis,1627734.0,,,,,,,,,,
111,PT02M31.00S,2021-11-30T01:28:09.6Z,1,REGULAR,turnover,offensive foul,[],1626157,,,1610612750,16,21,2021-11-30T01:28:09Z,1100000,,,0,,K. Towns offensive foul TURNOVER (2 TO),[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,,,,,,,202037.0,,,,,2.0,,,,,,,,,
112,PT02M31.00S,2021-11-30T01:28:16.4Z,1,REGULAR,substitution,out,[],1630162,,,1610612754,16,21,2021-11-30T01:28:27Z,1110000,,,0,,SUB out: A. Edwards,[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,
113,PT02M31.00S,2021-11-30T01:28:16.4Z,1,REGULAR,substitution,out,[],1627763,,,1610612754,16,21,2021-11-30T01:28:27Z,1120000,,,0,,SUB out: M. Brogdon,[1627763],1610612754.0,IND,,,,Brogdon,M. Brogdon,,,,,,,,,,,,,,,,,,,,,,,,,
114,PT02M31.00S,2021-11-30T01:28:16.4Z,1,REGULAR,substitution,out,[],203200,,,1610612754,16,21,2021-11-30T01:28:27Z,1130000,,,0,,SUB out: J. Holiday,[203200],1610612754.0,IND,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,
115,PT02M31.00S,2021-11-30T01:28:16.4Z,1,REGULAR,substitution,in,[],1629669,,,1610612754,16,21,2021-11-30T01:28:27Z,1140000,,,0,,SUB in: J. Nowell,[1629669],1610612750.0,MIN,,,,Nowell,J. Nowell,,,,,,,,,,,,,,,,,,,,,,,,,
116,PT02M31.00S,2021-11-30T01:28:16.4Z,1,REGULAR,substitution,in,[],204456,,,1610612754,16,21,2021-11-30T01:28:27Z,1150000,,,0,,SUB in: T. McConnell,[204456],1610612754.0,IND,,,,McConnell,T. McConnell,,,,,,,,,,,,,,,,,,,,,,,,,
117,PT02M31.00S,2021-11-30T01:28:16.4Z,1,REGULAR,substitution,in,[],1628470,,,1610612754,16,21,2021-11-30T01:28:27Z,1160000,,,0,,SUB in: T. Craig,[1628470],1610612754.0,IND,,,,Craig,T. Craig,,,,,,,,,,,,,,,,,,,,,,,,,
118,PT02M06.00S,2021-11-30T01:28:50.5Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1627734,77.7431011826544,87.99019607843137,1610612754,16,21,2021-11-30T01:28:56Z,1170000,190.0,157.0,1,right,MISS D. Sabonis 24' step back 3PT,[1627734],1610612754.0,IND,step back,,,Sabonis,D. Sabonis,,,,,24.63,Missed,,,,,,,,,,,,,,,,,,,
119,PT02M03.00S,2021-11-30T01:28:53.3Z,1,REGULAR,rebound,offensive,[],204456,,,1610612754,16,21,2021-11-30T01:28:53Z,1180000,,,0,,T. McConnell REBOUND (Off:1 Def:0),[204456],1610612754.0,IND,,,,McConnell,T. McConnell,,,,,,,118.0,1.0,0.0,1.0,,,,,,,,,,,,,,,
120,PT01M55.00S,2021-11-30T01:29:01.9Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover', '2ndchance']",1627747,87.72996057818659,50.245098039215684,1610612754,16,21,2021-11-30T01:29:06Z,1190000,1.0,63.0,1,right,MISS C. LeVert 6' pullup Shot,[1627747],1610612754.0,IND,pullup,,,LeVert,C. LeVert,,,,,6.28,Missed,,,,,,,,,,,,,,,,,,,
121,PT01M52.00S,2021-11-30T01:29:04.9Z,1,REGULAR,rebound,defensive,[],1629669,,,1610612750,16,21,2021-11-30T01:29:06Z,1200000,,,0,,J. Nowell REBOUND (Off:0 Def:1),[1629669],1610612750.0,MIN,,,,Nowell,J. Nowell,,,,,,,120.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
122,PT01M44.00S,2021-11-30T01:29:15.0Z,1,REGULAR,turnover,lost ball,[],1626157,,,1610612750,16,21,2021-11-30T01:29:42Z,1210000,,,0,,K. Towns lost ball TURNOVER (3 TO),"[1626157, 204456]",1610612750.0,MIN,,,,Towns,K. Towns,,,,,,,,,,,,,,,,3.0,McConnell,204456.0,,,,,,,
123,PT01M44.00S,2021-11-30T01:29:15.0Z,1,REGULAR,steal,,[],204456,,,1610612754,16,21,2021-11-30T01:29:16Z,1220000,,,0,,T. McConnell STEAL (2 STL),[204456],1610612754.0,IND,,,,McConnell,T. McConnell,,,,,,,,,,,,,,,,,,,,,,,,,
124,PT01M42.00S,2021-11-30T01:29:17.8Z,1,REGULAR,foul,personal,['2freethrow'],1626156,,,1610612754,16,21,2021-11-30T01:30:52Z,1230000,,,0,,D. Russell clear-path personal FOUL (1 PF) (McConnell 2 FT),"[1626156, 204456]",1610612750.0,MIN,clear-path,,,Russell,D. Russell,,,,,,,,,,,1627964.0,1.0,0.0,McConnell,204456.0,,,,,,,,,,
126,PT01M42.00S,2021-11-30T01:29:25.9Z,1,REGULAR,instantreplay,request,[],0,,,1610612754,16,21,2021-11-30T01:30:29Z,1250000,,,0,,,[],,,support,,,,,,,,,,,,,,,2715.0,,,,,,,,,,,,,,Clear Path - Supported Call
127,PT01M42.00S,2021-11-30T01:30:53.2Z,1,REGULAR,freethrow,1 of 2,['fromturnover'],204456,,,1610612754,16,22,2021-11-30T01:30:53Z,1260000,,,0,,T. McConnell clear-path Free Throw 1 of 2 (3 PTS),[204456],1610612754.0,IND,clear-path,,,McConnell,T. McConnell,,,,,,Made,,,,,,,,,,,,,3.0,,,,,,
128,PT01M42.00S,2021-11-30T01:31:01.9Z,1,REGULAR,freethrow,2 of 2,['fromturnover'],204456,,,1610612754,16,23,2021-11-30T01:31:01Z,1270000,,,0,,T. McConnell clear-path Free Throw 2 of 2 (4 PTS),[204456],1610612754.0,IND,clear-path,,,McConnell,T. McConnell,,,,,,Made,,,,,,,,,,,,,4.0,,,,,,
129,PT01M42.00S,2021-11-30T01:31:02.7Z,1,REGULAR,substitution,out,[],1626157,,,1610612750,16,23,2021-11-30T01:31:19Z,1280000,,,0,,SUB out: K. Towns,[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,,,,,,,,,,,,,,,,,,,,,
130,PT01M42.00S,2021-11-30T01:31:02.7Z,1,REGULAR,substitution,out,[],1627747,,,1610612750,16,23,2021-11-30T01:31:19Z,1290000,,,0,,SUB out: C. LeVert,[1627747],1610612754.0,IND,,,,LeVert,C. LeVert,,,,,,,,,,,,,,,,,,,,,,,,,
131,PT01M42.00S,2021-11-30T01:31:02.7Z,1,REGULAR,substitution,in,[],1629675,,,1610612750,16,23,2021-11-30T01:31:19Z,1300000,,,0,,SUB in: N. Reid,[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,,,,,,,,,,,,,,,,,,,,,
132,PT01M42.00S,2021-11-30T01:31:02.7Z,1,REGULAR,substitution,in,[],1629103,,,1610612750,16,23,2021-11-30T01:31:19Z,1310000,,,0,,SUB in: K. Martin,[1629103],1610612754.0,IND,,,,Martin,K. Martin,,,,,,,,,,,,,,,,,,,,,,,,,
133,PT01M29.00S,2021-11-30T01:31:34.2Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1628470,94.95729303547962,3.431372549019608,1610612754,16,23,2021-11-30T01:31:40Z,1320000,-233.0,-5.0,1,right,MISS T. Craig step back 3PT,[1628470],1610612754.0,IND,step back,,,Craig,T. Craig,,,,,23.29,Missed,,,,,,,,,,,,,,,,,,,
134,PT01M26.00S,2021-11-30T01:31:37.2Z,1,REGULAR,rebound,defensive,[],1630195,,,1610612750,16,23,2021-11-30T01:31:40Z,1330000,,,0,,L. Bolmaro REBOUND (Off:0 Def:3),[1630195],1610612750.0,MIN,,,,Bolmaro,L. Bolmaro,,,,,,,133.0,3.0,3.0,0.0,,,,,,,,,,,,,,,
135,PT01M21.00S,2021-11-30T01:31:44.1Z,1,REGULAR,foul,personal,['2freethrow'],1630537,,,1610612750,16,23,2021-11-30T01:31:49Z,1340000,,,0,,C. Duarte shooting personal FOUL (1 PF) (Russell 2 FT),"[1630537, 1626156]",1610612754.0,IND,shooting,,,Duarte,C. Duarte,,,,,,,,,,,2715.0,1.0,0.0,Russell,1626156.0,,,,,,,,,,
137,PT01M21.00S,2021-11-30T01:32:10.5Z,1,REGULAR,freethrow,1 of 2,[],1626156,,,1610612750,17,23,2021-11-30T01:32:10Z,1360000,,,0,,D. Russell Free Throw 1 of 2 (4 PTS),[1626156],1610612750.0,MIN,,,,Russell,D. Russell,,,,,,Made,,,,,,,,,,,,,4.0,,,,,,
138,PT01M21.00S,2021-11-30T01:32:23.9Z,1,REGULAR,freethrow,2 of 2,[],1626156,,,1610612750,18,23,2021-11-30T01:32:23Z,1370000,,,0,,D. Russell Free Throw 2 of 2 (5 PTS),[1626156],1610612750.0,MIN,,,,Russell,D. Russell,,,,,,Made,,,,,,,,,,,,,5.0,,,,,,
139,PT00M59.50S,2021-11-30T01:32:47.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],204456,92.59198423127464,53.67647058823529,1610612754,18,25,2021-11-30T01:32:53Z,1380000,18.0,17.0,1,right,T. McConnell driving finger roll Layup (6 PTS),[204456],1610612754.0,IND,driving finger roll,,,McConnell,T. McConnell,,,,,2.51,Made,,,,,,,,,,,,,6.0,,,,,,
140,PT00M50.10S,2021-11-30T01:32:58.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626156,17.95335085413929,50.73529411764706,1610612750,18,25,2021-11-30T01:33:03Z,1390000,-4.0,116.0,1,left,MISS D. Russell 11' pullup Shot,[1626156],1610612750.0,MIN,pullup,,,Russell,D. Russell,,,,,11.64,Missed,,,,,,,,,,,,,,,,,,,
141,PT00M47.70S,2021-11-30T01:33:00.6Z,1,REGULAR,rebound,defensive,[],1627734,,,1610612754,18,25,2021-11-30T01:33:03Z,1400000,,,0,,D. Sabonis REBOUND (Off:1 Def:7),[1627734],1610612754.0,IND,,,,Sabonis,D. Sabonis,,,,,,,140.0,8.0,7.0,1.0,,,,,,,,,,,,,,,
142,PT00M31.00S,2021-11-30T01:33:19.5Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629669,,,1610612754,18,25,2021-11-30T01:33:30Z,1410000,,,0,,J. Nowell personal FOUL (1 PF) (Duarte 2 FT),"[1629669, 1630537]",1610612750.0,MIN,,,,Nowell,J. Nowell,,,,,,,,,,,2715.0,1.0,0.0,Duarte,1630537.0,,,,,,,,,,
144,PT00M31.00S,2021-11-30T01:33:42.3Z,1,REGULAR,freethrow,1 of 2,[],1630537,,,1610612754,18,26,2021-11-30T01:34:09Z,1430000,,,0,,C. Duarte Free Throw 1 of 2 (4 PTS),[1630537],1610612754.0,IND,,,,Duarte,C. Duarte,,,,,,Made,,,,,,,,,,,,,4.0,,,,,,
145,PT00M31.00S,2021-11-30T01:33:49.2Z,1,REGULAR,substitution,out,[],1627734,,,1610612754,18,26,2021-11-30T01:33:55Z,1440000,,,0,,SUB out: D. Sabonis,[1627734],1610612754.0,IND,,,,Sabonis,D. Sabonis,,,,,,,,,,,,,,,,,,,,,,,,,
146,PT00M31.00S,2021-11-30T01:33:49.2Z,1,REGULAR,substitution,in,[],1630543,,,1610612754,18,26,2021-11-30T01:33:55Z,1450000,,,0,,SUB in: I. Jackson,[1630543],1610612754.0,IND,,,,Jackson,I. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,
147,PT00M31.00S,2021-11-30T01:33:42.3Z,1,REGULAR,freethrow,2 of 2,[],1630537,,,1610612754,18,26,2021-11-30T01:34:09Z,1460000,,,0,,MISS C. Duarte Free Throw 2 of 2,[1630537],1610612754.0,IND,,,,Duarte,C. Duarte,,,,,,Missed,,,,,,,,,,,,,,,,,,,
148,PT00M29.40S,2021-11-30T01:33:43.9Z,1,REGULAR,rebound,defensive,[],1627736,,,1610612750,18,26,2021-11-30T01:34:09Z,1470000,,,0,,M. Beasley REBOUND (Off:0 Def:2),[1627736],1610612750.0,MIN,,,,Beasley,M. Beasley,,,,,,,147.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
149,PT00M18.30S,2021-11-30T01:34:18.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626156,10.726018396846255,62.00980392156863,1610612750,18,26,2021-11-30T01:34:27Z,1480000,-60.0,48.0,1,left,MISS D. Russell 7' driving floating Shot,[1626156],1610612750.0,MIN,driving floating,,,Russell,D. Russell,,,,,7.7,Missed,,,,,,,,,,,,,,,,,,,
150,PT00M16.90S,2021-11-30T01:34:22.0Z,1,REGULAR,rebound,offensive,[],1626156,,,1610612750,18,26,2021-11-30T01:34:22Z,1490000,,,0,,D. Russell REBOUND (Off:1 Def:2),[1626156],1610612750.0,MIN,,,,Russell,D. Russell,,,,,,,149.0,3.0,2.0,1.0,,,,,,,,,,,,,,,
151,PT00M16.90S,2021-11-30T01:34:22.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1626156,5.590000152587891,50.0,1610612750,20,26,2021-11-30T01:34:22Z,1500000,0.0,0.0,1,left,D. Russell tip Layup (7 PTS),[1626156],1610612750.0,MIN,tip,,,Russell,D. Russell,,,,,0.0,Made,,,,,,,,,,,,,7.0,,,,,,
152,PT00M01.00S,2021-11-30T01:34:39.6Z,1,REGULAR,turnover,lost ball,[],1629103,,,1610612754,20,26,2021-11-30T01:34:51Z,1510000,,,0,,K. Martin lost ball TURNOVER (1 TO),"[1629103, 1630195]",1610612754.0,IND,,,,Martin,K. Martin,,,,,,,,,,,,,,,,1.0,Bolmaro,1630195.0,,,,,,,
153,PT00M01.00S,2021-11-30T01:34:39.6Z,1,REGULAR,steal,,[],1630195,,,1610612750,20,26,2021-11-30T01:34:41Z,1520000,,,0,,L. Bolmaro STEAL (1 STL),[1630195],1610612750.0,MIN,,,,Bolmaro,L. Bolmaro,,,,,,,,,,,,,,,,,,,,,,,,,
154,PT00M00.00S,2021-11-30T01:34:44.6Z,1,REGULAR,period,end,[],0,,,1610612750,20,26,2021-11-30T01:34:44Z,1530000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,PT12M00.00S,2021-11-30T01:37:20.1Z,2,REGULAR,period,start,[],0,,,1610612754,20,26,2021-11-30T01:37:20Z,1540000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,PT11M43.00S,2021-11-30T01:37:36.6Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],204456,84.1819973718791,58.08823529411765,1610612754,20,26,2021-11-30T01:37:46Z,1550000,40.0,96.0,1,right,MISS T. McConnell 10' pullup Shot,[204456],1610612754.0,IND,pullup,,,McConnell,T. McConnell,,,,,10.43,Missed,,,,,,,,,,,,,,,,,,,
157,PT11M40.00S,2021-11-30T01:37:39.6Z,2,REGULAR,rebound,defensive,[],1630195,,,1610612750,20,26,2021-11-30T01:37:46Z,1560000,,,0,,L. Bolmaro REBOUND (Off:0 Def:4),[1630195],1610612750.0,MIN,,,,Bolmaro,L. Bolmaro,,,,,,,156.0,4.0,4.0,0.0,,,,,,,,,,,,,,,
158,PT11M37.00S,2021-11-30T01:37:42.4Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1629669,6.389618922470433,52.20588235294118,1610612750,22,26,2021-11-30T01:38:12Z,1570000,-11.0,8.0,1,left,J. Nowell running Layup (2 PTS),[1629669],1610612750.0,MIN,running,,,Nowell,J. Nowell,,,,,1.34,Made,,,,,,,,,,,,,2.0,,,,,,
160,PT11M18.00S,2021-11-30T01:38:01.0Z,2,REGULAR,2pt,Jump Shot,[],1630543,78.13731931668858,38.970588235294116,1610612754,22,28,2021-11-30T01:38:06Z,1590000,-55.0,153.0,1,right,I. Jackson 16' turnaround Jump Shot (2 PTS) (C. Duarte 1 AST),"[1630543, 1630537]",1610612754.0,IND,turnaround,,,Jackson,I. Jackson,,,,,16.26,Made,,,,,,,,,,,,,2.0,C. Duarte,1630537.0,1.0,,,
162,PT11M09.00S,2021-11-30T01:38:10.1Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1629675,6.389618922470433,48.77450980392157,1610612750,24,28,2021-11-30T01:38:18Z,1610000,6.0,8.0,1,left,N. Reid cutting DUNK (2 PTS) (D. Russell 2 AST),"[1629675, 1626156]",1610612750.0,MIN,cutting,,,Reid,N. Reid,,,,,0.97,Made,,,,,,,,,,,,,2.0,D. Russell,1626156.0,2.0,,,
164,PT10M53.00S,2021-11-30T01:38:25.2Z,2,REGULAR,2pt,Jump Shot,[],1629103,79.45137976346912,21.323529411764707,1610612754,24,30,2021-11-30T01:38:31Z,1630000,-143.0,141.0,1,right,K. Martin 20' pullup Jump Shot (2 PTS) (T. Craig 1 AST),"[1629103, 1628470]",1610612754.0,IND,pullup,,,Martin,K. Martin,,,,,20.09,Made,,,,,,,,,,,,,2.0,T. Craig,1628470.0,1.0,,,
166,PT10M31.00S,2021-11-30T01:38:48.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629675,7.046649145860711,49.26470588235294,1610612750,26,30,2021-11-30T01:41:06Z,1650000,4.0,14.0,1,left,N. Reid reverse Layup (4 PTS) (M. Beasley 1 AST),"[1629675, 1627736]",1610612750.0,MIN,reverse,,,Reid,N. Reid,,,,,1.42,Made,,,,,,,,,,,,,4.0,M. Beasley,1627736.0,1.0,,,
168,PT10M11.00S,2021-11-30T01:39:08.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630543,93.77463863337714,45.83333333333333,1610612754,26,30,2021-11-30T01:39:15Z,1670000,-21.0,6.0,1,right,MISS I. Jackson Layup,[1630543],1610612754.0,IND,,,,Jackson,I. Jackson,,,,,2.16,Missed,,,,,,,,,,,,,,,,,,,
169,PT10M08.00S,2021-11-30T01:39:11.8Z,2,REGULAR,rebound,defensive,[],1626156,,,1610612750,26,30,2021-11-30T01:39:15Z,1680000,,,0,,D. Russell REBOUND (Off:1 Def:3),[1626156],1610612750.0,MIN,,,,Russell,D. Russell,,,,,,,168.0,4.0,3.0,1.0,,,,,,,,,,,,,,,
170,PT10M04.00S,2021-11-30T01:39:15.5Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1626156,32.53942181340342,49.754901960784316,1610612750,26,30,2021-11-30T01:39:24Z,1690000,1.0,253.0,1,left,MISS D. Russell 25' 3PT,[1626156],1610612750.0,MIN,,,,Russell,D. Russell,,,,,25.34,Missed,,,,,,,,,,,,,,,,,,,
171,PT10M00.00S,2021-11-30T01:39:19.5Z,2,REGULAR,rebound,defensive,[],1630537,,,1610612754,26,30,2021-11-30T01:39:24Z,1700000,,,0,,C. Duarte REBOUND (Off:0 Def:1),[1630537],1610612754.0,IND,,,,Duarte,C. Duarte,,,,,,,170.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
172,PT09M56.00S,2021-11-30T01:39:23.0Z,2,REGULAR,turnover,bad pass,[],1628470,,,1610612754,26,30,2021-11-30T01:45:17Z,1710000,,,0,,T. Craig bad pass TURNOVER (1 TO),"[1628470, 1627736]",1610612754.0,IND,,,,Craig,T. Craig,,,,,,,,,,,,,,,,1.0,Beasley,1627736.0,,,,,,,
173,PT09M56.00S,2021-11-30T01:39:23.0Z,2,REGULAR,steal,,[],1627736,,,1610612750,26,30,2021-11-30T01:39:32Z,1720000,,,0,,M. Beasley STEAL (1 STL),[1627736],1610612750.0,MIN,,,,Beasley,M. Beasley,,,,,,,,,,,,,,,,,,,,,,,,,
