actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,value
266,PT03M36.00S,2021-11-30T01:53:06.1Z,2,REGULAR,rebound,defensive,[],1627734,,,1610612754,42,42,2021-11-30T02:02:41Z,2640000,,,0,,D. Sabonis REBOUND (Off:1 Def:9),[1627734],1610612754.0,IND,,,,Sabonis,D. Sabonis,,,,,,,265.0,10.0,9.0,1.0,,,,,,,,,,,,,,,
267,PT03M30.00S,2021-11-30T01:53:12.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1627734,92.06636005256242,50.0,1610612754,42,44,2021-11-30T01:53:19Z,2650000,0.0,22.0,1,right,D. Sabonis cutting Layup (4 PTS) (J. Holiday 1 AST),"[1627734, 203200]",1610612754.0,IND,cutting,,,Sabonis,D. Sabonis,,,,,2.21,Made,,,,,,,,,,,,,4.0,J. Holiday,203200.0,1.0,,,
269,PT03M12.00S,2021-11-30T01:53:29.3Z,2,REGULAR,3pt,Jump Shot,[],1630195,25.04927726675427,82.59803921568627,1610612750,42,44,2021-11-30T01:53:33Z,2670000,-163.0,183.0,1,left,MISS L. Bolmaro 24' 3PT,[1630195],1610612750.0,MIN,,,,Bolmaro,L. Bolmaro,,,,,24.51,Missed,,,,,,,,,,,,,,,,,,,
270,PT03M09.00S,2021-11-30T01:53:32.3Z,2,REGULAR,rebound,defensive,[],1627734,,,1610612754,42,44,2021-11-30T01:53:33Z,2680000,,,0,,D. Sabonis REBOUND (Off:1 Def:10),[1627734],1610612754.0,IND,,,,Sabonis,D. Sabonis,,,,,,,269.0,11.0,10.0,1.0,,,,,,,,,,,,,,,
271,PT02M56.00S,2021-11-30T01:53:45.4Z,2,REGULAR,3pt,Jump Shot,[],1630537,95.0886990801577,4.901960784313726,1610612754,42,47,2021-11-30T01:53:50Z,2690000,-225.0,-6.0,1,right,C. Duarte 3PT  (7 PTS) (C. LeVert 3 AST),"[1630537, 1627747]",1610612754.0,IND,,,,Duarte,C. Duarte,,,,,22.56,Made,,,,,,,,,,,,,7.0,C. LeVert,1627747.0,3.0,,,
273,PT02M55.00S,2021-11-30T01:53:49.9Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612750,42,47,2021-11-30T01:53:49Z,2710000,,,0,,MIN Timeout,[],1610612750.0,MIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
274,PT02M55.00S,2021-11-30T01:56:21.1Z,2,REGULAR,substitution,out,[],1630195,,,1610612750,42,47,2021-11-30T01:56:38Z,2720000,,,0,,SUB out: L. Bolmaro,[1630195],1610612750.0,MIN,,,,Bolmaro,L. Bolmaro,,,,,,,,,,,,,,,,,,,,,,,,,
275,PT02M55.00S,2021-11-30T01:56:21.1Z,2,REGULAR,substitution,out,[],1629006,,,1610612750,42,47,2021-11-30T01:56:38Z,2730000,,,0,,SUB out: J. Okogie,[1629006],1610612750.0,MIN,,,,Okogie,J. Okogie,,,,,,,,,,,,,,,,,,,,,,,,,
276,PT02M55.00S,2021-11-30T01:56:21.1Z,2,REGULAR,substitution,in,[],1626156,,,1610612750,42,47,2021-11-30T01:56:38Z,2740000,,,0,,SUB in: D. Russell,[1626156],1610612750.0,MIN,,,,Russell,D. Russell,,,,,,,,,,,,,,,,,,,,,,,,,
277,PT02M55.00S,2021-11-30T01:56:21.1Z,2,REGULAR,substitution,in,[],1627752,,,1610612750,42,47,2021-11-30T01:56:38Z,2750000,,,0,,SUB in: T. Prince,[1627752],1610612750.0,MIN,,,,Prince,T. Prince,,,,,,,,,,,,,,,,,,,,,,,,,
278,PT02M46.00S,2021-11-30T01:56:58.9Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1626157,13.87976346911958,50.0,1610612750,44,47,2021-11-30T01:57:04Z,2760000,0.0,78.0,1,left,K. Towns 7' turnaround Hook (10 PTS) (D. Russell 5 AST),"[1626157, 1626156]",1610612750.0,MIN,turnaround,,,Towns,K. Towns,,,,,7.8,Made,,,,,,,,,,,,,10.0,D. Russell,1626156.0,5.0,,,
280,PT02M34.00S,2021-11-30T01:57:15.1Z,2,REGULAR,foul,offensive,[],1627734,,,1610612754,44,47,2021-11-30T01:57:27Z,2780000,,,0,,D. Sabonis offensive FOUL (1 PF),"[1627734, 1626157]",1610612754.0,IND,,,,Sabonis,D. Sabonis,,,,,,,,,,,1627964.0,1.0,0.0,Towns,1626157.0,,,,,,,,,,
282,PT02M34.00S,2021-11-30T01:57:15.1Z,2,REGULAR,turnover,offensive foul,[],1627734,,,1610612754,44,47,2021-11-30T01:57:15Z,2800000,,,0,,D. Sabonis offensive foul TURNOVER (1 TO),[1627734],1610612754.0,IND,,,,Sabonis,D. Sabonis,,,,,,,,,,,1627964.0,,,,,1.0,,,,,,,,,
283,PT02M24.00S,2021-11-30T01:57:43.1Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1626156,31.488173455978973,21.323529411764707,1610612750,44,47,2021-11-30T01:57:48Z,2810000,143.0,243.0,1,left,MISS D. Russell 28' pullup 3PT,[1626156],1610612750.0,MIN,pullup,,,Russell,D. Russell,,,,,28.26,Missed,,,,,,,,,,,,,,,,,,,
284,PT02M22.00S,2021-11-30T01:57:45.1Z,2,REGULAR,rebound,defensive,[],203200,,,1610612754,44,47,2021-11-30T01:57:48Z,2820000,,,0,,J. Holiday REBOUND (Off:0 Def:2),[203200],1610612754.0,IND,,,,Holiday,J. Holiday,,,,,,,283.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
285,PT02M10.00S,2021-11-30T01:57:57.3Z,2,REGULAR,2pt,Jump Shot,[],1630537,81.94809461235218,70.09803921568627,1610612754,44,49,2021-11-30T01:58:06Z,2830000,100.0,117.0,1,right,C. Duarte 15' pullup Jump Shot (9 PTS) (D. Sabonis 5 AST),"[1630537, 1627734]",1610612754.0,IND,pullup,,,Duarte,C. Duarte,,,,,15.44,Made,,,,,,,,,,,,,9.0,D. Sabonis,1627734.0,5.0,,,
287,PT01M47.00S,2021-11-30T01:58:20.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1626157,6.389618922470433,50.49019607843137,1610612750,46,49,2021-11-30T01:58:26Z,2850000,-2.0,8.0,1,left,K. Towns driving Layup (12 PTS) (D. Russell 6 AST),"[1626157, 1626156]",1610612750.0,MIN,driving,,,Towns,K. Towns,,,,,0.8,Made,,,,,,,,,,,,,12.0,D. Russell,1626156.0,6.0,,,
289,PT01M34.00S,2021-11-30T01:58:33.0Z,2,REGULAR,2pt,Jump Shot,[],203200,84.05059132720105,76.7156862745098,1610612754,46,51,2021-11-30T01:58:37Z,2870000,134.0,97.0,1,right,J. Holiday 16' pullup Jump Shot (10 PTS) (D. Sabonis 6 AST),"[203200, 1627734]",1610612754.0,IND,pullup,,,Holiday,J. Holiday,,,,,16.53,Made,,,,,,,,,,,,,10.0,D. Sabonis,1627734.0,6.0,,,
291,PT01M20.00S,2021-11-30T01:58:47.5Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1626157,11.908672798948752,55.14705882352941,1610612750,48,51,2021-11-30T01:58:53Z,2890000,-26.0,59.0,1,left,K. Towns 6' turnaround Hook (14 PTS) (D. Russell 7 AST),"[1626157, 1626156]",1610612750.0,MIN,turnaround,,,Towns,K. Towns,,,,,6.47,Made,,,,,,,,,,,,,14.0,D. Russell,1626156.0,7.0,,,
293,PT01M10.00S,2021-11-30T01:58:58.1Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1630537,93.24901445466492,50.49019607843137,1610612754,48,53,2021-11-30T01:59:02Z,2910000,2.0,11.0,1,right,C. Duarte cutting DUNK (11 PTS) (M. Brogdon 2 AST),"[1630537, 1627763]",1610612754.0,IND,cutting,,,Duarte,C. Duarte,,,,,1.13,Made,,,,,,,,,,,,,11.0,M. Brogdon,1627763.0,2.0,,,
295,PT00M58.20S,2021-11-30T01:59:09.4Z,2,REGULAR,2pt,Jump Shot,[],1626157,21.632720105124836,52.94117647058824,1610612750,48,53,2021-11-30T01:59:14Z,2930000,-15.0,151.0,1,left,MISS K. Towns 15' turnaround Shot,[1626157],1610612750.0,MIN,turnaround,,,Towns,K. Towns,,,,,15.15,Missed,,,,,,,,,,,,,,,,,,,
296,PT00M56.70S,2021-11-30T01:59:10.9Z,2,REGULAR,rebound,defensive,[],1627734,,,1610612754,48,53,2021-11-30T01:59:14Z,2940000,,,0,,D. Sabonis REBOUND (Off:1 Def:11),[1627734],1610612754.0,IND,,,,Sabonis,D. Sabonis,,,,,,,295.0,12.0,11.0,1.0,,,,,,,,,,,,,,,
297,PT00M46.40S,2021-11-30T01:59:22.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1627734,93.9060446780552,49.26470588235294,1610612754,48,55,2021-11-30T01:59:28Z,2950000,-4.0,5.0,1,right,D. Sabonis Layup (6 PTS) (C. Duarte 2 AST),"[1627734, 1630537]",1610612754.0,IND,,,,Sabonis,D. Sabonis,,,,,0.61,Made,,,,,,,,,,,,,6.0,C. Duarte,1630537.0,2.0,,,
299,PT00M38.60S,2021-11-30T01:59:38.9Z,2,REGULAR,3pt,Jump Shot,[],1627736,13.485545335085414,5.88235294117647,1610612750,48,55,2021-11-30T01:59:46Z,2970000,221.0,74.0,1,left,MISS M. Beasley 3PT,[1627736],1610612750.0,MIN,,,,Beasley,M. Beasley,,,,,23.28,Missed,,,,,,,,,,,,,,,,,,,
300,PT00M34.80S,2021-11-30T01:59:42.7Z,2,REGULAR,rebound,defensive,[],1627734,,,1610612754,48,55,2021-11-30T01:59:46Z,2980000,,,0,,D. Sabonis REBOUND (Off:1 Def:12),[1627734],1610612754.0,IND,,,,Sabonis,D. Sabonis,,,,,,,299.0,13.0,12.0,1.0,,,,,,,,,,,,,,,
301,PT00M22.10S,2021-11-30T01:59:57.4Z,2,REGULAR,foul,personal,[],1627752,,,1610612754,48,55,2021-11-30T02:00:08Z,2990000,,,0,,T. Prince personal FOUL (1 PF),"[1627752, 1627763]",1610612750.0,MIN,,,,Prince,T. Prince,,,,,,,,,,,2715.0,1.0,0.0,Brogdon,1627763.0,,,,,,,,,,
303,PT00M22.10S,2021-11-30T02:00:11.8Z,2,REGULAR,substitution,out,[],1627736,,,1610612754,48,55,2021-11-30T02:00:17Z,3010000,,,0,,SUB out: M. Beasley,[1627736],1610612750.0,MIN,,,,Beasley,M. Beasley,,,,,,,,,,,,,,,,,,,,,,,,,
304,PT00M22.10S,2021-11-30T02:00:11.8Z,2,REGULAR,substitution,in,[],1629006,,,1610612754,48,55,2021-11-30T02:00:17Z,3020000,,,0,,SUB in: J. Okogie,[1629006],1610612750.0,MIN,,,,Okogie,J. Okogie,,,,,,,,,,,,,,,,,,,,,,,,,
305,PT00M09.70S,2021-11-30T02:00:38.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1627763,91.80354796320631,48.03921568627451,1610612754,48,55,2021-11-30T02:00:46Z,3030000,-10.0,25.0,1,right,MISS M. Brogdon driving Layup,[1627763],1610612754.0,IND,driving,,,Brogdon,M. Brogdon,,,,,2.64,Missed,,,,,,,,,,,,,,,,,,,
306,PT00M06.10S,2021-11-30T02:00:42.4Z,2,REGULAR,rebound,offensive,[],1627734,,,1610612754,48,55,2021-11-30T02:00:46Z,3040000,,,0,,D. Sabonis REBOUND (Off:2 Def:12),[1627734],1610612754.0,IND,,,,Sabonis,D. Sabonis,,,,,,,305.0,14.0,12.0,2.0,,,,,,,,,,,,,,,
307,PT00M06.10S,2021-11-30T02:00:42.4Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1627734,94.40999984741211,50.0,1610612754,48,55,2021-11-30T02:00:42Z,3050000,0.0,0.0,1,right,MISS D. Sabonis tip Layup,[1627734],1610612754.0,IND,tip,,,Sabonis,D. Sabonis,,,,,0.0,Missed,,,,,,,,,,,,,,,,,,,
308,PT00M05.80S,2021-11-30T02:00:43.7Z,2,REGULAR,rebound,offensive,[],1627734,,,1610612754,48,55,2021-11-30T02:00:43Z,3060000,,,0,,D. Sabonis REBOUND (Off:3 Def:12),[1627734],1610612754.0,IND,,,,Sabonis,D. Sabonis,,,,,,,307.0,15.0,12.0,3.0,,,,,,,,,,,,,,,
309,PT00M05.80S,2021-11-30T02:00:44.6Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1627734,92.46057818659659,50.0,1610612754,48,57,2021-11-30T02:00:53Z,3070000,0.0,18.0,1,right,D. Sabonis putback Layup (8 PTS),[1627734],1610612754.0,IND,putback,,,Sabonis,D. Sabonis,,,,,1.84,Made,,,,,,,,,,,,,8.0,,,,,,
310,PT00M01.40S,2021-11-30T02:00:52.3Z,2,REGULAR,3pt,Jump Shot,[],1626156,24.129434954007884,84.31372549019608,1610612750,48,57,2021-11-30T02:01:14Z,3080000,-172.0,174.0,1,left,MISS D. Russell 24' 3PT,[1626156],1610612750.0,MIN,,,,Russell,D. Russell,,,,,24.46,Missed,,,,,,,,,,,,,,,,,,,
311,PT00M00.10S,2021-11-30T02:00:53.6Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612750,48,57,2021-11-30T02:15:43Z,3090000,,,0,,TEAM offensive REBOUND,[],1610612750.0,MIN,,,,,,,,,,,,310.0,,,,,,,,,,,,,,,,,,
312,PT00M00.00S,2021-11-30T02:00:59.8Z,2,REGULAR,period,end,[],0,,,1610612750,48,57,2021-11-30T02:15:27Z,3100000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
313,PT12M00.00S,2021-11-30T02:15:57.0Z,3,REGULAR,substitution,out,['startperiod'],1630537,,,1610612750,48,57,2021-11-30T02:16:10Z,3110000,,,0,,SUB out: C. Duarte,[1630537],1610612754.0,IND,,,,Duarte,C. Duarte,,,,,,,,,,,,,,,,,,,,,,,,,
314,PT12M00.00S,2021-11-30T02:15:57.0Z,3,REGULAR,substitution,in,['startperiod'],204456,,,1610612750,48,57,2021-11-30T02:16:10Z,3120000,,,0,,SUB in: T. McConnell,[204456],1610612754.0,IND,,,,McConnell,T. McConnell,,,,,,,,,,,,,,,,,,,,,,,,,
315,PT12M00.00S,2021-11-30T02:16:12.9Z,3,REGULAR,period,start,[],0,,,1610612754,48,57,2021-11-30T02:16:12Z,3130000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
316,PT11M40.00S,2021-11-30T02:17:10.7Z,3,REGULAR,jumpball,recovered,[],1630162,,,1610612754,48,57,2021-11-30T02:17:10Z,3140000,,,0,,Jump Ball J. Okogie vs. D. Sabonis: Tip to A. Edwards,"[1630162, 1629006, 1627734]",1610612750.0,MIN,heldball,A. Edwards,1630162.0,Edwards,A. Edwards,Okogie,1629006.0,Sabonis,1627734.0,,,,,,,,,,,,,,,,,,,,,
319,PT11M40.00S,2021-11-30T02:17:10.7Z,3,REGULAR,turnover,lost ball,[],1627734,,,1610612754,48,57,2021-11-30T02:17:10Z,3170000,,,0,,D. Sabonis lost ball TURNOVER (2 TO),"[1627734, 1629006]",1610612754.0,IND,,,,Sabonis,D. Sabonis,,,,,,,,,,,,,,,,2.0,Okogie,1629006.0,,,,,,,
320,PT11M40.00S,2021-11-30T02:17:10.7Z,3,REGULAR,steal,,[],1629006,,,1610612750,48,57,2021-11-30T02:17:10Z,3180000,,,0,,J. Okogie STEAL (1 STL),[1629006],1610612750.0,MIN,,,,Okogie,J. Okogie,,,,,,,,,,,,,,,,,,,,,,,,,
321,PT11M33.00S,2021-11-30T02:17:17.3Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1627752,76.69185282522996,86.27450980392157,1610612750,48,57,2021-11-30T02:17:25Z,3190000,181.0,167.0,1,right,MISS T. Prince 24' 3PT,[1627752],1610612750.0,MIN,,,,Prince,T. Prince,,,,,24.63,Missed,,,,,,,,,,,,,,,,,,,
322,PT11M30.00S,2021-11-30T02:17:20.3Z,3,REGULAR,rebound,defensive,[],203200,,,1610612754,48,57,2021-11-30T02:17:25Z,3200000,,,0,,J. Holiday REBOUND (Off:0 Def:3),[203200],1610612754.0,IND,,,,Holiday,J. Holiday,,,,,,,321.0,3.0,3.0,0.0,,,,,,,,,,,,,,,
323,PT11M22.00S,2021-11-30T02:17:30.1Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1627734,6.521024967148489,50.245098039215684,1610612754,48,59,2021-11-30T02:17:35Z,3210000,-1.0,9.0,1,left,D. Sabonis cutting Layup (10 PTS) (M. Brogdon 3 AST),"[1627734, 1627763]",1610612754.0,IND,cutting,,,Sabonis,D. Sabonis,,,,,0.89,Made,,,,,,,,,,,,,10.0,M. Brogdon,1627763.0,3.0,,,
325,PT11M22.00S,2021-11-30T02:17:32.4Z,3,REGULAR,foul,personal,['1freethrow'],1629006,,,1610612754,48,59,2021-11-30T02:17:56Z,3230000,,,0,,J. Okogie shooting personal FOUL (2 PF) (Sabonis 1 FT),"[1629006, 1627734]",1610612750.0,MIN,shooting,,,Okogie,J. Okogie,,,,,,,,,,,202037.0,2.0,0.0,Sabonis,1627734.0,,,,,,,,,,
327,PT11M22.00S,2021-11-30T02:17:57.3Z,3,REGULAR,freethrow,1 of 1,[],1627734,,,1610612754,48,60,2021-11-30T02:17:57Z,3250000,,,0,,D. Sabonis Free Throw 1 of 1 (11 PTS),[1627734],1610612754.0,IND,,,,Sabonis,D. Sabonis,,,,,,Made,,,,,,,,,,,,,11.0,,,,,,
328,PT10M57.00S,2021-11-30T02:18:22.6Z,3,REGULAR,3pt,Jump Shot,[],1626157,69.85873850197109,27.450980392156865,1610612750,48,60,2021-11-30T02:18:29Z,3260000,-113.0,231.0,1,right,MISS K. Towns 25' 3PT,[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,25.68,Missed,,,,,,,,,,,,,,,,,,,
329,PT10M52.00S,2021-11-30T02:18:26.8Z,3,REGULAR,rebound,defensive,[],203200,,,1610612754,48,60,2021-11-30T02:18:26Z,3270000,,,0,,J. Holiday REBOUND (Off:0 Def:4),[203200],1610612754.0,IND,,,,Holiday,J. Holiday,,,,,,,328.0,4.0,4.0,0.0,,,,,,,,,,,,,,,
330,PT10M47.00S,2021-11-30T02:18:31.8Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],203200,32.14520367936925,61.274509803921575,1610612754,48,60,2021-11-30T02:18:38Z,3280000,-56.0,250.0,1,left,MISS J. Holiday 25' 3PT,[203200],1610612754.0,IND,,,,Holiday,J. Holiday,,,,,25.6,Missed,,,,,,,,,,,,,,,,,,,
331,PT10M45.00S,2021-11-30T02:18:33.8Z,3,REGULAR,rebound,defensive,[],1626157,,,1610612750,48,60,2021-11-30T02:18:38Z,3290000,,,0,,K. Towns REBOUND (Off:2 Def:3),[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,,,330.0,5.0,3.0,2.0,,,,,,,,,,,,,,,
332,PT10M40.00S,2021-11-30T02:18:40.1Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630162,94.30026281208936,53.18627450980392,1610612750,48,60,2021-11-30T02:18:47Z,3300000,16.0,1.0,1,right,MISS A. Edwards driving Layup,[1630162],1610612750.0,MIN,driving,,,Edwards,A. Edwards,,,,,1.59,Missed,,,,,,,,,,,,,,,,,,,
333,PT10M37.00S,2021-11-30T02:18:43.1Z,3,REGULAR,rebound,defensive,[],1627734,,,1610612754,48,60,2021-11-30T02:18:47Z,3310000,,,0,,D. Sabonis REBOUND (Off:3 Def:13),[1627734],1610612754.0,IND,,,,Sabonis,D. Sabonis,,,,,,,332.0,16.0,13.0,3.0,,,,,,,,,,,,,,,
334,PT10M31.00S,2021-11-30T02:18:48.2Z,3,REGULAR,2pt,Jump Shot,['fastbreak'],203200,19.004599211563733,68.87254901960785,1610612754,48,60,2021-11-30T02:18:56Z,3320000,-94.0,126.0,1,left,MISS J. Holiday 15' pullup Shot,[203200],1610612754.0,IND,pullup,,,Holiday,J. Holiday,,,,,15.75,Missed,,,,,,,,,,,,,,,,,,,
335,PT10M28.00S,2021-11-30T02:18:51.2Z,3,REGULAR,rebound,defensive,[],1626157,,,1610612750,48,60,2021-11-30T02:18:56Z,3330000,,,0,,K. Towns REBOUND (Off:2 Def:4),[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,,,334.0,6.0,4.0,2.0,,,,,,,,,,,,,,,
336,PT10M21.00S,2021-11-30T02:18:59.8Z,3,REGULAR,foul,personal,['2freethrow'],1627734,,,1610612750,48,60,2021-11-30T02:19:07Z,3340000,,,0,,D. Sabonis shooting personal FOUL (2 PF) (Towns 2 FT),"[1627734, 1626157]",1610612754.0,IND,shooting,,,Sabonis,D. Sabonis,,,,,,,,,,,2715.0,2.0,0.0,Towns,1626157.0,,,,,,,,,,
338,PT10M21.00S,2021-11-30T02:19:35.5Z,3,REGULAR,freethrow,1 of 2,[],1626157,,,1610612750,49,60,2021-11-30T02:19:35Z,3360000,,,0,,K. Towns Free Throw 1 of 2 (15 PTS),[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,,Made,,,,,,,,,,,,,15.0,,,,,,
339,PT10M21.00S,2021-11-30T02:19:35.5Z,3,REGULAR,freethrow,2 of 2,[],1626157,,,1610612750,49,60,2021-11-30T02:20:03Z,3370000,,,0,,MISS K. Towns Free Throw 2 of 2,[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,,Missed,,,,,,,,,,,,,,,,,,,
340,PT10M18.00S,2021-11-30T02:19:38.5Z,3,REGULAR,rebound,offensive,[],1627752,,,1610612750,49,60,2021-11-30T02:20:03Z,3380000,,,0,,T. Prince REBOUND (Off:1 Def:1),[1627752],1610612750.0,MIN,,,,Prince,T. Prince,,,,,,,339.0,2.0,1.0,1.0,,,,,,,,,,,,,,,
341,PT10M15.00S,2021-11-30T02:20:01.1Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1626157,67.88764783180025,59.31372549019608,1610612750,52,60,2021-11-30T02:20:06Z,3390000,47.0,249.0,1,right,K. Towns 25' 3PT  (18 PTS) (A. Edwards 2 AST),"[1626157, 1630162]",1610612750.0,MIN,,,,Towns,K. Towns,,,,,25.37,Made,,,,,,,,,,,,,18.0,A. Edwards,1630162.0,2.0,,,
343,PT09M55.00S,2021-11-30T02:20:20.8Z,3,REGULAR,3pt,Jump Shot,[],1627747,23.47240473061761,86.51960784313727,1610612754,52,60,2021-11-30T02:20:27Z,3410000,-183.0,168.0,1,left,MISS C. LeVert 24' step back 3PT,[1627747],1610612754.0,IND,step back,,,LeVert,C. LeVert,,,,,24.82,Missed,,,,,,,,,,,,,,,,,,,
344,PT09M51.00S,2021-11-30T02:20:24.8Z,3,REGULAR,rebound,offensive,[],1627747,,,1610612754,52,60,2021-11-30T02:20:27Z,3420000,,,0,,C. LeVert REBOUND (Off:2 Def:1),[1627747],1610612754.0,IND,,,,LeVert,C. LeVert,,,,,,,343.0,3.0,1.0,2.0,,,,,,,,,,,,,,,
345,PT09M39.00S,2021-11-30T02:20:37.2Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1627763,25.706307490144546,81.37254901960785,1610612754,52,60,2021-11-30T02:20:41Z,3430000,-157.0,189.0,1,left,MISS M. Brogdon 24' 3PT,[1627763],1610612754.0,IND,,,,Brogdon,M. Brogdon,,,,,24.57,Missed,,,,,,,,,,,,,,,,,,,
346,PT09M37.00S,2021-11-30T02:20:40.1Z,3,REGULAR,rebound,defensive,[],1627752,,,1610612750,52,60,2021-11-30T02:20:40Z,3440000,,,0,,T. Prince REBOUND (Off:1 Def:2),[1627752],1610612750.0,MIN,,,,Prince,T. Prince,,,,,,,345.0,3.0,2.0,1.0,,,,,,,,,,,,,,,
347,PT09M28.00S,2021-11-30T02:20:48.5Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1626157,93.77463863337714,49.50980392156863,1610612750,54,60,2021-11-30T02:20:53Z,3450000,-2.0,6.0,1,right,K. Towns cutting Layup (20 PTS) (A. Edwards 3 AST),"[1626157, 1630162]",1610612750.0,MIN,cutting,,,Towns,K. Towns,,,,,0.65,Made,,,,,,,,,,,,,20.0,A. Edwards,1630162.0,3.0,,,
349,PT09M28.00S,2021-11-30T02:20:52.5Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612754,54,60,2021-11-30T02:20:52Z,3470000,,,0,,IND Timeout,[],1610612754.0,IND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350,PT09M13.00S,2021-11-30T02:24:02.7Z,3,REGULAR,foul,personal,[],1626156,,,1610612754,54,60,2021-11-30T02:26:47Z,3480000,,,0,,D. Russell personal FOUL (3 PF),"[1626156, 1627734]",1610612750.0,MIN,,,,Russell,D. Russell,,,,,,,,,,,2715.0,3.0,0.0,Sabonis,1627734.0,,,,,,,,,,
352,PT08M57.00S,2021-11-30T02:24:34.5Z,3,REGULAR,turnover,shot clock,['team'],0,,,1610612754,54,60,2021-11-30T02:24:42Z,3500000,,,0,,IND shot clock Team TURNOVER,[],1610612754.0,IND,,,,,,,,,,,,,,,,1627964.0,,,,,,,,,,,,,,
353,PT08M51.00S,2021-11-30T02:24:56.1Z,3,REGULAR,turnover,traveling,[],1626157,,,1610612750,54,60,2021-11-30T02:25:01Z,3510000,,,0,,K. Towns traveling TURNOVER (5 TO),[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,,,,,,,2715.0,,,,,5.0,,,,,,,,,
354,PT08M30.00S,2021-11-30T02:25:25.1Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1627763,6.652431011826544,49.754901960784316,1610612754,54,60,2021-11-30T02:25:31Z,3520000,1.0,10.0,1,left,MISS M. Brogdon reverse Layup - blocked,"[1627763, 1629006]",1610612754.0,IND,reverse,,,Brogdon,M. Brogdon,,,,,1.01,Missed,,,,,,,,,,,,,,,,,Okogie,1629006.0,
355,PT08M30.00S,2021-11-30T02:25:25.1Z,3,REGULAR,block,,[],1629006,,,1610612754,54,60,2021-11-30T02:25:27Z,3530000,,,0,,J. Okogie BLOCK (1 BLK),[1629006],1610612750.0,MIN,,,,Okogie,J. Okogie,,,,,,,,,,,,,,,,,,,,,,,,,
356,PT08M27.00S,2021-11-30T02:25:28.1Z,3,REGULAR,rebound,defensive,[],1626157,,,1610612750,54,60,2021-11-30T02:25:31Z,3540000,,,0,,K. Towns REBOUND (Off:2 Def:5),[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,,,354.0,7.0,5.0,2.0,,,,,,,,,,,,,,,
357,PT08M13.00S,2021-11-30T02:25:41.9Z,3,REGULAR,3pt,Jump Shot,[],1630162,67.62483574244416,59.80392156862745,1610612750,54,60,2021-11-30T02:25:47Z,3550000,49.0,252.0,1,right,MISS A. Edwards 25' step back 3PT,[1630162],1610612750.0,MIN,step back,,,Edwards,A. Edwards,,,,,25.65,Missed,,,,,,,,,,,,,,,,,,,
