actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,turnoverTotal,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
528,PT10M22.00S,2022-11-16T04:58:17.7Z,4,REGULAR,2pt,Hook,['pointsinthepaint'],1631110,92.06636005256242,54.65686274509803,1610612759,93,94,2022-11-16T04:58:24Z,5240000,False,23.0,22.0,1,right,MISS J. Sochan driving Hook,[1631110],1610612759.0,SAS,driving,,,Sochan,J. Sochan,,,,,Restricted Area,0-8 Center,,,3.21,Missed,,,,,,,,,,,,,,,,
529,PT10M21.00S,2022-11-16T04:58:18.7Z,4,REGULAR,rebound,defensive,[],203994,,,1610612757,93,94,2022-11-16T04:58:24Z,5250000,False,,,0,,J. Nurkic REBOUND (Off:2 Def:3),[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,Restricted Area,0-8 Center,,,,,,528.0,5.0,3.0,2.0,,,,,,,,,,,
530,PT10M10.00S,2022-11-16T04:58:29.3Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630570,6.258212877792378,47.794117647058826,1610612757,95,94,2022-11-16T04:58:36Z,5260000,False,11.0,6.0,1,left,T. Watford driving Layup (4 PTS) (A. Simons 2 AST),"[1630570, 1629014]",1610612757.0,POR,driving,,,Watford,T. Watford,,,,,Restricted Area,0-8 Center,,,1.27,Made,4.0,,,,,A. Simons,1629014.0,2.0,,,,,,,,
531,PT09M54.00S,2022-11-16T04:58:46.2Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1627751,94.95729303547962,51.71568627450981,1610612759,95,96,2022-11-16T04:58:50Z,5270000,False,9.0,-5.0,1,right,J. Poeltl reverse Layup (25 PTS) (T. Jones 8 AST),"[1627751, 1630200]",1610612759.0,SAS,reverse,,,Poeltl,J. Poeltl,,,,,Restricted Area,0-8 Center,,,1.0,Made,25.0,,,,,T. Jones,1630200.0,8.0,,,,,,,,
533,PT09M35.00S,2022-11-16T04:59:04.0Z,4,REGULAR,3pt,Jump Shot,[],1629014,30.042706964520367,75.0,1610612757,98,96,2022-11-16T04:59:08Z,5290000,False,-125.0,230.0,1,left,A. Simons 26' 3PT step back (16 PTS),[1629014],1610612757.0,POR,step back,,,Simons,A. Simons,,,,,Above the Break 3,24+ Left Center,,,26.17,Made,16.0,,,,,,,,,,,,,,,
534,PT09M19.00S,2022-11-16T04:59:21.0Z,4,REGULAR,2pt,Hook,['pointsinthepaint'],1627751,93.11760840998686,55.63725490196079,1610612759,98,98,2022-11-16T04:59:33Z,5300000,False,28.0,12.0,1,right,J. Poeltl driving bank Hook (27 PTS) (T. Jones 9 AST),"[1627751, 1630200]",1610612759.0,SAS,driving bank,,,Poeltl,J. Poeltl,,,,,Restricted Area,0-8 Center,,,3.07,Made,27.0,,,,,T. Jones,1630200.0,9.0,,,,,,,,
535,PT09M09.00S,2022-11-16T04:59:36.5Z,4,REGULAR,violation,kicked ball,[],1627751,,,1610612757,98,98,2022-11-16T05:00:06Z,5310000,False,,,0,,J. Poeltl kicked ball VIOLATION,[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,,,2714.0,,,,,,,,,,,,,,,,,,,
536,PT09M09.00S,2022-11-16T04:59:40.2Z,4,REGULAR,substitution,out,[],1630570,,,1610612757,98,98,2022-11-16T04:59:54Z,5320000,False,,,0,,SUB out: T. Watford,[1630570],1610612757.0,POR,,,,Watford,T. Watford,,,,,,,,,,,,,,,,,,,,,,,,,,
537,PT09M09.00S,2022-11-16T04:59:40.2Z,4,REGULAR,substitution,out,[],1629642,,,1610612757,98,98,2022-11-16T04:59:54Z,5330000,False,,,0,,SUB out: N. Little,[1629642],1610612757.0,POR,,,,Little,N. Little,,,,,,,,,,,,,,,,,,,,,,,,,,
538,PT09M09.00S,2022-11-16T04:59:40.2Z,4,REGULAR,substitution,out,[],1631101,,,1610612757,98,98,2022-11-16T04:59:54Z,5340000,False,,,0,,SUB out: S. Sharpe,[1631101],1610612757.0,POR,,,,Sharpe,S. Sharpe,,,,,,,,,,,,,,,,,,,,,,,,,,
539,PT09M09.00S,2022-11-16T04:59:40.2Z,4,REGULAR,substitution,out,[],203994,,,1610612757,98,98,2022-11-16T04:59:54Z,5350000,False,,,0,,SUB out: J. Nurkic,[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,,,,,,,,,,,,,,,,,,,,,,
540,PT09M09.00S,2022-11-16T04:59:40.2Z,4,REGULAR,substitution,out,[],203926,,,1610612757,98,98,2022-11-16T04:59:54Z,5360000,False,,,0,,SUB out: D. McDermott,[203926],1610612759.0,SAS,,,,McDermott,D. McDermott,,,,,,,,,,,,,,,,,,,,,,,,,,
541,PT09M09.00S,2022-11-16T04:59:40.2Z,4,REGULAR,substitution,out,[],1630170,,,1610612757,98,98,2022-11-16T04:59:54Z,5370000,False,,,0,,SUB out: D. Vassell,[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,,,,,,,,,,,,,,,,,,,,,,
542,PT09M09.00S,2022-11-16T04:59:40.2Z,4,REGULAR,substitution,in,[],1629234,,,1610612757,98,98,2022-11-16T04:59:54Z,5380000,False,,,0,,SUB in: D. Eubanks,[1629234],1610612757.0,POR,,,,Eubanks,D. Eubanks,,,,,,,,,,,,,,,,,,,,,,,,,,
543,PT09M09.00S,2022-11-16T04:59:40.2Z,4,REGULAR,substitution,in,[],203924,,,1610612757,98,98,2022-11-16T04:59:54Z,5390000,False,,,0,,SUB in: J. Grant,[203924],1610612757.0,POR,,,,Grant,J. Grant,,,,,,,,,,,,,,,,,,,,,,,,,,
544,PT09M09.00S,2022-11-16T04:59:40.2Z,4,REGULAR,substitution,in,[],203081,,,1610612757,98,98,2022-11-16T04:59:54Z,5400000,False,,,0,,SUB in: D. Lillard,[203081],1610612757.0,POR,,,,Lillard,D. Lillard,,,,,,,,,,,,,,,,,,,,,,,,,,
545,PT09M09.00S,2022-11-16T04:59:40.2Z,4,REGULAR,substitution,in,[],1628404,,,1610612757,98,98,2022-11-16T04:59:54Z,5410000,False,,,0,,SUB in: J. Hart,[1628404],1610612757.0,POR,,,,Hart,J. Hart,,,,,,,,,,,,,,,,,,,,,,,,,,
546,PT09M09.00S,2022-11-16T04:59:40.2Z,4,REGULAR,substitution,in,[],1629640,,,1610612757,98,98,2022-11-16T04:59:54Z,5420000,False,,,0,,SUB in: K. Johnson,[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
547,PT09M09.00S,2022-11-16T04:59:40.2Z,4,REGULAR,substitution,in,[],1628966,,,1610612757,98,98,2022-11-16T04:59:54Z,5430000,False,,,0,,SUB in: K. Bates-Diop,[1628966],1610612759.0,SAS,,,,Bates-Diop,K. Bates-Diop,,,,,,,,,,,,,,,,,,,,,,,,,,
548,PT08M52.00S,2022-11-16T05:00:13.1Z,4,REGULAR,3pt,Jump Shot,[],1629014,24.917871222076215,88.23529411764706,1610612757,98,98,2022-11-16T05:00:18Z,5440000,False,-191.0,182.0,1,left,MISS A. Simons 26' 3PT,[1629014],1610612757.0,POR,,,,Simons,A. Simons,,,,,Above the Break 3,24+ Left Center,,,26.38,Missed,,,,,,,,,,,,,,,,
549,PT08M49.00S,2022-11-16T05:00:16.1Z,4,REGULAR,rebound,defensive,['team'],0,,,1610612759,98,98,2022-11-16T05:00:18Z,5450000,False,,,0,,TEAM defensive REBOUND,[],1610612759.0,SAS,,,,,,,,,,Above the Break 3,24+ Left Center,,,,,,548.0,,,,,,,,,,,,,,
551,PT08M35.00S,2022-11-16T05:00:35.7Z,4,REGULAR,2pt,Hook,['pointsinthepaint'],1627751,90.3580814717477,58.57843137254902,1610612759,98,100,2022-11-16T05:00:40Z,5470000,False,43.0,38.0,1,right,J. Poeltl turnaround Hook (29 PTS) (K. Johnson 5 AST),"[1627751, 1629640]",1610612759.0,SAS,turnaround,,,Poeltl,J. Poeltl,,,,,In The Paint (Non-RA),0-8 Center,,,5.74,Made,29.0,,,,,K. Johnson,1629640.0,5.0,,,,,,,,
553,PT08M21.00S,2022-11-16T05:00:50.4Z,4,REGULAR,turnover,bad pass,[],1629014,,,1610612757,98,100,2022-11-16T05:00:56Z,5490000,False,,,0,,A. Simons bad pass TURNOVER (1 TO),"[1629014, 1629640]",1610612757.0,POR,,,,Simons,A. Simons,,,,,Mid-Range,8-16 Right,,1.0,,,,,,,,,,,Johnson,1629640.0,,,,,,
554,PT08M21.00S,2022-11-16T05:00:50.4Z,4,REGULAR,steal,,[],1629640,,,1610612759,98,100,2022-11-16T05:00:52Z,5500000,False,,,0,,K. Johnson STEAL (2 STL),[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
556,PT08M10.00S,2022-11-16T05:01:21.5Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1629640,94.03745072273325,47.30392156862745,1610612759,98,102,2022-11-16T05:01:25Z,5520000,False,-13.0,4.0,1,right,K. Johnson cutting Layup (16 PTS) (J. Poeltl 5 AST),"[1629640, 1627751]",1610612759.0,SAS,cutting,,,Johnson,K. Johnson,,,,,Restricted Area,0-8 Center,,,1.39,Made,16.0,,,,,J. Poeltl,1627751.0,5.0,,,,,,,,
558,PT08M10.00S,2022-11-16T05:01:27.0Z,4,REGULAR,foul,personal,['1freethrow'],203924,,,1610612759,98,102,2022-11-16T05:01:33Z,5540000,False,,,0,,J. Grant shooting personal FOUL (1 PF) (Johnson 1 FT),"[203924, 1629640]",1610612757.0,POR,shooting,,,Grant,J. Grant,,,,,Restricted Area,0-8 Center,1627519.0,,,,,,,,,,,,,,,,1.0,0.0,Johnson,1629640.0
561,PT08M10.00S,2022-11-16T05:01:33.8Z,4,REGULAR,substitution,in,[],1626196,,,1610612759,98,102,2022-11-16T05:02:20Z,5570000,False,,,0,,SUB in: J. Richardson,[1626196],1610612759.0,SAS,,,,Richardson,J. Richardson,,,,,,,,,,,,,,,,,,,,,,,,,,
562,PT08M10.00S,2022-11-16T05:01:33.8Z,4,REGULAR,substitution,out,[],1630200,,,1610612759,98,102,2022-11-16T05:02:20Z,5580000,False,,,0,,SUB out: T. Jones,[1630200],1610612759.0,SAS,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
563,PT08M10.00S,2022-11-16T05:01:53.0Z,4,REGULAR,freethrow,1 of 1,['fromturnover'],1629640,,,1610612759,98,103,2022-11-16T05:01:53Z,5590000,False,,,0,,K. Johnson Free Throw 1 of 1 (17 PTS),[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,,,,,Made,17.0,,,,,,,,,,,,,,,
564,PT07M48.00S,2022-11-16T05:02:17.9Z,4,REGULAR,3pt,Jump Shot,[],203081,30.17411300919842,19.607843137254903,1610612757,98,103,2022-11-16T05:02:22Z,5600000,False,152.0,231.0,1,left,MISS D. Lillard 27' step back 3PT,[203081],1610612757.0,POR,step back,,,Lillard,D. Lillard,,,,,Above the Break 3,24+ Right Center,,,27.66,Missed,,,,,,,,,,,,,,,,
565,PT07M45.00S,2022-11-16T05:02:20.1Z,4,REGULAR,rebound,defensive,[],1629640,,,1610612759,98,103,2022-11-16T05:02:20Z,5610000,False,,,0,,K. Johnson REBOUND (Off:0 Def:5),[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,Above the Break 3,24+ Right Center,,,,,,564.0,5.0,5.0,0.0,,,,,,,,,,,
566,PT07M31.00S,2022-11-16T05:02:37.6Z,4,REGULAR,foul,personal,['2freethrow'],203081,,,1610612759,98,103,2022-11-16T05:02:45Z,5620000,False,,,0,,D. Lillard shooting personal FOUL (2 PF) (Johnson 2 FT),"[203081, 1629640]",1610612757.0,POR,shooting,,,Lillard,D. Lillard,,,,,In The Paint (Non-RA),0-8 Center,2714.0,,,,,,,,,,,,,,,,2.0,0.0,Johnson,1629640.0
568,PT07M31.00S,2022-11-16T05:03:13.0Z,4,REGULAR,freethrow,1 of 2,[],1629640,,,1610612759,98,104,2022-11-16T05:03:31Z,5640000,False,,,0,,K. Johnson Free Throw 1 of 2 (18 PTS),[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,,,,,Made,18.0,,,,,,,,,,,,,,,
569,PT07M31.00S,2022-11-16T05:03:13.0Z,4,REGULAR,freethrow,2 of 2,[],1629640,,,1610612759,98,104,2022-11-16T05:03:31Z,5650000,False,,,0,,MISS K. Johnson Free Throw 2 of 2,[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,,,,,Missed,,,,,,,,,,,,,,,,
570,PT07M29.00S,2022-11-16T05:03:15.0Z,4,REGULAR,rebound,defensive,[],1629234,,,1610612757,98,104,2022-11-16T05:03:31Z,5660000,False,,,0,,D. Eubanks REBOUND (Off:2 Def:3),[1629234],1610612757.0,POR,,,,Eubanks,D. Eubanks,,,,,,,,,,,,569.0,5.0,3.0,2.0,,,,,,,,,,,
571,PT07M11.00S,2022-11-16T05:03:46.3Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],203081,7.835085413929041,49.26470588235294,1610612757,100,104,2022-11-16T05:03:50Z,5670000,False,4.0,21.0,1,left,D. Lillard driving Layup (19 PTS),[203081],1610612757.0,POR,driving,,,Lillard,D. Lillard,,,,,Restricted Area,0-8 Center,,,2.14,Made,19.0,,,,,,,,,,,,,,,
572,PT06M53.00S,2022-11-16T05:04:03.9Z,4,REGULAR,2pt,Hook,['pointsinthepaint'],1629640,94.30026281208936,51.71568627450981,1610612759,100,104,2022-11-16T05:04:09Z,5680000,False,9.0,1.0,1,right,MISS K. Johnson driving Hook,[1629640],1610612759.0,SAS,driving,,,Johnson,K. Johnson,,,,,Restricted Area,0-8 Center,,,0.87,Missed,,,,,,,,,,,,,,,,
573,PT06M50.00S,2022-11-16T05:04:06.5Z,4,REGULAR,rebound,offensive,[],1627751,,,1610612759,100,104,2022-11-16T05:04:06Z,5690000,False,,,0,,J. Poeltl REBOUND (Off:5 Def:7),[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,Restricted Area,0-8 Center,,,,,,572.0,12.0,7.0,5.0,,,,,,,,,,,
574,PT06M50.00S,2022-11-16T05:04:06.5Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1627751,94.40999984741211,50.0,1610612759,100,106,2022-11-16T05:04:06Z,5700000,False,0.0,0.0,1,right,J. Poeltl tip Layup (31 PTS),[1627751],1610612759.0,SAS,tip,,,Poeltl,J. Poeltl,,,,,Mid-Range,8-16 Left,,,0.0,Made,31.0,,,,,,,,,,,,,,,
575,PT06M43.00S,2022-11-16T05:04:18.1Z,4,REGULAR,turnover,out-of-bounds,[],203081,,,1610612757,100,106,2022-11-16T05:04:27Z,5710000,False,,,0,,D. Lillard lost ball out-of-bounds TURNOVER (4 TO),[203081],1610612757.0,POR,lost ball,,,Lillard,D. Lillard,,,,,Restricted Area,0-8 Center,2714.0,4.0,,,,,,,,,,,,,,,,,,
576,PT06M43.00S,2022-11-16T05:04:21.7Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612759,100,106,2022-11-16T05:04:21Z,5720000,False,,,0,,POR Timeout,[],1610612757.0,POR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
578,PT06M23.00S,2022-11-16T05:07:31.3Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1627751,94.43166885676742,52.69607843137255,1610612759,100,106,2022-11-16T05:07:34Z,5730000,False,13.0,0.0,1,right,MISS J. Poeltl Layup,[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,Restricted Area,0-8 Center,,,1.35,Missed,,,,,,,,,,,,,,,,
579,PT06M22.00S,2022-11-16T05:07:32.3Z,4,REGULAR,rebound,defensive,[],203081,,,1610612757,100,106,2022-11-16T05:07:34Z,5740000,False,,,0,,D. Lillard REBOUND (Off:0 Def:1),[203081],1610612757.0,POR,,,,Lillard,D. Lillard,,,,,Restricted Area,0-8 Center,,,,,,578.0,1.0,1.0,0.0,,,,,,,,,,,
580,PT06M13.00S,2022-11-16T05:07:50.1Z,4,REGULAR,foul,personal,[],1629640,,,1610612757,100,106,2022-11-16T05:07:57Z,5750000,False,,,0,,K. Johnson personal FOUL (1 PF),"[1629640, 203924]",1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,Restricted Area,0-8 Center,2714.0,,,,,,,,,,,,,,,,1.0,0.0,Grant,203924.0
582,PT06M13.00S,2022-11-16T05:07:54.3Z,4,REGULAR,substitution,out,[],1627751,,,1610612757,100,106,2022-11-16T05:08:02Z,5770000,False,,,0,,SUB out: J. Poeltl,[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,,,,,,,,,,,,,,,,,,,,,,
583,PT06M13.00S,2022-11-16T05:07:54.3Z,4,REGULAR,substitution,in,[],1629646,,,1610612757,100,106,2022-11-16T05:08:02Z,5780000,False,,,0,,SUB in: C. Bassey,[1629646],1610612759.0,SAS,,,,Bassey,C. Bassey,,,,,,,,,,,,,,,,,,,,,,,,,,
587,PT06M13.00S,2022-11-16T05:08:46.0Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612757,100,106,2022-11-16T05:08:46Z,5810000,False,,,0,,SAS Timeout,[],1610612759.0,SAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
589,PT06M02.00S,2022-11-16T05:11:39.7Z,4,REGULAR,2pt,Jump Shot,[],203924,17.0335085413929,79.65686274509804,1610612757,100,106,2022-11-16T05:11:44Z,5830000,False,-148.0,108.0,1,left,MISS J. Grant 18' pullup Shot,[203924],1610612757.0,POR,pullup,,,Grant,J. Grant,,,,,Mid-Range,16-24 Left,,,18.32,Missed,,,,,,,,,,,,,,,,
590,PT06M00.00S,2022-11-16T05:11:41.7Z,4,REGULAR,rebound,defensive,[],1631110,,,1610612759,100,106,2022-11-16T05:11:44Z,5840000,False,,,0,,J. Sochan REBOUND (Off:0 Def:3),[1631110],1610612759.0,SAS,,,,Sochan,J. Sochan,,,,,Mid-Range,16-24 Left,,,,,,589.0,3.0,3.0,0.0,,,,,,,,,,,
591,PT05M52.00S,2022-11-16T05:11:50.4Z,4,REGULAR,turnover,lost ball,[],1631110,,,1610612759,100,106,2022-11-16T05:11:54Z,5850000,False,,,0,,J. Sochan lost ball TURNOVER (1 TO),"[1631110, 1629234]",1610612759.0,SAS,,,,Sochan,J. Sochan,,,,,Above the Break 3,24+ Center,,1.0,,,,,,,,,,,Eubanks,1629234.0,,,,,,
592,PT05M52.00S,2022-11-16T05:11:50.4Z,4,REGULAR,steal,,[],1629234,,,1610612757,100,106,2022-11-16T05:11:51Z,5860000,False,,,0,,D. Eubanks STEAL (1 STL),[1629234],1610612757.0,POR,,,,Eubanks,D. Eubanks,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
593,PT05M51.00S,2022-11-16T05:11:54.4Z,4,REGULAR,foul,personal,[],1629646,,,1610612757,100,106,2022-11-16T05:12:04Z,5870000,False,,,0,,C. Bassey personal FOUL (5 PF),"[1629646, 1629234]",1610612759.0,SAS,,,,Bassey,C. Bassey,,,,,Above the Break 3,24+ Center,2714.0,,,,,,,,,,,,,,,,5.0,0.0,Eubanks,1629234.0
595,PT05M35.00S,2022-11-16T05:12:26.0Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],203081,28.86005256241787,21.813725490196077,1610612757,100,106,2022-11-16T05:12:30Z,5890000,False,141.0,219.0,1,left,MISS D. Lillard 26' step back 3PT,[203081],1610612757.0,POR,step back,,,Lillard,D. Lillard,,,,,Above the Break 3,24+ Right Center,,,26.02,Missed,,,,,,,,,,,,,,,,
596,PT05M34.00S,2022-11-16T05:12:27.0Z,4,REGULAR,rebound,defensive,[],1626196,,,1610612759,100,106,2022-11-16T05:12:30Z,5900000,False,,,0,,J. Richardson REBOUND (Off:0 Def:1),[1626196],1610612759.0,SAS,,,,Richardson,J. Richardson,,,,,Above the Break 3,24+ Right Center,,,,,,595.0,1.0,1.0,0.0,,,,,,,,,,,
597,PT05M22.00S,2022-11-16T05:12:39.5Z,4,REGULAR,3pt,Jump Shot,[],1626196,70.77858081471747,20.098039215686274,1610612759,100,106,2022-11-16T05:12:44Z,5910000,False,-150.0,222.0,1,right,MISS J. Richardson 26' 3PT,[1626196],1610612759.0,SAS,,,,Richardson,J. Richardson,,,,,Above the Break 3,24+ Left Center,,,26.78,Missed,,,,,,,,,,,,,,,,
598,PT05M20.00S,2022-11-16T05:12:41.5Z,4,REGULAR,rebound,defensive,[],1628404,,,1610612757,100,106,2022-11-16T05:12:44Z,5920000,False,,,0,,J. Hart REBOUND (Off:1 Def:5),[1628404],1610612757.0,POR,,,,Hart,J. Hart,,,,,Above the Break 3,24+ Left Center,,,,,,597.0,6.0,5.0,1.0,,,,,,,,,,,
599,PT05M13.00S,2022-11-16T05:12:48.1Z,4,REGULAR,3pt,Jump Shot,[],1629014,6.521024967148489,94.36274509803921,1610612757,100,106,2022-11-16T05:13:01Z,5930000,False,-222.0,9.0,1,left,MISS A. Simons 3PT,[1629014],1610612757.0,POR,,,,Simons,A. Simons,,,,,Left Corner 3,24+ Left,,,22.2,Missed,,,,,,,,,,,,,,,,
600,PT05M11.00S,2022-11-16T05:12:50.1Z,4,REGULAR,rebound,defensive,[],1631110,,,1610612759,100,106,2022-11-16T05:12:53Z,5940000,False,,,0,,J. Sochan REBOUND (Off:0 Def:4),[1631110],1610612759.0,SAS,,,,Sochan,J. Sochan,,,,,Left Corner 3,24+ Left,,,,,,599.0,4.0,4.0,0.0,,,,,,,,,,,
601,PT04M57.00S,2022-11-16T05:13:05.3Z,4,REGULAR,2pt,Hook,['pointsinthepaint'],1629646,92.32917214191852,57.35294117647059,1610612759,100,106,2022-11-16T05:13:10Z,5950000,False,37.0,20.0,1,right,MISS C. Bassey turnaround Hook,[1629646],1610612759.0,SAS,turnaround,,,Bassey,C. Bassey,,,,,Restricted Area,0-8 Center,,,4.17,Missed,,,,,,,,,,,,,,,,
602,PT04M56.00S,2022-11-16T05:13:06.3Z,4,REGULAR,rebound,defensive,[],1628404,,,1610612757,100,106,2022-11-16T05:13:10Z,5960000,False,,,0,,J. Hart REBOUND (Off:1 Def:6),[1628404],1610612757.0,POR,,,,Hart,J. Hart,,,,,Restricted Area,0-8 Center,,,,,,601.0,7.0,6.0,1.0,,,,,,,,,,,
603,PT04M41.00S,2022-11-16T05:13:21.1Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1629234,7.30946123521682,49.01960784313725,1610612757,102,106,2022-11-16T05:13:29Z,5970000,False,5.0,16.0,1,left,D. Eubanks driving Layup (6 PTS) (D. Lillard 9 AST),"[1629234, 203081]",1610612757.0,POR,driving,,,Eubanks,D. Eubanks,,,,,Restricted Area,0-8 Center,,,1.69,Made,6.0,,,,,D. Lillard,203081.0,9.0,,,,,,,,
605,PT04M28.00S,2022-11-16T05:13:33.8Z,4,REGULAR,3pt,Jump Shot,[],1629640,66.5735873850197,39.21568627450981,1610612759,102,106,2022-11-16T05:13:38Z,5990000,False,-54.0,262.0,1,right,MISS K. Johnson 26' 3PT,[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,Above the Break 3,24+ Center,,,26.72,Missed,,,,,,,,,,,,,,,,
606,PT04M24.00S,2022-11-16T05:13:37.8Z,4,REGULAR,rebound,defensive,[],203081,,,1610612757,102,106,2022-11-16T05:13:38Z,6000000,False,,,0,,D. Lillard REBOUND (Off:0 Def:2),[203081],1610612757.0,POR,,,,Lillard,D. Lillard,,,,,Above the Break 3,24+ Center,,,,,,605.0,2.0,2.0,0.0,,,,,,,,,,,
607,PT04M21.00S,2022-11-16T05:13:41.5Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1629014,5.338370565045992,52.69607843137255,1610612757,104,106,2022-11-16T05:13:45Z,6010000,False,-13.0,-2.0,1,left,A. Simons running Layup (18 PTS) (D. Lillard 10 AST),"[1629014, 203081]",1610612757.0,POR,running,,,Simons,A. Simons,,,,,Restricted Area,0-8 Center,,,1.37,Made,18.0,,,,,D. Lillard,203081.0,10.0,,,,,,,,
609,PT04M21.00S,2022-11-16T05:13:48.1Z,4,REGULAR,timeout,full,['team'],0,,,1610612759,104,106,2022-11-16T05:13:48Z,6030000,False,,,0,,SAS Timeout,[],1610612759.0,SAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
610,PT04M21.00S,2022-11-16T05:14:36.6Z,4,REGULAR,substitution,out,[],1631110,,,1610612759,104,106,2022-11-16T05:15:06Z,6040000,False,,,0,,SUB out: J. Sochan,[1631110],1610612759.0,SAS,,,,Sochan,J. Sochan,,,,,,,,,,,,,,,,,,,,,,,,,,
611,PT04M21.00S,2022-11-16T05:14:36.6Z,4,REGULAR,substitution,out,[],1629646,,,1610612759,104,106,2022-11-16T05:15:06Z,6050000,False,,,0,,SUB out: C. Bassey,[1629646],1610612759.0,SAS,,,,Bassey,C. Bassey,,,,,,,,,,,,,,,,,,,,,,,,,,
612,PT04M21.00S,2022-11-16T05:14:36.6Z,4,REGULAR,substitution,in,[],1630170,,,1610612759,104,106,2022-11-16T05:15:06Z,6060000,False,,,0,,SUB in: D. Vassell,[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,,,,,,,,,,,,,,,,,,,,,,
613,PT04M21.00S,2022-11-16T05:14:36.6Z,4,REGULAR,substitution,in,[],1627751,,,1610612759,104,106,2022-11-16T05:15:06Z,6070000,False,,,0,,SUB in: J. Poeltl,[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,,,,,,,,,,,,,,,,,,,,,,
614,PT04M07.00S,2022-11-16T05:15:37.8Z,4,REGULAR,turnover,traveling,[],1629640,,,1610612759,104,106,2022-11-16T05:15:53Z,6080000,False,,,0,,K. Johnson traveling TURNOVER (2 TO),[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,Mid-Range,16-24 Right,202053.0,2.0,,,,,,,,,,,,,,,,,,
615,PT04M07.00S,2022-11-16T05:15:43.4Z,4,REGULAR,substitution,out,[],1626196,,,1610612757,104,106,2022-11-16T05:15:49Z,6090000,False,,,0,,SUB out: J. Richardson,[1626196],1610612759.0,SAS,,,,Richardson,J. Richardson,,,,,,,,,,,,,,,,,,,,,,,,,,
616,PT04M07.00S,2022-11-16T05:15:43.4Z,4,REGULAR,substitution,in,[],1630200,,,1610612757,104,106,2022-11-16T05:15:49Z,6100000,False,,,0,,SUB in: T. Jones,[1630200],1610612759.0,SAS,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
