shortFormattedClock,actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,jerseyNumber,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotResult,pointsTotal,shotDistance,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
12:00,2,PT12M00.00S,2022-12-13T03:11:45.3Z,1,REGULAR,period,start,[],0,,,0,0,0,2022-12-13T03:11:45Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11:56,4,PT11M56.00S,2022-12-13T03:11:47.5Z,1,REGULAR,jumpball,recovered,[],203081,,,1610612757,0,0,2022-12-13T03:11:47Z,40000,False,,,0,,Jump Ball J. Nurkic vs. R. Gobert: Tip to D. Lillard,"[203081, 203994, 203497]",0,1610612757.0,POR,startperiod,D. Lillard,203081.0,Lillard,D. Lillard,Nurkic,203994.0,Gobert,203497.0,,,,,,,,,,,,,,,,,,,,,,
11:44,7,PT11M44.00S,2022-12-13T03:12:01.9Z,1,REGULAR,foul,personal,['2freethrow'],203497,,,1610612757,0,0,2022-12-13T03:12:10Z,70000,False,,,0,,R. Gobert shooting personal FOUL (1 PF) (Grant 2 FT),"[203497, 203924]",27,1610612750.0,MIN,shooting,,,Gobert,R. Gobert,,,,,Restricted Area,0-8 Center,1201.0,1.0,0.0,Grant,203924.0,,,,,,,,,,,,,,,
11:44,9,PT11M44.00S,2022-12-13T03:12:28.3Z,1,REGULAR,freethrow,1 of 2,[],203924,,,1610612757,1,0,2022-12-13T03:12:28Z,90000,False,,,0,,J. Grant Free Throw 1 of 2 (1 PTS),[203924],9,1610612757.0,POR,,,,Grant,J. Grant,,,,,,,,,,,,Made,1.0,,,,,,,,,,,,,
11:44,10,PT11M44.00S,2022-12-13T03:12:40.9Z,1,REGULAR,freethrow,2 of 2,[],203924,,,1610612757,2,0,2022-12-13T03:12:40Z,100000,False,,,0,,J. Grant Free Throw 2 of 2 (2 PTS),[203924],9,1610612757.0,POR,,,,Grant,J. Grant,,,,,,,,,,,,Made,2.0,,,,,,,,,,,,,
11:30,11,PT11M30.00S,2022-12-13T03:12:57.2Z,1,REGULAR,2pt,Jump Shot,[],1626156,7.703679369250986,84.80392156862744,1610612750,2,2,2022-12-13T03:13:02Z,110000,False,-174.0,20.0,1,left,D. Russell 17' step back Jump Shot (2 PTS),[1626156],0,1610612750.0,MIN,step back,,,Russell,D. Russell,,,,,Mid-Range,16-24 Left,,,,,,Made,2.0,17.51,,,,,,,,,,,,
11:13,12,PT11M13.00S,2022-12-13T03:13:14.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203924,94.95729303547962,48.529411764705884,1610612757,4,2,2022-12-13T03:13:21Z,120000,False,-7.0,-5.0,1,right,J. Grant driving finger roll Layup (4 PTS) (D. Lillard 1 AST),"[203924, 203081]",9,1610612757.0,POR,driving finger roll,,,Grant,J. Grant,,,,,Restricted Area,0-8 Center,,,,,,Made,4.0,0.9,D. Lillard,203081.0,1.0,,,,,,,,,
10:51,14,PT10M51.00S,2022-12-13T03:13:35.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626156,6.783837056504599,57.35294117647059,1610612750,4,4,2022-12-13T03:13:39Z,140000,False,-37.0,11.0,1,left,D. Russell driving floating bank Jump Shot (4 PTS) (A. Edwards 1 AST),"[1626156, 1630162]",0,1610612750.0,MIN,driving floating bank,,,Russell,D. Russell,,,,,Restricted Area,0-8 Center,,,,,,Made,4.0,3.85,A. Edwards,1630162.0,1.0,,,,,,,,,
10:32,17,PT10M32.00S,2022-12-13T03:13:59.6Z,1,REGULAR,violation,kicked ball,[],203497,,,1610612757,4,4,2022-12-13T03:14:11Z,170000,False,,,0,,R. Gobert kicked ball VIOLATION,[203497],27,1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,,,1201.0,,,,,,,,,,,,,,,,,,,
10:28,18,PT10M28.00S,2022-12-13T03:14:12.3Z,1,REGULAR,3pt,Jump Shot,[],203994,67.62483574244416,44.11764705882353,1610612757,4,4,2022-12-13T03:14:18Z,180000,False,-29.0,252.0,1,right,MISS J. Nurkic 25' 3PT,[203994],27,1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,Above the Break 3,24+ Center,,,,,,Missed,,25.35,,,,,,,,,,,,
