shortFormattedClock,actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,jerseyNumber,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
11:05,15,PT11M05.00S,2022-12-11T03:12:45.1Z,1,REGULAR,turnover,bad pass,[],1626156,,,1610612750,0,0,2022-12-11T03:12:51Z,150000,False,,,0,,D. Russell bad pass TURNOVER (1 TO),"[1626156, 203081]",0,1610612750.0,MIN,,,,Russell,D. Russell,,,,,Above the Break 3,24+ Right Center,,,,,,,1.0,Lillard,203081.0,,,,,,,,,,,
11:05,16,PT11M05.00S,2022-12-11T03:12:45.1Z,1,REGULAR,steal,,[],203081,,,1610612757,0,0,2022-12-11T03:12:46Z,160000,False,,,0,,D. Lillard STEAL (1 STL),[203081],0,1610612757.0,POR,,,,Lillard,D. Lillard,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
11:02,17,PT11M02.00S,2022-12-11T03:12:48.7Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],203924,69.99014454664915,78.43137254901961,1610612757,0,0,2022-12-11T03:13:40Z,170000,False,142.0,230.0,1,right,MISS J. Grant 27' pullup 3PT,[203924],9,1610612757.0,POR,pullup,,,Grant,J. Grant,,,,,Above the Break 3,24+ Right Center,27.01,Missed,,,,,,,,,,,,,,,,,,
11:02,18,PT11M02.00S,2022-12-11T03:12:51.9Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612757,0,0,2022-12-11T03:12:51Z,180000,False,,,0,,TEAM offensive REBOUND,[],,1610612757.0,POR,,,,,,,,,,Above the Break 3,24+ Right Center,,,17.0,,,,,,,,,,,,,,,,,
10:59,19,PT10M59.00S,2022-12-11T03:13:07.0Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', '2ndchance']",1629014,93.11760840998686,50.0,1610612757,2,0,2022-12-11T03:13:12Z,190000,False,0.0,12.0,1,right,A. Simons cutting DUNK (2 PTS) (D. Lillard 1 AST),"[1629014, 203081]",1,1610612757.0,POR,cutting,,,Simons,A. Simons,,,,,Restricted Area,0-8 Center,1.22,Made,,,,,,,,2.0,D. Lillard,203081.0,1.0,,,,,,,
10:47,21,PT10M47.00S,2022-12-11T03:13:18.9Z,1,REGULAR,2pt,Jump Shot,[],1630162,21.50131406044678,49.26470588235294,1610612750,2,2,2022-12-11T03:13:24Z,210000,False,4.0,150.0,1,left,A. Edwards 14' pullup Jump Shot (2 PTS),[1630162],1,1610612750.0,MIN,pullup,,,Edwards,A. Edwards,,,,,Mid-Range,8-16 Center,14.96,Made,,,,,,,,2.0,,,,,,,,,,
10:25,22,PT10M25.00S,2022-12-11T03:13:40.9Z,1,REGULAR,3pt,Jump Shot,[],1629014,96.27135348226018,3.6764705882352944,1610612757,2,2,2022-12-11T03:13:48Z,220000,False,-232.0,-17.0,1,right,MISS A. Simons 3PT,[1629014],1,1610612757.0,POR,,,,Simons,A. Simons,,,,,Left Corner 3,24+ Left,23.23,Missed,,,,,,,,,,,,,,,,,,
10:23,23,PT10M23.00S,2022-12-11T03:13:42.9Z,1,REGULAR,rebound,defensive,[],203937,,,1610612750,2,2,2022-12-11T03:13:48Z,230000,False,,,0,,K. Anderson REBOUND (Off:0 Def:1),[203937],5,1610612750.0,MIN,,,,Anderson,K. Anderson,,,,,Left Corner 3,24+ Left,,,22.0,1.0,1.0,0.0,,,,,,,,,,,,,,
10:04,24,PT10M04.00S,2022-12-11T03:14:02.4Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],203497,9.411957950065702,57.35294117647059,1610612750,2,2,2022-12-11T03:14:06Z,240000,False,-37.0,36.0,1,left,MISS R. Gobert driving Hook - blocked,"[203497, 203994]",27,1610612750.0,MIN,driving,,,Gobert,R. Gobert,,,,,In The Paint (Non-RA),0-8 Center,5.15,Missed,,,,,,,,,,,,Nurkic,203994.0,,,,,
10:04,25,PT10M04.00S,2022-12-11T03:14:02.4Z,1,REGULAR,block,,[],203994,,,1610612750,2,2,2022-12-11T03:14:04Z,250000,False,,,0,,J. Nurkic BLOCK (1 BLK),[203994],27,1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
10:01,26,PT10M01.00S,2022-12-11T03:14:05.4Z,1,REGULAR,rebound,defensive,[],203994,,,1610612757,2,2,2022-12-11T03:14:06Z,260000,False,,,0,,J. Nurkic REBOUND (Off:0 Def:3),[203994],27,1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,In The Paint (Non-RA),0-8 Center,,,24.0,3.0,3.0,0.0,,,,,,,,,,,,,,
09:45,27,PT09M45.00S,2022-12-11T03:14:20.7Z,1,REGULAR,3pt,Jump Shot,[],203994,70.90998685939553,21.568627450980394,1610612757,2,2,2022-12-11T03:14:24Z,270000,False,-142.0,221.0,1,right,MISS J. Nurkic 26' 3PT,[203994],27,1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,Above the Break 3,24+ Left Center,26.27,Missed,,,,,,,,,,,,,,,,,,
09:43,28,PT09M43.00S,2022-12-11T03:14:22.7Z,1,REGULAR,rebound,defensive,[],1626156,,,1610612750,2,2,2022-12-11T03:14:24Z,280000,False,,,0,,D. Russell REBOUND (Off:0 Def:1),[1626156],0,1610612750.0,MIN,,,,Russell,D. Russell,,,,,Above the Break 3,24+ Left Center,,,27.0,1.0,1.0,0.0,,,,,,,,,,,,,,
09:33,29,PT09M33.00S,2022-12-11T03:14:34.0Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],203497,6.1268068331143235,49.01960784313725,1610612750,2,4,2022-12-11T03:14:38Z,290000,False,5.0,5.0,1,left,R. Gobert cutting DUNK (2 PTS) (J. McDaniels 1 AST),"[203497, 1630183]",27,1610612750.0,MIN,cutting,,,Gobert,R. Gobert,,,,,Restricted Area,0-8 Center,0.71,Made,,,,,,,,2.0,J. McDaniels,1630183.0,1.0,,,,,,,
09:16,31,PT09M16.00S,2022-12-11T03:14:50.5Z,1,REGULAR,3pt,Jump Shot,[],1629014,69.72733245729303,25.0,1610612757,5,4,2022-12-11T03:14:55Z,310000,False,-125.0,232.0,1,right,A. Simons 26' 3PT pullup (5 PTS),[1629014],1,1610612757.0,POR,pullup,,,Simons,A. Simons,,,,,Above the Break 3,24+ Left Center,26.36,Made,,,,,,,,5.0,,,,,,,,,,
08:55,32,PT08M55.00S,2022-12-11T03:15:11.6Z,1,REGULAR,3pt,Jump Shot,[],1630162,10.85742444152431,3.431372549019608,1610612750,5,4,2022-12-11T03:15:16Z,320000,False,233.0,50.0,1,left,MISS A. Edwards 3PT,[1630162],1,1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,Right Corner 3,24+ Right,23.8,Missed,,,,,,,,,,,,,,,,,,
08:52,33,PT08M52.00S,2022-12-11T03:15:14.6Z,1,REGULAR,rebound,defensive,[],203924,,,1610612757,5,4,2022-12-11T03:15:16Z,330000,False,,,0,,J. Grant REBOUND (Off:0 Def:1),[203924],9,1610612757.0,POR,,,,Grant,J. Grant,,,,,Right Corner 3,24+ Right,,,32.0,1.0,1.0,0.0,,,,,,,,,,,,,,
08:49,35,PT08M49.00S,2022-12-11T03:15:30.0Z,1,REGULAR,turnover,out-of-bounds,[],1629014,,,1610612757,5,4,2022-12-11T03:15:37Z,350000,False,,,0,,A. Simons lost ball out-of-bounds TURNOVER (1 TO),[1629014],1,1610612757.0,POR,lost ball,,,Simons,A. Simons,,,,,Above the Break 3,24+ Right Center,,,,,,,1.0,,,,,,,,,2003.0,,,,
08:36,36,PT08M36.00S,2022-12-11T03:15:44.6Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1626156,17.296320630749015,61.51960784313726,1610612750,5,4,2022-12-11T03:18:00Z,360000,False,-58.0,110.0,1,left,MISS D. Russell 12' fadeaway Shot,[1626156],0,1610612750.0,MIN,fadeaway,,,Russell,D. Russell,,,,,In The Paint (Non-RA),8-16 Center,12.43,Missed,,,,,,,,,,,,,,,,,,
08:34,37,PT08M34.00S,2022-12-11T03:15:46.6Z,1,REGULAR,rebound,defensive,[],203994,,,1610612757,5,4,2022-12-11T03:15:48Z,370000,False,,,0,,J. Nurkic REBOUND (Off:0 Def:4),[203994],27,1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,In The Paint (Non-RA),8-16 Center,,,36.0,4.0,4.0,0.0,,,,,,,,,,,,,,
08:15,38,PT08M15.00S,2022-12-11T03:16:05.7Z,1,REGULAR,3pt,Jump Shot,[],203994,83.65637319316689,2.696078431372549,1610612757,5,4,2022-12-11T03:16:09Z,380000,False,-237.0,101.0,1,right,MISS J. Nurkic 25' 3PT,[203994],27,1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,Above the Break 3,24+ Left Center,25.72,Missed,,,,,,,,,,,,,,,,,,
08:12,39,PT08M12.00S,2022-12-11T03:16:08.7Z,1,REGULAR,rebound,defensive,[],203937,,,1610612750,5,4,2022-12-11T03:16:09Z,390000,False,,,0,,K. Anderson REBOUND (Off:0 Def:2),[203937],5,1610612750.0,MIN,,,,Anderson,K. Anderson,,,,,Above the Break 3,24+ Left Center,,,38.0,2.0,2.0,0.0,,,,,,,,,,,,,,
08:07,40,PT08M07.00S,2022-12-11T03:16:14.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",203937,6.783837056504599,51.225490196078425,1610612750,5,6,2022-12-11T03:16:19Z,400000,False,-6.0,11.0,1,left,K. Anderson running Layup (2 PTS),[203937],5,1610612750.0,MIN,running,,,Anderson,K. Anderson,,,,,Restricted Area,0-8 Center,1.28,Made,,,,,,,,2.0,,,,,,,,,,
07:58,41,PT07M58.00S,2022-12-11T03:16:23.9Z,1,REGULAR,2pt,Jump Shot,[],203081,86.41590013140605,69.11764705882352,1610612757,5,6,2022-12-11T03:16:29Z,410000,False,96.0,75.0,1,right,MISS D. Lillard 12' pullup Shot,[203081],0,1610612757.0,POR,pullup,,,Lillard,D. Lillard,,,,,Mid-Range,8-16 Right,12.16,Missed,,,,,,,,,,,,,,,,,,
07:55,42,PT07M55.00S,2022-12-11T03:16:26.8Z,1,REGULAR,rebound,offensive,[],203924,,,1610612757,5,6,2022-12-11T03:16:26Z,420000,False,,,0,,J. Grant REBOUND (Off:1 Def:1),[203924],9,1610612757.0,POR,,,,Grant,J. Grant,,,,,Mid-Range,8-16 Right,,,41.0,2.0,1.0,1.0,,,,,,,,,,,,,,
07:50,43,PT07M50.00S,2022-12-11T03:16:31.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203994,94.03745072273325,49.01960784313725,1610612757,5,6,2022-12-11T03:16:36Z,430000,False,-5.0,4.0,1,right,MISS J. Nurkic Layup,[203994],27,1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,Restricted Area,0-8 Center,0.6,Missed,,,,,,,,,,,,,,,,,,
07:46,44,PT07M46.00S,2022-12-11T03:16:35.6Z,1,REGULAR,rebound,offensive,[],203994,,,1610612757,5,6,2022-12-11T03:16:36Z,440000,False,,,0,,J. Nurkic REBOUND (Off:1 Def:4),[203994],27,1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,Restricted Area,0-8 Center,,,43.0,5.0,4.0,1.0,,,,,,,,,,,,,,
07:46,45,PT07M46.00S,2022-12-11T03:16:35.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203994,94.40999984741211,50.0,1610612757,7,6,2022-12-11T03:16:35Z,450000,False,0.0,0.0,1,right,J. Nurkic tip Layup (2 PTS),[203994],27,1610612757.0,POR,tip,,,Nurkic,J. Nurkic,,,,,Mid-Range,8-16 Left,0.0,Made,,,,,,,,2.0,,,,,,,,,,
07:36,46,PT07M36.00S,2022-12-11T03:16:46.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630162,12.828515111695138,60.049019607843135,1610612750,7,8,2022-12-11T03:16:59Z,460000,False,-50.0,68.0,1,left,A. Edwards 8' driving floating Jump Shot (4 PTS) (R. Gobert 1 AST),"[1630162, 203497]",1,1610612750.0,MIN,driving floating,,,Edwards,A. Edwards,,,,,In The Paint (Non-RA),8-16 Left,8.46,Made,,,,,,,,4.0,R. Gobert,203497.0,1.0,,,,,,,
07:36,48,PT07M36.00S,2022-12-11T03:16:49.3Z,1,REGULAR,foul,personal,['1freethrow'],1628404,,,1610612750,7,8,2022-12-11T03:17:02Z,480000,False,,,0,,J. Hart shooting personal FOUL (1 PF) (Edwards 1 FT),"[1628404, 1630162]",11,1610612757.0,POR,shooting,,,Hart,J. Hart,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,1628953.0,1.0,0.0,Edwards,1630162.0
07:36,50,PT07M36.00S,2022-12-11T03:17:12.0Z,1,REGULAR,freethrow,1 of 1,[],1630162,,,1610612750,7,9,2022-12-11T03:17:12Z,500000,False,,,0,,A. Edwards Free Throw 1 of 1 (5 PTS),[1630162],1,1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,,,Made,,,,,,,,5.0,,,,,,,,,,
07:27,51,PT07M27.00S,2022-12-11T03:17:23.1Z,1,REGULAR,turnover,bad pass,[],203994,,,1610612757,7,9,2022-12-11T03:17:26Z,510000,False,,,0,,J. Nurkic bad pass TURNOVER (1 TO),"[203994, 203497]",27,1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,Above the Break 3,24+ Center,,,,,,,1.0,Gobert,203497.0,,,,,,,,,,,
07:27,52,PT07M27.00S,2022-12-11T03:17:23.1Z,1,REGULAR,steal,,[],203497,,,1610612750,7,9,2022-12-11T03:17:24Z,520000,False,,,0,,R. Gobert STEAL (1 STL),[203497],27,1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
07:14,53,PT07M14.00S,2022-12-11T03:17:35.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",203497,5.995400788436268,47.794117647058826,1610612750,7,11,2022-12-11T03:17:41Z,530000,False,11.0,4.0,1,left,R. Gobert alley-oop Layup (4 PTS) (D. Russell 1 AST),"[203497, 1626156]",27,1610612750.0,MIN,alley-oop,,,Gobert,R. Gobert,,,,,Restricted Area,0-8 Center,1.17,Made,,,,,,,,4.0,D. Russell,1626156.0,1.0,,,,,,,
06:57,55,PT06M57.00S,2022-12-11T03:17:52.5Z,1,REGULAR,3pt,Jump Shot,[],1628404,66.83639947437582,45.09803921568628,1610612757,10,11,2022-12-11T03:17:57Z,550000,False,-25.0,259.0,1,right,J. Hart 26' 3PT  (3 PTS) (D. Lillard 2 AST),"[1628404, 203081]",11,1610612757.0,POR,,,,Hart,J. Hart,,,,,Above the Break 3,24+ Center,26.04,Made,,,,,,,,3.0,D. Lillard,203081.0,2.0,,,,,,,
06:40,57,PT06M40.00S,2022-12-11T03:18:11.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630183,6.389618922470433,50.73529411764706,1610612750,10,13,2022-12-11T03:18:19Z,570000,False,-4.0,8.0,1,left,J. McDaniels driving Layup (2 PTS),[1630183],3,1610612750.0,MIN,driving,,,McDaniels,J. McDaniels,,,,,Restricted Area,0-8 Center,0.85,Made,,,,,,,,2.0,,,,,,,,,,
06:40,58,PT06M40.00S,2022-12-11T03:18:13.6Z,1,REGULAR,foul,personal,['1freethrow'],203994,,,1610612750,10,13,2022-12-11T03:18:30Z,580000,False,,,0,,J. Nurkic shooting personal FOUL (1 PF) (McDaniels 1 FT),"[203994, 1630183]",27,1610612757.0,POR,shooting,,,Nurkic,J. Nurkic,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,1628953.0,1.0,0.0,McDaniels,1630183.0
06:40,60,PT06M40.00S,2022-12-11T03:18:26.1Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612750,10,13,2022-12-11T03:21:44Z,600000,False,,,0,,POR Timeout,[],,1610612757.0,POR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06:40,61,PT06M40.00S,2022-12-11T03:21:21.0Z,1,REGULAR,freethrow,1 of 1,[],1630183,,,1610612750,10,14,2022-12-11T03:21:21Z,610000,False,,,0,,J. McDaniels Free Throw 1 of 1 (3 PTS),[1630183],3,1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,,,,Made,,,,,,,,3.0,,,,,,,,,,
06:29,62,PT06M29.00S,2022-12-11T03:21:34.4Z,1,REGULAR,foul,personal,['2freethrow'],203497,,,1610612757,10,14,2022-12-11T03:21:45Z,620000,False,,,0,,R. Gobert shooting personal FOUL (1 PF) (Nurkic 2 FT),"[203497, 203994]",27,1610612750.0,MIN,shooting,,,Gobert,R. Gobert,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,1628953.0,1.0,0.0,Nurkic,203994.0
06:29,64,PT06M29.00S,2022-12-11T03:21:54.5Z,1,REGULAR,freethrow,1 of 2,[],203994,,,1610612757,11,14,2022-12-11T03:22:19Z,640000,False,,,0,,J. Nurkic Free Throw 1 of 2 (3 PTS),[203994],27,1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,,,,Made,,,,,,,,3.0,,,,,,,,,,
06:29,65,PT06M29.00S,2022-12-11T03:21:55.3Z,1,REGULAR,substitution,out,[],203497,,,1610612757,11,14,2022-12-11T03:22:00Z,650000,False,,,0,,SUB out: R. Gobert,[203497],27,1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,,,,,,,,,,,,,,,,,,,,,,
06:29,66,PT06M29.00S,2022-12-11T03:21:55.3Z,1,REGULAR,substitution,in,[],1629675,,,1610612757,11,14,2022-12-11T03:22:00Z,660000,False,,,0,,SUB in: N. Reid,[1629675],11,1610612750.0,MIN,,,,Reid,N. Reid,,,,,,,,,,,,,,,,,,,,,,,,,,
06:29,67,PT06M29.00S,2022-12-11T03:21:54.5Z,1,REGULAR,freethrow,2 of 2,[],203994,,,1610612757,11,14,2022-12-11T03:22:19Z,670000,False,,,0,,MISS J. Nurkic Free Throw 2 of 2,[203994],27,1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
06:26,68,PT06M26.00S,2022-12-11T03:21:57.5Z,1,REGULAR,rebound,defensive,[],203937,,,1610612750,11,14,2022-12-11T03:22:19Z,680000,False,,,0,,K. Anderson REBOUND (Off:0 Def:3),[203937],5,1610612750.0,MIN,,,,Anderson,K. Anderson,,,,,,,,,67.0,3.0,3.0,0.0,,,,,,,,,,,,,,
06:15,69,PT06M15.00S,2022-12-11T03:22:27.4Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1629675,14.536793692509855,44.11764705882353,1610612750,11,14,2022-12-11T03:22:31Z,690000,False,29.0,84.0,1,left,MISS N. Reid 8' Hook,[1629675],11,1610612750.0,MIN,,,,Reid,N. Reid,,,,,In The Paint (Non-RA),8-16 Center,8.91,Missed,,,,,,,,,,,,,,,,,,
06:13,70,PT06M13.00S,2022-12-11T03:22:29.4Z,1,REGULAR,rebound,defensive,[],203994,,,1610612757,11,14,2022-12-11T03:22:31Z,700000,False,,,0,,J. Nurkic REBOUND (Off:1 Def:5),[203994],27,1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,In The Paint (Non-RA),8-16 Center,,,69.0,6.0,5.0,1.0,,,,,,,,,,,,,,
06:06,71,PT06M06.00S,2022-12-11T03:22:36.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203924,93.9060446780552,51.470588235294116,1610612757,11,14,2022-12-11T03:22:40Z,710000,False,7.0,5.0,1,right,MISS J. Grant Layup,[203924],9,1610612757.0,POR,,,,Grant,J. Grant,,,,,Restricted Area,0-8 Center,0.88,Missed,,,,,,,,,,,,,,,,,,
06:04,72,PT06M04.00S,2022-12-11T03:22:38.6Z,1,REGULAR,rebound,offensive,[],203994,,,1610612757,11,14,2022-12-11T03:22:40Z,720000,False,,,0,,J. Nurkic REBOUND (Off:2 Def:5),[203994],27,1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,Restricted Area,0-8 Center,,,71.0,7.0,5.0,2.0,,,,,,,,,,,,,,
06:04,73,PT06M04.00S,2022-12-11T03:22:38.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203994,94.40999984741211,50.0,1610612757,13,14,2022-12-11T03:22:38Z,730000,False,0.0,0.0,1,right,J. Nurkic tip Layup (5 PTS),[203994],27,1610612757.0,POR,tip,,,Nurkic,J. Nurkic,,,,,Mid-Range,8-16 Left,0.0,Made,,,,,,,,5.0,,,,,,,,,,
05:55,74,PT05M55.00S,2022-12-11T03:22:51.8Z,1,REGULAR,foul,personal,[],1628404,,,1610612750,13,14,2022-12-11T03:23:02Z,740000,False,,,0,,J. Hart personal FOUL (2 PF),"[1628404, 1630183]",11,1610612757.0,POR,,,,Hart,J. Hart,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,,,,,,2003.0,2.0,0.0,McDaniels,1630183.0
05:55,76,PT05M55.00S,2022-12-11T03:22:56.5Z,1,REGULAR,substitution,out,[],1629014,,,1610612750,13,14,2022-12-11T03:23:05Z,760000,False,,,0,,SUB out: A. Simons,[1629014],1,1610612757.0,POR,,,,Simons,A. Simons,,,,,,,,,,,,,,,,,,,,,,,,,,
05:55,77,PT05M55.00S,2022-12-11T03:22:56.5Z,1,REGULAR,substitution,out,[],203994,,,1610612750,13,14,2022-12-11T03:23:05Z,770000,False,,,0,,SUB out: J. Nurkic,[203994],27,1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,,,,,,,,,,,,,,,,,,,,,,
05:55,78,PT05M55.00S,2022-12-11T03:22:56.5Z,1,REGULAR,substitution,in,[],1629234,,,1610612750,13,14,2022-12-11T03:23:05Z,780000,False,,,0,,SUB in: D. Eubanks,[1629234],24,1610612757.0,POR,,,,Eubanks,D. Eubanks,,,,,,,,,,,,,,,,,,,,,,,,,,
05:55,79,PT05M55.00S,2022-12-11T03:22:56.5Z,1,REGULAR,substitution,in,[],1631101,,,1610612750,13,14,2022-12-11T03:23:05Z,790000,False,,,0,,SUB in: S. Sharpe,[1631101],17,1610612757.0,POR,,,,Sharpe,S. Sharpe,,,,,,,,,,,,,,,,,,,,,,,,,,
