actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,turnoverTotal,stealPlayerName,stealPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId
87,PT05M25.00S,2023-02-07T03:26:39.3Z,1,REGULAR,2pt,Jump Shot,[],203081,10.068988173455978,9.313725490196079,1610612757,13,16,2023-02-07T03:26:42Z,870000,False,203.0,42.0,1,left,MISS D. Lillard 20' Jump Shot,[203081],1610612757.0,POR,,,,Lillard,D. Lillard,,,,,Mid-Range,16-24 Right,20.77,Missed,,,,,,,,,,,,,,,,,,
88,PT05M23.00S,2023-02-07T03:26:41.3Z,1,REGULAR,rebound,defensive,[],201572,,,1610612749,13,16,2023-02-07T03:26:42Z,880000,False,,,0,,B. Lopez REBOUND (Off:1 Def:3),[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,Mid-Range,16-24 Right,,,,,,,87.0,4.0,3.0,1.0,,,,,,,,,,
89,PT05M18.00S,2023-02-07T03:26:46.0Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],201950,66.04796320630749,44.6078431372549,1610612749,13,19,2023-02-07T03:26:53Z,890000,False,-27.0,267.0,1,right,J. Holiday 26' 3PT running pullup (5 PTS),[201950],1610612749.0,MIL,running pullup,,,Holiday,J. Holiday,,,,,Above the Break 3,24+ Center,26.8,Made,5.0,,,,,,,,,,,,,,,,,
90,PT05M03.00S,2023-02-07T03:27:00.9Z,1,REGULAR,3pt,Jump Shot,[],203081,34.37910643889619,72.79411764705883,1610612757,13,19,2023-02-07T03:27:07Z,900000,False,-114.0,271.0,1,left,MISS D. Lillard 29' pullup 3PT,[203081],1610612757.0,POR,pullup,,,Lillard,D. Lillard,,,,,Above the Break 3,24+ Left Center,29.37,Missed,,,,,,,,,,,,,,,,,,
91,PT05M02.00S,2023-02-07T03:27:01.9Z,1,REGULAR,rebound,defensive,[],201572,,,1610612749,13,19,2023-02-07T03:27:07Z,910000,False,,,0,,B. Lopez REBOUND (Off:1 Def:4),[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,Above the Break 3,24+ Left Center,,,,,,,90.0,5.0,4.0,1.0,,,,,,,,,,
92,PT04M56.00S,2023-02-07T03:27:07.8Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],204060,73.40670170827858,13.23529411764706,1610612749,13,19,2023-02-07T03:27:13Z,920000,False,-184.0,197.0,1,right,MISS J. Ingles 26' running 3PT,[204060],1610612749.0,MIL,running,,,Ingles,J. Ingles,,,,,Above the Break 3,24+ Left Center,26.98,Missed,,,,,,,,,,,,,,,,,,
93,PT04M54.00S,2023-02-07T03:27:09.5Z,1,REGULAR,rebound,defensive,[],1629234,,,1610612757,13,19,2023-02-07T03:27:09Z,930000,False,,,0,,D. Eubanks REBOUND (Off:0 Def:1),[1629234],1610612757.0,POR,,,,Eubanks,D. Eubanks,,,,,Above the Break 3,24+ Left Center,,,,,,,92.0,1.0,1.0,0.0,,,,,,,,,,
95,PT04M48.00S,2023-02-07T03:27:24.0Z,1,REGULAR,substitution,out,[],1629234,,,1610612757,13,19,2023-02-07T03:27:31Z,950000,False,,,0,,SUB out: D. Eubanks,[1629234],1610612757.0,POR,,,,Eubanks,D. Eubanks,,,,,,,,,,,,,,,,,,,,,,,,,,
96,PT04M48.00S,2023-02-07T03:27:24.0Z,1,REGULAR,substitution,out,[],1628960,,,1610612757,13,19,2023-02-07T03:27:31Z,960000,False,,,0,,SUB out: G. Allen,[1628960],1610612749.0,MIL,,,,Allen,G. Allen,,,,,,,,,,,,,,,,,,,,,,,,,,
97,PT04M48.00S,2023-02-07T03:27:24.0Z,1,REGULAR,substitution,in,[],1630570,,,1610612757,13,19,2023-02-07T03:27:31Z,970000,False,,,0,,SUB in: T. Watford,[1630570],1610612757.0,POR,,,,Watford,T. Watford,,,,,,,,,,,,,,,,,,,,,,,,,,
98,PT04M48.00S,2023-02-07T03:27:24.0Z,1,REGULAR,substitution,in,[],203114,,,1610612757,13,19,2023-02-07T03:27:31Z,980000,False,,,0,,SUB in: K. Middleton,[203114],1610612749.0,MIL,,,,Middleton,K. Middleton,,,,,,,,,,,,,,,,,,,,,,,,,,
99,PT04M40.00S,2023-02-07T03:27:53.2Z,1,REGULAR,turnover,out-of-bounds,[],1630570,,,1610612757,13,19,2023-02-07T03:27:58Z,990000,False,,,0,,T. Watford bad pass out-of-bounds TURNOVER (1 TO),[1630570],1610612757.0,POR,bad pass,,,Watford,T. Watford,,,,,Above the Break 3,24+ Center,,,,1.0,,,,,,,1155.0,,,,,,,,,
100,PT04M36.00S,2023-02-07T03:28:09.9Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630570,,,1610612749,13,19,2023-02-07T03:28:14Z,1000000,False,,,0,,T. Watford personal FOUL (1 PF) (Lopez 2 FT),"[1630570, 201572]",1610612757.0,POR,,,,Watford,T. Watford,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,1627964.0,1.0,0.0,Lopez,201572.0,,,,,
102,PT04M36.00S,2023-02-07T03:28:35.8Z,1,REGULAR,freethrow,1 of 2,['fromturnover'],201572,,,1610612749,13,20,2023-02-07T03:28:35Z,1020000,False,,,0,,B. Lopez Free Throw 1 of 2 (12 PTS),[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,,,,Made,12.0,,,,,,,,,,,,,,,,,
103,PT04M36.00S,2023-02-07T03:28:55.1Z,1,REGULAR,freethrow,2 of 2,['fromturnover'],201572,,,1610612749,13,21,2023-02-07T03:28:55Z,1030000,False,,,0,,B. Lopez Free Throw 2 of 2 (13 PTS),[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,,,,Made,13.0,,,,,,,,,,,,,,,,,
104,PT04M28.00S,2023-02-07T03:29:08.7Z,1,REGULAR,foul,offensive,['inpenalty'],203081,,,1610612757,13,21,2023-02-07T03:29:17Z,1040000,False,,,0,,D. Lillard offensive FOUL (1 PF),"[203081, 201950]",1610612757.0,POR,,,,Lillard,D. Lillard,,,,,Above the Break 3,24+ Center,,,,,,,,,,,1627964.0,1.0,0.0,Holiday,201950.0,,,,,
106,PT04M28.00S,2023-02-07T03:29:08.7Z,1,REGULAR,turnover,offensive foul,[],203081,,,1610612757,13,21,2023-02-07T03:29:08Z,1060000,False,,,0,,D. Lillard offensive foul TURNOVER (1 TO),[203081],1610612757.0,POR,,,,Lillard,D. Lillard,,,,,Above the Break 3,24+ Center,,,,1.0,,,,,,,1627964.0,,,,,,,,,
107,PT04M28.00S,2023-02-07T03:29:14.7Z,1,REGULAR,substitution,out,[],1628404,,,1610612749,13,21,2023-02-07T03:29:17Z,1070000,False,,,0,,SUB out: J. Hart,[1628404],1610612757.0,POR,,,,Hart,J. Hart,,,,,,,,,,,,,,,,,,,,,,,,,,
108,PT04M28.00S,2023-02-07T03:29:14.7Z,1,REGULAR,substitution,in,[],1627780,,,1610612749,13,21,2023-02-07T03:29:17Z,1080000,False,,,0,,SUB in: G. Payton II,[1627780],1610612757.0,POR,,,,Payton II,G. Payton II,,,,,,,,,,,,,,,,,,,,,,,,,,
109,PT04M21.00S,2023-02-07T03:29:33.0Z,1,REGULAR,foul,offensive,[],201950,,,1610612749,13,21,2023-02-07T03:29:41Z,1090000,False,,,0,,J. Holiday offensive FOUL (1 PF),"[201950, 1631101]",1610612749.0,MIL,,,,Holiday,J. Holiday,,,,,Restricted Area,0-8 Center,,,,,,,,,,,1155.0,1.0,0.0,Sharpe,1631101.0,,,,,
111,PT04M21.00S,2023-02-07T03:29:33.0Z,1,REGULAR,turnover,offensive foul,[],201950,,,1610612749,13,21,2023-02-07T03:29:33Z,1110000,False,,,0,,J. Holiday offensive foul TURNOVER (1 TO),[201950],1610612749.0,MIL,,,,Holiday,J. Holiday,,,,,Restricted Area,0-8 Center,,,,1.0,,,,,,,1155.0,,,,,,,,,
112,PT04M13.00S,2023-02-07T03:29:54.4Z,1,REGULAR,foul,personal,[],201572,,,1610612757,13,21,2023-02-07T03:30:10Z,1120000,False,,,0,,B. Lopez personal FOUL (1 PF),"[201572, 203081]",1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,Mid-Range,16-24 Center,,,,,,,,,,,1627964.0,1.0,0.0,Lillard,203081.0,,,,,
114,PT03M55.00S,2023-02-07T03:30:32.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630570,5.338370565045992,50.73529411764706,1610612757,13,21,2023-02-07T03:30:38Z,1140000,False,-4.0,-2.0,1,left,MISS T. Watford driving reverse Layup,[1630570],1610612757.0,POR,driving reverse,,,Watford,T. Watford,,,,,Restricted Area,0-8 Center,0.44,Missed,,,,,,,,,,,,,,,,,,
115,PT03M53.00S,2023-02-07T03:30:34.3Z,1,REGULAR,rebound,defensive,[],203114,,,1610612749,13,21,2023-02-07T03:30:38Z,1150000,False,,,0,,K. Middleton REBOUND (Off:0 Def:1),[203114],1610612749.0,MIL,,,,Middleton,K. Middleton,,,,,Restricted Area,0-8 Center,,,,,,,114.0,1.0,1.0,0.0,,,,,,,,,,
116,PT03M47.00S,2023-02-07T03:30:40.6Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],201950,70.12155059132719,25.0,1610612749,13,21,2023-02-07T03:30:46Z,1160000,False,-125.0,228.0,1,right,MISS J. Holiday 26' running pullup 3PT,[201950],1610612749.0,MIL,running pullup,,,Holiday,J. Holiday,,,,,Above the Break 3,24+ Left Center,26.04,Missed,,,,,,,,,,,,,,,,,,
117,PT03M45.00S,2023-02-07T03:30:42.6Z,1,REGULAR,rebound,defensive,[],203081,,,1610612757,13,21,2023-02-07T03:30:46Z,1170000,False,,,0,,D. Lillard REBOUND (Off:0 Def:1),[203081],1610612757.0,POR,,,,Lillard,D. Lillard,,,,,Above the Break 3,24+ Left Center,,,,,,,116.0,1.0,1.0,0.0,,,,,,,,,,
118,PT03M38.00S,2023-02-07T03:30:49.4Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",203081,5.995400788436268,49.26470588235294,1610612757,15,21,2023-02-07T03:34:51Z,1180000,False,4.0,4.0,1,left,D. Lillard running Layup (2 PTS),[203081],1610612757.0,POR,running,,,Lillard,D. Lillard,,,,,Restricted Area,0-8 Center,0.54,Made,2.0,,,,,,,,,,,,,,,,,
119,PT03M25.00S,2023-02-07T03:31:01.8Z,1,REGULAR,3pt,Jump Shot,[],202083,70.25295663600527,23.774509803921568,1610612749,15,24,2023-02-07T03:31:08Z,1190000,False,-131.0,227.0,1,right,W. Matthews 26' 3PT  (3 PTS) (J. Holiday 1 AST),"[202083, 201950]",1610612749.0,MIL,,,,Matthews,W. Matthews,,,,,Above the Break 3,24+ Left Center,26.22,Made,3.0,,,,,,,,,,,,,J. Holiday,201950.0,1.0,,
121,PT03M06.00S,2023-02-07T03:31:22.1Z,1,REGULAR,3pt,Jump Shot,[],1630570,28.991458607095925,76.22549019607843,1610612757,18,24,2023-02-07T03:31:27Z,1210000,False,-131.0,220.0,1,left,T. Watford 25' 3PT  (3 PTS) (G. Payton II 1 AST),"[1630570, 1627780]",1610612757.0,POR,,,,Watford,T. Watford,,,,,Above the Break 3,24+ Left Center,25.61,Made,3.0,,,,,,,,,,,,,G. Payton II,1627780.0,1.0,,
123,PT02M58.00S,2023-02-07T03:31:33.0Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612749,18,24,2023-02-07T03:31:33Z,1230000,False,,,0,,MIL Timeout,[],1610612749.0,MIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,PT02M58.00S,2023-02-07T03:34:06.4Z,1,REGULAR,substitution,out,[],203081,,,1610612749,18,24,2023-02-07T03:34:34Z,1240000,False,,,0,,SUB out: D. Lillard,[203081],1610612757.0,POR,,,,Lillard,D. Lillard,,,,,,,,,,,,,,,,,,,,,,,,,,
125,PT02M58.00S,2023-02-07T03:34:06.4Z,1,REGULAR,substitution,out,[],201572,,,1610612749,18,24,2023-02-07T03:34:34Z,1250000,False,,,0,,SUB out: B. Lopez,[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,,,,,,,,,,,,,,,,,,,,,,
126,PT02M58.00S,2023-02-07T03:34:06.4Z,1,REGULAR,substitution,in,[],1629014,,,1610612749,18,24,2023-02-07T03:34:34Z,1260000,False,,,0,,SUB in: A. Simons,[1629014],1610612757.0,POR,,,,Simons,A. Simons,,,,,,,,,,,,,,,,,,,,,,,,,,
127,PT02M58.00S,2023-02-07T03:34:06.4Z,1,REGULAR,substitution,in,[],1626192,,,1610612749,18,24,2023-02-07T03:34:34Z,1270000,False,,,0,,SUB in: P. Connaughton,[1626192],1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,,,,,,,,,,,,,,,,,,,,,,
128,PT02M43.00S,2023-02-07T03:34:55.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],201950,92.46057818659659,50.245098039215684,1610612749,18,26,2023-02-07T03:35:00Z,1280000,False,1.0,18.0,1,right,J. Holiday driving Layup (7 PTS),[201950],1610612749.0,MIL,driving,,,Holiday,J. Holiday,,,,,Restricted Area,0-8 Center,1.84,Made,7.0,,,,,,,,,,,,,,,,,
129,PT02M24.00S,2023-02-07T03:35:14.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203924,6.389618922470433,51.71568627450981,1610612757,20,26,2023-02-07T03:35:18Z,1290000,False,-9.0,8.0,1,left,J. Grant driving Layup (5 PTS),[203924],1610612757.0,POR,driving,,,Grant,J. Grant,,,,,Restricted Area,0-8 Center,1.15,Made,5.0,,,,,,,,,,,,,,,,,
130,PT02M06.00S,2023-02-07T03:35:32.1Z,1,REGULAR,3pt,Jump Shot,[],204060,73.66951379763469,82.59803921568627,1610612749,20,26,2023-02-07T03:35:38Z,1300000,False,163.0,195.0,1,right,MISS J. Ingles 25' pullup 3PT,[204060],1610612749.0,MIL,pullup,,,Ingles,J. Ingles,,,,,Above the Break 3,24+ Right Center,25.42,Missed,,,,,,,,,,,,,,,,,,
131,PT02M06.00S,2023-02-07T03:35:32.1Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612757,20,26,2023-02-07T03:35:38Z,1310000,False,,,0,,TEAM defensive REBOUND,[],1610612757.0,POR,,,,,,,,,,Above the Break 3,24+ Right Center,,,,,,,130.0,,,,,,,,,,,,,
133,PT01M43.00S,2023-02-07T03:36:04.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629014,20.05584756898817,47.549019607843135,1610612757,22,26,2023-02-07T03:36:10Z,1330000,False,12.0,136.0,1,left,A. Simons 13' driving floating Jump Shot (5 PTS),[1629014],1610612757.0,POR,driving floating,,,Simons,A. Simons,,,,,In The Paint (Non-RA),8-16 Center,13.66,Made,5.0,,,,,,,,,,,,,,,,,
134,PT01M34.00S,2023-02-07T03:36:14.8Z,1,REGULAR,3pt,Jump Shot,[],203114,74.32654402102497,16.176470588235293,1610612749,22,26,2023-02-07T03:36:19Z,1340000,False,-169.0,189.0,1,right,MISS K. Middleton 25' pullup 3PT,[203114],1610612749.0,MIL,pullup,,,Middleton,K. Middleton,,,,,Above the Break 3,24+ Left Center,25.35,Missed,,,,,,,,,,,,,,,,,,
135,PT01M31.00S,2023-02-07T03:36:17.8Z,1,REGULAR,rebound,defensive,[],203924,,,1610612757,22,26,2023-02-07T03:36:19Z,1350000,False,,,0,,J. Grant REBOUND (Off:0 Def:1),[203924],1610612757.0,POR,,,,Grant,J. Grant,,,,,Above the Break 3,24+ Left Center,,,,,,,134.0,1.0,1.0,0.0,,,,,,,,,,
136,PT01M19.00S,2023-02-07T03:36:29.8Z,1,REGULAR,3pt,Jump Shot,[],1629014,33.065045992115635,20.098039215686274,1610612757,22,26,2023-02-07T03:36:36Z,1360000,False,150.0,258.0,1,left,MISS A. Simons 29' pullup 3PT,[1629014],1610612757.0,POR,pullup,,,Simons,A. Simons,,,,,Above the Break 3,24+ Right Center,29.84,Missed,,,,,,,,,,,,,,,,,,
137,PT01M16.00S,2023-02-07T03:36:32.8Z,1,REGULAR,rebound,defensive,[],1626192,,,1610612749,22,26,2023-02-07T03:36:36Z,1370000,False,,,0,,P. Connaughton REBOUND (Off:0 Def:2),[1626192],1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,Above the Break 3,24+ Right Center,,,,,,,136.0,2.0,2.0,0.0,,,,,,,,,,
138,PT01M03.00S,2023-02-07T03:36:46.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],201950,93.38042049934296,47.30392156862745,1610612749,22,26,2023-02-07T03:36:49Z,1380000,False,-13.0,10.0,1,right,MISS J. Holiday reverse Layup - blocked,"[201950, 203924]",1610612749.0,MIL,reverse,,,Holiday,J. Holiday,,,,,Restricted Area,0-8 Center,1.66,Missed,,,,,,,,,,,,,,,,,Grant,203924.0
139,PT01M03.00S,2023-02-07T03:36:46.0Z,1,REGULAR,block,,[],203924,,,1610612749,22,26,2023-02-07T03:36:47Z,1390000,False,,,0,,J. Grant BLOCK (1 BLK),[203924],1610612757.0,POR,,,,Grant,J. Grant,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
140,PT01M00.00S,2023-02-07T03:36:49.0Z,1,REGULAR,rebound,defensive,[],1630570,,,1610612757,22,26,2023-02-07T03:36:49Z,1400000,False,,,0,,T. Watford REBOUND (Off:0 Def:1),[1630570],1610612757.0,POR,,,,Watford,T. Watford,,,,,Restricted Area,0-8 Center,,,,,,,138.0,1.0,1.0,0.0,,,,,,,,,,
141,PT00M41.30S,2023-02-07T03:37:08.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630570,14.4053876478318,49.26470588235294,1610612757,22,26,2023-02-07T03:37:12Z,1410000,False,4.0,83.0,1,left,MISS T. Watford 8' fadeaway Shot,[1630570],1610612757.0,POR,fadeaway,,,Watford,T. Watford,,,,,In The Paint (Non-RA),8-16 Center,8.3,Missed,,,,,,,,,,,,,,,,,,
142,PT00M39.70S,2023-02-07T03:37:10.1Z,1,REGULAR,rebound,defensive,[],1626192,,,1610612749,22,26,2023-02-07T03:37:12Z,1420000,False,,,0,,P. Connaughton REBOUND (Off:0 Def:3),[1626192],1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,141.0,3.0,3.0,0.0,,,,,,,,,,
143,PT00M30.60S,2023-02-07T03:37:21.5Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1627780,,,1610612749,22,26,2023-02-07T03:37:27Z,1430000,False,,,0,,G. Payton II shooting personal FOUL (1 PF) (Middleton 2 FT),"[1627780, 203114]",1610612757.0,POR,shooting,,,Payton II,G. Payton II,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,1627964.0,1.0,0.0,Middleton,203114.0,,,,,
145,PT00M30.60S,2023-02-07T03:37:48.1Z,1,REGULAR,freethrow,1 of 2,[],203114,,,1610612749,22,27,2023-02-07T03:37:48Z,1450000,False,,,0,,K. Middleton Free Throw 1 of 2 (1 PTS),[203114],1610612749.0,MIL,,,,Middleton,K. Middleton,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
146,PT00M30.60S,2023-02-07T03:37:48.7Z,1,REGULAR,substitution,out,[],204060,,,1610612749,22,27,2023-02-07T03:37:57Z,1460000,False,,,0,,SUB out: J. Ingles,[204060],1610612749.0,MIL,,,,Ingles,J. Ingles,,,,,,,,,,,,,,,,,,,,,,,,,,
147,PT00M30.60S,2023-02-07T03:37:48.7Z,1,REGULAR,substitution,out,[],201950,,,1610612749,22,27,2023-02-07T03:37:57Z,1470000,False,,,0,,SUB out: J. Holiday,[201950],1610612749.0,MIL,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,,
148,PT00M30.60S,2023-02-07T03:37:48.7Z,1,REGULAR,substitution,in,[],203507,,,1610612749,22,27,2023-02-07T03:37:57Z,1480000,False,,,0,,SUB in: G. Antetokounmpo,[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,,,,,,,,,,,,,,,
149,PT00M30.60S,2023-02-07T03:37:48.7Z,1,REGULAR,substitution,in,[],1628975,,,1610612749,22,27,2023-02-07T03:37:57Z,1490000,False,,,0,,SUB in: J. Carter,[1628975],1610612749.0,MIL,,,,Carter,J. Carter,,,,,,,,,,,,,,,,,,,,,,,,,,
150,PT00M30.60S,2023-02-07T03:38:03.3Z,1,REGULAR,freethrow,2 of 2,[],203114,,,1610612749,22,28,2023-02-07T03:38:03Z,1500000,False,,,0,,K. Middleton Free Throw 2 of 2 (2 PTS),[203114],1610612749.0,MIL,,,,Middleton,K. Middleton,,,,,,,,Made,2.0,,,,,,,,,,,,,,,,,
151,PT00M08.80S,2023-02-07T03:38:27.6Z,1,REGULAR,turnover,lost ball,[],1629014,,,1610612757,22,28,2023-02-07T03:38:31Z,1510000,False,,,0,,A. Simons lost ball TURNOVER (2 TO),"[1629014, 203114]",1610612757.0,POR,,,,Simons,A. Simons,,,,,In The Paint (Non-RA),0-8 Center,,,,2.0,Middleton,203114.0,,,,,,,,,,,,,,
152,PT00M08.80S,2023-02-07T03:38:27.6Z,1,REGULAR,steal,,[],203114,,,1610612749,22,28,2023-02-07T03:38:29Z,1520000,False,,,0,,K. Middleton STEAL (1 STL),[203114],1610612749.0,MIL,,,,Middleton,K. Middleton,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
153,PT00M05.70S,2023-02-07T03:38:31.6Z,1,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint', 'fromturnover']",203507,94.43166885676742,49.50980392156863,1610612749,22,30,2023-02-07T03:38:42Z,1530000,False,-2.0,0.0,1,right,G. Antetokounmpo running alley-oop DUNK (5 PTS) (K. Middleton 1 AST),"[203507, 203114]",1610612749.0,MIL,running alley-oop,,,Antetokounmpo,G. Antetokounmpo,,,,,Restricted Area,0-8 Center,0.25,Made,5.0,,,,,,,,,,,,,K. Middleton,203114.0,1.0,,
156,PT00M01.00S,2023-02-07T03:38:52.0Z,1,REGULAR,substitution,out,[],203507,,,1610612757,22,30,2023-02-07T03:38:59Z,1560000,False,,,0,,SUB out: G. Antetokounmpo,[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,,,,,,,,,,,,,,,
157,PT00M01.00S,2023-02-07T03:38:52.0Z,1,REGULAR,substitution,in,[],201572,,,1610612757,22,30,2023-02-07T03:38:59Z,1570000,False,,,0,,SUB in: B. Lopez,[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,,,,,,,,,,,,,,,,,,,,,,
158,PT00M00.00S,2023-02-07T03:39:14.5Z,1,REGULAR,3pt,Jump Shot,[],1631101,6.521024967148489,95.34313725490196,1610612757,22,30,2023-02-07T03:39:18Z,1580000,False,-227.0,9.0,1,left,MISS S. Sharpe 3PT,[1631101],1610612757.0,POR,,,,Sharpe,S. Sharpe,,,,,Left Corner 3,24+ Left,22.69,Missed,,,,,,,,,,,,,,,,,,
159,PT00M00.00S,2023-02-07T03:39:16.0Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612757,22,30,2023-02-07T03:39:16Z,1590000,False,,,0,,TEAM offensive REBOUND,[],1610612757.0,POR,,,,,,,,,,Left Corner 3,24+ Left,,,,,,,158.0,,,,,,,,,,,,,
160,PT00M00.00S,2023-02-07T03:39:16.7Z,1,REGULAR,period,end,[],0,,,1610612757,22,30,2023-02-07T03:39:16Z,1600000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,PT12M00.00S,2023-02-07T03:40:36.0Z,2,REGULAR,substitution,out,['startperiod'],203924,,,1610612757,22,30,2023-02-07T03:41:37Z,1610000,False,,,0,,SUB out: J. Grant,[203924],1610612757.0,POR,,,,Grant,J. Grant,,,,,,,,,,,,,,,,,,,,,,,,,,
162,PT12M00.00S,2023-02-07T03:40:36.0Z,2,REGULAR,substitution,out,['startperiod'],203114,,,1610612757,22,30,2023-02-07T03:41:37Z,1620000,False,,,0,,SUB out: K. Middleton,[203114],1610612749.0,MIL,,,,Middleton,K. Middleton,,,,,,,,,,,,,,,,,,,,,,,,,,
163,PT12M00.00S,2023-02-07T03:40:36.0Z,2,REGULAR,substitution,out,['startperiod'],202083,,,1610612757,22,30,2023-02-07T03:41:37Z,1630000,False,,,0,,SUB out: W. Matthews,[202083],1610612749.0,MIL,,,,Matthews,W. Matthews,,,,,,,,,,,,,,,,,,,,,,,,,,
164,PT12M00.00S,2023-02-07T03:40:36.0Z,2,REGULAR,substitution,out,['startperiod'],201572,,,1610612757,22,30,2023-02-07T03:41:37Z,1640000,False,,,0,,SUB out: B. Lopez,[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,,,,,,,,,,,,,,,,,,,,,,
165,PT12M00.00S,2023-02-07T03:40:36.0Z,2,REGULAR,substitution,in,['startperiod'],1629642,,,1610612757,22,30,2023-02-07T03:41:37Z,1650000,False,,,0,,SUB in: N. Little,[1629642],1610612757.0,POR,,,,Little,N. Little,,,,,,,,,,,,,,,,,,,,,,,,,,
166,PT12M00.00S,2023-02-07T03:40:36.0Z,2,REGULAR,substitution,in,['startperiod'],203507,,,1610612757,22,30,2023-02-07T03:41:37Z,1660000,False,,,0,,SUB in: G. Antetokounmpo,[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,,,,,,,,,,,,,,,
167,PT12M00.00S,2023-02-07T03:40:36.0Z,2,REGULAR,substitution,in,['startperiod'],1628960,,,1610612757,22,30,2023-02-07T03:41:37Z,1670000,False,,,0,,SUB in: G. Allen,[1628960],1610612749.0,MIL,,,,Allen,G. Allen,,,,,,,,,,,,,,,,,,,,,,,,,,
168,PT12M00.00S,2023-02-07T03:40:36.0Z,2,REGULAR,substitution,in,['startperiod'],1630699,,,1610612757,22,30,2023-02-07T03:41:37Z,1680000,False,,,0,,SUB in: M. Beauchamp,[1630699],1610612749.0,MIL,,,,Beauchamp,M. Beauchamp,,,,,,,,,,,,,,,,,,,,,,,,,,
169,PT12M00.00S,2023-02-07T03:41:54.1Z,2,REGULAR,period,start,[],0,,,1610612757,22,30,2023-02-07T03:41:54Z,1690000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170,PT11M46.00S,2023-02-07T03:42:13.2Z,2,REGULAR,foul,personal,[],203507,,,1610612757,22,30,2023-02-07T03:42:38Z,1700000,False,,,0,,G. Antetokounmpo personal FOUL (2 PF),"[203507, 1630570]",1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,Restricted Area,0-8 Center,,,,,,,,,,,1155.0,2.0,0.0,Watford,1630570.0,,,,,
172,PT11M43.00S,2023-02-07T03:42:34.4Z,2,REGULAR,3pt,Jump Shot,[],1629014,7.046649145860711,94.85294117647058,1610612757,22,30,2023-02-07T03:42:41Z,1720000,False,-224.0,14.0,1,left,MISS A. Simons 3PT,[1629014],1610612757.0,POR,,,,Simons,A. Simons,,,,,Left Corner 3,24+ Left,22.47,Missed,,,,,,,,,,,,,,,,,,
