actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId
354,PT12M00.00S,2022-10-27T03:24:29.5Z,3,REGULAR,substitution,out,['startperiod'],1626159,,,1610612748,56,61,2022-10-27T03:24:57Z,3240000,,,0,,SUB out: J. Winslow,[1626159],1610612757.0,POR,,,,Winslow,J. Winslow,,,,,,,,,,,,,,,,,,,,,,,,,,
355,PT12M00.00S,2022-10-27T03:24:29.5Z,3,REGULAR,substitution,out,['startperiod'],1629622,,,1610612748,56,61,2022-10-27T03:24:57Z,3250000,,,0,,SUB out: M. Strus,[1629622],1610612748.0,MIA,,,,Strus,M. Strus,,,,,,,,,,,,,,,,,,,,,,,,,,
356,PT12M00.00S,2022-10-27T03:24:29.5Z,3,REGULAR,substitution,in,['startperiod'],203994,,,1610612748,56,61,2022-10-27T03:24:57Z,3260000,,,0,,SUB in: J. Nurkic,[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,,,,,,,,,,,,,,,,,,,,,,
357,PT12M00.00S,2022-10-27T03:24:29.5Z,3,REGULAR,substitution,in,['startperiod'],1629014,,,1610612748,56,61,2022-10-27T03:24:57Z,3270000,,,0,,SUB in: A. Simons,[1629014],1610612757.0,POR,,,,Simons,A. Simons,,,,,,,,,,,,,,,,,,,,,,,,,,
358,PT12M00.00S,2022-10-27T03:24:29.5Z,3,REGULAR,substitution,in,['startperiod'],1628389,,,1610612748,56,61,2022-10-27T03:24:57Z,3280000,,,0,,SUB in: B. Adebayo,[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,,,,,,,,,,,,,,,,
359,PT12M00.00S,2022-10-27T03:25:02.2Z,3,REGULAR,period,start,[],0,,,1610612757,56,61,2022-10-27T03:25:02Z,3290000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
360,PT11M42.00S,2022-10-27T03:25:20.0Z,3,REGULAR,3pt,Jump Shot,[],203081,23.078186596583443,9.558823529411764,1610612757,59,61,2022-10-27T03:27:43Z,3300000,202.0,164.0,1,left,D. Lillard 26' 3PT fadeaway (19 PTS) (J. Nurkic 1 AST),"[203081, 203994]",1610612757.0,POR,fadeaway,,,Lillard,D. Lillard,,,,,Above the Break 3,24+ Right Center,26.06,Made,,,,,,,,,,,,,19.0,J. Nurkic,203994.0,1.0,,
362,PT11M15.00S,2022-10-27T03:25:46.4Z,3,REGULAR,3pt,Jump Shot,[],1629639,79.71419185282524,92.15686274509804,1610612748,59,61,2022-10-27T03:25:51Z,3320000,211.0,138.0,1,right,MISS T. Herro 25' 3PT,[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,Above the Break 3,24+ Right Center,25.21,Missed,,,,,,,,,,,,,,,,,,
363,PT11M11.00S,2022-10-27T03:25:49.7Z,3,REGULAR,rebound,defensive,[],203924,,,1610612757,59,61,2022-10-27T03:25:49Z,3330000,,,0,,J. Grant REBOUND (Off:0 Def:3),[203924],1610612757.0,POR,,,,Grant,J. Grant,,,,,Above the Break 3,24+ Right Center,,,362.0,3.0,3.0,0.0,,,,,,,,,,,,,,
364,PT11M07.00S,2022-10-27T03:25:54.3Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1629014,9.411957950065702,95.34313725490196,1610612757,62,61,2022-10-27T03:26:04Z,3340000,-227.0,36.0,1,left,A. Simons 3PT running (7 PTS) (J. Hart 6 AST),"[1629014, 1628404]",1610612757.0,POR,running,,,Simons,A. Simons,,,,,Left Corner 3,24+ Left,22.95,Made,,,,,,,,,,,,,7.0,J. Hart,1628404.0,6.0,,
366,PT10M50.00S,2022-10-27T03:26:11.4Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628997,90.22667542706965,57.35294117647059,1610612748,62,63,2022-10-27T03:26:18Z,3360000,37.0,39.0,1,right,C. Martin cutting Layup (7 PTS) (J. Butler 3 AST),"[1628997, 202710]",1610612748.0,MIA,cutting,,,Martin,C. Martin,,,,,In The Paint (Non-RA),0-8 Center,5.39,Made,,,,,,,,,,,,,7.0,J. Butler,202710.0,3.0,,
368,PT10M24.00S,2022-10-27T03:26:37.4Z,3,REGULAR,3pt,Jump Shot,[],203081,35.955978975032856,21.07843137254902,1610612757,62,63,2022-10-27T03:26:43Z,3380000,145.0,285.0,1,left,MISS D. Lillard 32' pullup 3PT,[203081],1610612757.0,POR,pullup,,,Lillard,D. Lillard,,,,,Above the Break 3,24+ Right Center,32.0,Missed,,,,,,,,,,,,,,,,,,
369,PT10M19.00S,2022-10-27T03:26:42.4Z,3,REGULAR,rebound,defensive,[],1629639,,,1610612748,62,63,2022-10-27T03:26:43Z,3390000,,,0,,T. Herro REBOUND (Off:0 Def:2),[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,Above the Break 3,24+ Right Center,,,368.0,2.0,2.0,0.0,,,,,,,,,,,,,,
370,PT10M11.00S,2022-10-27T03:26:50.1Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629639,82.21090670170827,40.931372549019606,1610612748,62,63,2022-10-27T03:27:01Z,3400000,-45.0,115.0,1,right,MISS T. Herro 12' fadeaway Shot - blocked,"[1629639, 1628404]",1610612748.0,MIA,fadeaway,,,Herro,T. Herro,,,,,In The Paint (Non-RA),8-16 Center,12.33,Missed,,,,,,,,,,,,,,,,,Hart,1628404.0
371,PT10M11.00S,2022-10-27T03:26:50.1Z,3,REGULAR,block,,[],1628404,,,1610612748,62,63,2022-10-27T03:26:53Z,3410000,,,0,,J. Hart BLOCK (1 BLK),[1628404],1610612757.0,POR,,,,Hart,J. Hart,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
372,PT10M07.00S,2022-10-27T03:26:54.1Z,3,REGULAR,rebound,offensive,[],1628997,,,1610612748,62,63,2022-10-27T03:27:01Z,3420000,,,0,,C. Martin REBOUND (Off:2 Def:2),[1628997],1610612748.0,MIA,,,,Martin,C. Martin,,,,,In The Paint (Non-RA),8-16 Center,,,370.0,4.0,2.0,2.0,,,,,,,,,,,,,,
373,PT10M05.00S,2022-10-27T03:26:56.1Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],200768,77.7431011826544,7.598039215686274,1610612748,62,66,2022-10-27T03:27:08Z,3430000,-212.0,157.0,1,right,K. Lowry 26' 3PT  (11 PTS) (T. Herro 4 AST),"[200768, 1629639]",1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,Above the Break 3,24+ Left Center,26.36,Made,,,,,,,,,,,,,11.0,T. Herro,1629639.0,4.0,,
374,PT09M41.00S,2022-10-27T03:27:22.6Z,3,REGULAR,foul,personal,['2freethrow'],1628997,,,1610612757,62,66,2022-10-27T03:27:39Z,3440000,,,0,,C. Martin shooting personal FOUL (3 PF) (Nurkic 2 FT),"[1628997, 203994]",1610612748.0,MIA,shooting,,,Martin,C. Martin,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,1628487.0,3.0,0.0,Nurkic,203994.0,,,,,,
377,PT09M41.00S,2022-10-27T03:28:12.5Z,3,REGULAR,freethrow,1 of 2,[],203994,,,1610612757,63,66,2022-10-27T03:28:12Z,3460000,,,0,,J. Nurkic Free Throw 1 of 2 (6 PTS),[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,,,,Made,,,,,,,,,,,,,6.0,,,,,
378,PT09M41.00S,2022-10-27T03:28:26.5Z,3,REGULAR,freethrow,2 of 2,[],203994,,,1610612757,64,66,2022-10-27T03:28:26Z,3470000,,,0,,J. Nurkic Free Throw 2 of 2 (7 PTS),[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,,,,Made,,,,,,,,,,,,,7.0,,,,,
379,PT09M21.00S,2022-10-27T03:28:47.2Z,3,REGULAR,3pt,Jump Shot,[],200768,90.62089356110381,3.431372549019608,1610612748,64,69,2022-10-27T03:28:54Z,3480000,-233.0,36.0,1,right,K. Lowry 3PT  (14 PTS) (C. Martin 1 AST),"[200768, 1628997]",1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,Left Corner 3,24+ Left,23.55,Made,,,,,,,,,,,,,14.0,C. Martin,1628997.0,1.0,,
381,PT09M07.00S,2022-10-27T03:29:01.6Z,3,REGULAR,3pt,Jump Shot,[],1629014,27.677398160315374,83.82352941176471,1610612757,67,69,2022-10-27T03:29:06Z,3500000,-169.0,208.0,1,left,A. Simons 26' 3PT pullup (10 PTS) (D. Lillard 2 AST),"[1629014, 203081]",1610612757.0,POR,pullup,,,Simons,A. Simons,,,,,Above the Break 3,24+ Left Center,26.78,Made,,,,,,,,,,,,,10.0,D. Lillard,203081.0,2.0,,
382,PT08M57.00S,2022-10-27T03:29:11.4Z,3,REGULAR,3pt,Jump Shot,[],1628389,66.70499342969777,47.549019607843135,1610612748,67,69,2022-10-27T03:29:17Z,3510000,-12.0,260.0,1,right,MISS B. Adebayo 26' 3PT,[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,Above the Break 3,24+ Center,26.08,Missed,,,,,,,,,,,,,,,,,,
383,PT08M52.00S,2022-10-27T03:29:16.4Z,3,REGULAR,rebound,defensive,[],203994,,,1610612757,67,69,2022-10-27T03:29:17Z,3520000,,,0,,J. Nurkic REBOUND (Off:4 Def:3),[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,Above the Break 3,24+ Center,,,382.0,7.0,3.0,4.0,,,,,,,,,,,,,,
384,PT08M49.00S,2022-10-27T03:29:22.4Z,3,REGULAR,foul,personal,[],200768,,,1610612757,67,69,2022-10-27T03:29:35Z,3530000,,,0,,K. Lowry personal FOUL (2 PF),"[200768, 1628404]",1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,201246.0,2.0,0.0,Hart,1628404.0,,,,,,
387,PT08M35.00S,2022-10-27T03:30:13.5Z,3,REGULAR,2pt,Jump Shot,[],1629014,16.376478318002626,33.088235294117645,1610612757,67,69,2022-10-27T03:30:19Z,3560000,85.0,101.0,1,left,MISS A. Simons 13' driving floating Shot,[1629014],1610612757.0,POR,driving floating,,,Simons,A. Simons,,,,,Mid-Range,8-16 Right,13.21,Missed,,,,,,,,,,,,,,,,,,
388,PT08M32.00S,2022-10-27T03:30:16.5Z,3,REGULAR,rebound,defensive,[],1628997,,,1610612748,67,69,2022-10-27T03:30:19Z,3570000,,,0,,C. Martin REBOUND (Off:2 Def:3),[1628997],1610612748.0,MIA,,,,Martin,C. Martin,,,,,Mid-Range,8-16 Right,,,387.0,5.0,3.0,2.0,,,,,,,,,,,,,,
389,PT08M14.00S,2022-10-27T03:30:34.4Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],1628389,86.67871222076215,51.470588235294116,1610612748,67,69,2022-10-27T03:30:49Z,3580000,7.0,73.0,1,right,MISS B. Adebayo 7' driving Hook,[1628389],1610612748.0,MIA,driving,,,Adebayo,B. Adebayo,,,,,In The Paint (Non-RA),0-8 Center,7.31,Missed,,,,,,,,,,,,,,,,,,
390,PT08M10.00S,2022-10-27T03:30:38.4Z,3,REGULAR,rebound,defensive,[],1629014,,,1610612757,67,69,2022-10-27T03:30:49Z,3590000,,,0,,A. Simons REBOUND (Off:0 Def:2),[1629014],1610612757.0,POR,,,,Simons,A. Simons,,,,,In The Paint (Non-RA),0-8 Center,,,389.0,2.0,2.0,0.0,,,,,,,,,,,,,,
391,PT08M04.00S,2022-10-27T03:30:44.2Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203924,12.434296977660972,51.225490196078425,1610612757,67,69,2022-10-27T03:30:56Z,3600000,-6.0,64.0,1,left,MISS J. Grant 6' Layup - blocked,"[203924, 200768]",1610612757.0,POR,,,,Grant,J. Grant,,,,,In The Paint (Non-RA),0-8 Center,6.47,Missed,,,,,,,,,,,,,,,,,Lowry,200768.0
392,PT08M04.00S,2022-10-27T03:30:44.2Z,3,REGULAR,block,,[],200768,,,1610612757,67,69,2022-10-27T03:30:46Z,3610000,,,0,,K. Lowry BLOCK (1 BLK),[200768],1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
393,PT08M00.00S,2022-10-27T03:30:48.2Z,3,REGULAR,rebound,defensive,[],200768,,,1610612748,67,69,2022-10-27T03:30:56Z,3620000,,,0,,K. Lowry REBOUND (Off:0 Def:2),[200768],1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,In The Paint (Non-RA),0-8 Center,,,391.0,2.0,2.0,0.0,,,,,,,,,,,,,,
394,PT07M58.00S,2022-10-27T03:30:49.0Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1628389,90.88370565045992,54.166666666666664,1610612748,67,71,2022-10-27T03:31:02Z,3630000,21.0,33.0,1,right,B. Adebayo running Layup (8 PTS) (K. Lowry 3 AST),"[1628389, 200768]",1610612748.0,MIA,running,,,Adebayo,B. Adebayo,,,,,Restricted Area,0-8 Center,3.92,Made,,,,,,,,,,,,,8.0,K. Lowry,200768.0,3.0,,
398,PT07M46.00S,2022-10-27T03:31:15.0Z,3,REGULAR,foul,offensive,[],1628404,,,1610612757,67,71,2022-10-27T03:33:23Z,3660000,,,0,,J. Hart offensive FOUL (2 PF),"[1628404, 202710]",1610612757.0,POR,,,,Hart,J. Hart,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,201246.0,2.0,0.0,Butler,202710.0,,,,,,
400,PT07M46.00S,2022-10-27T03:31:15.0Z,3,REGULAR,turnover,offensive foul,[],1628404,,,1610612757,67,71,2022-10-27T03:31:15Z,3680000,,,0,,J. Hart offensive foul TURNOVER (1 TO),[1628404],1610612757.0,POR,,,,Hart,J. Hart,,,,,Above the Break 3,24+ Right Center,,,,,,,1.0,,,201246.0,,,,,,,,,,
401,PT07M36.00S,2022-10-27T03:31:26.8Z,3,REGULAR,turnover,bad pass,[],200768,,,1610612748,67,71,2022-10-27T03:33:45Z,3690000,,,0,,K. Lowry bad pass TURNOVER (3 TO),"[200768, 1628404]",1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,Mid-Range,8-16 Left,,,,,,,3.0,Hart,1628404.0,,,,,,,,,,,
402,PT07M36.00S,2022-10-27T03:31:26.8Z,3,REGULAR,steal,,[],1628404,,,1610612757,67,71,2022-10-27T03:31:31Z,3700000,,,0,,J. Hart STEAL (3 STL),[1628404],1610612757.0,POR,,,,Hart,J. Hart,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,,,
403,PT07M32.00S,2022-10-27T03:31:32.3Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1628404,9.411957950065702,52.69607843137255,1610612757,67,71,2022-10-27T03:32:19Z,3710000,-13.0,36.0,1,left,MISS J. Hart running Layup,[1628404],1610612757.0,POR,running,,,Hart,J. Hart,,,,,Restricted Area,0-8 Center,3.84,Missed,,,,,,,,,,,,,,,,,,
404,PT07M31.00S,2022-10-27T03:31:33.3Z,3,REGULAR,rebound,defensive,[],1628389,,,1610612748,67,71,2022-10-27T03:34:10Z,3720000,,,0,,B. Adebayo REBOUND (Off:3 Def:1),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,Restricted Area,0-8 Center,,,403.0,4.0,1.0,3.0,,,,,,,,,,,,,,
405,PT07M31.00S,2022-10-27T03:31:36.6Z,3,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint']",1628997,91.67214191852825,46.568627450980394,1610612748,67,73,2022-10-27T03:37:42Z,3730000,-17.0,26.0,1,right,C. Martin running DUNK (9 PTS) (B. Adebayo 3 AST),"[1628997, 1628389]",1610612748.0,MIA,running,,,Martin,C. Martin,,,,,Restricted Area,0-8 Center,3.1,Made,,,,,,,,,,,,,9.0,B. Adebayo,1628389.0,3.0,,
407,PT07M31.00S,2022-10-27T03:32:15.2Z,3,REGULAR,timeout,full,['team'],0,,,1610612757,67,73,2022-10-27T03:32:15Z,3750000,,,0,,POR Timeout,[],1610612757.0,POR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
408,PT07M08.00S,2022-10-27T03:34:59.2Z,3,REGULAR,3pt,Jump Shot,[],203924,32.933639947437584,62.254901960784316,1610612757,67,73,2022-10-27T03:35:05Z,3760000,-61.0,257.0,1,left,MISS J. Grant 26' 3PT,[203924],1610612757.0,POR,,,,Grant,J. Grant,,,,,Above the Break 3,24+ Center,26.43,Missed,,,,,,,,,,,,,,,,,,
409,PT07M02.00S,2022-10-27T03:35:05.2Z,3,REGULAR,rebound,defensive,[],1628997,,,1610612748,67,73,2022-10-27T03:35:05Z,3770000,,,0,,C. Martin REBOUND (Off:2 Def:4),[1628997],1610612748.0,MIA,,,,Martin,C. Martin,,,,,Above the Break 3,24+ Center,,,408.0,6.0,4.0,2.0,,,,,,,,,,,,,,
410,PT06M52.00S,2022-10-27T03:35:14.9Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202710,89.04402102496715,51.225490196078425,1610612748,67,75,2022-10-27T03:35:25Z,3780000,6.0,50.0,1,right,J. Butler driving floating Jump Shot (13 PTS) (C. Martin 2 AST),"[202710, 1628997]",1610612748.0,MIA,driving floating,,,Butler,J. Butler,,,,,In The Paint (Non-RA),0-8 Center,5.09,Made,,,,,,,,,,,,,13.0,C. Martin,1628997.0,2.0,,
412,PT06M38.00S,2022-10-27T03:35:29.0Z,3,REGULAR,3pt,Jump Shot,[],203994,30.17411300919842,77.94117647058823,1610612757,67,75,2022-10-27T03:35:35Z,3800000,-140.0,231.0,1,left,MISS J. Nurkic 27' 3PT,[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,Above the Break 3,24+ Left Center,27.0,Missed,,,,,,,,,,,,,,,,,,
413,PT06M34.00S,2022-10-27T03:35:33.0Z,3,REGULAR,rebound,defensive,[],1629639,,,1610612748,67,75,2022-10-27T03:35:35Z,3810000,,,0,,T. Herro REBOUND (Off:0 Def:3),[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,Above the Break 3,24+ Left Center,,,412.0,3.0,3.0,0.0,,,,,,,,,,,,,,
414,PT06M21.00S,2022-10-27T03:35:46.5Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1628389,91.93495400788436,55.14705882352941,1610612748,67,77,2022-10-27T03:39:22Z,3820000,26.0,23.0,1,right,B. Adebayo DUNK (10 PTS) (J. Butler 4 AST),"[1628389, 202710]",1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,Restricted Area,0-8 Center,3.47,Made,,,,,,,,,,,,,10.0,J. Butler,202710.0,4.0,,
416,PT06M07.00S,2022-10-27T03:35:59.7Z,3,REGULAR,3pt,Jump Shot,[],203081,33.196452036793694,66.91176470588235,1610612757,70,77,2022-10-27T03:36:05Z,3840000,-85.0,260.0,1,left,D. Lillard 27' 3PT pullup (22 PTS),[203081],1610612757.0,POR,pullup,,,Lillard,D. Lillard,,,,,Above the Break 3,24+ Left Center,27.29,Made,,,,,,,,,,,,,22.0,,,,,
417,PT05M39.00S,2022-10-27T03:36:28.4Z,3,REGULAR,3pt,Jump Shot,[],202710,93.9060446780552,2.450980392156863,1610612748,70,77,2022-10-27T03:36:33Z,3850000,-238.0,5.0,1,right,MISS J. Butler 3PT,[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,Left Corner 3,24+ Left,23.77,Missed,,,,,,,,,,,,,,,,,,
418,PT05M36.00S,2022-10-27T03:36:31.0Z,3,REGULAR,rebound,defensive,[],203994,,,1610612757,70,77,2022-10-27T03:36:31Z,3860000,,,0,,J. Nurkic REBOUND (Off:4 Def:4),[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,Left Corner 3,24+ Left,,,417.0,8.0,4.0,4.0,,,,,,,,,,,,,,
419,PT05M15.00S,2022-10-27T03:36:51.6Z,3,REGULAR,turnover,bad pass,[],203081,,,1610612757,70,77,2022-10-27T03:37:01Z,3870000,,,0,,D. Lillard bad pass TURNOVER (4 TO),"[203081, 202710]",1610612757.0,POR,,,,Lillard,D. Lillard,,,,,Above the Break 3,24+ Center,,,,,,,4.0,Butler,202710.0,,,,,,,,,,,
420,PT05M15.00S,2022-10-27T03:36:51.6Z,3,REGULAR,steal,,[],202710,,,1610612748,70,77,2022-10-27T03:36:54Z,3880000,,,0,,J. Butler STEAL (1 STL),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
421,PT05M11.00S,2022-10-27T03:36:55.8Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",202710,93.24901445466492,51.225490196078425,1610612748,70,79,2022-10-27T03:37:08Z,3890000,6.0,11.0,1,right,J. Butler running DUNK (15 PTS) (K. Lowry 4 AST),"[202710, 200768]",1610612748.0,MIA,running,,,Butler,J. Butler,,,,,Restricted Area,0-8 Center,1.26,Made,,,,,,,,,,,,,15.0,K. Lowry,200768.0,4.0,,
423,PT05M10.00S,2022-10-27T03:37:07.8Z,3,REGULAR,timeout,full,['team'],0,,,1610612757,70,79,2022-10-27T03:37:07Z,3910000,,,0,,POR Timeout,[],1610612757.0,POR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
424,PT05M10.00S,2022-10-27T03:38:54.2Z,3,REGULAR,substitution,out,[],203081,,,1610612757,70,79,2022-10-27T03:39:31Z,3920000,,,0,,SUB out: D. Lillard,[203081],1610612757.0,POR,,,,Lillard,D. Lillard,,,,,,,,,,,,,,,,,,,,,,,,,,
425,PT05M10.00S,2022-10-27T03:38:54.2Z,3,REGULAR,substitution,out,[],203994,,,1610612757,70,79,2022-10-27T03:39:31Z,3930000,,,0,,SUB out: J. Nurkic,[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,,,,,,,,,,,,,,,,,,,,,,
426,PT05M10.00S,2022-10-27T03:38:54.2Z,3,REGULAR,substitution,in,[],1629234,,,1610612757,70,79,2022-10-27T03:39:31Z,3940000,,,0,,SUB in: D. Eubanks,[1629234],1610612757.0,POR,,,,Eubanks,D. Eubanks,,,,,,,,,,,,,,,,,,,,,,,,,,
427,PT05M10.00S,2022-10-27T03:38:54.2Z,3,REGULAR,substitution,in,[],1626159,,,1610612757,70,79,2022-10-27T03:39:31Z,3950000,,,0,,SUB in: J. Winslow,[1626159],1610612757.0,POR,,,,Winslow,J. Winslow,,,,,,,,,,,,,,,,,,,,,,,,,,
428,PT04M59.00S,2022-10-27T03:40:03.6Z,3,REGULAR,turnover,bad pass,[],1629014,,,1610612757,70,79,2022-10-27T03:40:10Z,3960000,,,0,,A. Simons bad pass TURNOVER (2 TO),"[1629014, 202710]",1610612757.0,POR,,,,Simons,A. Simons,,,,,Above the Break 3,24+ Left Center,,,,,,,2.0,Butler,202710.0,,,,,,,,,,,
429,PT04M59.00S,2022-10-27T03:40:03.6Z,3,REGULAR,steal,,[],202710,,,1610612748,70,79,2022-10-27T03:40:06Z,3970000,,,0,,J. Butler STEAL (2 STL),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
430,PT04M54.00S,2022-10-27T03:40:08.3Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",202710,92.46057818659659,50.49019607843137,1610612748,70,81,2022-10-27T03:40:23Z,3980000,2.0,18.0,1,right,J. Butler running DUNK (17 PTS),[202710],1610612748.0,MIA,running,,,Butler,J. Butler,,,,,Restricted Area,0-8 Center,1.86,Made,,,,,,,,,,,,,17.0,,,,,
431,PT04M31.00S,2022-10-27T03:40:31.1Z,3,REGULAR,3pt,Jump Shot,[],1629014,28.728646517739815,14.460784313725492,1610612757,73,81,2022-10-27T03:40:35Z,3990000,178.0,218.0,1,left,A. Simons 28' 3PT step back (13 PTS) (J. Grant 2 AST),"[1629014, 203924]",1610612757.0,POR,step back,,,Simons,A. Simons,,,,,Above the Break 3,24+ Right Center,28.09,Made,,,,,,,,,,,,,13.0,J. Grant,203924.0,2.0,,
432,PT04M16.00S,2022-10-27T03:40:48.9Z,3,REGULAR,foul,personal,[],1626159,,,1610612748,73,81,2022-10-27T03:41:03Z,4000000,,,0,,J. Winslow personal FOUL (3 PF),"[1626159, 202710]",1610612757.0,POR,,,,Winslow,J. Winslow,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,201246.0,3.0,0.0,Butler,202710.0,,,,,,
434,PT04M16.00S,2022-10-27T03:40:58.5Z,3,REGULAR,substitution,out,[],1628389,,,1610612748,73,81,2022-10-27T03:41:07Z,4020000,,,0,,SUB out: B. Adebayo,[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,,,,,,,,,,,,,,,,
435,PT04M16.00S,2022-10-27T03:40:58.5Z,3,REGULAR,substitution,out,[],1628997,,,1610612748,73,81,2022-10-27T03:41:07Z,4030000,,,0,,SUB out: C. Martin,[1628997],1610612748.0,MIA,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,,,,,,,,,
436,PT04M16.00S,2022-10-27T03:40:58.5Z,3,REGULAR,substitution,in,[],1631107,,,1610612748,73,81,2022-10-27T03:41:07Z,4040000,,,0,,SUB in: N. Jovic,[1631107],1610612748.0,MIA,,,,Jovic,N. Jovic,,,,,,,,,,,,,,,,,,,,,,,,,,
437,PT04M16.00S,2022-10-27T03:40:58.5Z,3,REGULAR,substitution,in,[],1629622,,,1610612748,73,81,2022-10-27T03:41:07Z,4050000,,,0,,SUB in: M. Strus,[1629622],1610612748.0,MIA,,,,Strus,M. Strus,,,,,,,,,,,,,,,,,,,,,,,,,,
438,PT04M06.00S,2022-10-27T03:41:22.7Z,3,REGULAR,turnover,traveling,[],1631107,,,1610612748,73,81,2022-10-27T03:41:31Z,4060000,,,0,,N. Jovic traveling TURNOVER (1 TO),[1631107],1610612748.0,MIA,,,,Jovic,N. Jovic,,,,,Mid-Range,16-24 Right,,,,,,,1.0,,,1628487.0,,,,,,,,,,
439,PT03M52.00S,2022-10-27T03:41:44.3Z,3,REGULAR,turnover,bad pass,[],1628404,,,1610612757,73,81,2022-10-27T03:41:52Z,4070000,,,0,,J. Hart bad pass TURNOVER (2 TO),"[1628404, 200768]",1610612757.0,POR,,,,Hart,J. Hart,,,,,Mid-Range,16-24 Left Center,,,,,,,2.0,Lowry,200768.0,,,,,,,,,,,
440,PT03M52.00S,2022-10-27T03:41:44.3Z,3,REGULAR,steal,,[],200768,,,1610612748,73,81,2022-10-27T03:41:46Z,4080000,,,0,,K. Lowry STEAL (1 STL),[200768],1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,,,,,
