actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2023-02-15T03:13:27.5Z,1,REGULAR,period,start,[],0,,,0,0,0,2023-02-15T03:13:27Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M58.00S,2023-02-15T03:13:29.5Z,1,REGULAR,jumpball,recovered,[],203078,,,1610612764,0,0,2023-02-15T03:13:29Z,40000,False,,,0,,Jump Ball K. Porzingis vs. D. Eubanks: Tip to B. Beal,"[203078, 204001, 1629234]",1610612764.0,WAS,startperiod,B. Beal,203078.0,Beal,B. Beal,Porzingis,204001.0,Eubanks,1629234.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M47.00S,2023-02-15T03:13:39.3Z,1,REGULAR,3pt,Jump Shot,[],1628398,73.9323258869908,16.666666666666664,1610612764,0,0,2023-02-15T03:13:45Z,70000,False,-167.0,193.0,1,right,MISS K. Kuzma 25' 3PT,[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,Above the Break 3,24+ Left Center,25.46,Missed,,,,,,,,,,,,,,,,,,
8,PT11M45.00S,2023-02-15T03:13:41.3Z,1,REGULAR,rebound,defensive,[],203081,,,1610612757,0,0,2023-02-15T03:13:45Z,80000,False,,,0,,D. Lillard REBOUND (Off:0 Def:1),[203081],1610612757.0,POR,,,,Lillard,D. Lillard,,,,,Above the Break 3,24+ Left Center,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,,,
9,PT11M24.00S,2023-02-15T03:14:02.0Z,1,REGULAR,2pt,Jump Shot,[],1629234,21.107095926412615,49.50980392156863,1610612757,0,0,2023-02-15T03:14:07Z,90000,False,2.0,146.0,1,left,MISS D. Eubanks 14' Jump Shot,[1629234],1610612757.0,POR,,,,Eubanks,D. Eubanks,,,,,Mid-Range,8-16 Center,14.59,Missed,,,,,,,,,,,,,,,,,,
10,PT11M22.00S,2023-02-15T03:14:04.0Z,1,REGULAR,rebound,defensive,[],1628398,,,1610612764,0,0,2023-02-15T03:14:07Z,100000,False,,,0,,K. Kuzma REBOUND (Off:0 Def:1),[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,Mid-Range,8-16 Center,,,9.0,1.0,1.0,0.0,,,,,,,,,,,,,,
11,PT11M10.00S,2023-02-15T03:14:16.4Z,1,REGULAR,turnover,bad pass,[],1629655,,,1610612764,0,0,2023-02-15T03:14:20Z,110000,False,,,0,,D. Gafford bad pass TURNOVER (1 TO),"[1629655, 1629680]",1610612764.0,WAS,,,,Gafford,D. Gafford,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,1.0,Thybulle,1629680.0,,,,,,,,,,,
12,PT11M10.00S,2023-02-15T03:14:16.4Z,1,REGULAR,steal,,[],1629680,,,1610612757,0,0,2023-02-15T03:14:18Z,120000,False,,,0,,M. Thybulle STEAL (1 STL),[1629680],1610612757.0,POR,,,,Thybulle,M. Thybulle,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
13,PT11M05.00S,2023-02-15T03:14:21.5Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",203081,32.276609724047304,36.76470588235294,1610612757,0,0,2023-02-15T03:14:30Z,130000,False,66.0,251.0,1,left,MISS D. Lillard 25' running pullup 3PT,[203081],1610612757.0,POR,running pullup,,,Lillard,D. Lillard,,,,,Above the Break 3,24+ Center,25.95,Missed,,,,,,,,,,,,,,,,,,
14,PT11M02.00S,2023-02-15T03:14:24.5Z,1,REGULAR,rebound,defensive,[],203078,,,1610612764,0,0,2023-02-15T03:14:30Z,140000,False,,,0,,B. Beal REBOUND (Off:0 Def:1),[203078],1610612764.0,WAS,,,,Beal,B. Beal,,,,,Above the Break 3,24+ Center,,,13.0,1.0,1.0,0.0,,,,,,,,,,,,,,
15,PT10M51.00S,2023-02-15T03:14:35.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203078,93.11760840998686,61.274509803921575,1610612764,0,2,2023-02-15T03:14:46Z,150000,False,56.0,12.0,1,right,B. Beal driving floating bank Jump Shot (2 PTS),[203078],1610612764.0,WAS,driving floating bank,,,Beal,B. Beal,,,,,In The Paint (Non-RA),0-8 Center,5.77,Made,,,,,,,,2.0,,,,,,,,,,
