shortFormattedClock,actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,jerseyNumber,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
12:00,2,PT12M00.00S,2022-12-09T03:11:30.6Z,1,REGULAR,period,start,[],0,,,0,0,0,2022-12-09T03:11:30Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11:57,4,PT11M57.00S,2022-12-09T03:11:33.4Z,1,REGULAR,jumpball,recovered,[],203081,,,1610612757,0,0,2022-12-09T03:11:33Z,40000,False,,,0,,Jump Ball J. Nurkic vs. N. Jokic: Tip to D. Lillard,"[203081, 203994, 203999]",0,1610612757.0,POR,startperiod,D. Lillard,203081.0,Lillard,D. Lillard,Nurkic,203994.0,Jokic,203999.0,,,,,,,,,,,,,,,,,,,,,,
11:44,7,PT11M44.00S,2022-12-09T03:11:46.6Z,1,REGULAR,3pt,Jump Shot,[],203081,66.96780551905388,53.431372549019606,1610612757,0,0,2022-12-09T03:11:51Z,70000,False,17.0,258.0,1,right,MISS D. Lillard 25' 3PT,[203081],0,1610612757.0,POR,,,,Lillard,D. Lillard,,,,,Above the Break 3,24+ Center,25.86,Missed,,,,,,,,,,,,,,,,,,
11:40,8,PT11M40.00S,2022-12-09T03:11:50.6Z,1,REGULAR,rebound,defensive,[],1627750,,,1610612743,0,0,2022-12-09T03:11:52Z,80000,False,,,0,,J. Murray REBOUND (Off:0 Def:1),[1627750],27,1610612743.0,DEN,,,,Murray,J. Murray,,,,,Above the Break 3,24+ Center,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,,,
11:34,9,PT11M34.00S,2022-12-09T03:11:55.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1627750,6.258212877792378,51.470588235294116,1610612743,0,0,2022-12-09T03:12:03Z,90000,False,-7.0,6.0,1,left,MISS J. Murray running Layup,[1627750],27,1610612743.0,DEN,running,,,Murray,J. Murray,,,,,Restricted Area,0-8 Center,0.97,Missed,,,,,,,,,,,,,,,,,,
11:30,10,PT11M30.00S,2022-12-09T03:11:59.3Z,1,REGULAR,rebound,offensive,[],203999,,,1610612743,0,0,2022-12-09T03:11:59Z,100000,False,,,0,,N. Jokic REBOUND (Off:1 Def:0),[203999],15,1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,Restricted Area,0-8 Center,,,9.0,1.0,0.0,1.0,,,,,,,,,,,,,,
11:30,11,PT11M30.00S,2022-12-09T03:11:59.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203999,5.590000152587891,50.0,1610612743,0,2,2022-12-09T03:11:59Z,110000,False,0.0,0.0,1,left,N. Jokic putback Layup (2 PTS),[203999],15,1610612743.0,DEN,putback,,,Jokic,N. Jokic,,,,,Mid-Range,8-16 Left,0.0,Made,,,,,2.0,,,,,,,,,,,,,
11:15,12,PT11M15.00S,2022-12-09T03:12:14.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203924,87.07293035479631,39.705882352941174,1610612757,0,2,2022-12-09T03:12:19Z,120000,False,-51.0,69.0,1,right,MISS J. Grant 8' turnaround Shot,[203924],9,1610612757.0,POR,turnaround,,,Grant,J. Grant,,,,,In The Paint (Non-RA),8-16 Left,8.61,Missed,,,,,,,,,,,,,,,,,,
11:12,13,PT11M12.00S,2022-12-09T03:12:17.6Z,1,REGULAR,rebound,defensive,[],203484,,,1610612743,0,2,2022-12-09T03:12:19Z,130000,False,,,0,,K. Caldwell-Pope REBOUND (Off:0 Def:1),[203484],5,1610612743.0,DEN,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,In The Paint (Non-RA),8-16 Left,,,12.0,1.0,1.0,0.0,,,,,,,,,,,,,,
11:01,14,PT11M01.00S,2022-12-09T03:12:28.1Z,1,REGULAR,3pt,Jump Shot,[],203484,9.543363994743759,2.696078431372549,1610612743,0,2,2022-12-09T03:12:32Z,140000,False,237.0,37.0,1,left,MISS K. Caldwell-Pope 3PT,[203484],5,1610612743.0,DEN,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,Right Corner 3,24+ Right,23.94,Missed,,,,,,,,,,,,,,,,,,
10:59,15,PT10M59.00S,2022-12-09T03:12:30.1Z,1,REGULAR,rebound,defensive,[],1629014,,,1610612757,0,2,2022-12-09T03:12:32Z,150000,False,,,0,,A. Simons REBOUND (Off:0 Def:1),[1629014],1,1610612757.0,POR,,,,Simons,A. Simons,,,,,Right Corner 3,24+ Right,,,14.0,1.0,1.0,0.0,,,,,,,,,,,,,,
10:45,16,PT10M45.00S,2022-12-09T03:12:44.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628404,93.9060446780552,52.20588235294118,1610612757,0,2,2022-12-09T03:12:52Z,160000,False,11.0,5.0,1,right,MISS J. Hart reverse Layup,[1628404],11,1610612757.0,POR,reverse,,,Hart,J. Hart,,,,,Restricted Area,0-8 Center,1.2,Missed,,,,,,,,,,,,,,,,,,
10:44,17,PT10M44.00S,2022-12-09T03:12:45.4Z,1,REGULAR,rebound,defensive,[],203999,,,1610612743,0,2,2022-12-09T03:12:52Z,170000,False,,,0,,N. Jokic REBOUND (Off:1 Def:1),[203999],15,1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,Restricted Area,0-8 Center,,,16.0,2.0,1.0,1.0,,,,,,,,,,,,,,
10:32,18,PT10M32.00S,2022-12-09T03:12:57.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203999,8.229303547963205,53.92156862745098,1610612743,0,4,2022-12-09T03:13:02Z,180000,False,-20.0,25.0,1,left,N. Jokic floating Jump Shot (4 PTS) (J. Murray 1 AST),"[203999, 1627750]",15,1610612743.0,DEN,floating,,,Jokic,N. Jokic,,,,,Restricted Area,0-8 Center,3.17,Made,,,,,4.0,J. Murray,1627750.0,1.0,,,,,,,,,,
10:14,20,PT10M14.00S,2022-12-09T03:13:15.0Z,1,REGULAR,3pt,Jump Shot,[],1629014,71.04139290407359,17.647058823529413,1610612757,0,4,2022-12-09T03:13:19Z,200000,False,-162.0,220.0,1,right,MISS A. Simons 27' 3PT,[1629014],1,1610612757.0,POR,,,,Simons,A. Simons,,,,,Above the Break 3,24+ Left Center,27.29,Missed,,,,,,,,,,,,,,,,,,
10:11,21,PT10M11.00S,2022-12-09T03:13:18.0Z,1,REGULAR,rebound,defensive,[],203932,,,1610612743,0,4,2022-12-09T03:13:19Z,210000,False,,,0,,A. Gordon REBOUND (Off:0 Def:1),[203932],50,1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,Above the Break 3,24+ Left Center,,,20.0,1.0,1.0,0.0,,,,,,,,,,,,,,
