actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
89,PT04M06.00S,2023-01-31T03:25:43.0Z,1,REGULAR,substitution,out,[],1628381,,,1610612737,18,16,2023-01-31T03:25:49Z,880000,False,,,0,,SUB out: J. Collins,[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,,,,,,,,,,,,,,,,,,,,,,
90,PT04M06.00S,2023-01-31T03:25:43.0Z,1,REGULAR,substitution,in,[],1631100,,,1610612737,18,16,2023-01-31T03:25:49Z,890000,False,,,0,,SUB in: A. Griffin,[1631100],1610612737.0,ATL,,,,Griffin,A. Griffin,,,,,,,,,,,,,,,,,,,,,,,,,,
91,PT04M04.00S,2023-01-31T03:25:50.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1627749,8.623521681997373,53.431372549019606,1610612737,18,16,2023-01-31T05:21:48Z,900000,False,-17.0,29.0,1,left,MISS D. Murray cutting Layup,[1627749],1610612737.0,ATL,cutting,,,Murray,D. Murray,,,,,Restricted Area,0-8 Center,3.34,Missed,,,,,,,,,,,,,,,,,,
92,PT04M02.00S,2023-01-31T03:25:52.4Z,1,REGULAR,rebound,defensive,[],203994,,,1610612757,18,16,2023-01-31T05:21:48Z,910000,False,,,0,,J. Nurkic REBOUND (Off:0 Def:3),[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,91.0,3.0,3.0,0.0,,,,,
93,PT03M50.00S,2023-01-31T03:25:58.0Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",203994,94.1688567674113,49.26470588235294,1610612757,20,16,2023-01-31T03:37:02Z,920000,False,-4.0,2.0,1,right,J. Nurkic driving Layup (5 PTS) (A. Simons 4 AST),"[203994, 1629014]",1610612757.0,POR,driving,,,Nurkic,J. Nurkic,,,,,Restricted Area,0-8 Center,0.44,Made,5.0,A. Simons,1629014.0,4.0,,,,,,,,,,,,,,
94,PT03M44.00S,2023-01-31T03:26:08.9Z,1,REGULAR,foul,offensive,[],1629631,,,1610612737,20,16,2023-01-31T03:38:11Z,930000,False,,,0,,D. Hunter offensive FOUL (1 PF),"[1629631, 1629014]",1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,Mid-Range,16-24 Right Center,,,,,,,1628159.0,1.0,0.0,Simons,1629014.0,,,,,,,,,
96,PT03M44.00S,2023-01-31T03:26:08.9Z,1,REGULAR,turnover,offensive foul,[],1629631,,,1610612737,20,16,2023-01-31T03:26:08Z,950000,False,,,0,,D. Hunter offensive foul TURNOVER (1 TO),[1629631],1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,Mid-Range,16-24 Right Center,,,,,,,1628159.0,,,,,,,,,1.0,,,,
97,PT03M30.00S,2023-01-31T03:26:26.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1627780,93.9060446780552,47.30392156862745,1610612757,20,16,2023-01-31T03:26:33Z,960000,False,-13.0,5.0,1,right,MISS G. Payton II cutting Layup,[1627780],1610612757.0,POR,cutting,,,Payton II,G. Payton II,,,,,Restricted Area,0-8 Center,1.43,Missed,,,,,,,,,,,,,,,,,,
99,PT03M28.00S,2023-01-31T03:26:28.8Z,1,REGULAR,rebound,defensive,[],1631100,,,1610612737,20,16,2023-01-31T03:26:33Z,970000,False,,,0,,A. Griffin REBOUND (Off:0 Def:1),[1631100],1610612737.0,ATL,,,,Griffin,A. Griffin,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,97.0,1.0,1.0,0.0,,,,,
100,PT03M16.00S,2023-01-31T03:26:41.5Z,1,REGULAR,3pt,Jump Shot,[],1627749,25.969119579500656,84.06862745098039,1610612737,20,19,2023-01-31T03:26:50Z,980000,False,-170.0,192.0,1,left,D. Murray 25' 3PT  (6 PTS) (D. Hunter 1 AST),"[1627749, 1629631]",1610612737.0,ATL,,,,Murray,D. Murray,,,,,Above the Break 3,24+ Left Center,25.63,Made,6.0,D. Hunter,1629631.0,1.0,,,,,,,,,,,,,,
102,PT02M51.00S,2023-01-31T03:27:06.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627780,93.51182654402102,45.09803921568628,1610612757,22,19,2023-01-31T03:27:11Z,1000000,False,-25.0,8.0,1,right,G. Payton II Layup (2 PTS) (A. Simons 5 AST),"[1627780, 1629014]",1610612757.0,POR,,,,Payton II,G. Payton II,,,,,Restricted Area,0-8 Center,2.59,Made,2.0,A. Simons,1629014.0,5.0,,,,,,,,,,,,,,
104,PT02M38.00S,2023-01-31T03:27:19.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203992,6.389618922470433,51.470588235294116,1610612737,22,21,2023-01-31T03:27:23Z,1020000,False,-7.0,8.0,1,left,B. Bogdanovic driving finger roll Layup (2 PTS) (D. Murray 2 AST),"[203992, 1627749]",1610612737.0,ATL,driving finger roll,,,Bogdanovic,B. Bogdanovic,,,,,Restricted Area,0-8 Center,1.06,Made,2.0,D. Murray,1627749.0,2.0,,,,,,,,,,,,,,
105,PT02M24.00S,2023-01-31T03:27:32.9Z,1,REGULAR,3pt,Jump Shot,[],1631101,67.36202365308804,24.019607843137255,1610612757,22,21,2023-01-31T03:27:36Z,1030000,False,-130.0,254.0,1,right,MISS S. Sharpe 28' pullup 3PT,[1631101],1610612757.0,POR,pullup,,,Sharpe,S. Sharpe,,,,,Above the Break 3,24+ Left Center,28.56,Missed,,,,,,,,,,,,,,,,,,
106,PT02M21.00S,2023-01-31T03:27:35.9Z,1,REGULAR,rebound,defensive,[],1630168,,,1610612737,22,21,2023-01-31T03:27:36Z,1040000,False,,,0,,O. Okongwu REBOUND (Off:0 Def:1),[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,105.0,1.0,1.0,0.0,,,,,
107,PT02M12.00S,2023-01-31T03:27:45.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627749,6.389618922470433,51.9607843137255,1610612737,22,23,2023-01-31T03:27:49Z,1050000,False,-10.0,8.0,1,left,D. Murray driving finger roll Layup (8 PTS),[1627749],1610612737.0,ATL,driving finger roll,,,Murray,D. Murray,,,,,Restricted Area,0-8 Center,1.24,Made,8.0,,,,,,,,,,,,,,,,,
108,PT02M02.00S,2023-01-31T03:27:54.9Z,1,REGULAR,3pt,Jump Shot,[],1629014,80.1084099868594,92.40196078431373,1610612757,25,23,2023-01-31T03:27:58Z,1060000,False,212.0,134.0,1,right,A. Simons 25' 3PT pullup (5 PTS),[1629014],1610612757.0,POR,pullup,,,Simons,A. Simons,,,,,Above the Break 3,24+ Right Center,25.11,Made,5.0,,,,,,,,,,,,,,,,,
109,PT01M57.00S,2023-01-31T03:28:04.4Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612737,25,23,2023-01-31T03:28:04Z,1070000,False,,,0,,ATL Timeout,[],1610612737.0,ATL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,PT01M57.00S,2023-01-31T03:29:48.7Z,1,REGULAR,substitution,out,[],1629014,,,1610612737,25,23,2023-01-31T03:30:42Z,1080000,False,,,0,,SUB out: A. Simons,[1629014],1610612757.0,POR,,,,Simons,A. Simons,,,,,,,,,,,,,,,,,,,,,,,,,,
111,PT01M57.00S,2023-01-31T03:29:48.7Z,1,REGULAR,substitution,out,[],203994,,,1610612737,25,23,2023-01-31T03:30:42Z,1090000,False,,,0,,SUB out: J. Nurkic,[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,,,,,,,,,,,,,,,,,,,,,,
112,PT01M57.00S,2023-01-31T03:29:48.7Z,1,REGULAR,substitution,in,[],1629234,,,1610612737,25,23,2023-01-31T03:30:42Z,1100000,False,,,0,,SUB in: D. Eubanks,[1629234],1610612757.0,POR,,,,Eubanks,D. Eubanks,,,,,,,,,,,,,,,,,,,,,,,,,,
113,PT01M57.00S,2023-01-31T03:29:48.7Z,1,REGULAR,substitution,in,[],203081,,,1610612737,25,23,2023-01-31T03:30:42Z,1110000,False,,,0,,SUB in: D. Lillard,[203081],1610612757.0,POR,,,,Lillard,D. Lillard,,,,,,,,,,,,,,,,,,,,,,,,,,
114,PT01M50.00S,2023-01-31T03:31:02.9Z,1,REGULAR,3pt,Jump Shot,[],203992,30.699737187910642,30.14705882352941,1610612737,25,23,2023-01-31T03:31:08Z,1120000,False,99.0,236.0,1,left,MISS B. Bogdanovic 25' 3PT,[203992],1610612737.0,ATL,,,,Bogdanovic,B. Bogdanovic,,,,,Above the Break 3,24+ Right Center,25.61,Missed,,,,,,,,,,,,,,,,,,
115,PT01M47.00S,2023-01-31T03:31:05.9Z,1,REGULAR,rebound,defensive,[],1629234,,,1610612757,25,23,2023-01-31T03:31:08Z,1130000,False,,,0,,D. Eubanks REBOUND (Off:0 Def:1),[1629234],1610612757.0,POR,,,,Eubanks,D. Eubanks,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,114.0,1.0,1.0,0.0,,,,,
116,PT01M37.00S,2023-01-31T03:31:16.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629642,94.03745072273325,45.588235294117645,1610612757,25,23,2023-01-31T03:31:19Z,1140000,False,-22.0,4.0,1,right,MISS N. Little driving Layup,[1629642],1610612757.0,POR,driving,,,Little,N. Little,,,,,Restricted Area,0-8 Center,2.24,Missed,,,,,,,,,,,,,,,,,,
117,PT01M35.00S,2023-01-31T03:31:18.1Z,1,REGULAR,rebound,defensive,[],1630168,,,1610612737,25,23,2023-01-31T03:31:19Z,1150000,False,,,0,,O. Okongwu REBOUND (Off:0 Def:2),[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,116.0,2.0,2.0,0.0,,,,,
118,PT01M29.00S,2023-01-31T03:31:27.0Z,1,REGULAR,violation,kicked ball,[],1629234,,,1610612737,25,23,2023-01-31T03:31:33Z,1160000,False,,,0,,D. Eubanks kicked ball VIOLATION,[1629234],1610612757.0,POR,,,,Eubanks,D. Eubanks,,,,,,,,,,,,,203591.0,,,,,,,,,,,,,
119,PT01M14.00S,2023-01-31T03:31:52.5Z,1,REGULAR,2pt,Jump Shot,[],203992,20.581471747700395,34.80392156862745,1610612737,25,23,2023-01-31T03:31:55Z,1170000,False,76.0,141.0,1,left,MISS B. Bogdanovic 16' pullup Shot,[203992],1610612737.0,ATL,pullup,,,Bogdanovic,B. Bogdanovic,,,,,Mid-Range,8-16 Center,16.02,Missed,,,,,,,,,,,,,,,,,,
120,PT01M12.00S,2023-01-31T03:31:54.5Z,1,REGULAR,rebound,defensive,[],1627780,,,1610612757,25,23,2023-01-31T03:31:55Z,1180000,False,,,0,,G. Payton II REBOUND (Off:0 Def:1),[1627780],1610612757.0,POR,,,,Payton II,G. Payton II,,,,,Mid-Range,8-16 Center,,,,,,,,,,,,119.0,1.0,1.0,0.0,,,,,
121,PT01M08.00S,2023-01-31T03:32:01.5Z,1,REGULAR,foul,personal,[],1631100,,,1610612757,25,23,2023-01-31T03:32:18Z,1190000,False,,,0,,A. Griffin personal FOUL (1 PF),"[1631100, 1629234]",1610612737.0,ATL,,,,Griffin,A. Griffin,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,203591.0,1.0,0.0,Eubanks,1629234.0,,,,,,,,,
123,PT01M02.00S,2023-01-31T03:32:28.5Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630168,,,1610612757,25,23,2023-01-31T03:32:34Z,1210000,False,,,0,,O. Okongwu shooting personal FOUL (1 PF) (Lillard 2 FT),"[1630168, 203081]",1610612737.0,ATL,shooting,,,Okongwu,O. Okongwu,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,1662.0,1.0,0.0,Lillard,203081.0,,,,,,,,,
125,PT01M02.00S,2023-01-31T03:33:04.1Z,1,REGULAR,freethrow,1 of 2,[],203081,,,1610612757,26,23,2023-01-31T03:33:04Z,1230000,False,,,0,,D. Lillard Free Throw 1 of 2 (9 PTS),[203081],1610612757.0,POR,,,,Lillard,D. Lillard,,,,,,,,Made,9.0,,,,,,,,,,,,,,,,,
126,PT01M02.00S,2023-01-31T03:33:22.1Z,1,REGULAR,freethrow,2 of 2,[],203081,,,1610612757,27,23,2023-01-31T03:33:22Z,1240000,False,,,0,,D. Lillard Free Throw 2 of 2 (10 PTS),[203081],1610612757.0,POR,,,,Lillard,D. Lillard,,,,,,,,Made,10.0,,,,,,,,,,,,,,,,,
127,PT00M47.80S,2023-01-31T03:33:38.5Z,1,REGULAR,2pt,Jump Shot,[],1631100,21.50131406044678,71.07843137254902,1610612737,27,23,2023-01-31T03:33:43Z,1250000,False,-105.0,150.0,1,left,MISS A. Griffin 18' pullup Shot,[1631100],1610612737.0,ATL,pullup,,,Griffin,A. Griffin,,,,,Mid-Range,16-24 Left Center,18.3,Missed,,,,,,,,,,,,,,,,,,
128,PT00M45.80S,2023-01-31T03:33:40.5Z,1,REGULAR,rebound,defensive,[],203081,,,1610612757,27,23,2023-01-31T03:33:43Z,1260000,False,,,0,,D. Lillard REBOUND (Off:0 Def:1),[203081],1610612757.0,POR,,,,Lillard,D. Lillard,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,127.0,1.0,1.0,0.0,,,,,
129,PT00M39.10S,2023-01-31T03:33:48.6Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1627780,95.3515111695138,47.794117647058826,1610612757,29,23,2023-01-31T03:34:00Z,1270000,False,-11.0,-9.0,1,right,G. Payton II running Layup (4 PTS) (D. Lillard 1 AST),"[1627780, 203081]",1610612757.0,POR,running,,,Payton II,G. Payton II,,,,,Restricted Area,0-8 Center,1.41,Made,4.0,D. Lillard,203081.0,1.0,,,,,,,,,,,,,,
131,PT00M24.30S,2023-01-31T03:34:05.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629631,8.754927726675426,49.26470588235294,1610612737,29,23,2023-01-31T03:34:11Z,1290000,False,4.0,30.0,1,left,MISS D. Hunter driving Layup - blocked,"[1629631, 1629234]",1610612737.0,ATL,driving,,,Hunter,D. Hunter,,,,,Restricted Area,0-8 Center,3.0,Missed,,,,,,,,,,,,,,,Eubanks,1629234.0,,
132,PT00M24.30S,2023-01-31T03:34:05.1Z,1,REGULAR,block,,[],1629234,,,1610612737,29,23,2023-01-31T03:34:07Z,1300000,False,,,0,,D. Eubanks BLOCK (1 BLK),[1629234],1610612757.0,POR,,,,Eubanks,D. Eubanks,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
133,PT00M21.70S,2023-01-31T03:34:07.7Z,1,REGULAR,rebound,defensive,[],1629234,,,1610612757,29,23,2023-01-31T03:47:53Z,1310000,False,,,0,,D. Eubanks REBOUND (Off:0 Def:2),[1629234],1610612757.0,POR,,,,Eubanks,D. Eubanks,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,131.0,2.0,2.0,0.0,,,,,
134,PT00M01.00S,2023-01-31T03:34:29.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631101,92.85479632063075,51.470588235294116,1610612757,31,23,2023-01-31T03:34:33Z,1320000,False,7.0,15.0,1,right,S. Sharpe driving Layup (2 PTS) (D. Lillard 2 AST),"[1631101, 203081]",1610612757.0,POR,driving,,,Sharpe,S. Sharpe,,,,,Restricted Area,0-8 Center,1.65,Made,2.0,D. Lillard,203081.0,2.0,,,,,,,,,,,,,,
136,PT00M00.00S,2023-01-31T03:34:37.0Z,1,REGULAR,period,end,[],0,,,1610612737,31,23,2023-01-31T03:34:37Z,1340000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,PT12M00.00S,2023-01-31T03:35:12.9Z,2,REGULAR,substitution,out,['startperiod'],1627749,,,1610612737,31,23,2023-01-31T03:37:04Z,1350000,False,,,0,,SUB out: D. Murray,[1627749],1610612737.0,ATL,,,,Murray,D. Murray,,,,,,,,,,,,,,,,,,,,,,,,,,
138,PT12M00.00S,2023-01-31T03:35:12.9Z,2,REGULAR,substitution,out,['startperiod'],1629631,,,1610612737,31,23,2023-01-31T03:37:04Z,1360000,False,,,0,,SUB out: D. Hunter,[1629631],1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,,,,,,,,,,,,,,,,,,,,,,
139,PT12M00.00S,2023-01-31T03:35:12.9Z,2,REGULAR,substitution,in,['startperiod'],1628381,,,1610612737,31,23,2023-01-31T03:37:04Z,1370000,False,,,0,,SUB in: J. Collins,[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,,,,,,,,,,,,,,,,,,,,,,
140,PT12M00.00S,2023-01-31T03:35:12.9Z,2,REGULAR,substitution,in,['startperiod'],1630235,,,1610612737,31,23,2023-01-31T03:37:04Z,1380000,False,,,0,,SUB in: T. Forrest,[1630235],1610612737.0,ATL,,,,Forrest,T. Forrest,,,,,,,,,,,,,,,,,,,,,,,,,,
141,PT12M00.00S,2023-01-31T03:37:19.2Z,2,REGULAR,period,start,[],0,,,1610612737,31,23,2023-01-31T03:37:19Z,1390000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,PT11M43.00S,2023-01-31T03:37:36.6Z,2,REGULAR,foul,personal,['2freethrow'],1627780,,,1610612737,31,23,2023-01-31T03:37:42Z,1400000,False,,,0,,G. Payton II shooting personal FOUL (1 PF) (Collins 2 FT),"[1627780, 1628381]",1610612757.0,POR,shooting,,,Payton II,G. Payton II,,,,,Restricted Area,0-8 Center,,,,,,,203591.0,1.0,0.0,Collins,1628381.0,,,,,,,,,
144,PT11M43.00S,2023-01-31T03:38:01.1Z,2,REGULAR,freethrow,1 of 2,[],1628381,,,1610612737,31,23,2023-01-31T03:38:01Z,1420000,False,,,0,,MISS J. Collins Free Throw 1 of 2,[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
145,PT11M43.00S,2023-01-31T03:38:01.1Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612737,31,23,2023-01-31T03:38:01Z,1430000,False,,,0,,TEAM offensive REBOUND,[],1610612737.0,ATL,,,,,,,,,,,,,,,,,,,,,,,144.0,,,,,,,,
146,PT11M43.00S,2023-01-31T03:38:17.8Z,2,REGULAR,freethrow,2 of 2,[],1628381,,,1610612737,31,24,2023-01-31T03:38:17Z,1440000,False,,,0,,J. Collins Free Throw 2 of 2 (7 PTS),[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,,,,Made,7.0,,,,,,,,,,,,,,,,,
147,PT11M28.00S,2023-01-31T03:38:37.1Z,2,REGULAR,foul,personal,['2freethrow'],1628381,,,1610612757,31,24,2023-01-31T03:38:51Z,1450000,False,,,0,,J. Collins shooting personal FOUL (1 PF) (Eubanks 2 FT),"[1628381, 1629234]",1610612737.0,ATL,shooting,,,Collins,J. Collins,,,,,Restricted Area,0-8 Center,,,,,,,203591.0,1.0,0.0,Eubanks,1629234.0,,,,,,,,,
149,PT11M28.00S,2023-01-31T03:38:58.4Z,2,REGULAR,freethrow,1 of 2,[],1629234,,,1610612757,32,24,2023-01-31T03:38:58Z,1470000,False,,,0,,D. Eubanks Free Throw 1 of 2 (1 PTS),[1629234],1610612757.0,POR,,,,Eubanks,D. Eubanks,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
150,PT11M28.00S,2023-01-31T03:39:11.9Z,2,REGULAR,freethrow,2 of 2,[],1629234,,,1610612757,33,24,2023-01-31T03:39:11Z,1480000,False,,,0,,D. Eubanks Free Throw 2 of 2 (2 PTS),[1629234],1610612757.0,POR,,,,Eubanks,D. Eubanks,,,,,,,,Made,2.0,,,,,,,,,,,,,,,,,
151,PT11M14.00S,2023-01-31T03:39:30.5Z,2,REGULAR,turnover,out-of-bounds,[],1630235,,,1610612737,33,24,2023-01-31T03:39:35Z,1490000,False,,,0,,T. Forrest bad pass out-of-bounds TURNOVER (1 TO),[1630235],1610612737.0,ATL,bad pass,,,Forrest,T. Forrest,,,,,Above the Break 3,24+ Center,,,,,,,1662.0,,,,,,,,,1.0,,,,
152,PT11M03.00S,2023-01-31T03:39:43.9Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],203081,66.70499342969777,24.754901960784316,1610612757,33,24,2023-01-31T03:39:48Z,1500000,False,-126.0,260.0,1,right,MISS D. Lillard 28' step back 3PT,[203081],1610612757.0,POR,step back,,,Lillard,D. Lillard,,,,,Above the Break 3,24+ Left Center,28.95,Missed,,,,,,,,,,,,,,,,,,
153,PT11M01.00S,2023-01-31T03:39:45.9Z,2,REGULAR,rebound,defensive,[],203992,,,1610612737,33,24,2023-01-31T03:39:48Z,1510000,False,,,0,,B. Bogdanovic REBOUND (Off:0 Def:2),[203992],1610612737.0,ATL,,,,Bogdanovic,B. Bogdanovic,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,152.0,2.0,2.0,0.0,,,,,
154,PT10M52.00S,2023-01-31T03:39:56.0Z,2,REGULAR,3pt,Jump Shot,[],1631100,4.681340341655716,95.83333333333334,1610612737,33,27,2023-01-31T03:40:01Z,1520000,False,-229.0,-8.0,1,left,A. Griffin 3PT  (3 PTS) (B. Bogdanovic 2 AST),"[1631100, 203992]",1610612737.0,ATL,,,,Griffin,A. Griffin,,,,,Left Corner 3,24+ Left,22.94,Made,3.0,B. Bogdanovic,203992.0,2.0,,,,,,,,,,,,,,
156,PT10M33.00S,2023-01-31T03:40:14.1Z,2,REGULAR,3pt,Jump Shot,[],203081,73.01248357424441,82.1078431372549,1610612757,36,27,2023-01-31T03:40:18Z,1540000,False,161.0,201.0,1,right,D. Lillard 25' 3PT pullup (13 PTS),[203081],1610612757.0,POR,pullup,,,Lillard,D. Lillard,,,,,Above the Break 3,24+ Right Center,25.74,Made,13.0,,,,,,,,,,,,,,,,,
157,PT10M21.00S,2023-01-31T03:40:26.3Z,2,REGULAR,3pt,Jump Shot,[],203992,20.18725361366623,92.64705882352942,1610612737,36,30,2023-01-31T03:40:31Z,1550000,False,-213.0,137.0,1,left,B. Bogdanovic 25' 3PT  (5 PTS) (T. Forrest 1 AST),"[203992, 1630235]",1610612737.0,ATL,,,,Bogdanovic,B. Bogdanovic,,,,,Above the Break 3,24+ Left Center,25.36,Made,5.0,T. Forrest,1630235.0,1.0,,,,,,,,,,,,,,
159,PT10M04.00S,2023-01-31T03:40:43.5Z,2,REGULAR,3pt,Jump Shot,[],203081,64.33968462549278,29.166666666666668,1610612757,36,30,2023-01-31T03:40:47Z,1570000,False,-104.0,283.0,1,right,MISS D. Lillard 30' 3PT,[203081],1610612757.0,POR,,,,Lillard,D. Lillard,,,,,Above the Break 3,24+ Left Center,30.13,Missed,,,,,,,,,,,,,,,,,,
160,PT10M01.00S,2023-01-31T03:40:46.5Z,2,REGULAR,rebound,defensive,[],1628381,,,1610612737,36,30,2023-01-31T03:40:47Z,1580000,False,,,0,,J. Collins REBOUND (Off:0 Def:2),[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,159.0,2.0,2.0,0.0,,,,,
161,PT09M55.00S,2023-01-31T03:40:52.1Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631100,15.062417871222076,35.294117647058826,1610612737,36,30,2023-01-31T03:40:56Z,1590000,False,74.0,89.0,1,left,MISS A. Griffin 11' driving floating Shot,[1631100],1610612737.0,ATL,driving floating,,,Griffin,A. Griffin,,,,,In The Paint (Non-RA),8-16 Right,11.55,Missed,,,,,,,,,,,,,,,,,,
162,PT09M53.00S,2023-01-31T03:40:54.1Z,2,REGULAR,rebound,defensive,[],1631101,,,1610612757,36,30,2023-01-31T03:40:56Z,1600000,False,,,0,,S. Sharpe REBOUND (Off:0 Def:1),[1631101],1610612757.0,POR,,,,Sharpe,S. Sharpe,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,,161.0,1.0,1.0,0.0,,,,,
163,PT09M43.00S,2023-01-31T03:41:04.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203081,94.30026281208936,47.794117647058826,1610612757,38,30,2023-01-31T03:41:14Z,1610000,False,-11.0,1.0,1,right,D. Lillard reverse Layup (15 PTS) (D. Eubanks 1 AST),"[203081, 1629234]",1610612757.0,POR,reverse,,,Lillard,D. Lillard,,,,,Restricted Area,0-8 Center,1.11,Made,15.0,D. Eubanks,1629234.0,1.0,,,,,,,,,,,,,,
165,PT09M39.00S,2023-01-31T03:41:11.3Z,2,REGULAR,foul,personal,['2freethrow'],1629642,,,1610612737,38,30,2023-01-31T03:41:28Z,1630000,False,,,0,,N. Little shooting personal FOUL (2 PF) (Collins 2 FT),"[1629642, 1628381]",1610612757.0,POR,shooting,,,Little,N. Little,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,1628159.0,2.0,0.0,Collins,1628381.0,,,,,,,,,
167,PT09M39.00S,2023-01-31T03:41:36.8Z,2,REGULAR,freethrow,1 of 2,[],1628381,,,1610612737,38,30,2023-01-31T03:41:36Z,1650000,False,,,0,,MISS J. Collins Free Throw 1 of 2,[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
168,PT09M39.00S,2023-01-31T03:41:36.8Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612737,38,30,2023-01-31T03:41:36Z,1660000,False,,,0,,TEAM offensive REBOUND,[],1610612737.0,ATL,,,,,,,,,,,,,,,,,,,,,,,167.0,,,,,,,,
169,PT09M39.00S,2023-01-31T03:41:37.4Z,2,REGULAR,substitution,out,[],1627780,,,1610612737,38,30,2023-01-31T03:41:44Z,1670000,False,,,0,,SUB out: G. Payton II,[1627780],1610612757.0,POR,,,,Payton II,G. Payton II,,,,,,,,,,,,,,,,,,,,,,,,,,
170,PT09M39.00S,2023-01-31T03:41:37.4Z,2,REGULAR,substitution,out,[],1629642,,,1610612737,38,30,2023-01-31T03:41:44Z,1680000,False,,,0,,SUB out: N. Little,[1629642],1610612757.0,POR,,,,Little,N. Little,,,,,,,,,,,,,,,,,,,,,,,,,,
171,PT09M39.00S,2023-01-31T03:41:37.4Z,2,REGULAR,substitution,in,[],1628404,,,1610612737,38,30,2023-01-31T03:41:44Z,1690000,False,,,0,,SUB in: J. Hart,[1628404],1610612757.0,POR,,,,Hart,J. Hart,,,,,,,,,,,,,,,,,,,,,,,,,,
172,PT09M39.00S,2023-01-31T03:41:37.4Z,2,REGULAR,substitution,in,[],203924,,,1610612737,38,30,2023-01-31T03:41:44Z,1700000,False,,,0,,SUB in: J. Grant,[203924],1610612757.0,POR,,,,Grant,J. Grant,,,,,,,,,,,,,,,,,,,,,,,,,,
