actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId
89,PT04M20.00S,2022-10-22T02:28:42.1Z,1,REGULAR,freethrow,1 of 2,[],203924,,,1610612757,15,21,2022-10-22T02:28:42Z,880000,,,0,,MISS J. Grant Free Throw 1 of 2,[203924],1610612757.0,POR,,,,Grant,J. Grant,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
90,PT04M20.00S,2022-10-22T02:28:42.1Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612757,15,21,2022-10-22T02:28:42Z,890000,,,0,,TEAM offensive REBOUND,[],1610612757.0,POR,,,,,,,,,,,,,,89.0,,,,,,,,,,,,,,,,,
91,PT04M20.00S,2022-10-22T02:28:57.2Z,1,REGULAR,freethrow,2 of 2,[],203924,,,1610612757,16,21,2022-10-22T02:28:57Z,900000,,,0,,J. Grant Free Throw 2 of 2 (1 PTS),[203924],1610612757.0,POR,,,,Grant,J. Grant,,,,,,,,Made,,,,,1.0,,,,,,,,,,,,,
92,PT04M06.00S,2022-10-22T02:29:15.2Z,1,REGULAR,3pt,Jump Shot,[],1628470,93.24901445466492,2.450980392156863,1610612756,16,21,2022-10-22T02:29:22Z,910000,-238.0,11.0,1,right,MISS T. Craig 3PT,[1628470],1610612756.0,PHX,,,,Craig,T. Craig,,,,,Left Corner 3,24+ Left,23.8,Missed,,,,,,,,,,,,,,,,,,
93,PT04M00.00S,2022-10-22T02:29:21.2Z,1,REGULAR,rebound,offensive,[],1628969,,,1610612756,16,21,2022-10-22T02:32:43Z,920000,,,0,,M. Bridges REBOUND (Off:1 Def:2),[1628969],1610612756.0,PHX,,,,Bridges,M. Bridges,,,,,Left Corner 3,24+ Left,,,92.0,3.0,2.0,1.0,,,,,,,,,,,,,,
113,PT04M00.00S,2022-10-22T02:29:22.3Z,1,REGULAR,turnover,bad pass,[],1628969,,,1610612756,16,21,2022-10-22T02:33:04Z,925000,,,0,,M. Bridges bad pass TURNOVER (1 TO),"[1628969, 1628404]",1610612756.0,PHX,,,,Bridges,M. Bridges,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,1.0,Hart,1628404.0
114,PT04M00.00S,2022-10-22T02:29:22.3Z,1,REGULAR,steal,,[],1628404,,,1610612757,16,21,2022-10-22T02:33:04Z,927500,,,0,,J. Hart STEAL (1 STL),[1628404],1610612757.0,POR,,,,Hart,J. Hart,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
94,PT03M52.00S,2022-10-22T02:29:29.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1626159,6.389618922470433,50.98039215686274,1610612757,18,21,2022-10-22T02:33:04Z,930000,-5.0,8.0,1,left,J. Winslow cutting Layup (2 PTS) (J. Grant 1 AST),"[1626159, 203924]",1610612757.0,POR,cutting,,,Winslow,J. Winslow,,,,,Restricted Area,0-8 Center,0.9,Made,,,,,2.0,J. Grant,203924.0,1.0,,,,,,,,,,
96,PT03M33.00S,2022-10-22T02:29:52.3Z,1,REGULAR,foul,offensive,[],1629028,,,1610612756,18,21,2022-10-22T02:30:01Z,950000,,,0,,D. Ayton offensive FOUL (2 PF),"[1629028, 1629234]",1610612756.0,PHX,,,,Ayton,D. Ayton,,,,,Above the Break 3,24+ Center,,,,,,,,,,,202053.0,2.0,0.0,Eubanks,1629234.0,,,,,
98,PT03M33.00S,2022-10-22T02:29:52.3Z,1,REGULAR,turnover,offensive foul,[],1629028,,,1610612756,18,21,2022-10-22T02:29:52Z,970000,,,0,,D. Ayton offensive foul TURNOVER (1 TO),[1629028],1610612756.0,PHX,,,,Ayton,D. Ayton,,,,,Above the Break 3,24+ Center,,,,,,,,,,,202053.0,,,,,,,1.0,,
99,PT03M33.00S,2022-10-22T02:30:00.8Z,1,REGULAR,substitution,out,[],1628404,,,1610612757,18,21,2022-10-22T02:30:09Z,980000,,,0,,SUB out: J. Hart,[1628404],1610612757.0,POR,,,,Hart,J. Hart,,,,,,,,,,,,,,,,,,,,,,,,,,
100,PT03M33.00S,2022-10-22T02:30:00.8Z,1,REGULAR,substitution,out,[],1629028,,,1610612757,18,21,2022-10-22T02:30:09Z,990000,,,0,,SUB out: D. Ayton,[1629028],1610612756.0,PHX,,,,Ayton,D. Ayton,,,,,,,,,,,,,,,,,,,,,,,,,,
101,PT03M33.00S,2022-10-22T02:30:00.8Z,1,REGULAR,substitution,in,[],1631101,,,1610612757,18,21,2022-10-22T02:30:09Z,1000000,,,0,,SUB in: S. Sharpe,[1631101],1610612757.0,POR,,,,Sharpe,S. Sharpe,,,,,,,,,,,,,,,,,,,,,,,,,,
102,PT03M33.00S,2022-10-22T02:30:00.8Z,1,REGULAR,substitution,in,[],1629111,,,1610612757,18,21,2022-10-22T02:30:09Z,1010000,,,0,,SUB in: J. Landale,[1629111],1610612756.0,PHX,,,,Landale,J. Landale,,,,,,,,,,,,,,,,,,,,,,,,,,
103,PT03M22.00S,2022-10-22T02:30:22.5Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],203081,17.0335085413929,98.2843137254902,1610612757,18,21,2022-10-22T02:30:26Z,1020000,-241.0,108.0,1,left,MISS D. Lillard 26' 3PT,[203081],1610612757.0,POR,,,,Lillard,D. Lillard,,,,,Above the Break 3,24+ Left Center,26.43,Missed,,,,,,,,,,,,,,,,,,
104,PT03M19.00S,2022-10-22T02:30:25.2Z,1,REGULAR,rebound,offensive,[],1629234,,,1610612757,18,21,2022-10-22T02:30:25Z,1030000,,,0,,D. Eubanks REBOUND (Off:1 Def:0),[1629234],1610612757.0,POR,,,,Eubanks,D. Eubanks,,,,,Above the Break 3,24+ Left Center,,,103.0,1.0,0.0,1.0,,,,,,,,,,,,,,
105,PT03M17.00S,2022-10-22T02:30:28.2Z,1,REGULAR,2pt,Jump Shot,"['fromturnover', '2ndchance']",1631101,15.588042049934298,33.57843137254902,1610612757,18,21,2022-10-22T02:30:35Z,1040000,82.0,94.0,1,left,MISS S. Sharpe 12' pullup Shot,[1631101],1610612757.0,POR,pullup,,,Sharpe,S. Sharpe,,,,,Mid-Range,8-16 Right,12.48,Missed,,,,,,,,,,,,,,,,,,
106,PT03M13.00S,2022-10-22T02:30:32.5Z,1,REGULAR,rebound,offensive,[],203081,,,1610612757,18,21,2022-10-22T02:30:32Z,1050000,,,0,,D. Lillard REBOUND (Off:1 Def:0),[203081],1610612757.0,POR,,,,Lillard,D. Lillard,,,,,Mid-Range,8-16 Right,,,105.0,1.0,0.0,1.0,,,,,,,,,,,,,,
107,PT03M09.00S,2022-10-22T02:30:35.6Z,1,REGULAR,2pt,Hook,"['pointsinthepaint', 'fromturnover', '2ndchance']",1629234,6.521024967148489,53.431372549019606,1610612757,18,21,2022-10-22T02:30:40Z,1060000,-17.0,9.0,1,left,MISS D. Eubanks Hook,[1629234],1610612757.0,POR,,,,Eubanks,D. Eubanks,,,,,Restricted Area,0-8 Center,1.93,Missed,,,,,,,,,,,,,,,,,,
108,PT03M06.00S,2022-10-22T02:30:38.6Z,1,REGULAR,rebound,defensive,[],1629111,,,1610612756,18,21,2022-10-22T02:39:00Z,1070000,,,0,,J. Landale REBOUND (Off:0 Def:1),[1629111],1610612756.0,PHX,,,,Landale,J. Landale,,,,,Restricted Area,0-8 Center,,,107.0,1.0,1.0,0.0,,,,,,,,,,,,,,
109,PT02M56.00S,2022-10-22T02:30:48.1Z,1,REGULAR,2pt,Jump Shot,[],1626164,72.61826544021025,29.65686274509804,1610612756,18,23,2022-10-22T02:40:16Z,1080000,-102.0,205.0,1,right,D. Booker 22' pullup Jump Shot (7 PTS),[1626164],1610612756.0,PHX,pullup,,,Booker,D. Booker,,,,,Mid-Range,16-24 Left Center,22.88,Made,,,,,7.0,,,,,,,,,,,,,
110,PT02M45.00S,2022-10-22T02:31:03.3Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629111,,,1610612757,18,23,2022-10-22T02:31:14Z,1090000,,,0,,J. Landale shooting personal FOUL (1 PF) (Lillard 2 FT),"[1629111, 203081]",1610612756.0,PHX,shooting,,,Landale,J. Landale,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,203177.0,1.0,0.0,Lillard,203081.0,,,,,
112,PT02M45.00S,2022-10-22T02:31:18.4Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612757,18,23,2022-10-22T02:31:18Z,1110000,,,0,,PHX Timeout,[],1610612756.0,PHX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,PT02M45.00S,2022-10-22T02:33:39.0Z,1,REGULAR,substitution,out,[],203924,,,1610612757,18,23,2022-10-22T02:34:01Z,1120000,,,0,,SUB out: J. Grant,[203924],1610612757.0,POR,,,,Grant,J. Grant,,,,,,,,,,,,,,,,,,,,,,,,,,
116,PT02M45.00S,2022-10-22T02:33:39.0Z,1,REGULAR,substitution,in,[],1629642,,,1610612757,18,23,2022-10-22T02:34:01Z,1130000,,,0,,SUB in: N. Little,[1629642],1610612757.0,POR,,,,Little,N. Little,,,,,,,,,,,,,,,,,,,,,,,,,,
117,PT02M45.00S,2022-10-22T02:34:23.8Z,1,REGULAR,freethrow,1 of 2,[],203081,,,1610612757,19,23,2022-10-22T02:34:23Z,1140000,,,0,,D. Lillard Free Throw 1 of 2 (8 PTS),[203081],1610612757.0,POR,,,,Lillard,D. Lillard,,,,,,,,Made,,,,,8.0,,,,,,,,,,,,,
118,PT02M45.00S,2022-10-22T02:34:40.6Z,1,REGULAR,freethrow,2 of 2,[],203081,,,1610612757,20,23,2022-10-22T02:34:40Z,1150000,,,0,,D. Lillard Free Throw 2 of 2 (9 PTS),[203081],1610612757.0,POR,,,,Lillard,D. Lillard,,,,,,,,Made,,,,,9.0,,,,,,,,,,,,,
119,PT02M26.00S,2022-10-22T02:35:01.0Z,1,REGULAR,turnover,bad pass,[],1626164,,,1610612756,20,23,2022-10-22T02:35:27Z,1160000,,,0,,D. Booker bad pass TURNOVER (1 TO),"[1626164, 1629234]",1610612756.0,PHX,,,,Booker,D. Booker,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,1.0,Eubanks,1629234.0
120,PT02M26.00S,2022-10-22T02:35:01.0Z,1,REGULAR,steal,,[],1629234,,,1610612757,20,23,2022-10-22T02:35:02Z,1170000,,,0,,D. Eubanks STEAL (1 STL),[1629234],1610612757.0,POR,,,,Eubanks,D. Eubanks,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
121,PT02M20.00S,2022-10-22T02:35:10.9Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629111,,,1610612757,20,23,2022-10-22T02:35:20Z,1180000,,,0,,J. Landale shooting personal FOUL (2 PF) (Lillard 2 FT),"[1629111, 203081]",1610612756.0,PHX,shooting,,,Landale,J. Landale,,,,,Restricted Area,0-8 Center,,,,,,,,,,,1146.0,2.0,0.0,Lillard,203081.0,,,,,
123,PT02M20.00S,2022-10-22T02:35:36.8Z,1,REGULAR,freethrow,1 of 2,"['fromturnover', 'fastbreak']",203081,,,1610612757,21,23,2022-10-22T02:35:36Z,1200000,,,0,,D. Lillard Free Throw 1 of 2 (10 PTS),[203081],1610612757.0,POR,,,,Lillard,D. Lillard,,,,,,,,Made,,,,,10.0,,,,,,,,,,,,,
124,PT02M20.00S,2022-10-22T02:35:37.3Z,1,REGULAR,substitution,out,[],1628969,,,1610612757,21,23,2022-10-22T02:35:44Z,1210000,,,0,,SUB out: M. Bridges,[1628969],1610612756.0,PHX,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,,,,,,,
125,PT02M20.00S,2022-10-22T02:35:37.3Z,1,REGULAR,substitution,in,[],1627814,,,1610612757,21,23,2022-10-22T02:35:44Z,1220000,,,0,,SUB in: D. Lee,[1627814],1610612756.0,PHX,,,,Lee,D. Lee,,,,,,,,,,,,,,,,,,,,,,,,,,
126,PT02M20.00S,2022-10-22T02:35:56.5Z,1,REGULAR,freethrow,2 of 2,"['fastbreak', 'fromturnover']",203081,,,1610612757,22,23,2022-10-22T02:35:56Z,1230000,,,0,,D. Lillard Free Throw 2 of 2 (11 PTS),[203081],1610612757.0,POR,,,,Lillard,D. Lillard,,,,,,,,Made,,,,,11.0,,,,,,,,,,,,,
127,PT02M03.00S,2022-10-22T02:36:14.4Z,1,REGULAR,3pt,Jump Shot,[],1626166,64.60249671484888,45.83333333333333,1610612756,22,26,2022-10-22T02:36:17Z,1240000,-21.0,280.0,1,right,C. Payne 28' 3PT  (3 PTS) (T. Craig 1 AST),"[1626166, 1628470]",1610612756.0,PHX,,,,Payne,C. Payne,,,,,Above the Break 3,24+ Center,28.1,Made,,,,,3.0,T. Craig,1628470.0,1.0,,,,,,,,,,
129,PT01M41.00S,2022-10-22T02:36:36.8Z,1,REGULAR,3pt,Jump Shot,[],1626159,30.699737187910642,27.941176470588236,1610612757,22,26,2022-10-22T02:36:43Z,1260000,110.0,236.0,1,left,MISS J. Winslow 26' 3PT,[1626159],1610612757.0,POR,,,,Winslow,J. Winslow,,,,,Above the Break 3,24+ Right Center,26.06,Missed,,,,,,,,,,,,,,,,,,
130,PT01M36.00S,2022-10-22T02:36:41.8Z,1,REGULAR,rebound,defensive,[],1626166,,,1610612756,22,26,2022-10-22T02:36:43Z,1270000,,,0,,C. Payne REBOUND (Off:0 Def:1),[1626166],1610612756.0,PHX,,,,Payne,C. Payne,,,,,Above the Break 3,24+ Right Center,,,129.0,1.0,1.0,0.0,,,,,,,,,,,,,,
131,PT01M31.00S,2022-10-22T02:36:46.1Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1627814,89.70105124835742,3.6764705882352944,1610612756,22,26,2022-10-22T02:36:52Z,1280000,-232.0,44.0,1,right,MISS D. Lee running 3PT,[1627814],1610612756.0,PHX,running,,,Lee,D. Lee,,,,,Left Corner 3,24+ Left,23.58,Missed,,,,,,,,,,,,,,,,,,
132,PT01M29.00S,2022-10-22T02:36:48.1Z,1,REGULAR,rebound,defensive,[],1629234,,,1610612757,22,26,2022-10-22T02:36:52Z,1290000,,,0,,D. Eubanks REBOUND (Off:1 Def:1),[1629234],1610612757.0,POR,,,,Eubanks,D. Eubanks,,,,,Left Corner 3,24+ Left,,,131.0,2.0,1.0,1.0,,,,,,,,,,,,,,
133,PT01M19.00S,2022-10-22T02:36:59.6Z,1,REGULAR,3pt,Jump Shot,[],203081,24.26084099868594,10.784313725490197,1610612757,25,26,2022-10-22T02:37:08Z,1300000,196.0,176.0,1,left,D. Lillard 26' 3PT step back (14 PTS),[203081],1610612757.0,POR,step back,,,Lillard,D. Lillard,,,,,Above the Break 3,24+ Right Center,26.32,Made,,,,,14.0,,,,,,,,,,,,,
134,PT00M57.20S,2022-10-22T02:37:20.7Z,1,REGULAR,3pt,Jump Shot,[],1627814,67.23061760840999,60.049019607843135,1610612756,25,26,2022-10-22T02:37:24Z,1310000,50.0,256.0,1,right,MISS D. Lee 26' 3PT,[1627814],1610612756.0,PHX,,,,Lee,D. Lee,,,,,Above the Break 3,24+ Center,26.04,Missed,,,,,,,,,,,,,,,,,,
135,PT00M55.50S,2022-10-22T02:37:22.4Z,1,REGULAR,rebound,defensive,[],1631101,,,1610612757,25,26,2022-10-22T02:37:24Z,1320000,,,0,,S. Sharpe REBOUND (Off:0 Def:1),[1631101],1610612757.0,POR,,,,Sharpe,S. Sharpe,,,,,Above the Break 3,24+ Center,,,134.0,1.0,1.0,0.0,,,,,,,,,,,,,,
136,PT00M43.20S,2022-10-22T02:37:35.6Z,1,REGULAR,3pt,Jump Shot,[],1631101,20.45006570302234,92.15686274509804,1610612757,25,26,2022-10-22T02:37:39Z,1330000,-211.0,140.0,1,left,MISS S. Sharpe 25' 3PT,[1631101],1610612757.0,POR,,,,Sharpe,S. Sharpe,,,,,Above the Break 3,24+ Left Center,25.29,Missed,,,,,,,,,,,,,,,,,,
137,PT00M40.40S,2022-10-22T02:37:38.4Z,1,REGULAR,rebound,defensive,[],1626164,,,1610612756,25,26,2022-10-22T02:37:39Z,1340000,,,0,,D. Booker REBOUND (Off:0 Def:1),[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,Above the Break 3,24+ Left Center,,,136.0,1.0,1.0,0.0,,,,,,,,,,,,,,
138,PT00M34.30S,2022-10-22T02:37:44.5Z,1,REGULAR,2pt,Jump Shot,"['fastbreak', 'pointsinthepaint']",1626164,92.19776609724047,44.6078431372549,1610612756,25,26,2022-10-22T02:42:45Z,1350000,-27.0,21.0,1,right,MISS D. Booker pullup bank Shot,[1626164],1610612756.0,PHX,pullup bank,,,Booker,D. Booker,,,,,Restricted Area,0-8 Center,3.41,Missed,,,,,,,,,,,,,,,,,,
139,PT00M34.00S,2022-10-22T02:37:44.8Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612757,25,26,2022-10-22T02:42:45Z,1360000,,,0,,TEAM defensive REBOUND,[],1610612757.0,POR,,,,,,,,,,Restricted Area,0-8 Center,,,138.0,,,,,,,,,,,,,,,,,
141,PT00M34.00S,2022-10-22T02:37:53.5Z,1,REGULAR,substitution,out,[],1626164,,,1610612757,25,26,2022-10-22T02:38:01Z,1380000,,,0,,SUB out: D. Booker,[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,,,,,,,,,,,,,,,,,,,,,,
142,PT00M34.00S,2022-10-22T02:37:53.5Z,1,REGULAR,substitution,in,[],1629006,,,1610612757,25,26,2022-10-22T02:38:01Z,1390000,,,0,,SUB in: J. Okogie,[1629006],1610612756.0,PHX,,,,Okogie,J. Okogie,,,,,,,,,,,,,,,,,,,,,,,,,,
143,PT00M13.90S,2022-10-22T02:38:28.7Z,1,REGULAR,3pt,Jump Shot,[],203081,32.53942181340342,35.049019607843135,1610612757,25,26,2022-10-22T02:38:34Z,1400000,75.0,253.0,1,left,MISS D. Lillard 26' step back 3PT,[203081],1610612757.0,POR,step back,,,Lillard,D. Lillard,,,,,Above the Break 3,24+ Center,26.42,Missed,,,,,,,,,,,,,,,,,,
144,PT00M10.50S,2022-10-22T02:38:32.1Z,1,REGULAR,rebound,defensive,[],1629006,,,1610612756,25,26,2022-10-22T02:38:32Z,1410000,,,0,,J. Okogie REBOUND (Off:0 Def:1),[1629006],1610612756.0,PHX,,,,Okogie,J. Okogie,,,,,Above the Break 3,24+ Center,,,143.0,1.0,1.0,0.0,,,,,,,,,,,,,,
145,PT00M04.70S,2022-10-22T02:38:39.6Z,1,REGULAR,foul,personal,['2freethrow'],1631101,,,1610612756,25,26,2022-10-22T02:38:56Z,1420000,,,0,,S. Sharpe shooting personal FOUL (1 PF) (Payne 2 FT),"[1631101, 1626166]",1610612757.0,POR,shooting,,,Sharpe,S. Sharpe,,,,,Restricted Area,0-8 Center,,,,,,,,,,,202053.0,1.0,0.0,Payne,1626166.0,,,,,
147,PT00M04.70S,2022-10-22T02:39:07.4Z,1,REGULAR,freethrow,1 of 2,['fastbreak'],1626166,,,1610612756,25,27,2022-10-22T02:39:07Z,1440000,,,0,,C. Payne Free Throw 1 of 2 (4 PTS),[1626166],1610612756.0,PHX,,,,Payne,C. Payne,,,,,,,,Made,,,,,4.0,,,,,,,,,,,,,
148,PT00M04.70S,2022-10-22T02:39:08.1Z,1,REGULAR,substitution,out,[],1629642,,,1610612756,25,27,2022-10-22T02:39:15Z,1450000,,,0,,SUB out: N. Little,[1629642],1610612757.0,POR,,,,Little,N. Little,,,,,,,,,,,,,,,,,,,,,,,,,,
149,PT00M04.70S,2022-10-22T02:39:08.1Z,1,REGULAR,substitution,out,[],1629111,,,1610612756,25,27,2022-10-22T02:39:15Z,1460000,,,0,,SUB out: J. Landale,[1629111],1610612756.0,PHX,,,,Landale,J. Landale,,,,,,,,,,,,,,,,,,,,,,,,,,
150,PT00M04.70S,2022-10-22T02:39:08.1Z,1,REGULAR,substitution,in,[],1629014,,,1610612756,25,27,2022-10-22T02:39:15Z,1470000,,,0,,SUB in: A. Simons,[1629014],1610612757.0,POR,,,,Simons,A. Simons,,,,,,,,,,,,,,,,,,,,,,,,,,
151,PT00M04.70S,2022-10-22T02:39:08.1Z,1,REGULAR,substitution,in,[],1628969,,,1610612756,25,27,2022-10-22T02:39:15Z,1480000,,,0,,SUB in: M. Bridges,[1628969],1610612756.0,PHX,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,,,,,,,
152,PT00M04.70S,2022-10-22T02:39:33.0Z,1,REGULAR,freethrow,2 of 2,['fastbreak'],1626166,,,1610612756,25,28,2022-10-22T02:39:33Z,1490000,,,0,,C. Payne Free Throw 2 of 2 (5 PTS),[1626166],1610612756.0,PHX,,,,Payne,C. Payne,,,,,,,,Made,,,,,5.0,,,,,,,,,,,,,
153,PT00M00.00S,2022-10-22T02:39:46.9Z,1,REGULAR,period,end,[],0,,,1610612757,25,28,2022-10-22T02:39:46Z,1500000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,PT12M00.00S,2022-10-22T02:41:51.9Z,2,REGULAR,substitution,out,['startperiod'],203081,,,1610612757,25,28,2022-10-22T02:42:18Z,1510000,,,0,,SUB out: D. Lillard,[203081],1610612757.0,POR,,,,Lillard,D. Lillard,,,,,,,,,,,,,,,,,,,,,,,,,,
155,PT12M00.00S,2022-10-22T02:41:51.9Z,2,REGULAR,substitution,out,['startperiod'],1629234,,,1610612757,25,28,2022-10-22T02:42:18Z,1520000,,,0,,SUB out: D. Eubanks,[1629234],1610612757.0,POR,,,,Eubanks,D. Eubanks,,,,,,,,,,,,,,,,,,,,,,,,,,
156,PT12M00.00S,2022-10-22T02:41:51.9Z,2,REGULAR,substitution,out,['startperiod'],1628470,,,1610612757,25,28,2022-10-22T02:42:18Z,1530000,,,0,,SUB out: T. Craig,[1628470],1610612756.0,PHX,,,,Craig,T. Craig,,,,,,,,,,,,,,,,,,,,,,,,,,
157,PT12M00.00S,2022-10-22T02:41:51.9Z,2,REGULAR,substitution,out,['startperiod'],1626166,,,1610612757,25,28,2022-10-22T02:42:18Z,1540000,,,0,,SUB out: C. Payne,[1626166],1610612756.0,PHX,,,,Payne,C. Payne,,,,,,,,,,,,,,,,,,,,,,,,,,
158,PT12M00.00S,2022-10-22T02:41:51.9Z,2,REGULAR,substitution,out,['startperiod'],1628969,,,1610612757,25,28,2022-10-22T02:42:18Z,1550000,,,0,,SUB out: M. Bridges,[1628969],1610612756.0,PHX,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,,,,,,,
159,PT12M00.00S,2022-10-22T02:41:51.9Z,2,REGULAR,substitution,in,['startperiod'],1629642,,,1610612757,25,28,2022-10-22T02:42:18Z,1560000,,,0,,SUB in: N. Little,[1629642],1610612757.0,POR,,,,Little,N. Little,,,,,,,,,,,,,,,,,,,,,,,,,,
160,PT12M00.00S,2022-10-22T02:41:51.9Z,2,REGULAR,substitution,in,['startperiod'],203994,,,1610612757,25,28,2022-10-22T02:42:18Z,1570000,,,0,,SUB in: J. Nurkic,[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,,,,,,,,,,,,,,,,,,,,,,
161,PT12M00.00S,2022-10-22T02:41:51.9Z,2,REGULAR,substitution,in,['startperiod'],1629111,,,1610612757,25,28,2022-10-22T02:42:18Z,1580000,,,0,,SUB in: J. Landale,[1629111],1610612756.0,PHX,,,,Landale,J. Landale,,,,,,,,,,,,,,,,,,,,,,,,,,
162,PT12M00.00S,2022-10-22T02:41:51.9Z,2,REGULAR,substitution,in,['startperiod'],1629661,,,1610612757,25,28,2022-10-22T02:42:18Z,1590000,,,0,,SUB in: C. Johnson,[1629661],1610612756.0,PHX,,,,Johnson,C. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
163,PT12M00.00S,2022-10-22T02:41:51.9Z,2,REGULAR,substitution,in,['startperiod'],101108,,,1610612757,25,28,2022-10-22T02:42:18Z,1600000,,,0,,SUB in: C. Paul,[101108],1610612756.0,PHX,,,,Paul,C. Paul,,,,,,,,,,,,,,,,,,,,,,,,,,
164,PT12M00.00S,2022-10-22T02:42:24.9Z,2,REGULAR,period,start,[],0,,,1610612756,25,28,2022-10-22T02:42:24Z,1610000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,PT11M37.00S,2022-10-22T02:42:47.7Z,2,REGULAR,3pt,Jump Shot,[],1629661,79.71419185282524,91.42156862745098,1610612756,25,28,2022-10-22T02:42:52Z,1620000,207.0,138.0,1,right,MISS C. Johnson 24' 3PT,[1629661],1610612756.0,PHX,,,,Johnson,C. Johnson,,,,,Above the Break 3,24+ Right Center,24.9,Missed,,,,,,,,,,,,,,,,,,
166,PT11M35.00S,2022-10-22T02:42:49.7Z,2,REGULAR,rebound,offensive,[],1629111,,,1610612756,25,28,2022-10-22T02:42:52Z,1630000,,,0,,J. Landale REBOUND (Off:1 Def:1),[1629111],1610612756.0,PHX,,,,Landale,J. Landale,,,,,Above the Break 3,24+ Right Center,,,165.0,2.0,1.0,1.0,,,,,,,,,,,,,,
168,PT11M24.00S,2022-10-22T02:43:18.4Z,2,REGULAR,turnover,lost ball,[],1629111,,,1610612756,25,28,2022-10-22T02:43:23Z,1650000,,,0,,J. Landale lost ball TURNOVER (1 TO),"[1629111, 203994]",1610612756.0,PHX,,,,Landale,J. Landale,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,,,,,,,,1.0,Nurkic,203994.0
169,PT11M24.00S,2022-10-22T02:43:18.4Z,2,REGULAR,steal,,[],203994,,,1610612757,25,28,2022-10-22T02:43:21Z,1660000,,,0,,J. Nurkic STEAL (1 STL),[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,,,,,,,,,,
170,PT11M10.00S,2022-10-22T02:43:31.9Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1629014,7.178055190538765,47.794117647058826,1610612757,25,28,2022-10-22T02:43:37Z,1670000,11.0,15.0,1,left,MISS A. Simons driving Layup,[1629014],1610612757.0,POR,driving,,,Simons,A. Simons,,,,,Restricted Area,0-8 Center,1.86,Missed,,,,,,,,,,,,,,,,,,
171,PT11M06.00S,2022-10-22T02:43:35.8Z,2,REGULAR,rebound,offensive,[],1629642,,,1610612757,25,28,2022-10-22T02:43:35Z,1680000,,,0,,N. Little REBOUND (Off:1 Def:0),[1629642],1610612757.0,POR,,,,Little,N. Little,,,,,Restricted Area,0-8 Center,,,170.0,1.0,0.0,1.0,,,,,,,,,,,,,,
172,PT11M06.00S,2022-10-22T02:43:35.8Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', '2ndchance']",1629642,5.590000152587891,50.0,1610612757,27,28,2022-10-22T02:43:35Z,1690000,0.0,0.0,1,left,N. Little tip DUNK (2 PTS),[1629642],1610612757.0,POR,tip,,,Little,N. Little,,,,,Mid-Range,8-16 Left,0.0,Made,,,,,2.0,,,,,,,,,,,,,
