actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal
510,PT09M48.00S,2023-01-20T04:56:03.0Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629003,92.59198423127464,46.568627450980394,1610612755,68,87,2023-01-20T04:56:06Z,5000000,False,-17.0,17.0,1,right,S. Milton driving floating Jump Shot (10 PTS) (T. Maxey 2 AST),"[1629003, 1630178]",1610612755.0,PHI,driving floating,,,Milton,S. Milton,,,,,Restricted Area,0-8 Center,2.43,Made,,,,,,,,,,,,,,,10.0,T. Maxey,1630178.0,2.0
511,PT09M25.00S,2023-01-20T04:56:25.8Z,4,REGULAR,2pt,Jump Shot,[],1629014,22.815374507227332,70.09803921568627,1610612757,68,87,2023-01-20T04:56:30Z,5010000,False,-100.0,162.0,1,left,MISS A. Simons 19' driving floating Shot,[1629014],1610612757.0,POR,driving floating,,,Simons,A. Simons,,,,,Mid-Range,16-24 Left Center,19.06,Missed,,,,,,,,,,,,,,,,,,
512,PT09M22.00S,2023-01-20T04:56:28.8Z,4,REGULAR,rebound,offensive,[],1629234,,,1610612757,68,87,2023-01-20T04:56:30Z,5020000,False,,,0,,D. Eubanks REBOUND (Off:1 Def:5),[1629234],1610612757.0,POR,,,,Eubanks,D. Eubanks,,,,,Mid-Range,16-24 Left Center,,,511.0,6.0,5.0,1.0,,,,,,,,,,,,,,
513,PT09M17.00S,2023-01-20T04:56:34.2Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],1629014,24.26084099868594,86.76470588235294,1610612757,71,87,2023-01-20T04:56:37Z,5030000,False,-184.0,176.0,1,left,A. Simons 25' 3PT pullup (14 PTS),[1629014],1610612757.0,POR,pullup,,,Simons,A. Simons,,,,,Above the Break 3,24+ Left Center,25.42,Made,,,,,,,,,,,,,,,14.0,,,
514,PT08M49.00S,2023-01-20T04:57:02.9Z,4,REGULAR,2pt,Hook,['pointsinthepaint'],1629003,93.11760840998686,58.08823529411765,1610612755,71,87,2023-01-20T04:57:11Z,5040000,False,40.0,12.0,1,right,MISS S. Milton driving Hook,[1629003],1610612755.0,PHI,driving,,,Milton,S. Milton,,,,,Restricted Area,0-8 Center,4.22,Missed,,,,,,,,,,,,,,,,,,
515,PT08M49.00S,2023-01-20T04:57:02.9Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612755,71,87,2023-01-20T04:57:19Z,5050000,False,,,0,,TEAM offensive REBOUND,[],1610612755.0,PHI,,,,,,,,,,Restricted Area,0-8 Center,,,514.0,,,,,,,,,,,,,,,,,
516,PT08M49.00S,2023-01-20T04:57:11.1Z,4,REGULAR,turnover,shot clock,['team'],0,,,1610612755,71,87,2023-01-20T04:58:06Z,5060000,False,,,0,,PHI shot clock Team TURNOVER,[],1610612755.0,PHI,,,,,,,,,,Mid-Range,8-16 Right,,,,,,,201245.0,,,,,,,,,,,,,
517,PT08M31.00S,2023-01-20T04:58:05.1Z,4,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1629642,6.521024967148489,45.09803921568628,1610612757,73,87,2023-01-20T04:58:10Z,5070000,False,25.0,9.0,1,left,N. Little driving floating Jump Shot (10 PTS),[1629642],1610612757.0,POR,driving floating,,,Little,N. Little,,,,,Restricted Area,0-8 Center,2.6,Made,,,,,,,,,,,,,,,10.0,,,
518,PT08M18.00S,2023-01-20T04:58:18.2Z,4,REGULAR,3pt,Jump Shot,[],1627777,69.46452036793693,68.38235294117648,1610612755,73,87,2023-01-20T04:58:22Z,5080000,False,92.0,235.0,1,right,MISS G. Niang 25' 3PT,[1627777],1610612755.0,PHI,,,,Niang,G. Niang,,,,,Above the Break 3,24+ Right Center,25.19,Missed,,,,,,,,,,,,,,,,,,
519,PT08M15.00S,2023-01-20T04:58:21.2Z,4,REGULAR,rebound,offensive,[],1626149,,,1610612755,73,87,2023-01-20T04:58:22Z,5090000,False,,,0,,M. Harrell REBOUND (Off:3 Def:3),[1626149],1610612755.0,PHI,,,,Harrell,M. Harrell,,,,,Above the Break 3,24+ Right Center,,,518.0,6.0,3.0,3.0,,,,,,,,,,,,,,
520,PT08M14.00S,2023-01-20T04:58:24.7Z,4,REGULAR,foul,personal,['2freethrow'],1628404,,,1610612755,73,87,2023-01-20T04:58:34Z,5100000,False,,,0,,J. Hart shooting personal FOUL (3 PF) (Harrell 2 FT),"[1628404, 1626149]",1610612757.0,POR,shooting,,,Hart,J. Hart,,,,,Restricted Area,0-8 Center,,,,,,,1146.0,3.0,0.0,Harrell,1626149.0,,,,,,,,,
522,PT08M14.00S,2023-01-20T04:59:02.9Z,4,REGULAR,freethrow,1 of 2,['2ndchance'],1626149,,,1610612755,73,88,2023-01-20T04:59:39Z,5120000,False,,,0,,M. Harrell Free Throw 1 of 2 (5 PTS),[1626149],1610612755.0,PHI,,,,Harrell,M. Harrell,,,,,,,,Made,,,,,,,,,,,,,,,5.0,,,
523,PT08M14.00S,2023-01-20T04:59:03.3Z,4,REGULAR,substitution,out,[],1629642,,,1610612755,73,88,2023-01-20T04:59:13Z,5130000,False,,,0,,SUB out: N. Little,[1629642],1610612757.0,POR,,,,Little,N. Little,,,,,,,,,,,,,,,,,,,,,,,,,,
524,PT08M14.00S,2023-01-20T04:59:03.3Z,4,REGULAR,substitution,out,[],1631101,,,1610612755,73,88,2023-01-20T04:59:13Z,5140000,False,,,0,,SUB out: S. Sharpe,[1631101],1610612757.0,POR,,,,Sharpe,S. Sharpe,,,,,,,,,,,,,,,,,,,,,,,,,,
525,PT08M14.00S,2023-01-20T04:59:03.3Z,4,REGULAR,substitution,out,[],1629234,,,1610612755,73,88,2023-01-20T04:59:13Z,5150000,False,,,0,,SUB out: D. Eubanks,[1629234],1610612757.0,POR,,,,Eubanks,D. Eubanks,,,,,,,,,,,,,,,,,,,,,,,,,,
526,PT08M14.00S,2023-01-20T04:59:03.3Z,4,REGULAR,substitution,out,[],1629003,,,1610612755,73,88,2023-01-20T04:59:13Z,5160000,False,,,0,,SUB out: S. Milton,[1629003],1610612755.0,PHI,,,,Milton,S. Milton,,,,,,,,,,,,,,,,,,,,,,,,,,
527,PT08M14.00S,2023-01-20T04:59:03.3Z,4,REGULAR,substitution,in,[],203081,,,1610612755,73,88,2023-01-20T04:59:13Z,5170000,False,,,0,,SUB in: D. Lillard,[203081],1610612757.0,POR,,,,Lillard,D. Lillard,,,,,,,,,,,,,,,,,,,,,,,,,,
528,PT08M14.00S,2023-01-20T04:59:03.3Z,4,REGULAR,substitution,in,[],203924,,,1610612755,73,88,2023-01-20T04:59:13Z,5180000,False,,,0,,SUB in: J. Grant,[203924],1610612757.0,POR,,,,Grant,J. Grant,,,,,,,,,,,,,,,,,,,,,,,,,,
529,PT08M14.00S,2023-01-20T04:59:03.3Z,4,REGULAR,substitution,in,[],203994,,,1610612755,73,88,2023-01-20T04:59:13Z,5190000,False,,,0,,SUB in: J. Nurkic,[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,,,,,,,,,,,,,,,,,,,,,,
530,PT08M14.00S,2023-01-20T04:59:03.3Z,4,REGULAR,substitution,in,[],201935,,,1610612755,73,88,2023-01-20T04:59:13Z,5200000,False,,,0,,SUB in: J. Harden,[201935],1610612755.0,PHI,,,,Harden,J. Harden,,,,,,,,,,,,,,,,,,,,,,,,,,
531,PT08M14.00S,2023-01-20T04:59:02.9Z,4,REGULAR,freethrow,2 of 2,['2ndchance'],1626149,,,1610612755,73,88,2023-01-20T04:59:39Z,5210000,False,,,0,,MISS M. Harrell Free Throw 2 of 2,[1626149],1610612755.0,PHI,,,,Harrell,M. Harrell,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
532,PT08M11.00S,2023-01-20T04:59:05.9Z,4,REGULAR,rebound,defensive,[],203924,,,1610612757,73,88,2023-01-20T04:59:39Z,5220000,False,,,0,,J. Grant REBOUND (Off:0 Def:5),[203924],1610612757.0,POR,,,,Grant,J. Grant,,,,,,,,,531.0,5.0,5.0,0.0,,,,,,,,,,,,,,
534,PT07M56.00S,2023-01-20T04:59:54.8Z,4,REGULAR,substitution,out,[],1626149,,,1610612757,73,88,2023-01-20T05:00:05Z,5240000,False,,,0,,SUB out: M. Harrell,[1626149],1610612755.0,PHI,,,,Harrell,M. Harrell,,,,,,,,,,,,,,,,,,,,,,,,,,
535,PT07M56.00S,2023-01-20T04:59:54.8Z,4,REGULAR,substitution,out,[],1627777,,,1610612757,73,88,2023-01-20T05:00:05Z,5250000,False,,,0,,SUB out: G. Niang,[1627777],1610612755.0,PHI,,,,Niang,G. Niang,,,,,,,,,,,,,,,,,,,,,,,,,,
536,PT07M56.00S,2023-01-20T04:59:54.8Z,4,REGULAR,substitution,in,[],203954,,,1610612757,73,88,2023-01-20T05:00:05Z,5260000,False,,,0,,SUB in: J. Embiid,[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,,,,,,,,,,,,,,,,,,,
537,PT07M56.00S,2023-01-20T04:59:54.8Z,4,REGULAR,substitution,in,[],202699,,,1610612757,73,88,2023-01-20T05:00:05Z,5270000,False,,,0,,SUB in: T. Harris,[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,,,,,,,,,,,,,,,,,,,,,,
538,PT07M50.00S,2023-01-20T05:00:17.7Z,4,REGULAR,2pt,Jump Shot,[],203924,6.652431011826544,14.460784313725492,1610612757,75,88,2023-01-20T05:00:27Z,5280000,False,178.0,10.0,1,left,J. Grant 17' fadeaway Jump Shot (21 PTS),[203924],1610612757.0,POR,fadeaway,,,Grant,J. Grant,,,,,Mid-Range,16-24 Right,17.8,Made,,,,,,,,,,,,,,,21.0,,,
539,PT07M25.00S,2023-01-20T05:00:42.9Z,4,REGULAR,2pt,Jump Shot,[],201935,87.72996057818659,76.22549019607843,1610612755,75,90,2023-01-20T05:00:47Z,5290000,False,131.0,63.0,1,right,J. Harden 14' step back Jump Shot (14 PTS),[201935],1610612755.0,PHI,step back,,,Harden,J. Harden,,,,,Mid-Range,8-16 Right,14.54,Made,,,,,,,,,,,,,,,14.0,,,
540,PT07M11.00S,2023-01-20T05:00:56.9Z,4,REGULAR,turnover,bad pass,[],203081,,,1610612757,75,90,2023-01-20T05:01:01Z,5300000,False,,,0,,D. Lillard bad pass TURNOVER (6 TO),"[203081, 1629680]",1610612757.0,POR,,,,Lillard,D. Lillard,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,6.0,Thybulle,1629680.0,,,,
541,PT07M11.00S,2023-01-20T05:00:56.9Z,4,REGULAR,steal,,[],1629680,,,1610612755,75,90,2023-01-20T05:00:58Z,5310000,False,,,0,,M. Thybulle STEAL (2 STL),[1629680],1610612755.0,PHI,,,,Thybulle,M. Thybulle,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
542,PT07M00.00S,2023-01-20T05:01:10.6Z,4,REGULAR,foul,personal,['2freethrow'],1628404,,,1610612755,75,90,2023-01-20T05:01:18Z,5320000,False,,,0,,J. Hart shooting personal FOUL (4 PF) (Embiid 2 FT),"[1628404, 203954]",1610612757.0,POR,shooting,,,Hart,J. Hart,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,1627526.0,4.0,0.0,Embiid,203954.0,,,,,,,,,
544,PT07M00.00S,2023-01-20T05:01:35.6Z,4,REGULAR,freethrow,1 of 2,['fromturnover'],203954,,,1610612755,75,91,2023-01-20T05:01:35Z,5340000,False,,,0,,J. Embiid Free Throw 1 of 2 (24 PTS),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,Made,,,,,,,,,,,,,,,24.0,,,
545,PT07M00.00S,2023-01-20T05:01:36.2Z,4,REGULAR,substitution,out,[],1629680,,,1610612755,75,91,2023-01-20T05:01:38Z,5350000,False,,,0,,SUB out: M. Thybulle,[1629680],1610612755.0,PHI,,,,Thybulle,M. Thybulle,,,,,,,,,,,,,,,,,,,,,,,,,,
546,PT07M00.00S,2023-01-20T05:01:36.2Z,4,REGULAR,substitution,in,[],1629001,,,1610612755,75,91,2023-01-20T05:01:38Z,5360000,False,,,0,,SUB in: D. Melton,[1629001],1610612755.0,PHI,,,,Melton,D. Melton,,,,,,,,,,,,,,,,,,,,,,,,,,
547,PT07M00.00S,2023-01-20T05:01:56.7Z,4,REGULAR,freethrow,2 of 2,['fromturnover'],203954,,,1610612755,75,92,2023-01-20T05:01:56Z,5370000,False,,,0,,J. Embiid Free Throw 2 of 2 (25 PTS),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,Made,,,,,,,,,,,,,,,25.0,,,
548,PT06M50.00S,2023-01-20T05:02:09.0Z,4,REGULAR,3pt,Jump Shot,[],203081,18.873193166885677,94.36274509803921,1610612757,78,92,2023-01-20T05:02:13Z,5380000,False,-222.0,125.0,1,left,D. Lillard 25' 3PT  (17 PTS) (A. Simons 3 AST),"[203081, 1629014]",1610612757.0,POR,,,,Lillard,D. Lillard,,,,,Above the Break 3,24+ Left Center,25.45,Made,,,,,,,,,,,,,,,17.0,A. Simons,1629014.0,3.0
550,PT06M30.00S,2023-01-20T05:02:31.2Z,4,REGULAR,turnover,backcourt,[],201935,,,1610612755,78,92,2023-01-20T05:02:40Z,5400000,False,,,0,,J. Harden backcourt TURNOVER (3 TO),[201935],1610612755.0,PHI,,,,Harden,J. Harden,,,,,Above the Break 3,16-24 Right Center,,,,,,,1627526.0,,,,,,,3.0,,,,,,
551,PT06M30.00S,2023-01-20T05:02:43.8Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612757,78,92,2023-01-20T05:02:43Z,5410000,False,,,0,,POR Timeout,[],1610612757.0,POR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
553,PT06M17.00S,2023-01-20T05:05:44.7Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",203994,8.886333771353483,48.28431372549019,1610612757,80,92,2023-01-20T05:05:51Z,5420000,False,9.0,31.0,1,left,J. Nurkic cutting Layup (4 PTS) (D. Lillard 10 AST),"[203994, 203081]",1610612757.0,POR,cutting,,,Nurkic,J. Nurkic,,,,,Restricted Area,0-8 Center,3.22,Made,,,,,,,,,,,,,,,4.0,D. Lillard,203081.0,10.0
555,PT06M03.00S,2023-01-20T05:05:59.7Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],203954,92.9862023653088,50.0,1610612755,80,94,2023-01-20T05:06:12Z,5440000,False,0.0,13.0,1,right,J. Embiid cutting DUNK (27 PTS) (J. Harden 13 AST),"[203954, 201935]",1610612755.0,PHI,cutting,,,Embiid,J. Embiid,,,,,Restricted Area,0-8 Center,1.34,Made,,,,,,,,,,,,,,,27.0,J. Harden,201935.0,13.0
557,PT06M03.00S,2023-01-20T05:06:03.7Z,4,REGULAR,foul,personal,['1freethrow'],203081,,,1610612755,80,94,2023-01-20T05:06:17Z,5460000,False,,,0,,D. Lillard shooting personal FOUL (1 PF) (Embiid 1 FT),"[203081, 203954]",1610612757.0,POR,shooting,,,Lillard,D. Lillard,,,,,Restricted Area,0-8 Center,,,,,,,201245.0,1.0,0.0,Embiid,203954.0,,,,,,,,,
559,PT06M03.00S,2023-01-20T05:06:47.7Z,4,REGULAR,freethrow,1 of 1,[],203954,,,1610612755,80,95,2023-01-20T05:06:47Z,5480000,False,,,0,,J. Embiid Free Throw 1 of 1 (28 PTS),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,Made,,,,,,,,,,,,,,,28.0,,,
560,PT05M42.00S,2023-01-20T05:07:10.4Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],203994,7.703679369250986,44.11764705882353,1610612757,80,95,2023-01-20T05:07:15Z,5490000,False,29.0,20.0,1,left,MISS J. Nurkic cutting Layup,[203994],1610612757.0,POR,cutting,,,Nurkic,J. Nurkic,,,,,Restricted Area,0-8 Center,3.55,Missed,,,,,,,,,,,,,,,,,,
561,PT05M42.00S,2023-01-20T05:07:13.3Z,4,REGULAR,rebound,offensive,[],203994,,,1610612757,80,95,2023-01-20T05:07:13Z,5500000,False,,,0,,J. Nurkic REBOUND (Off:4 Def:5),[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,Restricted Area,0-8 Center,,,560.0,9.0,5.0,4.0,,,,,,,,,,,,,,
562,PT05M42.00S,2023-01-20T05:07:13.3Z,4,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",203994,5.590000152587891,50.0,1610612757,80,95,2023-01-20T05:07:43Z,5510000,False,0.0,0.0,1,left,MISS J. Nurkic tip Layup,[203994],1610612757.0,POR,tip,,,Nurkic,J. Nurkic,,,,,Restricted Area,0-8 Center,0.0,Missed,,,,,,,,,,,,,,,,,,
563,PT05M42.00S,2023-01-20T05:07:13.3Z,4,REGULAR,rebound,offensive,[],203994,,,1610612757,80,95,2023-01-20T05:07:43Z,5520000,False,,,0,,J. Nurkic REBOUND (Off:5 Def:5),[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,Restricted Area,0-8 Center,,,562.0,10.0,5.0,5.0,,,,,,,,,,,,,,
564,PT05M42.00S,2023-01-20T05:07:15.2Z,4,REGULAR,foul,personal,[],202699,,,1610612757,80,95,2023-01-20T05:07:36Z,5530000,False,,,0,,T. Harris personal FOUL (2 PF),"[202699, 203994]",1610612755.0,PHI,,,,Harris,T. Harris,,,,,Restricted Area,0-8 Center,,,,,,,201245.0,2.0,0.0,Nurkic,203994.0,,,,,,,,,
567,PT05M33.00S,2023-01-20T05:07:53.6Z,4,REGULAR,foul,personal,['3freethrow'],1629001,,,1610612757,80,95,2023-01-20T05:08:01Z,5560000,False,,,0,,D. Melton shooting personal FOUL (3 PF) (Lillard 3 FT),"[1629001, 203081]",1610612755.0,PHI,shooting,,,Melton,D. Melton,,,,,Above the Break 3,24+ Center,,,,,,,201245.0,3.0,0.0,Lillard,203081.0,,,,,,,,,
569,PT05M33.00S,2023-01-20T05:08:33.1Z,4,REGULAR,freethrow,1 of 3,['2ndchance'],203081,,,1610612757,81,95,2023-01-20T05:08:33Z,5580000,False,,,0,,D. Lillard Free Throw 1 of 3 (18 PTS),[203081],1610612757.0,POR,,,,Lillard,D. Lillard,,,,,,,,Made,,,,,,,,,,,,,,,18.0,,,
570,PT05M33.00S,2023-01-20T05:08:48.8Z,4,REGULAR,freethrow,2 of 3,['2ndchance'],203081,,,1610612757,82,95,2023-01-20T05:08:48Z,5590000,False,,,0,,D. Lillard Free Throw 2 of 3 (19 PTS),[203081],1610612757.0,POR,,,,Lillard,D. Lillard,,,,,,,,Made,,,,,,,,,,,,,,,19.0,,,
571,PT05M33.00S,2023-01-20T05:09:03.5Z,4,REGULAR,freethrow,3 of 3,['2ndchance'],203081,,,1610612757,83,95,2023-01-20T05:09:03Z,5600000,False,,,0,,D. Lillard Free Throw 3 of 3 (20 PTS),[203081],1610612757.0,POR,,,,Lillard,D. Lillard,,,,,,,,Made,,,,,,,,,,,,,,,20.0,,,
572,PT05M20.00S,2023-01-20T05:09:23.5Z,4,REGULAR,foul,personal,[],203994,,,1610612755,83,95,2023-01-20T05:09:33Z,5610000,False,,,0,,J. Nurkic personal FOUL (4 PF),"[203994, 203954]",1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,Mid-Range,16-24 Left Center,,,,,,,1146.0,4.0,0.0,Embiid,203954.0,,,,,,,,,
574,PT05M08.00S,2023-01-20T05:09:46.1Z,4,REGULAR,3pt,Jump Shot,[],203954,73.01248357424441,83.33333333333334,1610612755,83,95,2023-01-20T05:09:50Z,5630000,False,167.0,201.0,1,right,MISS J. Embiid 26' pullup 3PT,[203954],1610612755.0,PHI,pullup,,,Embiid,J. Embiid,,,,,Above the Break 3,24+ Right Center,26.13,Missed,,,,,,,,,,,,,,,,,,
575,PT05M05.00S,2023-01-20T05:09:49.1Z,4,REGULAR,rebound,defensive,[],203081,,,1610612757,83,95,2023-01-20T05:09:50Z,5640000,False,,,0,,D. Lillard REBOUND (Off:1 Def:4),[203081],1610612757.0,POR,,,,Lillard,D. Lillard,,,,,Above the Break 3,24+ Right Center,,,574.0,5.0,4.0,1.0,,,,,,,,,,,,,,
576,PT04M52.00S,2023-01-20T05:10:01.6Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],203994,8.360709592641262,49.50980392156863,1610612757,83,95,2023-01-20T05:10:06Z,5650000,False,2.0,26.0,1,left,MISS J. Nurkic Layup - blocked,"[203994, 203954]",1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,Restricted Area,0-8 Center,2.62,Missed,,,,,,,,,,Embiid,203954.0,,,,,,,
577,PT04M52.00S,2023-01-20T05:10:01.6Z,4,REGULAR,block,,[],203954,,,1610612757,83,95,2023-01-20T05:10:04Z,5660000,False,,,0,,J. Embiid BLOCK (3 BLK),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
578,PT04M50.00S,2023-01-20T05:10:03.6Z,4,REGULAR,rebound,defensive,[],203954,,,1610612755,83,95,2023-01-20T05:10:06Z,5670000,False,,,0,,J. Embiid REBOUND (Off:1 Def:8),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,Restricted Area,0-8 Center,,,576.0,9.0,8.0,1.0,,,,,,,,,,,,,,
579,PT04M33.00S,2023-01-20T05:10:24.8Z,4,REGULAR,turnover,traveling,[],203954,,,1610612755,83,95,2023-01-20T05:10:30Z,5680000,False,,,0,,J. Embiid traveling TURNOVER (2 TO),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,Mid-Range,16-24 Center,,,,,,,201245.0,,,,,,,2.0,,,,,,
580,PT04M17.00S,2023-01-20T05:10:59.3Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],1629014,35.167542706964525,24.509803921568626,1610612757,83,95,2023-01-20T05:11:02Z,5690000,False,127.0,278.0,1,left,MISS A. Simons 30' 3PT,[1629014],1610612757.0,POR,,,,Simons,A. Simons,,,,,Above the Break 3,24+ Right Center,30.59,Missed,,,,,,,,,,,,,,,,,,
581,PT04M15.00S,2023-01-20T05:11:00.7Z,4,REGULAR,rebound,defensive,[],202699,,,1610612755,83,95,2023-01-20T05:11:00Z,5700000,False,,,0,,T. Harris REBOUND (Off:1 Def:6),[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,Above the Break 3,24+ Right Center,,,580.0,7.0,6.0,1.0,,,,,,,,,,,,,,
582,PT04M01.00S,2023-01-20T05:11:15.1Z,4,REGULAR,3pt,Jump Shot,[],1630178,90.22667542706965,95.09803921568627,1610612755,83,95,2023-01-20T05:11:19Z,5710000,False,225.0,39.0,1,right,MISS T. Maxey 3PT,[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,Right Corner 3,24+ Right,22.89,Missed,,,,,,,,,,,,,,,,,,
583,PT03M59.00S,2023-01-20T05:11:17.1Z,4,REGULAR,rebound,defensive,[],203994,,,1610612757,83,95,2023-01-20T05:11:19Z,5720000,False,,,0,,J. Nurkic REBOUND (Off:5 Def:6),[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,Right Corner 3,24+ Right,,,582.0,11.0,6.0,5.0,,,,,,,,,,,,,,
584,PT03M50.00S,2023-01-20T05:11:25.7Z,4,REGULAR,3pt,Jump Shot,[],203924,18.478975032851512,94.11764705882352,1610612757,86,95,2023-01-20T05:11:30Z,5730000,False,-221.0,121.0,1,left,J. Grant 25' 3PT  (24 PTS) (D. Lillard 11 AST),"[203924, 203081]",1610612757.0,POR,,,,Grant,J. Grant,,,,,Above the Break 3,24+ Left Center,25.17,Made,,,,,,,,,,,,,,,24.0,D. Lillard,203081.0,11.0
586,PT03M49.00S,2023-01-20T05:11:32.6Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612755,86,95,2023-01-20T05:11:32Z,5750000,False,,,0,,PHI Timeout,[],1610612755.0,PHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
588,PT03M34.00S,2023-01-20T05:14:42.4Z,4,REGULAR,turnover,bad pass,[],201935,,,1610612755,86,95,2023-01-20T05:14:57Z,5760000,False,,,0,,J. Harden bad pass TURNOVER (4 TO),[201935],1610612755.0,PHI,,,,Harden,J. Harden,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,4.0,,,,,,
589,PT03M34.00S,2023-01-20T05:14:45.5Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203954,,,1610612757,86,95,2023-01-20T05:14:57Z,5770000,False,,,0,,J. Embiid loose ball personal FOUL (5 PF) (Simons 2 FT),"[203954, 1629014]",1610612755.0,PHI,loose ball,,,Embiid,J. Embiid,,,,,Above the Break 3,24+ Center,,,,,,,1146.0,5.0,0.0,Simons,1629014.0,,,,,,,,,
591,PT03M34.00S,2023-01-20T05:15:12.7Z,4,REGULAR,freethrow,1 of 2,['fromturnover'],1629014,,,1610612757,87,95,2023-01-20T05:15:12Z,5790000,False,,,0,,A. Simons Free Throw 1 of 2 (15 PTS),[1629014],1610612757.0,POR,,,,Simons,A. Simons,,,,,,,,Made,,,,,,,,,,,,,,,15.0,,,
592,PT03M34.00S,2023-01-20T05:15:30.7Z,4,REGULAR,freethrow,2 of 2,['fromturnover'],1629014,,,1610612757,88,95,2023-01-20T05:15:30Z,5800000,False,,,0,,A. Simons Free Throw 2 of 2 (16 PTS),[1629014],1610612757.0,POR,,,,Simons,A. Simons,,,,,,,,Made,,,,,,,,,,,,,,,16.0,,,
593,PT03M12.00S,2023-01-20T05:15:54.6Z,4,REGULAR,3pt,Jump Shot,[],201935,70.38436268068331,23.52941176470588,1610612755,88,95,2023-01-20T05:15:59Z,5810000,False,-132.0,226.0,1,right,MISS J. Harden 26' step back 3PT,[201935],1610612755.0,PHI,step back,,,Harden,J. Harden,,,,,Above the Break 3,24+ Left Center,26.18,Missed,,,,,,,,,,,,,,,,,,
594,PT03M09.00S,2023-01-20T05:15:57.6Z,4,REGULAR,rebound,defensive,[],203081,,,1610612757,88,95,2023-01-20T05:15:59Z,5820000,False,,,0,,D. Lillard REBOUND (Off:1 Def:5),[203081],1610612757.0,POR,,,,Lillard,D. Lillard,,,,,Above the Break 3,24+ Left Center,,,593.0,6.0,5.0,1.0,,,,,,,,,,,,,,
595,PT03M02.00S,2023-01-20T05:16:04.7Z,4,REGULAR,3pt,Jump Shot,[],203924,29.6484888304862,17.647058823529413,1610612757,88,95,2023-01-20T05:16:08Z,5830000,False,162.0,226.0,1,left,MISS J. Grant 27' 3PT,[203924],1610612757.0,POR,,,,Grant,J. Grant,,,,,Above the Break 3,24+ Right Center,27.81,Missed,,,,,,,,,,,,,,,,,,
596,PT02M59.00S,2023-01-20T05:16:07.7Z,4,REGULAR,rebound,defensive,[],201935,,,1610612755,88,95,2023-01-20T05:16:08Z,5840000,False,,,0,,J. Harden REBOUND (Off:0 Def:8),[201935],1610612755.0,PHI,,,,Harden,J. Harden,,,,,Above the Break 3,24+ Right Center,,,595.0,8.0,8.0,0.0,,,,,,,,,,,,,,
