actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId
176,PT11M24.00S,2022-11-03T02:45:09.5Z,2,REGULAR,2pt,Jump Shot,['fromturnover'],1629634,78.66294349540078,50.0,1610612763,23,32,2022-11-03T02:45:13Z,1710000,0.0,148.0,1,right,B. Clarke 14' Jump Shot (4 PTS) (J. Konchar 2 AST),"[1629634, 1629723]",1610612763.0,MEM,,,,Clarke,B. Clarke,,,,,Mid-Range,8-16 Center,14.81,Made,4.0,,,,,J. Konchar,1629723.0,2.0,,,,,,,,,,
178,PT11M11.00S,2022-11-03T02:45:22.7Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629642,8.09789750328515,58.57843137254902,1610612757,23,32,2022-11-03T02:45:25Z,1730000,-43.0,24.0,1,left,MISS N. Little pullup Shot,[1629642],1610612757.0,POR,pullup,,,Little,N. Little,,,,,In The Paint (Non-RA),0-8 Center,4.9,Missed,,,,,,,,,,,,,,,,,,
179,PT11M08.00S,2022-11-03T02:45:24.6Z,2,REGULAR,rebound,defensive,[],1629634,,,1610612763,23,32,2022-11-03T02:45:24Z,1740000,,,0,,B. Clarke REBOUND (Off:0 Def:2),[1629634],1610612763.0,MEM,,,,Clarke,B. Clarke,,,,,In The Paint (Non-RA),0-8 Center,,,,178.0,2.0,2.0,0.0,,,,,,,,,,,,,
180,PT10M59.00S,2022-11-03T02:45:33.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630217,92.59198423127464,47.794117647058826,1610612763,23,32,2022-11-03T02:45:39Z,1750000,-11.0,17.0,1,right,MISS D. Bane driving Layup,[1630217],1610612763.0,MEM,driving,,,Bane,D. Bane,,,,,Restricted Area,0-8 Center,2.03,Missed,,,,,,,,,,,,,,,,,,
181,PT10M58.00S,2022-11-03T02:45:34.5Z,2,REGULAR,rebound,defensive,[],203994,,,1610612757,23,32,2022-11-03T02:45:39Z,1760000,,,0,,J. Nurkic REBOUND (Off:0 Def:3),[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,Restricted Area,0-8 Center,,,,180.0,3.0,3.0,0.0,,,,,,,,,,,,,
182,PT10M35.00S,2022-11-03T02:45:58.1Z,2,REGULAR,3pt,Jump Shot,[],203924,30.042706964520367,24.509803921568626,1610612757,26,32,2022-11-03T02:46:02Z,1770000,127.0,230.0,1,left,J. Grant 26' 3PT  (3 PTS) (N. Little 1 AST),"[203924, 1629642]",1610612757.0,POR,,,,Grant,J. Grant,,,,,Above the Break 3,24+ Right Center,26.29,Made,3.0,,,,,N. Little,1629642.0,1.0,,,,,,,,,,
184,PT10M14.00S,2022-11-03T02:46:19.5Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1630583,89.04402102496715,52.20588235294118,1610612763,26,32,2022-11-03T02:46:24Z,1790000,11.0,50.0,1,right,MISS S. Aldama driving Hook,[1630583],1610612763.0,MEM,driving,,,Aldama,S. Aldama,,,,,In The Paint (Non-RA),0-8 Center,5.17,Missed,,,,,,,,,,,,,,,,,,
185,PT10M12.00S,2022-11-03T02:46:21.5Z,2,REGULAR,rebound,defensive,[],1631101,,,1610612757,26,32,2022-11-03T02:46:24Z,1800000,,,0,,S. Sharpe REBOUND (Off:0 Def:2),[1631101],1610612757.0,POR,,,,Sharpe,S. Sharpe,,,,,In The Paint (Non-RA),0-8 Center,,,,184.0,2.0,2.0,0.0,,,,,,,,,,,,,
186,PT10M01.00S,2022-11-03T02:46:32.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203994,6.652431011826544,46.07843137254902,1610612757,26,32,2022-11-03T02:46:39Z,1810000,20.0,10.0,1,left,MISS J. Nurkic cutting Layup,[203994],1610612757.0,POR,cutting,,,Nurkic,J. Nurkic,,,,,Restricted Area,0-8 Center,2.2,Missed,,,,,,,,,,,,,,,,,,
187,PT09M59.00S,2022-11-03T02:46:34.9Z,2,REGULAR,rebound,defensive,[],1629723,,,1610612763,26,32,2022-11-03T02:46:36Z,1820000,,,0,,J. Konchar REBOUND (Off:0 Def:1),[1629723],1610612763.0,MEM,,,,Konchar,J. Konchar,,,,,Restricted Area,0-8 Center,,,,186.0,1.0,1.0,0.0,,,,,,,,,,,,,
188,PT09M52.00S,2022-11-03T02:46:41.6Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1630217,91.93495400788436,40.19607843137255,1610612763,26,32,2022-11-03T02:46:49Z,1830000,-49.0,23.0,1,right,MISS D. Bane driving bank Hook,[1630217],1610612763.0,MEM,driving bank,,,Bane,D. Bane,,,,,In The Paint (Non-RA),0-8 Center,5.43,Missed,,,,,,,,,,,,,,,,,,
189,PT09M49.00S,2022-11-03T02:46:44.6Z,2,REGULAR,rebound,defensive,[],203994,,,1610612757,26,32,2022-11-03T02:46:49Z,1840000,,,0,,J. Nurkic REBOUND (Off:0 Def:4),[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,In The Paint (Non-RA),0-8 Center,,,,188.0,4.0,4.0,0.0,,,,,,,,,,,,,
190,PT09M47.00S,2022-11-03T02:46:48.3Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",203924,4.944152431011826,47.549019607843135,1610612757,28,32,2022-11-03T02:46:53Z,1850000,12.0,-6.0,1,left,J. Grant running Layup (5 PTS) (J. Nurkic 1 AST),"[203924, 203994]",1610612757.0,POR,running,,,Grant,J. Grant,,,,,Restricted Area,0-8 Center,1.37,Made,5.0,,,,,J. Nurkic,203994.0,1.0,,,,,,,,,,
192,PT09M47.00S,2022-11-03T02:46:50.8Z,2,REGULAR,foul,personal,['1freethrow'],1629634,,,1610612757,28,32,2022-11-03T02:47:10Z,1870000,,,0,,B. Clarke shooting personal FOUL (1 PF) (Grant 1 FT),"[1629634, 203924]",1610612763.0,MEM,shooting,,,Clarke,B. Clarke,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,202007.0,1.0,0.0,Grant,203924.0,,,
194,PT09M47.00S,2022-11-03T02:47:16.6Z,2,REGULAR,freethrow,1 of 1,['fastbreak'],203924,,,1610612757,29,32,2022-11-03T02:47:16Z,1890000,,,0,,J. Grant Free Throw 1 of 1 (6 PTS),[203924],1610612757.0,POR,,,,Grant,J. Grant,,,,,,,,Made,6.0,,,,,,,,,,,,,,,,,
195,PT09M33.00S,2022-11-03T02:47:32.0Z,2,REGULAR,2pt,Jump Shot,[],1626145,77.4802890932983,56.372549019607845,1610612763,29,34,2022-11-03T02:47:36Z,1900000,32.0,159.0,1,right,T. Jones 16' pullup Jump Shot (2 PTS),[1626145],1610612763.0,MEM,pullup,,,Jones,T. Jones,,,,,Mid-Range,16-24 Center,16.24,Made,2.0,,,,,,,,,,,,,,,,,
196,PT09M19.00S,2022-11-03T02:47:49.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203994,5.732588699080158,48.529411764705884,1610612757,31,34,2022-11-03T02:47:53Z,1910000,7.0,1.0,1,left,J. Nurkic Layup (12 PTS) (J. Grant 2 AST),"[203994, 203924]",1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,Restricted Area,0-8 Center,0.75,Made,12.0,,,,,J. Grant,203924.0,2.0,,,,,,,,,,
198,PT09M19.00S,2022-11-03T02:47:54.1Z,2,REGULAR,foul,personal,['1freethrow'],1629723,,,1610612757,31,34,2022-11-03T02:48:03Z,1930000,,,0,,J. Konchar shooting personal FOUL (1 PF) (Nurkic 1 FT),"[1629723, 203994]",1610612763.0,MEM,shooting,,,Konchar,J. Konchar,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,2534.0,1.0,0.0,Nurkic,203994.0,,,
200,PT09M19.00S,2022-11-03T02:48:12.4Z,2,REGULAR,freethrow,1 of 1,[],203994,,,1610612757,32,34,2022-11-03T02:48:12Z,1950000,,,0,,J. Nurkic Free Throw 1 of 1 (13 PTS),[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,,,,Made,13.0,,,,,,,,,,,,,,,,,
201,PT08M59.00S,2022-11-03T02:48:33.5Z,2,REGULAR,2pt,Jump Shot,[],1626145,75.90341655716163,25.245098039215684,1610612763,32,34,2022-11-03T02:48:37Z,1960000,-124.0,174.0,1,right,MISS T. Jones 21' pullup Shot,[1626145],1610612763.0,MEM,pullup,,,Jones,T. Jones,,,,,Mid-Range,16-24 Left Center,21.35,Missed,,,,,,,,,,,,,,,,,,
202,PT08M56.00S,2022-11-03T02:48:36.5Z,2,REGULAR,rebound,defensive,[],1629642,,,1610612757,32,34,2022-11-03T02:48:37Z,1970000,,,0,,N. Little REBOUND (Off:0 Def:1),[1629642],1610612757.0,POR,,,,Little,N. Little,,,,,Mid-Range,16-24 Left Center,,,,201.0,1.0,1.0,0.0,,,,,,,,,,,,,
203,PT08M40.00S,2022-11-03T02:48:52.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629642,6.389618922470433,54.166666666666664,1610612757,32,34,2022-11-03T02:48:57Z,1980000,-21.0,8.0,1,left,MISS N. Little driving reverse Layup,[1629642],1610612757.0,POR,driving reverse,,,Little,N. Little,,,,,Restricted Area,0-8 Center,2.21,Missed,,,,,,,,,,,,,,,,,,
204,PT08M39.00S,2022-11-03T02:48:53.2Z,2,REGULAR,rebound,offensive,[],1626159,,,1610612757,32,34,2022-11-03T02:48:53Z,1990000,,,0,,J. Winslow REBOUND (Off:2 Def:2),[1626159],1610612757.0,POR,,,,Winslow,J. Winslow,,,,,Restricted Area,0-8 Center,,,,203.0,4.0,2.0,2.0,,,,,,,,,,,,,
205,PT08M38.00S,2022-11-03T02:48:54.4Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1626159,6.783837056504599,51.71568627450981,1610612757,32,34,2022-11-03T02:52:13Z,2000000,-9.0,11.0,1,left,MISS J. Winslow Layup,[1626159],1610612757.0,POR,,,,Winslow,J. Winslow,,,,,Restricted Area,0-8 Center,1.42,Missed,,,,,,,,,,,,,,,,,,
207,PT08M36.00S,2022-11-03T02:48:56.4Z,2,REGULAR,rebound,defensive,[],1630583,,,1610612763,32,34,2022-11-03T02:49:00Z,2020000,,,0,,S. Aldama REBOUND (Off:2 Def:2),[1630583],1610612763.0,MEM,,,,Aldama,S. Aldama,,,,,Restricted Area,0-8 Center,,,,205.0,4.0,2.0,2.0,,,,,,,,,,,,,
209,PT08M31.00S,2022-11-03T02:49:05.8Z,2,REGULAR,substitution,out,[],1629634,,,1610612763,32,34,2022-11-03T02:49:10Z,2040000,,,0,,SUB out: B. Clarke,[1629634],1610612763.0,MEM,,,,Clarke,B. Clarke,,,,,,,,,,,,,,,,,,,,,,,,,,
210,PT08M31.00S,2022-11-03T02:49:05.8Z,2,REGULAR,substitution,in,[],203500,,,1610612763,32,34,2022-11-03T02:49:10Z,2050000,,,0,,SUB in: S. Adams,[203500],1610612763.0,MEM,,,,Adams,S. Adams,,,,,,,,,,,,,,,,,,,,,,,,,,
211,PT08M31.00S,2022-11-03T02:49:11.6Z,2,REGULAR,substitution,out,[],1629642,,,1610612763,32,34,2022-11-03T02:49:18Z,2060000,,,0,,SUB out: N. Little,[1629642],1610612757.0,POR,,,,Little,N. Little,,,,,,,,,,,,,,,,,,,,,,,,,,
212,PT08M31.00S,2022-11-03T02:49:11.6Z,2,REGULAR,substitution,out,[],1631101,,,1610612763,32,34,2022-11-03T02:49:18Z,2070000,,,0,,SUB out: S. Sharpe,[1631101],1610612757.0,POR,,,,Sharpe,S. Sharpe,,,,,,,,,,,,,,,,,,,,,,,,,,
213,PT08M31.00S,2022-11-03T02:49:11.6Z,2,REGULAR,substitution,in,[],1629014,,,1610612763,32,34,2022-11-03T02:49:18Z,2080000,,,0,,SUB in: A. Simons,[1629014],1610612757.0,POR,,,,Simons,A. Simons,,,,,,,,,,,,,,,,,,,,,,,,,,
214,PT08M31.00S,2022-11-03T02:49:11.6Z,2,REGULAR,substitution,in,[],1628404,,,1610612763,32,34,2022-11-03T02:49:18Z,2090000,,,0,,SUB in: J. Hart,[1628404],1610612757.0,POR,,,,Hart,J. Hart,,,,,,,,,,,,,,,,,,,,,,,,,,
215,PT08M27.00S,2022-11-03T02:49:34.9Z,2,REGULAR,3pt,Jump Shot,[],1630583,66.44218134034165,52.450980392156865,1610612763,32,37,2022-11-03T02:49:39Z,2100000,12.0,263.0,1,right,S. Aldama 26' 3PT  (5 PTS) (D. Bane 1 AST),"[1630583, 1630217]",1610612763.0,MEM,,,,Aldama,S. Aldama,,,,,Above the Break 3,24+ Center,26.32,Made,5.0,,,,,D. Bane,1630217.0,1.0,,,,,,,,,,
217,PT08M15.00S,2022-11-03T02:49:50.0Z,2,REGULAR,turnover,traveling,[],203924,,,1610612757,32,37,2022-11-03T02:49:54Z,2120000,,,0,,J. Grant traveling TURNOVER (2 TO),[203924],1610612757.0,POR,,,,Grant,J. Grant,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,202007.0,,,,,2.0,,
218,PT07M58.00S,2022-11-03T02:50:21.4Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1630583,87.46714848883047,3.1862745098039214,1610612763,32,37,2022-11-03T02:50:25Z,2130000,-234.0,65.0,1,right,MISS S. Aldama 24' pullup 3PT,[1630583],1610612763.0,MEM,pullup,,,Aldama,S. Aldama,,,,,Left Corner 3,24+ Left,24.3,Missed,,,,,,,,,,,,,,,,,,
219,PT07M56.00S,2022-11-03T02:50:23.4Z,2,REGULAR,rebound,defensive,[],203924,,,1610612757,32,37,2022-11-03T02:50:25Z,2140000,,,0,,J. Grant REBOUND (Off:0 Def:2),[203924],1610612757.0,POR,,,,Grant,J. Grant,,,,,Left Corner 3,24+ Left,,,,218.0,2.0,2.0,0.0,,,,,,,,,,,,,
220,PT07M39.00S,2022-11-03T02:50:39.7Z,2,REGULAR,3pt,Jump Shot,[],1629014,35.8245729303548,21.323529411764707,1610612757,32,37,2022-11-03T02:50:45Z,2150000,143.0,284.0,1,left,MISS A. Simons 31' 3PT,[1629014],1610612757.0,POR,,,,Simons,A. Simons,,,,,Above the Break 3,24+ Right Center,31.84,Missed,,,,,,,,,,,,,,,,,,
221,PT07M38.00S,2022-11-03T02:50:40.7Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612757,32,37,2022-11-03T02:50:45Z,2160000,,,0,,TEAM offensive REBOUND,[],1610612757.0,POR,,,,,,,,,,Above the Break 3,24+ Right Center,,,,220.0,,,,,,,,,,,,,,,,
222,PT07M38.00S,2022-11-03T02:50:44.1Z,2,REGULAR,foul,personal,[],1630583,,,1610612757,32,37,2022-11-03T02:50:58Z,2170000,,,0,,S. Aldama loose ball personal FOUL (1 PF),"[1630583, 203994]",1610612763.0,MEM,loose ball,,,Aldama,S. Aldama,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,1627534.0,1.0,0.0,Nurkic,203994.0,,,
224,PT07M31.00S,2022-11-03T02:51:11.6Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203924,6.389618922470433,49.754901960784316,1610612757,34,37,2022-11-03T02:51:16Z,2190000,1.0,8.0,1,left,J. Grant driving Layup (8 PTS),[203924],1610612757.0,POR,driving,,,Grant,J. Grant,,,,,Restricted Area,0-8 Center,0.77,Made,8.0,,,,,,,,,,,,,,,,,
225,PT07M09.00S,2022-11-03T02:51:33.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203500,93.64323258869908,46.81372549019608,1610612763,34,39,2022-11-03T02:51:37Z,2200000,-16.0,7.0,1,right,S. Adams Layup (8 PTS),[203500],1610612763.0,MEM,,,,Adams,S. Adams,,,,,Restricted Area,0-8 Center,1.75,Made,8.0,,,,,,,,,,,,,,,,,
227,PT06M57.00S,2022-11-03T02:51:46.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203924,6.1268068331143235,47.549019607843135,1610612757,36,39,2022-11-03T02:51:49Z,2220000,12.0,5.0,1,left,J. Grant Layup (10 PTS) (J. Hart 3 AST),"[203924, 1628404]",1610612757.0,POR,,,,Grant,J. Grant,,,,,Restricted Area,0-8 Center,1.33,Made,10.0,,,,,J. Hart,1628404.0,3.0,,,,,,,,,,
229,PT06M33.00S,2022-11-03T02:52:09.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629723,94.1688567674113,47.794117647058826,1610612763,36,41,2022-11-03T02:52:13Z,2240000,-11.0,2.0,1,right,J. Konchar cutting Layup (5 PTS) (T. Jones 3 AST),"[1629723, 1626145]",1610612763.0,MEM,cutting,,,Konchar,J. Konchar,,,,,Restricted Area,0-8 Center,1.12,Made,5.0,,,,,T. Jones,1626145.0,3.0,,,,,,,,,,
231,PT06M20.00S,2022-11-03T02:52:22.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203994,5.601182654402102,49.26470588235294,1610612757,38,41,2022-11-03T02:52:32Z,2260000,4.0,0.0,1,left,J. Nurkic finger roll Layup (15 PTS) (J. Winslow 3 AST),"[203994, 1626159]",1610612757.0,POR,finger roll,,,Nurkic,J. Nurkic,,,,,Restricted Area,0-8 Center,0.37,Made,15.0,,,,,J. Winslow,1626159.0,3.0,,,,,,,,,,
233,PT06M10.00S,2022-11-03T02:52:33.3Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626145,81.68528252299606,50.98039215686274,1610612763,38,41,2022-11-03T02:52:40Z,2280000,5.0,120.0,1,right,MISS T. Jones 11' driving floating Shot,[1626145],1610612763.0,MEM,driving floating,,,Jones,T. Jones,,,,,In The Paint (Non-RA),8-16 Center,11.98,Missed,,,,,,,,,,,,,,,,,,
234,PT06M06.00S,2022-11-03T02:52:36.1Z,2,REGULAR,rebound,defensive,[],1629014,,,1610612757,38,41,2022-11-03T02:52:36Z,2290000,,,0,,A. Simons REBOUND (Off:0 Def:1),[1629014],1610612757.0,POR,,,,Simons,A. Simons,,,,,In The Paint (Non-RA),8-16 Center,,,,233.0,1.0,1.0,0.0,,,,,,,,,,,,,
235,PT06M05.00S,2022-11-03T02:52:39.9Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1629014,6.1268068331143235,49.26470588235294,1610612757,40,41,2022-11-03T02:52:45Z,2300000,4.0,5.0,1,left,A. Simons running Layup (2 PTS),[1629014],1610612757.0,POR,running,,,Simons,A. Simons,,,,,Restricted Area,0-8 Center,0.63,Made,2.0,,,,,,,,,,,,,,,,,
236,PT06M05.00S,2022-11-03T02:52:41.5Z,2,REGULAR,foul,personal,['1freethrow'],1630217,,,1610612757,40,41,2022-11-03T02:52:52Z,2310000,,,0,,D. Bane shooting personal FOUL (1 PF) (Simons 1 FT),"[1630217, 1629014]",1610612763.0,MEM,shooting,,,Bane,D. Bane,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,202007.0,1.0,0.0,Simons,1629014.0,,,
238,PT06M05.00S,2022-11-03T02:53:01.8Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612757,40,41,2022-11-03T02:56:10Z,2330000,,,0,,POR Timeout,[],1610612757.0,POR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
239,PT06M05.00S,2022-11-03T02:55:45.9Z,2,REGULAR,substitution,out,[],1626159,,,1610612757,40,41,2022-11-03T02:56:19Z,2340000,,,0,,SUB out: J. Winslow,[1626159],1610612757.0,POR,,,,Winslow,J. Winslow,,,,,,,,,,,,,,,,,,,,,,,,,,
240,PT06M05.00S,2022-11-03T02:55:45.9Z,2,REGULAR,substitution,out,[],203994,,,1610612757,40,41,2022-11-03T02:56:19Z,2350000,,,0,,SUB out: J. Nurkic,[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,,,,,,,,,,,,,,,,,,,,,,
241,PT06M05.00S,2022-11-03T02:55:45.9Z,2,REGULAR,substitution,out,[],203500,,,1610612757,40,41,2022-11-03T02:56:19Z,2360000,,,0,,SUB out: S. Adams,[203500],1610612763.0,MEM,,,,Adams,S. Adams,,,,,,,,,,,,,,,,,,,,,,,,,,
242,PT06M05.00S,2022-11-03T02:55:45.9Z,2,REGULAR,substitution,out,[],1630583,,,1610612757,40,41,2022-11-03T02:56:19Z,2370000,,,0,,SUB out: S. Aldama,[1630583],1610612763.0,MEM,,,,Aldama,S. Aldama,,,,,,,,,,,,,,,,,,,,,,,,,,
243,PT06M05.00S,2022-11-03T02:55:45.9Z,2,REGULAR,substitution,out,[],1626145,,,1610612757,40,41,2022-11-03T02:56:19Z,2380000,,,0,,SUB out: T. Jones,[1626145],1610612763.0,MEM,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
244,PT06M05.00S,2022-11-03T02:55:45.9Z,2,REGULAR,substitution,out,[],1630217,,,1610612757,40,41,2022-11-03T02:56:19Z,2390000,,,0,,SUB out: D. Bane,[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,,,,,,,,,,,,,,,,,,,,,,
245,PT06M05.00S,2022-11-03T02:55:45.9Z,2,REGULAR,substitution,in,[],1631101,,,1610612757,40,41,2022-11-03T02:56:19Z,2400000,,,0,,SUB in: S. Sharpe,[1631101],1610612757.0,POR,,,,Sharpe,S. Sharpe,,,,,,,,,,,,,,,,,,,,,,,,,,
246,PT06M05.00S,2022-11-03T02:55:45.9Z,2,REGULAR,substitution,in,[],1629234,,,1610612757,40,41,2022-11-03T02:56:19Z,2410000,,,0,,SUB in: D. Eubanks,[1629234],1610612757.0,POR,,,,Eubanks,D. Eubanks,,,,,,,,,,,,,,,,,,,,,,,,,,
247,PT06M05.00S,2022-11-03T02:55:45.9Z,2,REGULAR,substitution,in,[],1629634,,,1610612757,40,41,2022-11-03T02:56:19Z,2420000,,,0,,SUB in: B. Clarke,[1629634],1610612763.0,MEM,,,,Clarke,B. Clarke,,,,,,,,,,,,,,,,,,,,,,,,,,
248,PT06M05.00S,2022-11-03T02:55:45.9Z,2,REGULAR,substitution,in,[],1629630,,,1610612757,40,41,2022-11-03T02:56:19Z,2430000,,,0,,SUB in: J. Morant,[1629630],1610612763.0,MEM,,,,Morant,J. Morant,,,,,,,,,,,,,,,,,,,,,,,,,,
249,PT06M05.00S,2022-11-03T02:55:45.9Z,2,REGULAR,substitution,in,[],1631223,,,1610612757,40,41,2022-11-03T02:56:19Z,2440000,,,0,,SUB in: D. Roddy,[1631223],1610612763.0,MEM,,,,Roddy,D. Roddy,,,,,,,,,,,,,,,,,,,,,,,,,,
250,PT06M05.00S,2022-11-03T02:55:45.9Z,2,REGULAR,substitution,in,[],1628415,,,1610612757,40,41,2022-11-03T02:56:19Z,2450000,,,0,,SUB in: D. Brooks,[1628415],1610612763.0,MEM,,,,Brooks,D. Brooks,,,,,,,,,,,,,,,,,,,,,,,,,,
251,PT06M05.00S,2022-11-03T02:56:30.9Z,2,REGULAR,freethrow,1 of 1,['fastbreak'],1629014,,,1610612757,40,41,2022-11-03T02:56:30Z,2460000,,,0,,MISS A. Simons Free Throw 1 of 1,[1629014],1610612757.0,POR,,,,Simons,A. Simons,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
252,PT06M03.00S,2022-11-03T02:56:32.9Z,2,REGULAR,rebound,defensive,[],1629630,,,1610612763,40,41,2022-11-03T02:56:33Z,2470000,,,0,,J. Morant REBOUND (Off:0 Def:3),[1629630],1610612763.0,MEM,,,,Morant,J. Morant,,,,,,,,,,251.0,3.0,3.0,0.0,,,,,,,,,,,,,
253,PT05M48.00S,2022-11-03T02:56:47.0Z,2,REGULAR,3pt,Jump Shot,[],1631223,77.4802890932983,11.27450980392157,1610612763,40,44,2022-11-03T02:56:51Z,2480000,-194.0,159.0,1,right,D. Roddy 25' 3PT  (6 PTS) (J. Morant 4 AST),"[1631223, 1629630]",1610612763.0,MEM,,,,Roddy,D. Roddy,,,,,Above the Break 3,24+ Left Center,25.07,Made,6.0,,,,,J. Morant,1629630.0,4.0,,,,,,,,,,
255,PT05M26.00S,2022-11-03T02:57:09.2Z,2,REGULAR,3pt,Jump Shot,[],203924,26.363337713534822,16.42156862745098,1610612757,40,44,2022-11-03T02:57:16Z,2500000,168.0,195.0,1,left,MISS J. Grant 25' 3PT,[203924],1610612757.0,POR,,,,Grant,J. Grant,,,,,Above the Break 3,24+ Right Center,25.76,Missed,,,,,,,,,,,,,,,,,,
256,PT05M22.00S,2022-11-03T02:57:13.2Z,2,REGULAR,rebound,defensive,[],1629634,,,1610612763,40,44,2022-11-03T03:01:19Z,2510000,,,0,,B. Clarke REBOUND (Off:0 Def:3),[1629634],1610612763.0,MEM,,,,Clarke,B. Clarke,,,,,Above the Break 3,24+ Right Center,,,,255.0,3.0,3.0,0.0,,,,,,,,,,,,,
257,PT05M07.00S,2022-11-03T02:57:28.5Z,2,REGULAR,3pt,Jump Shot,[],1629723,66.83639947437582,46.07843137254902,1610612763,40,44,2022-11-03T02:57:34Z,2520000,-20.0,259.0,1,right,MISS J. Konchar 25' 3PT,[1629723],1610612763.0,MEM,,,,Konchar,J. Konchar,,,,,Above the Break 3,24+ Center,25.99,Missed,,,,,,,,,,,,,,,,,,
258,PT05M04.00S,2022-11-03T02:57:31.5Z,2,REGULAR,rebound,defensive,[],203924,,,1610612757,40,44,2022-11-03T02:57:34Z,2530000,,,0,,J. Grant REBOUND (Off:0 Def:3),[203924],1610612757.0,POR,,,,Grant,J. Grant,,,,,Above the Break 3,24+ Center,,,,257.0,3.0,3.0,0.0,,,,,,,,,,,,,
259,PT04M57.00S,2022-11-03T02:57:40.8Z,2,REGULAR,turnover,traveling,[],203924,,,1610612757,40,44,2022-11-03T02:57:45Z,2540000,,,0,,J. Grant traveling TURNOVER (3 TO),[203924],1610612757.0,POR,,,,Grant,J. Grant,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,202007.0,,,,,3.0,,
260,PT04M44.00S,2022-11-03T02:58:07.7Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1629634,93.64323258869908,52.69607843137255,1610612763,40,44,2022-11-03T02:58:16Z,2550000,13.0,7.0,1,right,MISS B. Clarke alley-oop Layup,[1629634],1610612763.0,MEM,alley-oop,,,Clarke,B. Clarke,,,,,Restricted Area,0-8 Center,1.53,Missed,,,,,,,,,,,,,,,,,,
261,PT04M44.00S,2022-11-03T02:58:07.7Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612757,40,44,2022-11-03T02:58:16Z,2560000,,,0,,TEAM defensive REBOUND,[],1610612757.0,POR,,,,,,,,,,Restricted Area,0-8 Center,,,,260.0,,,,,,,,,,,,,,,,
263,PT04M27.00S,2022-11-03T02:58:31.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629234,6.521024967148489,48.77450980392157,1610612757,40,44,2022-11-03T02:58:35Z,2580000,6.0,9.0,1,left,MISS D. Eubanks Layup,[1629234],1610612757.0,POR,,,,Eubanks,D. Eubanks,,,,,Restricted Area,0-8 Center,1.07,Missed,,,,,,,,,,,,,,,,,,
