actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,officialId,turnoverTotal,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
15,PT10M59.00S,2023-03-15T02:12:01.2Z,1,REGULAR,rebound,offensive,[],1630193,,,1610612752,0,0,2023-03-15T02:12:05Z,150000,False,,,0,,I. Quickley REBOUND (Off:1 Def:1),[1630193],1610612752.0,NYK,,,,Quickley,I. Quickley,,,,,In The Paint (Non-RA),8-16 Left,,,,,14.0,2.0,1.0,1.0,,,,,,,,,,,,
16,PT10M57.00S,2023-03-15T02:12:04.4Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],203944,31.488173455978973,31.61764705882353,1610612752,0,0,2023-03-15T02:12:12Z,160000,False,92.0,243.0,1,left,MISS J. Randle 26' 3PT - blocked,"[203944, 1629680]",1610612752.0,NYK,,,,Randle,J. Randle,,,,,Above the Break 3,24+ Right Center,26.03,Missed,Thybulle,1629680.0,,,,,,,,,,,,,,,,
17,PT10M57.00S,2023-03-15T02:12:04.4Z,1,REGULAR,block,,[],1629680,,,1610612752,0,0,2023-03-15T02:12:06Z,170000,False,,,0,,M. Thybulle BLOCK (1 BLK),[1629680],1610612757.0,POR,,,,Thybulle,M. Thybulle,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
18,PT10M57.00S,2023-03-15T02:12:04.4Z,1,REGULAR,rebound,defensive,[],1629680,,,1610612757,0,0,2023-03-15T02:12:12Z,180000,False,,,0,,M. Thybulle REBOUND (Off:0 Def:1),[1629680],1610612757.0,POR,,,,Thybulle,M. Thybulle,,,,,Above the Break 3,24+ Right Center,,,,,16.0,1.0,1.0,0.0,,,,,,,,,,,,
19,PT10M53.00S,2023-03-15T02:12:08.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1629680,92.85479632063075,50.98039215686274,1610612757,2,0,2023-03-15T02:12:17Z,190000,False,5.0,15.0,1,right,M. Thybulle running Layup (2 PTS),[1629680],1610612757.0,POR,running,,,Thybulle,M. Thybulle,,,,,Restricted Area,0-8 Center,1.55,Made,,,,,,,2.0,,,,,,,,,,,
20,PT10M24.00S,2023-03-15T02:12:38.8Z,1,REGULAR,turnover,shot clock,['team'],0,,,1610612752,2,0,2023-03-15T02:12:49Z,200000,False,,,0,,NYK shot clock Team TURNOVER,[],1610612752.0,NYK,,,,,,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,201639.0,,,,,,,,,,
21,PT10M11.00S,2023-03-15T02:13:09.2Z,1,REGULAR,turnover,bad pass,[],203081,,,1610612757,2,0,2023-03-15T02:13:18Z,210000,False,,,0,,D. Lillard bad pass TURNOVER (1 TO),"[203081, 1630193]",1610612757.0,POR,,,,Lillard,D. Lillard,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,1.0,Quickley,1630193.0,,,,,,,
22,PT10M11.00S,2023-03-15T02:13:09.2Z,1,REGULAR,steal,,[],1630193,,,1610612752,2,0,2023-03-15T02:13:11Z,220000,False,,,0,,I. Quickley STEAL (1 STL),[1630193],1610612752.0,NYK,,,,Quickley,I. Quickley,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
23,PT10M05.00S,2023-03-15T02:13:14.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",203944,7.30946123521682,48.28431372549019,1610612752,2,0,2023-03-15T02:13:22Z,230000,False,9.0,16.0,1,left,MISS J. Randle running Layup,[203944],1610612752.0,NYK,running,,,Randle,J. Randle,,,,,Restricted Area,0-8 Center,1.83,Missed,,,,,,,,,,,,,,,,,,
24,PT10M03.00S,2023-03-15T02:13:17.7Z,1,REGULAR,rebound,defensive,[],203994,,,1610612757,2,0,2023-03-15T02:13:17Z,240000,False,,,0,,J. Nurkic REBOUND (Off:0 Def:2),[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,Restricted Area,0-8 Center,,,,,23.0,2.0,2.0,0.0,,,,,,,,,,,,
25,PT09M58.00S,2023-03-15T02:13:22.4Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],203081,64.86530880420499,16.666666666666664,1610612757,5,0,2023-03-15T02:13:32Z,250000,False,-167.0,278.0,1,right,D. Lillard 32' 3PT running (3 PTS) (M. Thybulle 1 AST),"[203081, 1629680]",1610612757.0,POR,running,,,Lillard,D. Lillard,,,,,Above the Break 3,24+ Left Center,32.4,Made,,,,,,,3.0,,,,,M. Thybulle,1629680.0,1.0,,,,
27,PT09M35.00S,2023-03-15T02:13:44.7Z,1,REGULAR,3pt,Jump Shot,[],1630193,11.645860709592641,3.431372549019608,1610612752,5,0,2023-03-15T02:13:49Z,270000,False,233.0,57.0,1,left,MISS I. Quickley 3PT,[1630193],1610612752.0,NYK,,,,Quickley,I. Quickley,,,,,Right Corner 3,24+ Right,23.97,Missed,,,,,,,,,,,,,,,,,,
28,PT09M33.00S,2023-03-15T02:13:46.7Z,1,REGULAR,rebound,defensive,[],203081,,,1610612757,5,0,2023-03-15T02:13:49Z,280000,False,,,0,,D. Lillard REBOUND (Off:0 Def:1),[203081],1610612757.0,POR,,,,Lillard,D. Lillard,,,,,Right Corner 3,24+ Right,,,,,27.0,1.0,1.0,0.0,,,,,,,,,,,,
29,PT09M26.00S,2023-03-15T02:13:54.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630570,90.62089356110381,48.77450980392157,1610612757,5,0,2023-03-15T02:16:44Z,290000,False,-6.0,36.0,1,right,MISS T. Watford driving Layup,[1630570],1610612757.0,POR,driving,,,Watford,T. Watford,,,,,Restricted Area,0-8 Center,3.62,Missed,,,,,,,,,,,,,,,,,,
31,PT09M23.00S,2023-03-15T02:13:57.7Z,1,REGULAR,rebound,defensive,[],203944,,,1610612752,5,0,2023-03-15T02:13:59Z,310000,False,,,0,,J. Randle REBOUND (Off:0 Def:2),[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,Restricted Area,0-8 Center,,,,,29.0,2.0,2.0,0.0,,,,,,,,,,,,
32,PT09M21.00S,2023-03-15T02:13:59.7Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1629656,19.66162943495401,91.42156862745098,1610612752,5,0,2023-03-15T02:14:11Z,320000,False,-207.0,132.0,1,left,MISS Q. Grimes 24' running 3PT,[1629656],1610612752.0,NYK,running,,,Grimes,Q. Grimes,,,,,Above the Break 3,24+ Left Center,24.58,Missed,,,,,,,,,,,,,,,,,,
33,PT09M19.00S,2023-03-15T02:14:01.7Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612757,5,0,2023-03-15T02:14:11Z,330000,False,,,0,,TEAM defensive REBOUND,[],1610612757.0,POR,,,,,,,,,,Above the Break 3,24+ Left Center,,,,,32.0,,,,,,,,,,,,,,,
35,PT09M06.00S,2023-03-15T02:14:31.2Z,1,REGULAR,3pt,Jump Shot,[],1629680,71.17279894875165,77.45098039215686,1610612757,8,0,2023-03-15T02:14:35Z,350000,False,137.0,218.0,1,right,M. Thybulle 25' 3PT  (5 PTS) (D. Lillard 1 AST),"[1629680, 203081]",1610612757.0,POR,,,,Thybulle,M. Thybulle,,,,,Above the Break 3,24+ Right Center,25.81,Made,,,,,,,5.0,,,,,D. Lillard,203081.0,1.0,,,,
37,PT08M58.00S,2023-03-15T02:14:44.0Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612752,8,0,2023-03-15T02:14:44Z,370000,False,,,0,,NYK Timeout,[],1610612752.0,NYK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,PT08M47.00S,2023-03-15T02:17:46.2Z,1,REGULAR,3pt,Jump Shot,[],203944,31.882391590013142,68.62745098039215,1610612752,8,0,2023-03-15T02:17:52Z,380000,False,-93.0,247.0,1,left,MISS J. Randle 26' 3PT,[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,Above the Break 3,24+ Left Center,26.42,Missed,,,,,,,,,,,,,,,,,,
39,PT08M43.00S,2023-03-15T02:17:50.2Z,1,REGULAR,rebound,defensive,[],1629680,,,1610612757,8,0,2023-03-15T02:17:52Z,390000,False,,,0,,M. Thybulle REBOUND (Off:0 Def:2),[1629680],1610612757.0,POR,,,,Thybulle,M. Thybulle,,,,,Above the Break 3,24+ Left Center,,,,,38.0,2.0,2.0,0.0,,,,,,,,,,,,
40,PT08M21.00S,2023-03-15T02:18:12.1Z,1,REGULAR,3pt,Jump Shot,[],1629014,64.33968462549278,59.31372549019608,1610612757,8,0,2023-03-15T02:18:34Z,400000,False,47.0,283.0,1,right,MISS A. Simons 28' step back 3PT - blocked,"[1629014, 1629656]",1610612757.0,POR,step back,,,Simons,A. Simons,,,,,Above the Break 3,24+ Center,28.65,Missed,Grimes,1629656.0,,,,,,,,,,,,,,,,
41,PT08M21.00S,2023-03-15T02:18:12.1Z,1,REGULAR,block,,[],1629656,,,1610612757,8,0,2023-03-15T02:18:17Z,410000,False,,,0,,Q. Grimes BLOCK (1 BLK),[1629656],1610612752.0,NYK,,,,Grimes,Q. Grimes,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
42,PT08M21.00S,2023-03-15T02:18:12.1Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612757,8,0,2023-03-15T02:18:28Z,420000,False,,,0,,TEAM offensive REBOUND,[],1610612757.0,POR,,,,,,,,,,Above the Break 3,24+ Center,,,,,40.0,,,,,,,,,,,,,,,
43,PT08M21.00S,2023-03-15T02:18:20.9Z,1,REGULAR,turnover,shot clock,['team'],0,,,1610612757,8,0,2023-03-15T02:18:40Z,430000,False,,,0,,POR shot clock Team TURNOVER,[],1610612757.0,POR,,,,,,,,,,Above the Break 3,24+ Center,,,,,,,,,,201639.0,,,,,,,,,,
44,PT08M06.00S,2023-03-15T02:18:37.2Z,1,REGULAR,turnover,bad pass,[],1629628,,,1610612752,8,0,2023-03-15T02:18:46Z,440000,False,,,0,,R. Barrett bad pass TURNOVER (1 TO),"[1629628, 1629680]",1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,Above the Break 3,24+ Center,,,,,,,,,,,1.0,Thybulle,1629680.0,,,,,,,
45,PT08M06.00S,2023-03-15T02:18:37.2Z,1,REGULAR,steal,,[],1629680,,,1610612757,8,0,2023-03-15T02:19:38Z,450000,False,,,0,,M. Thybulle STEAL (1 STL),[1629680],1610612757.0,POR,,,,Thybulle,M. Thybulle,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
46,PT08M01.00S,2023-03-15T02:18:41.7Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1629014,92.46057818659659,50.49019607843137,1610612757,10,0,2023-03-15T02:18:53Z,460000,False,2.0,18.0,1,right,A. Simons running DUNK (2 PTS) (D. Lillard 2 AST),"[1629014, 203081]",1610612757.0,POR,running,,,Simons,A. Simons,,,,,Restricted Area,0-8 Center,1.86,Made,,,,,,,2.0,,,,,D. Lillard,203081.0,2.0,,,,
48,PT07M48.00S,2023-03-15T02:18:54.5Z,1,REGULAR,3pt,Jump Shot,[],1629628,31.488173455978973,29.411764705882355,1610612752,10,3,2023-03-15T02:18:58Z,480000,False,103.0,243.0,1,left,R. Barrett 26' 3PT  (3 PTS) (I. Quickley 1 AST),"[1629628, 1630193]",1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,Above the Break 3,24+ Right Center,26.43,Made,,,,,,,3.0,,,,,I. Quickley,1630193.0,1.0,,,,
50,PT07M33.00S,2023-03-15T02:19:10.7Z,1,REGULAR,3pt,Jump Shot,[],203081,68.9388961892247,30.637254901960787,1610612757,10,3,2023-03-15T02:19:16Z,500000,False,-97.0,239.0,1,right,MISS D. Lillard 25' step back 3PT,[203081],1610612757.0,POR,step back,,,Lillard,D. Lillard,,,,,Above the Break 3,24+ Left Center,25.83,Missed,,,,,,,,,,,,,,,,,,
51,PT07M29.00S,2023-03-15T02:19:14.7Z,1,REGULAR,rebound,defensive,[],1629628,,,1610612752,10,3,2023-03-15T02:19:16Z,510000,False,,,0,,R. Barrett REBOUND (Off:0 Def:1),[1629628],1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,Above the Break 3,24+ Left Center,,,,,50.0,1.0,1.0,0.0,,,,,,,,,,,,
52,PT07M26.00S,2023-03-15T02:19:17.1Z,1,REGULAR,turnover,bad pass,[],1629628,,,1610612752,10,3,2023-03-15T02:19:20Z,520000,False,,,0,,R. Barrett bad pass TURNOVER (2 TO),"[1629628, 1630570]",1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,Above the Break 3,24+ Center,,,,,,,,,,,2.0,Watford,1630570.0,,,,,,,
53,PT07M26.00S,2023-03-15T02:19:17.1Z,1,REGULAR,steal,,[],1630570,,,1610612757,10,3,2023-03-15T02:19:19Z,530000,False,,,0,,T. Watford STEAL (1 STL),[1630570],1610612757.0,POR,,,,Watford,T. Watford,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
54,PT07M23.00S,2023-03-15T02:19:20.7Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1629014,70.12155059132719,76.22549019607843,1610612757,10,3,2023-03-15T02:19:28Z,540000,False,131.0,228.0,1,right,MISS A. Simons 26' running pullup 3PT,[1629014],1610612757.0,POR,running pullup,,,Simons,A. Simons,,,,,Above the Break 3,24+ Right Center,26.34,Missed,,,,,,,,,,,,,,,,,,
55,PT07M19.00S,2023-03-15T02:19:24.7Z,1,REGULAR,rebound,defensive,[],1629628,,,1610612752,10,3,2023-03-15T02:19:28Z,550000,False,,,0,,R. Barrett REBOUND (Off:0 Def:2),[1629628],1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,Above the Break 3,24+ Right Center,,,,,54.0,2.0,2.0,0.0,,,,,,,,,,,,
56,PT07M12.00S,2023-03-15T02:19:30.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629628,9.543363994743759,47.794117647058826,1610612752,10,3,2023-03-15T02:19:42Z,560000,False,11.0,37.0,1,left,MISS R. Barrett driving Layup,[1629628],1610612752.0,NYK,driving,,,Barrett,R. Barrett,,,,,Restricted Area,0-8 Center,3.88,Missed,,,,,,,,,,,,,,,,,,
57,PT07M10.00S,2023-03-15T02:19:32.8Z,1,REGULAR,rebound,defensive,[],203994,,,1610612757,10,3,2023-03-15T02:19:32Z,570000,False,,,0,,J. Nurkic REBOUND (Off:0 Def:3),[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,Restricted Area,0-8 Center,,,,,56.0,3.0,3.0,0.0,,,,,,,,,,,,
58,PT07M05.00S,2023-03-15T02:19:37.8Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1629680,95.0886990801577,2.450980392156863,1610612757,13,3,2023-03-15T02:19:47Z,580000,False,-238.0,-6.0,1,right,M. Thybulle 3PT running (8 PTS) (T. Watford 1 AST),"[1629680, 1630570]",1610612757.0,POR,running,,,Thybulle,M. Thybulle,,,,,Left Corner 3,24+ Left,23.78,Made,,,,,,,8.0,,,,,T. Watford,1630570.0,1.0,,,,
60,PT06M49.00S,2023-03-15T02:19:53.2Z,1,REGULAR,3pt,Jump Shot,[],203944,29.122864651773984,75.73529411764706,1610612752,13,3,2023-03-15T02:20:00Z,600000,False,-129.0,221.0,1,left,MISS J. Randle 25' 3PT,[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,Above the Break 3,24+ Left Center,25.6,Missed,,,,,,,,,,,,,,,,,,
61,PT06M46.00S,2023-03-15T02:19:56.2Z,1,REGULAR,rebound,defensive,[],203081,,,1610612757,13,3,2023-03-15T02:20:00Z,610000,False,,,0,,D. Lillard REBOUND (Off:0 Def:2),[203081],1610612757.0,POR,,,,Lillard,D. Lillard,,,,,Above the Break 3,24+ Left Center,,,,,60.0,2.0,2.0,0.0,,,,,,,,,,,,
62,PT06M39.00S,2023-03-15T02:20:03.5Z,1,REGULAR,3pt,Jump Shot,[],203081,68.67608409986859,26.96078431372549,1610612757,13,3,2023-03-15T02:20:12Z,620000,False,-115.0,242.0,1,right,MISS D. Lillard 26' pullup 3PT,[203081],1610612757.0,POR,pullup,,,Lillard,D. Lillard,,,,,Above the Break 3,24+ Left Center,26.79,Missed,,,,,,,,,,,,,,,,,,
63,PT06M37.00S,2023-03-15T02:20:07.1Z,1,REGULAR,rebound,offensive,[],203994,,,1610612757,13,3,2023-03-15T02:20:07Z,630000,False,,,0,,J. Nurkic REBOUND (Off:1 Def:3),[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,Above the Break 3,24+ Left Center,,,,,62.0,4.0,3.0,1.0,,,,,,,,,,,,
64,PT06M37.00S,2023-03-15T02:20:07.7Z,1,REGULAR,2pt,Layup,"['2ndchance', 'defensivegoaltending']",203994,94.03745072273325,66.42156862745098,1610612757,15,3,2023-03-15T02:20:30Z,640000,False,82.0,4.0,1,right,J. Nurkic 8' putback Layup (2 PTS),[203994],1610612757.0,POR,putback,,,Nurkic,J. Nurkic,,,,,Mid-Range,8-16 Right,8.22,Made,,,,,,,2.0,,,,,,,,,,,
65,PT06M37.00S,2023-03-15T02:20:15.6Z,1,REGULAR,violation,defensive goaltending,[],1629011,,,1610612757,15,3,2023-03-15T02:20:30Z,650000,False,,,0,,M. Robinson defensive goaltending VIOLATION,[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,,,,,,,,,,,,201639.0,,,,,,,,,,
66,PT06M18.00S,2023-03-15T02:20:43.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629628,8.492115637319317,55.63725490196079,1610612752,15,5,2023-03-15T02:22:23Z,660000,False,-28.0,27.0,1,left,R. Barrett driving finger roll Layup (5 PTS),[1629628],1610612752.0,NYK,driving finger roll,,,Barrett,R. Barrett,,,,,Restricted Area,0-8 Center,3.92,Made,,,,,,,5.0,,,,,,,,,,,
67,PT05M55.00S,2023-03-15T02:21:07.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203994,89.17542706964521,58.08823529411765,1610612757,17,5,2023-03-15T02:21:14Z,670000,False,40.0,49.0,1,right,J. Nurkic 6' cutting Layup (4 PTS) (D. Lillard 3 AST),"[203994, 203081]",1610612757.0,POR,cutting,,,Nurkic,J. Nurkic,,,,,In The Paint (Non-RA),0-8 Center,6.37,Made,,,,,,,4.0,,,,,D. Lillard,203081.0,3.0,,,,
69,PT05M55.00S,2023-03-15T02:21:10.8Z,1,REGULAR,foul,personal,['1freethrow'],203944,,,1610612757,17,5,2023-03-15T02:21:28Z,690000,False,,,0,,J. Randle shooting personal FOUL (1 PF) (Nurkic 1 FT),"[203944, 203994]",1610612752.0,NYK,shooting,,,Randle,J. Randle,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,202027.0,,,,,,,1.0,0.0,Nurkic,203994.0
71,PT05M55.00S,2023-03-15T02:21:39.2Z,1,REGULAR,freethrow,1 of 1,[],203994,,,1610612757,17,5,2023-03-15T02:21:44Z,710000,False,,,0,,MISS J. Nurkic Free Throw 1 of 1,[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
72,PT05M50.00S,2023-03-15T02:21:44.2Z,1,REGULAR,rebound,defensive,[],203944,,,1610612752,17,5,2023-03-15T02:21:44Z,720000,False,,,0,,J. Randle REBOUND (Off:0 Def:3),[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,,,,,,,71.0,3.0,3.0,0.0,,,,,,,,,,,,
73,PT05M39.00S,2023-03-15T02:21:55.3Z,1,REGULAR,foul,personal,['2freethrow'],1630570,,,1610612752,17,5,2023-03-15T02:22:05Z,730000,False,,,0,,T. Watford shooting personal FOUL (1 PF) (Randle 2 FT),"[1630570, 203944]",1610612757.0,POR,shooting,,,Watford,T. Watford,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,1628954.0,,,,,,,1.0,0.0,Randle,203944.0
75,PT05M39.00S,2023-03-15T02:22:23.0Z,1,REGULAR,freethrow,1 of 2,[],203944,,,1610612752,17,6,2023-03-15T02:22:59Z,750000,False,,,0,,J. Randle Free Throw 1 of 2 (1 PTS),[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,,,,Made,,,,,,,1.0,,,,,,,,,,,
76,PT05M39.00S,2023-03-15T02:22:24.5Z,1,REGULAR,substitution,out,[],1629014,,,1610612752,17,6,2023-03-15T02:22:31Z,760000,False,,,0,,SUB out: A. Simons,[1629014],1610612757.0,POR,,,,Simons,A. Simons,,,,,,,,,,,,,,,,,,,,,,,,,,
77,PT05M39.00S,2023-03-15T02:22:24.5Z,1,REGULAR,substitution,out,[],1629628,,,1610612752,17,6,2023-03-15T02:22:31Z,770000,False,,,0,,SUB out: R. Barrett,[1629628],1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,,,,,,,,,,,,,,,,,,,,,,
78,PT05M39.00S,2023-03-15T02:22:24.5Z,1,REGULAR,substitution,in,[],1629629,,,1610612752,17,6,2023-03-15T02:22:31Z,780000,False,,,0,,SUB in: C. Reddish,[1629629],1610612757.0,POR,,,,Reddish,C. Reddish,,,,,,,,,,,,,,,,,,,,,,,,,,
79,PT05M39.00S,2023-03-15T02:22:24.5Z,1,REGULAR,substitution,in,[],1628404,,,1610612752,17,6,2023-03-15T02:22:31Z,790000,False,,,0,,SUB in: J. Hart,[1628404],1610612752.0,NYK,,,,Hart,J. Hart,,,,,,,,,,,,,,,,,,,,,,,,,,
80,PT05M39.00S,2023-03-15T02:22:23.0Z,1,REGULAR,freethrow,2 of 2,[],203944,,,1610612752,17,6,2023-03-15T02:22:59Z,800000,False,,,0,,MISS J. Randle Free Throw 2 of 2,[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
81,PT05M35.00S,2023-03-15T02:22:27.0Z,1,REGULAR,rebound,defensive,[],1630570,,,1610612757,17,6,2023-03-15T02:22:59Z,810000,False,,,0,,T. Watford REBOUND (Off:0 Def:1),[1630570],1610612757.0,POR,,,,Watford,T. Watford,,,,,,,,,,,80.0,1.0,1.0,0.0,,,,,,,,,,,,
