actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,turnoverTotal,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId
17,PT10M25.00S,2023-04-01T02:13:42.4Z,1,REGULAR,rebound,defensive,[],1629680,,,1610612757,3,2,2023-04-01T02:13:43Z,170000,False,,,0,,M. Thybulle REBOUND (Off:0 Def:1),[1629680],1610612757.0,POR,,,,Thybulle,M. Thybulle,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,16.0,1.0,1.0,0.0,,,,,,
18,PT10M17.00S,2023-04-01T02:13:49.6Z,1,REGULAR,2pt,Jump Shot,[],1631101,72.35545335085413,53.67647058823529,1610612757,3,2,2023-04-01T02:13:56Z,180000,False,18.0,207.0,1,right,MISS S. Sharpe 20' step back Shot,[1631101],1610612757.0,POR,step back,,,Sharpe,S. Sharpe,,,,,Mid-Range,16-24 Center,,,20.82,Missed,,,,,,,,,,,,,,,,
19,PT10M16.00S,2023-04-01T02:13:50.6Z,1,REGULAR,rebound,defensive,[],1628368,,,1610612758,3,2,2023-04-01T02:13:56Z,190000,False,,,0,,D. Fox REBOUND (Off:0 Def:1),[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,Mid-Range,16-24 Center,,,,,,,,,,,18.0,1.0,1.0,0.0,,,,,,
20,PT10M13.00S,2023-04-01T02:13:59.6Z,1,REGULAR,foul,personal,['2freethrow'],1631101,,,1610612758,3,2,2023-04-01T02:14:04Z,200000,False,,,0,,S. Sharpe shooting personal FOUL (1 PF) (Fox 2 FT),"[1631101, 1628368]",1610612757.0,POR,shooting,,,Sharpe,S. Sharpe,,,,,In The Paint (Non-RA),8-16 Left,201246.0,,,,,,,,,,,,,,1.0,0.0,Fox,1628368.0,,
22,PT10M13.00S,2023-04-01T02:14:20.2Z,1,REGULAR,freethrow,1 of 2,['fastbreak'],1628368,,,1610612758,3,3,2023-04-01T02:14:20Z,220000,False,,,0,,D. Fox Free Throw 1 of 2 (1 PTS),[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,,,,,,Made,1.0,,,,,,,,,,,,,,,
23,PT10M13.00S,2023-04-01T02:14:35.5Z,1,REGULAR,freethrow,2 of 2,['fastbreak'],1628368,,,1610612758,3,4,2023-04-01T02:14:35Z,230000,False,,,0,,D. Fox Free Throw 2 of 2 (2 PTS),[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,,,,,,Made,2.0,,,,,,,,,,,,,,,
24,PT10M02.00S,2023-04-01T02:14:48.3Z,1,REGULAR,2pt,Jump Shot,[],1631101,79.84559789750328,13.970588235294118,1610612757,5,4,2023-04-01T02:14:53Z,240000,False,-180.0,137.0,1,right,S. Sharpe 22' pullup Jump Shot (2 PTS) (S. Mays 1 AST),"[1631101, 1630219]",1610612757.0,POR,pullup,,,Sharpe,S. Sharpe,,,,,Mid-Range,16-24 Left Center,,,22.63,Made,2.0,S. Mays,1630219.0,1.0,,,,,,,,,,,,
26,PT09M48.00S,2023-04-01T02:15:02.3Z,1,REGULAR,turnover,bad pass,[],1628989,,,1610612758,5,4,2023-04-01T02:15:07Z,260000,False,,,0,,K. Huerter bad pass TURNOVER (1 TO),"[1628989, 1629234]",1610612758.0,SAC,,,,Huerter,K. Huerter,,,,,Above the Break 3,24+ Left Center,,1.0,,,,,,,,,,,,,,,,,Eubanks,1629234.0
27,PT09M48.00S,2023-04-01T02:15:02.3Z,1,REGULAR,steal,,[],1629234,,,1610612757,5,4,2023-04-01T02:15:03Z,270000,False,,,0,,D. Eubanks STEAL (1 STL),[1629234],1610612757.0,POR,,,,Eubanks,D. Eubanks,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
28,PT09M45.00S,2023-04-01T02:15:06.9Z,1,REGULAR,foul,personal,['2freethrow'],1628368,,,1610612757,5,4,2023-04-01T02:15:12Z,280000,False,,,0,,D. Fox shooting personal FOUL (1 PF) (Thybulle 2 FT),"[1628368, 1629680]",1610612758.0,SAC,shooting,,,Fox,D. Fox,,,,,Restricted Area,0-8 Center,201246.0,,,,,,,,,,,,,,1.0,0.0,Thybulle,1629680.0,,
30,PT09M45.00S,2023-04-01T02:15:31.8Z,1,REGULAR,freethrow,1 of 2,"['fromturnover', 'fastbreak']",1629680,,,1610612757,6,4,2023-04-01T02:15:31Z,300000,False,,,0,,M. Thybulle Free Throw 1 of 2 (1 PTS),[1629680],1610612757.0,POR,,,,Thybulle,M. Thybulle,,,,,,,,,,Made,1.0,,,,,,,,,,,,,,,
31,PT09M45.00S,2023-04-01T02:15:55.5Z,1,REGULAR,freethrow,2 of 2,"['fastbreak', 'fromturnover']",1629680,,,1610612757,7,4,2023-04-01T02:15:55Z,310000,False,,,0,,M. Thybulle Free Throw 2 of 2 (2 PTS),[1629680],1610612757.0,POR,,,,Thybulle,M. Thybulle,,,,,,,,,,Made,2.0,,,,,,,,,,,,,,,
32,PT09M24.00S,2023-04-01T02:16:18.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203084,5.601182654402102,53.92156862745098,1610612758,7,4,2023-04-01T02:16:23Z,320000,False,-20.0,0.0,1,left,MISS H. Barnes driving Layup,[203084],1610612758.0,SAC,driving,,,Barnes,H. Barnes,,,,,Restricted Area,0-8 Center,,,1.96,Missed,,,,,,,,,,,,,,,,
33,PT09M21.00S,2023-04-01T02:16:21.7Z,1,REGULAR,rebound,offensive,[],203084,,,1610612758,7,4,2023-04-01T02:16:23Z,330000,False,,,0,,H. Barnes REBOUND (Off:1 Def:0),[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,Restricted Area,0-8 Center,,,,,,,,,,,32.0,1.0,0.0,1.0,,,,,,
34,PT09M21.00S,2023-04-01T02:16:21.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203084,5.590000152587891,50.0,1610612758,7,6,2023-04-01T02:16:21Z,340000,False,0.0,0.0,1,left,H. Barnes tip Layup (2 PTS),[203084],1610612758.0,SAC,tip,,,Barnes,H. Barnes,,,,,Mid-Range,8-16 Left,,,0.0,Made,2.0,,,,,,,,,,,,,,,
35,PT09M05.00S,2023-04-01T02:16:37.1Z,1,REGULAR,turnover,bad pass,[],1631101,,,1610612757,7,6,2023-04-01T02:16:41Z,350000,False,,,0,,S. Sharpe bad pass TURNOVER (1 TO),"[1631101, 1627734]",1610612757.0,POR,,,,Sharpe,S. Sharpe,,,,,Restricted Area,0-8 Center,,1.0,,,,,,,,,,,,,,,,,Sabonis,1627734.0
36,PT09M05.00S,2023-04-01T02:16:37.1Z,1,REGULAR,steal,,[],1627734,,,1610612758,7,6,2023-04-01T02:16:38Z,360000,False,,,0,,D. Sabonis STEAL (1 STL),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
37,PT09M00.00S,2023-04-01T02:16:41.8Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",203084,9.149145860709593,2.696078431372549,1610612758,7,6,2023-04-01T02:17:14Z,370000,False,237.0,34.0,1,left,MISS H. Barnes running 3PT,[203084],1610612758.0,SAC,running,,,Barnes,H. Barnes,,,,,Right Corner 3,24+ Right,,,23.89,Missed,,,,,,,,,,,,,,,,
38,PT08M58.00S,2023-04-01T02:16:44.3Z,1,REGULAR,rebound,offensive,[],1631099,,,1610612758,7,6,2023-04-01T02:16:44Z,380000,False,,,0,,K. Murray REBOUND (Off:1 Def:0),[1631099],1610612758.0,SAC,,,,Murray,K. Murray,,,,,Right Corner 3,24+ Right,,,,,,,,,,,37.0,1.0,0.0,1.0,,,,,,
39,PT08M56.00S,2023-04-01T02:16:46.0Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover', '2ndchance']",1631099,10.200394218134035,36.76470588235294,1610612758,7,8,2023-04-01T02:16:58Z,390000,False,66.0,43.0,1,left,K. Murray 7' bank Jump Shot (2 PTS),[1631099],1610612758.0,SAC,bank,,,Murray,K. Murray,,,,,In The Paint (Non-RA),0-8 Center,,,7.92,Made,2.0,,,,,,,,,,,,,,,
40,PT08M46.00S,2023-04-01T02:16:55.6Z,1,REGULAR,3pt,Jump Shot,[],1630570,68.15045992115637,25.245098039215684,1610612757,7,8,2023-04-01T02:17:02Z,400000,False,-124.0,247.0,1,right,MISS T. Watford 27' 3PT,[1630570],1610612757.0,POR,,,,Watford,T. Watford,,,,,Above the Break 3,24+ Left Center,,,27.62,Missed,,,,,,,,,,,,,,,,
41,PT08M46.00S,2023-04-01T02:16:55.6Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612758,7,8,2023-04-01T02:17:02Z,410000,False,,,0,,TEAM defensive REBOUND,[],1610612758.0,SAC,,,,,,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,40.0,,,,,,,,,
43,PT08M37.00S,2023-04-01T02:17:11.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631099,8.623521681997373,49.26470588235294,1610612758,7,10,2023-04-01T02:17:15Z,430000,False,4.0,29.0,1,left,K. Murray driving Layup (4 PTS) (D. Fox 1 AST),"[1631099, 1628368]",1610612758.0,SAC,driving,,,Murray,K. Murray,,,,,Restricted Area,0-8 Center,,,2.88,Made,4.0,D. Fox,1628368.0,1.0,,,,,,,,,,,,
44,PT08M25.00S,2023-04-01T02:17:23.8Z,1,REGULAR,3pt,Jump Shot,[],1629680,73.01248357424441,15.441176470588236,1610612757,10,10,2023-04-01T02:17:28Z,440000,False,-173.0,201.0,1,right,M. Thybulle 26' 3PT  (5 PTS) (S. Sharpe 1 AST),"[1629680, 1631101]",1610612757.0,POR,,,,Thybulle,M. Thybulle,,,,,Above the Break 3,24+ Left Center,,,26.52,Made,5.0,S. Sharpe,1631101.0,1.0,,,,,,,,,,,,
46,PT08M10.00S,2023-04-01T02:17:42.6Z,1,REGULAR,foul,personal,['2freethrow'],1629234,,,1610612758,10,10,2023-04-01T02:17:50Z,460000,False,,,0,,D. Eubanks shooting personal FOUL (1 PF) (Sabonis 2 FT),"[1629234, 1627734]",1610612757.0,POR,shooting,,,Eubanks,D. Eubanks,,,,,Restricted Area,0-8 Center,203177.0,,,,,,,,,,,,,,1.0,0.0,Sabonis,1627734.0,,
48,PT08M10.00S,2023-04-01T02:18:09.7Z,1,REGULAR,freethrow,1 of 2,[],1627734,,,1610612758,10,11,2023-04-01T02:18:09Z,480000,False,,,0,,D. Sabonis Free Throw 1 of 2 (3 PTS),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,,,,,,Made,3.0,,,,,,,,,,,,,,,
49,PT08M10.00S,2023-04-01T02:18:29.6Z,1,REGULAR,freethrow,2 of 2,[],1627734,,,1610612758,10,12,2023-04-01T02:18:29Z,490000,False,,,0,,D. Sabonis Free Throw 2 of 2 (4 PTS),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,,,,,,Made,4.0,,,,,,,,,,,,,,,
51,PT07M54.00S,2023-04-01T02:18:48.2Z,1,REGULAR,3pt,Jump Shot,[],1630219,94.30026281208936,4.166666666666666,1610612757,10,12,2023-04-01T02:18:52Z,500000,False,-229.0,1.0,1,right,MISS S. Mays 3PT,[1630219],1610612757.0,POR,,,,Mays,S. Mays,,,,,Left Corner 3,24+ Left,,,22.92,Missed,,,,,,,,,,,,,,,,
52,PT07M51.00S,2023-04-01T02:18:51.2Z,1,REGULAR,rebound,defensive,[],1628368,,,1610612758,10,12,2023-04-01T02:18:52Z,510000,False,,,0,,D. Fox REBOUND (Off:0 Def:2),[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,Left Corner 3,24+ Left,,,,,,,,,,,51.0,2.0,2.0,0.0,,,,,,
53,PT07M46.00S,2023-04-01T02:18:56.5Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1631099,6.389618922470433,52.450980392156865,1610612758,10,12,2023-04-01T02:19:37Z,520000,False,-12.0,8.0,1,left,MISS K. Murray running Layup,[1631099],1610612758.0,SAC,running,,,Murray,K. Murray,,,,,Restricted Area,0-8 Center,,,1.45,Missed,,,,,,,,,,,,,,,,
54,PT07M44.00S,2023-04-01T02:18:58.5Z,1,REGULAR,rebound,defensive,[],1630219,,,1610612757,10,12,2023-04-01T02:19:03Z,530000,False,,,0,,S. Mays REBOUND (Off:0 Def:1),[1630219],1610612757.0,POR,,,,Mays,S. Mays,,,,,Restricted Area,0-8 Center,,,,,,,,,,,53.0,1.0,1.0,0.0,,,,,,
55,PT07M40.00S,2023-04-01T02:19:03.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630570,93.77463863337714,50.245098039215684,1610612757,12,12,2023-04-01T02:19:12Z,540000,False,1.0,6.0,1,right,T. Watford running Layup (2 PTS) (S. Mays 2 AST),"[1630570, 1630219]",1610612757.0,POR,running,,,Watford,T. Watford,,,,,Restricted Area,0-8 Center,,,0.61,Made,2.0,S. Mays,1630219.0,2.0,,,,,,,,,,,,
56,PT07M27.00S,2023-04-01T02:19:14.5Z,1,REGULAR,3pt,Jump Shot,[],1631099,17.16491458607096,95.58823529411765,1610612758,12,15,2023-04-01T02:19:19Z,550000,False,-228.0,109.0,1,left,K. Murray 25' 3PT  (7 PTS) (D. Fox 2 AST),"[1631099, 1628368]",1610612758.0,SAC,,,,Murray,K. Murray,,,,,Above the Break 3,24+ Left Center,,,25.26,Made,7.0,D. Fox,1628368.0,2.0,,,,,,,,,,,,
58,PT07M17.00S,2023-04-01T02:19:25.5Z,1,REGULAR,turnover,bad pass,[],1631101,,,1610612757,12,15,2023-04-01T02:19:29Z,570000,False,,,0,,S. Sharpe bad pass TURNOVER (2 TO),"[1631101, 1628368]",1610612757.0,POR,,,,Sharpe,S. Sharpe,,,,,Mid-Range,8-16 Left,,2.0,,,,,,,,,,,,,,,,,Fox,1628368.0
59,PT07M17.00S,2023-04-01T02:19:25.5Z,1,REGULAR,steal,,[],1628368,,,1610612758,12,15,2023-04-01T02:19:27Z,580000,False,,,0,,D. Fox STEAL (1 STL),[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,,,
60,PT07M11.00S,2023-04-01T02:19:31.7Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1631099,5.732588699080158,2.450980392156863,1610612758,12,15,2023-04-01T02:20:19Z,590000,False,238.0,1.0,1,left,MISS K. Murray running 3PT,[1631099],1610612758.0,SAC,running,,,Murray,K. Murray,,,,,Right Corner 3,24+ Right,,,23.77,Missed,,,,,,,,,,,,,,,,
61,PT07M08.00S,2023-04-01T02:19:34.7Z,1,REGULAR,rebound,defensive,[],1630570,,,1610612757,12,15,2023-04-01T02:19:36Z,600000,False,,,0,,T. Watford REBOUND (Off:0 Def:1),[1630570],1610612757.0,POR,,,,Watford,T. Watford,,,,,Right Corner 3,24+ Right,,,,,,,,,,,60.0,1.0,1.0,0.0,,,,,,
63,PT06M59.00S,2023-04-01T02:19:42.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630570,91.93495400788436,43.13725490196079,1610612757,12,15,2023-04-01T02:19:51Z,610000,False,-34.0,23.0,1,right,MISS T. Watford driving floating Shot,[1630570],1610612757.0,POR,driving floating,,,Watford,T. Watford,,,,,Restricted Area,0-8 Center,,,4.15,Missed,,,,,,,,,,,,,,,,
64,PT06M58.00S,2023-04-01T02:19:44.3Z,1,REGULAR,rebound,defensive,[],1627734,,,1610612758,12,15,2023-04-01T02:19:44Z,620000,False,,,0,,D. Sabonis REBOUND (Off:0 Def:1),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,Restricted Area,0-8 Center,,,,,,,,,,,63.0,1.0,1.0,0.0,,,,,,
65,PT06M51.00S,2023-04-01T02:19:51.1Z,1,REGULAR,turnover,bad pass,[],1627734,,,1610612758,12,15,2023-04-01T02:20:25Z,630000,False,,,0,,D. Sabonis bad pass TURNOVER (1 TO),"[1627734, 1629234]",1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,In The Paint (Non-RA),0-8 Center,,1.0,,,,,,,,,,,,,,,,,Eubanks,1629234.0
66,PT06M51.00S,2023-04-01T02:19:51.1Z,1,REGULAR,steal,,[],1629234,,,1610612757,12,15,2023-04-01T02:19:52Z,640000,False,,,0,,D. Eubanks STEAL (2 STL),[1629234],1610612757.0,POR,,,,Eubanks,D. Eubanks,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
67,PT06M46.00S,2023-04-01T02:19:56.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630219,93.64323258869908,49.01960784313725,1610612757,14,15,2023-04-01T02:20:02Z,650000,False,-5.0,7.0,1,right,S. Mays running Layup (5 PTS) (S. Sharpe 2 AST),"[1630219, 1631101]",1610612757.0,POR,running,,,Mays,S. Mays,,,,,Restricted Area,0-8 Center,,,0.88,Made,5.0,S. Sharpe,1631101.0,2.0,,,,,,,,,,,,
69,PT06M41.00S,2023-04-01T02:20:00.8Z,1,REGULAR,3pt,Jump Shot,[],1628989,13.222733245729303,96.56862745098039,1610612758,14,18,2023-04-01T02:20:16Z,670000,False,-233.0,72.0,1,left,K. Huerter 24' 3PT  (3 PTS) (D. Fox 3 AST),"[1628989, 1628368]",1610612758.0,SAC,,,,Huerter,K. Huerter,,,,,Left Corner 3,24+ Left,,,24.36,Made,3.0,D. Fox,1628368.0,3.0,,,,,,,,,,,,
71,PT06M30.00S,2023-04-01T02:20:15.0Z,1,REGULAR,foul,personal,[],1631099,,,1610612757,14,18,2023-04-01T02:20:18Z,690000,False,,,0,,K. Murray personal FOUL (1 PF),"[1631099, 1631101]",1610612758.0,SAC,,,,Murray,K. Murray,,,,,Above the Break 3,24+ Center,101284.0,,,,,,,,,,,,,,1.0,0.0,Sharpe,1631101.0,,
73,PT06M30.00S,2023-04-01T02:20:20.9Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612757,14,18,2023-04-01T02:20:21Z,710000,False,,,0,,POR Timeout,[],1610612757.0,POR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,PT06M30.00S,2023-04-01T02:22:40.4Z,1,REGULAR,substitution,out,[],1629680,,,1610612757,14,18,2023-04-01T02:23:02Z,720000,False,,,0,,SUB out: M. Thybulle,[1629680],1610612757.0,POR,,,,Thybulle,M. Thybulle,,,,,,,,,,,,,,,,,,,,,,,,,,
75,PT06M30.00S,2023-04-01T02:22:40.4Z,1,REGULAR,substitution,out,[],1630570,,,1610612757,14,18,2023-04-01T02:23:02Z,730000,False,,,0,,SUB out: T. Watford,[1630570],1610612757.0,POR,,,,Watford,T. Watford,,,,,,,,,,,,,,,,,,,,,,,,,,
76,PT06M30.00S,2023-04-01T02:22:40.4Z,1,REGULAR,substitution,out,[],1630219,,,1610612757,14,18,2023-04-01T02:23:02Z,740000,False,,,0,,SUB out: S. Mays,[1630219],1610612757.0,POR,,,,Mays,S. Mays,,,,,,,,,,,,,,,,,,,,,,,,,,
77,PT06M30.00S,2023-04-01T02:22:40.4Z,1,REGULAR,substitution,out,[],203084,,,1610612757,14,18,2023-04-01T02:23:02Z,750000,False,,,0,,SUB out: H. Barnes,[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,,
78,PT06M30.00S,2023-04-01T02:22:40.4Z,1,REGULAR,substitution,in,[],1628995,,,1610612757,14,18,2023-04-01T02:23:02Z,760000,False,,,0,,SUB in: K. Knox II,[1628995],1610612757.0,POR,,,,Knox II,K. Knox II,,,,,,,,,,,,,,,,,,,,,,,,,,
79,PT06M30.00S,2023-04-01T02:22:40.4Z,1,REGULAR,substitution,in,[],1629642,,,1610612757,14,18,2023-04-01T02:23:02Z,770000,False,,,0,,SUB in: N. Little,[1629642],1610612757.0,POR,,,,Little,N. Little,,,,,,,,,,,,,,,,,,,,,,,,,,
80,PT06M30.00S,2023-04-01T02:22:40.4Z,1,REGULAR,substitution,in,[],1627885,,,1610612757,14,18,2023-04-01T02:23:02Z,780000,False,,,0,,SUB in: S. Harrison,[1627885],1610612757.0,POR,,,,Harrison,S. Harrison,,,,,,,,,,,,,,,,,,,,,,,,,,
81,PT06M30.00S,2023-04-01T02:22:40.4Z,1,REGULAR,substitution,in,[],1630558,,,1610612757,14,18,2023-04-01T02:23:02Z,790000,False,,,0,,SUB in: D. Mitchell,[1630558],1610612758.0,SAC,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,,
82,PT06M30.00S,2023-04-01T02:22:40.4Z,1,REGULAR,substitution,out,[],1628368,,,1610612757,14,18,2023-04-01T02:23:16Z,800000,False,,,0,,SUB out: D. Fox,[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,,,,,,,,,,,,,,,,,,,,,,
83,PT06M30.00S,2023-04-01T02:22:40.4Z,1,REGULAR,substitution,in,[],1630556,,,1610612757,14,18,2023-04-01T02:23:16Z,810000,False,,,0,,SUB in: K. Edwards,[1630556],1610612758.0,SAC,,,,Edwards,K. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,,
84,PT06M15.00S,2023-04-01T02:23:31.0Z,1,REGULAR,3pt,Jump Shot,[],1628995,80.1084099868594,91.42156862745098,1610612757,14,18,2023-04-01T02:23:35Z,820000,False,207.0,134.0,1,right,MISS K. Knox II 24' 3PT,[1628995],1610612757.0,POR,,,,Knox II,K. Knox II,,,,,Above the Break 3,24+ Right Center,,,24.69,Missed,,,,,,,,,,,,,,,,
85,PT06M13.00S,2023-04-01T02:23:33.0Z,1,REGULAR,rebound,offensive,[],1629234,,,1610612757,14,18,2023-04-01T02:23:35Z,830000,False,,,0,,D. Eubanks REBOUND (Off:1 Def:0),[1629234],1610612757.0,POR,,,,Eubanks,D. Eubanks,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,84.0,1.0,0.0,1.0,,,,,,
