actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,turnoverTotal,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId
170,PT09M46.00S,2022-10-25T02:40:56.4Z,2,REGULAR,3pt,Jump Shot,[],1629642,73.9323258869908,18.137254901960784,1610612757,28,36,2022-10-25T02:41:02Z,1690000,-159.0,193.0,1,right,N. Little 24' 3PT pullup (5 PTS),[1629642],1610612757.0,POR,pullup,,,Little,N. Little,,,,,Above the Break 3,24+ Left Center,24.99,Made,,,,,,,,,,5.0,,,,,,,,
171,PT09M26.00S,2022-10-25T02:41:16.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1627750,7.5722733245729295,53.431372549019606,1610612743,28,36,2022-10-25T02:41:21Z,1700000,-17.0,19.0,1,left,MISS J. Murray reverse Layup,[1627750],1610612743.0,DEN,reverse,,,Murray,J. Murray,,,,,Restricted Area,0-8 Center,2.54,Missed,,,,,,,,,,,,,,,,,,
172,PT09M25.00S,2022-10-25T02:41:17.7Z,2,REGULAR,rebound,defensive,[],203994,,,1610612757,28,36,2022-10-25T02:41:21Z,1710000,,,0,,J. Nurkic REBOUND (Off:0 Def:5),[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,Restricted Area,0-8 Center,,,171.0,5.0,5.0,0.0,,,,,,,,,,,,,,
173,PT09M16.00S,2022-10-25T02:41:27.6Z,2,REGULAR,turnover,bad pass,[],1630553,,,1610612757,28,36,2022-10-25T02:41:34Z,1720000,,,0,,K. Johnson bad pass TURNOVER (1 TO),"[1630553, 201145]",1610612757.0,POR,,,,Johnson,K. Johnson,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,1.0,Green,201145.0,,,,,
174,PT09M16.00S,2022-10-25T02:41:27.6Z,2,REGULAR,steal,,[],201145,,,1610612743,28,36,2022-10-25T02:41:29Z,1730000,,,0,,J. Green STEAL (1 STL),[201145],1610612743.0,DEN,,,,Green,J. Green,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
175,PT09M06.00S,2022-10-25T02:41:36.8Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",201145,7.440867279894875,46.32352941176471,1610612743,28,38,2022-10-25T02:41:50Z,1740000,18.0,17.0,1,left,J. Green driving Layup (5 PTS) (B. Hyland 2 AST),"[201145, 1630538]",1610612743.0,DEN,driving,,,Green,J. Green,,,,,Restricted Area,0-8 Center,2.53,Made,,,,,,,,,,5.0,,,,B. Hyland,1630538.0,2.0,,
177,PT08M46.00S,2022-10-25T02:41:57.4Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],203994,93.51182654402102,64.95098039215686,1610612757,28,38,2022-10-25T02:42:02Z,1760000,75.0,8.0,1,right,MISS J. Nurkic 7' turnaround Hook,[203994],1610612757.0,POR,turnaround,,,Nurkic,J. Nurkic,,,,,In The Paint (Non-RA),0-8 Center,7.53,Missed,,,,,,,,,,,,,,,,,,
178,PT08M44.00S,2022-10-25T02:41:59.4Z,2,REGULAR,rebound,defensive,[],1627750,,,1610612743,28,38,2022-10-25T02:42:02Z,1770000,,,0,,J. Murray REBOUND (Off:0 Def:1),[1627750],1610612743.0,DEN,,,,Murray,J. Murray,,,,,In The Paint (Non-RA),0-8 Center,,,177.0,1.0,1.0,0.0,,,,,,,,,,,,,,
179,PT08M34.00S,2022-10-25T02:42:08.9Z,2,REGULAR,3pt,Jump Shot,[],1628971,6.258212877792378,95.58823529411765,1610612743,28,38,2022-10-25T02:42:19Z,1780000,-228.0,6.0,1,left,MISS B. Brown pullup 3PT,[1628971],1610612743.0,DEN,pullup,,,Brown,B. Brown,,,,,Left Corner 3,24+ Left,22.8,Missed,,,,,,,,,,,,,,,,,,
180,PT08M32.00S,2022-10-25T02:42:10.9Z,2,REGULAR,rebound,defensive,[],1629642,,,1610612757,28,38,2022-10-25T02:42:19Z,1790000,,,0,,N. Little REBOUND (Off:0 Def:2),[1629642],1610612757.0,POR,,,,Little,N. Little,,,,,Left Corner 3,24+ Left,,,179.0,2.0,2.0,0.0,,,,,,,,,,,,,,
181,PT08M23.00S,2022-10-25T02:42:21.2Z,2,REGULAR,3pt,Jump Shot,[],1630553,89.04402102496715,3.9215686274509802,1610612757,31,38,2022-10-25T02:42:32Z,1800000,-230.0,50.0,1,right,K. Johnson 3PT  (3 PTS) (J. Nurkic 3 AST),"[1630553, 203994]",1610612757.0,POR,,,,Johnson,K. Johnson,,,,,Left Corner 3,24+ Left,23.59,Made,,,,,,,,,,3.0,,,,J. Nurkic,203994.0,3.0,,
183,PT08M21.00S,2022-10-25T02:42:29.2Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612743,31,38,2022-10-25T02:42:29Z,1820000,,,0,,DEN Timeout,[],1610612743.0,DEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
184,PT08M21.00S,2022-10-25T02:43:29.9Z,2,REGULAR,substitution,out,[],1629014,,,1610612743,31,38,2022-10-25T02:45:18Z,1830000,,,0,,SUB out: A. Simons,[1629014],1610612757.0,POR,,,,Simons,A. Simons,,,,,,,,,,,,,,,,,,,,,,,,,,
185,PT08M21.00S,2022-10-25T02:43:29.9Z,2,REGULAR,substitution,out,[],1629642,,,1610612743,31,38,2022-10-25T02:45:18Z,1840000,,,0,,SUB out: N. Little,[1629642],1610612757.0,POR,,,,Little,N. Little,,,,,,,,,,,,,,,,,,,,,,,,,,
186,PT08M21.00S,2022-10-25T02:43:29.9Z,2,REGULAR,substitution,out,[],1631101,,,1610612743,31,38,2022-10-25T02:45:18Z,1850000,,,0,,SUB out: S. Sharpe,[1631101],1610612757.0,POR,,,,Sharpe,S. Sharpe,,,,,,,,,,,,,,,,,,,,,,,,,,
187,PT08M21.00S,2022-10-25T02:43:29.9Z,2,REGULAR,substitution,out,[],1630538,,,1610612743,31,38,2022-10-25T02:45:18Z,1860000,,,0,,SUB out: B. Hyland,[1630538],1610612743.0,DEN,,,,Hyland,B. Hyland,,,,,,,,,,,,,,,,,,,,,,,,,,
188,PT08M21.00S,2022-10-25T02:43:29.9Z,2,REGULAR,substitution,out,[],201599,,,1610612743,31,38,2022-10-25T02:45:18Z,1870000,,,0,,SUB out: D. Jordan,[201599],1610612743.0,DEN,,,,Jordan,D. Jordan,,,,,,,,,,,,,,,,,,,,,,,,,,
189,PT08M21.00S,2022-10-25T02:43:29.9Z,2,REGULAR,substitution,out,[],1628971,,,1610612743,31,38,2022-10-25T02:45:18Z,1880000,,,0,,SUB out: B. Brown,[1628971],1610612743.0,DEN,,,,Brown,B. Brown,,,,,,,,,,,,,,,,,,,,,,,,,,
190,PT08M21.00S,2022-10-25T02:43:29.9Z,2,REGULAR,substitution,in,[],203081,,,1610612743,31,38,2022-10-25T02:45:18Z,1890000,,,0,,SUB in: D. Lillard,[203081],1610612757.0,POR,,,,Lillard,D. Lillard,,,,,,,,,,,,,,,,,,,,,,,,,,
191,PT08M21.00S,2022-10-25T02:43:29.9Z,2,REGULAR,substitution,in,[],203924,,,1610612743,31,38,2022-10-25T02:45:18Z,1900000,,,0,,SUB in: J. Grant,[203924],1610612757.0,POR,,,,Grant,J. Grant,,,,,,,,,,,,,,,,,,,,,,,,,,
192,PT08M21.00S,2022-10-25T02:43:29.9Z,2,REGULAR,substitution,in,[],1628404,,,1610612743,31,38,2022-10-25T02:45:18Z,1910000,,,0,,SUB in: J. Hart,[1628404],1610612757.0,POR,,,,Hart,J. Hart,,,,,,,,,,,,,,,,,,,,,,,,,,
193,PT08M21.00S,2022-10-25T02:43:29.9Z,2,REGULAR,substitution,in,[],1629008,,,1610612743,31,38,2022-10-25T02:45:18Z,1920000,,,0,,SUB in: M. Porter Jr.,[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
194,PT08M21.00S,2022-10-25T02:43:29.9Z,2,REGULAR,substitution,in,[],203484,,,1610612743,31,38,2022-10-25T02:45:18Z,1930000,,,0,,SUB in: K. Caldwell-Pope,[203484],1610612743.0,DEN,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,,,,,,,,,,,,,,,,,,,,,,
195,PT08M21.00S,2022-10-25T02:43:29.9Z,2,REGULAR,substitution,in,[],203999,,,1610612743,31,38,2022-10-25T02:45:18Z,1940000,,,0,,SUB in: N. Jokic,[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,,,,,,,,,,,,,,,,,,,,
197,PT08M05.00S,2022-10-25T02:45:47.2Z,2,REGULAR,3pt,Jump Shot,[],203484,7.30946123521682,2.450980392156863,1610612743,31,41,2022-10-25T02:45:52Z,1950000,238.0,16.0,1,left,K. Caldwell-Pope 3PT  (3 PTS) (M. Porter Jr. 1 AST),"[203484, 1629008]",1610612743.0,DEN,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,Right Corner 3,24+ Right,23.83,Made,,,,,,,,,,3.0,,,,M. Porter Jr.,1629008.0,1.0,,
199,PT07M45.00S,2022-10-25T02:46:07.4Z,2,REGULAR,turnover,bad pass,[],1630553,,,1610612757,31,41,2022-10-25T02:46:17Z,1970000,,,0,,K. Johnson bad pass TURNOVER (2 TO),"[1630553, 203484]",1610612757.0,POR,,,,Johnson,K. Johnson,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,2.0,Caldwell-Pope,203484.0,,,,,
200,PT07M45.00S,2022-10-25T02:46:07.4Z,2,REGULAR,steal,,[],203484,,,1610612743,31,41,2022-10-25T02:46:09Z,1980000,,,0,,K. Caldwell-Pope STEAL (1 STL),[203484],1610612743.0,DEN,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
201,PT07M41.00S,2022-10-25T02:46:11.1Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1627750,6.783837056504599,51.470588235294116,1610612743,31,41,2022-10-25T02:46:26Z,1990000,-7.0,11.0,1,left,MISS J. Murray running Layup - blocked,"[1627750, 1630553]",1610612743.0,DEN,running,,,Murray,J. Murray,,,,,Restricted Area,0-8 Center,1.35,Missed,,,,,,,,,,,,,,,,,Johnson,1630553.0
202,PT07M41.00S,2022-10-25T02:46:11.1Z,2,REGULAR,block,,[],1630553,,,1610612743,31,41,2022-10-25T02:46:13Z,2000000,,,0,,K. Johnson BLOCK (1 BLK),[1630553],1610612757.0,POR,,,,Johnson,K. Johnson,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
203,PT07M39.00S,2022-10-25T02:46:13.1Z,2,REGULAR,rebound,offensive,[],203484,,,1610612743,31,41,2022-10-25T02:46:26Z,2010000,,,0,,K. Caldwell-Pope REBOUND (Off:1 Def:1),[203484],1610612743.0,DEN,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,Restricted Area,0-8 Center,,,201.0,2.0,1.0,1.0,,,,,,,,,,,,,,
204,PT07M22.00S,2022-10-25T02:46:30.6Z,2,REGULAR,2pt,Jump Shot,"['fromturnover', '2ndchance']",201145,7.835085413929041,76.7156862745098,1610612743,31,41,2022-10-25T02:46:37Z,2020000,-134.0,21.0,1,left,MISS J. Green 13' turnaround fadeaway Shot,[201145],1610612743.0,DEN,turnaround fadeaway,,,Green,J. Green,,,,,Mid-Range,8-16 Left,13.53,Missed,,,,,,,,,,,,,,,,,,
205,PT07M22.00S,2022-10-25T02:46:30.6Z,2,REGULAR,rebound,defensive,[],1628404,,,1610612757,31,41,2022-10-25T02:46:37Z,2030000,,,0,,J. Hart REBOUND (Off:0 Def:2),[1628404],1610612757.0,POR,,,,Hart,J. Hart,,,,,Mid-Range,8-16 Left,,,204.0,2.0,2.0,0.0,,,,,,,,,,,,,,
206,PT07M22.00S,2022-10-25T02:46:34.7Z,2,REGULAR,foul,personal,[],203484,,,1610612757,31,41,2022-10-25T02:47:01Z,2040000,,,0,,K. Caldwell-Pope personal FOUL (1 PF),"[203484, 1628404]",1610612743.0,DEN,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,202056.0,1.0,0.0,Hart,1628404.0,,,,,,,,,
208,PT07M22.00S,2022-10-25T02:46:45.8Z,2,REGULAR,substitution,out,[],1627750,,,1610612757,31,41,2022-10-25T02:47:10Z,2060000,,,0,,SUB out: J. Murray,[1627750],1610612743.0,DEN,,,,Murray,J. Murray,,,,,,,,,,,,,,,,,,,,,,,,,,
209,PT07M22.00S,2022-10-25T02:46:45.8Z,2,REGULAR,substitution,out,[],201145,,,1610612757,31,41,2022-10-25T02:47:10Z,2070000,,,0,,SUB out: J. Green,[201145],1610612743.0,DEN,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
210,PT07M22.00S,2022-10-25T02:46:45.8Z,2,REGULAR,substitution,in,[],203932,,,1610612757,31,41,2022-10-25T02:47:10Z,2080000,,,0,,SUB in: A. Gordon,[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,,,,,,,,,,,,,,,,,,,,,,
211,PT07M22.00S,2022-10-25T02:46:45.8Z,2,REGULAR,substitution,in,[],1628971,,,1610612757,31,41,2022-10-25T02:47:10Z,2090000,,,0,,SUB in: B. Brown,[1628971],1610612743.0,DEN,,,,Brown,B. Brown,,,,,,,,,,,,,,,,,,,,,,,,,,
212,PT07M11.00S,2022-10-25T02:47:25.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203924,92.85479632063075,49.50980392156863,1610612757,33,41,2022-10-25T02:47:35Z,2100000,-2.0,15.0,1,right,J. Grant driving Layup (5 PTS),[203924],1610612757.0,POR,driving,,,Grant,J. Grant,,,,,Restricted Area,0-8 Center,1.49,Made,,,,,,,,,,5.0,,,,,,,,
213,PT06M58.00S,2022-10-25T02:47:42.9Z,2,REGULAR,foul,offensive,[],1628971,,,1610612743,33,41,2022-10-25T02:47:52Z,2110000,,,0,,B. Brown charge offensive FOUL (1 PF),"[1628971, 203081]",1610612743.0,DEN,charge,,,Brown,B. Brown,,,,,Restricted Area,0-8 Center,,,,,,,101284.0,1.0,0.0,Lillard,203081.0,,,,,,,,,
215,PT06M58.00S,2022-10-25T02:47:42.9Z,2,REGULAR,turnover,offensive foul,[],1628971,,,1610612743,33,41,2022-10-25T02:47:42Z,2130000,,,0,,B. Brown offensive foul TURNOVER (1 TO),[1628971],1610612743.0,DEN,,,,Brown,B. Brown,,,,,Restricted Area,0-8 Center,,,,,,,101284.0,,,,,,1.0,,,,,,,
216,PT06M58.00S,2022-10-25T02:47:47.9Z,2,REGULAR,substitution,out,[],1630553,,,1610612757,33,41,2022-10-25T02:48:01Z,2140000,,,0,,SUB out: K. Johnson,[1630553],1610612757.0,POR,,,,Johnson,K. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
217,PT06M58.00S,2022-10-25T02:47:47.9Z,2,REGULAR,substitution,out,[],203994,,,1610612757,33,41,2022-10-25T02:48:01Z,2150000,,,0,,SUB out: J. Nurkic,[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,,,,,,,,,,,,,,,,,,,,,,
218,PT06M58.00S,2022-10-25T02:47:47.9Z,2,REGULAR,substitution,in,[],1629014,,,1610612757,33,41,2022-10-25T02:48:01Z,2160000,,,0,,SUB in: A. Simons,[1629014],1610612757.0,POR,,,,Simons,A. Simons,,,,,,,,,,,,,,,,,,,,,,,,,,
219,PT06M58.00S,2022-10-25T02:47:47.9Z,2,REGULAR,substitution,in,[],1629234,,,1610612757,33,41,2022-10-25T02:48:01Z,2170000,,,0,,SUB in: D. Eubanks,[1629234],1610612757.0,POR,,,,Eubanks,D. Eubanks,,,,,,,,,,,,,,,,,,,,,,,,,,
220,PT06M46.00S,2022-10-25T02:48:18.3Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",203924,94.1688567674113,47.549019607843135,1610612757,35,41,2022-10-25T02:48:24Z,2180000,-12.0,2.0,1,right,J. Grant driving Layup (7 PTS),[203924],1610612757.0,POR,driving,,,Grant,J. Grant,,,,,Restricted Area,0-8 Center,1.25,Made,,,,,,,,,,7.0,,,,,,,,
221,PT06M35.00S,2022-10-25T02:48:34.4Z,2,REGULAR,foul,personal,[],1629234,,,1610612743,35,41,2022-10-25T02:48:40Z,2190000,,,0,,D. Eubanks personal FOUL (1 PF),"[1629234, 203999]",1610612757.0,POR,,,,Eubanks,D. Eubanks,,,,,Mid-Range,16-24 Right Center,,,,,,,101284.0,1.0,0.0,Jokic,203999.0,,,,,,,,,
223,PT06M23.00S,2022-10-25T02:48:58.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203999,6.258212877792378,51.225490196078425,1610612743,35,43,2022-10-25T02:49:05Z,2210000,-6.0,6.0,1,left,N. Jokic driving Layup (2 PTS),[203999],1610612743.0,DEN,driving,,,Jokic,N. Jokic,,,,,Restricted Area,0-8 Center,0.88,Made,,,,,,,,,,2.0,,,,,,,,
224,PT06M12.00S,2022-10-25T02:49:15.7Z,2,REGULAR,foul,technical,['1freethrow'],203999,,,1610612757,35,43,2022-10-25T02:49:23Z,2220000,,,0,,N. Jokic defensive-3-second technical FOUL (1 Tech),[203999],1610612743.0,DEN,defensive-3-second,,,Jokic,N. Jokic,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,202056.0,0.0,1.0,,,,,,,,,,,
225,PT06M12.00S,2022-10-25T02:49:32.8Z,2,REGULAR,freethrow,1 of 1,[],203081,,,1610612757,36,43,2022-10-25T02:49:32Z,2230000,,,0,,D. Lillard technical Free Throw 1 of 1 (9 PTS),[203081],1610612757.0,POR,technical,,,Lillard,D. Lillard,,,,,,,,Made,,,,,,,,,,9.0,,,,,,,,
226,PT06M09.00S,2022-10-25T02:49:49.8Z,2,REGULAR,turnover,lost ball,[],203924,,,1610612757,36,43,2022-10-25T02:50:14Z,2240000,,,0,,J. Grant lost ball TURNOVER (1 TO),"[203924, 1628971]",1610612757.0,POR,,,,Grant,J. Grant,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,1.0,Brown,1628971.0,,,,,
227,PT06M09.00S,2022-10-25T02:49:49.8Z,2,REGULAR,steal,,[],1628971,,,1610612743,36,43,2022-10-25T03:25:58Z,2250000,,,0,,B. Brown STEAL (1 STL),[1628971],1610612743.0,DEN,,,,Brown,B. Brown,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,,,
228,PT06M09.00S,2022-10-25T02:49:54.2Z,2,REGULAR,foul,personal,['1freethrow'],203924,,,1610612743,36,43,2022-10-25T02:50:23Z,2260000,,,0,,J. Grant transition take personal FOUL (1 PF) (Brown 1 FT),"[203924, 1628971]",1610612757.0,POR,transition take,,,Grant,J. Grant,,,,,Mid-Range,16-24 Center,,,,,,,202056.0,1.0,0.0,Brown,1628971.0,,,,,,,,,
230,PT06M09.00S,2022-10-25T02:50:24.2Z,2,REGULAR,freethrow,1 of 1,['fromturnover'],203484,,,1610612743,36,44,2022-10-25T02:50:24Z,2280000,,,0,,K. Caldwell-Pope transition take Free Throw 1 of 1 (4 PTS),[203484],1610612743.0,DEN,transition take,,,Caldwell-Pope,K. Caldwell-Pope,,,,,,,,Made,,,,,,,,,,4.0,,,,,,,,
232,PT05M50.00S,2022-10-25T02:51:43.5Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1629008,5.863994743758213,49.754901960784316,1610612743,36,46,2022-10-25T02:51:52Z,2300000,1.0,3.0,1,left,M. Porter Jr. driving reverse Layup (7 PTS),[1629008],1610612743.0,DEN,driving reverse,,,Porter Jr.,M. Porter Jr.,,,,,Restricted Area,0-8 Center,0.29,Made,,,,,,,,,,7.0,,,,,,,,
233,PT05M43.00S,2022-10-25T02:51:51.2Z,2,REGULAR,3pt,Jump Shot,[],203924,89.56964520367937,95.58823529411765,1610612757,36,46,2022-10-25T02:52:00Z,2310000,228.0,46.0,1,right,MISS J. Grant 3PT,[203924],1610612757.0,POR,,,,Grant,J. Grant,,,,,Right Corner 3,24+ Right,23.24,Missed,,,,,,,,,,,,,,,,,,
234,PT05M43.00S,2022-10-25T02:51:51.2Z,2,REGULAR,rebound,offensive,[],1629234,,,1610612757,36,46,2022-10-25T02:52:00Z,2320000,,,0,,D. Eubanks REBOUND (Off:1 Def:1),[1629234],1610612757.0,POR,,,,Eubanks,D. Eubanks,,,,,Right Corner 3,24+ Right,,,233.0,2.0,1.0,1.0,,,,,,,,,,,,,,
235,PT05M38.00S,2022-10-25T02:51:56.4Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629234,94.40999984741211,50.0,1610612757,38,46,2022-10-25T02:51:56Z,2330000,0.0,0.0,1,right,D. Eubanks putback Layup (2 PTS),[1629234],1610612757.0,POR,putback,,,Eubanks,D. Eubanks,,,,,Mid-Range,8-16 Left,0.0,Made,,,,,,,,,,2.0,,,,,,,,
236,PT05M29.00S,2022-10-25T02:52:04.6Z,2,REGULAR,3pt,Jump Shot,[],1629008,5.469776609724048,95.83333333333334,1610612743,38,49,2022-10-25T02:52:09Z,2340000,-229.0,-1.0,1,left,M. Porter Jr. 3PT  (10 PTS) (N. Jokic 4 AST),"[1629008, 203999]",1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,Left Corner 3,24+ Left,22.92,Made,,,,,,,,,,10.0,,,,N. Jokic,203999.0,4.0,,
238,PT05M16.00S,2022-10-25T02:52:21.0Z,2,REGULAR,foul,personal,['2freethrow'],203999,,,1610612757,38,49,2022-10-25T02:52:31Z,2360000,,,0,,N. Jokic shooting personal FOUL (1 PF) (Grant 2 FT),"[203999, 203924]",1610612743.0,DEN,shooting,,,Jokic,N. Jokic,,,,,Restricted Area,0-8 Center,,,,,,,202056.0,1.0,1.0,Grant,203924.0,,,,,,,,,
240,PT05M16.00S,2022-10-25T02:52:57.3Z,2,REGULAR,freethrow,1 of 2,[],203924,,,1610612757,39,49,2022-10-25T02:52:57Z,2380000,,,0,,J. Grant Free Throw 1 of 2 (8 PTS),[203924],1610612757.0,POR,,,,Grant,J. Grant,,,,,,,,Made,,,,,,,,,,8.0,,,,,,,,
241,PT05M16.00S,2022-10-25T02:53:13.1Z,2,REGULAR,freethrow,2 of 2,[],203924,,,1610612757,40,49,2022-10-25T02:53:13Z,2390000,,,0,,J. Grant Free Throw 2 of 2 (9 PTS),[203924],1610612757.0,POR,,,,Grant,J. Grant,,,,,,,,Made,,,,,,,,,,9.0,,,,,,,,
242,PT05M00.00S,2022-10-25T02:53:29.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203932,6.1268068331143235,46.81372549019608,1610612743,40,49,2022-10-25T02:53:35Z,2400000,16.0,5.0,1,left,MISS A. Gordon driving reverse Layup,[203932],1610612743.0,DEN,driving reverse,,,Gordon,A. Gordon,,,,,Restricted Area,0-8 Center,1.67,Missed,,,,,,,,,,,,,,,,,,
243,PT04M59.00S,2022-10-25T02:53:30.7Z,2,REGULAR,rebound,defensive,[],203081,,,1610612757,40,49,2022-10-25T02:53:35Z,2410000,,,0,,D. Lillard REBOUND (Off:0 Def:2),[203081],1610612757.0,POR,,,,Lillard,D. Lillard,,,,,Restricted Area,0-8 Center,,,242.0,2.0,2.0,0.0,,,,,,,,,,,,,,
244,PT04M50.00S,2022-10-25T02:53:39.8Z,2,REGULAR,3pt,Jump Shot,[],1629014,90.48948751642575,95.58823529411765,1610612757,40,49,2022-10-25T02:53:45Z,2420000,228.0,37.0,1,right,MISS A. Simons 3PT,[1629014],1610612757.0,POR,,,,Simons,A. Simons,,,,,Right Corner 3,24+ Right,23.09,Missed,,,,,,,,,,,,,,,,,,
245,PT04M49.00S,2022-10-25T02:53:40.8Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612743,40,49,2022-10-25T02:53:45Z,2430000,,,0,,TEAM defensive REBOUND,[],1610612743.0,DEN,,,,,,,,,,Right Corner 3,24+ Right,,,244.0,,,,,,,,,,,,,,,,,
246,PT04M49.00S,2022-10-25T02:53:45.0Z,2,REGULAR,foul,personal,[],1629234,,,1610612743,40,49,2022-10-25T02:54:01Z,2440000,,,0,,D. Eubanks loose ball personal FOUL (2 PF),"[1629234, 203932]",1610612757.0,POR,loose ball,,,Eubanks,D. Eubanks,,,,,Restricted Area,0-8 Center,,,,,,,101284.0,2.0,0.0,Gordon,203932.0,,,,,,,,,
248,PT04M33.00S,2022-10-25T02:54:18.0Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],203999,8.886333771353483,49.01960784313725,1610612743,40,51,2022-10-25T02:54:27Z,2460000,5.0,31.0,1,left,N. Jokic turnaround Hook (4 PTS) (K. Caldwell-Pope 3 AST),"[203999, 203484]",1610612743.0,DEN,turnaround,,,Jokic,N. Jokic,,,,,Restricted Area,0-8 Center,3.14,Made,,,,,,,,,,4.0,,,,K. Caldwell-Pope,203484.0,3.0,,
250,PT04M19.00S,2022-10-25T02:54:32.9Z,2,REGULAR,turnover,out-of-bounds,[],1629014,,,1610612757,40,51,2022-10-25T02:54:40Z,2480000,,,0,,A. Simons bad pass out-of-bounds TURNOVER (1 TO),[1629014],1610612757.0,POR,bad pass,,,Simons,A. Simons,,,,,Above the Break 3,24+ Center,,,,,,,202056.0,,,,,,1.0,,,,,,,
251,PT04M16.00S,2022-10-25T02:54:40.8Z,2,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint', 'fromturnover']",203932,6.521024967148489,48.77450980392157,1610612743,40,53,2022-10-25T03:03:46Z,2490000,6.0,9.0,1,left,A. Gordon running DUNK (8 PTS) (K. Caldwell-Pope 4 AST),"[203932, 203484]",1610612743.0,DEN,running,,,Gordon,A. Gordon,,,,,Restricted Area,0-8 Center,1.07,Made,,,,,,,,,,8.0,,,,K. Caldwell-Pope,203484.0,4.0,,
253,PT04M16.00S,2022-10-25T02:54:50.9Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612757,40,53,2022-10-25T02:54:50Z,2510000,,,0,,POR Timeout,[],1610612757.0,POR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
254,PT04M16.00S,2022-10-25T02:57:01.7Z,2,REGULAR,substitution,out,[],1629234,,,1610612757,40,53,2022-10-25T02:57:25Z,2520000,,,0,,SUB out: D. Eubanks,[1629234],1610612757.0,POR,,,,Eubanks,D. Eubanks,,,,,,,,,,,,,,,,,,,,,,,,,,
255,PT04M16.00S,2022-10-25T02:57:01.7Z,2,REGULAR,substitution,in,[],203994,,,1610612757,40,53,2022-10-25T02:57:25Z,2530000,,,0,,SUB in: J. Nurkic,[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,,,,,,,,,,,,,,,,,,,,,,
256,PT04M03.00S,2022-10-25T02:57:54.8Z,2,REGULAR,turnover,out-of-bounds,[],1628404,,,1610612757,40,53,2022-10-25T02:58:03Z,2540000,,,0,,J. Hart bad pass out-of-bounds TURNOVER (1 TO),[1628404],1610612757.0,POR,bad pass,,,Hart,J. Hart,,,,,Above the Break 3,24+ Left Center,,,,,,,101284.0,,,,,,1.0,,,,,,,
