actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
2,PT12M00.00S,2023-02-14T03:11:40.8Z,1,REGULAR,period,start,[],0,,,0,0,0,2023-02-14T03:11:40Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M58.00S,2023-02-14T03:11:42.6Z,1,REGULAR,jumpball,recovered,[],1629060,,,1610612747,0,0,2023-02-14T03:11:42Z,40000,False,,,0,,Jump Ball A. Davis vs. D. Eubanks: Tip to R. Hachimura,"[1629060, 203076, 1629234]",1610612747.0,LAL,startperiod,R. Hachimura,1629060.0,Hachimura,R. Hachimura,Davis,203076.0,Eubanks,1629234.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M45.00S,2023-02-14T03:11:55.2Z,1,REGULAR,3pt,Jump Shot,[],1628972,74.45795006570303,83.08823529411765,1610612747,0,0,2023-02-14T03:11:58Z,70000,False,165.0,188.0,1,right,MISS T. Brown Jr. 25' 3PT,[1628972],1610612747.0,LAL,,,,Brown Jr.,T. Brown Jr.,,,,,Above the Break 3,24+ Right Center,25.01,Missed,,,,,,,,,,,,,,,,,,
8,PT11M43.00S,2023-02-14T03:11:57.2Z,1,REGULAR,rebound,defensive,[],1629629,,,1610612757,0,0,2023-02-14T03:11:58Z,80000,False,,,0,,C. Reddish REBOUND (Off:0 Def:1),[1629629],1610612757.0,POR,,,,Reddish,C. Reddish,,,,,Above the Break 3,24+ Right Center,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,,,
9,PT11M29.00S,2023-02-14T03:12:10.3Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1629014,7.30946123521682,42.64705882352941,1610612757,0,0,2023-02-14T03:12:55Z,90000,False,37.0,16.0,1,left,MISS A. Simons driving bank Hook,[1629014],1610612757.0,POR,driving bank,,,Simons,A. Simons,,,,,Restricted Area,0-8 Center,4.02,Missed,,,,,,,,,,,,,,,,,,
10,PT11M28.00S,2023-02-14T03:12:11.3Z,1,REGULAR,rebound,defensive,[],203076,,,1610612747,0,0,2023-02-14T03:12:50Z,100000,False,,,0,,A. Davis REBOUND (Off:0 Def:1),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,Restricted Area,0-8 Center,,,9.0,1.0,1.0,0.0,,,,,,,,,,,,,,
11,PT11M11.00S,2023-02-14T03:12:27.9Z,1,REGULAR,2pt,Jump Shot,[],203076,76.69185282522996,25.245098039215684,1610612747,0,0,2023-02-14T03:13:19Z,110000,False,-124.0,167.0,1,right,MISS A. Davis 20' step back Shot,[203076],1610612747.0,LAL,step back,,,Davis,A. Davis,,,,,Mid-Range,16-24 Left Center,20.76,Missed,,,,,,,,,,,,,,,,,,
12,PT11M09.00S,2023-02-14T03:12:29.9Z,1,REGULAR,rebound,defensive,[],1629014,,,1610612757,0,0,2023-02-14T03:12:32Z,120000,False,,,0,,A. Simons REBOUND (Off:0 Def:1),[1629014],1610612757.0,POR,,,,Simons,A. Simons,,,,,Mid-Range,16-24 Left Center,,,11.0,1.0,1.0,0.0,,,,,,,,,,,,,,
13,PT10M51.00S,2023-02-14T03:12:48.0Z,1,REGULAR,3pt,Jump Shot,[],1629680,28.86005256241787,22.30392156862745,1610612757,0,0,2023-02-14T03:12:55Z,130000,False,138.0,219.0,1,left,MISS M. Thybulle 25' pullup 3PT,[1629680],1610612757.0,POR,pullup,,,Thybulle,M. Thybulle,,,,,Above the Break 3,24+ Right Center,25.9,Missed,,,,,,,,,,,,,,,,,,
14,PT10M50.00S,2023-02-14T03:12:49.0Z,1,REGULAR,rebound,offensive,[],1629234,,,1610612757,0,0,2023-02-14T03:12:55Z,140000,False,,,0,,D. Eubanks REBOUND (Off:1 Def:0),[1629234],1610612757.0,POR,,,,Eubanks,D. Eubanks,,,,,Above the Break 3,24+ Right Center,,,13.0,1.0,0.0,1.0,,,,,,,,,,,,,,
15,PT10M48.00S,2023-02-14T03:12:52.3Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1629629,28.728646517739815,16.666666666666664,1610612757,0,0,2023-02-14T03:12:57Z,150000,False,167.0,218.0,1,left,MISS C. Reddish 27' 3PT,[1629629],1610612757.0,POR,,,,Reddish,C. Reddish,,,,,Above the Break 3,24+ Right Center,27.4,Missed,,,,,,,,,,,,,,,,,,
16,PT10M45.00S,2023-02-14T03:12:55.3Z,1,REGULAR,rebound,defensive,[],203076,,,1610612747,0,0,2023-02-14T03:12:57Z,160000,False,,,0,,A. Davis REBOUND (Off:0 Def:2),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,Above the Break 3,24+ Right Center,,,15.0,2.0,2.0,0.0,,,,,,,,,,,,,,
17,PT10M33.00S,2023-02-14T03:13:06.2Z,1,REGULAR,turnover,bad pass,[],203076,,,1610612747,0,0,2023-02-14T03:13:11Z,170000,False,,,0,,A. Davis bad pass TURNOVER (1 TO),"[203076, 1629680]",1610612747.0,LAL,,,,Davis,A. Davis,,,,,Above the Break 3,24+ Right Center,,,,,,,1.0,Thybulle,1629680.0,,,,,,,,,,,
18,PT10M33.00S,2023-02-14T03:13:06.2Z,1,REGULAR,steal,,[],1629680,,,1610612757,0,0,2023-02-14T03:13:07Z,180000,False,,,0,,M. Thybulle STEAL (1 STL),[1629680],1610612757.0,POR,,,,Thybulle,M. Thybulle,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
19,PT10M28.00S,2023-02-14T03:13:12.4Z,1,REGULAR,2pt,Jump Shot,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1629629,6.307490144546648,39.43780637254902,1610612757,0,0,2023-02-14T03:14:46Z,190000,False,53.0,7.0,1,left,MISS C. Reddish driving floating Shot,[1629629],1610612757.0,POR,driving floating,,,Reddish,C. Reddish,,,,,In The Paint (Non-RA),0-8 Center,5.32,Missed,,,,,,,,,,,,,,,,,,
20,PT10M27.00S,2023-02-14T03:13:13.4Z,1,REGULAR,rebound,defensive,[],1629060,,,1610612747,0,0,2023-02-14T03:13:20Z,200000,False,,,0,,R. Hachimura REBOUND (Off:0 Def:1),[1629060],1610612747.0,LAL,,,,Hachimura,R. Hachimura,,,,,Restricted Area,0-8 Center,,,19.0,1.0,1.0,0.0,,,,,,,,,,,,,,
