actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,assistPlayerNameInitial,assistPersonId,assistTotal
247,PT06M31.00S,2023-02-27T02:56:23.7Z,2,REGULAR,rebound,defensive,[],1631095,,,1610612745,50,41,2023-02-27T02:56:26Z,2470000,False,,,0,,J. Smith Jr. REBOUND (Off:0 Def:3),[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,Above the Break 3,24+ Left Center,,,246.0,3.0,3.0,0.0,,,,,,,,,,,,,,
248,PT06M23.00S,2023-02-27T02:56:31.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630227,5.469776609724048,53.18627450980392,1610612745,50,43,2023-02-27T02:56:37Z,2480000,False,-16.0,-1.0,1,left,D. Nix driving reverse Layup (2 PTS) (J. Smith Jr. 2 AST),"[1630227, 1631095]",1610612745.0,HOU,driving reverse,,,Nix,D. Nix,,,,,Restricted Area,0-8 Center,1.59,Made,,,,,2.0,,,,,,,,,,,J. Smith Jr.,1631095.0,2.0
249,PT06M05.00S,2023-02-27T02:56:49.1Z,2,REGULAR,2pt,Jump Shot,[],203924,74.85216819973719,40.44117647058824,1610612757,52,43,2023-02-27T02:56:55Z,2490000,False,-48.0,184.0,1,right,J. Grant 19' pullup Jump Shot (10 PTS),[203924],1610612757.0,POR,pullup,,,Grant,J. Grant,,,,,Mid-Range,16-24 Center,19.0,Made,,,,,10.0,,,,,,,,,,,,,
250,PT05M42.00S,2023-02-27T02:57:11.8Z,2,REGULAR,3pt,Jump Shot,[],1631102,32.802233902759525,29.411764705882355,1610612745,52,43,2023-02-27T02:57:17Z,2500000,False,103.0,256.0,1,left,MISS T. Washington Jr. 27' 3PT,[1631102],1610612745.0,HOU,,,,Washington Jr.,T. Washington Jr.,,,,,Above the Break 3,24+ Right Center,27.57,Missed,,,,,,,,,,,,,,,,,,
251,PT05M41.00S,2023-02-27T02:57:12.8Z,2,REGULAR,rebound,offensive,[],1630578,,,1610612745,52,43,2023-02-27T02:57:17Z,2510000,False,,,0,,A. Sengun REBOUND (Off:7 Def:0),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,Above the Break 3,24+ Right Center,,,250.0,7.0,0.0,7.0,,,,,,,,,,,,,,
252,PT05M41.00S,2023-02-27T02:57:16.1Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630578,6.1268068331143235,47.794117647058826,1610612745,52,45,2023-02-27T02:57:28Z,2520000,False,11.0,5.0,1,left,A. Sengun putback Layup (12 PTS),[1630578],1610612745.0,HOU,putback,,,Sengun,A. Sengun,,,,,Restricted Area,0-8 Center,1.21,Made,,,,,12.0,,,,,,,,,,,,,
253,PT05M41.00S,2023-02-27T02:57:17.7Z,2,REGULAR,foul,personal,['1freethrow'],203924,,,1610612745,52,45,2023-02-27T02:57:28Z,2530000,False,,,0,,J. Grant shooting personal FOUL (3 PF) (Sengun 1 FT),"[203924, 1630578]",1610612757.0,POR,shooting,,,Grant,J. Grant,,,,,Restricted Area,0-8 Center,,,,,,,,202041.0,3.0,0.0,Sengun,1630578.0,,,,,,,,
255,PT05M41.00S,2023-02-27T02:57:29.5Z,2,REGULAR,substitution,out,[],1630227,,,1610612745,52,45,2023-02-27T02:57:47Z,2550000,False,,,0,,SUB out: D. Nix,[1630227],1610612745.0,HOU,,,,Nix,D. Nix,,,,,,,,,,,,,,,,,,,,,,,,,,
256,PT05M41.00S,2023-02-27T02:57:29.5Z,2,REGULAR,substitution,in,[],1630231,,,1610612745,52,45,2023-02-27T02:57:47Z,2560000,False,,,0,,SUB in: K. Martin Jr.,[1630231],1610612745.0,HOU,,,,Martin Jr.,K. Martin Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
257,PT05M41.00S,2023-02-27T02:57:46.6Z,2,REGULAR,freethrow,1 of 1,['2ndchance'],1630578,,,1610612745,52,45,2023-02-27T02:57:50Z,2570000,False,,,0,,MISS A. Sengun Free Throw 1 of 1,[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
258,PT05M39.00S,2023-02-27T02:57:48.6Z,2,REGULAR,rebound,defensive,[],1629642,,,1610612757,52,45,2023-02-27T02:57:50Z,2580000,False,,,0,,N. Little REBOUND (Off:0 Def:7),[1629642],1610612757.0,POR,,,,Little,N. Little,,,,,,,,,257.0,7.0,7.0,0.0,,,,,,,,,,,,,,
259,PT05M33.00S,2023-02-27T02:57:56.6Z,2,REGULAR,foul,personal,[],1630256,,,1610612757,52,45,2023-02-27T02:58:03Z,2590000,False,,,0,,J. Tate personal FOUL (3 PF),"[1630256, 1629680]",1610612745.0,HOU,,,,Tate,J. Tate,,,,,Above the Break 3,24+ Right Center,,,,,,,,1628953.0,3.0,0.0,Thybulle,1629680.0,,,,,,,,
261,PT05M33.00S,2023-02-27T02:58:07.6Z,2,REGULAR,substitution,out,[],203924,,,1610612757,52,45,2023-02-27T02:58:15Z,2610000,False,,,0,,SUB out: J. Grant,[203924],1610612757.0,POR,,,,Grant,J. Grant,,,,,,,,,,,,,,,,,,,,,,,,,,
262,PT05M33.00S,2023-02-27T02:58:07.6Z,2,REGULAR,substitution,in,[],1631133,,,1610612757,52,45,2023-02-27T02:58:15Z,2620000,False,,,0,,SUB in: J. Walker,[1631133],1610612757.0,POR,,,,Walker,J. Walker,,,,,,,,,,,,,,,,,,,,,,,,,,
263,PT05M22.00S,2023-02-27T02:58:31.3Z,2,REGULAR,3pt,Jump Shot,[],1631133,92.9862023653088,3.431372549019608,1610612757,52,45,2023-02-27T02:58:36Z,2630000,False,-233.0,13.0,1,right,MISS J. Walker 3PT,[1631133],1610612757.0,POR,,,,Walker,J. Walker,,,,,Left Corner 3,24+ Left,23.32,Missed,,,,,,,,,,,,,,,,,,
264,PT05M19.00S,2023-02-27T02:58:34.3Z,2,REGULAR,rebound,defensive,[],1631102,,,1610612745,52,45,2023-02-27T02:58:36Z,2640000,False,,,0,,T. Washington Jr. REBOUND (Off:0 Def:2),[1631102],1610612745.0,HOU,,,,Washington Jr.,T. Washington Jr.,,,,,Left Corner 3,24+ Left,,,263.0,2.0,2.0,0.0,,,,,,,,,,,,,,
265,PT05M17.00S,2023-02-27T02:58:38.2Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629680,,,1610612745,52,45,2023-02-27T02:58:43Z,2650000,False,,,0,,M. Thybulle shooting personal FOUL (1 PF) (Washington Jr. 2 FT),"[1629680, 1631102]",1610612757.0,POR,shooting,,,Thybulle,M. Thybulle,,,,,Restricted Area,0-8 Center,,,,,,,,1628953.0,1.0,0.0,Washington Jr.,1631102.0,,,,,,,,
267,PT05M17.00S,2023-02-27T02:59:04.2Z,2,REGULAR,freethrow,1 of 2,['fastbreak'],1631102,,,1610612745,52,46,2023-02-27T02:59:04Z,2670000,False,,,0,,T. Washington Jr. Free Throw 1 of 2 (1 PTS),[1631102],1610612745.0,HOU,,,,Washington Jr.,T. Washington Jr.,,,,,,,,Made,,,,,1.0,,,,,,,,,,,,,
268,PT05M17.00S,2023-02-27T02:59:18.2Z,2,REGULAR,freethrow,2 of 2,['fastbreak'],1631102,,,1610612745,52,47,2023-02-27T02:59:18Z,2680000,False,,,0,,T. Washington Jr. Free Throw 2 of 2 (2 PTS),[1631102],1610612745.0,HOU,,,,Washington Jr.,T. Washington Jr.,,,,,,,,Made,,,,,2.0,,,,,,,,,,,,,
270,PT05M05.00S,2023-02-27T02:59:33.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203081,92.9862023653088,45.09803921568628,1610612757,52,47,2023-02-27T02:59:39Z,2690000,False,-25.0,13.0,1,right,MISS D. Lillard driving reverse Layup - blocked,"[203081, 1631095]",1610612757.0,POR,driving reverse,,,Lillard,D. Lillard,,,,,Restricted Area,0-8 Center,2.79,Missed,,,,,,,,,,,,,,Smith Jr.,1631095.0,,,
271,PT05M05.00S,2023-02-27T02:59:33.3Z,2,REGULAR,block,,[],1631095,,,1610612757,52,47,2023-02-27T02:59:35Z,2700000,False,,,0,,J. Smith Jr. BLOCK (1 BLK),[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
272,PT05M05.00S,2023-02-27T02:59:33.3Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612745,52,47,2023-02-27T03:00:52Z,2710000,False,,,0,,TEAM defensive REBOUND,[],1610612745.0,HOU,,,,,,,,,,Restricted Area,0-8 Center,,,270.0,,,,,,,,,,,,,,,,,
274,PT05M05.00S,2023-02-27T02:59:43.8Z,2,REGULAR,foul,technical,"['inpenalty', '1freethrow']",203081,,,1610612745,52,47,2023-02-27T03:00:52Z,2730000,False,,,0,,D. Lillard technical FOUL (1 Tech),[203081],1610612757.0,POR,,,,Lillard,D. Lillard,,,,,Restricted Area,0-8 Center,,,,,,,,1628953.0,0.0,1.0,,,,,,,,,,
275,PT05M05.00S,2023-02-27T03:00:08.3Z,2,REGULAR,freethrow,1 of 1,[],1631095,,,1610612745,52,47,2023-02-27T03:00:52Z,2740000,False,,,0,,MISS J. Smith Jr. technical Free Throw 1 of 1,[1631095],1610612745.0,HOU,technical,,,Smith Jr.,J. Smith Jr.,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
276,PT05M05.00S,2023-02-27T03:00:08.3Z,2,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612745,52,47,2023-02-27T03:01:35Z,2750000,False,,,0,,TEAM offensive REBOUND,[],1610612745.0,HOU,,,,,,,,,,,,,,275.0,,,,,,,,,,,,,,,,,
277,PT05M05.00S,2023-02-27T03:00:09.8Z,2,REGULAR,substitution,out,[],1629642,,,1610612745,52,47,2023-02-27T03:01:35Z,2760000,False,,,0,,SUB out: N. Little,[1629642],1610612757.0,POR,,,,Little,N. Little,,,,,,,,,,,,,,,,,,,,,,,,,,
278,PT05M05.00S,2023-02-27T03:00:09.8Z,2,REGULAR,substitution,in,[],1629629,,,1610612745,52,47,2023-02-27T03:01:35Z,2770000,False,,,0,,SUB in: C. Reddish,[1629629],1610612757.0,POR,,,,Reddish,C. Reddish,,,,,,,,,,,,,,,,,,,,,,,,,,
279,PT04M45.00S,2023-02-27T03:01:05.9Z,2,REGULAR,foul,offensive,[],1630578,,,1610612745,52,47,2023-02-27T03:01:35Z,2780000,False,,,0,,A. Sengun offensive FOUL (1 PF),"[1630578, 1630570]",1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,Restricted Area,0-8 Center,,,,,,,,1628953.0,1.0,0.0,Watford,1630570.0,,,,,,,,
281,PT04M45.00S,2023-02-27T03:01:05.9Z,2,REGULAR,turnover,offensive foul,[],1630578,,,1610612745,52,47,2023-02-27T03:01:05Z,2800000,False,,,0,,A. Sengun offensive foul TURNOVER (1 TO),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,Restricted Area,0-8 Center,,,,,,,,1628953.0,,,,,1.0,,,,,,,
282,PT04M38.00S,2023-02-27T03:01:34.0Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1630570,91.5407358738502,48.77450980392157,1610612757,54,47,2023-02-27T03:03:41Z,2810000,False,-6.0,27.0,1,right,T. Watford driving floating Jump Shot (2 PTS) (D. Lillard 2 AST),"[1630570, 203081]",1610612757.0,POR,driving floating,,,Watford,T. Watford,,,,,Restricted Area,0-8 Center,2.77,Made,,,,,2.0,,,,,,,,,,,D. Lillard,203081.0,2.0
283,PT04M38.00S,2023-02-27T03:01:40.2Z,2,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1631095,,,1610612757,54,47,2023-02-27T03:01:44Z,2820000,False,,,0,,J. Smith Jr. shooting personal FOUL (1 PF) (Watford 1 FT),"[1631095, 1630570]",1610612745.0,HOU,shooting,,,Smith Jr.,J. Smith Jr.,,,,,Restricted Area,0-8 Center,,,,,,,,1628953.0,1.0,0.0,Watford,1630570.0,,,,,,,,
285,PT04M38.00S,2023-02-27T03:01:55.4Z,2,REGULAR,freethrow,1 of 1,['fromturnover'],1630570,,,1610612757,55,47,2023-02-27T03:01:55Z,2840000,False,,,0,,T. Watford Free Throw 1 of 1 (3 PTS),[1630570],1610612757.0,POR,,,,Watford,T. Watford,,,,,,,,Made,,,,,3.0,,,,,,,,,,,,,
287,PT04M24.00S,2023-02-27T03:02:11.8Z,2,REGULAR,3pt,Jump Shot,[],1631095,33.196452036793694,53.92156862745098,1610612745,55,47,2023-02-27T03:02:19Z,2850000,False,-20.0,260.0,1,left,MISS J. Smith Jr. 26' 3PT,[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,Above the Break 3,24+ Center,26.02,Missed,,,,,,,,,,,,,,,,,,
288,PT04M17.00S,2023-02-27T03:02:18.8Z,2,REGULAR,rebound,defensive,[],203081,,,1610612757,55,47,2023-02-27T03:02:19Z,2860000,False,,,0,,D. Lillard REBOUND (Off:1 Def:3),[203081],1610612757.0,POR,,,,Lillard,D. Lillard,,,,,Above the Break 3,24+ Center,,,287.0,4.0,3.0,1.0,,,,,,,,,,,,,,
289,PT04M15.00S,2023-02-27T03:02:21.2Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",203081,95.48291721419186,47.05882352941176,1610612757,57,47,2023-02-27T03:02:33Z,2870000,False,-15.0,-10.0,1,right,D. Lillard running reverse Layup (27 PTS),[203081],1610612757.0,POR,running reverse,,,Lillard,D. Lillard,,,,,Restricted Area,0-8 Center,1.78,Made,,,,,27.0,,,,,,,,,,,,,
290,PT03M52.00S,2023-02-27T03:02:44.6Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1630578,12.828515111695138,46.07843137254902,1610612745,57,47,2023-02-27T03:02:49Z,2880000,False,20.0,68.0,1,left,MISS A. Sengun 7' Hook,[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,In The Paint (Non-RA),0-8 Center,7.09,Missed,,,,,,,,,,,,,,,,,,
291,PT03M51.00S,2023-02-27T03:02:45.6Z,2,REGULAR,rebound,defensive,[],1629629,,,1610612757,57,47,2023-02-27T03:02:49Z,2890000,False,,,0,,C. Reddish REBOUND (Off:0 Def:1),[1629629],1610612757.0,POR,,,,Reddish,C. Reddish,,,,,In The Paint (Non-RA),0-8 Center,,,290.0,1.0,1.0,0.0,,,,,,,,,,,,,,
292,PT03M43.00S,2023-02-27T03:02:53.3Z,2,REGULAR,2pt,Jump Shot,[],203081,92.72339027595268,77.94117647058823,1610612757,57,47,2023-02-27T03:03:01Z,2900000,False,140.0,16.0,1,right,MISS D. Lillard 14' fadeaway Shot,[203081],1610612757.0,POR,fadeaway,,,Lillard,D. Lillard,,,,,Mid-Range,8-16 Right,14.06,Missed,,,,,,,,,,,,,,,,,,
293,PT03M38.00S,2023-02-27T03:02:58.3Z,2,REGULAR,rebound,offensive,[],1631133,,,1610612757,57,47,2023-02-27T03:03:01Z,2910000,False,,,0,,J. Walker REBOUND (Off:1 Def:0),[1631133],1610612757.0,POR,,,,Walker,J. Walker,,,,,Mid-Range,8-16 Right,,,292.0,1.0,0.0,1.0,,,,,,,,,,,,,,
294,PT03M38.00S,2023-02-27T03:02:57.5Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1631133,94.40999984741211,50.0,1610612757,57,47,2023-02-27T03:02:57Z,2920000,False,0.0,0.0,1,right,MISS J. Walker tip Layup,[1631133],1610612757.0,POR,tip,,,Walker,J. Walker,,,,,Mid-Range,8-16 Left,0.0,Missed,,,,,,,,,,,,,,,,,,
295,PT03M38.00S,2023-02-27T03:02:58.0Z,2,REGULAR,rebound,defensive,[],1630231,,,1610612745,57,47,2023-02-27T03:02:58Z,2930000,False,,,0,,K. Martin Jr. REBOUND (Off:0 Def:4),[1630231],1610612745.0,HOU,,,,Martin Jr.,K. Martin Jr.,,,,,Mid-Range,8-16 Left,,,294.0,4.0,4.0,0.0,,,,,,,,,,,,,,
296,PT03M32.00S,2023-02-27T03:03:04.3Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630231,6.258212877792378,51.225490196078425,1610612745,57,49,2023-02-27T03:03:11Z,2940000,False,-6.0,6.0,1,left,K. Martin Jr. running Layup (8 PTS),[1630231],1610612745.0,HOU,running,,,Martin Jr.,K. Martin Jr.,,,,,Restricted Area,0-8 Center,0.88,Made,,,,,8.0,,,,,,,,,,,,,
298,PT03M17.00S,2023-02-27T03:03:31.7Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630256,,,1610612757,57,49,2023-02-27T03:19:24Z,2960000,False,,,0,,J. Tate personal FOUL (4 PF) (Watford 2 FT),"[1630256, 1630570]",1610612745.0,HOU,,,,Tate,J. Tate,,,,,Mid-Range,8-16 Right,,,,,,,,202041.0,4.0,0.0,Watford,1630570.0,,,,,,,,
300,PT03M17.00S,2023-02-27T03:03:39.8Z,2,REGULAR,foul,technical,"['inpenalty', '1freethrow']",1630256,,,1610612757,57,49,2023-02-27T03:19:24Z,2980000,False,,,0,,J. Tate technical FOUL (1 Tech),[1630256],1610612745.0,HOU,,,,Tate,J. Tate,,,,,Mid-Range,8-16 Right,,,,,,,,202041.0,4.0,1.0,,,,,,,,,,
301,PT03M17.00S,2023-02-27T03:03:54.4Z,2,REGULAR,freethrow,1 of 1,[],203081,,,1610612757,58,49,2023-02-27T03:19:24Z,2990000,False,,,0,,D. Lillard technical Free Throw 1 of 1 (28 PTS),[203081],1610612757.0,POR,technical,,,Lillard,D. Lillard,,,,,,,,Made,,,,,28.0,,,,,,,,,,,,,
302,PT03M17.00S,2023-02-27T03:04:26.4Z,2,REGULAR,freethrow,1 of 2,[],1630570,,,1610612757,58,49,2023-02-27T03:19:24Z,3005000,False,,,0,,MISS T. Watford Free Throw 1 of 2,[1630570],1610612757.0,POR,,,,Watford,T. Watford,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
303,PT03M17.00S,2023-02-27T03:04:26.4Z,2,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612757,58,49,2023-02-27T03:19:24Z,3012500,False,,,0,,TEAM offensive REBOUND,[],1610612757.0,POR,,,,,,,,,,,,,,302.0,,,,,,,,,,,,,,,,,
345,PT03M17.00S,2023-02-27T03:04:40.5Z,2,REGULAR,substitution,out,[],1630256,,,1610612757,58,49,2023-02-27T03:20:14Z,3014375,False,,,0,,SUB out: J. Tate,[1630256],1610612745.0,HOU,,,,Tate,J. Tate,,,,,,,,,,,,,,,,,,,,,,,,,,
346,PT03M17.00S,2023-02-27T03:04:40.5Z,2,REGULAR,substitution,in,[],1630227,,,1610612757,58,49,2023-02-27T03:20:14Z,3015312,False,,,0,,SUB in: D. Nix,[1630227],1610612745.0,HOU,,,,Nix,D. Nix,,,,,,,,,,,,,,,,,,,,,,,,,,
306,PT03M17.00S,2023-02-27T03:04:26.4Z,2,REGULAR,freethrow,2 of 2,[],1630570,,,1610612757,58,49,2023-02-27T03:19:24Z,3016250,False,,,0,,MISS T. Watford Free Throw 2 of 2,[1630570],1610612757.0,POR,,,,Watford,T. Watford,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
307,PT03M17.00S,2023-02-27T03:04:26.4Z,2,REGULAR,rebound,defensive,[],1631095,,,1610612745,58,49,2023-02-27T03:19:24Z,3018125,False,,,0,,J. Smith Jr. REBOUND (Off:0 Def:4),[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,,,,,306.0,4.0,4.0,0.0,,,,,,,,,,,,,,
308,PT03M03.00S,2023-02-27T03:04:54.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1631095,7.178055190538765,53.18627450980392,1610612745,58,49,2023-02-27T03:06:24Z,3035000,False,-16.0,15.0,1,left,MISS J. Smith Jr. driving Layup - blocked,"[1631095, 1631133]",1610612745.0,HOU,driving,,,Smith Jr.,J. Smith Jr.,,,,,Restricted Area,0-8 Center,2.19,Missed,,,,,,,,,,,,,,Walker,1631133.0,,,
309,PT03M03.00S,2023-02-27T03:04:54.7Z,2,REGULAR,block,,[],1631133,,,1610612745,58,49,2023-02-27T03:04:56Z,3037500,False,,,0,,J. Walker BLOCK (1 BLK),[1631133],1610612757.0,POR,,,,Walker,J. Walker,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
310,PT03M03.00S,2023-02-27T03:04:54.7Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612745,58,49,2023-02-27T03:06:24Z,3038750,False,,,0,,TEAM offensive REBOUND,[],1610612745.0,HOU,,,,,,,,,,Restricted Area,0-8 Center,,,308.0,,,,,,,,,,,,,,,,,
312,PT02M53.00S,2023-02-27T03:05:23.7Z,2,REGULAR,2pt,Jump Shot,['2ndchance'],1630578,22.026938239159,65.44117647058823,1610612745,58,49,2023-02-27T03:19:04Z,3100000,False,-77.0,155.0,1,left,MISS A. Sengun 17' step back Shot,[1630578],1610612745.0,HOU,step back,,,Sengun,A. Sengun,,,,,Mid-Range,16-24 Left Center,17.28,Missed,,,,,,,,,,,,,,,,,,
313,PT02M50.00S,2023-02-27T03:05:26.5Z,2,REGULAR,rebound,defensive,[],1629680,,,1610612757,58,49,2023-02-27T03:05:26Z,3110000,False,,,0,,M. Thybulle REBOUND (Off:0 Def:2),[1629680],1610612757.0,POR,,,,Thybulle,M. Thybulle,,,,,Mid-Range,16-24 Left Center,,,312.0,2.0,2.0,0.0,,,,,,,,,,,,,,
314,PT02M45.00S,2023-02-27T03:05:31.9Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630570,94.43166885676742,47.549019607843135,1610612757,60,49,2023-02-27T03:05:37Z,3120000,False,-12.0,0.0,1,right,T. Watford running Layup (5 PTS),[1630570],1610612757.0,POR,running,,,Watford,T. Watford,,,,,Restricted Area,0-8 Center,1.23,Made,,,,,5.0,,,,,,,,,,,,,
315,PT02M35.00S,2023-02-27T03:05:42.2Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1630231,5.995400788436268,49.26470588235294,1610612745,60,51,2023-02-27T03:05:47Z,3130000,False,4.0,4.0,1,left,K. Martin Jr. cutting DUNK (10 PTS) (A. Sengun 4 AST),"[1630231, 1630578]",1610612745.0,HOU,cutting,,,Martin Jr.,K. Martin Jr.,,,,,Restricted Area,0-8 Center,0.54,Made,,,,,10.0,,,,,,,,,,,A. Sengun,1630578.0,4.0
317,PT02M27.00S,2023-02-27T03:05:53.4Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630578,,,1610612757,60,51,2023-02-27T03:06:00Z,3150000,False,,,0,,A. Sengun personal FOUL (2 PF) (Lillard 2 FT),"[1630578, 203081]",1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,Above the Break 3,24+ Right Center,,,,,,,,202041.0,2.0,0.0,Lillard,203081.0,,,,,,,,
319,PT02M27.00S,2023-02-27T03:06:04.5Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612757,60,51,2023-02-27T03:06:04Z,3170000,False,,,0,,POR Timeout,[],1610612757.0,POR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
320,PT02M27.00S,2023-02-27T03:09:07.1Z,2,REGULAR,freethrow,1 of 2,[],203081,,,1610612757,61,51,2023-02-27T03:09:07Z,3180000,False,,,0,,D. Lillard Free Throw 1 of 2 (29 PTS),[203081],1610612757.0,POR,,,,Lillard,D. Lillard,,,,,,,,Made,,,,,29.0,,,,,,,,,,,,,
321,PT02M27.00S,2023-02-27T03:09:21.8Z,2,REGULAR,freethrow,2 of 2,[],203081,,,1610612757,62,51,2023-02-27T03:09:21Z,3190000,False,,,0,,D. Lillard Free Throw 2 of 2 (30 PTS),[203081],1610612757.0,POR,,,,Lillard,D. Lillard,,,,,,,,Made,,,,,30.0,,,,,,,,,,,,,
322,PT02M07.00S,2023-02-27T03:09:44.3Z,2,REGULAR,3pt,Jump Shot,[],1630227,24.655059132720105,86.27450980392157,1610612745,62,54,2023-02-27T03:09:48Z,3200000,False,-181.0,179.0,1,left,D. Nix 25' 3PT  (5 PTS) (K. Martin Jr. 2 AST),"[1630227, 1630231]",1610612745.0,HOU,,,,Nix,D. Nix,,,,,Above the Break 3,24+ Left Center,25.51,Made,,,,,5.0,,,,,,,,,,,K. Martin Jr.,1630231.0,2.0
324,PT01M56.00S,2023-02-27T03:09:54.3Z,2,REGULAR,3pt,Jump Shot,[],203081,77.61169513797634,92.40196078431373,1610612757,65,54,2023-02-27T03:10:01Z,3220000,False,212.0,158.0,1,right,D. Lillard 26' 3PT pullup (33 PTS),[203081],1610612757.0,POR,pullup,,,Lillard,D. Lillard,,,,,Above the Break 3,24+ Right Center,26.44,Made,,,,,33.0,,,,,,,,,,,,,
325,PT01M27.00S,2023-02-27T03:10:23.5Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1630578,4.5499342969776615,36.27450980392157,1610612745,65,54,2023-02-27T03:10:27Z,3230000,False,69.0,-10.0,1,left,MISS A. Sengun 6' turnaround Hook,[1630578],1610612745.0,HOU,turnaround,,,Sengun,A. Sengun,,,,,In The Paint (Non-RA),0-8 Center,6.93,Missed,,,,,,,,,,,,,,,,,,
326,PT01M26.00S,2023-02-27T03:10:25.0Z,2,REGULAR,rebound,defensive,[],1630570,,,1610612757,65,54,2023-02-27T03:10:25Z,3240000,False,,,0,,T. Watford REBOUND (Off:0 Def:1),[1630570],1610612757.0,POR,,,,Watford,T. Watford,,,,,In The Paint (Non-RA),0-8 Center,,,325.0,1.0,1.0,0.0,,,,,,,,,,,,,,
327,PT01M13.00S,2023-02-27T03:10:38.0Z,2,REGULAR,3pt,Jump Shot,[],203081,71.43561103810775,16.666666666666664,1610612757,68,54,2023-02-27T03:10:43Z,3250000,False,-167.0,216.0,1,right,D. Lillard 27' 3PT  (36 PTS) (T. Watford 1 AST),"[203081, 1630570]",1610612757.0,POR,,,,Lillard,D. Lillard,,,,,Above the Break 3,24+ Left Center,27.28,Made,,,,,36.0,,,,,,,,,,,T. Watford,1630570.0,1.0
329,PT00M57.20S,2023-02-27T03:10:55.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630578,6.1268068331143235,46.81372549019608,1610612745,68,54,2023-02-27T03:13:51Z,3270000,False,16.0,5.0,1,left,MISS A. Sengun driving Layup,[1630578],1610612745.0,HOU,driving,,,Sengun,A. Sengun,,,,,Restricted Area,0-8 Center,1.67,Missed,,,,,,,,,,,,,,,,,,
330,PT00M57.20S,2023-02-27T03:10:55.0Z,2,REGULAR,rebound,defensive,[],1629629,,,1610612757,68,54,2023-02-27T03:11:07Z,3280000,False,,,0,,C. Reddish REBOUND (Off:0 Def:2),[1629629],1610612757.0,POR,,,,Reddish,C. Reddish,,,,,Restricted Area,0-8 Center,,,329.0,2.0,2.0,0.0,,,,,,,,,,,,,,
