actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,turnoverTotal,stealPlayerName,stealPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
82,PT05M03.00S,2023-03-25T02:23:30.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203083,92.9862023653088,46.81372549019608,1610612741,12,16,2023-03-25T02:23:38Z,810000,False,-16.0,13.0,1,right,A. Drummond driving Layup (2 PTS) (Z. LaVine 2 AST),"[203083, 203897]",1610612741.0,CHI,driving,,,Drummond,A. Drummond,,,,,Restricted Area,0-8 Center,2.08,Made,2.0,Z. LaVine,203897.0,2.0,,,,,,,,,,,,,,
84,PT04M47.00S,2023-03-25T02:23:47.5Z,1,REGULAR,turnover,bad pass,[],1631101,,,1610612757,12,16,2023-03-25T02:23:51Z,830000,False,,,0,,S. Sharpe bad pass TURNOVER (1 TO),"[1631101, 1630172]",1610612757.0,POR,,,,Sharpe,S. Sharpe,,,,,Above the Break 3,24+ Center,,,,,,,,1.0,Williams,1630172.0,,,,,,,,,,
85,PT04M47.00S,2023-03-25T02:23:47.5Z,1,REGULAR,steal,,[],1630172,,,1610612741,12,16,2023-03-25T02:23:49Z,840000,False,,,0,,P. Williams STEAL (1 STL),[1630172],1610612741.0,CHI,,,,Williams,P. Williams,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
86,PT04M44.00S,2023-03-25T02:23:50.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",203083,92.85479632063075,48.77450980392157,1610612741,12,16,2023-03-25T02:23:59Z,850000,False,-6.0,15.0,1,right,MISS A. Drummond running Layup,[203083],1610612741.0,CHI,running,,,Drummond,A. Drummond,,,,,Restricted Area,0-8 Center,1.59,Missed,,,,,,,,,,,,,,,,,,
87,PT04M39.00S,2023-03-25T02:23:54.5Z,1,REGULAR,rebound,defensive,[],1629629,,,1610612757,12,16,2023-03-25T02:23:54Z,860000,False,,,0,,C. Reddish REBOUND (Off:1 Def:1),[1629629],1610612757.0,POR,,,,Reddish,C. Reddish,,,,,Restricted Area,0-8 Center,,,,,,,,,,,86.0,2.0,1.0,1.0,,,,,,
89,PT04M34.00S,2023-03-25T02:24:03.5Z,1,REGULAR,substitution,out,[],1629234,,,1610612757,12,16,2023-03-25T02:24:12Z,880000,False,,,0,,SUB out: D. Eubanks,[1629234],1610612757.0,POR,,,,Eubanks,D. Eubanks,,,,,,,,,,,,,,,,,,,,,,,,,,
90,PT04M34.00S,2023-03-25T02:24:03.5Z,1,REGULAR,substitution,out,[],1627936,,,1610612757,12,16,2023-03-25T02:24:12Z,890000,False,,,0,,SUB out: A. Caruso,[1627936],1610612741.0,CHI,,,,Caruso,A. Caruso,,,,,,,,,,,,,,,,,,,,,,,,,,
91,PT04M34.00S,2023-03-25T02:24:03.5Z,1,REGULAR,substitution,in,[],1631133,,,1610612757,12,16,2023-03-25T02:24:12Z,900000,False,,,0,,SUB in: J. Walker,[1631133],1610612757.0,POR,,,,Walker,J. Walker,,,,,,,,,,,,,,,,,,,,,,,,,,
92,PT04M34.00S,2023-03-25T02:24:03.5Z,1,REGULAR,substitution,in,[],1629632,,,1610612757,12,16,2023-03-25T02:24:12Z,910000,False,,,0,,SUB in: C. White,[1629632],1610612741.0,CHI,,,,White,C. White,,,,,,,,,,,,,,,,,,,,,,,,,,
93,PT04M19.00S,2023-03-25T02:24:36.0Z,1,REGULAR,3pt,Jump Shot,[],1629629,17.821944809461236,4.411764705882353,1610612757,12,16,2023-03-25T02:30:13Z,920000,False,228.0,115.0,1,left,MISS C. Reddish 25' 3PT,[1629629],1610612757.0,POR,,,,Reddish,C. Reddish,,,,,Above the Break 3,24+ Right Center,25.53,Missed,,,,,,,,,,,,,,,,,,
94,PT04M17.00S,2023-03-25T02:24:38.0Z,1,REGULAR,rebound,defensive,[],201976,,,1610612741,12,16,2023-03-25T02:24:41Z,930000,False,,,0,,P. Beverley REBOUND (Off:0 Def:2),[201976],1610612741.0,CHI,,,,Beverley,P. Beverley,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,93.0,2.0,2.0,0.0,,,,,,
95,PT04M10.00S,2023-03-25T02:24:45.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203897,88.38699080157687,60.049019607843135,1610612741,12,18,2023-03-25T02:24:52Z,940000,False,50.0,57.0,1,right,Z. LaVine 7' driving floating bank Jump Shot (9 PTS),[203897],1610612741.0,CHI,driving floating bank,,,LaVine,Z. LaVine,,,,,In The Paint (Non-RA),0-8 Center,7.57,Made,9.0,,,,,,,,,,,,,,,,,
96,PT03M48.00S,2023-03-25T02:25:07.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629629,6.783837056504599,49.50980392156863,1610612757,14,18,2023-03-25T02:25:14Z,950000,False,2.0,11.0,1,left,C. Reddish driving finger roll Layup (2 PTS) (T. Watford 2 AST),"[1629629, 1630570]",1610612757.0,POR,driving finger roll,,,Reddish,C. Reddish,,,,,Restricted Area,0-8 Center,1.16,Made,2.0,T. Watford,1630570.0,2.0,,,,,,,,,,,,,,
98,PT03M35.00S,2023-03-25T02:25:22.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630172,91.27792378449409,53.18627450980392,1610612741,14,18,2023-03-25T02:35:30Z,970000,False,16.0,29.0,1,right,MISS P. Williams driving Layup,[1630172],1610612741.0,CHI,driving,,,Williams,P. Williams,,,,,Restricted Area,0-8 Center,3.35,Missed,,,,,,,,,,,,,,,,,,
99,PT03M33.00S,2023-03-25T02:25:24.3Z,1,REGULAR,rebound,offensive,[],203083,,,1610612741,14,18,2023-03-25T02:35:30Z,980000,False,,,0,,A. Drummond REBOUND (Off:1 Def:2),[203083],1610612741.0,CHI,,,,Drummond,A. Drummond,,,,,Restricted Area,0-8 Center,,,,,,,,,,,98.0,3.0,2.0,1.0,,,,,,
100,PT03M33.00S,2023-03-25T02:25:25.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203083,91.5407358738502,46.32352941176471,1610612741,14,18,2023-03-25T02:36:28Z,990000,False,-18.0,27.0,1,right,MISS A. Drummond putback Layup,[203083],1610612741.0,CHI,putback,,,Drummond,A. Drummond,,,,,Restricted Area,0-8 Center,3.27,Missed,,,,,,,,,,,,,,,,,,
101,PT03M32.00S,2023-03-25T02:25:26.2Z,1,REGULAR,rebound,offensive,[],203083,,,1610612741,14,18,2023-03-25T02:36:36Z,1000000,False,,,0,,A. Drummond REBOUND (Off:2 Def:2),[203083],1610612741.0,CHI,,,,Drummond,A. Drummond,,,,,Restricted Area,0-8 Center,,,,,,,,,,,100.0,4.0,2.0,2.0,,,,,,
156,PT03M32.00S,2023-03-25T02:25:27.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203083,93.5611038107753,48.99662990196079,1610612741,14,18,2023-03-25T02:36:57Z,1005000,False,-5.0,8.0,1,right,MISS A. Drummond tip Layup,[203083],1610612741.0,CHI,tip,,,Drummond,A. Drummond,,,,,Restricted Area,0-8 Center,0.94,Missed,,,,,,,,,,,,,,,,,,
157,PT03M31.00S,2023-03-25T02:25:28.3Z,1,REGULAR,rebound,offensive,[],1630172,,,1610612741,14,18,2023-03-25T02:36:57Z,1007500,False,,,0,,P. Williams REBOUND (Off:1 Def:0),[1630172],1610612741.0,CHI,,,,Williams,P. Williams,,,,,Restricted Area,0-8 Center,,,,,,,,,,,156.0,1.0,0.0,1.0,,,,,,
102,PT03M29.00S,2023-03-25T02:25:29.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630172,94.40999984741211,50.0,1610612741,14,18,2023-03-25T02:36:57Z,1010000,False,0.0,0.0,1,right,MISS P. Williams tip Layup,[1630172],1610612741.0,CHI,tip,,,Williams,P. Williams,,,,,Mid-Range,8-16 Left,0.0,Missed,,,,,,,,,,,,,,,,,,
103,PT03M29.00S,2023-03-25T02:25:33.7Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612757,14,18,2023-03-25T02:25:33Z,1020000,False,,,0,,TEAM defensive REBOUND,[],1610612757.0,POR,,,,,,,,,,Mid-Range,8-16 Left,,,,,,,,,,,102.0,,,,,,,,,
104,PT03M29.00S,2023-03-25T02:25:34.6Z,1,REGULAR,foul,personal,[],203083,,,1610612757,14,18,2023-03-25T02:38:12Z,1030000,False,,,0,,A. Drummond loose ball personal FOUL (1 PF),"[203083, 1630570]",1610612741.0,CHI,loose ball,,,Drummond,A. Drummond,,,,,Restricted Area,0-8 Center,,,,,,,204058.0,,,,,,,,,,1.0,0.0,Watford,1630570.0
106,PT03M29.00S,2023-03-25T02:25:44.2Z,1,REGULAR,substitution,out,[],1630570,,,1610612757,14,18,2023-03-25T02:25:57Z,1050000,False,,,0,,SUB out: T. Watford,[1630570],1610612757.0,POR,,,,Watford,T. Watford,,,,,,,,,,,,,,,,,,,,,,,,,,
107,PT03M29.00S,2023-03-25T02:25:44.2Z,1,REGULAR,substitution,out,[],201976,,,1610612757,14,18,2023-03-25T02:25:57Z,1060000,False,,,0,,SUB out: P. Beverley,[201976],1610612741.0,CHI,,,,Beverley,P. Beverley,,,,,,,,,,,,,,,,,,,,,,,,,,
108,PT03M29.00S,2023-03-25T02:25:44.2Z,1,REGULAR,substitution,out,[],1630172,,,1610612757,14,18,2023-03-25T02:25:57Z,1070000,False,,,0,,SUB out: P. Williams,[1630172],1610612741.0,CHI,,,,Williams,P. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
109,PT03M29.00S,2023-03-25T02:25:44.2Z,1,REGULAR,substitution,in,[],1629642,,,1610612757,14,18,2023-03-25T02:25:57Z,1080000,False,,,0,,SUB in: N. Little,[1629642],1610612757.0,POR,,,,Little,N. Little,,,,,,,,,,,,,,,,,,,,,,,,,,
110,PT03M29.00S,2023-03-25T02:25:44.2Z,1,REGULAR,substitution,in,[],1630245,,,1610612757,14,18,2023-03-25T02:25:57Z,1090000,False,,,0,,SUB in: A. Dosunmu,[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,,,,,,,,,,,,,,,,,,,,,,
111,PT03M29.00S,2023-03-25T02:25:44.2Z,1,REGULAR,substitution,in,[],1627884,,,1610612757,14,18,2023-03-25T02:25:57Z,1100000,False,,,0,,SUB in: D. Jones Jr.,[1627884],1610612741.0,CHI,,,,Jones Jr.,D. Jones Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
112,PT03M19.00S,2023-03-25T02:26:05.5Z,1,REGULAR,foul,personal,['2freethrow'],203897,,,1610612757,14,18,2023-03-25T02:26:18Z,1110000,False,,,0,,Z. LaVine shooting personal FOUL (2 PF) (Reddish 2 FT),"[203897, 1629629]",1610612741.0,CHI,shooting,,,LaVine,Z. LaVine,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,201245.0,,,,,,,,,,2.0,0.0,Reddish,1629629.0
114,PT03M19.00S,2023-03-25T02:26:32.1Z,1,REGULAR,freethrow,1 of 2,[],1629629,,,1610612757,15,18,2023-03-25T02:26:32Z,1130000,False,,,0,,C. Reddish Free Throw 1 of 2 (3 PTS),[1629629],1610612757.0,POR,,,,Reddish,C. Reddish,,,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
115,PT03M19.00S,2023-03-25T02:26:46.3Z,1,REGULAR,freethrow,2 of 2,[],1629629,,,1610612757,16,18,2023-03-25T02:26:46Z,1140000,False,,,0,,C. Reddish Free Throw 2 of 2 (4 PTS),[1629629],1610612757.0,POR,,,,Reddish,C. Reddish,,,,,,,,Made,4.0,,,,,,,,,,,,,,,,,
116,PT03M05.00S,2023-03-25T02:27:02.3Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],203083,92.06636005256242,50.49019607843137,1610612741,16,18,2023-03-25T02:39:47Z,1150000,False,2.0,22.0,1,right,MISS A. Drummond cutting DUNK,[203083],1610612741.0,CHI,cutting,,,Drummond,A. Drummond,,,,,Restricted Area,0-8 Center,2.22,Missed,,,,,,,,,,,,,,,,,,
117,PT03M03.00S,2023-03-25T02:27:04.3Z,1,REGULAR,rebound,defensive,[],1631101,,,1610612757,16,18,2023-03-25T02:27:06Z,1160000,False,,,0,,S. Sharpe REBOUND (Off:0 Def:1),[1631101],1610612757.0,POR,,,,Sharpe,S. Sharpe,,,,,Restricted Area,0-8 Center,,,,,,,,,,,116.0,1.0,1.0,0.0,,,,,,
118,PT02M59.00S,2023-03-25T02:27:08.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1631101,9.674770039421814,53.18627450980392,1610612757,18,18,2023-03-25T02:27:15Z,1170000,False,-16.0,38.0,1,left,S. Sharpe running Layup (9 PTS),[1631101],1610612757.0,POR,running,,,Sharpe,S. Sharpe,,,,,Restricted Area,0-8 Center,4.16,Made,9.0,,,,,,,,,,,,,,,,,
119,PT02M59.00S,2023-03-25T02:27:19.2Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612741,18,18,2023-03-25T02:27:21Z,1180000,False,,,0,,CHI Timeout,[],1610612741.0,CHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,PT02M59.00S,2023-03-25T02:29:34.6Z,1,REGULAR,substitution,out,[],1631101,,,1610612741,18,18,2023-03-25T02:29:53Z,1190000,False,,,0,,SUB out: S. Sharpe,[1631101],1610612757.0,POR,,,,Sharpe,S. Sharpe,,,,,,,,,,,,,,,,,,,,,,,,,,
121,PT02M59.00S,2023-03-25T02:29:34.6Z,1,REGULAR,substitution,in,[],1628995,,,1610612741,18,18,2023-03-25T02:29:53Z,1200000,False,,,0,,SUB in: K. Knox II,[1628995],1610612757.0,POR,,,,Knox II,K. Knox II,,,,,,,,,,,,,,,,,,,,,,,,,,
122,PT02M36.00S,2023-03-25T02:30:25.4Z,1,REGULAR,foul,personal,['2freethrow'],1631133,,,1610612741,18,18,2023-03-25T02:30:41Z,1210000,False,,,0,,J. Walker shooting personal FOUL (1 PF) (LaVine 2 FT),"[1631133, 203897]",1610612757.0,POR,shooting,,,Walker,J. Walker,,,,,Restricted Area,0-8 Center,,,,,,,204058.0,,,,,,,,,,1.0,0.0,LaVine,203897.0
124,PT02M36.00S,2023-03-25T02:30:52.0Z,1,REGULAR,freethrow,1 of 2,[],203897,,,1610612741,18,19,2023-03-25T02:30:52Z,1230000,False,,,0,,Z. LaVine Free Throw 1 of 2 (10 PTS),[203897],1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,,,,Made,10.0,,,,,,,,,,,,,,,,,
125,PT02M36.00S,2023-03-25T02:31:08.4Z,1,REGULAR,freethrow,2 of 2,[],203897,,,1610612741,18,20,2023-03-25T02:31:08Z,1240000,False,,,0,,Z. LaVine Free Throw 2 of 2 (11 PTS),[203897],1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,,,,Made,11.0,,,,,,,,,,,,,,,,,
126,PT02M22.00S,2023-03-25T02:31:22.5Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1631133,9.149145860709593,50.98039215686274,1610612757,20,20,2023-03-25T02:31:27Z,1250000,False,-5.0,34.0,1,left,J. Walker cutting DUNK (2 PTS) (K. Johnson 1 AST),"[1631133, 1630553]",1610612757.0,POR,cutting,,,Walker,J. Walker,,,,,Restricted Area,0-8 Center,3.39,Made,2.0,K. Johnson,1630553.0,1.0,,,,,,,,,,,,,,
128,PT02M00.00S,2023-03-25T02:31:44.1Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],203897,92.9862023653088,49.754901960784316,1610612741,20,22,2023-03-25T02:31:48Z,1270000,False,-1.0,13.0,1,right,Z. LaVine driving DUNK (13 PTS) (A. Dosunmu 1 AST),"[203897, 1630245]",1610612741.0,CHI,driving,,,LaVine,Z. LaVine,,,,,Restricted Area,0-8 Center,1.35,Made,13.0,A. Dosunmu,1630245.0,1.0,,,,,,,,,,,,,,
129,PT01M45.00S,2023-03-25T02:31:59.5Z,1,REGULAR,3pt,Jump Shot,[],1630553,32.670827858081466,48.529411764705884,1610612757,20,22,2023-03-25T02:32:06Z,1280000,False,7.0,255.0,1,left,MISS K. Johnson 25' step back 3PT,[1630553],1610612757.0,POR,step back,,,Johnson,K. Johnson,,,,,Above the Break 3,24+ Center,25.47,Missed,,,,,,,,,,,,,,,,,,
130,PT01M41.00S,2023-03-25T02:32:03.5Z,1,REGULAR,rebound,defensive,[],203083,,,1610612741,20,22,2023-03-25T02:32:06Z,1290000,False,,,0,,A. Drummond REBOUND (Off:2 Def:3),[203083],1610612741.0,CHI,,,,Drummond,A. Drummond,,,,,Above the Break 3,24+ Center,,,,,,,,,,,129.0,5.0,3.0,2.0,,,,,,
131,PT01M40.00S,2023-03-25T02:32:03.5Z,1,REGULAR,turnover,lost ball,[],203083,,,1610612741,20,22,2023-03-25T02:41:36Z,1300000,False,,,0,,A. Drummond lost ball TURNOVER (2 TO),"[203083, 1631133]",1610612741.0,CHI,,,,Drummond,A. Drummond,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,2.0,Walker,1631133.0,,,,,,,,,,
132,PT01M40.00S,2023-03-25T02:32:03.5Z,1,REGULAR,steal,,[],1631133,,,1610612757,20,22,2023-03-25T02:32:06Z,1310000,False,,,0,,J. Walker STEAL (1 STL),[1631133],1610612757.0,POR,,,,Walker,J. Walker,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
133,PT01M36.00S,2023-03-25T02:32:07.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1631133,7.440867279894875,46.81372549019608,1610612757,22,22,2023-03-25T02:32:16Z,1320000,False,16.0,17.0,1,left,J. Walker Layup (4 PTS),[1631133],1610612757.0,POR,,,,Walker,J. Walker,,,,,Restricted Area,0-8 Center,2.36,Made,4.0,,,,,,,,,,,,,,,,,
134,PT01M26.00S,2023-03-25T02:32:17.4Z,1,REGULAR,2pt,Jump Shot,[],203897,74.58935611038108,64.95098039215686,1610612741,22,22,2023-03-25T02:32:22Z,1330000,False,75.0,186.0,1,right,MISS Z. LaVine 20' pullup Shot,[203897],1610612741.0,CHI,pullup,,,LaVine,Z. LaVine,,,,,Mid-Range,16-24 Right Center,20.08,Missed,,,,,,,,,,,,,,,,,,
135,PT01M24.00S,2023-03-25T02:32:19.4Z,1,REGULAR,rebound,defensive,[],1628995,,,1610612757,22,22,2023-03-25T02:32:22Z,1340000,False,,,0,,K. Knox II REBOUND (Off:0 Def:1),[1628995],1610612757.0,POR,,,,Knox II,K. Knox II,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,134.0,1.0,1.0,0.0,,,,,,
136,PT01M17.00S,2023-03-25T02:32:27.3Z,1,REGULAR,3pt,Jump Shot,[],1629642,31.61957950065703,64.4607843137255,1610612757,22,22,2023-03-25T02:32:32Z,1350000,False,-72.0,245.0,1,left,MISS N. Little 25' 3PT,[1629642],1610612757.0,POR,,,,Little,N. Little,,,,,Above the Break 3,24+ Center,25.52,Missed,,,,,,,,,,,,,,,,,,
137,PT01M15.00S,2023-03-25T02:32:29.9Z,1,REGULAR,rebound,offensive,[],1629629,,,1610612757,22,22,2023-03-25T02:32:29Z,1360000,False,,,0,,C. Reddish REBOUND (Off:2 Def:1),[1629629],1610612757.0,POR,,,,Reddish,C. Reddish,,,,,Above the Break 3,24+ Center,,,,,,,,,,,136.0,3.0,1.0,2.0,,,,,,
138,PT01M09.00S,2023-03-25T02:32:35.2Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1629642,11.251642575558476,45.83333333333333,1610612757,24,22,2023-03-25T02:42:04Z,1370000,False,21.0,53.0,1,left,N. Little driving floating Jump Shot (2 PTS) (K. Johnson 2 AST),"[1629642, 1630553]",1610612757.0,POR,driving floating,,,Little,N. Little,,,,,In The Paint (Non-RA),0-8 Center,5.72,Made,2.0,K. Johnson,1630553.0,2.0,,,,,,,,,,,,,,
140,PT00M54.60S,2023-03-25T02:32:55.8Z,1,REGULAR,foul,personal,[],1630553,,,1610612741,24,22,2023-03-25T02:33:08Z,1390000,False,,,0,,K. Johnson personal FOUL (1 PF),"[1630553, 203083]",1610612757.0,POR,,,,Johnson,K. Johnson,,,,,Above the Break 3,24+ Right Center,,,,,,,2003.0,,,,,,,,,,1.0,0.0,Drummond,203083.0
142,PT00M54.60S,2023-03-25T02:33:00.6Z,1,REGULAR,substitution,out,[],203083,,,1610612741,24,22,2023-03-25T02:33:10Z,1410000,False,,,0,,SUB out: A. Drummond,[203083],1610612741.0,CHI,,,,Drummond,A. Drummond,,,,,,,,,,,,,,,,,,,,,,,,,,
143,PT00M54.60S,2023-03-25T02:33:00.6Z,1,REGULAR,substitution,out,[],203897,,,1610612741,24,22,2023-03-25T02:33:10Z,1420000,False,,,0,,SUB out: Z. LaVine,[203897],1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,,,,,,,,,,,,,,,,,,,,,,
144,PT00M54.60S,2023-03-25T02:33:00.6Z,1,REGULAR,substitution,in,[],202696,,,1610612741,24,22,2023-03-25T02:33:10Z,1430000,False,,,0,,SUB in: N. Vucevic,[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,,,,,,,,,,,,,,,,,,,,,,
145,PT00M54.60S,2023-03-25T02:33:00.6Z,1,REGULAR,substitution,in,[],1631207,,,1610612741,24,22,2023-03-25T02:33:10Z,1440000,False,,,0,,SUB in: D. Terry,[1631207],1610612741.0,CHI,,,,Terry,D. Terry,,,,,,,,,,,,,,,,,,,,,,,,,,
146,PT00M46.20S,2023-03-25T02:33:27.7Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629629,,,1610612741,24,22,2023-03-25T02:33:36Z,1450000,False,,,0,,C. Reddish personal FOUL (1 PF) (Vucevic 2 FT),"[1629629, 202696]",1610612757.0,POR,,,,Reddish,C. Reddish,,,,,Mid-Range,8-16 Right,,,,,,,201245.0,,,,,,,,,,1.0,0.0,Vucevic,202696.0
148,PT00M46.20S,2023-03-25T02:33:55.3Z,1,REGULAR,freethrow,1 of 2,[],202696,,,1610612741,24,23,2023-03-25T02:33:55Z,1470000,False,,,0,,N. Vucevic Free Throw 1 of 2 (5 PTS),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,,,,Made,5.0,,,,,,,,,,,,,,,,,
149,PT00M46.20S,2023-03-25T02:34:10.6Z,1,REGULAR,freethrow,2 of 2,[],202696,,,1610612741,24,24,2023-03-25T02:34:10Z,1480000,False,,,0,,N. Vucevic Free Throw 2 of 2 (6 PTS),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,,,,Made,6.0,,,,,,,,,,,,,,,,,
150,PT00M32.20S,2023-03-25T02:34:26.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630553,7.046649145860711,52.20588235294118,1610612757,26,24,2023-03-25T02:34:31Z,1490000,False,-11.0,14.0,1,left,K. Johnson driving Layup (2 PTS),[1630553],1610612757.0,POR,driving,,,Johnson,K. Johnson,,,,,Restricted Area,0-8 Center,1.76,Made,2.0,,,,,,,,,,,,,,,,,
151,PT00M14.30S,2023-03-25T02:34:45.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],202696,91.80354796320631,52.20588235294118,1610612741,26,26,2023-03-25T02:34:51Z,1500000,False,11.0,25.0,1,right,N. Vucevic cutting Layup (8 PTS) (C. White 1 AST),"[202696, 1629632]",1610612741.0,CHI,cutting,,,Vucevic,N. Vucevic,,,,,Restricted Area,0-8 Center,2.69,Made,8.0,C. White,1629632.0,1.0,,,,,,,,,,,,,,
153,PT00M01.50S,2023-03-25T02:35:03.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631133,17.427726675427067,52.94117647058824,1610612757,26,26,2023-03-25T02:43:39Z,1520000,False,-15.0,111.0,1,left,MISS J. Walker 11' driving floating Shot,[1631133],1610612757.0,POR,driving floating,,,Walker,J. Walker,,,,,In The Paint (Non-RA),8-16 Center,11.23,Missed,,,,,,,,,,,,,,,,,,
154,PT00M01.50S,2023-03-25T02:35:03.0Z,1,REGULAR,rebound,defensive,[],202696,,,1610612741,26,26,2023-03-25T02:35:09Z,1530000,False,,,0,,N. Vucevic REBOUND (Off:1 Def:4),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,153.0,5.0,4.0,1.0,,,,,,
155,PT00M00.00S,2023-03-25T02:35:13.1Z,1,REGULAR,period,end,[],0,,,1610612741,26,26,2023-03-25T02:35:13Z,1540000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,PT12M00.00S,2023-03-25T02:37:44.1Z,2,REGULAR,period,start,[],0,,,1610612741,26,26,2023-03-25T02:37:44Z,1550000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159,PT11M46.00S,2023-03-25T02:37:58.0Z,2,REGULAR,3pt,Jump Shot,[],1629632,69.72733245729303,77.94117647058823,1610612741,26,26,2023-03-25T02:38:03Z,1560000,False,140.0,232.0,1,right,MISS C. White 27' 3PT,[1629632],1610612741.0,CHI,,,,White,C. White,,,,,Above the Break 3,24+ Right Center,27.09,Missed,,,,,,,,,,,,,,,,,,
160,PT11M42.00S,2023-03-25T02:38:02.0Z,2,REGULAR,rebound,defensive,[],1631133,,,1610612757,26,26,2023-03-25T02:38:03Z,1570000,False,,,0,,J. Walker REBOUND (Off:0 Def:1),[1631133],1610612757.0,POR,,,,Walker,J. Walker,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,159.0,1.0,1.0,0.0,,,,,,
161,PT11M30.00S,2023-03-25T02:38:12.9Z,2,REGULAR,3pt,Jump Shot,[],1628995,30.962549277266753,25.49019607843137,1610612757,26,26,2023-03-25T02:38:18Z,1580000,False,123.0,239.0,1,left,MISS K. Knox II 26' 3PT,[1628995],1610612757.0,POR,,,,Knox II,K. Knox II,,,,,Above the Break 3,24+ Right Center,26.81,Missed,,,,,,,,,,,,,,,,,,
162,PT11M27.00S,2023-03-25T02:38:15.9Z,2,REGULAR,rebound,defensive,[],202696,,,1610612741,26,26,2023-03-25T02:38:18Z,1590000,False,,,0,,N. Vucevic REBOUND (Off:1 Def:5),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,161.0,6.0,5.0,1.0,,,,,,
163,PT11M17.00S,2023-03-25T02:38:26.6Z,2,REGULAR,3pt,Jump Shot,[],1630245,89.30683311432325,2.941176470588235,1610612741,26,29,2023-03-25T02:38:31Z,1600000,False,-235.0,48.0,1,right,A. Dosunmu 24' 3PT  (3 PTS) (D. Terry 1 AST),"[1630245, 1631207]",1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,Left Corner 3,24+ Left,24.01,Made,3.0,D. Terry,1631207.0,1.0,,,,,,,,,,,,,,
