actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
2,PT12M00.00S,2023-01-24T03:12:45.0Z,1,REGULAR,period,start,[],0,,,0,0,0,2023-01-24T03:12:45Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M57.00S,2023-01-24T03:12:46.8Z,1,REGULAR,jumpball,recovered,[],203081,,,1610612757,0,0,2023-01-24T03:12:46Z,40000,False,,,0,,Jump Ball J. Nurkic vs. J. Poeltl: Tip to D. Lillard,"[203081, 203994, 1627751]",1610612757.0,POR,startperiod,D. Lillard,203081.0,Lillard,D. Lillard,Nurkic,203994.0,Poeltl,1627751.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M44.00S,2023-01-24T03:13:01.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203924,94.56307490144546,52.450980392156865,1610612757,0,0,2023-01-24T03:13:07Z,70000,False,12.0,-1.0,1,right,MISS J. Grant driving Layup,[203924],1610612757.0,POR,driving,,,Grant,J. Grant,,,,,Restricted Area,0-8 Center,1.24,Missed,,,,,,,,,,,,,,,,,,
8,PT11M40.00S,2023-01-24T03:13:05.0Z,1,REGULAR,rebound,offensive,[],203994,,,1610612757,0,0,2023-01-24T03:13:07Z,80000,False,,,0,,J. Nurkic REBOUND (Off:1 Def:0),[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,Restricted Area,0-8 Center,,,7.0,1.0,0.0,1.0,,,,,,,,,,,,,,
9,PT11M40.00S,2023-01-24T03:13:03.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203994,94.40999984741211,50.0,1610612757,0,0,2023-01-24T03:13:03Z,90000,False,0.0,0.0,1,right,MISS J. Nurkic tip Layup,[203994],1610612757.0,POR,tip,,,Nurkic,J. Nurkic,,,,,Mid-Range,8-16 Left,0.0,Missed,,,,,,,,,,,,,,,,,,
10,PT11M39.00S,2023-01-24T03:13:04.1Z,1,REGULAR,rebound,defensive,[],1627751,,,1610612759,0,0,2023-01-24T03:13:04Z,100000,False,,,0,,J. Poeltl REBOUND (Off:0 Def:1),[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,Mid-Range,8-16 Left,,,9.0,1.0,1.0,0.0,,,,,,,,,,,,,,
11,PT11M23.00S,2023-01-24T03:13:20.7Z,1,REGULAR,2pt,Jump Shot,[],1629641,21.369908015768726,35.294117647058826,1610612759,0,2,2023-01-24T03:13:24Z,110000,False,74.0,148.0,1,left,R. Langford 16' pullup Jump Shot (2 PTS),[1629641],1610612759.0,SAS,pullup,,,Langford,R. Langford,,,,,Mid-Range,16-24 Right Center,16.56,Made,,,,,2.0,,,,,,,,,,,,,
12,PT11M04.00S,2023-01-24T03:13:40.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203994,93.9060446780552,53.92156862745098,1610612757,2,2,2023-01-24T03:13:44Z,120000,False,20.0,5.0,1,right,J. Nurkic cutting Layup (2 PTS) (D. Lillard 1 AST),"[203994, 203081]",1610612757.0,POR,cutting,,,Nurkic,J. Nurkic,,,,,Restricted Area,0-8 Center,2.02,Made,,,,,2.0,D. Lillard,203081.0,1.0,,,,,,,,,,
14,PT10M44.00S,2023-01-24T03:13:59.1Z,1,REGULAR,3pt,Jump Shot,[],1630200,27.54599211563732,19.362745098039216,1610612759,2,2,2023-01-24T03:14:04Z,140000,False,153.0,206.0,1,left,MISS T. Jones 25' 3PT,[1630200],1610612759.0,SAS,,,,Jones,T. Jones,,,,,Above the Break 3,24+ Right Center,25.7,Missed,,,,,,,,,,,,,,,,,,
15,PT10M42.00S,2023-01-24T03:14:01.1Z,1,REGULAR,rebound,defensive,[],203924,,,1610612757,2,2,2023-01-24T03:14:04Z,150000,False,,,0,,J. Grant REBOUND (Off:0 Def:1),[203924],1610612757.0,POR,,,,Grant,J. Grant,,,,,Above the Break 3,24+ Right Center,,,14.0,1.0,1.0,0.0,,,,,,,,,,,,,,
16,PT10M35.00S,2023-01-24T03:14:09.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203924,94.1688567674113,52.450980392156865,1610612757,2,2,2023-01-24T03:14:17Z,160000,False,12.0,2.0,1,right,MISS J. Grant cutting Layup - blocked,"[203924, 1631110]",1610612757.0,POR,cutting,,,Grant,J. Grant,,,,,Restricted Area,0-8 Center,1.25,Missed,,,,,,,,,Sochan,1631110.0,,,,,,,,
17,PT10M35.00S,2023-01-24T03:14:09.8Z,1,REGULAR,block,,[],1631110,,,1610612757,2,2,2023-01-24T03:14:11Z,170000,False,,,0,,J. Sochan BLOCK (1 BLK),[1631110],1610612759.0,SAS,,,,Sochan,J. Sochan,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
18,PT10M31.00S,2023-01-24T03:14:13.8Z,1,REGULAR,rebound,offensive,[],203924,,,1610612757,2,2,2023-01-24T03:14:17Z,180000,False,,,0,,J. Grant REBOUND (Off:1 Def:1),[203924],1610612757.0,POR,,,,Grant,J. Grant,,,,,Restricted Area,0-8 Center,,,16.0,2.0,1.0,1.0,,,,,,,,,,,,,,
