actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
16,PT10M41.00S,2023-01-29T03:13:10.6Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],203081,,,1610612757,1,2,2023-01-29T03:13:37Z,160000,False,,,0,,D. Lillard Free Throw 1 of 2 (1 PTS),[203081],1610612757.0,POR,,,,Lillard,D. Lillard,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
17,PT10M41.00S,2023-01-29T03:13:10.6Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],203081,,,1610612757,1,2,2023-01-29T03:13:37Z,170000,False,,,0,,MISS D. Lillard Free Throw 2 of 2,[203081],1610612757.0,POR,,,,Lillard,D. Lillard,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
18,PT10M39.00S,2023-01-29T03:13:12.6Z,1,REGULAR,rebound,defensive,[],1630173,,,1610612761,1,2,2023-01-29T03:13:37Z,180000,False,,,0,,P. Achiuwa REBOUND (Off:0 Def:1),[1630173],1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,,,,,,17.0,1.0,1.0,0.0,,,,,,,,,,,,,
19,PT10M30.00S,2023-01-29T03:13:40.4Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1630173,5.601182654402102,50.0,1610612761,1,4,2023-01-29T03:13:47Z,190000,False,0.0,0.0,1,left,P. Achiuwa cutting DUNK (2 PTS) (S. Barnes 1 AST),"[1630173, 1630567]",1610612761.0,TOR,cutting,,,Achiuwa,P. Achiuwa,,,,,Restricted Area,0-8 Center,0.02,Made,2.0,,,,,,,,,,S. Barnes,1630567.0,1.0,,,,,
21,PT10M09.00S,2023-01-29T03:14:00.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203924,92.46057818659659,42.8921568627451,1610612757,1,4,2023-01-29T03:14:03Z,210000,False,-36.0,18.0,1,right,MISS J. Grant driving Layup,[203924],1610612757.0,POR,driving,,,Grant,J. Grant,,,,,Restricted Area,0-8 Center,4.0,Missed,,,,,,,,,,,,,,,,,,
22,PT10M08.00S,2023-01-29T03:14:01.0Z,1,REGULAR,rebound,defensive,[],1630173,,,1610612761,1,4,2023-01-29T03:14:03Z,220000,False,,,0,,P. Achiuwa REBOUND (Off:0 Def:2),[1630173],1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,Restricted Area,0-8 Center,,,,21.0,2.0,2.0,0.0,,,,,,,,,,,,,
23,PT10M01.00S,2023-01-29T03:14:08.1Z,1,REGULAR,3pt,Jump Shot,[],1629018,27.94021024967148,19.607843137254903,1610612761,1,7,2023-01-29T03:14:13Z,230000,False,152.0,210.0,1,left,G. Trent Jr. 25' 3PT  (3 PTS) (F. VanVleet 1 AST),"[1629018, 1627832]",1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,Above the Break 3,24+ Right Center,25.93,Made,3.0,,,,,,,,,,F. VanVleet,1627832.0,1.0,,,,,
25,PT09M42.00S,2023-01-29T03:14:27.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629234,94.56307490144546,53.67647058823529,1610612757,1,7,2023-01-29T03:14:32Z,250000,False,18.0,-1.0,1,right,MISS D. Eubanks cutting Layup,[1629234],1610612757.0,POR,cutting,,,Eubanks,D. Eubanks,,,,,Restricted Area,0-8 Center,1.85,Missed,,,,,,,,,,,,,,,,,,
26,PT09M40.00S,2023-01-29T03:14:29.9Z,1,REGULAR,rebound,defensive,[],1630173,,,1610612761,1,7,2023-01-29T03:14:32Z,260000,False,,,0,,P. Achiuwa REBOUND (Off:0 Def:3),[1630173],1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,Restricted Area,0-8 Center,,,,25.0,3.0,3.0,0.0,,,,,,,,,,,,,
27,PT09M30.00S,2023-01-29T03:14:39.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627783,7.703679369250986,59.068627450980394,1610612761,1,7,2023-01-29T03:14:49Z,270000,False,-45.0,20.0,1,left,MISS P. Siakam driving Layup,[1627783],1610612761.0,TOR,driving,,,Siakam,P. Siakam,,,,,In The Paint (Non-RA),0-8 Center,4.95,Missed,,,,,,,,,,,,,,,,,,
28,PT09M29.00S,2023-01-29T03:14:40.4Z,1,REGULAR,rebound,offensive,[],1630567,,,1610612761,1,7,2023-01-29T03:14:49Z,280000,False,,,0,,S. Barnes REBOUND (Off:1 Def:0),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,In The Paint (Non-RA),0-8 Center,,,,27.0,1.0,0.0,1.0,,,,,,,,,,,,,
29,PT09M29.00S,2023-01-29T03:14:41.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630567,5.590000152587891,50.0,1610612761,1,9,2023-01-29T03:14:41Z,290000,False,0.0,0.0,1,left,S. Barnes tip Layup (2 PTS),[1630567],1610612761.0,TOR,tip,,,Barnes,S. Barnes,,,,,Mid-Range,8-16 Left,0.0,Made,2.0,,,,,,,,,,,,,,,,,
30,PT09M29.00S,2023-01-29T03:14:44.4Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612757,1,9,2023-01-29T03:14:44Z,300000,False,,,0,,POR Timeout,[],1610612757.0,POR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,PT09M19.00S,2023-01-29T03:17:50.6Z,1,REGULAR,foul,personal,[],1629018,,,1610612757,1,9,2023-01-29T03:17:57Z,310000,False,,,0,,G. Trent Jr. personal FOUL (1 PF),"[1629018, 1629014]",1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,Above the Break 3,24+ Center,,,,,,,,1627961.0,1.0,0.0,Simons,1629014.0,,,,,,,,
33,PT09M11.00S,2023-01-29T03:18:16.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629014,94.69448094612353,48.77450980392157,1610612757,3,9,2023-01-29T03:18:22Z,330000,False,-6.0,-3.0,1,right,A. Simons driving Layup (2 PTS),[1629014],1610612757.0,POR,driving,,,Simons,A. Simons,,,,,Restricted Area,0-8 Center,0.66,Made,2.0,,,,,,,,,,,,,,,,,
34,PT08M55.00S,2023-01-29T03:18:32.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630567,15.588042049934298,48.28431372549019,1610612761,3,11,2023-01-29T03:18:48Z,340000,False,9.0,94.0,1,left,S. Barnes 9' driving floating bank Jump Shot (4 PTS),[1630567],1610612761.0,TOR,driving floating bank,,,Barnes,S. Barnes,,,,,In The Paint (Non-RA),8-16 Center,9.44,Made,4.0,,,,,,,,,,,,,,,,,
35,PT08M38.00S,2023-01-29T03:18:49.1Z,1,REGULAR,2pt,Jump Shot,[],1629642,79.45137976346912,66.17647058823529,1610612757,5,11,2023-01-29T03:18:56Z,350000,False,81.0,141.0,1,right,N. Little 16' fadeaway Jump Shot (2 PTS),[1629642],1610612757.0,POR,fadeaway,,,Little,N. Little,,,,,Mid-Range,16-24 Right Center,16.23,Made,2.0,,,,,,,,,,,,,,,,,
36,PT08M19.00S,2023-01-29T03:19:09.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630173,8.229303547963205,47.549019607843135,1610612761,5,13,2023-01-29T03:19:12Z,360000,False,12.0,25.0,1,left,P. Achiuwa Layup (4 PTS) (P. Siakam 1 AST),"[1630173, 1627783]",1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,Restricted Area,0-8 Center,2.78,Made,4.0,,,,,,,,,,P. Siakam,1627783.0,1.0,,,,,
38,PT08M05.00S,2023-01-29T03:19:22.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203081,92.59198423127464,44.36274509803921,1610612757,5,13,2023-01-29T03:19:27Z,380000,False,-28.0,17.0,1,right,MISS D. Lillard fadeaway bank Shot,[203081],1610612757.0,POR,fadeaway bank,,,Lillard,D. Lillard,,,,,Restricted Area,0-8 Center,3.3,Missed,,,,,,,,,,,,,,,,,,
39,PT08M03.00S,2023-01-29T03:19:24.5Z,1,REGULAR,rebound,defensive,[],1630567,,,1610612761,5,13,2023-01-29T03:19:27Z,390000,False,,,0,,S. Barnes REBOUND (Off:1 Def:1),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,Restricted Area,0-8 Center,,,,38.0,2.0,1.0,1.0,,,,,,,,,,,,,
40,PT07M55.00S,2023-01-29T03:19:32.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629018,5.995400788436268,52.20588235294118,1610612761,5,15,2023-01-29T03:19:37Z,400000,False,-11.0,4.0,1,left,G. Trent Jr. driving Layup (5 PTS),[1629018],1610612761.0,TOR,driving,,,Trent Jr.,G. Trent Jr.,,,,,Restricted Area,0-8 Center,1.17,Made,5.0,,,,,,,,,,,,,,,,,
41,PT07M37.00S,2023-01-29T03:19:50.0Z,1,REGULAR,3pt,Jump Shot,[],1629014,67.7562417871222,68.13725490196079,1610612757,5,15,2023-01-29T03:19:53Z,410000,False,91.0,251.0,1,right,MISS A. Simons 26' 3PT,[1629014],1610612757.0,POR,,,,Simons,A. Simons,,,,,Above the Break 3,24+ Right Center,26.65,Missed,,,,,,,,,,,,,,,,,,
42,PT07M36.00S,2023-01-29T03:19:51.0Z,1,REGULAR,rebound,defensive,[],1630173,,,1610612761,5,15,2023-01-29T03:19:53Z,420000,False,,,0,,P. Achiuwa REBOUND (Off:0 Def:4),[1630173],1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,Above the Break 3,24+ Right Center,,,,41.0,4.0,4.0,0.0,,,,,,,,,,,,,
43,PT07M27.00S,2023-01-29T03:20:00.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627783,6.521024967148489,45.34313725490196,1610612761,5,17,2023-01-29T03:20:13Z,430000,False,23.0,9.0,1,left,P. Siakam finger roll Layup (4 PTS),[1627783],1610612761.0,TOR,finger roll,,,Siakam,P. Siakam,,,,,Restricted Area,0-8 Center,2.49,Made,4.0,,,,,,,,,,,,,,,,,
44,PT07M11.00S,2023-01-29T03:20:16.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629642,94.43166885676742,53.431372549019606,1610612757,5,17,2023-01-29T03:20:20Z,440000,False,17.0,0.0,1,right,MISS N. Little driving Layup,[1629642],1610612757.0,POR,driving,,,Little,N. Little,,,,,Restricted Area,0-8 Center,1.72,Missed,,,,,,,,,,,,,,,,,,
45,PT07M10.00S,2023-01-29T03:20:17.6Z,1,REGULAR,rebound,defensive,[],1630173,,,1610612761,5,17,2023-01-29T03:20:20Z,450000,False,,,0,,P. Achiuwa REBOUND (Off:0 Def:5),[1630173],1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,Restricted Area,0-8 Center,,,,44.0,5.0,5.0,0.0,,,,,,,,,,,,,
46,PT07M04.00S,2023-01-29T03:20:23.5Z,1,REGULAR,3pt,Jump Shot,[],1629018,32.802233902759525,72.30392156862744,1610612761,5,17,2023-01-29T03:20:28Z,460000,False,-112.0,256.0,1,left,MISS G. Trent Jr. 27' 3PT,[1629018],1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,Above the Break 3,24+ Left Center,27.9,Missed,,,,,,,,,,,,,,,,,,
47,PT07M00.00S,2023-01-29T03:20:27.5Z,1,REGULAR,rebound,defensive,[],1629234,,,1610612757,5,17,2023-01-29T03:20:28Z,470000,False,,,0,,D. Eubanks REBOUND (Off:1 Def:1),[1629234],1610612757.0,POR,,,,Eubanks,D. Eubanks,,,,,Above the Break 3,24+ Left Center,,,,46.0,2.0,1.0,1.0,,,,,,,,,,,,,
48,PT06M47.00S,2023-01-29T03:20:40.4Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1629234,93.64323258869908,64.70588235294117,1610612757,5,17,2023-01-29T03:20:44Z,480000,False,74.0,7.0,1,right,MISS D. Eubanks 7' turnaround Hook,[1629234],1610612757.0,POR,turnaround,,,Eubanks,D. Eubanks,,,,,In The Paint (Non-RA),0-8 Center,7.39,Missed,,,,,,,,,,,,,,,,,,
49,PT06M45.00S,2023-01-29T03:20:42.4Z,1,REGULAR,rebound,defensive,[],1630567,,,1610612761,5,17,2023-01-29T03:20:44Z,490000,False,,,0,,S. Barnes REBOUND (Off:1 Def:2),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,In The Paint (Non-RA),0-8 Center,,,,48.0,3.0,2.0,1.0,,,,,,,,,,,,,
50,PT06M40.00S,2023-01-29T03:20:47.9Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1630173,6.521024967148489,51.71568627450981,1610612761,5,19,2023-01-29T03:21:40Z,500000,False,-9.0,9.0,1,left,P. Achiuwa Layup (6 PTS) (S. Barnes 2 AST),"[1630173, 1630567]",1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,Restricted Area,0-8 Center,1.23,Made,6.0,,,,,,,,,,S. Barnes,1630567.0,2.0,,,,,
52,PT06M16.00S,2023-01-29T03:21:11.0Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1629234,93.9060446780552,54.90196078431373,1610612757,7,19,2023-01-29T03:21:17Z,520000,False,25.0,5.0,1,right,D. Eubanks driving bank Hook (2 PTS) (N. Little 1 AST),"[1629234, 1629642]",1610612757.0,POR,driving bank,,,Eubanks,D. Eubanks,,,,,Restricted Area,0-8 Center,2.5,Made,2.0,,,,,,,,,,N. Little,1629642.0,1.0,,,,,
54,PT05M58.00S,2023-01-29T03:21:29.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630173,6.258212877792378,50.0,1610612761,7,21,2023-01-29T03:21:35Z,540000,False,0.0,6.0,1,left,P. Achiuwa driving finger roll Layup (8 PTS),[1630173],1610612761.0,TOR,driving finger roll,,,Achiuwa,P. Achiuwa,,,,,Restricted Area,0-8 Center,0.63,Made,8.0,,,,,,,,,,,,,,,,,
55,PT05M41.00S,2023-01-29T03:21:46.1Z,1,REGULAR,3pt,Jump Shot,[],203081,70.51576872536137,15.196078431372548,1610612757,7,21,2023-01-29T03:21:51Z,550000,False,-174.0,225.0,1,right,MISS D. Lillard 28' 3PT,[203081],1610612757.0,POR,,,,Lillard,D. Lillard,,,,,Above the Break 3,24+ Left Center,28.42,Missed,,,,,,,,,,,,,,,,,,
56,PT05M38.00S,2023-01-29T03:21:49.1Z,1,REGULAR,rebound,defensive,[],1630567,,,1610612761,7,21,2023-01-29T03:21:51Z,560000,False,,,0,,S. Barnes REBOUND (Off:1 Def:3),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,Above the Break 3,24+ Left Center,,,,55.0,4.0,3.0,1.0,,,,,,,,,,,,,
57,PT05M23.00S,2023-01-29T03:22:06.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'defensivegoaltending']",1629018,6.652431011826544,50.49019607843137,1610612761,7,23,2023-01-29T03:22:30Z,570000,False,-2.0,10.0,1,left,G. Trent Jr. driving Layup (7 PTS) (S. Barnes 3 AST),"[1629018, 1630567]",1610612761.0,TOR,driving,,,Trent Jr.,G. Trent Jr.,,,,,Restricted Area,0-8 Center,1.03,Made,7.0,,,,,,,,,,S. Barnes,1630567.0,3.0,,,,,
59,PT05M23.00S,2023-01-29T03:22:08.9Z,1,REGULAR,violation,defensive goaltending,[],1629234,,,1610612761,7,23,2023-01-29T03:22:30Z,590000,False,,,0,,D. Eubanks defensive goaltending VIOLATION,[1629234],1610612757.0,POR,,,,Eubanks,D. Eubanks,,,,,,,,,,,,,,2714.0,,,,,,,,,,,,
60,PT05M13.00S,2023-01-29T03:22:40.1Z,1,REGULAR,foul,offensive,[],203081,,,1610612757,7,23,2023-01-29T03:22:50Z,600000,False,,,0,,D. Lillard offensive FOUL (1 PF),"[203081, 1629018]",1610612757.0,POR,,,,Lillard,D. Lillard,,,,,Above the Break 3,24+ Left Center,,,,,,,,2714.0,1.0,0.0,Trent Jr.,1629018.0,,,,,,,,
62,PT05M13.00S,2023-01-29T03:22:40.1Z,1,REGULAR,turnover,offensive foul,[],203081,,,1610612757,7,23,2023-01-29T03:22:40Z,620000,False,,,0,,D. Lillard offensive foul TURNOVER (1 TO),[203081],1610612757.0,POR,,,,Lillard,D. Lillard,,,,,Above the Break 3,24+ Left Center,,,,,,,,2714.0,,,,,,,,1.0,,,,
63,PT05M13.00S,2023-01-29T03:22:49.8Z,1,REGULAR,substitution,out,[],1629234,,,1610612761,7,23,2023-01-29T03:23:03Z,630000,False,,,0,,SUB out: D. Eubanks,[1629234],1610612757.0,POR,,,,Eubanks,D. Eubanks,,,,,,,,,,,,,,,,,,,,,,,,,,
64,PT05M13.00S,2023-01-29T03:22:49.8Z,1,REGULAR,substitution,out,[],1629014,,,1610612761,7,23,2023-01-29T03:23:03Z,640000,False,,,0,,SUB out: A. Simons,[1629014],1610612757.0,POR,,,,Simons,A. Simons,,,,,,,,,,,,,,,,,,,,,,,,,,
65,PT05M13.00S,2023-01-29T03:22:49.8Z,1,REGULAR,substitution,out,[],1630567,,,1610612761,7,23,2023-01-29T03:23:03Z,650000,False,,,0,,SUB out: S. Barnes,[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,,
66,PT05M13.00S,2023-01-29T03:22:49.8Z,1,REGULAR,substitution,in,[],1630570,,,1610612761,7,23,2023-01-29T03:23:03Z,660000,False,,,0,,SUB in: T. Watford,[1630570],1610612757.0,POR,,,,Watford,T. Watford,,,,,,,,,,,,,,,,,,,,,,,,,,
67,PT05M13.00S,2023-01-29T03:22:49.8Z,1,REGULAR,substitution,in,[],1631101,,,1610612761,7,23,2023-01-29T03:23:03Z,670000,False,,,0,,SUB in: S. Sharpe,[1631101],1610612757.0,POR,,,,Sharpe,S. Sharpe,,,,,,,,,,,,,,,,,,,,,,,,,,
68,PT05M13.00S,2023-01-29T03:22:49.8Z,1,REGULAR,substitution,in,[],1628449,,,1610612761,7,23,2023-01-29T03:23:03Z,680000,False,,,0,,SUB in: C. Boucher,[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,,,,,,,,,,,,,,,,,,,,,,
69,PT05M01.00S,2023-01-29T03:23:09.5Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1628449,4.944152431011826,1.9607843137254901,1610612761,7,26,2023-01-29T03:23:15Z,690000,False,240.0,-6.0,1,left,C. Boucher 24' 3PT  (3 PTS) (F. VanVleet 2 AST),"[1628449, 1627832]",1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,Right Corner 3,24+ Right,24.03,Made,3.0,,,,,,,,,,F. VanVleet,1627832.0,2.0,,,,,
71,PT04M59.00S,2023-01-29T03:23:15.9Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612757,7,26,2023-01-29T03:23:15Z,710000,False,,,0,,POR Timeout,[],1610612757.0,POR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,PT04M59.00S,2023-01-29T03:25:25.5Z,1,REGULAR,substitution,out,[],1629642,,,1610612757,7,26,2023-01-29T03:25:53Z,720000,False,,,0,,SUB out: N. Little,[1629642],1610612757.0,POR,,,,Little,N. Little,,,,,,,,,,,,,,,,,,,,,,,,,,
73,PT04M59.00S,2023-01-29T03:25:25.5Z,1,REGULAR,substitution,out,[],1630173,,,1610612757,7,26,2023-01-29T03:25:53Z,730000,False,,,0,,SUB out: P. Achiuwa,[1630173],1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,,,,,,,,,,,,,,,,,,,,,,
74,PT04M59.00S,2023-01-29T03:25:25.5Z,1,REGULAR,substitution,in,[],1627780,,,1610612757,7,26,2023-01-29T03:25:53Z,740000,False,,,0,,SUB in: G. Payton II,[1627780],1610612757.0,POR,,,,Payton II,G. Payton II,,,,,,,,,,,,,,,,,,,,,,,,,,
75,PT04M59.00S,2023-01-29T03:25:25.5Z,1,REGULAR,substitution,in,[],201152,,,1610612757,7,26,2023-01-29T03:25:53Z,750000,False,,,0,,SUB in: T. Young,[201152],1610612761.0,TOR,,,,Young,T. Young,,,,,,,,,,,,,,,,,,,,,,,,,,
76,PT04M45.00S,2023-01-29T03:26:18.4Z,1,REGULAR,3pt,Jump Shot,[],1631101,93.77463863337714,94.6078431372549,1610612757,7,26,2023-01-29T03:26:24Z,760000,False,223.0,6.0,1,right,MISS S. Sharpe 3PT,[1631101],1610612757.0,POR,,,,Sharpe,S. Sharpe,,,,,Right Corner 3,24+ Right,22.31,Missed,,,,,,,,,,,,,,,,,,
77,PT04M41.00S,2023-01-29T03:26:22.4Z,1,REGULAR,rebound,defensive,[],1628449,,,1610612761,7,26,2023-01-29T03:26:24Z,770000,False,,,0,,C. Boucher REBOUND (Off:0 Def:1),[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,Right Corner 3,24+ Right,,,,76.0,1.0,1.0,0.0,,,,,,,,,,,,,
78,PT04M24.00S,2023-01-29T03:26:39.4Z,1,REGULAR,3pt,Jump Shot,[],1629018,5.601182654402102,1.4705882352941175,1610612761,7,29,2023-01-29T03:26:47Z,780000,False,243.0,0.0,1,left,G. Trent Jr. 24' 3PT  (10 PTS) (C. Boucher 1 AST),"[1629018, 1628449]",1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,Right Corner 3,24+ Right,24.26,Made,10.0,,,,,,,,,,C. Boucher,1628449.0,1.0,,,,,
80,PT04M11.00S,2023-01-29T03:26:52.4Z,1,REGULAR,3pt,Jump Shot,[],203081,65.25952693823915,20.833333333333336,1610612757,7,29,2023-01-29T03:26:58Z,800000,False,-146.0,274.0,1,right,MISS D. Lillard 31' pullup 3PT,[203081],1610612757.0,POR,pullup,,,Lillard,D. Lillard,,,,,Above the Break 3,24+ Left Center,31.05,Missed,,,,,,,,,,,,,,,,,,
81,PT04M10.00S,2023-01-29T03:26:53.4Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612761,7,29,2023-01-29T03:26:58Z,810000,False,,,0,,TEAM defensive REBOUND,[],1610612761.0,TOR,,,,,,,,,,Above the Break 3,24+ Left Center,,,,80.0,,,,,,,,,,,,,,,,
