actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,assistPlayerNameInitial,assistPersonId,assistTotal
165,PT00M06.90S,2023-03-02T03:38:43.0Z,1,REGULAR,rebound,defensive,[],1630530,,,1610612740,31,29,2023-03-02T03:38:43Z,1630000,False,,,0,,T. Murphy III REBOUND (Off:0 Def:1),[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,Above the Break 3,24+ Left Center,,,,164.0,1.0,1.0,0.0,,,,,,,,,,,,,
166,PT00M00.90S,2023-03-02T03:38:49.1Z,1,REGULAR,2pt,Jump Shot,[],1627742,92.46057818659659,73.77450980392157,1610612740,31,29,2023-03-02T03:39:06Z,1640000,False,119.0,18.0,1,right,MISS B. Ingram 12' turnaround fadeaway Shot,[1627742],1610612740.0,NOP,turnaround fadeaway,,,Ingram,B. Ingram,,,,,Mid-Range,8-16 Right,12.03,Missed,,,,,,,,,,,,,,,,,,
168,PT00M00.90S,2023-03-02T03:38:49.1Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612740,31,29,2023-03-02T03:39:00Z,1650000,False,,,0,,TEAM offensive REBOUND,[],1610612740.0,NOP,,,,,,,,,,Mid-Range,8-16 Right,,,,166.0,,,,,,,,,,,,,,,,
169,PT00M00.00S,2023-03-02T03:38:58.0Z,1,REGULAR,period,end,[],0,,,1610612740,31,29,2023-03-02T03:38:58Z,1660000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170,PT12M00.00S,2023-03-02T03:41:39.8Z,2,REGULAR,substitution,out,['startperiod'],1630570,,,1610612740,31,29,2023-03-02T03:42:10Z,1670000,False,,,0,,SUB out: T. Watford,[1630570],1610612757.0,POR,,,,Watford,T. Watford,,,,,,,,,,,,,,,,,,,,,,,,,,
171,PT12M00.00S,2023-03-02T03:41:39.8Z,2,REGULAR,substitution,out,['startperiod'],1631101,,,1610612740,31,29,2023-03-02T03:42:10Z,1680000,False,,,0,,SUB out: S. Sharpe,[1631101],1610612757.0,POR,,,,Sharpe,S. Sharpe,,,,,,,,,,,,,,,,,,,,,,,,,,
172,PT12M00.00S,2023-03-02T03:41:39.8Z,2,REGULAR,substitution,out,['startperiod'],1629637,,,1610612740,31,29,2023-03-02T03:42:10Z,1690000,False,,,0,,SUB out: J. Hayes,[1629637],1610612740.0,NOP,,,,Hayes,J. Hayes,,,,,,,,,,,,,,,,,,,,,,,,,,
173,PT12M00.00S,2023-03-02T03:41:39.8Z,2,REGULAR,substitution,out,['startperiod'],1630184,,,1610612740,31,29,2023-03-02T03:42:10Z,1700000,False,,,0,,SUB out: K. Lewis Jr.,[1630184],1610612740.0,NOP,,,,Lewis Jr.,K. Lewis Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
174,PT12M00.00S,2023-03-02T03:41:39.8Z,2,REGULAR,substitution,out,['startperiod'],1627742,,,1610612740,31,29,2023-03-02T03:42:10Z,1710000,False,,,0,,SUB out: B. Ingram,[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,,,,,,,,,,,,,,,,,,,,,,
175,PT12M00.00S,2023-03-02T03:41:39.8Z,2,REGULAR,substitution,in,['startperiod'],203924,,,1610612740,31,29,2023-03-02T03:42:10Z,1720000,False,,,0,,SUB in: J. Grant,[203924],1610612757.0,POR,,,,Grant,J. Grant,,,,,,,,,,,,,,,,,,,,,,,,,,
176,PT12M00.00S,2023-03-02T03:41:39.8Z,2,REGULAR,substitution,in,['startperiod'],1629234,,,1610612740,31,29,2023-03-02T03:42:10Z,1730000,False,,,0,,SUB in: D. Eubanks,[1629234],1610612757.0,POR,,,,Eubanks,D. Eubanks,,,,,,,,,,,,,,,,,,,,,,,,,,
177,PT12M00.00S,2023-03-02T03:41:39.8Z,2,REGULAR,substitution,in,['startperiod'],203468,,,1610612740,31,29,2023-03-02T03:42:10Z,1740000,False,,,0,,SUB in: C. McCollum,[203468],1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,,,,,,,,,,,,,,,,,,,,,,
178,PT12M00.00S,2023-03-02T03:41:39.8Z,2,REGULAR,substitution,in,['startperiod'],1630700,,,1610612740,31,29,2023-03-02T03:42:10Z,1750000,False,,,0,,SUB in: D. Daniels,[1630700],1610612740.0,NOP,,,,Daniels,D. Daniels,,,,,,,,,,,,,,,,,,,,,,,,,,
179,PT12M00.00S,2023-03-02T03:41:39.8Z,2,REGULAR,substitution,in,['startperiod'],1626195,,,1610612740,31,29,2023-03-02T03:42:10Z,1760000,False,,,0,,SUB in: W. Hernangomez,[1626195],1610612740.0,NOP,,,,Hernangomez,W. Hernangomez,,,,,,,,,,,,,,,,,,,,,,,,,,
180,PT12M00.00S,2023-03-02T03:42:27.3Z,2,REGULAR,period,start,[],0,,,1610612740,31,29,2023-03-02T03:42:27Z,1770000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181,PT11M46.00S,2023-03-02T03:42:41.1Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203468,85.49605781865965,37.745098039215684,1610612740,31,31,2023-03-02T03:42:46Z,1780000,False,-61.0,84.0,1,right,C. McCollum 10' driving floating Jump Shot (6 PTS),[203468],1610612740.0,NOP,driving floating,,,McCollum,C. McCollum,,,,,In The Paint (Non-RA),8-16 Left,10.38,Made,6.0,,,,,,,,,,,,,,,,,
182,PT11M20.00S,2023-03-02T03:43:06.2Z,2,REGULAR,2pt,Jump Shot,[],203924,11.12023653088042,68.62745098039215,1610612757,31,31,2023-03-02T03:43:12Z,1790000,False,-93.0,52.0,1,left,MISS J. Grant 10' turnaround Shot,[203924],1610612757.0,POR,turnaround,,,Grant,J. Grant,,,,,Mid-Range,8-16 Left,10.66,Missed,,,,,,,,,,,,,,,,,,
183,PT11M17.00S,2023-03-02T03:43:09.2Z,2,REGULAR,rebound,defensive,[],203468,,,1610612740,31,31,2023-03-02T03:43:12Z,1800000,False,,,0,,C. McCollum REBOUND (Off:1 Def:2),[203468],1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,Mid-Range,8-16 Left,,,,182.0,3.0,2.0,1.0,,,,,,,,,,,,,
184,PT11M11.00S,2023-03-02T03:43:15.5Z,2,REGULAR,turnover,lost ball,[],1626195,,,1610612740,31,31,2023-03-02T03:43:20Z,1810000,False,,,0,,W. Hernangomez lost ball TURNOVER (1 TO),"[1626195, 1629629]",1610612740.0,NOP,,,,Hernangomez,W. Hernangomez,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,1.0,Reddish,1629629.0,,,,,
185,PT11M11.00S,2023-03-02T03:43:15.5Z,2,REGULAR,steal,,[],1629629,,,1610612757,31,31,2023-03-02T03:43:18Z,1820000,False,,,0,,C. Reddish STEAL (1 STL),[1629629],1610612757.0,POR,,,,Reddish,C. Reddish,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
186,PT11M06.00S,2023-03-02T03:43:20.7Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",203924,12.171484888304862,45.83333333333333,1610612757,31,31,2023-03-02T03:43:28Z,1830000,False,21.0,62.0,1,left,MISS J. Grant 6' running Layup - blocked,"[203924, 1630700]",1610612757.0,POR,running,,,Grant,J. Grant,,,,,In The Paint (Non-RA),0-8 Center,6.53,Missed,,,,,,,,,,,,,,Daniels,1630700.0,,,
187,PT11M06.00S,2023-03-02T03:43:20.7Z,2,REGULAR,block,,[],1630700,,,1610612757,31,31,2023-03-02T03:43:23Z,1840000,False,,,0,,D. Daniels BLOCK (1 BLK),[1630700],1610612740.0,NOP,,,,Daniels,D. Daniels,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
188,PT11M02.00S,2023-03-02T03:43:24.7Z,2,REGULAR,rebound,offensive,[],1629642,,,1610612757,31,31,2023-03-02T03:43:28Z,1850000,False,,,0,,N. Little REBOUND (Off:1 Def:0),[1629642],1610612757.0,POR,,,,Little,N. Little,,,,,In The Paint (Non-RA),0-8 Center,,,,186.0,1.0,0.0,1.0,,,,,,,,,,,,,
189,PT11M02.00S,2023-03-02T03:43:24.7Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1629642,11.383048620236531,48.03921568627451,1610612757,31,31,2023-03-02T03:43:36Z,1860000,False,10.0,55.0,1,left,MISS N. Little driving Layup - blocked,"[1629642, 1626195]",1610612757.0,POR,driving,,,Little,N. Little,,,,,In The Paint (Non-RA),0-8 Center,5.54,Missed,,,,,,,,,,,,,,Hernangomez,1626195.0,,,
190,PT11M02.00S,2023-03-02T03:43:24.7Z,2,REGULAR,block,,[],1626195,,,1610612757,31,31,2023-03-02T03:43:27Z,1870000,False,,,0,,W. Hernangomez BLOCK (1 BLK),[1626195],1610612740.0,NOP,,,,Hernangomez,W. Hernangomez,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
191,PT10M59.00S,2023-03-02T03:43:27.7Z,2,REGULAR,rebound,offensive,[],1629629,,,1610612757,31,31,2023-03-02T03:43:36Z,1880000,False,,,0,,C. Reddish REBOUND (Off:2 Def:1),[1629629],1610612757.0,POR,,,,Reddish,C. Reddish,,,,,In The Paint (Non-RA),0-8 Center,,,,189.0,3.0,1.0,2.0,,,,,,,,,,,,,
192,PT10M48.00S,2023-03-02T03:43:38.4Z,2,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1629014,25.57490144546649,14.950980392156863,1610612757,31,31,2023-03-02T03:43:46Z,1890000,False,175.0,188.0,1,left,MISS A. Simons 25' step back 3PT,[1629014],1610612757.0,POR,step back,,,Simons,A. Simons,,,,,Above the Break 3,24+ Right Center,25.69,Missed,,,,,,,,,,,,,,,,,,
193,PT10M45.00S,2023-03-02T03:43:41.4Z,2,REGULAR,rebound,defensive,[],203468,,,1610612740,31,31,2023-03-02T03:43:46Z,1900000,False,,,0,,C. McCollum REBOUND (Off:1 Def:3),[203468],1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,Above the Break 3,24+ Right Center,,,,192.0,4.0,3.0,1.0,,,,,,,,,,,,,
194,PT10M41.00S,2023-03-02T03:43:45.5Z,2,REGULAR,2pt,Jump Shot,['fastbreak'],203468,79.05716162943496,60.049019607843135,1610612740,31,33,2023-03-02T03:43:58Z,1910000,False,50.0,144.0,1,right,C. McCollum 15' running pullup Jump Shot (8 PTS),[203468],1610612740.0,NOP,running pullup,,,McCollum,C. McCollum,,,,,Mid-Range,8-16 Center,15.29,Made,8.0,,,,,,,,,,,,,,,,,
195,PT10M25.00S,2023-03-02T03:44:01.4Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629014,10.726018396846255,44.85294117647059,1610612757,33,33,2023-03-02T03:44:07Z,1920000,False,26.0,48.0,1,left,A. Simons driving floating bank Jump Shot (2 PTS),[1629014],1610612757.0,POR,driving floating bank,,,Simons,A. Simons,,,,,In The Paint (Non-RA),0-8 Center,5.47,Made,2.0,,,,,,,,,,,,,,,,,
196,PT10M09.00S,2023-03-02T03:44:19.6Z,2,REGULAR,foul,personal,['2freethrow'],1629234,,,1610612740,33,33,2023-03-02T03:44:31Z,1930000,False,,,0,,D. Eubanks shooting personal FOUL (3 PF) (Hernangomez 2 FT),"[1629234, 1626195]",1610612757.0,POR,shooting,,,Eubanks,D. Eubanks,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,1627524.0,3.0,0.0,Hernangomez,1626195.0,,,,,,,,
198,PT10M09.00S,2023-03-02T03:44:48.5Z,2,REGULAR,freethrow,1 of 2,[],1626195,,,1610612740,33,33,2023-03-02T03:44:48Z,1950000,False,,,0,,MISS W. Hernangomez Free Throw 1 of 2,[1626195],1610612740.0,NOP,,,,Hernangomez,W. Hernangomez,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
199,PT10M09.00S,2023-03-02T03:44:48.5Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612740,33,33,2023-03-02T03:44:48Z,1960000,False,,,0,,TEAM offensive REBOUND,[],1610612740.0,NOP,,,,,,,,,,,,,,,198.0,,,,,,,,,,,,,,,,
200,PT10M09.00S,2023-03-02T03:45:13.8Z,2,REGULAR,freethrow,2 of 2,[],1626195,,,1610612740,33,34,2023-03-02T03:45:13Z,1970000,False,,,0,,W. Hernangomez Free Throw 2 of 2 (3 PTS),[1626195],1610612740.0,NOP,,,,Hernangomez,W. Hernangomez,,,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
201,PT09M56.00S,2023-03-02T03:45:28.8Z,2,REGULAR,foul,personal,['2freethrow'],1630230,,,1610612757,33,34,2023-03-02T03:45:53Z,1980000,False,,,0,,N. Marshall shooting personal FOUL (1 PF) (Grant 2 FT),"[1630230, 203924]",1610612740.0,NOP,shooting,,,Marshall,N. Marshall,,,,,Restricted Area,0-8 Center,,,,,,,,1627524.0,1.0,0.0,Grant,203924.0,,,,,,,,
203,PT09M56.00S,2023-03-02T03:45:55.3Z,2,REGULAR,freethrow,1 of 2,[],203924,,,1610612757,33,34,2023-03-02T03:45:55Z,2000000,False,,,0,,MISS J. Grant Free Throw 1 of 2,[203924],1610612757.0,POR,,,,Grant,J. Grant,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
204,PT09M56.00S,2023-03-02T03:45:55.3Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612757,33,34,2023-03-02T03:45:55Z,2010000,False,,,0,,TEAM offensive REBOUND,[],1610612757.0,POR,,,,,,,,,,,,,,,203.0,,,,,,,,,,,,,,,,
205,PT09M56.00S,2023-03-02T03:46:10.1Z,2,REGULAR,freethrow,2 of 2,[],203924,,,1610612757,34,34,2023-03-02T03:46:10Z,2020000,False,,,0,,J. Grant Free Throw 2 of 2 (6 PTS),[203924],1610612757.0,POR,,,,Grant,J. Grant,,,,,,,,Made,6.0,,,,,,,,,,,,,,,,,
206,PT09M47.00S,2023-03-02T03:46:20.1Z,2,REGULAR,3pt,Jump Shot,[],203468,69.85873850197109,71.07843137254902,1610612740,34,37,2023-03-02T03:46:25Z,2030000,False,105.0,231.0,1,right,C. McCollum 25' 3PT pullup (11 PTS),[203468],1610612740.0,NOP,pullup,,,McCollum,C. McCollum,,,,,Above the Break 3,24+ Right Center,25.37,Made,11.0,,,,,,,,,,,,,,,,,
207,PT09M29.00S,2023-03-02T03:46:36.7Z,2,REGULAR,3pt,Jump Shot,[],1629642,26.757555847568987,17.892156862745097,1610612757,34,37,2023-03-02T03:46:42Z,2040000,False,161.0,199.0,1,left,MISS N. Little 25' 3PT,[1629642],1610612757.0,POR,,,,Little,N. Little,,,,,Above the Break 3,24+ Right Center,25.57,Missed,,,,,,,,,,,,,,,,,,
208,PT09M27.00S,2023-03-02T03:46:38.7Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612740,34,37,2023-03-02T03:46:42Z,2050000,False,,,0,,TEAM defensive REBOUND,[],1610612740.0,NOP,,,,,,,,,,Above the Break 3,24+ Right Center,,,,207.0,,,,,,,,,,,,,,,,
211,PT09M17.00S,2023-03-02T03:47:00.5Z,2,REGULAR,substitution,out,[],1629234,,,1610612740,34,37,2023-03-02T03:47:04Z,2080000,False,,,0,,SUB out: D. Eubanks,[1629234],1610612757.0,POR,,,,Eubanks,D. Eubanks,,,,,,,,,,,,,,,,,,,,,,,,,,
212,PT09M17.00S,2023-03-02T03:47:00.5Z,2,REGULAR,substitution,in,[],1630570,,,1610612740,34,37,2023-03-02T03:47:04Z,2090000,False,,,0,,SUB in: T. Watford,[1630570],1610612757.0,POR,,,,Watford,T. Watford,,,,,,,,,,,,,,,,,,,,,,,,,,
213,PT09M08.00S,2023-03-02T03:47:28.4Z,2,REGULAR,2pt,Jump Shot,[],203468,78.40013140604468,52.450980392156865,1610612740,34,37,2023-03-02T03:47:33Z,2100000,False,12.0,151.0,1,right,MISS C. McCollum 15' pullup Shot,[203468],1610612740.0,NOP,pullup,,,McCollum,C. McCollum,,,,,Mid-Range,8-16 Center,15.1,Missed,,,,,,,,,,,,,,,,,,
214,PT09M05.00S,2023-03-02T03:47:31.4Z,2,REGULAR,rebound,defensive,[],203924,,,1610612757,34,37,2023-03-02T03:47:33Z,2110000,False,,,0,,J. Grant REBOUND (Off:0 Def:1),[203924],1610612757.0,POR,,,,Grant,J. Grant,,,,,Mid-Range,8-16 Center,,,,213.0,1.0,1.0,0.0,,,,,,,,,,,,,
215,PT08M54.00S,2023-03-02T03:47:42.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630570,13.222733245729303,41.42156862745098,1610612757,36,37,2023-03-02T03:47:47Z,2120000,False,43.0,72.0,1,left,T. Watford 8' cutting Layup (2 PTS) (J. Grant 2 AST),"[1630570, 203924]",1610612757.0,POR,cutting,,,Watford,T. Watford,,,,,In The Paint (Non-RA),8-16 Center,8.36,Made,2.0,,,,,,,,,,,,,,,J. Grant,203924.0,2.0
217,PT08M36.00S,2023-03-02T03:48:04.1Z,2,REGULAR,foul,personal,['2freethrow'],1629642,,,1610612740,36,37,2023-03-02T03:48:15Z,2140000,False,,,0,,N. Little shooting personal FOUL (2 PF) (Marshall 2 FT),"[1629642, 1630230]",1610612757.0,POR,shooting,,,Little,N. Little,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,2715.0,2.0,0.0,Marshall,1630230.0,,,,,,,,
219,PT08M36.00S,2023-03-02T03:48:28.9Z,2,REGULAR,freethrow,1 of 2,[],1630230,,,1610612740,36,38,2023-03-02T03:48:28Z,2160000,False,,,0,,N. Marshall Free Throw 1 of 2 (1 PTS),[1630230],1610612740.0,NOP,,,,Marshall,N. Marshall,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
220,PT08M36.00S,2023-03-02T03:48:29.9Z,2,REGULAR,substitution,out,[],1629014,,,1610612740,36,38,2023-03-02T03:48:40Z,2170000,False,,,0,,SUB out: A. Simons,[1629014],1610612757.0,POR,,,,Simons,A. Simons,,,,,,,,,,,,,,,,,,,,,,,,,,
221,PT08M36.00S,2023-03-02T03:48:29.9Z,2,REGULAR,substitution,out,[],1629629,,,1610612740,36,38,2023-03-02T03:48:40Z,2180000,False,,,0,,SUB out: C. Reddish,[1629629],1610612757.0,POR,,,,Reddish,C. Reddish,,,,,,,,,,,,,,,,,,,,,,,,,,
222,PT08M36.00S,2023-03-02T03:48:29.9Z,2,REGULAR,substitution,in,[],203081,,,1610612740,36,38,2023-03-02T03:48:40Z,2190000,False,,,0,,SUB in: D. Lillard,[203081],1610612757.0,POR,,,,Lillard,D. Lillard,,,,,,,,,,,,,,,,,,,,,,,,,,
223,PT08M36.00S,2023-03-02T03:48:29.9Z,2,REGULAR,substitution,in,[],1629680,,,1610612740,36,38,2023-03-02T03:48:40Z,2200000,False,,,0,,SUB in: M. Thybulle,[1629680],1610612757.0,POR,,,,Thybulle,M. Thybulle,,,,,,,,,,,,,,,,,,,,,,,,,,
224,PT08M36.00S,2023-03-02T03:48:49.8Z,2,REGULAR,freethrow,2 of 2,[],1630230,,,1610612740,36,39,2023-03-02T03:48:49Z,2210000,False,,,0,,N. Marshall Free Throw 2 of 2 (2 PTS),[1630230],1610612740.0,NOP,,,,Marshall,N. Marshall,,,,,,,,Made,2.0,,,,,,,,,,,,,,,,,
225,PT08M16.00S,2023-03-02T03:49:10.9Z,2,REGULAR,3pt,Jump Shot,[],203924,13.485545335085414,95.34313725490196,1610612757,39,39,2023-03-02T03:49:15Z,2220000,False,-227.0,74.0,1,left,J. Grant 3PT  (9 PTS) (T. Watford 4 AST),"[203924, 1630570]",1610612757.0,POR,,,,Grant,J. Grant,,,,,Left Corner 3,24+ Left,23.86,Made,9.0,,,,,,,,,,,,,,,T. Watford,1630570.0,4.0
227,PT08M00.00S,2023-03-02T03:49:27.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630230,91.27792378449409,54.65686274509803,1610612740,39,41,2023-03-02T03:49:33Z,2240000,False,23.0,29.0,1,right,N. Marshall driving Layup (4 PTS),[1630230],1610612740.0,NOP,driving,,,Marshall,N. Marshall,,,,,Restricted Area,0-8 Center,3.76,Made,4.0,,,,,,,,,,,,,,,,,
228,PT07M39.00S,2023-03-02T03:49:48.0Z,2,REGULAR,3pt,Jump Shot,[],203081,32.670827858081466,62.5,1610612757,39,41,2023-03-02T03:49:52Z,2250000,False,-62.0,255.0,1,left,MISS D. Lillard 26' 3PT,[203081],1610612757.0,POR,,,,Lillard,D. Lillard,,,,,Above the Break 3,24+ Center,26.22,Missed,,,,,,,,,,,,,,,,,,
229,PT07M37.00S,2023-03-02T03:49:50.0Z,2,REGULAR,rebound,defensive,[],1626195,,,1610612740,39,41,2023-03-02T03:49:57Z,2260000,False,,,0,,W. Hernangomez REBOUND (Off:0 Def:2),[1626195],1610612740.0,NOP,,,,Hernangomez,W. Hernangomez,,,,,Above the Break 3,24+ Center,,,,228.0,2.0,2.0,0.0,,,,,,,,,,,,,
230,PT07M31.00S,2023-03-02T03:49:57.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1626195,91.93495400788436,50.49019607843137,1610612740,39,41,2023-03-02T03:50:34Z,2270000,False,2.0,23.0,1,right,MISS W. Hernangomez Layup,[1626195],1610612740.0,NOP,,,,Hernangomez,W. Hernangomez,,,,,Restricted Area,0-8 Center,2.34,Missed,,,,,,,,,,,,,,,,,,
231,PT07M28.00S,2023-03-02T03:50:00.0Z,2,REGULAR,rebound,defensive,[],1629642,,,1610612757,39,41,2023-03-02T03:50:04Z,2280000,False,,,0,,N. Little REBOUND (Off:1 Def:1),[1629642],1610612757.0,POR,,,,Little,N. Little,,,,,Restricted Area,0-8 Center,,,,230.0,2.0,1.0,1.0,,,,,,,,,,,,,
232,PT07M17.00S,2023-03-02T03:50:10.7Z,2,REGULAR,3pt,Jump Shot,[],1630570,32.53942181340342,36.27450980392157,1610612757,39,41,2023-03-02T03:50:17Z,2290000,False,69.0,253.0,1,left,MISS T. Watford 26' 3PT,[1630570],1610612757.0,POR,,,,Watford,T. Watford,,,,,Above the Break 3,24+ Center,26.25,Missed,,,,,,,,,,,,,,,,,,
233,PT07M13.00S,2023-03-02T03:50:14.7Z,2,REGULAR,rebound,offensive,[],1629642,,,1610612757,39,41,2023-03-02T03:50:17Z,2300000,False,,,0,,N. Little REBOUND (Off:2 Def:1),[1629642],1610612757.0,POR,,,,Little,N. Little,,,,,Above the Break 3,24+ Center,,,,232.0,3.0,1.0,2.0,,,,,,,,,,,,,
234,PT07M11.00S,2023-03-02T03:50:16.4Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],203924,31.09395532194481,69.36274509803921,1610612757,42,41,2023-03-02T03:50:21Z,2310000,False,-97.0,240.0,1,left,J. Grant 25' 3PT  (12 PTS) (N. Little 1 AST),"[203924, 1629642]",1610612757.0,POR,,,,Grant,J. Grant,,,,,Above the Break 3,24+ Left Center,25.86,Made,12.0,,,,,,,,,,,,,,,N. Little,1629642.0,1.0
236,PT07M10.00S,2023-03-02T03:50:27.2Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612740,42,41,2023-03-02T03:50:27Z,2330000,False,,,0,,NOP Timeout,[],1610612740.0,NOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
237,PT07M10.00S,2023-03-02T03:52:17.3Z,2,REGULAR,substitution,out,[],1630700,,,1610612740,42,41,2023-03-02T03:53:39Z,2340000,False,,,0,,SUB out: D. Daniels,[1630700],1610612740.0,NOP,,,,Daniels,D. Daniels,,,,,,,,,,,,,,,,,,,,,,,,,,
238,PT07M10.00S,2023-03-02T03:52:17.3Z,2,REGULAR,substitution,out,[],1630530,,,1610612740,42,41,2023-03-02T03:53:39Z,2350000,False,,,0,,SUB out: T. Murphy III,[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,,,,,,,,,,,,,,,,,,,,,,
239,PT07M10.00S,2023-03-02T03:52:17.3Z,2,REGULAR,substitution,in,[],1627742,,,1610612740,42,41,2023-03-02T03:53:39Z,2360000,False,,,0,,SUB in: B. Ingram,[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,,,,,,,,,,,,,,,,,,,,,,
240,PT07M10.00S,2023-03-02T03:52:17.3Z,2,REGULAR,substitution,in,[],1630529,,,1610612740,42,41,2023-03-02T03:53:39Z,2370000,False,,,0,,SUB in: H. Jones,[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
241,PT06M47.00S,2023-03-02T03:54:07.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630529,91.27792378449409,52.69607843137255,1610612740,42,43,2023-03-02T03:54:12Z,2380000,False,13.0,29.0,1,right,H. Jones cutting Layup (5 PTS) (C. McCollum 2 AST),"[1630529, 203468]",1610612740.0,NOP,cutting,,,Jones,H. Jones,,,,,Restricted Area,0-8 Center,3.24,Made,5.0,,,,,,,,,,,,,,,C. McCollum,203468.0,2.0
243,PT06M30.00S,2023-03-02T03:54:26.4Z,2,REGULAR,foul,personal,[],1630529,,,1610612757,42,43,2023-03-02T03:54:52Z,2400000,False,,,0,,H. Jones personal FOUL (1 PF),"[1630529, 203081]",1610612740.0,NOP,,,,Jones,H. Jones,,,,,Above the Break 3,24+ Right Center,,,,,,,,201638.0,1.0,0.0,Lillard,203081.0,,,,,,,,
245,PT06M25.00S,2023-03-02T03:54:50.6Z,2,REGULAR,turnover,out-of-bounds,[],203081,,,1610612757,42,43,2023-03-02T03:54:59Z,2420000,False,,,0,,D. Lillard bad pass out-of-bounds TURNOVER (1 TO),[203081],1610612757.0,POR,bad pass,,,Lillard,D. Lillard,,,,,Above the Break 3,24+ Left Center,,,,,,,,2715.0,,,,,1.0,,,,,,,
247,PT06M05.00S,2023-03-02T03:55:17.4Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1627742,73.9323258869908,15.686274509803921,1610612740,42,43,2023-03-02T03:55:22Z,2440000,False,-172.0,193.0,1,right,MISS B. Ingram 25' 3PT,[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,Above the Break 3,24+ Left Center,25.79,Missed,,,,,,,,,,,,,,,,,,
248,PT06M03.00S,2023-03-02T03:55:19.4Z,2,REGULAR,rebound,offensive,[],1626195,,,1610612740,42,43,2023-03-02T03:55:22Z,2450000,False,,,0,,W. Hernangomez REBOUND (Off:1 Def:2),[1626195],1610612740.0,NOP,,,,Hernangomez,W. Hernangomez,,,,,Above the Break 3,24+ Left Center,,,,247.0,3.0,2.0,1.0,,,,,,,,,,,,,
249,PT05M59.00S,2023-03-02T03:55:24.4Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover', '2ndchance']",1630230,88.51839684625493,59.55882352941176,1610612740,42,43,2023-03-02T03:55:30Z,2460000,False,48.0,55.0,1,right,MISS N. Marshall 7' driving floating Shot,[1630230],1610612740.0,NOP,driving floating,,,Marshall,N. Marshall,,,,,In The Paint (Non-RA),0-8 Center,7.32,Missed,,,,,,,,,,,,,,,,,,
