actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,turnoverTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
86,PT06M13.00S,2022-12-05T02:23:27.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203081,95.48291721419186,46.32352941176471,1610612757,9,17,2022-12-05T02:23:32Z,860000,False,-18.0,-10.0,1,right,MISS D. Lillard driving finger roll Layup,[203081],1610612757.0,POR,driving finger roll,,,Lillard,D. Lillard,,,,,Restricted Area,0-8 Center,2.09,Missed,,,,,,,,,,,,,,,,,,
87,PT06M12.00S,2022-12-05T02:23:28.5Z,1,REGULAR,rebound,offensive,[],1626159,,,1610612757,9,17,2022-12-05T02:23:28Z,870000,False,,,0,,J. Winslow REBOUND (Off:2 Def:0),[1626159],1610612757.0,POR,,,,Winslow,J. Winslow,,,,,Restricted Area,0-8 Center,,,,,,,,,86.0,2.0,0.0,2.0,,,,,,,,
88,PT06M10.00S,2022-12-05T02:23:30.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1626159,94.1688567674113,53.18627450980392,1610612757,9,17,2022-12-05T02:23:42Z,880000,False,16.0,2.0,1,right,MISS J. Winslow putback Layup,[1626159],1610612757.0,POR,putback,,,Winslow,J. Winslow,,,,,Restricted Area,0-8 Center,1.61,Missed,,,,,,,,,,,,,,,,,,
89,PT06M10.00S,2022-12-05T02:23:31.4Z,1,REGULAR,rebound,offensive,[],1626159,,,1610612757,9,17,2022-12-05T02:23:31Z,890000,False,,,0,,J. Winslow REBOUND (Off:3 Def:0),[1626159],1610612757.0,POR,,,,Winslow,J. Winslow,,,,,Restricted Area,0-8 Center,,,,,,,,,88.0,3.0,0.0,3.0,,,,,,,,
90,PT06M07.00S,2022-12-05T02:23:33.6Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],203924,69.20170827858082,31.862745098039213,1610612757,12,17,2022-12-05T02:23:44Z,900000,False,-91.0,237.0,1,right,J. Grant 25' 3PT  (3 PTS) (J. Winslow 1 AST),"[203924, 1626159]",1610612757.0,POR,,,,Grant,J. Grant,,,,,Above the Break 3,24+ Left Center,25.38,Made,3.0,J. Winslow,1626159.0,1.0,,,,,,,,,,,,,,
92,PT05M48.00S,2022-12-05T02:23:52.5Z,1,REGULAR,turnover,bad pass,[],1629614,,,1610612754,12,17,2022-12-05T02:23:57Z,920000,False,,,0,,A. Nembhard bad pass TURNOVER (1 TO),"[1629614, 203081]",1610612754.0,IND,,,,Nembhard,A. Nembhard,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,1.0,Lillard,203081.0,,,,
93,PT05M48.00S,2022-12-05T02:23:52.5Z,1,REGULAR,steal,,[],203081,,,1610612757,12,17,2022-12-05T02:23:53Z,930000,False,,,0,,D. Lillard STEAL (1 STL),[203081],1610612757.0,POR,,,,Lillard,D. Lillard,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
94,PT05M44.00S,2022-12-05T02:23:56.8Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1628404,93.24901445466492,51.71568627450981,1610612757,14,17,2022-12-05T02:24:30Z,940000,False,9.0,11.0,1,right,J. Hart running reverse Layup (2 PTS) (D. Lillard 1 AST),"[1628404, 203081]",1610612757.0,POR,running reverse,,,Hart,J. Hart,,,,,Restricted Area,0-8 Center,1.4,Made,2.0,D. Lillard,203081.0,1.0,,,,,,,,,,,,,,
96,PT05M43.00S,2022-12-05T02:24:02.3Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612754,14,17,2022-12-05T02:24:02Z,960000,False,,,0,,IND Timeout,[],1610612754.0,IND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,PT05M43.00S,2022-12-05T02:26:22.8Z,1,REGULAR,substitution,out,[],1630188,,,1610612754,14,17,2022-12-05T02:26:39Z,970000,False,,,0,,SUB out: J. Smith,[1630188],1610612754.0,IND,,,,Smith,J. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,
98,PT05M43.00S,2022-12-05T02:26:22.8Z,1,REGULAR,substitution,in,[],201949,,,1610612754,14,17,2022-12-05T02:26:39Z,980000,False,,,0,,SUB in: J. Johnson,[201949],1610612754.0,IND,,,,Johnson,J. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
99,PT05M26.00S,2022-12-05T02:27:13.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630174,9.017739816031538,64.70588235294117,1610612754,14,17,2022-12-05T02:27:31Z,990000,False,-74.0,32.0,1,left,MISS A. Nesmith 8' driving floating Shot,[1630174],1610612754.0,IND,driving floating,,,Nesmith,A. Nesmith,,,,,In The Paint (Non-RA),0-8 Center,8.03,Missed,,,,,,,,,,,,,,,,,,
100,PT05M26.00S,2022-12-05T02:27:13.8Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612754,14,17,2022-12-05T02:27:22Z,1000000,False,,,0,,TEAM offensive REBOUND,[],1610612754.0,IND,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,99.0,,,,,,,,,,,
101,PT05M26.00S,2022-12-05T02:27:19.1Z,1,REGULAR,foul,personal,[],1626159,,,1610612754,14,17,2022-12-05T02:27:33Z,1010000,False,,,0,,J. Winslow loose ball personal FOUL (1 PF),"[1626159, 1630543]",1610612757.0,POR,loose ball,,,Winslow,J. Winslow,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,1626300.0,,,,1.0,0.0,Jackson,1630543.0
103,PT05M19.00S,2022-12-05T02:27:36.6Z,1,REGULAR,2pt,Jump Shot,['2ndchance'],1630543,20.844283837056505,49.754901960784316,1610612754,14,17,2022-12-05T02:27:40Z,1030000,False,1.0,143.0,1,left,MISS I. Jackson 14' Jump Shot,[1630543],1610612754.0,IND,,,,Jackson,I. Jackson,,,,,Mid-Range,8-16 Center,14.34,Missed,,,,,,,,,,,,,,,,,,
104,PT05M16.00S,2022-12-05T02:27:39.6Z,1,REGULAR,rebound,defensive,[],1629234,,,1610612757,14,17,2022-12-05T02:27:40Z,1040000,False,,,0,,D. Eubanks REBOUND (Off:0 Def:2),[1629234],1610612757.0,POR,,,,Eubanks,D. Eubanks,,,,,Mid-Range,8-16 Center,,,,,,,,,103.0,2.0,2.0,0.0,,,,,,,,
105,PT05M05.00S,2022-12-05T02:27:50.6Z,1,REGULAR,3pt,Jump Shot,[],203081,66.04796320630749,18.872549019607842,1610612757,17,17,2022-12-05T02:27:54Z,1050000,False,-156.0,267.0,1,right,D. Lillard 30' 3PT  (8 PTS) (D. Eubanks 1 AST),"[203081, 1629234]",1610612757.0,POR,,,,Lillard,D. Lillard,,,,,Above the Break 3,24+ Left Center,30.87,Made,8.0,D. Eubanks,1629234.0,1.0,,,,,,,,,,,,,,
107,PT04M52.00S,2022-12-05T02:28:03.1Z,1,REGULAR,3pt,Jump Shot,[],1629614,31.882391590013142,45.83333333333333,1610612754,17,17,2022-12-05T02:28:08Z,1070000,False,21.0,247.0,1,left,MISS A. Nembhard 24' step back 3PT,[1629614],1610612754.0,IND,step back,,,Nembhard,A. Nembhard,,,,,Above the Break 3,24+ Center,24.81,Missed,,,,,,,,,,,,,,,,,,
108,PT04M51.00S,2022-12-05T02:28:04.1Z,1,REGULAR,rebound,defensive,[],203081,,,1610612757,17,17,2022-12-05T02:28:08Z,1080000,False,,,0,,D. Lillard REBOUND (Off:0 Def:1),[203081],1610612757.0,POR,,,,Lillard,D. Lillard,,,,,Above the Break 3,24+ Center,,,,,,,,,107.0,1.0,1.0,0.0,,,,,,,,
109,PT04M45.00S,2022-12-05T02:28:10.7Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",203924,92.72339027595268,50.245098039215684,1610612757,19,17,2022-12-05T02:28:20Z,1090000,False,1.0,16.0,1,right,J. Grant running DUNK (5 PTS) (J. Winslow 2 AST),"[203924, 1626159]",1610612757.0,POR,running,,,Grant,J. Grant,,,,,Restricted Area,0-8 Center,1.59,Made,5.0,J. Winslow,1626159.0,2.0,,,,,,,,,,,,,,
111,PT04M36.00S,2022-12-05T02:28:21.0Z,1,REGULAR,foul,personal,['2freethrow'],203081,,,1610612754,19,17,2022-12-05T02:28:30Z,1110000,False,,,0,,D. Lillard shooting personal FOUL (2 PF) (Jackson 2 FT),"[203081, 1630543]",1610612757.0,POR,shooting,,,Lillard,D. Lillard,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,2715.0,,,,2.0,0.0,Jackson,1630543.0
113,PT04M36.00S,2022-12-05T02:28:48.7Z,1,REGULAR,freethrow,1 of 2,[],1630543,,,1610612754,19,18,2022-12-05T02:28:48Z,1130000,False,,,0,,I. Jackson Free Throw 1 of 2 (1 PTS),[1630543],1610612754.0,IND,,,,Jackson,I. Jackson,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
114,PT04M36.00S,2022-12-05T02:28:49.1Z,1,REGULAR,substitution,out,[],1628404,,,1610612754,19,18,2022-12-05T02:29:02Z,1140000,False,,,0,,SUB out: J. Hart,[1628404],1610612757.0,POR,,,,Hart,J. Hart,,,,,,,,,,,,,,,,,,,,,,,,,,
115,PT04M36.00S,2022-12-05T02:28:49.1Z,1,REGULAR,substitution,out,[],1629614,,,1610612754,19,18,2022-12-05T02:29:02Z,1150000,False,,,0,,SUB out: A. Nembhard,[1629614],1610612754.0,IND,,,,Nembhard,A. Nembhard,,,,,,,,,,,,,,,,,,,,,,,,,,
116,PT04M36.00S,2022-12-05T02:28:49.1Z,1,REGULAR,substitution,out,[],1630174,,,1610612754,19,18,2022-12-05T02:29:02Z,1160000,False,,,0,,SUB out: A. Nesmith,[1630174],1610612754.0,IND,,,,Nesmith,A. Nesmith,,,,,,,,,,,,,,,,,,,,,,,,,,
117,PT04M36.00S,2022-12-05T02:28:49.1Z,1,REGULAR,substitution,in,[],1631101,,,1610612754,19,18,2022-12-05T02:29:02Z,1170000,False,,,0,,SUB in: S. Sharpe,[1631101],1610612757.0,POR,,,,Sharpe,S. Sharpe,,,,,,,,,,,,,,,,,,,,,,,,,,
118,PT04M36.00S,2022-12-05T02:28:49.1Z,1,REGULAR,substitution,in,[],1627741,,,1610612754,19,18,2022-12-05T02:29:02Z,1180000,False,,,0,,SUB in: B. Hield,[1627741],1610612754.0,IND,,,,Hield,B. Hield,,,,,,,,,,,,,,,,,,,,,,,,,,
119,PT04M36.00S,2022-12-05T02:28:49.1Z,1,REGULAR,substitution,in,[],1629052,,,1610612754,19,18,2022-12-05T02:29:02Z,1190000,False,,,0,,SUB in: O. Brissett,[1629052],1610612754.0,IND,,,,Brissett,O. Brissett,,,,,,,,,,,,,,,,,,,,,,,,,,
120,PT04M36.00S,2022-12-05T02:29:10.7Z,1,REGULAR,freethrow,2 of 2,[],1630543,,,1610612754,19,19,2022-12-05T02:29:10Z,1200000,False,,,0,,I. Jackson Free Throw 2 of 2 (2 PTS),[1630543],1610612754.0,IND,,,,Jackson,I. Jackson,,,,,,,,Made,2.0,,,,,,,,,,,,,,,,,
121,PT04M27.00S,2022-12-05T02:29:28.1Z,1,REGULAR,foul,personal,[],1627741,,,1610612757,19,19,2022-12-05T02:29:36Z,1210000,False,,,0,,B. Hield personal FOUL (1 PF),"[1627741, 203081]",1610612754.0,IND,,,,Hield,B. Hield,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,1626300.0,,,,1.0,0.0,Lillard,203081.0
123,PT04M21.00S,2022-12-05T02:29:49.8Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1629234,82.60512483574244,59.80392156862745,1610612757,19,19,2022-12-05T02:29:56Z,1230000,False,49.0,111.0,1,right,MISS D. Eubanks 12' driving Hook,[1629234],1610612757.0,POR,driving,,,Eubanks,D. Eubanks,,,,,In The Paint (Non-RA),8-16 Center,12.13,Missed,,,,,,,,,,,,,,,,,,
124,PT04M20.00S,2022-12-05T02:29:50.8Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612757,19,19,2022-12-05T02:29:56Z,1240000,False,,,0,,TEAM offensive REBOUND,[],1610612757.0,POR,,,,,,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,123.0,,,,,,,,,,,
126,PT04M19.00S,2022-12-05T02:30:06.2Z,1,REGULAR,foul,personal,['2freethrow'],201949,,,1610612757,19,19,2022-12-05T02:30:19Z,1260000,False,,,0,,J. Johnson shooting personal FOUL (1 PF) (Sharpe 2 FT),"[201949, 1631101]",1610612754.0,IND,shooting,,,Johnson,J. Johnson,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,201638.0,,,,1.0,0.0,Sharpe,1631101.0
128,PT04M19.00S,2022-12-05T02:30:33.2Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],1631101,,,1610612757,19,19,2022-12-05T02:30:33Z,1280000,False,,,0,,MISS S. Sharpe Free Throw 1 of 2,[1631101],1610612757.0,POR,,,,Sharpe,S. Sharpe,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
129,PT04M19.00S,2022-12-05T02:30:33.2Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612757,19,19,2022-12-05T02:30:33Z,1290000,False,,,0,,TEAM offensive REBOUND,[],1610612757.0,POR,,,,,,,,,,,,,,,,,,,,128.0,,,,,,,,,,,
130,PT04M19.00S,2022-12-05T02:30:33.7Z,1,REGULAR,substitution,out,[],203924,,,1610612757,19,19,2022-12-05T02:30:39Z,1300000,False,,,0,,SUB out: J. Grant,[203924],1610612757.0,POR,,,,Grant,J. Grant,,,,,,,,,,,,,,,,,,,,,,,,,,
131,PT04M19.00S,2022-12-05T02:30:33.7Z,1,REGULAR,substitution,in,[],1630570,,,1610612757,19,19,2022-12-05T02:30:39Z,1310000,False,,,0,,SUB in: T. Watford,[1630570],1610612757.0,POR,,,,Watford,T. Watford,,,,,,,,,,,,,,,,,,,,,,,,,,
132,PT04M19.00S,2022-12-05T02:30:51.8Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],1631101,,,1610612757,20,19,2022-12-05T02:30:51Z,1320000,False,,,0,,S. Sharpe Free Throw 2 of 2 (1 PTS),[1631101],1610612757.0,POR,,,,Sharpe,S. Sharpe,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
133,PT04M01.00S,2022-12-05T02:31:14.0Z,1,REGULAR,foul,personal,[],1626159,,,1610612754,20,19,2022-12-05T02:31:35Z,1330000,False,,,0,,J. Winslow personal FOUL (2 PF),"[1626159, 1629052]",1610612757.0,POR,,,,Winslow,J. Winslow,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,1626300.0,,,,2.0,0.0,Brissett,1629052.0
135,PT03M53.00S,2022-12-05T02:31:40.4Z,1,REGULAR,turnover,bad pass,[],1627741,,,1610612754,20,19,2022-12-05T02:31:45Z,1350000,False,,,0,,B. Hield bad pass TURNOVER (2 TO),"[1627741, 1626159]",1610612754.0,IND,,,,Hield,B. Hield,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,2.0,Winslow,1626159.0,,,,
136,PT03M53.00S,2022-12-05T02:31:40.4Z,1,REGULAR,steal,,[],1626159,,,1610612757,20,19,2022-12-05T02:31:42Z,1360000,False,,,0,,J. Winslow STEAL (1 STL),[1626159],1610612757.0,POR,,,,Winslow,J. Winslow,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,,,,,
137,PT03M49.00S,2022-12-05T02:31:51.2Z,1,REGULAR,foul,personal,[],1630543,,,1610612757,20,19,2022-12-05T02:32:01Z,1370000,False,,,0,,I. Jackson personal FOUL (1 PF),"[1630543, 1629234]",1610612754.0,IND,,,,Jackson,I. Jackson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,1626300.0,,,,1.0,0.0,Eubanks,1629234.0
139,PT03M38.00S,2022-12-05T02:32:19.2Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1626159,91.85282522996057,3.4543504901960786,1610612757,20,19,2022-12-05T02:32:36Z,1390000,False,-233.0,24.0,1,right,MISS J. Winslow 3PT,[1626159],1610612757.0,POR,,,,Winslow,J. Winslow,,,,,Left Corner 3,24+ Left,23.39,Missed,,,,,,,,,,,,,,,,,,
140,PT03M35.00S,2022-12-05T02:32:22.2Z,1,REGULAR,rebound,defensive,[],1627741,,,1610612754,20,19,2022-12-05T02:32:24Z,1400000,False,,,0,,B. Hield REBOUND (Off:0 Def:2),[1627741],1610612754.0,IND,,,,Hield,B. Hield,,,,,Mid-Range,16-24 Left,,,,,,,,,139.0,2.0,2.0,0.0,,,,,,,,
141,PT03M31.00S,2022-12-05T02:32:26.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1627741,5.995400788436268,49.50980392156863,1610612754,20,21,2022-12-05T02:32:32Z,1410000,False,2.0,4.0,1,left,B. Hield running Layup (8 PTS),[1627741],1610612754.0,IND,running,,,Hield,B. Hield,,,,,Restricted Area,0-8 Center,0.46,Made,8.0,,,,,,,,,,,,,,,,,
142,PT03M07.00S,2022-12-05T02:32:50.8Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1629234,93.9060446780552,50.245098039215684,1610612757,22,21,2022-12-05T02:32:57Z,1420000,False,1.0,5.0,1,right,D. Eubanks DUNK (2 PTS) (D. Lillard 2 AST),"[1629234, 203081]",1610612757.0,POR,,,,Eubanks,D. Eubanks,,,,,Restricted Area,0-8 Center,0.49,Made,2.0,D. Lillard,203081.0,2.0,,,,,,,,,,,,,,
144,PT02M50.00S,2022-12-05T02:33:06.8Z,1,REGULAR,turnover,bad pass,[],201949,,,1610612754,22,21,2022-12-05T02:33:17Z,1440000,False,,,0,,J. Johnson bad pass TURNOVER (1 TO),"[201949, 1631101]",1610612754.0,IND,,,,Johnson,J. Johnson,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,1.0,Sharpe,1631101.0,,,,
145,PT02M50.00S,2022-12-05T02:33:06.8Z,1,REGULAR,steal,,[],1631101,,,1610612757,22,21,2022-12-05T02:33:08Z,1450000,False,,,0,,S. Sharpe STEAL (1 STL),[1631101],1610612757.0,POR,,,,Sharpe,S. Sharpe,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
146,PT02M50.00S,2022-12-05T02:33:09.9Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1631101,94.69448094612353,48.77450980392157,1610612757,24,21,2022-12-05T02:33:27Z,1460000,False,-6.0,-3.0,1,right,S. Sharpe running DUNK (3 PTS) (T. Watford 1 AST),"[1631101, 1630570]",1610612757.0,POR,running,,,Sharpe,S. Sharpe,,,,,Restricted Area,0-8 Center,0.66,Made,3.0,T. Watford,1630570.0,1.0,,,,,,,,,,,,,,
148,PT02M50.00S,2022-12-05T02:33:13.1Z,1,REGULAR,foul,personal,"['inpenalty', '1freethrow']",201949,,,1610612757,24,21,2022-12-05T02:33:23Z,1480000,False,,,0,,J. Johnson shooting personal FOUL (2 PF) (Sharpe 1 FT),"[201949, 1631101]",1610612754.0,IND,shooting,,,Johnson,J. Johnson,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,201638.0,,,,2.0,0.0,Sharpe,1631101.0
150,PT02M50.00S,2022-12-05T02:33:25.3Z,1,REGULAR,substitution,out,[],203081,,,1610612757,24,21,2022-12-05T02:33:44Z,1500000,False,,,0,,SUB out: D. Lillard,[203081],1610612757.0,POR,,,,Lillard,D. Lillard,,,,,,,,,,,,,,,,,,,,,,,,,,
151,PT02M50.00S,2022-12-05T02:33:25.3Z,1,REGULAR,substitution,out,[],201949,,,1610612757,24,21,2022-12-05T02:33:44Z,1510000,False,,,0,,SUB out: J. Johnson,[201949],1610612754.0,IND,,,,Johnson,J. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
152,PT02M50.00S,2022-12-05T02:33:25.3Z,1,REGULAR,substitution,in,[],1629014,,,1610612757,24,21,2022-12-05T02:33:44Z,1520000,False,,,0,,SUB in: A. Simons,[1629014],1610612757.0,POR,,,,Simons,A. Simons,,,,,,,,,,,,,,,,,,,,,,,,,,
153,PT02M50.00S,2022-12-05T02:33:25.3Z,1,REGULAR,substitution,in,[],1629614,,,1610612757,24,21,2022-12-05T02:33:44Z,1530000,False,,,0,,SUB in: A. Nembhard,[1629614],1610612754.0,IND,,,,Nembhard,A. Nembhard,,,,,,,,,,,,,,,,,,,,,,,,,,
154,PT02M50.00S,2022-12-05T02:33:42.2Z,1,REGULAR,freethrow,1 of 1,['fromturnover'],1631101,,,1610612757,24,21,2022-12-05T02:33:54Z,1540000,False,,,0,,MISS S. Sharpe Free Throw 1 of 1,[1631101],1610612757.0,POR,,,,Sharpe,S. Sharpe,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
155,PT02M47.00S,2022-12-05T02:33:45.2Z,1,REGULAR,rebound,defensive,[],1629052,,,1610612754,24,21,2022-12-05T02:33:54Z,1550000,False,,,0,,O. Brissett REBOUND (Off:0 Def:1),[1629052],1610612754.0,IND,,,,Brissett,O. Brissett,,,,,,,,,,,,,,,154.0,1.0,1.0,0.0,,,,,,,,
156,PT02M28.00S,2022-12-05T02:34:03.0Z,1,REGULAR,3pt,Jump Shot,[],1629614,39.635348226018394,48.28431372549019,1610612754,24,21,2022-12-05T02:34:07Z,1560000,False,9.0,320.0,1,left,MISS A. Nembhard 32' 3PT,[1629614],1610612754.0,IND,,,,Nembhard,A. Nembhard,,,,,Above the Break 3,24+ Center,32.02,Missed,,,,,,,,,,,,,,,,,,
157,PT02M25.00S,2022-12-05T02:34:06.0Z,1,REGULAR,rebound,defensive,[],1629234,,,1610612757,24,21,2022-12-05T02:34:07Z,1570000,False,,,0,,D. Eubanks REBOUND (Off:0 Def:3),[1629234],1610612757.0,POR,,,,Eubanks,D. Eubanks,,,,,Above the Break 3,24+ Center,,,,,,,,,156.0,3.0,3.0,0.0,,,,,,,,
158,PT02M13.00S,2022-12-05T02:34:18.2Z,1,REGULAR,2pt,Jump Shot,[],1629014,82.9993429697766,84.31372549019608,1610612757,26,21,2022-12-05T02:34:29Z,1580000,False,172.0,107.0,1,right,A. Simons 20' step back Jump Shot (2 PTS),[1629014],1610612757.0,POR,step back,,,Simons,A. Simons,,,,,Mid-Range,16-24 Right,20.24,Made,2.0,,,,,,,,,,,,,,,,,
159,PT02M11.00S,2022-12-05T02:34:25.3Z,1,REGULAR,timeout,full,['team'],0,,,1610612754,26,21,2022-12-05T02:34:25Z,1590000,False,,,0,,IND Timeout,[],1610612754.0,IND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,PT02M11.00S,2022-12-05T02:35:17.5Z,1,REGULAR,substitution,out,[],1630543,,,1610612754,26,21,2022-12-05T02:35:57Z,1600000,False,,,0,,SUB out: I. Jackson,[1630543],1610612754.0,IND,,,,Jackson,I. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,
161,PT02M11.00S,2022-12-05T02:35:17.5Z,1,REGULAR,substitution,in,[],1626167,,,1610612754,26,21,2022-12-05T02:35:57Z,1610000,False,,,0,,SUB in: M. Turner,[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,,,,,,,,,,,,,,,,,,,,,,
162,PT01M57.00S,2022-12-05T02:36:12.4Z,1,REGULAR,3pt,Jump Shot,[],1629052,7.30946123521682,94.36274509803921,1610612754,26,24,2022-12-05T02:36:18Z,1620000,False,-222.0,16.0,1,left,O. Brissett 3PT  (3 PTS),[1629052],1610612754.0,IND,,,,Brissett,O. Brissett,,,,,Left Corner 3,24+ Left,22.24,Made,3.0,,,,,,,,,,,,,,,,,
163,PT01M33.00S,2022-12-05T02:36:43.5Z,1,REGULAR,turnover,bad pass,[],1626159,,,1610612757,26,24,2022-12-05T02:36:51Z,1630000,False,,,0,,J. Winslow bad pass TURNOVER (1 TO),"[1626159, 1631097]",1610612757.0,POR,,,,Winslow,J. Winslow,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,1.0,Mathurin,1631097.0,,,,
164,PT01M33.00S,2022-12-05T02:36:43.5Z,1,REGULAR,steal,,[],1631097,,,1610612754,26,24,2022-12-05T02:36:45Z,1640000,False,,,0,,B. Mathurin STEAL (1 STL),[1631097],1610612754.0,IND,,,,Mathurin,B. Mathurin,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,,,
165,PT01M33.00S,2022-12-05T02:36:46.2Z,1,REGULAR,turnover,out-of-bounds,[],1631097,,,1610612754,26,24,2022-12-05T02:36:55Z,1650000,False,,,0,,B. Mathurin bad pass out-of-bounds TURNOVER (1 TO),[1631097],1610612754.0,IND,bad pass,,,Mathurin,B. Mathurin,,,,,Mid-Range,16-24 Left,,,,,,,,,,,,,1626300.0,1.0,,,,,,
166,PT01M31.00S,2022-12-05T02:36:55.7Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1629014,87.86136662286465,39.950980392156865,1610612757,26,24,2022-12-05T02:37:48Z,1660000,False,-50.0,62.0,1,right,MISS A. Simons 7' floating Shot,[1629014],1610612757.0,POR,floating,,,Simons,A. Simons,,,,,In The Paint (Non-RA),0-8 Center,7.95,Missed,,,,,,,,,,,,,,,,,,
167,PT01M28.00S,2022-12-05T02:36:58.7Z,1,REGULAR,rebound,defensive,[],1629052,,,1610612754,26,24,2022-12-05T02:37:48Z,1670000,False,,,0,,O. Brissett REBOUND (Off:0 Def:2),[1629052],1610612754.0,IND,,,,Brissett,O. Brissett,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,166.0,2.0,2.0,0.0,,,,,,,,
168,PT01M11.00S,2022-12-05T02:37:14.8Z,1,REGULAR,3pt,Jump Shot,[],1631097,8.754927726675426,96.07843137254902,1610612754,26,24,2022-12-05T02:37:21Z,1680000,False,-230.0,30.0,1,left,MISS B. Mathurin 3PT,[1631097],1610612754.0,IND,,,,Mathurin,B. Mathurin,,,,,Left Corner 3,24+ Left,23.23,Missed,,,,,,,,,,,,,,,,,,
169,PT01M08.00S,2022-12-05T02:37:17.8Z,1,REGULAR,rebound,defensive,[],1631101,,,1610612757,26,24,2022-12-05T02:37:21Z,1690000,False,,,0,,S. Sharpe REBOUND (Off:0 Def:1),[1631101],1610612757.0,POR,,,,Sharpe,S. Sharpe,,,,,Left Corner 3,24+ Left,,,,,,,,,168.0,1.0,1.0,0.0,,,,,,,,
170,PT01M00.00S,2022-12-05T02:37:26.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629014,93.9060446780552,49.50980392156863,1610612757,28,24,2022-12-05T02:37:39Z,1700000,False,-2.0,5.0,1,right,A. Simons driving reverse Layup (4 PTS),[1629014],1610612757.0,POR,driving reverse,,,Simons,A. Simons,,,,,Restricted Area,0-8 Center,0.54,Made,4.0,,,,,,,,,,,,,,,,,
