actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
2,PT12M00.00S,2026-03-12T23:10:52.1Z,1,REGULAR,period,start,[],0,,,0,0,0,2026-03-12T23:10:52Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT12M00.00S,2026-03-12T23:11:17.5Z,1,REGULAR,jumpball,recovered,[],1630591,,,1610612753,0,0,2026-03-12T23:11:17Z,40000,False,,,0,,Jump Ball W. Carter Jr. vs. A. Sarr: Tip to J. Suggs,"[1630591, 1628976, 1642259]",1610612753.0,ORL,startperiod,J. Suggs,1630591.0,Suggs,J. Suggs,Carter Jr.,1628976.0,Sarr,1642259.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M58.00S,2026-03-12T23:11:26.7Z,1,REGULAR,2pt,Jump Shot,[],1628976,1.921813403416557,22.54901960784314,1610612753,2,0,2026-03-12T23:11:32Z,70000,False,137.0,-34.0,1,left,W. Carter Jr. 14' Jump Shot (2 PTS) (J. Suggs 1 AST),"[1628976, 1630591]",1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,Mid-Range,8-16 Right,14.15,Made,2.0,J. Suggs,1630591.0,1.0,,,,,,,,,,,,,,
9,PT11M31.00S,2026-03-12T23:11:43.4Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1642259,92.9862023653088,43.627450980392155,1610612764,2,2,2026-03-12T23:11:55Z,90000,False,-32.0,13.0,1,right,A. Sarr turnaround Hook (2 PTS) (B. Coulibaly 1 AST),"[1642259, 1641731]",1610612764.0,WAS,turnaround,,,Sarr,A. Sarr,,,,,Restricted Area,0-8 Center,3.46,Made,2.0,B. Coulibaly,1641731.0,1.0,,,,,,,,,,,,,,
11,PT11M20.00S,2026-03-12T23:11:55.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631094,5.732588699080158,49.50980392156863,1610612753,4,2,2026-03-12T23:12:42Z,110000,False,2.0,1.0,1,left,P. Banchero driving finger roll Layup (2 PTS) (D. Bane 1 AST),"[1631094, 1630217]",1610612753.0,ORL,driving finger roll,,,Banchero,P. Banchero,,,,,Restricted Area,0-8 Center,0.29,Made,2.0,D. Bane,1630217.0,1.0,,,,,,,,,,,,,,
12,PT11M15.00S,2026-03-12T23:12:03.4Z,1,REGULAR,foul,personal,['2freethrow'],1641783,,,1610612764,4,2,2026-03-12T23:12:28Z,120000,False,,,0,,T. da Silva shooting personal FOUL (1 PF) (Coulibaly 2 FT),"[1641783, 1641731]",1610612753.0,ORL,shooting,,,da Silva,T. da Silva,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,1148.0,1.0,0.0,Coulibaly,1641731.0,,,,,,,,,
15,PT11M15.00S,2026-03-12T23:12:30.8Z,1,REGULAR,freethrow,1 of 2,[],1641731,,,1610612764,4,3,2026-03-12T23:12:30Z,140000,False,,,0,,B. Coulibaly Free Throw 1 of 2 (1 PTS),[1641731],1610612764.0,WAS,,,,Coulibaly,B. Coulibaly,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
16,PT11M15.00S,2026-03-12T23:12:43.8Z,1,REGULAR,freethrow,2 of 2,[],1641731,,,1610612764,4,4,2026-03-12T23:12:43Z,150000,False,,,0,,B. Coulibaly Free Throw 2 of 2 (2 PTS),[1641731],1610612764.0,WAS,,,,Coulibaly,B. Coulibaly,,,,,,,,Made,2.0,,,,,,,,,,,,,,,,,
17,PT11M08.00S,2026-03-12T23:12:55.1Z,1,REGULAR,foul,offensive,[],1630591,,,1610612753,4,4,2026-03-12T23:13:03Z,160000,False,,,0,,J. Suggs off-the-ball offensive FOUL (1 PF),"[1630591, 1642848]",1610612753.0,ORL,off-the-ball,,,Suggs,J. Suggs,,,,,Mid-Range,16-24 Left,,,,,,,1628159.0,1.0,0.0,Johnson,1642848.0,,,,,,,,,
19,PT11M08.00S,2026-03-12T23:12:55.1Z,1,REGULAR,turnover,offensive foul,[],1630591,,,1610612753,4,4,2026-03-12T23:12:55Z,180000,False,,,0,,J. Suggs offensive foul TURNOVER (1 TO),[1630591],1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,Mid-Range,16-24 Left,,,,,,,1628159.0,,,,,1.0,,,,,,,,
