actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotResult,pointsTotal,turnoverTotal,shotDistance,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
19,PT10M39.00S,2025-11-09T23:15:08.1Z,1,REGULAR,rebound,defensive,[],1631094,,,1610612753,6,0,2025-11-09T23:15:15Z,190000,False,,,0,,P. Banchero REBOUND (Off:0 Def:1),[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,18.0,1.0,1.0,0.0,,,,
20,PT10M35.00S,2025-11-09T23:15:11.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630217,7.30946123521682,47.794117647058826,1610612753,8,0,2025-11-09T23:15:19Z,200000,False,11.0,16.0,1,left,D. Bane running Layup (2 PTS) (F. Wagner 1 AST),"[1630217, 1630532]",1610612753.0,ORL,running,,,Bane,D. Bane,,,,,Restricted Area,0-8 Center,,,,,,Made,2.0,,1.96,F. Wagner,1630532.0,1.0,,,,,,,,
22,PT10M21.00S,2025-11-09T23:15:26.0Z,1,REGULAR,3pt,Jump Shot,[],1628401,69.07030223390277,75.0,1610612738,8,3,2025-11-09T23:15:30Z,220000,False,125.0,238.0,1,right,D. White 26' 3PT  (3 PTS) (J. Brown 1 AST),"[1628401, 1627759]",1610612738.0,BOS,,,,White,D. White,,,,,Above the Break 3,24+ Right Center,,,,,,Made,3.0,,26.9,J. Brown,1627759.0,1.0,,,,,,,,
24,PT10M05.00S,2025-11-09T23:15:41.9Z,1,REGULAR,turnover,bad pass,[],1628976,,,1610612753,8,3,2025-11-09T23:15:46Z,240000,False,,,0,,W. Carter Jr. bad pass TURNOVER (1 TO),"[1628976, 1631169]",1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,Above the Break 3,24+ Left Center,,,,,,,,1.0,,,,,,,,,Minott,1631169.0,,
25,PT10M05.00S,2025-11-09T23:15:41.9Z,1,REGULAR,steal,,[],1631169,,,1610612738,8,3,2025-11-09T23:15:44Z,250000,False,,,0,,J. Minott STEAL (1 STL),[1631169],1610612738.0,BOS,,,,Minott,J. Minott,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
26,PT10M01.00S,2025-11-09T23:15:45.7Z,1,REGULAR,3pt,Jump Shot,"['fastbreak', 'fromturnover']",1630202,72.88107752956637,82.84313725490196,1610612738,8,3,2025-11-09T23:17:12Z,260000,False,164.0,202.0,1,right,MISS P. Pritchard 26' running pullup 3PT,[1630202],1610612738.0,BOS,running pullup,,,Pritchard,P. Pritchard,,,,,Above the Break 3,24+ Right Center,,,,,,Missed,,,26.06,,,,,,,,,,,
27,PT09M56.00S,2025-11-09T23:15:50.7Z,1,REGULAR,rebound,offensive,[],1629674,,,1610612738,8,3,2025-11-09T23:17:12Z,270000,False,,,0,,N. Queta REBOUND (Off:1 Def:0),[1629674],1610612738.0,BOS,,,,Queta,N. Queta,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,26.0,1.0,0.0,1.0,,,,
28,PT09M46.00S,2025-11-09T23:16:00.3Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1628401,85.23324572930355,4.901960784313726,1610612738,8,3,2025-11-09T23:16:04Z,280000,False,-225.0,86.0,1,right,MISS D. White 24' 3PT,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,Left Corner 3,24+ Left,,,,,,Missed,,,24.14,,,,,,,,,,,
29,PT09M44.00S,2025-11-09T23:16:02.3Z,1,REGULAR,rebound,offensive,[],1631169,,,1610612738,8,3,2025-11-09T23:16:04Z,290000,False,,,0,,J. Minott REBOUND (Off:1 Def:0),[1631169],1610612738.0,BOS,,,,Minott,J. Minott,,,,,Left Corner 3,24+ Left,,,,,,,,,,,,,28.0,1.0,0.0,1.0,,,,
30,PT09M38.00S,2025-11-09T23:16:08.8Z,1,REGULAR,2pt,Jump Shot,"['fromturnover', '2ndchance']",1627759,77.08607095926413,53.18627450980392,1610612738,8,5,2025-11-09T23:16:13Z,300000,False,16.0,163.0,1,right,J. Brown 16' fadeaway Jump Shot (2 PTS),[1627759],1610612738.0,BOS,fadeaway,,,Brown,J. Brown,,,,,Mid-Range,16-24 Center,,,,,,Made,2.0,,16.37,,,,,,,,,,,
31,PT09M21.00S,2025-11-09T23:16:30.3Z,1,REGULAR,foul,personal,[],1627759,,,1610612753,8,5,2025-11-09T23:17:37Z,310000,False,,,0,,J. Brown personal FOUL (1 PF),"[1627759, 1628976]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,Mid-Range,16-24 Center,1162.0,1.0,0.0,Carter Jr.,1628976.0,,,,,,,,,,,,,,,
33,PT09M13.00S,2025-11-09T23:17:03.9Z,1,REGULAR,3pt,Jump Shot,[],1630591,6.258212877792378,95.83333333333334,1610612753,11,5,2025-11-09T23:17:08Z,330000,False,-229.0,6.0,1,left,J. Suggs 3PT  (6 PTS) (W. Carter Jr. 1 AST),"[1630591, 1628976]",1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,Left Corner 3,24+ Left,,,,,,Made,6.0,,22.93,W. Carter Jr.,1628976.0,1.0,,,,,,,,
35,PT08M57.00S,2025-11-09T23:17:19.5Z,1,REGULAR,turnover,lost ball,[],1627759,,,1610612738,11,5,2025-11-09T23:17:24Z,350000,False,,,0,,J. Brown lost ball TURNOVER (1 TO),"[1627759, 1630532]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,Above the Break 3,24+ Center,,,,,,,,1.0,,,,,,,,,Wagner,1630532.0,,
36,PT08M57.00S,2025-11-09T23:17:19.5Z,1,REGULAR,steal,,[],1630532,,,1610612753,11,5,2025-11-09T23:17:21Z,360000,False,,,0,,F. Wagner STEAL (1 STL),[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
37,PT08M55.00S,2025-11-09T23:17:23.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630532,6.521024967148489,54.65686274509803,1610612753,13,5,2025-11-09T23:17:32Z,370000,False,-23.0,9.0,1,left,F. Wagner running finger roll Layup (2 PTS),[1630532],1610612753.0,ORL,running finger roll,,,Wagner,F. Wagner,,,,,Restricted Area,0-8 Center,,,,,,Made,2.0,,2.49,,,,,,,,,,,
38,PT08M55.00S,2025-11-09T23:17:32.7Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612738,13,5,2025-11-09T23:17:32Z,380000,False,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,PT08M34.00S,2025-11-09T23:20:46.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628401,84.97043363994744,56.372549019607845,1610612738,13,5,2025-11-09T23:21:33Z,390000,False,32.0,89.0,1,right,MISS D. White 9' driving floating Shot,[1628401],1610612738.0,BOS,driving floating,,,White,D. White,,,,,In The Paint (Non-RA),8-16 Center,,,,,,Missed,,,9.44,,,,,,,,,,,
40,PT08M30.00S,2025-11-09T23:20:50.0Z,1,REGULAR,rebound,defensive,[],1631094,,,1610612753,13,5,2025-11-09T23:20:54Z,400000,False,,,0,,P. Banchero REBOUND (Off:0 Def:2),[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,39.0,2.0,2.0,0.0,,,,
41,PT08M28.00S,2025-11-09T23:20:51.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630532,6.652431011826544,49.754901960784316,1610612753,15,5,2025-11-09T23:21:04Z,410000,False,1.0,10.0,1,left,F. Wagner running Layup (4 PTS) (D. Bane 1 AST),"[1630532, 1630217]",1610612753.0,ORL,running,,,Wagner,F. Wagner,,,,,Restricted Area,0-8 Center,,,,,,Made,4.0,,1.01,D. Bane,1630217.0,1.0,,,,,,,,
43,PT08M15.00S,2025-11-09T23:21:05.2Z,1,REGULAR,3pt,Jump Shot,[],1628401,70.64717477003943,76.47058823529412,1610612738,15,5,2025-11-09T23:21:17Z,430000,False,132.0,223.0,1,right,MISS D. White 25' 3PT,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,Above the Break 3,24+ Right Center,,,,,,Missed,,,25.97,,,,,,,,,,,
44,PT08M10.00S,2025-11-09T23:21:10.2Z,1,REGULAR,rebound,offensive,[],1629674,,,1610612738,15,5,2025-11-09T23:21:17Z,440000,False,,,0,,N. Queta REBOUND (Off:2 Def:0),[1629674],1610612738.0,BOS,,,,Queta,N. Queta,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,43.0,2.0,0.0,2.0,,,,
45,PT08M08.00S,2025-11-09T23:21:14.2Z,1,REGULAR,foul,personal,['2freethrow'],1630532,,,1610612738,15,5,2025-11-09T23:21:26Z,450000,False,,,0,,F. Wagner shooting personal FOUL (1 PF) (Brown 2 FT),"[1630532, 1627759]",1610612753.0,ORL,shooting,,,Wagner,F. Wagner,,,,,In The Paint (Non-RA),0-8 Center,1162.0,1.0,0.0,Brown,1627759.0,,,,,,,,,,,,,,,
47,PT08M08.00S,2025-11-09T23:21:40.8Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],1627759,,,1610612738,15,6,2025-11-09T23:21:40Z,470000,False,,,0,,J. Brown Free Throw 1 of 2 (3 PTS),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,Made,3.0,,,,,,,,,,,,,
48,PT08M08.00S,2025-11-09T23:22:02.1Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],1627759,,,1610612738,15,7,2025-11-09T23:22:02Z,480000,False,,,0,,J. Brown Free Throw 2 of 2 (4 PTS),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,Made,4.0,,,,,,,,,,,,,
49,PT07M48.00S,2025-11-09T23:22:25.1Z,1,REGULAR,3pt,Jump Shot,[],1630591,6.783837056504599,95.34313725490196,1610612753,15,7,2025-11-09T23:22:39Z,490000,False,-227.0,11.0,1,left,MISS J. Suggs 3PT,[1630591],1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,Left Corner 3,24+ Left,,,,,,Missed,,,22.7,,,,,,,,,,,
50,PT07M46.00S,2025-11-09T23:22:32.2Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612753,15,7,2025-11-09T23:22:32Z,500000,False,,,0,,TEAM offensive REBOUND,[],1610612753.0,ORL,,,,,,,,,,Left Corner 3,24+ Left,,,,,,,,,,,,,49.0,,,,,,,
52,PT07M43.00S,2025-11-09T23:23:50.8Z,1,REGULAR,2pt,Jump Shot,['2ndchance'],1630217,12.302890932982917,14.705882352941178,1610612753,15,7,2025-11-09T23:23:59Z,520000,False,176.0,63.0,1,left,MISS D. Bane 18' pullup Shot,[1630217],1610612753.0,ORL,pullup,,,Bane,D. Bane,,,,,Mid-Range,16-24 Right,,,,,,Missed,,,18.74,,,,,,,,,,,
53,PT07M39.00S,2025-11-09T23:23:54.8Z,1,REGULAR,rebound,offensive,[],1630591,,,1610612753,15,7,2025-11-09T23:23:59Z,530000,False,,,0,,J. Suggs REBOUND (Off:1 Def:0),[1630591],1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,Mid-Range,16-24 Right,,,,,,,,,,,,,52.0,1.0,0.0,1.0,,,,
54,PT07M33.00S,2025-11-09T23:24:04.4Z,1,REGULAR,turnover,out-of-bounds,[],1631094,,,1610612753,15,7,2025-11-09T23:24:13Z,540000,False,,,0,,P. Banchero lost ball out-of-bounds TURNOVER (1 TO),[1631094],1610612753.0,ORL,lost ball,,,Banchero,P. Banchero,,,,,In The Paint (Non-RA),0-8 Center,1162.0,,,,,,,1.0,,,,,,,,,,,,
55,PT07M21.00S,2025-11-09T23:24:23.4Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],1627759,77.7431011826544,64.70588235294117,1610612738,15,9,2025-11-09T23:24:27Z,550000,False,74.0,157.0,1,right,J. Brown 17' step back Jump Shot (6 PTS),[1627759],1610612738.0,BOS,step back,,,Brown,J. Brown,,,,,Mid-Range,16-24 Right Center,,,,,,Made,6.0,,17.31,,,,,,,,,,,
56,PT07M04.00S,2025-11-09T23:24:40.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630217,8.09789750328515,48.28431372549019,1610612753,17,9,2025-11-09T23:24:44Z,560000,False,9.0,24.0,1,left,D. Bane driving Layup (4 PTS) (P. Banchero 2 AST),"[1630217, 1631094]",1610612753.0,ORL,driving,,,Bane,D. Bane,,,,,Restricted Area,0-8 Center,,,,,,Made,4.0,,2.51,P. Banchero,1631094.0,2.0,,,,,,,,
58,PT06M55.00S,2025-11-09T23:24:49.2Z,1,REGULAR,turnover,bad pass,[],1628401,,,1610612738,17,9,2025-11-09T23:24:52Z,580000,False,,,0,,D. White bad pass TURNOVER (1 TO),"[1628401, 1630591]",1610612738.0,BOS,,,,White,D. White,,,,,Above the Break 3,24+ Center,,,,,,,,1.0,,,,,,,,,Suggs,1630591.0,,
59,PT06M55.00S,2025-11-09T23:24:49.2Z,1,REGULAR,steal,,[],1630591,,,1610612753,17,9,2025-11-09T23:24:51Z,590000,False,,,0,,J. Suggs STEAL (1 STL),[1630591],1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
60,PT06M53.00S,2025-11-09T23:24:52.0Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630591,5.469776609724048,50.49019607843137,1610612753,19,9,2025-11-09T23:24:59Z,600000,False,-2.0,-1.0,1,left,J. Suggs running DUNK (8 PTS),[1630591],1610612753.0,ORL,running,,,Suggs,J. Suggs,,,,,Restricted Area,0-8 Center,,,,,,Made,8.0,,0.27,,,,,,,,,,,
61,PT06M39.00S,2025-11-09T23:25:04.9Z,1,REGULAR,2pt,Jump Shot,[],1627759,75.50919842312747,47.794117647058826,1610612738,19,9,2025-11-09T23:25:10Z,610000,False,-11.0,178.0,1,right,MISS J. Brown 17' fadeaway Shot,[1627759],1610612738.0,BOS,fadeaway,,,Brown,J. Brown,,,,,Mid-Range,16-24 Center,,,,,,Missed,,,17.8,,,,,,,,,,,
62,PT06M35.00S,2025-11-09T23:25:08.9Z,1,REGULAR,rebound,defensive,[],1630591,,,1610612753,19,9,2025-11-09T23:25:10Z,620000,False,,,0,,J. Suggs REBOUND (Off:1 Def:1),[1630591],1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,61.0,2.0,1.0,1.0,,,,
63,PT06M32.00S,2025-11-09T23:25:12.5Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1630217,24.26084099868594,86.02941176470588,1610612753,19,9,2025-11-09T23:25:18Z,630000,False,-180.0,176.0,1,left,MISS D. Bane 25' running 3PT,[1630217],1610612753.0,ORL,running,,,Bane,D. Bane,,,,,Above the Break 3,24+ Left Center,,,,,,Missed,,,25.15,,,,,,,,,,,
64,PT06M28.00S,2025-11-09T23:25:16.2Z,1,REGULAR,rebound,offensive,[],1628976,,,1610612753,19,9,2025-11-09T23:25:16Z,640000,False,,,0,,W. Carter Jr. REBOUND (Off:1 Def:0),[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,63.0,1.0,0.0,1.0,,,,
65,PT06M21.00S,2025-11-09T23:25:22.9Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1628976,5.601182654402102,50.245098039215684,1610612753,21,9,2025-11-09T23:27:04Z,650000,False,-1.0,0.0,1,left,W. Carter Jr. DUNK (5 PTS) (F. Wagner 2 AST),"[1628976, 1630532]",1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,Restricted Area,0-8 Center,,,,,,Made,5.0,,0.12,F. Wagner,1630532.0,2.0,,,,,,,,
67,PT06M21.00S,2025-11-09T23:25:32.3Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612738,21,9,2025-11-09T23:25:32Z,670000,False,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,PT06M21.00S,2025-11-09T23:27:46.9Z,1,REGULAR,substitution,out,[],1630591,,,1610612738,21,9,2025-11-09T23:28:09Z,680000,False,,,0,,SUB out: J. Suggs,[1630591],1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,,,,,,,,,,,,,,,,,,,,,,
69,PT06M21.00S,2025-11-09T23:27:46.9Z,1,REGULAR,substitution,out,[],1630532,,,1610612738,21,9,2025-11-09T23:28:09Z,690000,False,,,0,,SUB out: F. Wagner,[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,,,,,,,,,,,,,,,,,,,,,
70,PT06M21.00S,2025-11-09T23:27:46.9Z,1,REGULAR,substitution,out,[],1628976,,,1610612738,21,9,2025-11-09T23:28:09Z,700000,False,,,0,,SUB out: W. Carter Jr.,[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
71,PT06M21.00S,2025-11-09T23:27:46.9Z,1,REGULAR,substitution,out,[],1631169,,,1610612738,21,9,2025-11-09T23:28:09Z,710000,False,,,0,,SUB out: J. Minott,[1631169],1610612738.0,BOS,,,,Minott,J. Minott,,,,,,,,,,,,,,,,,,,,,,,,,,
72,PT06M21.00S,2025-11-09T23:27:46.9Z,1,REGULAR,substitution,out,[],1629674,,,1610612738,21,9,2025-11-09T23:28:09Z,720000,False,,,0,,SUB out: N. Queta,[1629674],1610612738.0,BOS,,,,Queta,N. Queta,,,,,,,,,,,,,,,,,,,,,,,,,,
73,PT06M21.00S,2025-11-09T23:27:46.9Z,1,REGULAR,substitution,out,[],1630202,,,1610612738,21,9,2025-11-09T23:28:09Z,730000,False,,,0,,SUB out: P. Pritchard,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,,,,,,,,,
74,PT06M21.00S,2025-11-09T23:27:46.9Z,1,REGULAR,substitution,in,[],1641710,,,1610612738,21,9,2025-11-09T23:28:09Z,740000,False,,,0,,SUB in: A. Black,[1641710],1610612753.0,ORL,,,,Black,A. Black,,,,,,,,,,,,,,,,,,,,,,,,,,
75,PT06M21.00S,2025-11-09T23:27:46.9Z,1,REGULAR,substitution,in,[],1641783,,,1610612738,21,9,2025-11-09T23:28:09Z,750000,False,,,0,,SUB in: T. da Silva,[1641783],1610612753.0,ORL,,,,da Silva,T. da Silva,,,,,,,,,,,,,,,,,,,,,,,,,,
76,PT06M21.00S,2025-11-09T23:27:46.9Z,1,REGULAR,substitution,in,[],1629048,,,1610612738,21,9,2025-11-09T23:28:09Z,760000,False,,,0,,SUB in: G. Bitadze,[1629048],1610612753.0,ORL,,,,Bitadze,G. Bitadze,,,,,,,,,,,,,,,,,,,,,,,,,,
77,PT06M21.00S,2025-11-09T23:27:46.9Z,1,REGULAR,substitution,in,[],1630568,,,1610612738,21,9,2025-11-09T23:28:09Z,770000,False,,,0,,SUB in: L. Garza,[1630568],1610612738.0,BOS,,,,Garza,L. Garza,,,,,,,,,,,,,,,,,,,,,,,,,,
78,PT06M21.00S,2025-11-09T23:27:46.9Z,1,REGULAR,substitution,in,[],1630573,,,1610612738,21,9,2025-11-09T23:28:09Z,780000,False,,,0,,SUB in: S. Hauser,[1630573],1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,,,,,,,,,,,,,,,,,,,,,,
79,PT06M21.00S,2025-11-09T23:27:46.9Z,1,REGULAR,substitution,in,[],1629014,,,1610612738,21,9,2025-11-09T23:28:09Z,790000,False,,,0,,SUB in: A. Simons,[1629014],1610612738.0,BOS,,,,Simons,A. Simons,,,,,,,,,,,,,,,,,,,,,,,,,,
80,PT06M00.00S,2025-11-09T23:28:47.9Z,1,REGULAR,3pt,Jump Shot,[],1629014,68.67608409986859,32.59803921568628,1610612738,21,12,2025-11-09T23:28:52Z,800000,False,-87.0,242.0,1,right,A. Simons 25' 3PT step back (3 PTS),[1629014],1610612738.0,BOS,step back,,,Simons,A. Simons,,,,,Above the Break 3,24+ Left Center,,,,,,Made,3.0,,25.71,,,,,,,,,,,
81,PT05M45.00S,2025-11-09T23:29:06.2Z,1,REGULAR,foul,personal,[],1630568,,,1610612753,21,12,2025-11-09T23:29:15Z,810000,False,,,0,,L. Garza personal FOUL (1 PF),"[1630568, 1629048]",1610612738.0,BOS,,,,Garza,L. Garza,,,,,Restricted Area,0-8 Center,1162.0,1.0,0.0,Bitadze,1629048.0,,,,,,,,,,,,,,,
83,PT05M34.00S,2025-11-09T23:29:35.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1641783,13.87976346911958,48.77450980392157,1610612753,23,12,2025-11-09T23:29:40Z,830000,False,6.0,78.0,1,left,T. da Silva 7' floating Jump Shot (2 PTS) (D. Bane 2 AST),"[1641783, 1630217]",1610612753.0,ORL,floating,,,da Silva,T. da Silva,,,,,In The Paint (Non-RA),0-8 Center,,,,,,Made,2.0,,7.82,D. Bane,1630217.0,2.0,,,,,,,,
85,PT05M21.00S,2025-11-09T23:29:48.5Z,1,REGULAR,2pt,Jump Shot,[],1629014,86.5473061760841,30.392156862745097,1610612738,23,12,2025-11-09T23:29:53Z,850000,False,-98.0,74.0,1,right,MISS A. Simons 12' driving floating Shot - blocked,"[1629014, 1629048]",1610612738.0,BOS,driving floating,,,Simons,A. Simons,,,,,Mid-Range,8-16 Left,,,,,,Missed,,,12.28,,,,,,,,,,Bitadze,1629048.0
86,PT05M21.00S,2025-11-09T23:29:48.5Z,1,REGULAR,block,,[],1629048,,,1610612738,23,12,2025-11-09T23:29:51Z,860000,False,,,0,,G. Bitadze BLOCK (1 BLK),[1629048],1610612753.0,ORL,,,,Bitadze,G. Bitadze,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,,,
87,PT05M18.00S,2025-11-09T23:29:51.5Z,1,REGULAR,rebound,defensive,[],1629048,,,1610612753,23,12,2025-11-09T23:29:53Z,870000,False,,,0,,G. Bitadze REBOUND (Off:0 Def:1),[1629048],1610612753.0,ORL,,,,Bitadze,G. Bitadze,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,85.0,1.0,1.0,0.0,,,,
