actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId
14,PT10M42.00S,2025-11-22T22:12:29.5Z,1,REGULAR,foul,personal,['2freethrow'],1630217,,,1610612752,0,2,2025-11-22T22:12:49Z,140000,False,,,0,,D. Bane shooting personal FOUL (1 PF) (Bridges 2 FT),"[1630217, 1628969]",1610612753.0,ORL,shooting,,,Bane,D. Bane,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,1628954.0,1.0,0.0,Bridges,1628969.0,,,,,,
16,PT10M42.00S,2025-11-22T22:12:57.6Z,1,REGULAR,freethrow,1 of 2,[],1628969,,,1610612752,0,3,2025-11-22T22:12:57Z,160000,False,,,0,,M. Bridges Free Throw 1 of 2 (1 PTS),[1628969],1610612752.0,NYK,,,,Bridges,M. Bridges,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
17,PT10M42.00S,2025-11-22T22:13:22.1Z,1,REGULAR,freethrow,2 of 2,[],1628969,,,1610612752,0,3,2025-11-22T22:13:22Z,170000,False,,,0,,MISS M. Bridges Free Throw 2 of 2,[1628969],1610612752.0,NYK,,,,Bridges,M. Bridges,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
18,PT10M40.00S,2025-11-22T22:13:23.3Z,1,REGULAR,rebound,defensive,[],1630532,,,1610612753,0,3,2025-11-22T22:13:23Z,180000,False,,,0,,F. Wagner REBOUND (Off:0 Def:1),[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,,,,,17.0,1.0,1.0,0.0,,,,,,,,,,,,,
19,PT10M21.00S,2025-11-22T22:13:44.5Z,1,REGULAR,turnover,out-of-bounds,[],1628976,,,1610612753,0,3,2025-11-22T22:15:07Z,190000,False,,,0,,W. Carter Jr. bad pass out-of-bounds TURNOVER (1 TO),[1628976],1610612753.0,ORL,bad pass,,,Carter Jr.,W. Carter Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,1.0,,,,,
20,PT10M05.00S,2025-11-22T22:14:09.6Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],1628969,89.43823915900131,33.57843137254902,1610612752,0,5,2025-11-22T22:14:17Z,200000,False,-82.0,47.0,1,right,M. Bridges 9' pullup Jump Shot (3 PTS) (L. Shamet 1 AST),"[1628969, 1629013]",1610612752.0,NYK,pullup,,,Bridges,M. Bridges,,,,,Mid-Range,8-16 Left,9.45,Made,3.0,,,,,,,,,,,,,L. Shamet,1629013.0,1.0,,
22,PT09M54.00S,2025-11-22T22:14:23.5Z,1,REGULAR,foul,personal,['2freethrow'],1629011,,,1610612753,0,5,2025-11-22T22:14:33Z,220000,False,,,0,,M. Robinson shooting personal FOUL (1 PF) (Wagner 2 FT),"[1629011, 1630532]",1610612752.0,NYK,shooting,,,Robinson,M. Robinson,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,200834.0,1.0,0.0,Wagner,1630532.0,,,,,,
24,PT09M54.00S,2025-11-22T22:14:53.4Z,1,REGULAR,freethrow,1 of 2,[],1630532,,,1610612753,1,5,2025-11-22T22:14:53Z,240000,False,,,0,,F. Wagner Free Throw 1 of 2 (1 PTS),[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
25,PT09M54.00S,2025-11-22T22:15:10.1Z,1,REGULAR,freethrow,2 of 2,[],1630532,,,1610612753,2,5,2025-11-22T22:15:10Z,250000,False,,,0,,F. Wagner Free Throw 2 of 2 (2 PTS),[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,,,Made,2.0,,,,,,,,,,,,,,,,,
26,PT09M43.00S,2025-11-22T22:15:22.6Z,1,REGULAR,3pt,Jump Shot,[],1626157,75.50919842312747,87.5,1610612752,2,5,2025-11-22T22:15:29Z,260000,False,188.0,178.0,1,right,MISS K. Towns 25' 3PT,[1626157],1610612752.0,NYK,,,,Towns,K. Towns,,,,,Above the Break 3,24+ Right Center,25.83,Missed,,,,,,,,,,,,,,,,,,
27,PT09M40.00S,2025-11-22T22:15:25.6Z,1,REGULAR,rebound,defensive,[],1630591,,,1610612753,2,5,2025-11-22T22:15:29Z,270000,False,,,0,,J. Suggs REBOUND (Off:0 Def:1),[1630591],1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,Above the Break 3,24+ Right Center,,,,26.0,1.0,1.0,0.0,,,,,,,,,,,,,
28,PT09M34.00S,2025-11-22T22:15:33.9Z,1,REGULAR,turnover,out-of-bounds,[],1630591,,,1610612753,2,5,2025-11-22T22:17:22Z,280000,False,,,0,,J. Suggs bad pass out-of-bounds TURNOVER (1 TO),[1630591],1610612753.0,ORL,bad pass,,,Suggs,J. Suggs,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,1.0,,,,,
29,PT09M25.00S,2025-11-22T22:15:45.4Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1628969,72.48685939553219,78.67647058823529,1610612752,2,8,2025-11-22T22:15:54Z,290000,False,143.0,206.0,1,right,M. Bridges 25' 3PT  (6 PTS) (L. Shamet 2 AST),"[1628969, 1629013]",1610612752.0,NYK,,,,Bridges,M. Bridges,,,,,Above the Break 3,24+ Right Center,25.11,Made,6.0,,,,,,,,,,,,,L. Shamet,1629013.0,2.0,,
31,PT09M17.00S,2025-11-22T22:15:59.7Z,1,REGULAR,foul,personal,[],1629013,,,1610612753,2,8,2025-11-22T22:16:46Z,310000,False,,,0,,L. Shamet personal FOUL (1 PF),"[1629013, 1628976]",1610612752.0,NYK,,,,Shamet,L. Shamet,,,,,Above the Break 3,24+ Center,,,,,,,,,,200834.0,1.0,0.0,Carter Jr.,1628976.0,,,,,,
33,PT09M17.00S,2025-11-22T22:16:21.1Z,1,REGULAR,substitution,out,[],1629013,,,1610612753,2,8,2025-11-22T22:16:58Z,330000,False,,,0,,SUB out: L. Shamet,[1629013],1610612752.0,NYK,,,,Shamet,L. Shamet,,,,,,,,,,,,,,,,,,,,,,,,,,
34,PT09M17.00S,2025-11-22T22:16:21.1Z,1,REGULAR,substitution,in,[],1628404,,,1610612753,2,8,2025-11-22T22:16:58Z,340000,False,,,0,,SUB in: J. Hart,[1628404],1610612752.0,NYK,,,,Hart,J. Hart,,,,,,,,,,,,,,,,,,,,,,,,,,
35,PT09M04.00S,2025-11-22T22:17:21.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630532,14.14257555847569,56.61764705882353,1610612753,2,8,2025-11-22T22:17:28Z,350000,False,-33.0,80.0,1,left,MISS F. Wagner 8' pullup Shot,[1630532],1610612753.0,ORL,pullup,,,Wagner,F. Wagner,,,,,In The Paint (Non-RA),8-16 Center,8.69,Missed,,,,,,,,,,,,,,,,,,
36,PT09M02.00S,2025-11-22T22:17:23.4Z,1,REGULAR,rebound,defensive,[],1629011,,,1610612752,2,8,2025-11-22T22:17:28Z,360000,False,,,0,,M. Robinson REBOUND (Off:0 Def:2),[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,In The Paint (Non-RA),8-16 Center,,,,35.0,2.0,2.0,0.0,,,,,,,,,,,,,
37,PT08M53.00S,2025-11-22T22:17:32.5Z,1,REGULAR,2pt,Jump Shot,[],1628973,74.85216819973719,77.45098039215686,1610612752,2,8,2025-11-22T22:17:43Z,370000,False,137.0,184.0,1,right,MISS J. Brunson 22' step back Shot,[1628973],1610612752.0,NYK,step back,,,Brunson,J. Brunson,,,,,Mid-Range,16-24 Right Center,22.95,Missed,,,,,,,,,,,,,,,,,,
38,PT08M50.00S,2025-11-22T22:17:35.5Z,1,REGULAR,rebound,offensive,[],1628404,,,1610612752,2,8,2025-11-22T22:17:35Z,380000,False,,,0,,J. Hart REBOUND (Off:1 Def:0),[1628404],1610612752.0,NYK,,,,Hart,J. Hart,,,,,Mid-Range,16-24 Right Center,,,,37.0,1.0,0.0,1.0,,,,,,,,,,,,,
39,PT08M49.00S,2025-11-22T22:17:37.0Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1628973,92.59198423127464,95.83333333333334,1610612752,2,11,2025-11-22T22:17:47Z,390000,False,229.0,17.0,1,right,J. Brunson 3PT pullup (5 PTS) (J. Hart 1 AST),"[1628973, 1628404]",1610612752.0,NYK,pullup,,,Brunson,J. Brunson,,,,,Right Corner 3,24+ Right,22.98,Made,5.0,,,,,,,,,,,,,J. Hart,1628404.0,1.0,,
41,PT08M31.00S,2025-11-22T22:17:54.4Z,1,REGULAR,3pt,Jump Shot,[],1630217,31.225361366622867,29.65686274509804,1610612753,5,11,2025-11-22T22:20:31Z,410000,False,102.0,241.0,1,left,D. Bane 26' 3PT pullup (3 PTS) (W. Carter Jr. 1 AST),"[1630217, 1628976]",1610612753.0,ORL,pullup,,,Bane,D. Bane,,,,,Above the Break 3,24+ Right Center,26.16,Made,3.0,,,,,,,,,,,,,W. Carter Jr.,1628976.0,1.0,,
42,PT08M08.00S,2025-11-22T22:18:17.1Z,1,REGULAR,3pt,Jump Shot,[],1628973,93.24901445466492,95.83333333333334,1610612752,5,14,2025-11-22T22:18:26Z,420000,False,229.0,11.0,1,right,J. Brunson 3PT  (8 PTS) (J. Hart 2 AST),"[1628973, 1628404]",1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,Right Corner 3,24+ Right,22.95,Made,8.0,,,,,,,,,,,,,J. Hart,1628404.0,2.0,,
44,PT08M08.00S,2025-11-22T22:18:24.2Z,1,REGULAR,foul,personal,['1freethrow'],1630591,,,1610612752,5,14,2025-11-22T22:18:40Z,440000,False,,,0,,J. Suggs shooting personal FOUL (1 PF) (Brunson 1 FT),"[1630591, 1628973]",1610612753.0,ORL,shooting,,,Suggs,J. Suggs,,,,,Right Corner 3,24+ Right,,,,,,,,,,1628954.0,1.0,0.0,Brunson,1628973.0,,,,,,
46,PT08M08.00S,2025-11-22T22:18:58.7Z,1,REGULAR,freethrow,1 of 1,[],1628973,,,1610612752,5,15,2025-11-22T22:18:58Z,460000,False,,,0,,J. Brunson Free Throw 1 of 1 (9 PTS),[1628973],1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,,,,Made,9.0,,,,,,,,,,,,,,,,,
48,PT07M55.00S,2025-11-22T22:19:15.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630591,16.245072273324574,57.107843137254896,1610612753,5,15,2025-11-22T22:21:30Z,470000,False,-36.0,100.0,1,left,MISS J. Suggs 10' pullup Shot - blocked,"[1630591, 1629011]",1610612753.0,ORL,pullup,,,Suggs,J. Suggs,,,,,In The Paint (Non-RA),8-16 Center,10.63,Missed,,,,,,Robinson,1629011.0,,,,,,,,,,,
49,PT07M55.00S,2025-11-22T22:19:15.2Z,1,REGULAR,block,,[],1629011,,,1610612753,5,15,2025-11-22T22:19:18Z,480000,False,,,0,,M. Robinson BLOCK (2 BLK),[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
50,PT07M53.00S,2025-11-22T22:19:17.2Z,1,REGULAR,rebound,offensive,[],1630591,,,1610612753,5,15,2025-11-22T22:19:26Z,490000,False,,,0,,J. Suggs REBOUND (Off:1 Def:1),[1630591],1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,In The Paint (Non-RA),8-16 Center,,,,48.0,2.0,1.0,1.0,,,,,,,,,,,,,
51,PT07M53.00S,2025-11-22T22:19:25.5Z,1,REGULAR,turnover,out-of-bounds,[],1630591,,,1610612753,5,15,2025-11-22T22:19:41Z,500000,False,,,0,,J. Suggs step out-of-bounds TURNOVER (2 TO),[1630591],1610612753.0,ORL,step,,,Suggs,J. Suggs,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,202026.0,,,,,2.0,,,,,
52,PT07M41.00S,2025-11-22T22:19:50.8Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],1628969,94.69448094612353,69.6078431372549,1610612752,5,15,2025-11-22T22:19:55Z,510000,False,98.0,-3.0,1,right,MISS M. Bridges 9' pullup Shot,[1628969],1610612752.0,NYK,pullup,,,Bridges,M. Bridges,,,,,Mid-Range,8-16 Right,9.8,Missed,,,,,,,,,,,,,,,,,,
53,PT07M38.00S,2025-11-22T22:19:53.8Z,1,REGULAR,rebound,defensive,[],1641783,,,1610612753,5,15,2025-11-22T22:19:55Z,520000,False,,,0,,T. da Silva REBOUND (Off:0 Def:1),[1641783],1610612753.0,ORL,,,,da Silva,T. da Silva,,,,,Mid-Range,8-16 Right,,,,52.0,1.0,1.0,0.0,,,,,,,,,,,,,
54,PT07M34.00S,2025-11-22T22:20:00.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630532,6.783837056504599,47.30392156862745,1610612753,7,15,2025-11-22T22:25:50Z,530000,False,13.0,11.0,1,left,F. Wagner driving Layup (4 PTS) (T. da Silva 1 AST),"[1630532, 1641783]",1610612753.0,ORL,driving,,,Wagner,F. Wagner,,,,,Restricted Area,0-8 Center,1.76,Made,4.0,,,,,,,,,,,,,T. da Silva,1641783.0,1.0,,
56,PT07M34.00S,2025-11-22T22:20:06.3Z,1,REGULAR,foul,personal,['1freethrow'],1629011,,,1610612753,7,15,2025-11-22T22:26:41Z,550000,False,,,0,,M. Robinson shooting personal FOUL (2 PF) (Wagner 1 FT),"[1629011, 1630532]",1610612752.0,NYK,shooting,,,Robinson,M. Robinson,,,,,Restricted Area,0-8 Center,,,,,,,,,,200834.0,2.0,0.0,Wagner,1630532.0,,,,,,
58,PT07M34.00S,2025-11-22T22:20:19.0Z,1,REGULAR,substitution,out,[],1629011,,,1610612753,7,15,2025-11-22T22:20:44Z,570000,False,,,0,,SUB out: M. Robinson,[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,,
59,PT07M34.00S,2025-11-22T22:20:19.0Z,1,REGULAR,substitution,out,[],1628969,,,1610612753,7,15,2025-11-22T22:20:44Z,580000,False,,,0,,SUB out: M. Bridges,[1628969],1610612752.0,NYK,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,,,,,,,
60,PT07M34.00S,2025-11-22T22:20:19.0Z,1,REGULAR,substitution,in,[],1642885,,,1610612753,7,15,2025-11-22T22:20:44Z,590000,False,,,0,,SUB in: M. Diawara,[1642885],1610612752.0,NYK,,,,Diawara,M. Diawara,,,,,,,,,,,,,,,,,,,,,,,,,,
61,PT07M34.00S,2025-11-22T22:20:19.0Z,1,REGULAR,substitution,in,[],203903,,,1610612753,7,15,2025-11-22T22:20:44Z,600000,False,,,0,,SUB in: J. Clarkson,[203903],1610612752.0,NYK,,,,Clarkson,J. Clarkson,,,,,,,,,,,,,,,,,,,,,,,,,,
62,PT07M34.00S,2025-11-22T22:20:37.6Z,1,REGULAR,freethrow,1 of 1,[],1630532,,,1610612753,8,15,2025-11-22T22:31:08Z,610000,False,,,0,,F. Wagner Free Throw 1 of 1 (5 PTS),[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,,,Made,5.0,,,,,,,,,,,,,,,,,
63,PT07M22.00S,2025-11-22T22:20:50.8Z,1,REGULAR,turnover,offensive goaltending,[],1642885,,,1610612752,8,15,2025-11-22T22:21:27Z,620000,False,,,0,,M. Diawara offensive goaltending TURNOVER (1 TO),[1642885],1610612752.0,NYK,,,,Diawara,M. Diawara,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,202026.0,,,,,1.0,,,,,
64,PT07M03.00S,2025-11-22T22:21:24.8Z,1,REGULAR,turnover,bad pass,[],1630217,,,1610612753,8,15,2025-11-22T22:21:35Z,630000,False,,,0,,D. Bane bad pass TURNOVER (1 TO),"[1630217, 1642885]",1610612753.0,ORL,,,,Bane,D. Bane,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,1.0,,,,Diawara,1642885.0
65,PT07M03.00S,2025-11-22T22:21:24.8Z,1,REGULAR,steal,,[],1642885,,,1610612752,8,15,2025-11-22T22:21:27Z,640000,False,,,0,,M. Diawara STEAL (1 STL),[1642885],1610612752.0,NYK,,,,Diawara,M. Diawara,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
66,PT06M59.00S,2025-11-22T22:21:28.8Z,1,REGULAR,turnover,bad pass,[],1642885,,,1610612752,8,15,2025-11-22T22:21:38Z,650000,False,,,0,,M. Diawara bad pass TURNOVER (2 TO),"[1642885, 1630217]",1610612752.0,NYK,,,,Diawara,M. Diawara,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,2.0,,,,Bane,1630217.0
67,PT06M59.00S,2025-11-22T22:21:28.8Z,1,REGULAR,steal,,[],1630217,,,1610612753,8,15,2025-11-22T22:21:30Z,660000,False,,,0,,D. Bane STEAL (1 STL),[1630217],1610612753.0,ORL,,,,Bane,D. Bane,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
68,PT06M54.00S,2025-11-22T22:21:32.5Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1628976,7.046649145860711,50.49019607843137,1610612753,10,15,2025-11-22T22:23:17Z,670000,False,-2.0,14.0,1,left,W. Carter Jr. running alley-oop DUNK (2 PTS) (F. Wagner 1 AST),"[1628976, 1630532]",1610612753.0,ORL,running alley-oop,,,Carter Jr.,W. Carter Jr.,,,,,Restricted Area,0-8 Center,1.39,Made,2.0,,,,,,,,,,,,,F. Wagner,1630532.0,1.0,,
70,PT06M39.00S,2025-11-22T22:21:47.4Z,1,REGULAR,3pt,Jump Shot,[],1642885,73.14388961892247,83.33333333333334,1610612752,10,15,2025-11-22T22:21:53Z,690000,False,167.0,200.0,1,right,MISS M. Diawara 26' 3PT,[1642885],1610612752.0,NYK,,,,Diawara,M. Diawara,,,,,Above the Break 3,24+ Right Center,26.03,Missed,,,,,,,,,,,,,,,,,,
71,PT06M38.00S,2025-11-22T22:21:52.3Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612753,10,15,2025-11-22T22:21:52Z,700000,False,,,0,,TEAM defensive REBOUND,[],1610612753.0,ORL,,,,,,,,,,Above the Break 3,24+ Right Center,,,,70.0,,,,,,,,,,,,,,,,
73,PT06M38.00S,2025-11-22T22:22:03.1Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612753,10,15,2025-11-22T22:22:03Z,720000,False,,,0,,ORL Timeout,[],1610612753.0,ORL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,PT06M38.00S,2025-11-22T22:22:58.5Z,1,REGULAR,substitution,out,[],1630217,,,1610612753,10,15,2025-11-22T22:24:47Z,730000,False,,,0,,SUB out: D. Bane,[1630217],1610612753.0,ORL,,,,Bane,D. Bane,,,,,,,,,,,,,,,,,,,,,,,,,,
75,PT06M38.00S,2025-11-22T22:22:58.5Z,1,REGULAR,substitution,out,[],1628976,,,1610612753,10,15,2025-11-22T22:24:47Z,740000,False,,,0,,SUB out: W. Carter Jr.,[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
76,PT06M38.00S,2025-11-22T22:22:58.5Z,1,REGULAR,substitution,in,[],1629048,,,1610612753,10,15,2025-11-22T22:24:47Z,750000,False,,,0,,SUB in: G. Bitadze,[1629048],1610612753.0,ORL,,,,Bitadze,G. Bitadze,,,,,,,,,,,,,,,,,,,,,,,,,,
77,PT06M38.00S,2025-11-22T22:22:58.5Z,1,REGULAR,substitution,in,[],1641710,,,1610612753,10,15,2025-11-22T22:24:47Z,760000,False,,,0,,SUB in: A. Black,[1641710],1610612753.0,ORL,,,,Black,A. Black,,,,,,,,,,,,,,,,,,,,,,,,,,
79,PT06M26.00S,2025-11-22T22:25:12.6Z,1,REGULAR,foul,personal,['2freethrow'],203903,,,1610612753,10,15,2025-11-22T22:25:24Z,770000,False,,,0,,J. Clarkson shooting personal FOUL (1 PF) (Suggs 2 FT),"[203903, 1630591]",1610612752.0,NYK,shooting,,,Clarkson,J. Clarkson,,,,,Mid-Range,8-16 Left,,,,,,,,,,1628954.0,1.0,0.0,Suggs,1630591.0,,,,,,
81,PT06M26.00S,2025-11-22T22:25:47.1Z,1,REGULAR,freethrow,1 of 2,[],1630591,,,1610612753,11,15,2025-11-22T22:25:47Z,790000,False,,,0,,J. Suggs Free Throw 1 of 2 (1 PTS),[1630591],1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
82,PT06M26.00S,2025-11-22T22:26:07.3Z,1,REGULAR,freethrow,2 of 2,[],1630591,,,1610612753,12,15,2025-11-22T22:26:07Z,800000,False,,,0,,J. Suggs Free Throw 2 of 2 (2 PTS),[1630591],1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,,,,Made,2.0,,,,,,,,,,,,,,,,,
83,PT06M11.00S,2025-11-22T22:26:23.6Z,1,REGULAR,turnover,bad pass,[],203903,,,1610612752,12,15,2025-11-22T22:26:36Z,810000,False,,,0,,J. Clarkson bad pass TURNOVER (1 TO),"[203903, 1629048]",1610612752.0,NYK,,,,Clarkson,J. Clarkson,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,1.0,,,,Bitadze,1629048.0
84,PT06M11.00S,2025-11-22T22:26:23.6Z,1,REGULAR,steal,,[],1629048,,,1610612753,12,15,2025-11-22T22:26:27Z,820000,False,,,0,,G. Bitadze STEAL (1 STL),[1629048],1610612753.0,ORL,,,,Bitadze,G. Bitadze,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
85,PT06M03.00S,2025-11-22T22:26:38.1Z,1,REGULAR,foul,offensive,[],1629048,,,1610612753,12,15,2025-11-22T22:27:21Z,830000,False,,,0,,G. Bitadze offensive FOUL (1 PF),"[1629048, 203903]",1610612753.0,ORL,,,,Bitadze,G. Bitadze,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,202026.0,1.0,0.0,Clarkson,203903.0,,,,,,
87,PT06M03.00S,2025-11-22T22:26:38.1Z,1,REGULAR,turnover,offensive foul,[],1629048,,,1610612753,12,15,2025-11-22T22:26:54Z,850000,False,,,0,,G. Bitadze offensive foul TURNOVER (1 TO),[1629048],1610612753.0,ORL,,,,Bitadze,G. Bitadze,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,202026.0,,,,,1.0,,,,,
