actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal
54,PT07M05.00S,2025-12-02T00:49:44.4Z,1,REGULAR,rebound,defensive,[],1628976,,,1610612753,8,13,2025-12-02T00:49:46Z,540000,False,,,0,,W. Carter Jr. REBOUND (Off:0 Def:2),[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,53.0,2.0,2.0,0.0
55,PT07M02.00S,2025-12-02T00:49:50.7Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1630532,90.75229960578186,51.470588235294116,1610612753,10,13,2025-12-02T00:58:27Z,550000,False,7.0,34.0,1,right,F. Wagner running finger roll Layup (6 PTS),[1630532],1610612753.0,ORL,running finger roll,,,Wagner,F. Wagner,,,,,Restricted Area,0-8 Center,3.52,Made,6.0,,,,,,,,,,,,,,,,,
56,PT07M02.00S,2025-12-02T00:49:54.8Z,1,REGULAR,foul,personal,['1freethrow'],1630581,,,1610612753,10,13,2025-12-02T00:50:21Z,560000,False,,,0,,J. Giddey shooting personal FOUL (1 PF) (Wagner 1 FT),"[1630581, 1630532]",1610612741.0,CHI,shooting,,,Giddey,J. Giddey,,,,,Restricted Area,0-8 Center,,,,,,,202056.0,1.0,0.0,Wagner,1630532.0,,,,,,,,,
58,PT07M02.00S,2025-12-02T00:50:22.2Z,1,REGULAR,freethrow,1 of 1,['fastbreak'],1630532,,,1610612753,11,13,2025-12-02T00:50:22Z,580000,False,,,0,,F. Wagner Free Throw 1 of 1 (7 PTS),[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,,,Made,7.0,,,,,,,,,,,,,,,,,
59,PT06M50.00S,2025-12-02T00:50:41.1Z,1,REGULAR,turnover,out-of-bounds,[],202696,,,1610612741,11,13,2025-12-02T00:50:51Z,590000,False,,,0,,N. Vučević bad pass out-of-bounds TURNOVER (1 TO),[202696],1610612741.0,CHI,bad pass,,,Vučević,N. Vučević,,,,,Mid-Range,16-24 Left Center,,,,,,,204059.0,,,,,1.0,,,,,,,,
60,PT06M50.00S,2025-12-02T00:50:48.1Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612753,11,13,2025-12-02T00:50:48Z,600000,False,,,0,,ORL Timeout,[],1610612753.0,ORL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,PT06M50.00S,2025-12-02T00:51:33.2Z,1,REGULAR,substitution,out,[],1628976,,,1610612753,11,13,2025-12-02T00:53:50Z,610000,False,,,0,,SUB out: W. Carter Jr.,[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
62,PT06M50.00S,2025-12-02T00:51:33.2Z,1,REGULAR,substitution,out,[],1630217,,,1610612753,11,13,2025-12-02T00:53:50Z,620000,False,,,0,,SUB out: D. Bane,[1630217],1610612753.0,ORL,,,,Bane,D. Bane,,,,,,,,,,,,,,,,,,,,,,,,,,
63,PT06M50.00S,2025-12-02T00:51:33.2Z,1,REGULAR,substitution,out,[],1628989,,,1610612753,11,13,2025-12-02T00:53:50Z,630000,False,,,0,,SUB out: K. Huerter,[1628989],1610612741.0,CHI,,,,Huerter,K. Huerter,,,,,,,,,,,,,,,,,,,,,,,,,,
64,PT06M50.00S,2025-12-02T00:51:33.2Z,1,REGULAR,substitution,in,[],1629048,,,1610612753,11,13,2025-12-02T00:53:50Z,640000,False,,,0,,SUB in: G. Bitadze,[1629048],1610612753.0,ORL,,,,Bitadze,G. Bitadze,,,,,,,,,,,,,,,,,,,,,,,,,,
65,PT06M50.00S,2025-12-02T00:51:33.2Z,1,REGULAR,substitution,in,[],1641710,,,1610612753,11,13,2025-12-02T00:53:50Z,650000,False,,,0,,SUB in: A. Black,[1641710],1610612753.0,ORL,,,,Black,A. Black,,,,,,,,,,,,,,,,,,,,,,,,,,
66,PT06M50.00S,2025-12-02T00:51:33.2Z,1,REGULAR,substitution,in,[],1630200,,,1610612753,11,13,2025-12-02T00:53:50Z,660000,False,,,0,,SUB in: T. Jones,[1630200],1610612741.0,CHI,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
67,PT06M38.00S,2025-12-02T00:54:21.3Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1630591,70.38436268068331,72.54901960784314,1610612753,11,13,2025-12-02T00:54:27Z,670000,False,113.0,226.0,1,right,MISS J. Suggs 25' pullup 3PT,[1630591],1610612753.0,ORL,pullup,,,Suggs,J. Suggs,,,,,Above the Break 3,24+ Right Center,25.25,Missed,,,,,,,,,,,,,,,,,,
68,PT06M32.00S,2025-12-02T00:54:27.3Z,1,REGULAR,rebound,defensive,[],1630581,,,1610612741,11,13,2025-12-02T00:54:27Z,680000,False,,,0,,J. Giddey REBOUND (Off:0 Def:3),[1630581],1610612741.0,CHI,,,,Giddey,J. Giddey,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,67.0,3.0,3.0,0.0
69,PT06M23.00S,2025-12-02T00:54:35.5Z,1,REGULAR,3pt,Jump Shot,[],1641824,25.706307490144546,82.59803921568627,1610612741,11,16,2025-12-02T00:54:41Z,690000,False,-163.0,189.0,1,left,M. Buzelis 24' 3PT  (6 PTS) (J. Giddey 3 AST),"[1641824, 1630581]",1610612741.0,CHI,,,,Buzelis,M. Buzelis,,,,,Above the Break 3,24+ Left Center,24.97,Made,6.0,J. Giddey,1630581.0,3.0,,,,,,,,,,,,,,
71,PT06M04.00S,2025-12-02T00:54:55.5Z,1,REGULAR,turnover,bad pass,[],1630591,,,1610612753,11,16,2025-12-02T00:55:02Z,710000,False,,,0,,J. Suggs bad pass TURNOVER (2 TO),"[1630591, 202696]",1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,2.0,Vučević,202696.0,,,,,,
72,PT06M04.00S,2025-12-02T00:54:55.5Z,1,REGULAR,steal,,[],202696,,,1610612741,11,16,2025-12-02T00:54:58Z,720000,False,,,0,,N. Vučević STEAL (1 STL),[202696],1610612741.0,CHI,,,,Vučević,N. Vučević,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
73,PT05M59.00S,2025-12-02T00:55:00.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630200,6.783837056504599,54.166666666666664,1610612741,11,16,2025-12-02T00:55:06Z,730000,False,-21.0,11.0,1,left,MISS T. Jones running Layup - blocked,"[1630200, 1630591]",1610612741.0,CHI,running,,,Jones,T. Jones,,,,,Restricted Area,0-8 Center,2.37,Missed,,,,,,,,,,,,,Suggs,1630591.0,,,,
74,PT05M59.00S,2025-12-02T00:55:00.1Z,1,REGULAR,block,,[],1630591,,,1610612741,11,16,2025-12-02T00:55:03Z,740000,False,,,0,,J. Suggs BLOCK (1 BLK),[1630591],1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
75,PT05M56.00S,2025-12-02T00:55:03.1Z,1,REGULAR,rebound,defensive,[],1641710,,,1610612753,11,16,2025-12-02T00:55:06Z,750000,False,,,0,,A. Black REBOUND (Off:0 Def:1),[1641710],1610612753.0,ORL,,,,Black,A. Black,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,73.0,1.0,1.0,0.0
76,PT05M54.00S,2025-12-02T00:55:05.4Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1641783,70.64717477003943,81.37254901960785,1610612753,11,16,2025-12-02T00:55:11Z,760000,False,157.0,223.0,1,right,MISS T. da Silva 27' running 3PT,[1641783],1610612753.0,ORL,running,,,da Silva,T. da Silva,,,,,Above the Break 3,24+ Right Center,27.3,Missed,,,,,,,,,,,,,,,,,,
77,PT05M50.00S,2025-12-02T00:55:09.4Z,1,REGULAR,rebound,defensive,[],202696,,,1610612741,11,16,2025-12-02T00:55:11Z,770000,False,,,0,,N. Vučević REBOUND (Off:0 Def:1),[202696],1610612741.0,CHI,,,,Vučević,N. Vučević,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,76.0,1.0,1.0,0.0
78,PT05M37.00S,2025-12-02T00:55:21.7Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],202696,6.389618922470433,36.27450980392157,1610612741,11,16,2025-12-02T00:55:26Z,780000,False,69.0,8.0,1,left,MISS N. Vučević 6' turnaround Hook,[202696],1610612741.0,CHI,turnaround,,,Vučević,N. Vučević,,,,,In The Paint (Non-RA),0-8 Center,6.9,Missed,,,,,,,,,,,,,,,,,,
79,PT05M34.00S,2025-12-02T00:55:24.7Z,1,REGULAR,rebound,defensive,[],1629048,,,1610612753,11,16,2025-12-02T00:55:26Z,790000,False,,,0,,G. Bitadze REBOUND (Off:0 Def:1),[1629048],1610612753.0,ORL,,,,Bitadze,G. Bitadze,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,78.0,1.0,1.0,0.0
80,PT05M19.00S,2025-12-02T00:55:40.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630532,90.88370565045992,53.431372549019606,1610612753,11,16,2025-12-02T00:55:46Z,800000,False,17.0,33.0,1,right,MISS F. Wagner cutting Layup - blocked,"[1630532, 1630581]",1610612753.0,ORL,cutting,,,Wagner,F. Wagner,,,,,Restricted Area,0-8 Center,3.74,Missed,,,,,,,,,,,,,Giddey,1630581.0,,,,
81,PT05M19.00S,2025-12-02T00:55:40.1Z,1,REGULAR,block,,[],1630581,,,1610612753,11,16,2025-12-02T00:55:43Z,810000,False,,,0,,J. Giddey BLOCK (1 BLK),[1630581],1610612741.0,CHI,,,,Giddey,J. Giddey,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
82,PT05M16.00S,2025-12-02T00:55:43.1Z,1,REGULAR,rebound,defensive,[],202696,,,1610612741,11,16,2025-12-02T01:01:15Z,820000,False,,,0,,N. Vučević REBOUND (Off:0 Def:2),[202696],1610612741.0,CHI,,,,Vučević,N. Vučević,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,80.0,2.0,2.0,0.0
